TrialNumber,Trialn,TrialType,Partner,Feedback,ITI,ISI,ran,order,studyStart,InitFixOnset,InitFixOffset,decision_onset,resp,resp_onset,rt,ISI_onset,isi_for_trial,ISI_offset,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset,final_fix_offset
1,1,1,1,1,2,1.700000e+00,1.0,0.0,2.6002526e-06,60.195606,64.19518,64.20049,7.0,65.144135,0.9436449,65.24458,3.1563551,68.40307,8.0,68.40322,69.41144,5.210944,69.41163,71.41276,--
2,2,1,1,1,1,2.550000e+00,1.0,1.0,--,--,--,71.41456,7.0,72.04466,0.6301035,72.145035,4.3198967,76.465546,6.0,76.46566,77.47112,6.0565643,77.47127,78.47306,--
3,3,4,2,1,1,1.700000e+00,1.0,2.0,--,--,--,78.66334,2.0,79.81125,1.1479151,79.91166,2.952085,82.866,2.0,82.86612,83.871346,5.208011,83.871506,84.87282,--
4,4,6,2,3,3,8.500000e-01,1.0,3.0,--,--,--,85.065,7.0,85.59455,0.5295521,85.69492,2.720448,88.4179,2.0,88.418015,89.423485,4.3584857,89.42364,92.42483,--
5,5,5,2,2,2,1.700000e+00,1.0,4.0,--,--,--,92.61317,7.0,93.24401,0.6308456,93.3444,3.4691544,96.81503,5.0,96.815155,97.82211,5.208948,97.822266,99.82357,--
6,6,5,2,2,3,8.500000e-01,1.0,5.0,--,--,--,100.01115,2.0,100.74445,0.7333103,100.84483,2.5166898,103.36301,5.0,103.36313,104.3673,4.356152,104.36745,107.36896,--
7,7,3,1,3,3,2.550000e+00,1.0,6.0,--,--,--,107.37302,7.0,108.2111,0.838077,108.31151,4.111923,112.42504,4.0,112.425156,113.43283,6.0598145,113.43299,116.43423,--
8,8,4,2,1,3,2.550000e+00,1.0,7.0,--,--,--,116.62309,7.0,117.46138,0.8382847,117.56177,4.1117153,121.67593,9.0,121.67604,122.68215,6.0590544,122.682304,125.68366,--
9,9,3,1,3,3,1.700000e+00,1.0,8.0,--,--,--,125.686516,7.0,126.82863,1.1421117,126.92903,2.9578884,129.8892,4.0,129.88933,130.89574,5.209224,130.89589,133.89703,--
10,10,4,2,1,1,8.500000e-01,1.0,9.0,--,--,--,134.08684,2.0,134.81258,0.7257299,134.91296,2.52427,137.43889,2.0,137.43901,138.44417,4.357324,138.44432,139.44603,--
11,11,4,2,1,3,2.550000e+00,1.0,10.0,--,--,--,139.63316,7.0,140.67775,1.044586,140.77812,3.905414,144.68501,8.0,144.68513,145.6887,6.055548,145.68887,148.69003,--
12,12,6,2,3,1,2.550000e+00,1.0,11.0,--,--,--,148.87651,7.0,149.81038,0.9338719,149.91077,4.016128,153.92923,4.0,153.92934,154.93375,6.0572276,154.9339,155.9351,--
13,13,1,1,1,2,1.700000e+00,1.0,12.0,--,--,--,155.9381,2.0,156.67807,0.7399706,156.77847,3.3600295,160.14088,1.0,160.141,161.14716,5.209063,161.14731,163.14929,--
14,14,2,1,2,2,8.500000e-01,1.0,13.0,--,--,--,163.151,2.0,163.77707,0.6260655,163.87743,2.6239345,166.5028,5.0,166.50293,167.50801,4.3570046,167.50815,169.50932,--
15,15,3,1,3,3,8.500000e-01,1.0,14.0,--,--,--,169.511,7.0,170.14403,0.6330197,170.2444,2.6169803,172.86308,3.0,172.8632,173.86847,4.35746,173.8686,176.87013,--
16,16,3,1,3,1,1.700000e+00,1.0,15.0,--,--,--,176.8718,7.0,177.81036,0.9385782,177.91074,3.1614218,181.07404,2.0,181.07416,182.07799,5.206202,182.07814,183.07991,--
17,17,6,2,3,1,8.500000e-01,1.0,16.0,--,--,--,183.27014,2.0,184.21051,0.9403744,184.3109,2.3096256,186.62158,9.0,186.62169,187.62637,4.356244,187.62653,188.6279,--
18,18,6,2,3,2,1.700000e+00,1.0,17.0,--,--,--,188.8176,7.0,189.96089,1.1432999,190.06125,2.9567,193.02002,4.0,193.02014,194.02423,5.2066455,194.02438,196.02654,--
19,19,6,2,3,4,2.550000e+00,1.0,18.0,--,--,--,196.2141,7.0,196.74413,0.5300203,196.84456,4.4199796,201.26698,2.0,201.2671,202.27061,6.0565143,202.27077,206.27202,--
20,20,3,1,3,1,8.500000e-01,1.0,19.0,--,--,--,206.27492,2.0,206.91048,0.6355541,207.01086,2.614446,209.62767,9.0,209.62779,210.63217,4.3572474,210.63231,211.63402,--
21,21,4,2,1,1,2.550000e+00,1.0,20.0,--,--,--,211.82574,7.0,212.66069,0.8349454,212.76112,4.1150546,216.87845,9.0,216.87857,217.88457,6.058828,217.88472,218.88655,--
22,22,1,1,1,1,2.550000e+00,1.0,21.0,--,--,--,218.8894,2.0,219.72772,0.8383157,219.82814,4.1116843,223.9419,4.0,223.942,224.94633,6.0569267,224.94649,225.94873,--
23,23,4,2,1,4,2.550000e+00,1.0,22.0,--,--,--,226.13495,2.0,226.76025,0.6253019,226.86061,4.324698,231.18689,3.0,231.18701,232.19125,6.056306,232.19156,236.1926,--
24,24,4,2,1,1,2.550000e+00,1.0,23.0,--,--,--,236.38869,2.0,237.12755,0.7388498,237.22794,4.21115,241.44168,3.0,241.4418,242.44586,6.0571733,242.44601,243.44733,--
25,25,3,1,3,2,1.700000e+00,1.0,24.0,--,--,--,243.45015,7.0,244.17757,0.7274207,244.27797,3.3725793,247.65276,3.0,247.65288,248.65936,5.2092214,248.65952,250.6609,--
