global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16
5712.710282240529	n/a	n/a	32635058.76881666	15304.77123771565	n/a	234236022.63880825	n/a	5311.920472087401	n/a	28216499.10178124	n/a	5762.71524509532	11514.381580248682	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0228165	n/a	0.00052059267225	n/a	-0.22143	n/a	n/a	0.0490312448999999	0.341344	n/a	0.1165157263359999	n/a	0.0	n/a	0.0	n/a	-0.0014264	n/a	n/a	2.03461696e-06	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5643.1771093577845	-69.53317288274411	4834.862131141581	31845447.88757968	15324.543407359644	19.772169643994857	234841630.64404997	390.9386924309117	5309.090217200574	-2.830254886826878	28186438.934374843	8.010342724407428	5771.066674124667	11445.162938327916	1.360416	51.588177	0.3025457	0.179666	-0.0176398616	0.035595879	-0.043165001	0.1954019618	-0.0857959424	-0.0080612748	0.0239312809	-0.0533287626	0.0361615218	-0.1618551432	0.0316399802	-0.020044173	0.1206841846	-0.1282913657	0.198797854	0.0120556051	-0.0801092031	0.0818184242	-0.15322296	0.0427209447	-0.0612842602	0.0159311257	-0.017045384	0.0138986299	-0.1802843061	0.0021752467	0.0091839277	-0.0966157729	0.0400095042	0.0046417896	0.1950130805	-0.0578838356	-0.0816488129	0.1985806034	-0.1512236841	-0.2177788247	0.0205241694	0.1413053509	-0.0979037874	-0.0189919583	-0.048031364	-0.0107523842	0.0008486131	0.0728378485	-0.0088124484	0.0553313033	0.026162088	-0.1971520232	0.211134607	0.0514836331	-0.0001588651	0.065928479	-0.0781166904	0.0840935001	-0.0023250913	0.031521262	-0.0376219954	0.0319988239	-0.0704196152	0.01908378	-0.0303627501	-0.0021423157	0.077788297	-0.0334000631	-0.0194129552	-0.310773252	0.0799464149	0.0572629731	-0.2018716739	-0.0349581265	0.1745803731	0.0009366749	0.1040399218	-0.0043684936	-0.0083722058	0.1466261977	0.1465634515	0.1464588945	0.1463125564	0.1461244791	0.0	-0.0146145	0.008202	0.00021358361025	6.727280399999999e-05	-0.176552	0.044878	0.002014034884	0.0311706087039999	0.163125	-0.178219	0.0266097656249999	0.0317620119609999	-0.0008638129999999	-0.0008638129999999	7.461728989688272e-07	7.461728989688272e-07	-0.00186679	-0.0004403899999999	1.9394335209999998e-07	3.4849049041e-06	0.000120731	0.000120731	1.4575974361000002e-08	1.4575974361000002e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5619.278858482748	-23.898250875036865	571.1263948862003	31576294.889391173	15310.171667234454	-14.371740125190628	234401356.4801886	206.54691422601428	5291.679431747284	-17.410785453290373	28001871.20837726	303.1354501005077	5764.202322042685	11417.352140279738	1.279305	48.512363	0.0819888789999999	0.0455135	-0.0965342235	-0.0849511642	0.0275972	-0.0081174285	0.0310079118	0.0758769219	0.1613748039	0.1229445456	-0.0013693373	-0.0972577332	0.0041121271	0.0634720707	-0.0530721814	-0.0389580036	-0.0532974267	-0.2379522831	0.193849286	0.0797624632	0.0622792271	0.0134659924	-0.0207496519	0.0967797612	0.2793456762	-0.051474327	-0.0892163601	0.0016647907	-0.0048692396	-0.0164144278	0.0449165807	0.1864173199	0.1200073299	-0.0121173549	0.1067126779	0.0303839143	0.0135399928	0.0475779988	-0.128627277	-0.0217346068	0.0158253057	0.0409677782	-0.0193179073	-0.037032935	-0.0755064397	0.121685778	0.0867694136	0.0885800688	0.0423546402	0.0834988237	0.0374209439	-0.1863778329	-0.0419481266	0.074411722	-0.2465326225	-0.1744568989	-0.0450595875	-0.1124820405	0.0553208453	0.0193674011	0.1003710347	0.1252536974	-0.1399402654	0.0021757683	-0.1979633406	-0.0141682114	0.0292873007	-0.1256902383	-0.0741435392	0.0658318785	0.0751870844	-0.097763171	-0.0561485043	0.0504971252	-0.0702948765	0.0923289993	-0.0914353114	0.1464588945	0.1458947161	0.1449560281	0.14364524	0.1419657166	0.0	0.000451079	0.015065579	2.03472264241e-07	0.0002269716706052	-0.153001	0.0235509999999999	0.0005546496009999	0.023409306001	0.141064	-0.0220609999999999	0.019899052096	0.0004866877209999	-0.000453134	0.0004106789999999	2.05330421956e-07	1.6865724104091789e-07	-0.00186679	0.0	0.0	3.4849049041e-06	0.000105184	-1.5547000000000005e-05	2.417092090000002e-10	1.1063673856000001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5640.485085123136	21.206226640388195	449.70404832351	31815071.99549655	15268.982677496326	-41.18898973812793	233141832.0056829	1696.532875647608	5284.864263546866	-6.815168200418157	27929790.28411476	46.446517599990855	5759.64933806023	11429.26229804729	1.308592	49.62294	0.233107679	0.198961	-0.2195648121	0.0072670059	-0.1354442009	-0.1224726745	0.2358596252	0.2122274311	-0.0344947866	-0.0624117131	0.1715237657	-0.0209650771	0.2850459757	0.2217187175	-0.0561089062	0.1144996506	-0.2784892241	-0.0407676635	0.0685668462	0.0946890782	-0.0552596339	0.0543076837	0.1149215293	-0.0158799154	-0.065871287	-0.2279152396	0.0719511924	0.0232196522	-0.0983648093	0.1322391713	-0.0506192903	-0.0609017516	-0.0470385702	0.0131028719	-0.0552168467	0.0296554738	0.0421017062	0.1126753791	0.067550511	-0.0635904716	-0.1738229761	-0.0905531301	0.0042261282	0.1092895256	0.01138611	-0.0214082092	0.2383706256	0.0214188017	-0.0549200772	0.1721441032	-0.2013413974	0.0161684733	-0.249786634	0.0216644162	-0.0067990774	0.0734860427	0.0211802853	-0.117972655	-0.1503593896	-0.1680407003	0.0441151698	-0.0708067262	0.0877160698	0.065874268	-0.0283585466	-0.0449013501	-0.0172094854	0.0862152141	0.0845664361	-0.0019814152	0.015833189	0.0914190842	-0.0572128447	0.0635254543	-0.0006218389	0.1500052391	0.0664780818	0.1461244791	0.1445602966	0.1419657166	0.1383592329	0.1337665517	0.0	-0.0098079	-0.010258979	9.619490241e-05	0.0001052466501224	-0.142162	0.0108389999999999	0.0001174839209999	0.020210034244	-0.0585449	-0.1996088999999999	0.00342750531601	0.0398437129592099	-0.000564046	-0.000110912	3.18147890116e-07	1.2301471744000002e-08	-0.00186679	0.0	0.0	3.4849049041e-06	0.000242288	0.000137104	1.8797506816e-08	5.8703474944000014e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5616.680888180315	-23.80419694282045	566.6397920925826	31547104.199650016	15203.775310728692	-65.20736676763408	231154783.6991233	4252.00068076875	5304.819768595402	19.955505048536	28141112.777280573	398.22218174214566	5760.022510005632	11284.474795108425	1.639936	62.187809	0.43893275	0.263762	0.0127735168	0.0258775575	-0.0266039138	0.0950180733	0.0015523897	-0.0176072687	0.0284522017	-0.0699775595	0.0657866981	0.0411847957	-0.0328865894	-0.0332731783	0.0648646589	-0.0369998314	0.0277683556	-0.0034366647	-0.0681252309	0.0974392166	0.1188795463	-0.0100706139	-0.0763336694	0.0023753517	-0.175367996	0.1325375488	0.0490870206	-0.1222283553	0.1160084581	-0.0433984751	0.0633008285	-0.0183218985	0.0396309723	-0.1979845043	-0.1255342044	0.0761240917	0.0858885088	-0.0175415378	-0.0044990238	-0.1118359142	0.0376359841	0.0648860764	0.0698952783	-0.0343047147	0.0255417458	-0.054754896	-0.0313567398	0.0283807815	0.0194879571	-0.1017018174	0.0736800554	0.0769942178	-0.1531570955	-0.1597685862	0.0637445962	0.0066035233	-0.0650456919	0.1637128168	0.0113427939	0.1521311655	0.0165673116	0.0022638574	-0.0027156923	-0.0040296955	0.0577403362	0.0128849728	0.0167504589	0.0013063321	0.1148870507	0.1312769379	-0.0635769592	-0.0676731759	-0.1821328107	-0.0755241705	-0.0186688476	-0.0347707476	-0.0413709798	0.145623333	0.1425662815	0.1375186448	0.1305509005	0.121760336	0.0	-0.0198315	-0.0100235999999999	0.0003932883922499	0.0001004725569599	-0.244304	-0.1021419999999999	0.0104329881639999	0.0596844444159999	0.185398	0.2439429	0.034372418404	0.05950813846041	-5.37454e-05	0.0005103006	2.88856802116e-09	2.6040670236036e-07	-0.0008973899999999	0.0009694	9.397363600001936e-07	8.053088120998205e-07	6.55036e-05	-0.0001767844	3.125272408336e-08	4.29072161296e-09	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5551.448861838255	-65.23202634206064	4255.217260691293	30818584.46560525	15151.146748841153	-52.62856188753904	229557247.80491984	2769.765526350526	5293.219060515909	-11.600708079492506	28018168.02260893	134.57642794560272	5766.822300559376	11204.951916141175	1.223874	46.410362	0.25029018	0.172904	0.0828884794	-0.0692862503	0.0932925619	0.0050019582	0.0439460819	-0.092771678	0.1797351762	0.1689477999	0.0959815174	0.0972589921	-0.1794120511	-0.0690577928	0.065561211	-0.1363599873	0.126875462	-0.058928437	0.1796110037	-0.0740036698	0.1249132684	0.2599769888	0.1675676898	0.0542729773	0.0405796702	0.079439108	0.127565284	0.0474285894	-0.0795589806	0.0817562906	-0.0569750304	0.0348695598	-0.1229631721	0.0006130502	-0.0448063411	-0.0421138437	-0.1848766119	0.0560651105	-0.0171976887	0.0003471573	0.0858096966	-0.101523796	0.0058175042	-0.051499065	0.0712942352	-0.0322715529	-0.0322683456	0.2090766323	-0.0052270018	0.0486781092	0.0883990981	-0.0417571146	0.1641906724	-0.1706437242	-0.0813531428	0.1620060115	0.0228928527	-0.0871692802	0.1292778135	0.0460528957	-0.0394420287	-0.028763382	-0.0457798475	0.0417064854	-0.1841403553	0.0264199544	0.1343948028	0.1372362883	0.1405684031	-0.1264152401	0.1197085164	0.0397740984	0.0291701746	-0.0560914248	-0.0325558118	-0.1060619563	0.0683793492	0.1449560281	0.1399217693	0.1316604456	0.1203625908	0.1062887712	0.0	-0.00544423	0.0143872699999999	2.9639640292900005e-05	0.0002069935380528	-0.258773	-0.0144689999999999	0.0002093519609999	0.0669634655289999	0.30045	0.1150519999999999	0.0902702025	0.0132369627039999	-0.00200771	-0.0019539645999999	4.030899444099999e-06	3.817977658053159e-06	-0.00100556	-0.00010817	1.1700748900021624e-08	1.0111509136e-06	0.0	-6.55036e-05	4.29072161296e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5574.650665608571	23.201803770316477	538.3236981962717	31076730.043570086	15129.788351223702	-21.358397617450464	228910495.55282444	456.1811487851137	5282.045153113302	-11.173907402607256	27900000.999527726	124.85620664204124	5742.791745913478	11102.074962553506	1.106617	41.963886	0.1491648469999999	0.10444	-0.0065190017	-0.1605377488	0.124159457	-0.0692288815	0.0202137312	0.0261101857	0.1733815949	0.1323729692	-0.0478549195	0.0929317813	-0.0840273744	0.0890923049	-0.0849261219	-0.0879272202	-0.0167410068	0.0946719807	0.0756569546	-0.1484199717	0.0973845277	-0.0396776809	-0.0017048973	-0.0227478276	-0.0499111129	0.1174354001	-0.0913489275	0.1128574857	-0.146817145	0.0649182079	-0.0213903925	-0.2172674325	-0.0274959016	-0.0310523016	-0.0189975311	-0.1395971563	-0.0670316096	-0.0512652909	-0.0344585625	0.1461297722	0.0791202557	-0.0123071406	0.0900295316	-0.1576937163	0.0902305263	-0.1392780627	0.0901697294	0.0131151163	0.1017841752	0.0651680929	-0.0743251656	-0.0128833313	0.1917812704	-0.0064771228	0.0240314522	-0.081367348	0.0176375983	0.0363614032	0.0145809179	0.0472862577	-0.1865839514	0.0055386244	-0.041192907	0.0825455355	0.036390753	-0.0565443238	-0.078841408	0.0496473922	0.1463284287	-0.1863612186	0.0588951884	-0.0470159502	0.0815115333	0.009473282	0.115179298	-0.2750325297	-0.0841954033	0.1441233256	0.1366388261	0.124451232	0.1079800393	0.0877921846	0.0	0.000353817	0.005798047	1.2518646948899998e-07	3.3617349014209006e-05	-0.244796	0.0139769999999999	0.0001953565289999	0.059925081616	0.195056	-0.1053939999999999	0.038046843136	0.0111078952359999	-0.00227369	-0.00026598	5.169666216100001e-06	7.074536040000016e-08	-0.000927546	7.801399999999995e-05	6.086184195999992e-09	8.60341582116e-07	0.000135922	0.000135922	1.8474790084e-08	1.8474790084e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5616.524486407073	41.87382079850158	1753.4168682650238	31545347.306410234	15177.504711363455	47.716360139753306	230356649.2634599	2276.851024986638	5282.118173667563	0.073020554260438	27900772.400589146	0.0053320013445015	5729.252259134139	11184.414276622729	1.278386	48.477512	0.124404547	0.0762318	0.0110817745	-0.0761855497	-0.0985696077	-0.0553776693	-0.045397889	-0.0215624062	-0.0182612579	0.0390195645	-0.177558162	-0.0666767125	0.0797166839	-0.0189116595	-0.151882306	0.1255191128	0.0403205286	-0.0152631501	-0.1055615696	-0.0939375271	0.0170837904	-0.2418507958	0.1194006374	-0.0732241492	0.044909055	-0.0552236351	-0.1642481902	-0.1498925401	0.0064318975	0.1013973006	0.123334899	0.0305608593	-0.0054292321	0.1575132929	0.0518818915	-0.1490656555	0.0082308476	0.0224191354	-0.027587004	-0.1534167133	-0.1721137557	0.0401671369	0.016633732	-0.042251606	0.0719239487	0.0251727993	-0.0582181786	-0.1825878799	0.0561808613	0.0709269736	0.0137869915	-0.07380595	0.0656878359	0.1231667087	0.1674499269	-0.1649810416	0.0597748909	-0.1478758685	-0.13983756	0.1207605289	0.046637627	0.0893950708	0.0864296727	0.1146926691	-0.0538889616	-0.0423931837	-0.0388655876	0.0925080385	-0.2041737237	-0.0213102863	-0.0030131878	0.0470653881	-0.0772678237	0.0678157473	0.1515293899	0.0878336307	-0.0095160313	0.1431261759	0.1327324313	0.1159649805	0.0936289832	0.0667969964	0.0	-0.00346878	-0.0038225969999999	1.2032434688399998e-05	1.4612247824408998e-05	-0.217702	0.027094	0.000734084836	0.047394160804	0.212323	0.017267	0.045081056329	0.000298149289	-0.0035757	-0.0013020099999999	1.278563049e-05	1.6952300400999992e-06	-0.00085162	7.592600000000003e-05	5.764757476000005e-09	7.252566243999999e-07	0.000282405	0.000146483	2.1457269289000003e-08	7.9752584025e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5709.048871818089	92.52438541101584	8560.761895686199	32593239.02080739	15271.098659522702	93.5939481592468	233206454.26887608	8759.827132035776	5310.4244560380575	28.306282370494955	28200607.903287098	801.2456216381935	5750.667847413043	11353.088309617098	1.339684	50.801987	0.1938161249999999	0.150049	0.1363509725	0.1314783964	-0.0872352179	-0.0782985863	0.0922416829	-0.1123961438	-0.2501390334	-0.0521546687	-0.1977479635	-0.0841067837	-0.0116816568	-0.1344594423	0.0488345912	0.0991212081	-0.1272505277	0.0512582868	-0.2026213723	-0.09885163	0.1258215517	-0.0724082002	-0.2113143938	-0.0072087415	0.0291710341	-0.1172555629	0.1094864599	-0.0928215864	-0.0687759761	-0.0608280109	-0.1722305151	0.033496421	-0.0775529679	-0.0383872525	0.0591369298	-0.0523241926	0.1753047416	-0.0813442435	0.0743551412	0.0699310312	0.0682805403	0.0249412334	0.0064420718	-0.0632619708	0.0411846572	0.0760089335	-0.1724023311	-0.1847590013	-0.0788892238	-0.0982605414	-0.1814960813	-0.1439726275	0.096656745	-0.0351483077	0.0725476975	-0.1376326097	-0.0970573925	0.1147996174	-0.0441349444	-0.1139335164	0.1453725281	-0.2406191778	0.0481890997	-0.0264357889	0.103802675	0.0336010618	-0.0645983184	0.0747115827	-0.0351019416	0.0998555217	-0.0110892325	-0.0345561154	0.004727077	-0.0952572918	0.0199459792	-0.0457256448	-0.0515331664	0.1419657166	0.1282204088	0.1062887712	0.0775710461	0.0439007383	0.0	-0.000337505	0.0031312749999999	1.1390962502500001e-07	9.804883125624998e-06	-0.200308	0.0173939999999999	0.0003025512359999	0.040123294864	0.362542	0.1502189999999999	0.131436701764	0.0225657479609999	-0.00339814	0.0001775599999999	1.15473554596e-05	3.152755359999992e-08	-0.00102191	-0.00017029	2.8998684100000007e-08	1.0443000481e-06	0.000168818	-0.000113587	1.2902006569000004e-08	2.8499517124e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5709.767816691204	0.718944873115106	0.5168817305784958	32601448.520522635	15289.710147030291	18.61148750758912	233775236.38020104	346.3874672451458	5292.151962701391	-18.27249333666623	28006872.396324188	333.8840127385118	5736.985647037992	11489.449656767005	1.73266	65.703995	0.629873285	0.519297	-0.1753817123	0.1223130818	-0.0228462287	0.0385449396	0.024566127	0.2183467934	-0.2657221955	-0.2371764423	-0.1436025403	0.02308476	0.0646965852	0.1801255519	0.0341661374	0.0227497266	-0.0252912062	0.099919236	-0.2281577977	-0.056237407	-0.0529357555	-0.1435104398	0.0854998608	-0.0905786465	-0.0397764631	0.2715466918	0.085205868	0.0263608833	0.0006999694	-0.2316620875	0.1199938725	0.079442495	-0.0627895098	-0.0780389218	-0.0637772005	-0.0225119548	0.0420852842	0.0952169966	0.0743922605	0.1096788986	0.1182175234	-0.1601827401	0.0168126035	-0.0002493262	-0.0794882821	-0.1903565086	0.1385062033	-0.256204948	-0.0025570798	-0.1325055245	-0.0662151945	0.0432568937	-0.0266793073	-0.0273146263	0.239831226	0.0411859396	0.1148732178	0.0054804052	0.1894636149	0.0230220818	-0.11278471	-0.0606980713	-0.1567329266	-0.0493617762	0.1140287518	0.0154461063	0.0635724625	0.0439143516	-0.0761815074	0.2116618804	0.0066808909	0.0887575636	0.0090593873	-0.0608631951	-0.0801143754	-0.2385069209	0.0374434706	0.1406432718	0.123123346	0.0955218954	0.0600989683	0.0197550473	0.0	-0.00442734	-0.004089835	1.96013394756e-05	1.6726750327225e-05	-0.166679	0.033629	0.001130909641	0.027781889041	-0.135745	-0.498287	0.018426705025	0.248289934369	-0.0021517	0.00124644	4.629812889999999e-06	1.5536126736000004e-06	-0.000649105	0.000372805	1.3898356802500006e-07	4.2133730102500006e-07	0.000426922	0.000258104	6.661767481599999e-08	1.82262394084e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
