TrialNumber,Trialn,TrialType,Partner,Feedback,ITI,ISI,ran,order,studyStart,InitFixOnset,InitFixOffset,decision_onset,resp,resp_onset,rt,ISI_onset,isi_for_trial,ISI_offset,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset,final_fix_offset
1,1,3,1,3,2,2.550000e+00,1.0,0.0,2.3997854e-06,59.085068,63.08498,63.09034,2.0,63.933792,0.8434531,64.03424,4.106547,68.14331,9.0,68.143456,69.15084,6.0605035,69.15104,71.152985,--
2,2,5,2,2,2,2.550000e+00,1.0,1.0,--,--,--,71.34716,7.0,72.18365,0.8364845,72.28401,4.1135154,76.39998,5.0,76.4001,77.405716,6.058553,77.405876,79.40796,--
3,3,3,1,3,3,8.500000e-01,1.0,2.0,--,--,--,79.41196,2.0,79.93363,0.5216749,80.03405,2.7283251,82.76502,9.0,82.765144,83.77097,4.3590117,83.77112,86.772354,--
4,4,3,1,3,2,2.550000e+00,1.0,3.0,--,--,--,86.77403,7.0,87.50061,0.7265786,87.60097,4.2234216,91.82668,4.0,91.826805,92.8313,6.0572705,92.83145,94.83282,--
5,5,6,2,3,1,1.700000e+00,1.0,4.0,--,--,--,95.02834,7.0,95.55033,0.5219916,95.65072,3.5780084,99.231094,2.0,99.23121,100.235825,5.207486,100.23598,101.23817,--
6,6,6,2,3,1,8.500000e-01,1.0,5.0,--,--,--,101.42866,7.0,102.16689,0.738242,102.267296,2.511758,104.78104,1.0,104.78116,105.78565,4.3569956,105.785805,106.787994,--
7,7,6,2,3,1,1.700000e+00,1.0,6.0,--,--,--,106.98041,7.0,107.61668,0.6362694,107.717094,3.4637306,111.18228,2.0,111.182396,112.18595,5.2055426,112.1861,113.187706,--
8,8,4,2,1,2,8.500000e-01,1.0,7.0,--,--,--,113.3787,2.0,113.900055,0.5213614,114.000465,2.7286386,116.730965,4.0,116.73109,117.73717,4.358466,117.73732,119.73863,--
9,9,1,1,1,2,1.700000e+00,1.0,8.0,--,--,--,119.741455,2.0,120.166855,0.4253965,120.26725,3.6746035,123.94365,3.0,123.94376,124.948395,5.206935,124.948555,126.949814,--
10,10,4,2,1,3,8.500000e-01,1.0,9.0,--,--,--,127.13624,2.0,127.45144,0.3152036,127.55182,2.9347963,130.48785,1.0,130.48796,131.49146,4.355216,131.49162,134.49301,--
11,11,3,1,3,2,8.500000e-01,1.0,10.0,--,--,--,134.49583,2.0,134.91692,0.4210856,135.01727,2.8289144,137.84741,9.0,137.84753,138.85258,4.356747,138.85274,140.8549,--
12,12,2,1,2,3,2.550000e+00,1.0,11.0,--,--,--,140.85664,2.0,141.1832,0.3265633,141.28358,4.623437,145.90948,5.0,145.90959,146.91405,6.0574045,146.91418,149.91588,--
13,13,5,2,2,3,1.700000e+00,1.0,12.0,--,--,--,150.10626,7.0,150.6336,0.5273517,150.73396,3.5726483,154.30806,5.0,154.30818,155.31416,5.2079015,155.31432,158.31638,--
14,14,3,1,3,1,8.500000e-01,1.0,13.0,--,--,--,158.3192,7.0,158.75056,0.4313624,158.851,2.8186376,161.67264,1.0,161.67274,162.6771,4.3578944,162.67725,163.68008,--
15,15,6,2,3,1,8.500000e-01,1.0,14.0,--,--,--,163.8667,2.0,164.40038,0.5336719,164.50072,2.7163281,167.21904,9.0,167.21916,168.22282,4.356126,168.22299,169.22495,--
16,16,6,2,3,2,1.700000e+00,1.0,15.0,--,--,--,169.41495,2.0,170.34973,0.9347718,170.45007,3.1652281,173.617,7.0,173.61711,174.62173,5.206783,174.6219,176.62308,--
17,17,1,1,1,2,2.550000e+00,1.0,16.0,--,--,--,176.62593,7.0,177.24966,0.6237398,177.35004,4.32626,181.67801,6.0,181.67812,182.68315,6.057216,182.68329,184.6847,--
18,18,1,1,1,1,1.700000e+00,1.0,17.0,--,--,--,184.68645,7.0,185.41689,0.7304429,185.51727,3.3695571,188.88899,7.0,188.88911,189.89275,5.2063007,189.89291,190.89487,--
19,19,4,2,1,3,2.550000e+00,1.0,18.0,--,--,--,191.08629,2.0,191.5169,0.4306189,191.6173,4.519381,196.13866,4.0,196.13878,197.14241,6.0561213,197.14256,200.14432,--
20,20,3,1,3,4,1.700000e+00,1.0,19.0,--,--,--,200.14714,7.0,200.4662,0.3190614,200.56656,3.7809386,204.34886,4.0,204.34897,205.35353,5.206399,205.35368,209.355,--
21,21,5,2,2,2,8.500000e-01,1.0,20.0,--,--,--,209.54704,7.0,209.96674,0.4196854,210.06712,2.8303146,212.90005,5.0,212.90018,213.9052,4.358149,213.90533,215.90656,--
22,22,4,2,1,3,2.550000e+00,1.0,21.0,--,--,--,216.09718,7.0,216.73315,0.6359825,216.83359,4.3140173,221.15018,8.0,221.1503,222.15596,6.0587864,222.15611,225.15738,--
23,23,6,2,3,1,1.700000e+00,1.0,22.0,--,--,--,225.34157,2.0,225.76671,0.4251408,225.8671,3.6748593,229.54341,6.0,229.54352,230.54807,5.2064986,230.5482,231.54987,--
24,24,3,1,3,3,2.550000e+00,1.0,23.0,--,--,--,231.55266,2.0,231.98347,0.4308205,232.08414,4.5191793,236.60645,8.0,236.60657,237.61015,6.057486,237.61029,240.61305,--
25,25,2,1,2,1,2.550000e+00,1.0,24.0,--,--,--,240.6147,7.0,241.24973,0.6350249,241.35008,4.3149753,245.66687,5.0,245.66698,246.67192,6.0572114,246.67207,247.67339,--
26,26,4,2,1,3,8.500000e-01,1.0,25.0,--,--,--,247.86073,7.0,248.79976,0.9390265,248.9001,2.3109734,251.21169,8.0,251.2118,252.21626,4.355528,252.21642,255.21797,--
27,27,1,1,1,4,8.500000e-01,1.0,26.0,--,--,--,255.22118,7.0,255.84949,0.628312,255.94986,2.621688,258.57397,9.0,258.5741,259.57764,4.3564568,259.5778,263.57993,--
28,28,1,1,1,3,2.550000e+00,1.0,27.0,--,--,--,263.58157,2.0,264.10263,0.5210574,264.203,4.4289427,268.63397,2.0,268.6341,269.63843,6.0568595,269.63858,272.63986,--
29,29,1,1,1,3,2.550000e+00,1.0,28.0,--,--,--,272.64148,7.0,273.68326,1.041763,273.78366,3.9082372,277.6944,6.0,277.69452,278.698,6.0565114,278.69815,281.70004,--
30,30,3,1,3,4,8.500000e-01,1.0,29.0,--,--,--,281.70175,2.0,282.1335,0.4317593,282.2339,2.8182406,285.05402,9.0,285.05414,286.05875,4.3570075,286.0589,290.0603,--
31,31,6,2,3,4,1.700000e+00,1.0,30.0,--,--,--,290.24835,7.0,290.88315,0.6347886,290.98355,3.4652114,294.45102,3.0,294.45114,295.45468,5.206312,295.45483,299.45605,--
