TrialNumber,Trialn,TrialType,Partner,Feedback,ITI,ISI,ran,order,studyStart,InitFixOnset,InitFixOffset,decision_onset,resp,resp_onset,rt,ISI_onset,isi_for_trial,ISI_offset,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset,final_fix_offset
1,1,5,2,2,3,1.700000e+00,1.0,0.0,2.5001355e-06,58.342777,62.34323,62.53412,2.0,63.373737,0.8396197,63.47418,3.2603803,66.73654,5.0,66.736694,67.74417,5.2100515,67.74437,70.746376,--
2,2,6,2,3,1,2.550000e+00,1.0,1.0,--,--,--,70.93405,2.0,71.45693,0.5228768,71.55729,4.427123,75.987015,9.0,75.98713,76.99358,6.05953,76.99375,77.995895,--
3,3,6,2,3,1,1.700000e+00,1.0,2.0,--,--,--,78.1896,2.0,78.823326,0.6337258,78.92368,3.4662743,82.39178,6.0,82.3919,83.39675,5.2071524,83.39691,84.39801,--
4,4,1,1,1,3,2.550000e+00,1.0,3.0,--,--,--,84.4046,7.0,85.14042,0.7358222,85.24081,4.2141776,89.45798,8.0,89.45809,90.46524,6.06064,90.46541,93.46669,--
5,5,4,2,1,4,1.700000e+00,1.0,4.0,--,--,--,93.66099,2.0,94.28969,0.6287011,94.390076,3.471299,97.86404,3.0,97.86417,98.86898,5.207997,98.86914,102.87109,--
6,6,3,1,3,2,2.550000e+00,1.0,5.0,--,--,--,102.874054,7.0,103.29175,0.4176972,103.392105,4.532303,107.92633,3.0,107.926445,108.93102,6.0569696,108.93118,110.93304,--
7,7,4,2,1,1,8.500000e-01,1.0,6.0,--,--,--,111.12377,7.0,111.65699,0.5332181,111.75733,2.7167819,114.47598,7.0,114.4761,115.481186,4.3574095,115.48133,116.48264,--
8,8,1,1,1,3,2.550000e+00,1.0,7.0,--,--,--,116.48544,2.0,117.109215,0.6237729,117.20963,4.326227,121.53818,3.0,121.53829,122.54281,6.0573683,122.543,125.54508,--
9,9,4,2,1,2,8.500000e-01,1.0,8.0,--,--,--,125.73444,7.0,126.156746,0.4223057,126.25721,2.8276944,129.08696,7.0,129.08708,130.09111,4.3566737,130.09128,132.09349,--
10,10,6,2,3,1,8.500000e-01,1.0,9.0,--,--,--,132.2848,7.0,132.80675,0.5219424,132.90717,2.7280576,135.63799,3.0,135.63809,136.64278,4.3579707,136.64294,137.64413,--
11,11,5,2,2,4,8.500000e-01,1.0,10.0,--,--,--,137.83072,7.0,138.57368,0.742955,138.67404,2.507045,141.18358,5.0,141.1837,142.1891,4.358372,142.18925,146.19145,--
12,12,4,2,1,3,8.500000e-01,1.0,11.0,--,--,--,146.38507,2.0,146.80663,0.4215514,146.907,2.8284485,149.73705,1.0,149.73717,150.74295,4.357877,150.74312,153.74414,--
13,13,2,1,2,1,1.700000e+00,1.0,12.0,--,--,--,153.747,7.0,154.17345,0.4264476,154.27417,3.6735525,157.9495,5.0,157.94962,158.95493,5.207922,158.95508,159.9571,--
14,14,6,2,3,2,1.700000e+00,1.0,13.0,--,--,--,160.14697,7.0,160.67348,0.5264907,160.77393,3.5735092,164.35089,4.0,164.35101,165.35631,5.209328,165.35646,167.35768,--
15,15,3,1,3,3,8.500000e-01,1.0,14.0,--,--,--,167.36052,7.0,167.89012,0.5296021,167.99051,2.720398,170.71288,3.0,170.71298,171.71712,4.356596,171.71729,174.71915,--
16,16,1,1,1,2,2.550000e+00,1.0,15.0,--,--,--,174.72084,2.0,175.45656,0.7357274,175.55692,4.2142725,179.77286,3.0,179.77298,180.77812,6.0572906,180.77829,182.77998,--
17,17,3,1,3,1,8.500000e-01,1.0,16.0,--,--,--,182.78168,7.0,183.62346,0.8417844,183.72388,2.4082155,186.13492,2.0,186.13504,187.14082,4.3591485,187.141,188.14302,--
18,18,3,1,3,3,2.550000e+00,1.0,17.0,--,--,--,188.14473,7.0,188.67368,0.5289521,188.77408,4.4210477,193.19806,3.0,193.19818,194.20381,6.0590777,194.20396,197.20612,--
19,19,3,1,3,4,1.700000e+00,1.0,18.0,--,--,--,197.2078,7.0,197.52286,0.3150724,197.62323,3.7849276,201.40887,4.0,201.40898,202.41348,5.2056866,202.41364,206.415,--
20,20,2,1,2,3,2.550000e+00,1.0,19.0,--,--,--,206.41664,2.0,206.83994,0.4232937,206.94032,4.526706,211.4691,5.0,211.46922,212.47472,6.058078,212.4749,215.47604,--
21,21,5,2,2,1,2.550000e+00,1.0,20.0,--,--,--,215.66377,2.0,216.09016,0.4263985,216.19054,4.5236015,220.71648,5.0,220.71658,221.72012,6.056354,221.72029,222.72215,--
22,22,1,1,1,3,2.550000e+00,1.0,21.0,--,--,--,222.72496,2.0,223.25653,0.5315761,223.35692,4.418424,227.77809,2.0,227.77821,228.7833,6.058342,228.7835,231.78572,--
23,23,1,1,1,1,1.700000e+00,1.0,22.0,--,--,--,231.78761,7.0,232.20679,0.4191649,232.30717,3.680835,235.99065,9.0,235.99077,236.99559,5.207972,236.99574,237.99821,--
24,24,3,1,3,2,2.550000e+00,1.0,23.0,--,--,--,237.9999,2.0,238.42325,0.4233567,238.5236,4.5266433,243.05208,8.0,243.0522,244.05756,6.057667,244.05771,246.05951,--
25,25,1,1,1,1,1.700000e+00,1.0,24.0,--,--,--,246.06119,2.0,246.48994,0.4287618,246.5903,3.6712382,250.26411,4.0,250.26424,251.2694,5.2082076,251.26955,252.27113,--
26,26,4,2,1,2,8.500000e-01,1.0,25.0,--,--,--,252.45717,2.0,252.98979,0.5326099,253.09013,2.71739,255.80986,2.0,255.80998,256.81442,4.357262,256.8146,258.816,--
27,27,1,1,1,4,8.500000e-01,1.0,26.0,--,--,--,258.81885,7.0,259.13925,0.3204273,259.23962,2.9295726,262.1709,7.0,262.171,263.17493,4.356107,263.1751,267.17603,--
28,28,6,2,3,1,8.500000e-01,1.0,27.0,--,--,--,267.3667,2.0,267.80664,0.4399386,267.90704,2.8100615,270.71988,6.0,270.72,271.7251,4.3583937,271.72525,272.72708,--
29,29,4,2,1,2,2.550000e+00,1.0,28.0,--,--,--,272.91376,2.0,273.33975,0.4259953,273.4401,4.524005,277.96613,3.0,277.96625,278.9707,6.0569644,278.9709,280.97214,--
30,30,6,2,3,1,8.500000e-01,1.0,29.0,--,--,--,281.1632,7.0,281.68982,0.5266113,281.7902,2.7233887,284.5164,4.0,284.51648,285.5211,4.3578877,285.52127,286.52338,--
31,31,4,2,1,3,8.500000e-01,1.0,30.0,--,--,--,286.70975,7.0,287.1397,0.4299766,287.24008,2.8200233,290.06256,7.0,290.06268,291.06808,4.3583484,291.06824,294.06952,--
32,32,1,1,1,4,1.700000e+00,1.0,31.0,--,--,--,294.07257,2.0,294.48975,0.4171798,294.59012,3.68282,298.27402,3.0,298.27414,299.28165,5.2090726,299.2818,303.28302,--
33,33,4,2,1,3,2.550000e+00,1.0,32.0,--,--,--,303.46262,2.0,303.88965,0.4270323,303.99005,4.522968,308.51404,3.0,308.51413,309.5195,6.05688,309.51965,312.5207,--
34,34,2,1,2,2,8.500000e-01,1.0,33.0,--,--,--,312.52377,7.0,313.15613,0.632339,313.2565,2.617661,315.87607,5.0,315.8762,316.8812,4.357422,316.88138,318.885,--
35,35,6,2,3,4,1.700000e+00,1.0,34.0,--,--,--,319.0712,2.0,319.7059,0.6347281,319.80627,3.465272,323.27405,7.0,323.27417,324.2788,5.2076154,324.27896,328.281,--
