TrialNumber,Trialn,TrialType,Partner,Feedback,ITI,ISI,ran,order,studyStart,InitFixOnset,InitFixOffset,decision_onset,resp,resp_onset,rt,ISI_onset,isi_for_trial,ISI_offset,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset,final_fix_offset
1,1,5,2,2,1,2.550000e+00,1.0,0.0,2.300134e-06,65.16345,69.16306,69.35487,2.0,70.09022,0.7353434,70.19067,4.214657,74.40738,5.0,74.407524,75.41421,6.059334,75.4144,76.41596,--
2,2,4,2,1,4,1.700000e+00,1.0,1.0,--,--,--,76.61223,2.0,77.45725,0.8450213,77.55765,3.2549787,80.8143,1.0,80.814415,81.82119,5.20896,81.82134,85.82265,--
3,3,1,1,1,1,1.700000e+00,1.0,2.0,--,--,--,85.82884,7.0,86.55685,0.7280081,86.6572,3.3719919,90.031006,7.0,90.03112,91.03578,5.206937,91.03593,92.03724,--
4,4,5,2,2,2,2.550000e+00,1.0,3.0,--,--,--,92.228294,2.0,92.75695,0.5286554,92.85734,4.4213448,97.28171,5.0,97.28183,98.2891,6.0608053,98.28925,100.29035,--
5,5,3,1,3,2,8.500000e-01,1.0,4.0,--,--,--,100.29315,2.0,100.72379,0.4306406,100.82422,2.8193593,103.6456,6.0,103.64571,104.65213,4.3589764,104.652275,106.65362,--
6,6,6,2,3,2,1.700000e+00,1.0,5.0,--,--,--,106.845146,7.0,107.37338,0.5282393,107.47374,3.5717607,111.04695,4.0,111.047066,112.05109,5.2059445,112.05124,114.05301,--
7,7,4,2,1,4,1.700000e+00,1.0,6.0,--,--,--,114.24201,7.0,115.07355,0.8315322,115.17393,3.268468,118.4449,8.0,118.445015,119.45007,5.208055,119.45022,123.451614,--
8,8,3,1,3,4,8.500000e-01,1.0,7.0,--,--,--,123.45441,2.0,124.08984,0.6354384,124.190216,2.6145616,126.80626,9.0,126.80638,127.81273,4.358321,127.81288,131.81499,--
9,9,4,2,1,3,8.500000e-01,1.0,8.0,--,--,--,132.00171,2.0,132.52328,0.5215829,132.62373,2.7284172,135.3543,4.0,135.35442,136.35912,4.3574085,136.35927,139.36092,--
10,10,4,2,1,1,8.500000e-01,1.0,9.0,--,--,--,139.54909,7.0,140.0733,0.5242178,140.17366,2.7257822,142.9007,7.0,142.90082,143.90404,4.35495,143.90417,144.90552,--
11,11,4,2,1,2,8.500000e-01,1.0,10.0,--,--,--,145.09702,2.0,145.92628,0.8292661,146.02667,2.420734,148.44955,2.0,148.44968,149.45418,4.357166,149.45433,151.45596,--
12,12,6,2,3,1,1.700000e+00,1.0,11.0,--,--,--,151.64705,7.0,152.17336,0.5263037,152.27382,3.5736964,155.84995,3.0,155.85007,156.85518,5.2081227,156.85533,157.85698,--
13,13,4,2,1,3,8.500000e-01,1.0,12.0,--,--,--,158.04684,7.0,158.47351,0.426662,158.57387,2.823338,161.39919,6.0,161.3993,162.40384,4.3569965,162.40399,165.40527,--
14,14,5,2,2,3,1.700000e+00,1.0,13.0,--,--,--,165.58966,2.0,166.12355,0.533887,166.22395,3.566113,169.79224,5.0,169.79236,170.79712,5.207461,170.79727,173.79863,--
15,15,3,1,3,4,8.500000e-01,1.0,14.0,--,--,--,173.8015,2.0,174.22354,0.4220506,174.32396,2.8279493,177.15291,6.0,177.15303,178.15814,4.356647,178.1583,182.16005,--
16,16,4,2,1,2,8.500000e-01,1.0,15.0,--,--,--,182.34735,7.0,182.77339,0.4260436,182.87375,2.8239565,185.69972,9.0,185.69984,186.70523,4.357891,186.70538,188.7077,--
17,17,6,2,3,1,1.700000e+00,1.0,16.0,--,--,--,188.8956,2.0,189.83965,0.9440452,189.94005,3.1559548,193.09743,6.0,193.09755,194.10213,5.206523,194.10228,195.10391,--
18,18,1,1,1,2,1.700000e+00,1.0,17.0,--,--,--,195.1067,0.0,197.57954,2.4728446,197.67995,1.6271554,199.30981,999.0,199.30994,200.31503,5.2083287,200.31519,202.3171,--
19,19,5,2,2,4,8.500000e-01,1.0,18.0,--,--,--,202.50745,7.0,202.92525,0.4177997,203.0256,2.8322003,205.86,5.0,205.8601,206.86465,4.3572035,206.8648,210.86691,--
20,20,6,2,3,4,1.700000e+00,1.0,19.0,--,--,--,211.05783,7.0,211.47498,0.4171449,211.57532,3.6828551,215.25961,3.0,215.25974,216.265,5.2071695,216.26515,220.26642,--
21,21,3,1,3,3,8.500000e-01,1.0,20.0,--,--,--,220.26924,2.0,220.68971,0.4204724,220.79008,2.8295276,223.62103,8.0,223.62115,224.62476,4.355508,224.6249,227.62692,--
22,22,1,1,1,2,1.700000e+00,1.0,21.0,--,--,--,227.62854,2.0,228.0567,0.4281583,228.15707,3.6718416,231.83022,4.0,231.83034,232.83513,5.206582,232.83528,234.83714,--
23,23,4,2,1,3,2.550000e+00,1.0,22.0,--,--,--,235.02129,7.0,235.75671,0.7354192,235.85709,4.214581,240.07384,6.0,240.07394,241.07857,6.057275,241.07872,244.08015,--
24,24,6,2,3,1,8.500000e-01,1.0,23.0,--,--,--,244.2686,7.0,244.6898,0.4212169,244.79018,2.828783,247.62093,4.0,247.62105,248.62564,4.357043,248.62578,249.62704,--
25,25,6,2,3,1,8.500000e-01,1.0,24.0,--,--,--,249.81331,7.0,250.33961,0.5263178,250.44002,2.7236822,253.16583,3.0,253.16595,254.17007,4.356764,254.17021,255.17209,--
26,26,1,1,1,1,1.700000e+00,1.0,25.0,--,--,--,255.17517,7.0,255.70659,0.5314185,255.80696,3.5685816,259.37695,7.0,259.37708,260.38177,5.206608,260.38193,261.3839,--
27,27,1,1,1,4,8.500000e-01,1.0,26.0,--,--,--,261.38556,2.0,261.80667,0.4210883,261.90704,2.8289118,264.73822,1.0,264.73834,265.74216,4.3565946,265.7423,269.74365,--
28,28,6,2,3,1,2.550000e+00,1.0,27.0,--,--,--,269.93225,7.0,270.35635,0.4240971,270.4567,4.5259027,274.98492,3.0,274.98505,275.98975,6.0574946,275.9899,276.99112,--
29,29,1,1,1,1,1.700000e+00,1.0,28.0,--,--,--,276.9939,2.0,277.6228,0.6289142,277.72324,3.4710858,281.19696,2.0,281.19708,282.2022,5.2082977,282.20233,283.2037,--
30,30,6,2,3,2,1.700000e+00,1.0,29.0,--,--,--,283.3899,2.0,283.70602,0.3161362,283.8064,3.7838638,287.59195,8.0,287.59204,288.59705,5.2071543,288.5972,290.59894,--
31,31,3,1,3,3,8.500000e-01,1.0,30.0,--,--,--,290.6017,2.0,290.92258,0.3208756,291.02295,2.9291244,293.9541,8.0,293.95422,294.95792,4.3561945,294.95807,297.9596,--
32,32,2,1,2,1,2.550000e+00,1.0,31.0,--,--,--,297.9613,2.0,298.27536,0.3140521,298.37576,4.6359477,303.01395,5.0,303.01404,304.02744,6.0661383,304.0276,305.029,--
33,33,4,2,1,2,2.550000e+00,1.0,32.0,--,--,--,305.2113,2.0,305.63998,0.4286645,305.7404,4.5213356,310.26382,3.0,310.26395,311.269,6.0576987,311.26917,313.27216,--
34,34,2,1,2,2,8.500000e-01,1.0,33.0,--,--,--,313.27496,2.0,313.58923,0.3142776,313.6896,2.9357224,316.62692,5.0,316.62704,317.63208,4.3571177,317.6322,319.63394,--
35,35,1,1,1,2,2.550000e+00,1.0,34.0,--,--,--,319.63556,7.0,320.05624,0.4206745,320.15662,4.5293255,324.689,6.0,324.68912,325.69373,6.058161,325.69388,327.69595,--
36,36,1,1,1,3,2.550000e+00,1.0,35.0,--,--,--,327.69763,2.0,328.22302,0.5254127,328.32336,4.4245872,332.75012,4.0,332.75024,333.75415,6.056539,333.7543,336.75574,--
37,37,4,2,1,3,2.550000e+00,1.0,36.0,--,--,--,336.9387,2.0,337.67285,0.734173,337.7732,4.215827,341.99,2.0,341.99008,342.99408,6.055387,342.9942,345.99567,--
38,38,3,1,3,3,2.550000e+00,1.0,37.0,--,--,--,345.9984,2.0,346.32266,0.3242551,346.42303,4.625745,351.05002,6.0,351.05014,352.05502,6.0566173,352.05518,355.05695,--
39,39,3,1,3,4,1.700000e+00,1.0,38.0,--,--,--,355.05865,7.0,355.59048,0.5318358,355.69086,3.568164,359.26193,4.0,359.26202,360.26605,5.2074037,360.2662,364.2677,--
40,40,1,1,1,3,2.550000e+00,1.0,39.0,--,--,--,364.26935,7.0,364.79016,0.520817,364.89053,4.429183,369.3219,7.0,369.32202,370.3266,6.057249,370.32675,373.3279,--
41,41,3,1,3,2,2.550000e+00,1.0,40.0,--,--,--,373.32956,2.0,373.8561,0.5265582,373.95648,4.423442,378.38266,7.0,378.38278,379.38745,6.057899,379.3876,381.3889,--
42,42,2,1,2,1,1.700000e+00,1.0,41.0,--,--,--,381.3905,2.0,381.923,0.5325084,382.02335,3.5674915,385.593,5.0,385.5931,386.59802,5.2075377,386.59818,387.5996,--
43,43,3,1,3,1,8.500000e-01,1.0,42.0,--,--,--,387.6013,2.0,388.53903,0.9377697,388.6394,2.3122303,390.95416,7.0,390.95428,391.96054,4.359261,391.9607,392.96213,--
44,44,2,1,2,4,2.550000e+00,1.0,43.0,--,--,--,392.9638,2.0,393.3895,0.4256751,393.4899,4.524325,398.01697,5.0,398.0171,399.0217,6.0578947,399.02185,403.02478,--
45,45,4,2,1,3,2.550000e+00,1.0,44.0,--,--,--,403.21045,2.0,403.6395,0.4290492,403.73987,4.520951,408.26175,2.0,408.26187,409.26703,6.0565696,409.26718,412.2685,--
46,46,6,2,3,2,1.700000e+00,1.0,45.0,--,--,--,412.45322,7.0,412.9741,0.5208491,413.07446,3.579151,416.6559,4.0,416.6562,417.66165,5.208422,417.6618,419.66302,--
47,47,5,2,2,2,8.500000e-01,1.0,46.0,--,--,--,419.85422,7.0,420.27252,0.4183058,420.3729,2.8316941,423.20593,5.0,423.20602,424.2106,4.356384,424.21075,426.21198,--
48,48,1,1,1,4,1.700000e+00,1.0,47.0,--,--,--,426.21484,7.0,426.8389,0.6240639,426.93927,3.4759362,430.41635,6.0,430.41647,431.421,5.206156,431.42114,435.42288,--
49,49,2,1,2,3,2.550000e+00,1.0,48.0,--,--,--,435.4245,2.0,435.85605,0.431534,435.95642,4.518466,440.478,5.0,440.47812,441.4827,6.0581813,441.48285,444.48492,--
50,50,3,1,3,2,2.550000e+00,1.0,49.0,--,--,--,444.4866,2.0,444.90582,0.4192097,445.00616,4.5307903,449.5381,6.0,449.5382,450.54303,6.05643,450.54318,452.54453,--
51,51,3,1,3,2,2.550000e+00,1.0,50.0,--,--,--,452.5462,2.0,453.07254,0.5263338,453.1729,4.423666,457.59872,9.0,457.59885,458.60315,6.0569453,458.6033,460.6049,--
52,52,6,2,3,1,1.700000e+00,1.0,51.0,--,--,--,460.79358,2.0,461.22293,0.4293482,461.32333,3.670652,464.99545,7.0,464.99557,465.99902,5.2054267,465.99915,467.00082,--
53,53,6,2,3,1,8.500000e-01,1.0,52.0,--,--,--,467.1885,7.0,467.70828,0.5197674,467.80862,2.7302327,470.541,1.0,470.5411,471.54596,4.3574657,471.5461,472.54776,--
54,54,1,1,1,3,2.550000e+00,1.0,53.0,--,--,--,472.55054,7.0,473.28946,0.7389229,473.3898,4.211077,477.6036,8.0,477.60373,478.6082,6.0576506,478.6083,481.61,485.61194
