global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2
4754.508677349401	n/a	n/a	22605352.762990758	10213.93134794844	n/a	n/a	104324393.58060384	4637.933389547947	n/a	n/a	21510426.125883702	4661.080793459168	8575.490142620263	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0357454	n/a	0.0012777336211599	n/a	-0.0159624	n/a	0.00025479821376	n/a	0.0318356	n/a	n/a	0.0010135054273599	-0.00331447	n/a	1.09857113809e-05	n/a	-0.000188179	n/a	3.5411336040999994e-08	n/a	-0.00147835	n/a	2.1855187225e-06	n/a
4772.419399311611	17.91072196221012	320.7939612075959	22775986.9229258	10328.491410762706	114.56006281426562	13124.007992008485	106677734.822199	4651.085467040801	13.152077492854003	172.9771423780369	21632596.021718144	4673.104628675566	8604.811061361681	1.268426	42.994373	0.0443278499999999	0.0307927	-0.1298346595	-0.0656487884	-0.0310929793	-0.0144047427	-0.1371487755	0.0212545798	-0.1660960533	0.2686550229	-0.1653693974	0.0025963398	-0.0652421034	0.0503977431	-0.0785445256	-0.0321592054	-0.0772210938	-0.002533651	0.0184905453	-0.0757510498	0.0109045723	-0.0205210704	0.0490939702	-0.087715669	0.2302102766	-0.005247424	0.0074302018	-0.0364547729	0.1629526848	-0.160544	0.0270227437	0.0714282356	-0.1157457647	-0.0284740977	0.0324666473	0.0072759805	0.0798530735	-0.0878616841	-0.0779255613	0.2058989775	0.1569274343	-0.1566422853	-0.098166171	0.0079647699	0.0341796482	0.0447489371	0.0177784123	-0.1941944111	0.0332122796	0.0760817709	-0.0064358891	0.003671582	-0.0695645102	0.0313557023	-0.0126051682	0.1440419043	-0.0410745438	0.1919027979	-0.0372754073	0.0163316035	-0.0416871653	0.1145082883	-0.213977462	0.0174118151	0.0545494109	-0.1277784638	-0.0256793903	0.0316747829	0.0048892179	0.0576640282	-0.094674067	-0.1088360504	0.0736907012	0.2160953451	-0.169528862	-0.1052357023	-0.0610627691	0.0658243794	0.0467567854	0.0238651455	-0.2012460852	0.0401121623	0.1466261977	0.1465634515	0.1464588945	0.1463125564	0.1461244791	0.0	0.0291776	-0.0065677999999999	0.00085133234176	4.3135996839999935e-05	-0.0159304	3.200000000000078e-05	0.00025377764416	1.0240000000000496e-09	0.0271613	-0.0046742999999999	2.1849080489999997e-05	0.0007377362176899	-0.00280262	0.0005118499999999	7.8546788644e-06	2.619904224999999e-07	-0.000285354	-9.7175e-05	8.142690531599999e-08	9.442980624999998e-09	-0.0015304	-5.204999999999988e-05	2.3421241599999995e-06	2.7092024999999877e-09
4765.621464676561	-6.7979346350502965	46.21191530241641	22711147.94458597	10315.9331293309	-12.55828143180588	157.71043252044038	106418476.32882684	4648.740467779449	-2.344999261351404	5.499021535738631	21610787.936770294	4670.974062781947	8622.06651556801	1.086873	36.840481	0.0560835	0.0272199	0.0538418933	0.0259912354	0.037413363	0.0990738931	0.0404517563	0.0274257109	-0.0187769567	0.1102348051	0.0690120141	-0.1445321087	-0.1555488957	0.0080815954	-0.1369969275	0.0126132344	-0.0966311132	-0.1031015948	-0.116739435	-0.0749795199	0.0926633919	-0.0272228278	-0.0830936436	-0.1467841342	-0.0047135393	-0.0044963008	-0.0183941855	0.0266672188	0.0477983175	-0.0891968696	0.0522725582	0.0832817612	0.0331945755	-0.0833886983	-0.1145567948	0.0987863933	-0.2470300192	-0.0741620347	-0.1712403429	-0.136932745	-0.1132369748	0.0241751003	-0.1936229135	0.1243421211	-0.0009303298	0.0797345917	0.0039825664	0.090040759	0.0544659492	0.1030952409	0.0871852249	-0.1198559641	-0.0567148206	0.1018695468	0.0211887878	0.02503921	-0.1694839423	-0.0167317294	-0.0201615061	-0.0177003718	0.0265869283	0.0135499565	-0.0840391201	0.0632255573	-0.1295433747	-0.0365853581	-0.1329391075	0.012843814	-0.0214625992	-0.2459325197	-0.0428591865	-0.1421037869	-0.1108631824	-0.2101843987	0.0703839506	-0.1287507126	-0.1568891646	0.0801321908	0.0533231191	0.0114538256	0.0728242164	0.0406445787	0.1464588945	0.1458947161	0.1449560281	0.14364524	0.1419657166	0.0	0.013037	-0.0161406	0.000169963369	0.00026051896836	-0.0365582	-0.0206277999999999	0.00133650198724	0.0004255061328399	0.0280485	0.0008872	7.871238400000021e-07	0.00078671835225	-0.00265271	0.00014991	7.0368703441e-06	2.2473008100000023e-08	-0.000504002	-0.000218648	2.540180160040001e-07	4.780694790400002e-08	-0.0015304	0.0	2.3421241599999995e-06	0.0
4772.895647240262	7.274182563701288	52.91373197005584	22780532.859445043	10311.272896462298	-4.660232868602179	21.717770389600098	106322348.745318	4648.575787090479	-0.1646806889702929	0.0271197293197303	21609256.848323867	4671.678411475421	8650.556572070383	0.98018	33.22403	0.04870253	0.0335226	0.1301148099	0.0838655822	0.0445030135	0.1106587109	0.0562306934	0.1183399621	-0.0298414987	0.09543552	0.0112428312	0.1382161475	-0.0700652434	0.0430490614	0.073064567	-0.0221676109	-0.1430636044	-0.0972864479	-0.2287446406	0.0663007892	0.0883777736	-0.0511398831	0.0223424625	0.1317707668	0.1315037141	0.0749434131	0.029408914	0.054343563	-0.0096350682	-0.0917763591	-0.0564325617	-0.1080385623	0.0004556436	0.0030659914	0.0884027664	0.0993427703	0.0991693291	-0.0462641849	0.0571021041	-0.1128246157	0.2103703642	0.1088237647	0.0392262724	0.0064134434	0.0329736862	-0.075808343	-0.0381133155	0.2211232166	0.1296526769	0.156053917	0.092245753	-0.1983526885	0.1049375933	0.0817470011	0.0863150412	-0.0388811226	0.1105561495	0.1487236786	0.0533717746	0.0318155451	0.0403084992	-0.0190078011	-0.0827186531	-0.0606308013	0.024746489	0.0876379902	-0.0339186289	-0.0295043299	0.1520404543	0.0649223696	-0.0705368085	0.0590039475	0.2283750593	-0.0175443936	0.0895348885	-0.034760148	0.018691549	-0.0478002654	-0.1095277978	-0.032441834	0.2414112138	0.0756828411	0.1461244791	0.1445602966	0.1419657166	0.1383592329	0.1337665517	0.0	0.0130304	-6.600000000000703e-06	0.0001697913241599	4.356000000000928e-11	-0.00904397	0.02751423	8.17933933609e-05	0.0007570328524929	0.0317053	0.0036567999999999	1.3372186239999988e-05	0.00100522604809	-0.00238116	0.00027155	5.669922945599999e-06	7.373940250000009e-08	-0.000425054	7.894800000000002e-05	1.8067090291600002e-07	6.232786704000002e-09	-0.0015304	0.0	2.3421241599999995e-06	0.0
4766.18934725896	-6.706299981302436	44.97445943921706	22716560.89392479	10302.070566704931	-9.202329757366895	84.68287296332029	106132657.96136808	4647.129248733991	-1.4465383564884178	2.0924732167922127	21595810.254438944	4669.722649628513	8604.008115369923	0.978062	33.152229	0.10409443	0.0659331	0.0482325674	0.133959722	0.0112386329	0.0458292945	0.0936785349	0.1031200091	-0.1178975841	0.1269588439	0.1317163657	0.023562807	-0.1266594371	-0.0873323848	0.1512351376	0.134369214	0.0286170707	0.1167706137	-0.0847914175	0.0423511612	-0.2091485287	0.0535636821	0.0762889607	0.1141396349	0.1447892666	-0.046017391	0.1666037046	0.0333591773	-0.0428039775	0.222752524	0.1283996217	-0.0673659475	-0.1147972512	-0.0055847514	0.0935513067	0.1853499075	-0.0865532517	0.1049624927	-0.0446520736	-0.004388977	-0.160442002	0.0835822327	0.1477497056	-0.1434391689	0.0549860683	0.0153855567	0.0231448872	-0.0547655316	0.1515591937	-0.033874648	-0.1168566531	-0.0673095807	0.0320209261	-0.2032571991	-0.0350431966	0.0016667983	0.1517276298	0.1593901621	-0.0614169807	0.170359943	0.0385333672	0.0082267532	0.2170030993	0.1317001547	0.1160257127	-0.0095092998	-0.086381471	-0.0566746548	0.1812815676	-0.0893298633	0.0945760195	-0.0642817021	-0.1005368598	-0.0273276198	0.0670311423	0.152793941	0.2090082573	0.022397864	0.0151495396	0.0358131482	-0.0375220496	0.1111362299	0.145623333	0.1425662815	0.1375186448	0.1305509005	0.121760336	0.0	0.013037	6.600000000000703e-06	0.000169963369	4.356000000000928e-11	-0.0388782	-0.02983423	0.00151151443524	0.0008900812796929	0.0115321	-0.0201732	0.0004069579982399	0.00013298933041	-0.0013785	0.0010026599999999	1.90026225e-06	1.0053270755999996e-06	-0.000504002	-7.894800000000002e-05	2.540180160040001e-07	6.232786704000002e-09	-0.0015304	0.0	2.3421241599999995e-06	0.0
4749.8285074647965	-16.36083979416344	267.677078770282	22560870.850325257	10251.89264094576	-50.17792575917156	2517.8242334929328	105101302.72147782	4634.020063979016	-13.109184754974194	171.85072494004783	21474141.95336009	4656.968679299609	8611.085499524383	1.084575	36.762577	0.03534371	0.0281769	0.1665557642	0.0225031247	-0.0350737714	0.0973042512	0.1252528141	0.0578361506	0.0230909386	0.0309320933	-0.0512933036	0.019345154	0.0366205459	-0.036921661	-0.1970781112	-0.0123121481	-0.0305523318	-0.2176408757	-0.0639325412	-0.134346298	0.0629821529	-0.0880102907	0.0059430581	-0.0644076465	-0.0960281283	0.0856792994	-0.0953512361	-0.1228271328	-0.0180602228	0.1992920038	0.0102746046	-0.1121580394	0.1075781383	0.0875152273	0.054565796	0.0715754899	-0.0474969053	0.1240918572	0.0137185276	0.0527488507	-0.0480268559	-0.0505863593	-0.1206945882	0.0733313135	0.0447498289	0.0670252969	-0.0891398498	0.0595073056	-0.1699098279	0.0351027105	0.2122600569	-0.0778227268	-0.1252205391	0.0847749761	0.0878958506	0.04573198	-0.0448396002	-0.0851918872	0.0866955284	-0.0820224452	-0.1188978716	0.0582504152	0.2144502599	0.0220092018	-0.0179867034	0.1509178115	0.0501795446	-0.0854758835	0.1061087487	-0.0237719602	0.1236128994	0.0136403721	-0.094656446	0.0208740538	-0.0444889314	-0.0722696343	-0.0927827734	0.1030244606	0.0449416833	-0.1007984794	0.0670937453	-0.124577685	0.1449560281	0.1399217693	0.1316604456	0.1203625908	0.1062887712	0.0	0.0074735899999999	-0.0055634100000001	5.58545474880985e-05	3.095153082810112e-05	-0.0384559	0.0004223	0.00147885624481	1.783372900000004e-07	0.0380441	0.0265119999999999	0.0007028861439999	0.0014473535448099	-0.00143542	-5.692000000000002e-05	2.0604305764e-06	3.2398864000000022e-09	-0.000504002	0.0	2.540180160040001e-07	0.0	-0.0015304	0.0	2.3421241599999995e-06	0.0
4769.7703533294925	19.94184586469601	397.6772164912932	22750709.223500952	10252.13680608222	0.2441651364606514	0.0596166138628485	105106309.09062576	4643.447494520256	9.427430541240028	88.87644660990524	21561604.634366445	4666.321820490212	8592.407832244631	1.237239	41.937241	0.040009	0.0221075	-0.0767399763	0.0143819433	0.0596131853	-0.1261362748	-0.0265698599	0.0819423696	0.1844429488	0.0775888213	0.0010251476	-0.0772842753	0.1622036885	0.080956112	-0.0966519306	-0.1039146635	-0.0663813061	-0.0517634511	0.1627891668	0.1054229889	-0.0568239826	0.0302778912	0.0948130707	0.0734938942	-0.1192588176	-0.0411114915	-0.03100351	-0.1879033509	-0.1165187936	-0.0494898932	-0.110269247	-0.019342813	-0.0744758767	-0.038641545	0.1879786636	-0.1889822926	0.1287764267	-0.0041708784	-0.1382862321	-0.1740932337	-0.0600820119	-0.1555645298	0.012606277	-0.0211862599	-0.0955489152	0.0385655492	-0.1574818874	0.0355508771	-0.0533969214	0.0695699321	0.0624498341	0.1590496959	0.0707763334	-0.0812880955	-0.0367916665	-0.0015106389	0.1148281635	-0.129939461	-0.015393636	-0.0358604148	-0.1776592039	-0.0999840552	-0.0124681436	-0.1525416525	0.1508597485	-0.0359685848	0.1421653667	0.1645521155	-0.0093655878	0.1288797291	0.0128796994	-0.1134319591	0.0239423664	-0.2147026902	-0.1631066011	0.0406043855	-0.0147807983	-0.074373719	0.0690629715	-0.1569496423	0.041478285	-0.0424851088	0.1441233256	0.1366388261	0.124451232	0.1079800393	0.0877921846	0.0	-0.00301541	-0.0104889999999999	9.0926974681e-06	0.0001100191209999	-0.0469516	-0.0084957	0.00220445274256	7.217691849000003e-05	0.0317253	-0.0063187999999999	3.992723344e-05	0.00100649466009	-0.00114131	0.00029411	1.3025885161e-06	8.650069209999999e-08	-0.000504002	0.0	2.540180160040001e-07	0.0	-0.0015304	0.0	2.3421241599999995e-06	0.0
4757.700306894821	-12.070046434671896	145.6860209351357	22635712.210227072	10324.10904661138	71.97224052915954	5180.003406787195	106587227.60632294	4638.541005103548	-4.9064894167086095	24.07363839627359	21516062.65602703	4660.709938937076	8572.866709156751	1.14963	38.96769	0.09039267	0.0656763	-0.0942891984	-0.1182531721	0.0884537844	-0.1125000248	-0.0343085968	-0.1944042495	-0.1065726625	-0.1486394819	0.1071852552	0.0992499368	0.0638580039	-0.1156433343	0.0809793874	0.1340185859	-0.0082154169	0.1587586975	0.1726477289	-0.1896125575	-0.030135408	-0.0806372639	0.0297457003	-0.173166031	-0.0787088549	-0.0843474142	-0.0486937523	0.0479795103	-0.2250488465	-0.0339575586	-0.1157356819	-0.0091448708	0.2234918007	0.015130924	-0.0481702736	-0.158695145	0.1112137981	-0.0712258987	0.0495059512	-0.0143053663	0.0855668773	0.1933754875	0.1376683826	0.1279855454	-0.2341206275	-0.0909739596	0.0286346303	-0.0962827275	-0.0018121982	-0.004970443	-0.162399689	0.15037031	-0.197402863	0.0012671513	0.0314316686	0.1467249062	-0.1207883908	-0.1003821909	-0.0604415746	-0.0653308169	0.0564549784	-0.2271585764	0.0315907867	-0.1207283527	-0.113110915	0.1313820968	0.1632489268	0.0689794277	-0.1341528458	0.1199527864	-0.0728211532	0.0542234755	0.0563919452	0.0467643999	0.2143892266	0.0737535485	-0.1036894946	-0.2579695433	-0.0643059766	0.0174537788	-0.0810272267	0.0007720809	0.1431261759	0.1327324313	0.1159649805	0.0936289832	0.0667969964	0.0	-0.00302164	-6.229999999999864e-06	9.1303082896e-06	3.881289999999831e-11	-0.0706511	-0.0236994999999999	0.0049915779312099	0.0005616663002499	0.0318384	0.0001131	1.27916100000011e-08	0.00101368371456	6.64468e-05	0.0012077568	4.41517723024e-09	1.45867648794624e-06	-0.000380282	0.00012372	1.44614399524e-07	1.5306638400000003e-08	-0.0015304	0.0	2.3421241599999995e-06	0.0
4757.576529891554	-0.1237770032666958	0.0153207465376836	22634534.43777496	10280.585263597204	-43.52378301417593	1894.3196878650692	105690433.362092	4628.770789315015	-9.770215788533278	95.45711655450496	21425519.020015944	4651.422243880892	8538.395274467359	0.9606380000000002	32.561623	0.0999096899999999	0.0527467	-0.1167738143	-0.0905560087	-0.1067899051	-0.107925987	-0.0583916844	-0.1264937204	0.1536874602	-0.1076837605	-0.0637872076	0.0414974809	0.0361138099	-0.0425869203	-0.0358171317	-0.0471574489	0.2971334868	-0.0117954467	0.0638102724	0.0608436156	-0.0478925252	0.1163695223	-0.1057904968	0.0600793505	0.0238684102	0.1215253121	-0.0309216077	-0.0831256714	0.119320718	0.0242260247	0.1081882781	0.1951631501	-0.0484083389	0.1075888066	0.0659374265	0.0445149787	0.1488899722	0.0546764435	0.0836326257	0.1454756125	0.0664511119	-0.0301438706	-0.0592479585	-0.0768703143	-0.1226742548	0.0154953532	-0.0086162544	0.1237930231	0.0997929935	-0.2958657825	0.0290768312	0.048249555	0.0508656917	-0.0513521139	-0.1071978613	-0.1203479227	-0.0134542136	0.0605616206	0.1204336048	-0.0163673714	-0.0892429026	0.1250057039	-0.0080933087	0.1203119181	-0.0207870086	-0.1938130612	0.0959204223	-0.0697214256	0.0890070024	0.1419621247	0.006603684	0.087917027	-0.032559669	0.1395516842	-0.0519355008	-0.1179310274	0.0186726057	-0.120031024	0.0716277295	0.0189025698	0.1164114101	0.1365066374	0.1419657166	0.1282204088	0.1062887712	0.0775710461	0.0439007383	0.0	-0.00306134	-3.970000000000015e-05	9.3718025956e-06	1.576090000000012e-09	-0.0424289	0.0282221999999999	0.0018002115552099	0.0007964925728399	0.0519562	0.0201177999999999	0.0004047258768399	0.00269944671844	-0.00045594	-0.0005223868	2.078812836e-07	2.7288796881424e-07	-0.000382475	-2.192999999999997e-06	1.46287125625e-07	4.809248999999989e-12	-0.00102438	0.0005060199999999	1.0493543844e-06	2.560562403999998e-07
4778.589527931308	21.01299803975417	441.5460866187124	22834917.876454763	10370.847069354768	90.2618057575637	8147.19357861616	107554468.93594438	4641.145424070333	12.374634755318766	153.13158532754315	21540230.847368997	4663.445702099738	8618.700502012236	1.064213	36.072403	0.0966984	0.0568019	-0.1815692832	0.0170130815	0.0848959111	-0.1633261864	-0.1871126476	-0.02708521	-0.0985332131	-0.1007808731	0.1525515863	0.0080419109	-0.1514120322	0.0685334143	0.2087539451	0.0035979015	0.0255949245	0.345974044	0.0903540758	0.0247237317	-0.0720174274	-0.0042582049	-0.0234383419	0.1001447976	0.062676924	-0.0973515338	0.0108439503	0.0263541154	0.0704713378	0.0690766001	-0.0718877774	0.1015568763	-0.0399418789	0.1210965737	-0.1743710002	0.1508499437	-0.0499562963	0.0779829228	-0.0754028215	0.0113947798	-0.0549828373	0.0461647575	0.0830695936	0.0890822269	0.0570015102	-0.1776161905	0.0620414134	0.0227643283	-0.1467100973	-0.0442119666	-0.3416220512	0.1142138781	0.0137610237	-0.0795062046	0.0219296831	-0.0751483729	0.0633429714	0.0715946598	-0.0920328883	0.0050364	0.0313560764	0.0697129975	0.047471896	-0.0476146895	-0.0897603603	-0.1023723864	-0.0901913865	-0.212532169	-0.0336170316	-0.0321746376	0.0529032988	-0.0849447923	-0.0798541096	0.0060435972	0.07200505	0.0832798459	-0.0285463389	-0.0122870754	-0.2046616743	0.0493322358	-0.0113406136	-0.1230455408	0.1406432718	0.123123346	0.0955218954	0.0600989683	0.0197550473	0.0	-0.00305294	8.399999999999987e-06	9.3204426436e-06	7.055999999999979e-11	-0.0517723	-0.0093434	0.00268037104729	8.729912356000003e-05	0.0296873	-0.0222689	0.00049590390721	0.0008813357812899	0.000325116	0.000781056	1.0570041345600003e-07	6.10048475136e-07	-0.000166887	0.000215588	2.7851270769e-08	4.6478185744e-08	-0.00132929	-0.0003049099999999	1.7670119040999998e-06	9.297010809999989e-08
