global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	c_comp_cor_12	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02
5474.468149009754	n/a	n/a	29969801.51452228	10704.138395497252	n/a	n/a	114578578.78995848	5190.375904842807	n/a	n/a	26940002.033572797	5212.604287863864	8637.639031065859	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0351629	n/a	0.0012364295364099	n/a	-0.0550902	n/a	0.00303493013604	n/a	-0.175878	n/a	n/a	0.030933070884	-0.0008415439999999	n/a	7.081963039358316e-07	n/a	-0.000219134	n/a	4.8019709956e-08	n/a	0.0	n/a	0.0	n/a	0.0	0.0	0.0
5437.092288150204	-37.3758608595499	1396.9549749924345	29561972.54986242	10492.207073381493	-211.93132211575903	44914.88529373361	110086409.27071662	5163.488831008418	-26.88707383438941	722.9147393759077	26661616.90794868	5185.0613714017145	8470.703546780338	1.030611	40.268463	0.03045059	0.0168796	-0.1009992872	0.0220989411	-0.0262926344	0.0668605401	-0.0695032821	0.1674251118	-0.0657888481	0.0483093536	-0.0320078778	0.0075069192	-0.045332035	-0.1139954046	0.044816269	-0.1416949435	0.1840543298	-0.1047948988	0.1108479124	-0.199810178	-0.2041215237	0.0618416787	-0.1222786107	0.026284796	0.0187928897	-0.1024954271	0.0461044954	-0.0731517977	0.0734036251	-0.095149046	0.0459315276	-0.032604195	0.0556088466	-0.088316824	0.0485386447	-0.0728741073	0.0834135155	-0.1519104024	0.0966641844	-0.1020931749	-0.0946503591	0.0015399277	0.0422187393	-0.0644647383	-0.0225332024	0.0268596429	-0.0905128263	-0.0604307581	0.0757818354	0.0605829859	-0.0879007444	-0.0222231008	-0.0667014505	-6.88711e-05	0.1018400313	0.0153905516	-0.196124667	-0.063356282	0.0514486926	0.0958615728	0.0113131093	-0.0125818524	-0.0154587074	-0.0142037366	-0.0038179174	-0.2039436784	0.0511884969	-0.1420904697	0.0079277409	0.0031716129	-0.0334455706	0.1012795766	-0.0922553759	0.0725218699	-0.0874628721	0.062485256	-0.0399971429	0.0747051904	-0.0167270149	0.1013558153	-0.062067491	0.0556741912	-0.0957442527	0.0701370869	-0.1709575405	-0.0001976636	-0.0933118819	0.04982413	-0.0734128942	-0.0236715122	0.0147883554	0.0029224415	-0.0956018671	-0.067123981	0.0749623614	0.0930793947	0.0357991718	-0.065695229	0.0496906435	0.0186283847	0.0584391695	-0.2087606033	-0.0067543032	-0.0775751892	0.0481928367	0.0474995722	-0.013277895	-0.0349369126	-0.0051699636	-0.0153703882	0.1240256802	0.1239985182	0.1239532527	0.1238898902	0.1238084399	0.0	-0.0360863	-0.0009234	0.00130222104769	8.526675600000089e-07	-0.060105	-0.0050148	0.003612611025	2.514821904e-05	-0.174031	0.001847	3.4114090000000564e-06	0.0302867889609999	-0.00105978	-0.000218236	1.1231336483999998e-06	4.762695169604364e-08	-0.000381859	-0.000162725	1.4581629588100005e-07	2.6479425625000004e-08	-7.23468e-05	-7.23468e-05	5.23405947024e-09	5.23405947024e-09	0.0	0.0	0.0
5416.233603863056	-20.858684287148208	435.08471019092354	29335586.451615386	10432.896892785193	-59.31018059629969	3517.697522365684	108845337.57548691	5167.349589925302	3.860758916884152	14.905459414300486	26701501.784501188	5188.530468481423	8411.305201802252	0.951077	37.160877	0.1525711679999999	0.0679814	-0.1380554848	0.0611804107	-0.0099377313	0.0334266739	0.0503517935	0.1520193027	0.07274001	-0.0056137173	0.0489003418	-0.0366360717	-0.1146450903	-0.0872995616	0.0447778285	-0.2045434739	0.0542478234	-0.0147057082	0.1004195301	-0.0816015675	-0.1599376301	-0.1774941662	-0.024746581	0.0757947041	0.0574826445	0.0909699976	0.0062948511	-0.0104773461	0.0661981065	-0.1602617423	0.0059527991	-0.0292866667	-0.0443448569	-0.0217407631	0.0907517208	0.0123396554	0.0204860102	0.0828966946	0.0310935587	0.0335496343	0.0800072162	-0.0890068541	-0.0712837277	-0.1513847756	-0.0475531628	-0.1023508915	-0.0728067139	-0.0009127078	-0.1450645636	-0.0425455565	0.0492239241	0.2096306114	-0.0243793776	-0.046913678	-0.1487859951	0.1747128705	0.0961441024	0.0190288769	-0.0028779854	0.1145016016	-0.072156251	-0.0003951991	-0.0276020608	-0.0035263522	0.1364378146	-0.1591361978	-0.1723998059	-0.0638115903	0.0946124333	-0.0415096948	0.0265362995	-0.0797928401	-0.0211998761	0.0606631923	-0.1575960793	0.025313088	-0.0280449275	-0.0307838563	0.0293838909	0.071568463	0.0497294477	0.0174289799	0.0443552061	-0.0780065728	0.0207067137	0.0464269887	0.0500519016	-0.1043687498	-0.1417509927	-0.0783999358	-0.0537914635	-0.1067304127	-0.0611536711	0.1754279718	-0.0462462472	-0.0343596341	-0.1612788406	0.0786601274	-0.0684108493	-0.061995131	-0.1931900222	0.0418744055	0.0673034963	-0.018734118	0.097246989	0.1286981282	-0.0263828925	0.0066418162	0.0175180402	-0.1485419591	0.1239532527	0.1237089139	0.1233020394	0.1227331636	0.1220030341	0.0	7.922799999999998e-05	0.036165528	6.277075983999997e-09	0.0013079454155187	-0.0371367	0.0229682999999999	0.00137913448689	0.0005275428048899	-0.163366	0.0106649999999999	0.0001137422249999	0.026688449956	-0.000572438	0.000487342	3.27685263844e-07	2.37502224964e-07	0.00043142	0.000813279	1.861232164e-07	6.614227318410002e-07	0.000282479	0.0003548257999999	7.9794385441e-08	1.2590134834564e-07	0.0	0.0	0.0
5400.367260244216	-15.866343618839892	251.74085983110132	29163966.545517616	10337.482103830607	-95.41478895458567	9103.981951248124	106863536.24701808	5164.492218241056	-2.857371684245664	8.164572941928899	26671979.872272428	5185.297176731946	8337.505838746654	0.972165	37.984852	0.112602378	0.0566123	-0.0947060644	0.0418689078	0.0003234118	-0.0402010328	0.031084825	0.0947815189	0.1340369736	-0.0162581735	0.0268450138	0.0278975569	0.0311847083	-0.0318301327	0.0101037607	-0.0936234465	-0.0745989981	0.1319940652	0.1019627335	0.0659357226	-0.1812461666	-0.1623293439	0.0045463823	0.1175478978	0.1238493474	0.0886552477	0.0413411946	-0.1615102209	0.0311554505	0.1062839341	-0.0289456801	-0.0234990676	0.0310020553	0.1685850597	0.0559463362	0.1606540974	0.1018886908	-0.013984804	-0.0226132747	0.0520916795	0.1393773241	0.0302446822	-0.0628965467	0.0326923922	0.0755302501	-0.0004116335	-0.0376372869	0.005055648	0.0876013508	0.121959677	0.0143214485	-0.0059220949	-0.0065632616	0.0093398167	0.0501188544	0.0293123227	-0.0346967317	0.1413557399	-0.0203041771	-0.0239094706	-0.0122899915	-0.0075496414	0.0104610173	-0.1302713031	0.1528446992	-0.1750838776	-0.1515485683	-0.0449726399	0.1527337697	-0.0862445954	0.0215759804	-0.0598833158	-0.0787470576	0.035776482	0.1475151737	0.0229964162	-0.0237982662	-0.1556817287	-0.1448398124	0.0012912202	0.1456406816	0.133527704	-0.0253378654	-0.0017801626	0.0539894911	0.0555693709	0.1485805197	-0.0628968015	0.0336320191	0.080951719	-0.001464328	-0.0069403657	-0.0166896808	-0.1300490603	0.0201869858	0.0799895243	-0.040882821	-0.0091927014	0.0281905292	0.0147978229	-0.0025056829	-0.0528542108	0.0562729881	0.1233021713	0.0430713663	-0.0113379652	-0.0039954942	0.0325811732	-0.1080300635	-0.1614651514	0.1238084399	0.1231303817	0.1220030341	0.1204305106	0.1184185493	0.0	-0.0367766	-0.036855828	0.00135251830756	0.0013583520575655	-0.0380555	-0.0009187999999999	0.00144822108025	8.441934399999953e-07	-0.145391	0.017975	0.000323100625	0.021138542881	-0.0008801809999999	-0.0003077429999999	7.747185927608239e-07	9.470575404893846e-08	-0.000273562	-0.000704982	7.483616784399999e-08	4.96999620324e-07	0.000158149	-0.0001243299999999	2.5011106201e-08	1.5457948899999994e-08	0.0	0.0	0.0
5384.577581400674	-15.789678843541878	249.313957982194	28993675.73012273	10292.09695894758	-45.38514488302644	2059.811376053301	105927259.81237803	5165.870635507253	1.3784172661962657	1.9000341597479868	26686219.422796108	5186.475218124061	8276.071373242086	1.087076	42.474667	0.1210178899999999	0.0770628	-0.0951409516	-0.0732758388	0.0730228343	-0.0729132888	0.0530766126	0.0446409748	0.0854963701	-0.0369311079	-0.1958169507	0.0438431026	0.0376027676	0.0372203763	0.0756699606	-0.1357433255	-0.0561977819	0.0585751623	-0.0374722192	0.268843115	-0.1382053737	0.0506151772	-0.1398327301	0.0301296526	0.1609124512	0.2017163054	0.0192417384	-0.0068002631	-0.0372652664	-0.0380979129	0.0579201653	-0.0418053292	0.1184516778	-0.037464893	-0.0106725685	-0.0647993151	0.0075852278	-0.034545898	-0.0853477	0.0553114901	-0.1261623997	0.0343355167	-0.0558807129	0.0147593333	0.123575684	0.0102456786	-0.0843281431	0.0599970179	0.0945739541	-0.0252635064	-0.0132230204	0.0509808076	0.0821016329	0.0623287115	0.0690646078	-0.0152373571	0.0311773654	0.1138393256	0.1923172769	-0.067291151	0.1781253402	0.0962225768	-0.0446822387	0.1936221486	-0.0872186448	-0.1254495033	0.0557394895	-0.1693634284	0.0395183644	-0.1255041385	0.0302754005	-0.1687976485	0.0471366708	-0.029703198	-0.02722895	0.0692869398	-0.0273191872	0.065808295	-0.1217590615	0.0527897646	-0.0810550972	0.0168204144	-0.0483861508	0.0241428626	0.1030140132	0.0491134254	-0.1074317271	0.0175274672	0.0436910155	0.1177285603	0.0737077302	-0.1028534217	0.0020157493	-0.0776170713	0.069053059	-0.0097017128	0.0212674226	0.1085654035	0.067200757	0.0731693277	0.0475857883	0.0053019046	0.181770618	-0.0075619891	0.0416438973	-0.2012395556	-0.1453440515	-0.0522292064	0.1592787175	0.0934550399	0.1235913266	0.1222642728	0.1200630614	0.1170034304	0.1131072554	0.0	-0.0359224	0.0008541999999999	0.00129041882176	7.29657639999999e-07	0.0364809	0.0745364	0.0013308560648099	0.00555567492496	-0.142688	0.0027029999999999	7.306208999999909e-06	0.020359865344	-0.00144331	-0.0005631290000001	2.0831437561e-06	3.171142706411126e-07	-0.000465865	-0.000192303	2.17030198225e-07	3.6980443809e-08	5.50952e-05	-0.0001030538	3.03548106304e-09	1.062008569444e-08	0.0	0.0	0.0
5422.575180982663	37.99759958198956	1443.8175739932133	29404321.59340917	10319.392779047595	27.29582010001468	745.0617949323654	106489867.32825966	5176.486234314265	10.615598807012248	112.69093803143986	26796009.73404508	5196.287412903046	8261.735926590984	1.139349	44.517113	0.230904255	0.135306	-0.0562950915	-0.1728450643	0.0511699718	0.0829103572	0.0250258973	0.0694588348	0.0158790304	-0.0403971633	-0.213958167	-0.0924536447	0.0452635025	-0.0467283941	-0.0724284249	0.1332064791	0.0650019308	-0.0797313506	-0.045615435	0.1160387642	-0.1245675011	-0.009213884	0.1015261874	-0.0660783032	-0.129257103	-0.1985245975	0.0359810422	0.1107707158	-0.0721550474	-0.1333817625	-0.0721750265	-0.0663803961	-0.0503103294	-0.0386092934	-0.0548849219	-0.0588558163	-0.1054432442	-0.0077921078	-0.0219034355	0.002473786	0.0032640285	0.1038838755	0.1381303837	0.0376601627	0.0827537499	-0.0077149811	-0.1339517672	0.1248395097	-0.122455224	-0.0322888037	0.0418742276	-0.0183952	0.0477444242	0.019574465	0.0089400517	-0.1207298781	-0.0107227702	-0.0934212995	0.0476440138	0.0401140126	-0.041500665	-0.0645539953	0.0976916869	0.0629785614	0.0067114563	-0.1330557294	0.0108151107	0.1229560869	-0.0708826224	0.0772732912	-0.007651964	0.1987339686	0.0329217262	-0.0897606797	-0.151560419	-0.0802824865	-0.0931956889	0.0048241135	0.0704994054	-0.0624365545	-0.057539392	-0.0971818716	-0.0462945691	-0.0121032275	0.0304923439	-0.0857579264	0.0326596718	0.1568521717	0.0151636844	0.075720702	0.09290297	-0.1334849336	-0.0332339205	0.0604498413	-0.113991564	-0.0204425799	-0.0241365789	0.0388896328	0.0010691312	0.0242284148	0.1014746938	0.0290002184	-0.0751211435	-0.1115349553	0.0146956802	0.0309605763	0.0798617514	0.0789648253	0.0567203055	0.0374499956	0.1233020394	0.1211126101	0.1174923133	0.1124839207	0.106146603	0.0	-0.0333593	0.0025630999999999	0.00111284289649	6.569481609999994e-06	-0.0798921999999999	-0.1163730999999999	0.0063827636208399	0.0135426984036099	-0.0628607	0.0798273	0.00637239782529	0.00395146760449	-0.000957018	0.0004862919999999	9.15883452324e-07	2.3647990926399997e-07	-0.0003191	0.0001467649999999	1.0182481e-07	2.1539965224999997e-08	4.53371e-05	-9.758099999999996e-06	2.0554526364100003e-09	9.522051560999995e-11	0.0	0.0	0.0
5430.2624968864375	7.687315903774106	59.0948258044183	29487750.78509133	10404.102267094164	84.70948804656837	7175.697365111709	108245343.98415393	5173.655981203875	-2.830253110390004	8.010332668872291	26766716.21184663	5191.792004323378	8311.035704184418	1.201691	46.952957	0.108816345	0.0753255	-0.1497129826	-0.0475180936	0.0341549604	0.0980888079	0.0500798651	0.1629953576	-0.0190036062	-0.0138228294	0.0750554923	-0.1780901478	-0.0921785057	0.0433184175	-0.1112563444	-0.0381379918	0.0450606218	0.0185772896	0.0168317428	0.1374902116	-0.1915873997	0.0100923231	0.0977969654	-0.145541406	-0.1372461029	-0.0098281635	0.0161859069	0.0922910093	0.0384254626	-0.1206713971	-0.0704793399	-0.0561729468	0.0375801118	-0.093191935	0.0729961854	0.0658179668	0.1536661987	-0.0535226778	-0.0686177408	-0.0040059307	0.0607716802	-0.087715134	0.073517412	0.0265167983	-0.0060041705	-0.1111345024	0.1183153549	-0.1201193971	0.164907805	-0.0959819655	-0.0073235244	-0.1025083178	-0.0216427286	0.0674214968	0.0685510003	-0.161077511	0.0488912436	0.0015979612	-0.024913994	-0.0906325131	-0.0134240349	0.1621103436	0.0537550974	-0.0212575706	0.0455590195	-0.2067961274	-0.0035793357	0.1347713726	-0.1455187621	0.0492266626	0.065206573	0.0335422182	0.0440169306	0.0366636715	-0.1476386431	-0.0625087523	-0.0707744249	0.081739707	0.0221800634	0.082904715	0.0694540335	0.1459884359	-0.0006655403	0.0987903744	0.0071390741	-0.1146079058	0.0304038238	-0.0753424006	0.0002850271	0.0248194712	-0.1673640617	0.0983123686	0.0163784356	-0.0850403095	0.1164542477	-0.1260700501	0.1026674714	-0.0573938102	0.0213768893	0.0744280709	0.1412960943	0.0891538609	-0.0120489337	0.0390102218	-0.0940595664	-0.0069776109	-0.1247377772	0.052320055	-0.045678284	0.0386716331	0.1229407472	0.1196780832	0.1143042958	0.1069141789	0.0976380941	0.0	-0.0302423	0.003117	0.0009145967092899	9.715689000000013e-06	-0.090869	-0.0109768000000001	0.008257175161	0.00012049013824	-0.119186	-0.0563252999999999	0.0031725394200899	0.014205302596	-0.000321736	0.000635282	1.0351405369600001e-07	4.0358321952400004e-07	-0.000265411	5.3689e-05	7.0442998921e-08	2.882508720999999e-09	0.000124311	7.897389999999999e-05	1.5453224720999998e-08	6.236876881209998e-09	0.0	0.0	0.0
5427.667761611207	-2.5947352752300503	6.732651148523165	29459577.33043361	10393.554568185487	-10.547698908676466	111.25395226809472	108025976.56184942	5172.892031135518	-0.7639500683571896	0.5836197069429546	26758811.965785343	5193.642649220107	8348.70606286674	1.297055	50.679054	0.24991301	0.142969	0.0809941656	-0.0716083054	-0.1535787076	0.0241957488	-0.0499692335	-0.0118865995	-0.2121646256	-0.0329530379	0.0722436233	-0.0265256852	-0.0392789977	0.0034908312	-0.0250250566	0.0051047325	-0.1582694363	-0.0197364044	-0.0432183301	0.0391935255	0.0204438058	0.1267228476	0.0301566875	0.008893413	0.1725607586	-0.0347988486	0.1039852736	-0.0568242509	0.0867635901	0.086448524	0.1908045402	-0.0822386415	-0.0915791023	0.0415096605	-0.0332342102	0.140127808	-0.0235310486	0.0845712759	0.071771725	-0.1008149111	-0.0625655654	0.1060731345	0.139782026	-0.0031455315	-0.0967030419	-0.0209478252	0.0628582146	-0.0254464027	-0.0873695873	-0.0199126318	-0.0118386088	-0.0113363048	0.1011084542	0.0064645367	-0.0455597971	-0.0593246843	0.0018183705	-0.0053433791	-0.0346255242	-0.0899001462	0.104643314	0.0567895563	-0.0113903595	-0.131722372	-0.0047934961	0.0371665911	0.127853412	-0.01483886	0.0790415818	-0.1854746437	0.0032784644	0.0737320872	-0.004412918	0.0806316325	0.0882076743	0.2186332286	-0.0269594064	-0.031511172	0.0607376946	-0.1132946882	0.1252557955	0.00122455	0.0773133257	-0.0448948726	-0.0885401839	-0.0669730131	-0.019300852	0.1897074222	-0.02044476	-0.0476081953	-0.0522779569	0.0353881173	0.0315541206	0.0394568358	-0.068637379	-0.011827653	0.0514618596	0.0850715947	-0.0234058223	-0.0128343765	0.0166309369	0.0378248639	-0.0636444084	0.033709182	-0.0563108666	-0.108425872	-0.076262998	-0.0051508224	-0.1386335272	-0.0058190688	0.1225076612	0.1179640426	0.1105157577	0.1003462082	0.0877058019	0.0	0.00595401	0.03619631	3.54502350801e-05	0.0013101728576161	0.0376187	0.1284877	0.0014151665896899	0.01650908905129	-0.0782245	0.0409615	0.0016778444822499	0.00611907240025	-0.000321736	0.0	1.0351405369600001e-07	0.0	0.000495628	0.000761039	2.45647114384e-07	5.79180359521e-07	0.0	-0.000124311	0.0	1.5453224720999998e-08	0.0	0.0	0.0
5396.608415042189	-31.05934656901809	964.6830092943758	29123382.38530417	10349.113977566944	-44.440590618543865	1974.966094525009	107104160.12067148	5177.424140112473	4.532108976954987	20.54001177899598	26805720.726619378	5197.972534281062	8328.507508802495	1.118939	43.719643	0.12090697	0.0923045	0.0024055488	0.031315845	-0.0943016243	-0.1096307338	-0.0278401235	-0.0399946984	-0.007702353	0.0072620739	0.0922458795	0.0660565835	0.0237782747	0.0564186611	0.0251127155	0.0065580444	-0.0215309624	0.0105773995	-0.0894106715	-0.0457108971	0.0524737328	-0.0496918959	0.0025615479	-0.0867161916	0.0135052175	-0.1489266501	-0.1019971339	0.0635487536	0.1277750894	0.2272619562	0.0231049007	-0.0082863964	0.0114092111	-0.0348377151	-0.1220852715	0.0214070552	-0.0310321705	-0.0251587796	0.068188735	0.0625763374	-0.0595601767	-0.1196887529	0.0368140327	0.0881965219	-0.0167153665	0.0480499812	0.2204811606	-0.0598073071	-0.0864051209	-0.0450640598	-0.0287169573	0.0472179779	0.1485722444	-0.167990989	0.0827696296	-0.0681641997	-0.0485604273	-0.0143820252	0.0342504435	0.1811111695	0.1055081852	0.1307928223	0.0079290372	0.0647040473	-0.0747271012	0.0568199615	-0.0517034051	0.0364616378	-0.0980341894	0.00135046	-0.1504710867	0.0869630989	0.0764110518	0.121019982	0.2077398409	0.0026390052	-0.0047990705	0.063218032	0.0455514179	-0.1274884151	-0.0273210094	0.0007514887	-0.0456862066	-0.0599772194	-0.0336579816	-0.0864325229	-0.0988560057	-0.0902620898	0.0711081427	-0.0128382474	-0.0271764442	0.1830449982	0.1020680302	0.1074732407	-0.0502312344	-0.0447851143	0.0322043998	0.113758001	0.0961802661	-0.1748141291	0.0831434813	-0.0501457637	-0.0627919836	-0.072065398	0.1687627548	-0.0181974387	-0.1551740222	0.007664396	0.0432813048	0.1140611704	0.1220030341	0.1159744915	0.106146603	0.092841332	0.0764945617	0.0	0.00961956	0.0036655499999999	9.25359345936e-05	1.3436256802499994e-05	-0.0558991	-0.0935178	0.00312470938081	0.00874557891684	-0.0719389	0.0062856	3.950876736000003e-05	0.00517520533321	-3.88576e-05	0.0002828784	1.50991307776e-09	8.002018918656e-08	0.00056151	6.588199999999996e-05	3.152934801e-07	4.340437923999995e-09	-3.3087200000000003e-24	-3.3087200000000003e-24	1.0947628038400002e-47	1.0947628038400002e-47	0.0	0.0	0.0
5406.791889924057	10.183474881867369	103.70316066962364	29233398.54094855	10286.82522495632	-62.288752610624215	3879.888701787545	105818773.20879763	5177.799831574661	0.3756914621881151	0.1411440747610439	26809611.095854588	5196.649331390392	8205.122522151765	1.070029	41.808613	0.08378871	0.0561333	-0.0224879069	0.1125199132	-0.1033060824	-0.092314109	0.0055321377	-0.0414129735	0.0869030736	0.02908916	0.0362935342	0.1094657909	-0.1065957564	-0.0282323898	-0.0352512765	0.2008550511	-0.0140123593	-0.0475654405	0.1126708683	0.1245484969	0.0582123872	-0.0900405993	-0.0836711572	0.0981505317	-0.0436649454	-0.0601142678	0.0173793104	-0.0124219663	-0.1291313477	0.0727119394	-0.0140346251	0.1916397299	-0.000134295	-0.0653455398	-0.0894390409	-0.0924009408	-0.0782229427	0.0314888702	-0.0895745957	0.0965307115	0.0654504842	0.0723384114	0.0543746834	0.146931814	-0.0845931283	0.0721788357	-0.039891228	-0.0600719252	0.0640437596	0.0073213758	-0.0315942577	-0.1338947251	0.0408754597	0.157607571	0.0867829516	-0.0543183156	0.0295447358	0.0048180542	-0.1949055024	0.050015171	-0.1636924644	-0.0298793826	-0.0906378827	0.1269032452	0.0759303199	0.0639446489	-0.0991806019	-0.07630751	0.0496483694	0.0890706672	-0.0060968276	0.0576438758	-0.0011014814	-0.1223353756	0.0842813061	-0.0550323764	0.1755307526	0.0320387174	0.047349532	-0.0101744856	-0.1417879898	-0.0700012333	-0.027649396	-0.0292880007	0.1323400854	-0.0553824644	0.0886635569	0.0594054982	0.1491312703	-0.0427503515	-0.0068880385	0.0925547757	-0.0635737041	-0.1448158263	0.0043372086	0.0150716293	0.1357774275	-0.0006862814	0.0826870732	0.1590209252	0.0145353359	0.0701243832	-0.1216616966	0.1240989487	-0.030154558	0.2057986396	0.0429955759	-0.095097925	0.1374449286	-0.0742065689	0.1214271607	0.1137140766	0.1012197857	0.0844696213	0.0641678585	0.0	0.0170433	0.00742374	0.00029047407489	5.511191558760002e-05	-0.069852	-0.0139528999999999	0.004879301904	0.0001946834184099	-0.0239933	0.0479456	0.00229878055936	0.00057567844489	-0.000262305	-0.0002234474	6.8803913025e-08	4.9928740566760015e-08	0.000495628	-6.588199999999996e-05	2.45647114384e-07	4.340437923999995e-09	0.0	3.3087200000000003e-24	0.0	1.0947628038400002e-47	0.0	0.0	0.0
