global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2
4709.218705507259	n/a	n/a	22176740.816299465	8952.258872834262	n/a	n/a	80142938.92623976	4264.716869160173	n/a	18187809.974099346	n/a	4402.848643350944	8552.064384955735	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0250968	n/a	n/a	0.0006298493702399	-0.011902	n/a	n/a	0.0001416576039999	0.0946563	n/a	n/a	0.00895981512969	0.00175185	n/a	n/a	3.0689784225e-06	-0.0	n/a	n/a	0.0	9.06499e-05	n/a	8.21740437001e-09	n/a
4692.289519415233	-16.929186092025702	286.59734173843646	22017580.93401404	8924.537822091816	-27.721050742446096	768.4566542652713	79647375.33794732	4261.794652281849	-2.9222168783235247	18162893.658218168	8.539351483958885	4399.531703738571	8422.91896693084	1.089382	35.875031	0.054599805	0.0265343	-0.0883232192	-0.0403139628	-0.0764815581	0.1934896324	-0.1564033674	0.0543453148	-0.0462305559	0.1299651401	-0.0347390907	0.0318628034	-0.011900454	0.2990415929	-0.0468347744	0.0955112151	-0.0340871278	0.128847762	-0.1703246512	0.1617605677	0.0815807349	-0.057332022	0.0239319043	-0.0922923453	0.1188623748	-0.0407017905	0.0581257536	-0.1010144416	0.0936174242	-0.0345748471	0.2273418359	-0.1435473036	0.1976243447	-0.1443022769	-0.0074211271	0.0824972154	-0.0636784355	-0.0410807689	0.1533378607	0.0686247554	-0.0415024964	-0.1555635092	0.115389104	0.0040672856	0.0837828026	-0.1269399743	-0.0176580924	0.1052302554	0.0024200428	0.0088235785	0.1477386788	-0.059496998	-0.0153585819	0.0470810341	-0.0666863871	0.0976427006	-0.0140641663	0.013236602	-0.0594378658	0.0824829852	-0.0780445241	0.0771209386	-0.072878813	0.0536650435	-0.3261396616	0.0596281312	-0.0293111136	-0.2504391135	0.0549725675	-0.0088324532	-0.0702502158	-0.0837706533	0.1558155235	-0.0590530773	-0.0615535221	0.1165212342	0.0616401749	-0.1030490052	-0.0181112889	-0.0740935917	0.0183761777	0.032783396	0.0215715565	0.096987495	-0.0760158867	-0.0192785496	0.1466261977	0.1465634515	0.1464588945	0.1463125564	0.1461244791	0.0	0.0192259	-0.0058708999999999	3.446746680999998e-05	0.00036963523081	-0.0219601	-0.0100581	0.00010116537561	0.00048224599201	0.0860616	-0.0085946999999999	7.386886808999994e-05	0.00740659899456	0.00214976	0.00039791	1.5833236810000018e-07	4.6214680576e-06	-0.000139189	-0.000139189	1.9373577721000003e-08	1.9373577721000003e-08	0.000155073	6.442310000000001e-05	2.4047635329000002e-08	4.1503358136100024e-09
4729.958156622241	37.66863720700803	1418.92622903319	22372504.16339727	9067.128735371773	142.59091327995702	20332.168550012226	82212823.50380452	4278.103566326431	16.308914044581797	18302170.12421493	265.9806773135574	4413.517279730902	8527.602877000321	1.178505	38.810009	0.080611954	0.0381275	0.0847289844	-0.0547462389	0.1937446351	0.1085758764	0.0310008904	-0.0472512133	0.2242168729	-0.1186608336	-0.0786400465	0.0043616898	0.035387107	-0.0424101079	-0.0231612361	0.0565487481	0.0505589615	0.0499963508	-0.1013117586	0.0292424746	-0.1170439667	0.0578781943	0.0662863103	-0.0171368168	0.1170413892	-0.1301086904	-0.0651503751	-0.0296010373	0.2189307787	-0.093469831	-0.0177490897	-0.1400651548	0.0759730238	0.0135722904	0.0370921087	0.0694248444	-0.073401147	0.0252514942	-0.2480049528	0.1370652694	0.0068901514	-0.0746234891	0.0910551099	-0.0711545857	0.1719079052	-0.0477519217	0.0063592611	-0.0188613683	0.0241579668	0.0117421074	-0.1179614194	0.1883327765	-0.137166933	-0.0056911505	0.1199300885	-0.0810728953	-0.0535768318	0.0837642941	-0.0305343763	0.1570313463	0.0127514577	0.0472846572	-0.1553449085	-0.1450212829	-0.1133907148	0.0897044789	0.0339097335	-0.0951400931	-0.0814620673	-0.0891199865	-0.0705786994	-0.0677095988	-0.1916037325	-0.1540264842	-0.1746069279	0.0533226302	0.0234902293	-0.0489898951	-0.1315294817	0.0446855213	0.0097716038	-0.0009524921	-0.0086650142	0.0546739274	0.0730342504	0.0904360309	0.1464588945	0.1458947161	0.1449560281	0.14364524	0.1419657166	0.0	0.0192329	7.000000000000062e-06	4.900000000000087e-11	0.00036990444241	-0.000668896	0.021291204	0.0004533153677696	4.47421858816e-07	0.0556294	-0.0304322	0.00092611879684	0.00309463014436	0.00175774	-0.00039202	1.536796804000001e-07	3.0896499076e-06	-0.000286347	-0.000147158	2.1655476963999995e-08	8.1994604409e-08	0.000193526	3.845299999999998e-05	3.7452312676e-08	1.4786332089999983e-09
4700.207840430275	-29.750316191966704	885.0813135219962	22091953.743242227	8979.94990741654	-87.17882795523292	7600.148043648101	80639500.33971033	4275.071426709758	-3.0321396166727936	18276235.703470208	9.193870654996635	4412.161524101031	8539.966850988712	1.119996	36.883213	0.028764544	0.0140201	0.0725279562	0.0494803408	0.1102848406	-0.0811833344	0.0939510276	-0.0383800837	-0.0316243844	-0.0417441174	-0.0819903727	-0.0458548975	0.0639636111	0.155618714	0.0980896917	-0.1239468586	-0.0775123245	-0.0606904515	0.2731184959	0.1495513324	-0.089365599	-0.0430356994	-0.1633088336	-0.1728624002	-0.0678278937	0.0013250312	-0.0595482723	0.177368144	-0.0003333253	-0.018419347	0.013289067	-0.0533114252	-0.1368171778	-0.0055583665	0.1954820662	0.0264933751	0.0546049225	-0.0629907105	-0.040213433	0.1753656219	-0.1610292337	-0.0408419962	-0.1284298664	-0.1052558693	0.0697730634	0.0702180013	0.0342937031	-0.1693183319	-0.090647444	0.0342164072	0.0494595372	-0.1738188479	0.1394030332	-0.1161435433	0.0060239474	-0.0021236211	0.0925314325	0.0427038225	0.2112779976	0.0023497415	0.1786575083	-0.1323709264	0.0052921711	-0.0681319019	-0.0446395024	-0.1184964599	0.1907021985	0.00876185	0.0208019777	0.0428430799	-0.0781243504	-0.098869265	-0.0656861598	-0.1736019154	0.1226466431	-0.012763095	-0.0096690646	0.0612800528	-0.1223324392	0.1006400508	-0.155609699	-0.0856485895	0.0269804486	-0.0178626054	-0.0419086101	-0.040530487	0.1461244791	0.1445602966	0.1419657166	0.1383592329	0.1337665517	0.0	0.0151368	-0.0040961	1.677803521e-05	0.00022912271424	-0.00196104	-0.0012921439999999	1.6696361167359996e-06	3.845677881599999e-06	0.0496518	-0.0059776	3.573170176e-05	0.00246530124324	0.00159945	-0.0001582899999999	2.5055724099999986e-08	2.5582403025000004e-06	-0.00011459	0.000171757	2.9500467049000002e-08	1.31308681e-08	0.000175599	-1.7926999999999993e-05	3.0835008801e-08	3.2137732899999967e-10
4693.740244521055	-6.467595909220108	41.82979684496068	22031197.48303657	8967.28430120203	-12.665606214510262	160.41758078104098	80412187.73858437	4263.020590482303	-12.050836227454964	18173344.554876085	145.22265378094102	4398.557390025479	8458.771197244769	1.082472	35.647469	0.10326226	0.0471285	-0.1022894681	0.0880251639	-0.0719271873	0.0226817042	0.0354368802	0.1230532254	0.0367142214	-0.0028147055	0.0724923557	0.212540986	0.0666380293	0.0508787048	0.0317728551	-0.0444237563	0.0687537808	0.0771217978	-0.0481024637	-0.0557810386	0.1841909107	0.073157309	-0.0425517205	0.1292043931	0.0634556102	0.0411245772	-0.0536283993	0.011306087	0.0816420759	0.1237442719	-0.0189047603	0.0065393354	-0.0758015944	-0.0733790658	-0.1743699843	-0.0629105333	-0.0762101091	0.1272838473	-0.0714741468	0.1387240147	0.0266663919	0.1529837414	-0.0403488878	0.0702600356	-0.1555974828	0.0888825406	-0.0786146619	0.1053356624	-0.0875817305	-0.112141069	-0.0463087079	0.1528678737	0.1656956564	0.0957862884	-0.1297557006	-0.0368883032	0.0786423304	0.0427147434	-0.1379260683	-0.0260408574	-0.0540596889	-0.0680267512	-0.1443988775	0.103015092	0.1711736956	0.1002979297	0.033105649	-0.0001757734	-0.0067394446	-0.0015730126	0.093963659	0.1694676172	-0.0653014798	-0.107116478	0.0002719205	0.0006533541	-0.0660994315	0.146857838	0.1142084272	-0.0225634087	0.212664415	0.0677740409	0.0781921595	0.083744741	-0.0040116152	0.0810238985	0.145623333	0.1425662815	0.1375186448	0.1305509005	0.121760336	0.0	0.00242938	-0.01270742	0.0001614785230564	5.901887184400001e-06	0.0260827	0.02804374	0.0007864513531876	0.00068030723929	0.0671527	0.0175008999999999	0.0003062815008099	0.0045094851172899	0.00143035	-0.0001691	2.859481000000005e-08	2.0459011225e-06	-0.000670095	-0.000555505	3.08585805025e-07	4.49027309025e-07	0.0	-0.000175599	0.0	3.0835008801e-08
4689.594028825306	-4.146215695748651	17.191104595672474	21992292.15519397	8917.408999815681	-49.87530138634793	2487.54568837904	79520183.26999371	4256.119645806727	-6.900944675576284	18114554.439421978	47.62303741536466	4389.67259473671	8486.747057691606	1.133746	37.336025	0.0819140899999999	0.0379344	0.1295689986	0.0577666365	0.0302124664	-0.0591365275	-0.0149312541	-0.170760201	-0.1376820129	-0.0777702018	0.0031660569	-0.0857911358	0.0984549799	0.0500607121	-0.1680656505	-0.1080239032	-0.1414036054	-0.1098872058	-0.0123837654	-0.0915021118	0.2122739643	0.0575606638	-0.0582438906	-0.0114428598	0.0177902351	-0.1451081867	0.0707418775	0.0875747246	-0.1240505654	-0.0997619396	0.0367256657	-0.027415684	0.1674676393	0.0553822825	-0.1259134594	-0.0389049492	0.0933317119	0.1298702559	0.0231930271	-0.1709384305	0.1629368048	0.2616146379	-0.0446628488	-0.2255086639	-0.0263660339	0.0661214053	0.0173461237	0.0071856033	-0.0200770708	-0.0687075645	0.0477258989	-0.0330691928	-0.0784074254	0.0883021174	-0.2200318639	-0.0271554203	0.0791578476	-0.0147332887	-0.0277589758	0.1238099809	0.0176757416	-0.0644717293	0.1548854064	-0.0400523148	-0.0914964909	0.0677553221	-0.1438217298	0.0883162177	-0.0357614323	-0.0117896664	0.0435052263	0.3138919347	-0.0571507033	0.1971402152	0.0694658466	-0.0652257775	0.1267462421	0.0401797009	-0.1272169739	-0.0561869888	0.0978216971	-0.0684526447	-0.0527382231	-0.162275306	-0.0899795128	0.0047755743	0.1449560281	0.1399217693	0.1316604456	0.1203625908	0.1062887712	0.0	0.00240694	-2.2439999999999877e-05	5.035535999999943e-10	5.793360163600001e-06	0.00633395	-0.01974875	0.0003900131265625	4.01189226025e-05	0.0427285	-0.0244241999999999	0.0005965415456399	0.00182572471225	0.00112711	-0.00030324	9.19544976e-08	1.2703769520999998e-06	-0.000377542	0.000292553	8.558725780899999e-08	1.4253796176400002e-07	0.000158581	0.000158581	2.5147933561e-08	2.5147933561e-08
4709.302719041623	19.708690216317336	388.4324700427627	22177532.099572822	9002.858831999318	85.44983218363632	7301.673820211609	81051467.14890812	4275.968954434685	19.84930862795773	18283910.49928925	393.995053007917	4414.399016528964	8460.658335967684	1.218989	40.143196	0.12049108	0.0540642	-0.091319285	0.0074611488	0.0473881645	0.1190223534	-0.0222540261	0.0992732829	0.1156014722	-0.0581721862	0.160606711	0.0805124216	-0.0436382747	-0.0829248284	-0.076231824	0.0435314394	0.0303834447	0.0873017008	-0.1035349288	-0.0586408135	-0.2169135553	-0.1419625868	0.1424920259	0.1099079207	0.0913579277	-0.0211035401	-0.0692993779	-0.0398595392	-0.2146808458	0.1536766675	0.0003081409	0.0499840114	0.0412441572	0.0676921748	-0.0457169199	0.0378171667	-0.0269629664	-0.0487790413	-0.0737206349	0.0334783633	0.1046853307	-0.1386439415	-0.1867055542	-2.93459e-05	-0.0378513133	-0.0576902669	-0.2536134996	-0.0526101322	-0.0541056814	-0.0586244273	0.0857395055	-0.0395902606	-0.0797854568	-0.0812053412	0.2434024056	0.0953162284	-0.1263328522	0.0645843799	-0.0923566358	0.0316561569	-0.029330298	-0.0369801713	0.1639355795	0.181650806	0.0582854303	0.0101966532	-0.0467870663	0.0584949896	-0.0672889776	-0.0615910715	-0.0884685986	-0.0673819944	0.0241621015	-0.0892004371	-0.0262164106	-0.2084716506	0.1024429665	-0.030562837	0.0996452337	0.2417567363	0.1145092124	0.0486254945	0.020767806	-0.0609471966	-0.0512001755	0.0944442764	0.1441233256	0.1366388261	0.124451232	0.1079800393	0.0877921846	0.0	0.0211273	0.01872036	0.0003504518785296	0.00044636280529	-0.0255709	-0.03190485	0.0010179194535224	0.00065387092681	0.0426953	-3.320000000000406e-05	1.1022400000002696e-09	0.0018228886420899	0.00166817	0.00054106	2.9274592360000013e-07	2.7827911489000004e-06	6.79514e-05	0.0004454934	1.9846436944356e-07	4.6173927619600005e-09	0.000568681	0.0004101	3.233980797610001e-07	1.6818201000000005e-07
4685.751482617824	-23.55123642379931	554.6607370896913	21956266.956855137	8953.694371911864	-49.164460087453335	2417.144135690792	80168642.9056062	4260.578460362476	-15.39049407220864	18152528.816904686	236.86730778668928	4399.267283634031	8504.28490357167	1.111542	36.60479	0.128466335	0.0608174	-0.0227244831	0.0713653908	0.0266943955	-0.1914939489	-0.04794324	0.1626709488	-0.0039411374	-0.0403842411	0.0855422088	-0.1515851927	-0.1802429734	-0.2542864827	0.1118261228	-0.2196248376	-0.042591681	0.0381512682	0.0726573685	0.0816830512	-0.0703763721	-0.221356399	-0.0342948001	-0.0357324363	-0.1571464959	-0.0186478491	0.0301389606	0.0634824645	-0.1158065316	0.1036899394	-0.1328242562	0.0460433418	-0.0897728074	0.1155098632	-0.0125192815	0.1126118258	0.0107910416	0.0906089988	-0.1403540429	-0.1319392907	0.0471299958	-0.0055861354	0.038001474	0.1706831141	-0.2055193782	-0.0776924354	0.1143557799	-0.0288558575	0.0337230006	0.0670703159	-0.0849558398	-0.2033101995	0.052381711	-0.1207786043	0.028944225	0.2163892811	-0.0010769324	-0.1154021035	0.0932940957	-0.0312306593	0.0405397021	-0.0738052031	0.1114748227	0.013054687	0.1808449688	0.0012752907	0.0124556091	0.1513404945	-0.0509011348	-0.1312152785	-0.1033150447	0.0463411092	-0.0645009919	0.1100456197	-0.0841425565	-0.0244461196	-0.0942113929	-0.0271361131	0.2255873048	-0.0713201375	-0.1195557562	0.0631239996	0.0258789364	-0.0905895404	0.0943551405	-0.2048588099	0.1431261759	0.1327324313	0.1159649805	0.0936289832	0.0667969964	0.0	0.0153614	-0.0057659	3.324560281000001e-05	0.00023597260996	0.00236063	0.02793153	0.0007801703681409	5.5725739969e-06	-0.00398128	-0.0466765799999999	0.0021787031204963	1.58505904384e-05	0.00129873	-0.00036944	1.3648591360000013e-07	1.6866996128999998e-06	9.16769e-05	2.37255e-05	5.6289935025e-10	8.40465399361e-09	0.0	-0.000568681	0.0	3.233980797610001e-07
4675.373182257466	-10.37830036035757	107.70911836979808	21859114.39337231	8875.485435182685	-78.20893672917919	6116.637784308753	78774241.71013997	4251.2607110336085	-9.317749328867649	18073217.63317798	86.82045255561351	4386.260811468013	8411.277624863455	1.06438	35.051689	0.058263156	0.0312263	-0.0431198993	0.1722903014	-0.1586585662	0.0172823815	0.0449934571	-0.0434640901	-0.1744652347	-0.0086710071	0.1373464623	0.096814151	-0.0050151283	-0.1517758233	-0.0727762917	-0.1944530609	-0.0470431031	-0.0761828536	0.0702188313	-0.0156522325	0.2197044352	0.1116326883	0.0631727657	0.0011808139	0.0345341774	-0.1132911853	0.0051496984	0.0013073783	0.1332575493	-0.0696922298	-0.0724034034	0.1362287318	-0.1506031174	-0.0351539934	0.0683213005	-0.0410183965	-0.1101737901	-0.0215035366	0.1020281806	-0.0065040027	-0.0181443448	0.1607376049	0.0590017956	0.2530519624	0.0340840946	0.1514487241	-0.0001320414	0.0097859499	-0.1338087693	-0.1280375646	-0.1118427625	0.0085728432	0.012107089	0.0773534502	-0.2231630648	-0.0474636364	-0.0400568332	-0.0394213013	-0.0455942329	0.1443886057	-0.0383449027	0.0320718036	-0.1301023776	-0.0772100604	0.1411103861	-0.0756340152	-0.0018501634	0.0071803018	0.1104079888	-0.0329245911	0.2609913196	-0.0073667793	0.0371322666	0.0770076844	0.0376012576	0.0623381153	-0.2359774764	0.2119113358	-0.0472769435	0.0785031717	-0.0027490486	0.1640714555	0.0814543516	0.0047201748	0.1096500364	-0.0058441016	0.1419657166	0.1282204088	0.1062887712	0.0775710461	0.0439007383	0.0	0.0160876	0.0007261999999999	5.273664399999996e-07	0.00025881087376	0.0072774	0.00491677	2.41746272329e-05	5.296055076e-05	-0.000701149	0.003280131	1.0759259377161005e-05	4.916099202009999e-07	0.00173376	0.00043503	1.8925110090000009e-07	3.0059237376e-06	0.000324671	0.0002329941	5.4286250634810014e-08	1.0541125824100001e-07	0.000318777	0.000318777	1.0161877572900001e-07	1.0161877572900001e-07
4698.569440899572	23.19625864210593	538.0664149914741	22076554.79095532	8975.917509015822	100.43207383313712	10086.601454424705	80567095.1286568	4272.377589234518	21.116878200909923	18253210.264993355	445.9225449520647	4410.190364505271	8493.80744906519	1.168195	38.470467	0.0519100359999999	0.0293466	-0.093149235	-0.1438757018	0.008569371	-0.1782479859	-0.0948615753	0.0886124254	0.0672487442	0.106349559	0.079731993	-0.1270445687	0.068851731	-0.161510661	0.1140543746	-0.0768763695	0.1306416062	-0.120186007	0.0404179283	-0.007236506	-0.1057923834	-0.1053639117	-0.167735309	0.1239277098	-0.0570923104	0.2428814111	0.0644685248	-0.2177055617	0.019958168	-0.0560672598	-0.0383614593	-0.0052628456	-0.0146517229	0.1921689795	0.1337065172	-0.2378162026	-0.0214280707	-0.1937134897	-0.0331078588	-0.1291256292	-0.1295466088	-0.0911536525	0.0565886417	0.0084433007	0.0064728102	0.249894789	0.157961409	-0.0410876418	0.0156220919	0.0758803732	0.0416145745	0.002205736	0.0480732081	-0.0500908451	0.119206168	0.1274845721	0.1453344768	0.0376760834	-0.0094343556	-0.2954603445	-0.1075449131	0.2076427352	-0.0367747431	-0.0163417473	-0.0463082229	-0.0231393723	-0.0070877349	0.1739631856	-0.1347733433	0.1339501633	0.1304886333	-0.3043269127	-0.0650426402	0.1164344483	0.0389819343	0.0276017005	-0.0343504149	0.1700205054	-0.0139537352	-0.0660430501	-0.1698802705	-0.0568283437	-0.0777622492	0.030287325	-0.076631568	-0.1934946787	0.1406432718	0.123123346	0.0955218954	0.0600989683	0.0197550473	0.0	0.0191397	0.0030520999999999	9.315314409999991e-06	0.0003663281160899	-0.000145257	-0.007422657	5.5095836939649e-05	2.1099596049000003e-08	0.00985613	0.010557279	0.0001114561398838	9.71432985769e-05	0.00135287	-0.00038089	1.4507719210000005e-07	1.8302572369e-06	0.000104644	-0.000220027	4.8411880729000016e-08	1.0950366736e-08	0.000302134	-1.6642999999999996e-05	9.1284953956e-08	2.7698944899999987e-10
