global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02
5397.743379159237	n/a	29135633.58725737	n/a	12157.186291064578	n/a	n/a	147797178.5156485	5197.523172632335	n/a	27014247.130050097	n/a	5452.590509536292	8661.23487098032	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0884437	n/a	n/a	0.00782228806969	-0.0477069	n/a	0.00227594830761	n/a	0.0646996	n/a	n/a	0.0041860382401599	-0.00282499	n/a	7.980568500099999e-06	n/a	-0.00311037	n/a	n/a	9.674401536899998e-06	0.0008469769999999	n/a	n/a	7.173700385288306e-07	0.0	0.0	0.0
5390.784568285177	-6.958810874059964	29060558.2616616	48.42504878093519	12139.851321654332	-17.33496941024532	300.501164454141	147375990.11187243	5196.783526586416	-0.7396460459194714	27006559.022199947	0.5470762732443087	5449.67770418965	8614.600490436525	1.315866	37.575687	0.0794771	0.0345514	-0.0963077566	-0.0712798947	-0.0405290595	0.0435817178	-0.0929934709	-0.0932374396	0.0061434178	-0.0978754364	0.047175075	-0.1187401324	0.0816000473	-0.1347320399	0.0420038483	0.0627978424	-0.1287436067	0.0242415891	-0.0357138067	0.051259365	-0.0626099768	0.1814500121	-0.0997363498	0.0017463747	-0.001269629	0.0957051127	-0.2044338041	0.046570043	-0.0717494043	-0.0835858714	0.0038700119	0.0540576309	-0.1665621027	0.0476164183	0.085099272	-0.023244592	-0.0199672086	0.0701234221	0.0148654142	0.0565213816	-0.0669528093	-0.0437924527	0.0136230503	0.1035257221	-0.1401369919	-0.0202615899	-0.0779616445	0.1723887142	0.0842619033	-0.0814649806	0.1913662738	0.0138621629	-0.061357623	0.0284151911	-0.160231626	0.0089930723	-0.1171594371	0.0224235336	-0.1018445188	0.0122765747	-0.1829476003	0.0509006234	-0.0158405764	-0.0346116911	0.0929087778	0.0440030913	-0.1192925576	0.091182289	0.0314521342	-0.084927843	-0.0292085567	0.0749159186	0.0078954046	-0.0791743384	-0.0126579474	-0.0920504141	0.083264984	0.0327324788	-0.091616405	-0.0206544094	-0.0355673664	0.1466261977	0.1465634515	0.1464588945	0.1463125564	0.1461244791	0.0	0.0717553	-0.0166884	0.00027850269456	0.0051488230780899	-0.0359931	0.0117137999999999	0.00129550324761	0.0001372131104399	0.0481464	-0.0165531999999999	0.0002740084302399	0.0023180758329599	-0.00333747	-0.00051248	1.11387060009e-05	2.6263575040000005e-07	-0.00303567	7.470000000000003e-05	5.580090000000004e-09	9.2152923489e-06	0.000950231	0.000103254	1.0661388516020642e-08	9.02938953361e-07	0.0	0.0	0.0
5390.108984973889	-0.6755833112874825	29053274.869896248	0.4564128104901594	12170.56731691336	30.715995259028205	943.4723647526432	148122708.8155197	5201.894772799745	5.111246213328741	27059709.227281302	26.124837853267397	5460.046761852401	8612.286230426946	1.27331	36.360462	0.09354985	0.0621524	0.1364357941	0.0025438849	0.026052352	-0.0126304624	0.017199211	0.1515080642	-0.0558533122	0.0490558931	0.0420267155	-0.0082033839	-0.1760694915	0.0340992661	0.1271783604	-0.1181255376	-0.0091871049	0.0352565307	-0.0443090118	0.0112101579	0.0233660442	-0.1025848692	-0.009149327	-0.0204085023	0.085950256	0.1138788516	-0.0834850298	-0.0778460393	0.1233284213	0.1885359086	0.1007225345	0.1154397795	-0.2122652153	-0.0934568212	0.0590420474	0.0527780357	-0.086111698	-0.0075237862	0.0824908264	0.0419119914	0.1879205509	-0.1101052721	-0.0366609836	0.0376199896	0.1276212158	-0.0417644122	0.1016278819	-0.0961366019	-0.1087867968	0.0221670242	-0.0483018852	0.0114209763	0.0093605804	-0.1239681486	-0.0330684698	0.1552045606	-0.0177862132	0.1693595767	0.0016892809	-0.0494652859	0.0469143526	-0.0216375715	0.0788743448	0.100991623	0.1594274191	-0.1007816672	-0.222032348	-0.0341095509	-0.0864626147	-0.026110588	-0.0655292663	0.0547977505	-0.0813356085	-0.0733967829	0.1588195379	-0.0021042821	-0.0857744404	-0.0267479045	0.0686450278	-0.0689189078	-0.0662386243	0.1464588945	0.1458947161	0.1449560281	0.14364524	0.1419657166	0.0	0.0677978	-0.0039574999999999	1.566180624999991e-05	0.00459654168484	-0.0360609	-6.77999999999998e-05	0.00130038850881	4.5968399999999736e-09	0.0996365	0.0514901	0.00265123039801	0.00992743213225	-0.00378964	-0.00045217	1.43613713296e-05	2.044577089e-07	-0.00316794	-0.00013227	1.749535290000008e-08	1.00358438436e-05	0.00112648	0.000176249	3.106371000100002e-08	1.2689571904e-06	0.0	0.0	0.0
5379.243933855515	-10.86505111837414	28936265.29992136	118.04933580488316	12142.24729970427	-28.32001720909102	802.0233747232115	147434169.4871756	5196.173627431442	-5.721145368303041	27000220.366414025	32.731504325255344	5453.11347394264	8589.340919575916	1.15588	33.00716	0.0861847	0.0677682	-0.0169895445	0.1322239122	0.0850160077	-0.012665687	0.0253331782	-0.0699442988	-0.0497765994	0.1171687826	-0.0671859749	0.1151418932	-0.059594877	-0.0183716431	-0.1576581039	0.0003849894	-0.1069967439	0.0317354274	0.0134354886	-0.0502417656	-0.0547904315	-0.0578978911	-0.0394884259	-0.0253683625	0.0248767532	-0.0483278777	-0.0010446614	0.0322147137	0.0270713513	0.0923244773	-0.1561584986	-0.0136100061	0.1553359407	0.0624399428	0.0910837731	0.042185259	-0.126255963	-0.2376391324	-0.0236290209	0.0425604912	-0.1254920028	0.1033748062	-0.0536992136	0.0504057983	0.0216863413	0.1346585647	0.0159744679	0.0275684923	0.0286895941	0.0131780623	0.073229377	0.0145465535	0.0855941891	0.0809547367	0.0871298498	-0.0275128071	0.0257971628	0.0370824412	-0.0237987263	0.0128736162	-0.003037566	0.0178580322	0.2285519124	0.0595333385	-0.2016144361	0.0439123839	0.0422151419	-0.0620254363	-0.0287734701	-0.0856799801	-0.1906424111	-0.0806049001	0.0678012453	0.0984432179	-0.0502990225	0.0428607422	0.0388641507	-0.1004475508	0.0181190481	0.1473440119	0.0062269616	0.1461244791	0.1445602966	0.1419657166	0.1383592329	0.1337665517	0.0	0.0732137	0.0054159	2.9331972810000013e-05	0.00536024586769	-0.0359444	0.0001164999999999	0.00129199989136	1.3572249999999662e-08	0.0934347	-0.0062018	3.846232324000009e-05	0.0087300431640899	-0.00253457	0.00125507	6.424045084899999e-06	1.5752007049000002e-06	-0.00296984	0.0001981	3.9243610000000045e-08	8.8199496256e-06	0.00116232	3.584000000000009e-05	1.2845056000000062e-09	1.3509877824000003e-06	0.0	0.0	0.0
5370.442053275833	-8.801880579681892	28841647.847593542	77.47310173898124	12084.227325988611	-58.019973715658125	3366.31734996566	146028550.06616986	5198.659090003189	2.485462571747121	27026056.334072784	6.177524195555812	5457.125529667453	8526.246161241692	1.195752	34.145718	0.1116367	0.0575178	-0.1126425295	-0.0566538698	-0.0377904958	-0.2143075569	0.1623013686	-0.0413983806	0.103158487	0.0546004102	0.0876973515	0.1282818398	0.0246702648	-0.061044088	0.0578113713	-0.139535981	0.0136592928	0.0147741414	-0.1068877469	0.0833884445	0.1131450124	-0.0654121541	-0.097230266	0.0533390216	-0.0530324397	-0.1549910834	-0.0740275595	0.0397072146	0.019799462	-0.0441951704	-0.0583041198	-0.1707017442	0.1295202201	0.0732148705	-0.1505787555	0.0848521724	-0.0409935343	-0.0668221534	-0.0731246504	0.0497016687	-0.1822808043	0.1107780753	0.1754077886	0.0102897908	0.0560573813	-0.1153707683	0.0770483957	-0.1033844478	-0.1588917958	0.1012462697	-0.0123143079	0.0282970685	0.0836108152	-0.0487978494	-0.1028504556	-0.14192811	0.0724104583	-0.0409439469	0.0566320469	-0.1132256766	-0.0608500681	0.0246490873	0.0269049763	0.0134244785	-0.2511095908	-0.0244295788	0.1312828985	-0.0078786078	-0.0555196669	0.1399363488	-0.0338582312	-0.0155685606	0.0634654405	0.0811518958	-0.0318751298	0.0070365553	0.130068981	0.1623432393	0.2380489929	-0.1547312129	0.1351525695	0.145623333	0.1425662815	0.1375186448	0.1305509005	0.121760336	0.0	0.0591328	-0.0140809	0.00019827174481	0.0034966880358399	-0.0322624	0.003682	0.0010408624537599	1.3557124000000034e-05	0.123655	0.0302203	0.00091326653209	0.015290559025	-0.00235704	0.0001775299999999	5.5556375616e-06	3.1516900899999993e-08	-0.00204459	0.0009252499999999	8.560875624999998e-07	4.1803482681000005e-06	0.00133261	0.0001702899999999	2.899868409999993e-08	1.7758494120999998e-06	0.0	0.0	0.0
5374.734983119442	4.292929843609272	28887776.138767958	18.42924664215113	12097.429896808222	13.202570819610628	174.30787624683404	146347810.1081894	5192.560534518495	-6.098555484693861	26962684.904639	37.19237899988958	5450.755283385376	8516.27867258847	1.255636	35.85577	0.0674155	0.0334881	0.129636742	-0.1107615312	0.0950953282	-0.107831938	0.1324230111	0.0505880431	-0.0056584758	0.0311279853	0.1547012676	0.0473191122	0.0763042678	0.0478349897	-0.2274283253	-0.0656180723	0.1625978837	-0.1629727823	-0.0824368331	-0.1723556084	0.0285773282	0.0278712851	0.2143318221	0.146658632	-0.0357375035	0.0356206961	0.0658918936	0.0652398491	-0.0957630958	0.001939355	0.0500689907	0.0580367733	0.116100535	-0.0373089986	-0.1421320748	-0.0142653268	0.1567048766	-0.038524296	0.0942899499	-0.012257473	0.0060459135	-0.0614682399	-0.0484655515	-0.0229788133	-0.0394114662	0.0247799984	-0.0269896682	0.07060735	-0.0863679481	0.0729475186	-0.2102655756	-0.1409398053	0.0395949869	0.0918978463	0.0178945495	0.1236284103	-0.0293093413	-0.2473708422	0.0854253352	0.0583048203	0.0414723444	0.0452267507	0.012091429	-0.0027797163	0.1120646702	-0.0198831817	0.1404658414	0.0301669737	0.0758715645	0.1402811648	0.0377760293	0.0580631104	-0.0532695346	0.1130252158	-0.0027550559	-0.0427270553	-0.0506781517	-0.0700405256	-0.0839003145	0.0648222633	-0.0079865236	0.1449560281	0.1399217693	0.1316604456	0.1203625908	0.1062887712	0.0	0.0445715	-0.0145613	0.0002120314576899	0.00198661861225	-0.0298865	0.0023758999999999	0.00089320288225	5.644900809999985e-06	0.0993012	-0.0243537999999999	0.0005931075744399	0.00986072832144	-0.0028048	-0.00044776	7.86690304e-06	2.0048901760000013e-07	-0.00196986	7.473000000000028e-05	5.584572900000042e-09	3.8803484196e-06	0.00133261	0.0	0.0	1.7758494120999998e-06	0.0	0.0	0.0
5379.094406340154	4.359423220711506	28934656.63231993	19.00457081727868	12169.510293288831	72.08039648060912	5195.583556801808	148096980.77846283	5189.887313058036	-2.67322146045899	26934930.32224076	7.146112976658495	5448.408449164074	8591.024427649092	1.29013	36.840782	0.14853655	0.064385	-0.0502378988	0.0927841546	0.0701132109	0.0872332763	-0.0076193925	-0.0954873183	-0.0343776806	-0.0604613652	-0.0017093299	0.1496129259	-0.100379815	0.0479378019	-0.016623906	0.0753131711	-0.0019882417	0.0956656034	0.176912047	0.0950150295	0.1550120835	0.0555778536	-0.2244131615	-0.0590313014	0.0938323387	-0.2723833054	0.0719304053	-0.0054408977	0.0046208968	0.0552660841	-0.1430669816	0.1801752661	0.0708473683	-0.1133460889	-0.1205033574	0.0111143878	-0.0665233198	0.0578644109	-0.0236786765	0.0862147247	-0.0540905944	0.0338238089	-0.0175565185	-0.0120943841	-0.0879557798	0.05231158	-0.220556977	-0.1405547147	0.0168437506	-0.0659723516	-0.011392894	0.0487417832	0.0463591616	-0.055124902	0.1135411552	-0.4295691824	0.0669454783	0.1326533507	0.0573859772	-0.0249727983	-0.0718690199	-0.0378392537	0.1888395283	-0.0234744193	0.0229849687	0.1644033021	-0.0020322529	-0.0719098056	-0.150182259	0.0711912527	0.0093381981	0.0450832768	0.0728270416	-0.0016397545	-0.0081680803	-0.028185607	0.0702091768	-0.0503710414	-0.1751472486	0.0358301467	0.0478154908	0.1441233256	0.1366388261	0.124451232	0.1079800393	0.0877921846	0.0	0.0591655	0.014594	0.000212984836	0.00350055639025	-0.011244	0.0186425	0.000126427536	0.00034754280625	0.0469904	-0.0523108	0.00273641979664	0.00220809769216	-0.00348652	-0.0006817199999999	1.21558217104e-05	4.647421583999997e-07	-0.00208245	-0.00011259	1.267650810000002e-08	4.3365980025e-06	0.000867135	-0.0004654749999999	2.1666697562499994e-07	7.51923108225e-07	0.0	0.0	0.0
5367.619040321814	-11.475366018339628	28811334.162025277	131.68402525486388	12063.369963109031	-106.1403301798	11265.769690676963	145524894.8668412	5182.757318837691	-7.129994220344997	26860973.42596565	50.83681758215307	5439.708833448253	8586.675276943537	1.194749	34.117092	0.0744670499999999	0.0365168	-0.1322095537	-0.0606627645	0.062578009	-0.1274213857	0.1289909078	-0.1293481407	0.0269015852	-0.0407190302	0.0532437966	-0.1185649269	-0.0157366734	-0.1575330902	0.0383066135	0.1504660831	-0.0339243118	-0.0364957176	-0.0263400143	-0.0324365669	-0.0718699809	0.1208368386	-0.0855396318	-0.0395265412	-0.0914467738	-0.1038313068	0.0097999395	0.0135788638	-0.1273877036	0.0777743579	0.07802303	0.0165302246	-0.1792443227	0.0069620841	0.1051224007	-0.1038224003	0.209704036	-0.009922579	0.068021214	-0.1828316829	0.1474346889	-0.0428878758	0.0607249972	-0.0673095651	0.1166681184	0.0370378997	-0.0785512232	0.0182747207	0.0784190524	-0.0894240302	0.0438397404	-0.0591021745	0.0616143476	0.0997256465	-0.0533932814	-0.1213257075	-0.0006383334	0.0041441032	-0.0414438081	-0.0676850802	0.0158873439	0.1608953173	-0.1486768891	0.0821767314	0.2073877825	-0.0313961358	-0.0661102502	0.1465653792	0.192110846	-0.0516217197	0.067748089	-0.1086619774	-0.0906014194	0.0425243699	-0.0313796512	0.0124265998	-0.0245929284	0.0161538975	-0.0670970394	0.0425031889	-0.1445170971	0.1431261759	0.1327324313	0.1159649805	0.0936289832	0.0667969964	0.0	0.0677507	0.0085851999999999	7.37056590399999e-05	0.00459015735049	-0.0189417	-0.0076976999999999	0.0003587879988899	5.925458528999998e-05	0.0435345	-0.0034559	1.1943244810000031e-05	0.0018952526902499	-0.00377442	-0.0002879	1.42462463364e-05	8.288641000000014e-08	-0.00242364	-0.0003411899999999	1.1641061609999993e-07	5.8740308496e-06	0.00133261	0.0004654749999999	2.1666697562499994e-07	1.7758494120999998e-06	0.0	0.0	0.0
5377.861058551849	10.242018230034772	28921389.565088414	104.89893742436465	12105.063340370943	41.69337726191225	1738.3377075041412	146532558.47439253	5181.945092873087	-0.8122259646042949	26852554.945551462	0.6597110175773773	5437.407488168862	8588.10387893282	1.286535	36.738125	0.06242405	0.0322213	0.1231011876	0.0622469398	0.0119864582	-0.0513030016	0.028380952	0.1098136093	-0.1466514699	-0.0565621356	-0.0364503957	-0.1562201902	-0.063379979	-0.0258051144	0.1102492678	0.0881511633	0.0805471866	-0.0364634037	0.0274980795	0.2239934811	0.1094543025	-0.1145119765	-0.0098782316	-0.0084470365	0.1260467355	-0.0035835063	0.0760093717	-0.1306866158	-0.0479640042	-0.1236459705	0.0755309868	-0.0307161352	0.1268352679	0.0679937303	0.0677616679	-0.1135852444	0.1071809554	-0.0438409057	0.0439165927	-0.2336743923	0.099092748	-0.0833233821	0.0175580567	-0.2367535656	0.0274528268	-0.1938206653	0.0590337114	0.0481239858	0.0957214913	0.0296826144	-0.1020513858	0.0004163693	-0.0561240162	-0.2496814609	-0.0222071376	-0.0372097115	0.0848935184	0.0806285636	0.106352251	-0.0122691767	0.0050436138	-0.1622121282	-0.1831814847	0.0073810891	-0.0024803409	-0.0227861875	0.175492583	0.0911496272	0.1555892617	-0.0926932735	0.0376040798	-0.0565139957	-0.1590252461	0.0449021397	-0.0544160225	0.0072351874	-0.2717741443	0.1254141006	0.0868421221	-0.0131378385	0.0182764722	0.1419657166	0.1282204088	0.1062887712	0.0775710461	0.0439007383	0.0	0.0660007	-0.00175	3.0625000000000054e-06	0.0043560924004899	-0.0253181	-0.0063764	0.00064100618761	4.065847696000001e-05	0.0618691	0.0183346	0.00033615755716	0.00382778553481	-0.00402114	-0.00024672	1.6169566899600004e-05	6.08707584000001e-08	-0.00254745	-0.00012381	1.5328916100000062e-08	6.489501502500001e-06	0.000983879	-0.0003487309999999	1.2161331036099994e-07	9.68017886641e-07	0.0	0.0	0.0
5389.684094482036	11.82303593018696	29048694.638312645	139.78417860649185	12185.165156111923	80.10181574097987	6416.300885001891	148478249.88172412	5192.755735212054	10.810642338967227	26964712.12557768	116.8699877810708	5444.939162092669	8613.92267554064	1.206591	34.455235	0.04627425	0.0226322	-0.0827522991	0.1311111714	-0.0417216241	0.056944287	-0.1039912071	-0.0713843546	-0.0288568634	0.1174262695	-0.0993025649	-0.0991196619	0.0789855219	0.0438945866	-0.0166929668	0.0166536487	-0.0279660513	0.0155983011	-0.1141814095	-0.1024751565	-0.0577267071	0.0205968581	0.1586146547	-0.0731745275	0.01521111	0.0214957712	0.1859498825	0.0704609136	0.0245726625	-0.0043491499	-0.0846919323	0.0369034495	0.0825479362	0.0796668077	0.1340241137	0.074216132	0.1733715993	0.0535118583	-0.1438599284	0.2476050954	-0.0064855811	-0.0936574767	-0.0525867498	0.0445323976	0.0346229428	0.0429683468	0.0544168676	-0.0784604346	0.0773649911	0.1074691754	0.0253675654	0.0260446746	0.1080270872	0.0663752948	0.0465509258	0.0885868348	-0.0688170598	-0.069961258	-0.0531576952	0.0978421704	0.0748556483	-0.0210321355	0.026178175	-0.1378065457	-0.0107473438	0.0473438841	-0.0501996854	-0.0956028765	0.1678980147	-0.0817092825	0.1393028434	-0.056206425	0.165759121	0.0362045618	0.2363008961	-0.011877356	-0.0016249102	-0.1437240659	0.081780212	-0.0371754464	0.0864331058	0.1406432718	0.123123346	0.0955218954	0.0600989683	0.0197550473	0.0	0.0499593	-0.0160413999999999	0.0002573265139599	0.00249593165649	-0.0253008	1.7300000000001342e-05	0.00064013048064	2.9929000000004643e-10	0.0712481	0.0093789999999999	8.796564099999984e-05	0.0050762917536099	-0.00377442	0.00024672	1.42462463364e-05	6.08707584000001e-08	-0.00240063	0.00014682	2.1556112400000057e-08	5.7630243969e-06	0.00100707	2.3191000000000097e-05	5.378224810000045e-10	1.0141899849000003e-06	0.0	0.0	0.0
