global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	c_comp_cor_12	c_comp_cor_13	c_comp_cor_14	c_comp_cor_15	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	w_comp_cor_45	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2
6308.217766371061	n/a	39793611.387959495	n/a	13403.516926280688	n/a	n/a	179654265.99309292	6062.825381941551	n/a	36757851.61191472	n/a	6337.31889460391	8369.666978937668	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0526632	n/a	n/a	0.00277341263424	-0.0119915	n/a	0.00014379607225	n/a	-0.129399	n/a	n/a	0.0167441012009999	0.00171819	n/a	2.9521768761e-06	n/a	0.00124702	n/a	n/a	1.5550588804e-06	-0.000138868	n/a	n/a	1.9284321424e-08
6233.257304036117	-74.96046233494417	38853496.6183196	5619.070913468583	13024.543359671488	-378.9735666092001	143620.96418849786	169638729.72796267	6031.551802256934	-31.27357968461729	36379617.14330887	978.0367862901072	6302.620074619636	8023.81500455695	1.388574	46.293163	0.071692093	0.0339073	-0.1133072061	-0.0648952892	0.0943761473	-0.0309364486	0.0256587615	-0.0501728359	0.1866248208	-0.1314226628	0.2199876064	-0.0169291383	-0.2765266162	0.1222778047	-0.2127333442	0.281786365	-0.184716502	0.0135117237	-0.0449328086	0.1913480555	-0.1728768518	0.0442052184	-0.0095835141	0.0106786602	-0.0096645152	0.0995918542	0.0319037309	-0.0239078728	0.0359335881	-0.0010412573	0.1170512164	-0.0683425045	0.0659468083	-0.0238716581	0.0080403136	-0.0061716557	0.0640202168	-0.0198706968	0.2210453991	-0.0436300003	0.0969406174	-0.0610996027	0.1246344988	0.0367972975	-0.0505085353	-0.0165690364	0.0785979297	0.102764088	-0.1246568065	-0.1038743218	0.0901352407	-0.0797125117	-0.0031643211	-0.0316784201	-0.0981200024	0.0935033165	-0.2089868279	-0.0394477137	-0.1855550775	0.0481728603	0.0492238723	0.0438611726	-0.0697143001	0.0182667516	0.0157265884	0.0042344986	0.0353373432	-0.0525261008	-0.0675738026	0.100412632	-0.0172206125	0.0790223589	-0.0648627609	-0.0506647351	0.0592612584	-0.0454126369	0.079325657	-0.0548791902	0.0390931277	-0.0634756848	0.0327207802	-0.0051980141	0.1170011431	-0.1051117877	0.0931677451	-0.1540008128	0.0210060028	-0.1361937086	0.0513874234	-0.1864307717	-0.0176380262	0.0627298812	0.0348205804	-0.089489758	0.0713009971	0.1202988305	0.0676436432	0.1273206233	-0.0744267872	-0.1300847386	0.1202277781	0.0543910052	-0.1661922456	0.1521855857	0.0335971783	0.0407022958	-0.0307742416	-0.0502841482	-0.016294412	0.0898689141	0.0880190116	-0.0975812002	-0.0371939193	-0.0294256094	0.047544259	0.1240256802	0.1239985182	0.1239532527	0.1238898902	0.1238084399	0.0	-0.0578019	-0.0051387	2.640623769000003e-05	0.00334105964361	0.000506243	0.012497743	2.56281975049e-07	0.000156193580094	-0.150932	-0.021533	0.000463670089	0.022780468624	0.00121152	-0.00050667	1.4677807104e-06	2.567144889000001e-07	0.00124702	0.0	0.0	1.5550588804e-06	-0.000282651	-0.0001437829999999	2.067355108899999e-08	7.989158780099998e-08
6229.006802046346	-4.250501989770783	38800525.739939645	18.06676716504538	12964.305703887016	-60.237655784472736	3628.5751744086215	168073222.3838374	6046.448050816894	14.896248559959531	36559534.03122741	221.8982211600964	6315.131003142159	8057.598816838896	1.300876	43.369434	0.1060877929999999	0.063826	0.0875056622	0.105943327	0.1576955004	0.0403752447	0.0346042772	0.0323475704	0.0681760115	0.0023097626	0.0178649709	-0.0891041317	-0.2587148581	-0.0035195767	-0.0628737412	0.2258442561	0.1832515478	-0.0270957964	-0.0655998746	0.1395803139	-0.037707256	0.048398356	0.0483954331	0.0121661403	-0.1735240666	-0.0224196136	-0.1066282168	-0.0595152215	0.0329265004	-0.0138818933	-0.1077673773	-0.031896219	0.105303501	0.0448021478	0.0464108487	0.0973234527	0.0833708627	-0.1148613718	-0.0426833977	-0.039650303	0.0191652896	-0.0802733633	0.0109983732	-0.0260435825	-0.0101913423	0.0985312427	0.0930617872	0.0178217563	-0.1411315286	-0.1057772256	-0.1592948057	-0.0491882447	-0.0862000303	-0.1179083537	0.0432029344	-0.0070031098	-0.1179271255	0.0180869594	0.1028527352	0.0095524712	0.0698192132	-0.1153899752	-0.1790719696	-0.0378481637	0.0456713902	0.0164012348	0.0317431382	0.0307101357	-0.0080498423	0.2004134244	-0.045825555	-0.0078367962	-0.0212940873	0.1457331154	-0.0358007019	-0.033848686	-0.0932790296	-0.0115107415	-0.0680168262	-0.0355166798	0.1007476185	0.0181867307	0.0933663606	-0.0040711126	-0.0033618459	-0.1158957753	0.0608676364	0.0931415359	0.0413575967	-0.0135450538	0.0208315439	0.0264268896	0.1023829824	-0.1923042302	-0.0230232273	0.0092143437	0.1965250715	-0.0365675606	-0.0247373429	-0.1394425167	-0.0548853483	-0.087848187	-0.0594262555	0.0397305088	-0.0818017734	0.0020316868	0.1265061149	0.064240244	-0.0265305467	0.1320418867	-0.0145375003	-0.0082669491	0.0279755992	0.0698071992	-0.1026697839	0.1239532527	0.1237089139	0.1233020394	0.1227331636	0.1220030341	0.0	-0.0651204	-0.0073184999999999	5.356044224999988e-05	0.0042406664961599	-0.0129712	-0.013477443	0.00016825202944	0.0001816414698182	-0.0936235	0.0573085	0.00328426417225	0.00876535975225	0.00118165	-2.9869999999999983e-05	1.3962967225e-06	8.922168999999991e-10	0.00084473	-0.0004022899999999	1.6183724409999992e-07	7.135687729000001e-07	-0.000410158	-0.000127507	1.6258035049000003e-08	1.6822958496399998e-07
6229.190878567829	0.1840765214828934	38802819.00163264	0.0338841657612421	12906.373509867117	-57.932194019898816	3356.1391039592	166574477.17619964	6031.969495177004	-14.478555639889237	36384655.99074592	209.6285734173684	6294.31720993539	7945.316462068207	1.169066	38.975075	0.0695916499999999	0.0494162	-0.0350758754	-0.0425371385	0.1277851906	0.0286395576	0.0849994952	-0.0534131688	0.043838279	-0.0608983158	0.1106970337	0.0862503396	-0.140504327	0.0257131397	-0.0179262666	-0.05947867	0.0972366305	-0.1122952455	-0.0922259941	0.081342671	0.1595494874	-0.02268776	0.0338999371	-0.0764447715	0.0927191147	0.1359269507	0.0426771632	-0.0502974011	-0.1058075531	0.0224062754	0.0009232053	0.0122913112	-0.0388156042	-0.0351910108	-0.1918347789	0.0902702039	0.023593861	0.2250224253	-0.0373004706	-0.0204514198	-0.1318912302	-0.1197724516	-0.0149229842	-0.0764126319	0.1149046818	0.0595491312	-0.2348620965	-0.0823779044	-0.0764341153	0.0776715488	-0.022299844	0.1158778349	-0.2041577634	-0.0755223172	0.0471874719	0.0753113009	0.0730759271	-0.1551847961	-0.0204360101	-0.0381656576	-0.0984825072	0.14209119	-0.0109272917	0.0554294278	-0.1190424378	-0.0689766893	0.0890924522	0.0369621436	-0.0924243241	-0.0329474864	0.0813339276	0.1609087152	-0.1061731523	-0.0531241363	0.0178606396	0.0765121489	0.0522082257	0.0544977418	0.0424964253	-0.0018401741	-0.1529517351	-0.1004042894	0.0646017882	-0.1342421827	0.0299419788	0.1867150063	0.0602859079	0.2375532052	0.0904577209	-0.050897539	-0.034868055	-0.0344811643	0.0105626399	0.1400755889	0.0844193799	-0.1494829935	0.1505417957	0.0429895239	0.026540598	-0.0504879443	-0.1523182834	0.0791326415	0.1144780983	-0.083373772	0.0992684365	-0.0536795451	-0.1625782943	0.0046076157	0.1233065433	0.0664845575	-0.1054868057	-0.1670259183	0.0530260003	0.0634668418	-0.0348867534	0.1238084399	0.1231303817	0.1220030341	0.1204305106	0.1184185493	0.0	-0.0570149	0.0081054999999999	6.569913024999991e-05	0.00325069882201	-0.0157553	-0.0027840999999999	0.00024822947809	7.751212809999997e-06	-0.078489	0.0151344999999999	0.0002290530902499	0.006160523121	0.000357167	-0.000824483	1.27568265889e-07	6.79772217289e-07	0.000891597	4.686700000000002e-05	2.196515689000002e-09	7.949452104090001e-07	-0.000410159	-1.000000000015745e-09	1.0000000000314906e-18	1.68230405281e-07
6224.2841440838	-4.906734484028675	38741713.10629301	24.076043296756147	12940.217324071098	33.84381420398131	1145.403759873607	167449224.39418975	6027.804186004911	-4.165309172093657	36334423.304818325	17.34980049912755	6289.090675707165	8071.741374209839	1.220758	40.69841	0.08694625	0.0367684	0.1198850756	-0.0495065202	-0.0548222004	-0.0252465233	0.0600253276	7.64571e-05	0.0605110819	0.1400007035	0.0443412994	0.198377233	0.0264154651	0.108892047	-0.0280030511	0.0664366529	-0.0659599581	0.1111231828	0.0926463684	0.0057128196	0.0888653327	0.0380955715	0.0746584181	0.0359574839	-0.105004263	0.0373323036	-0.0370294495	0.0440838109	-0.0551273285	-0.0124818807	0.0926333539	-0.0875149692	0.0291725179	0.0557387719	0.0031257318	0.1569458695	-0.0300363638	0.0455392101	0.026752501	0.1225876587	-0.0108894104	0.0151767931	0.0312751069	-0.1507939686	0.0106886546	-0.0946480218	0.1012526092	0.0628138177	0.0993003278	-0.1538485647	-0.0741128329	-0.1163444226	-0.0593313739	-0.0089314297	-0.0452897857	-0.0519334412	-0.0429026816	-0.0450704161	-0.0965795978	-0.0676530264	-0.0363342384	-0.0287774558	0.0153579138	-0.0192898139	0.1656220889	-0.1073292293	-0.1484177657	-0.0063981339	0.1442928728	0.0884962721	-0.0445406649	-0.0397055629	-0.0608743441	0.059949085	-0.1553190836	0.0142238982	0.0729324109	-0.0154759586	0.0681438721	0.0490195264	0.0375144106	-0.0336221806	0.0813498752	0.0760678945	0.0494412769	0.082129413	-0.0948017874	-0.036625909	-0.0034117094	-0.043739306	0.0422909129	-0.0241466311	-0.1638878944	-0.1367804195	-0.0031493158	0.1776402365	-0.0530116875	-0.1311934069	-0.0020490327	-0.0594701758	-0.0006697092	0.0792475398	0.0469763827	0.0868548439	0.04255548	-0.0038225416	-0.1563202054	-0.0702354324	-0.0661171782	-0.0823874742	0.0978105405	0.0988159262	0.114000942	0.0567765502	0.008817764	0.1235913266	0.1222642728	0.1200630614	0.1170034304	0.1131072554	0.0	-0.0449079	0.012107	0.000146579449	0.00201671948241	-0.0230721	-0.0073168	0.00053232179841	5.353556224000003e-05	-0.0546179	0.0238711	0.00056982941521	0.00298311500041	0.000790049	0.000432882	6.24177422401e-07	1.8738682592400006e-07	0.00067438	-0.000217217	4.718322508900002e-08	4.547883844000001e-07	-0.000187231	0.000222928	4.9696893184e-08	3.5055447361e-08
6227.972904566876	3.688760483076294	38787646.50001918	13.606953901505252	12863.062823683023	-77.15450038807467	5952.816930133414	165458385.20601627	6030.528611630178	2.724425625267031	36367275.3356902	7.422494987611653	6292.305372298909	7959.818240030443	1.310055	43.675472	0.09647575	0.0506099	-0.0884438586	0.0055732259	-0.0112550965	-0.1347160684	-0.0235467851	0.0199598855	0.1116382586	-0.0520723864	0.1324124738	-0.0808594659	0.001198712	0.0436156722	-0.0019168787	-0.1903696682	-0.0445226285	-0.0809010353	-0.0280688968	-0.1139727404	-0.0832921726	-0.1004510591	-0.0891632364	0.0328110615	-0.0687078219	-0.0286007392	0.1384691889	-0.0109383475	0.1421919724	-0.0952846977	-0.185849847	0.0411723641	-0.0238605202	0.0046341416	0.0200500782	-0.0261601225	0.0323884026	-0.0897007649	0.0417723262	-0.0499170099	-0.1656869242	-0.0469566688	0.0607708406	0.1392444708	-0.0077698444	0.1000535676	0.0411489668	-0.1331795	-0.0376627466	0.0891544328	0.1237932436	-0.0317068347	-0.0592842923	-0.0543217086	0.1738185163	0.0309742281	0.0301734096	-0.0162188713	-0.066293585	0.0103685346	0.1533818659	-0.018170045	0.0322793126	-0.0430290124	0.0891071083	-0.0420413705	0.0010428654	0.0897354174	-0.0389128125	0.0158471997	-0.0632029465	-0.0093520729	0.0072944892	-0.095154067	0.0526382628	-0.1236256309	-0.2145074811	0.1190080932	-0.1325840626	-0.0466604974	0.0061623698	0.0713375122	0.0048024126	-0.0361731551	-0.041235836	-0.1133336667	-0.1168680067	0.081011357	0.1053808379	0.0109587732	-0.0686679498	-0.0293911562	0.0985517196	0.0787450375	-0.0026300288	-0.0703120435	0.0045240239	0.1150532935	-0.1027792874	0.0218919046	-0.1995532897	-0.1171215667	0.0032871771	0.1160827097	0.0293790104	-0.0653521941	0.1000632263	-0.0670249571	0.0090146261	-0.0323944761	0.1063662117	0.02175696	-0.0202316001	0.0638915944	-0.0160557489	0.1233020394	0.1211126101	0.1174923133	0.1124839207	0.106146603	0.0	-0.0577726	-0.0128647	0.00016550050609	0.00333767331076	-0.0623592	-0.0392870999999999	0.0038886698246399	0.0015434762264099	-0.0784676	-0.0238497	0.00056880819009	0.00615716424976	0.000834435	4.438599999999999e-05	6.962817692250001e-07	1.970116995999999e-09	0.000842794	0.0001684139999999	2.8363275395999992e-08	7.103017264360001e-07	-0.000383916	-0.000196685	3.8684989225e-08	1.47391495056e-07
6226.71644350268	-1.2564610641966285	38771997.66778666	1.5786944058421235	12868.693334386917	5.630510703893378	31.70265078665791	165603268.13449427	6044.712897897056	14.184286266878187	36538554.018003024	201.1939769007492	6304.514465406572	8013.752558825647	1.215222	40.51384	0.0964854	0.0486084	0.080446081	-0.0206420114	-0.0468460689	0.003325935	-0.0113853821	0.0129183115	-0.0225103456	0.1329302763	-0.0636474292	-0.1032926442	0.1313192059	-0.0810240371	-0.0354556914	0.107623397	-0.0369718832	0.0411760434	0.1371539859	0.0442990526	-0.0329577835	-0.1231560393	-0.1714339134	0.0721982749	-0.0889372534	-0.0601473586	-0.1734946853	-0.0232874988	-0.1572604089	0.075104915	0.0448468674	-0.1313628277	0.021127696	0.06218415	-0.0243110793	-0.1082429897	-0.0657211144	-0.0600718667	0.0622866764	0.0364727324	-0.0605647538	-0.0132916804	-0.240203885	0.0082460331	0.0255708934	0.0108764591	-0.0655900096	0.0660624315	-0.0467832346	0.0142301763	-0.0127160208	0.2042996919	0.0356837929	0.0724949585	-0.1058057968	0.0457128718	0.0441748981	0.0578435196	-0.0069161771	-0.0322846642	-0.0695269266	0.0250944346	-0.000924885	0.0467972072	0.0123319837	0.1978353392	-0.0189475	0.0391279841	-0.143540131	0.0731896575	-0.0760774649	-0.0993759107	0.0145019117	0.1500008762	-0.0931961855	0.1001541475	0.0989709231	-0.0530655756	0.1189458046	-0.0834992704	-0.0412177122	0.0387701363	-0.1220645188	-0.0286889211	0.096757814	-0.1255568733	0.0494690031	0.0565407777	-0.0067929512	0.2260051491	0.0341601204	-0.068275201	-0.0242873264	0.0578562628	-0.0040889515	-0.0738405929	-0.0229024567	-0.0023275575	0.1510298495	-0.0048026818	0.071480837	0.1065973821	-0.0324430875	-0.0300927077	-0.0149044988	0.0261869815	-0.0225553877	0.0108093879	-0.0549372964	0.0234224435	-0.0143897031	0.0118092478	-0.0050397603	-0.2668878226	-0.0427900152	0.1229407472	0.1196780832	0.1143042958	0.1069141789	0.0976380941	0.0	-0.053118	0.0046546	2.1665301160000018e-05	0.002821521924	-0.0359073	0.0264518999999999	0.00128933419329	0.0006997030136099	-0.0473724	0.0310951999999999	0.0009669114630399	0.00224414428176	0.000814292	-2.0143000000000027e-05	6.63071461264e-07	4.0574044900000107e-10	0.000435769	-0.000407025	1.65669350625e-07	1.89894621361e-07	-0.00012541	0.000258506	6.6825352036e-08	1.5727668100000002e-08
6223.84156726195	-2.8748762407294635	38736203.85437769	8.264913399510771	12892.02031444572	23.32698005880229	544.1479986637597	166204187.7880811	6035.690416768723	-9.022481128333313	36429558.807073794	81.40516571113073	6294.315416853718	7978.519666535363	1.184834	39.500767	0.0683502	0.030837	-0.0654932392	0.0675991568	-0.0991316858	-0.0386788854	-0.0213717215	-0.0143270364	-0.0241639382	-0.0768989085	-0.1115319742	-0.0291512918	0.09603164	-0.1003478309	-0.053626095	-0.0385110433	0.1458043397	0.0451460339	-0.117794695	0.0158347916	0.0011172588	0.0910752122	0.1285865034	0.041847965	0.0094179513	0.1247897997	0.013899509	-0.1144087316	0.0459703043	-0.1068926674	-0.0498470786	0.1960552294	-0.0236840424	0.0129590623	-0.1062569131	-0.0093608449	0.0735581332	0.1335605406	0.0162174539	0.123465085	0.0057404991	0.1389371561	-0.073617583	0.2499294346	-0.0898863572	-0.079372695	0.0818566456	0.1035648384	0.0257991073	0.1813071747	0.0059381719	0.0177471548	0.0045084648	-0.1433285881	-0.0581191394	-0.0874335816	0.0372217409	0.0448041497	0.0247380033	-0.0922426698	-0.1377026938	-0.1274998997	0.0898161897	0.062744887	-0.0203026494	0.0256904771	0.1567964663	-0.0324052322	0.0305687106	-0.0468043946	-0.0542014931	0.0806711333	-0.0897868641	0.0076020064	0.0952395794	0.014245255	-0.0444723514	0.1289463471	-0.1854260546	0.0716090151	-0.1387338351	-0.0329778519	0.028715049	0.042851494	0.1900009746	0.0900263261	-0.0305295206	-0.0722345433	-0.0976702581	0.1388839104	-0.0013773278	0.1817959095	0.081392845	-0.0126207935	-0.1132509921	-0.1446140654	-0.1720450722	0.0921322395	-0.0427976799	0.0025678476	0.0641265349	-0.0733844384	0.0838793478	0.0477101118	-0.0430127581	-0.0318204082	-0.0766440881	0.136297968	-0.0363187389	-0.0738572026	-0.0639786003	0.021229023	-0.1282343812	0.0292493671	-0.1062204413	0.1225076612	0.1179640426	0.1105157577	0.1003462082	0.0877058019	0.0	-0.0432275	0.0098904999999999	9.782199024999992e-05	0.00186861675625	-0.0175046	0.0184027	0.0003064110211599	0.00033865936729	-0.0414786	0.0058938	3.4736878440000056e-05	0.0017204742579599	0.000551855	-0.000262437	3.04543941025e-07	6.887317896900002e-08	0.000366978	-6.879100000000001e-05	4.732201681000002e-09	1.34672852484e-07	-0.000477446	-0.000352036	1.23929345296e-07	2.2795468291600005e-07
6215.330886604701	-8.510680657249395	38630338.02998238	72.43168524967899	12869.53775911755	-22.48255532816984	505.46529408421793	165625002.13335234	6025.639720136399	-10.050696632323708	36308334.03688546	101.01650279500308	6284.781900448285	7943.295922477456	1.134824	37.8335	0.0697948499999999	0.0318392	0.0435587247	-0.0524599346	-0.1553246778	0.0587762972	0.0869973514	-0.0791030554	0.0104082647	0.0907727335	-0.0884239015	0.0036042242	0.0776332465	-0.0135102953	0.2083639039	-0.021569934	-0.097196061	0.0252310536	-0.1080326013	-0.0387066325	0.0831806306	0.0336550507	0.1073145475	0.0118768076	0.0453525504	0.0026383143	-0.0248593134	-0.1260925816	0.0136440734	-0.1031626387	0.067360232	-0.0579940291	0.0053394075	0.0627685061	-0.0383235379	0.0170153922	0.0582323025	0.0035409753	-0.0677222139	0.0552678392	0.0225437552	-0.0064264251	0.020007547	0.0030366263	-0.0589099782	0.134879882	0.0056158285	-0.0742238888	-0.0170424757	0.0553008536	0.0293276292	-0.1528820946	0.1173547195	-0.0122302803	0.0848431575	-0.0250842007	-0.0211511916	0.2122774184	0.0323033895	0.1595623302	0.0015907231	0.0415736136	-0.0274720057	-0.0455234426	-0.01193061	0.1504285913	-0.0595944323	0.0900355945	0.0198669586	0.0027058137	-0.0181783793	0.1223248582	0.0259335426	0.0550260605	-0.0329497957	0.021933784	0.0424185517	0.0559619408	0.0016288071	-0.0062943196	-0.0235333547	0.1127230231	0.0814758125	0.1064700629	0.0081160954	0.0371566317	-0.0092554248	-0.041024282	0.0592058715	0.0086639007	0.0242327197	-0.0639357996	0.1106734383	0.0059231726	0.098772805	0.033296061	-0.0149053359	-0.072148877	-0.0597498686	0.1275434189	0.0172772988	-0.1777961147	0.0093288234	-0.0378798154	-0.0729891795	0.2258077184	0.0939872146	-0.0383787571	-0.0410860936	0.0188378589	-0.0069100206	0.088469154	-0.1048198992	-0.1105154115	0.0030253224	0.1220030341	0.1159744915	0.106146603	0.092841332	0.0764945617	0.0	-0.0390465	0.004181	1.7480761000000034e-05	0.00152462916225	-0.029101	-0.0115964	0.0008468682009999	0.00013447649296	-0.0292848	0.0121937999999999	0.0001486887584399	0.0008575995110399	0.000325611	-0.0002262439999999	1.0602252332100001e-07	5.118634753599998e-08	0.000684082	0.000317104	1.0055494681600001e-07	4.6796818272400003e-07	-0.000184321	0.000293125	8.592226562499999e-08	3.3974231041e-08
6222.153090743256	6.822204138555208	38715189.08464585	46.5424693081198	12880.964830472369	11.427071354819418	130.5779597481345	165919254.96386606	6024.85992200066	-0.779798135738929	36298937.0797298	0.6080851325019091	6284.141172597332	7960.766606786742	1.101282	36.715248	0.05246182	0.0292895	-0.0535314592	0.0301601824	-0.0716706959	0.1123533988	0.015770791	0.0268187314	-0.0350692645	-0.0890199127	-0.0976289561	-0.0308157933	0.0656161622	0.0723404137	0.1051064006	0.0704855657	0.0889417674	-0.0141963475	-0.0013587723	-0.0960758746	0.0702087122	0.0250866825	0.1500459154	-0.1230154594	-0.0245222711	0.0017177886	0.0452184238	0.1124178666	-0.0180464257	0.0715540594	0.1796678835	0.0322467743	-0.1071824182	-0.0340485052	-0.087916265	-0.0976064324	-0.0614145068	-0.0510110767	0.0062599983	-0.1037185322	0.1387167447	0.169339424	0.0007744654	-0.1565847264	0.1548312939	-0.0034974907	0.021250092	0.0593796476	0.0457231017	-0.1398655275	0.0499868906	-0.023442582	0.0952652762	0.1866809036	0.051987039	-0.0451598683	0.002224943	0.1375625982	0.1057719364	0.0518707867	-0.1295968046	-0.0981758231	0.0156003506	-0.0928694281	-0.0251244404	0.1024864371	0.0119100435	-0.1478792607	0.0563291531	-0.0283933277	0.1166684082	-0.0859816687	-0.026150748	-0.0902226564	0.0885703087	-0.0324779938	0.0773077361	-0.077057041	0.1335338584	0.0698615092	-0.1215890372	-0.02135204	-0.0483285159	0.0543623158	-0.12817122	-0.0379844487	0.0852541573	-0.072412042	-0.1925055763	-0.0255707177	-0.0913115288	-0.0945574498	-0.0692573993	0.0069914161	0.1694025776	0.1765202401	-0.0800085195	-0.072551634	0.1266991127	0.0417928018	0.0107546804	-0.0184925761	-0.1126014125	-0.1554190283	-0.0878411608	0.0636291766	0.027829691	0.1154265033	-0.1131956574	-0.0625635533	0.0265738207	-0.0648201436	-0.1042479756	-0.074132757	0.0661686101	0.1214271607	0.1137140766	0.1012197857	0.0844696213	0.0641678585	0.0	-0.0408916	-0.0018451	3.4043940100000085e-06	0.00167212295056	-0.0216802	0.0074207999999999	0.00047003107204	5.5068272639999975e-05	-0.0325822	-0.0032973999999999	1.0872846759999991e-05	0.0010615997568399	-3.19474e-05	-0.0003575584	1.02063636676e-09	1.2784800941056002e-07	0.000714244	3.016199999999992e-05	9.097462439999951e-10	5.101444915359999e-07	-0.000594571	-0.00041025	1.683050625e-07	3.53514674041e-07
