global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	w_comp_cor_45	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2
6390.591464932988	n/a	n/a	40839659.27167435	11623.22661806024	n/a	135099397.0147841	n/a	5829.120683727027	n/a	n/a	33978647.94545425	5869.305163370687	10889.22892266155	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0986347	n/a	0.00972880404409	n/a	-0.174092	n/a	n/a	0.0303080244639999	-0.370793	n/a	n/a	0.137487448849	-0.00150038	n/a	n/a	2.2511401444e-06	0.00500814	n/a	n/a	2.5081466259600003e-05	-0.00128511	n/a	n/a	1.6515077120999997e-06
6311.679302082133	-78.91216285085466	6227.129445799806	39837295.61233201	11322.16213492797	-301.06448313226974	128191355.4095967	90639.82300370072	5798.3905267400905	-30.73015698693689	944.3425484417862	33621332.700589225	5836.062790871003	10524.503861642526	1.194346	41.667645	0.1431822	0.0760905999999999	-0.0602792792	0.1390012191	-0.054135136	0.1474414682	-0.1924402963	0.1794218916	-0.2563825674	0.0024815254	-0.3387111338	0.0303793252	-0.2451892421	0.2572006826	-0.0765643289	-0.0508856947	0.264873157	-0.1649269628	0.1547670102	0.0440699323	-0.2427125504	0.1165473182	-0.0604123217	0.1311434797	-0.1043879606	0.0154293192	-0.1847031439	0.0785035897	-0.0346188747	0.1349026136	-0.1823174659	0.0071400633	-0.0723760131	0.0548475968	-0.0357147375	0.0354645681	-0.112474336	0.0740705909	-0.0871769959	-0.0444094445	0.0336460521	-0.0079838238	-0.0782249456	0.1180841801	0.0685537084	-0.080624309	-0.0542862685	0.1166130175	-0.1193607297	-0.0119432627	-0.0357270854	-0.0688284254	0.1424063612	0.1273971925	-0.044591667	-0.146607007	0.0621556091	0.1672821683	-0.045952358	-0.0508065917	-0.0448803588	0.0047171698	0.0180334275	0.0045132412	0.1688553504	0.0595063679	-0.2340867194	0.0955021934	-0.0426163904	0.1766383502	-0.1213931603	0.0132470877	-0.1191459906	0.1527093737	-0.0078337254	0.1673360862	-0.1483389122	0.0764139244	-0.0694094324	0.0358285629	-0.0196025332	0.0788952516	-0.061550907	0.108620423	-0.0783766929	0.0608275068	0.0081035802	0.0302147269	-0.1182815051	0.078146886	0.0518924033	-0.0284996907	-0.0470211965	0.1114514699	0.042680842	-0.1200013353	-0.0122935355	0.0728927447	0.0441122398	0.1668399655	-0.0532387359	-0.1443443203	0.1442654738	0.0723448176	-0.1095458397	-0.0148401119	-0.0519057327	0.0141737441	0.0283378364	0.0149535857	0.1240256802	0.1239985182	0.1239532527	0.1238898902	0.1238084399	0.0	-0.0848395	0.0137952	0.0071977407602499	0.00019030754304	-0.14731	0.026782	0.000717275524	0.0217002361	-0.31149	0.0593029999999999	0.0035168458089999	0.0970260201	-0.0013515	0.0001488799999999	2.216525439999997e-08	1.82655225e-06	0.00440881	-0.00059933	3.591964489000004e-07	1.94376056161e-05	-0.00116728	0.0001178299999999	1.3883908899999996e-08	1.3625425984e-06
6287.134033323726	-24.545268758407477	602.470218422454	39528054.35297746	11181.360175277636	-140.80195965033454	125022815.36928472	19825.191841374435	5794.087765076876	-4.302761663214369	18.51375793042728	33571453.02941355	5831.485082384556	10485.612774548415	1.050707	36.656445	0.1744457999999999	0.0939818	-0.0694121464	0.1691752831	-0.0921116801	0.0378417307	-0.1648395646	0.1608894225	-0.077058801	0.1237704758	-0.2127730202	0.0228297874	-0.1123018857	0.2056073967	-0.011384542	-0.0760931797	0.0175569859	-0.0886053963	0.0908748336	0.0084906593	-0.2500322904	0.1147276034	0.0824516492	0.2044951727	-0.2609995426	-0.0177294588	-0.1122325693	-0.0279134049	-0.0646577657	0.0351141375	0.0349315274	0.0048500793	-0.0469227602	-0.0635300693	-0.0694635386	-0.0281747786	-0.0499624766	-0.0613400648	0.0886886722	-0.0228382234	-0.1025785032	0.037405549	0.0688851888	0.1321819753	0.107362855	0.161531683	-0.0595436907	-0.1704780482	-0.0537103279	0.1637284085	-0.0202161919	0.040626995	0.1619513179	-0.0362212908	0.0059763109	0.0324520918	0.0091775626	-0.0257742383	0.0095895168	0.0813178846	-0.0538037273	-0.0219512104	0.0882076836	0.0150057626	0.1008071519	0.0254792454	-0.2272915959	0.0883581646	0.0933861557	0.2292400961	-0.2645678432	-0.0288549617	-0.0889601796	0.0812370354	-0.0455060342	0.0041572203	0.0736786211	0.0132968196	-0.0338435113	-0.0734276304	-0.0560875859	-0.0006752942	-0.0271945379	0.0024864707	0.1512753936	-0.0070912826	-0.0715156714	0.0816945678	-0.1140764028	-0.0647799375	-0.06363806	-0.1397108541	-0.1195531089	-0.0657852813	-0.1118838419	0.0694984989	-0.1973765154	0.1639365425	-0.0250044259	-0.0023867211	-0.0301090304	0.0495277067	-0.0482390292	-0.0070447237	0.0483387721	-0.0133054072	-0.0334719852	-0.0238350841	-0.1181984849	-0.0194825545	0.1239532527	0.1237089139	0.1233020394	0.1227331636	0.1220030341	0.0	-0.0845526	0.0002868999999999	0.00714914216676	8.231160999999582e-08	-0.112518	0.0347919999999999	0.0012104832639999	0.012660300324	-0.231726	0.079764	0.006362295696	0.053696939076	-0.000883919	0.000467581	2.18631991561e-07	7.813127985610001e-07	0.004128	-0.00028081	7.885425610000014e-08	1.7040383999999997e-05	-0.000723613	0.0004436669999999	1.96840406889e-07	5.23615773769e-07
6276.876855301508	-10.257178022217886	105.20970097946962	39399183.05661975	11136.92717444805	-44.43300082958558	124031146.88895944	1974.291562721953	5780.69897641518	-13.3887886616958	179.25966182755397	33416480.655927517	5817.545073616303	10353.766883633809	1.065777	37.182178	0.1360138	0.0737683999999999	-0.095117154	0.0591011219	-0.0756513591	-0.0300765474	-0.1008750232	-0.0147188147	-0.0595121795	0.07184343	-0.1763622301	-0.0061255084	-0.0618553471	0.0651615299	-0.0083995968	-0.0235189978	0.0701964927	-0.0719898729	0.0730891292	0.0246706619	-0.1754840389	0.0122714123	-0.0193486398	0.1510369946	0.0657334652	-0.015955899	-0.130796597	-0.0017293535	0.0620545091	-0.0694876283	0.0130338628	-0.0966768621	0.00338797	0.0836160941	-0.0504388271	0.0611347565	-0.0014700949	-0.0763766994	-0.0905798407	-0.2943917466	-0.0102967722	0.1396769333	-0.0133586677	0.0240901175	0.0008344872	-0.0124629406	0.0743105196	-0.0241119555	-0.0394816099	0.0005105567	0.1010488921	0.0054032342	-0.2612578805	0.0918413759	-0.0048401794	-0.0025692445	-0.135655634	-0.1818289282	-0.0450094378	0.1083433163	0.0549912652	0.0672009139	-0.0158173471	-0.0416218753	0.0816619586	0.0349275357	-0.1719962662	-0.0002766195	-0.0104551817	0.15654968	0.0750145665	-0.0036720545	-0.062803725	0.1079706515	0.0585245775	-0.0728858698	-0.0170781428	-0.0810608613	-0.0367761935	0.1207278406	-0.0685084111	0.0461824659	0.0147731917	-0.012964762	0.0444789733	0.3024690284	-0.0566183941	0.0816173563	0.0118361466	0.0277014956	0.0229580285	-0.0164415357	0.0553202555	-0.063702662	-0.0494737981	-0.0360747243	-0.0026439635	-0.2630848626	-0.0259221264	0.0003749428	0.1140599014	-0.0534502093	-0.1540510214	-0.0850401734	0.1235380056	-0.1095392007	0.0826141772	0.0659445361	-0.0473204562	0.008189724	0.1238084399	0.1231303817	0.1220030341	0.1204305106	0.1184185493	0.0	-0.0577505	0.0268021	0.00333512025025	0.00071835256441	-0.100184	0.012334	0.000152127556	0.0100368338559999	-0.177443	0.054283	0.0029466440889999	0.031486018249	-0.000945062	-6.114299999999994e-05	3.738466448999992e-09	8.931421838439999e-07	0.00352429	-0.0006037099999999	3.644657640999999e-07	1.24206200041e-05	-0.000536572	0.000187041	3.498433568099999e-08	2.879095111840001e-07
6272.073407434363	-4.803447867145223	23.073111412381994	39338904.8282453	11140.33446936424	3.40729491618913	124107052.089305	11.609658645888292	5786.433129999993	5.734153584812702	32.880517334220364	33482808.36796152	5824.382491471067	10307.882475170549	1.004537	35.045685	0.1453827	0.0687652	-0.0931401765	0.0131558347	-0.0548253718	0.0102191752	-0.0661212461	-0.1155007217	-0.035583007	0.0620424556	-0.139553151	-0.1180362971	0.0649348339	0.0081142531	0.0706838062	0.0198616862	0.0584380972	0.0217683666	0.114145175	0.0549133875	-0.1181546076	0.0287014551	0.0095351194	0.0294505176	-0.0153984897	-0.0170392027	0.136003256	-0.201132821	-0.2291979756	-0.2838538935	-0.0212062958	-0.0241714007	0.094818371	0.0607521939	-0.0782213897	-0.1854482939	-0.0246572165	-0.0281395551	-0.0834986286	0.0420888048	-0.025323719	-0.0513779997	-0.0695117412	0.0141475715	0.0577182263	0.2184086741	0.0971150761	0.0943401798	0.1381045583	-0.1225323485	0.0591469586	-0.0291820893	-0.024571079	-0.1378272125	0.111138913	0.1637217775	0.008601085	0.0512262758	0.0154929519	-0.1064441897	0.0644262396	0.0653605936	-0.1360765455	0.0058126906	0.1206591585	0.0646469519	-0.111076199	0.0313554755	0.0165639783	0.0231547504	-0.018325785	0.0120695094	-0.0132502796	-0.1666725826	-0.2879303354	-0.3027916673	-0.0180906692	-0.0202750573	0.0091674748	-0.0023323995	-0.0787117838	-0.1635744408	-0.1833332339	-0.0456195049	-0.050090035	-0.0221590813	-0.0266045319	-0.0319968896	0.0067692547	0.0229254118	-0.1690820839	-0.1495042252	0.0640992618	-0.0566338282	0.159811349	0.0352816976	0.1502346189	-0.0132433782	0.0571204673	-0.1116672587	0.0383873442	0.1868955473	0.0134006608	-0.0138051417	-0.0815368474	0.0842462582	0.0575426594	0.0932272214	0.1294634369	-0.07050637	0.1235913266	0.1222642728	0.1200630614	0.1170034304	0.1131072554	0.0	-0.0629732	-0.0052226999999999	0.0039656239182399	2.7276595289999892e-05	-0.0759838999999999	0.0242001000000001	0.00058564484001	0.0057735530592099	-0.139536	0.0379069999999999	0.0014369406489999	0.0194702952959999	-0.00147385	-0.000528788	2.796167489440001e-07	2.1722338225000004e-06	0.00281449	-0.0007098	5.0381604e-07	7.921353960099999e-06	-0.000214102	0.00032247	1.0398690090000005e-07	4.5839666404e-08
6293.461057684049	21.387650249685976	457.43158320289257	39607652.08458562	11170.363568875422	30.02909951118272	124777022.26085924	901.7468174525144	5812.603255010472	26.17012501047884	684.8754430640902	33786356.600158334	5849.492386804125	10301.271998693486	1.015683	35.434528	0.10009085	0.0498822	-0.096478743	-0.0271831011	-0.0675589773	0.0552066123	0.011266087	-0.1250895217	-0.0347495597	-0.0431548414	-0.0213874045	-0.1413767754	-0.0015713769	0.0310120236	0.0692632961	-0.0275753402	0.0181885971	0.009614268	-0.0091607043	0.0205212459	-0.0498360727	0.0510837173	-0.0684102226	-0.0681455359	-0.0263123204	-0.061411402	-0.022187076	0.0308245436	0.0382965492	-0.0855497805	0.2160009727	0.0138798892	-0.0366881478	-0.0006352045	0.1914132858	-0.0992009601	0.0988545302	0.112052024	0.0438636008	-0.0390947971	0.0674216363	-0.1705306908	0.0158919568	-0.0044022713	-0.0807390537	-0.1198660693	0.0343094196	0.039107267	0.0122805176	0.1012023801	0.0773888377	-0.0178921227	-0.0588698778	-0.1246780128	0.0481717468	-0.0973101157	-0.0091474275	0.0609411259	-0.077303945	0.0072791929	0.0916997486	-0.0174677128	-0.041256929	-0.0327354506	-0.0089590513	0.0235983243	-0.0560770161	0.050197388	-0.0651000011	-0.0647199961	-0.0144132317	-0.0489286149	0.0340638091	0.0402485326	0.0348726047	-0.0936684659	0.1870230891	-0.0373887188	-0.0071893063	0.0397082198	0.2094090532	-0.1054664358	0.0746897774	0.0865810719	-0.057142707	0.0152335182	0.0687829915	-0.1760999378	-0.0573276882	-0.0546320475	0.0526581884	0.1151203979	0.0904311216	-0.0053396268	0.0567512635	-0.0054831934	-0.099299459	-0.0827006332	-0.000929431	0.0155089143	-0.1053090399	0.071963469	0.0468982933	0.0468884645	-0.0638546788	-0.0635854142	0.0650373648	-0.0317201779	0.0573087229	0.0192724547	0.1233020394	0.1211126101	0.1174923133	0.1124839207	0.106146603	0.0	-0.026278	0.0366952	0.000690533284	0.0013465377030399	-0.057537	0.0184468999999998	0.0003402881196099	0.0033105063689999	-0.112708	0.0268279999999999	0.0007197415839999	0.012703093264	-0.00122215	0.0002517	6.335289000000005e-08	1.4936506225e-06	0.0028252	1.0710000000000146e-05	1.1470410000000312e-10	7.98175504e-06	-0.000314107	-0.0001000049999999	1.0001000024999998e-08	9.8663207449e-08
6290.174156162075	-3.2869015219739595	10.803721615154732	39566290.91484927	11108.047821085269	-62.31574779015318	123388726.3955172	3883.252422645981	5797.620248996504	-14.983006013967495	224.49046921458617	33612400.55157429	5833.276661637813	10327.523442468955	1.054744	36.797268	0.10445264	0.0509117	-0.0052303408	-0.1015073901	-0.051642777	0.012882705	0.0571517484	-0.1043396388	0.0787502494	-0.0956893397	0.0585636793	-0.08655167	0.0975037268	-0.0342088496	0.0562926104	-0.0283428271	0.0048008163	0.0357778432	-0.0440612797	-0.0237550947	0.0691402698	-0.0848680083	0.0574758025	-0.1928386227	0.0684311679	-0.0681201547	-0.1300449283	0.1048879605	-0.0832110288	0.2200467733	0.1241915716	-0.0788743985	0.0765697149	-0.2340330285	-0.0927192101	-0.1127638864	0.0525038759	0.0665591809	-0.1305310572	0.0253699698	0.0365274566	-0.0146137731	0.0881071416	0.0622801028	-0.1351697847	-0.1696249516	-0.0622460928	-0.1118820976	-0.044864992	0.0230751357	-0.0262623207	0.0198268459	-0.0988081172	0.0267251151	-0.1735101181	-0.0408128223	0.0495328492	-0.0449899839	0.0123429978	-0.0625254872	-0.0507272615	-0.0755148555	0.002581177	0.072677601	-0.0514576688	-0.0249623978	0.0592882391	-0.0910792574	0.0406734572	-0.2182372552	0.0549108878	-0.0686278907	-0.0451114995	0.178762207	-0.0498161136	0.2022388321	0.1140500227	-0.1162255521	0.098188696	-0.1873238598	-0.0940969418	-0.1082432849	0.0271121086	0.0533765988	-0.14009547	0.0305133432	-0.0290047043	0.0300604615	-0.04873663	-0.0279776053	0.0763422698	0.2532033457	-0.0436939253	-0.0265148548	-0.1146931086	0.0109627395	-0.0483722654	-0.0693613119	-0.0452053296	-0.0673901523	-0.0541862667	-0.1692718456	-0.0316435628	0.0511837664	0.0121809948	0.0930962138	-0.0239282268	-0.0418400603	-0.0203443111	-0.0570764074	0.1229407472	0.1196780832	0.1143042958	0.1069141789	0.0976380941	0.0	0.00489789	0.0311758899999999	2.39893264521e-05	0.000971936117292	-0.0450153	0.0125216999999999	0.0001567929708899	0.00202637723409	-0.0813742999999999	0.0313337000000001	0.00098180075569	0.0066217767004899	-0.00100637	0.00021578	4.6561008400000025e-08	1.0127805768999995e-06	0.00257123	-0.00025397	6.450076090000004e-08	6.6112237129e-06	-0.00019543	0.000118677	1.4084230329e-08	3.81928849e-08
6303.793582502024	13.619426339949314	185.4887738293052	39737813.5307937	11110.895046525737	2.8472254404678097	123451988.73491016	8.106692708847113	5793.595915753344	-4.024333243160072	16.195258052003265	33565753.63503383	5831.019670444357	10336.042381526824	1.025442	35.775024	0.0691244599999999	0.0344855	0.0017791695	-0.1066032306	0.0041333424	-0.0588399053	0.0531303552	-0.0778242934	0.1153900555	-0.0663143113	0.109701836	0.0513120605	0.0248761512	-0.0472864328	0.0461273417	0.0128805182	0.0488572932	0.0085994583	-0.0285042601	-0.0983941283	0.0406806143	-0.0323233305	-0.0103174942	-0.1154533689	0.2047575869	-0.1303416321	-0.035251232	0.0363219971	0.0515913601	0.0401626568	-0.0313922951	-0.0381168052	-0.0004629448	-0.0429428812	-0.0958872354	0.138979476	0.009900169	-0.0464792719	-0.0292670291	0.1894039813	-0.1487849513	0.0193982229	0.0235382987	-0.0936215529	-0.2244656587	-0.0095167011	-0.0543201991	-0.11682745	0.1425475761	0.0432245818	-0.0066298689	0.0480148253	0.1008250237	-0.0039618783	0.0966917207	0.0712667531	-0.1019744611	-0.0982920694	0.0009153634	0.0661266938	0.0810420861	0.0057723629	-0.0015795339	-0.0885645008	-0.0369439763	-0.1049996622	0.0176598617	-0.02451714	-0.0208772357	-0.1308333967	0.1898926157	-0.1268852447	0.0265785958	0.0589847151	0.0469579866	0.0456736807	-0.0386827459	-0.026633068	-0.0071769244	-0.0269094133	-0.0920793526	0.116882875	0.040446112	-0.1016126023	-0.0362680851	-0.1918272467	-0.1447540329	0.0351311831	0.1177011366	0.0427306411	-0.085673306	0.1973398466	-0.0383501123	-0.0679746565	-0.0271777299	0.1491122979	-0.0292574289	0.1048858978	-0.0262717325	0.0639666757	0.0406375553	0.1194638726	-0.0862394842	-0.0976295192	0.0755165743	-0.0565579476	0.0957387612	-0.0212478767	0.0478934869	0.1057299149	0.1225076612	0.1179640426	0.1105157577	0.1003462082	0.0877058019	0.0	0.00448978	-0.00040811	2.01581244484e-05	1.665537721000005e-07	-0.0254267	0.0195886	0.00038371324996	0.00064651707289	-0.0948854	-0.0135111	0.00018254982321	0.0090032391331599	-0.000824036	0.0001823339999999	3.324568755599997e-08	6.79035329296e-07	0.00215474	-0.0004164899999999	1.734639200999999e-07	4.6429044676e-06	-8.1921e-05	0.0001135089999999	1.2884293080999998e-08	6.711050241e-09
6299.652217071055	-4.141365430969017	17.150907632825195	39685618.05604826	11117.784887983707	6.8898414579707605	123605140.81547888	47.469915315972656	5793.811789770655	0.2158740173108526	0.0466015913499263	33568255.05528545	5830.353717603252	10394.629493880417	1.010091	35.239468	0.15612856	0.0852769	0.0066263272	-0.0894849409	0.0560067076	-0.0207693439	-0.0348928404	0.0452519021	-0.0188091164	0.0039093355	0.0586311819	0.0674229557	-0.0306854019	-0.0809181291	-0.0532048368	0.0067545795	0.0480362626	0.0813587258	0.0732367316	0.0351741266	0.0370553364	-0.026909202	0.1023938651	-0.0348370297	-0.089213345	-0.1534511089	0.2719298803	0.0179548494	-0.0496327302	-0.06242237	0.0498151025	-0.0152189501	-0.0670416031	0.0499469832	-0.138075086	-0.0189916591	-0.1232944158	0.0588897135	0.1950617889	0.104753718	-0.0787230544	-0.0434150327	0.0187908676	-0.2907233543	-0.0171884875	-0.0291941135	-0.0188869287	0.0068623572	-0.0359558454	-0.0240786362	0.0097733905	-0.1215277666	-0.1311921494	0.0479036172	-0.0194997015	0.0497575046	0.1702011933	-0.0904794621	-0.1246294799	-0.0444311211	-0.0567949621	-0.0634362588	0.0635358899	-0.1176892271	0.0743907107	0.0173701564	0.0393441747	-0.0500247782	0.0891671481	-0.0505648534	-0.0866810682	-0.1530856865	0.215413153	-0.1809165496	-0.0796719762	-0.0103637364	0.0636532822	0.0037963138	-0.0971542423	0.0714267631	-0.1227849064	0.0049889019	-0.0562407737	0.0977758192	0.1504662834	-0.2043079384	-0.0469190276	-0.0968609665	0.2289362093	-0.0530632013	0.062279124	0.0148553343	0.0542982003	0.0194964472	-0.0403748729	-0.0493553348	0.0094578478	-0.0986084318	0.1344852291	-0.047654299	0.0959157877	-0.0326625565	-0.1189259545	0.181789688	-0.0415349198	0.005814465	-0.0583278525	-0.0756940185	-0.0152504597	0.1346706812	0.1220030341	0.1159744915	0.106146603	0.092841332	0.0764945617	0.0	-0.00843463	-0.01292441	7.114298323690001e-05	0.0001670403738481	-0.0988663	-0.0734396	0.00539337484816	0.00977454527569	-0.131016	-0.0361306	0.00130542025636	0.0171651922559999	-0.000565731	0.000258305	6.6721473025e-08	3.20051564361e-07	0.00197972	-0.00017502	3.0632000400000046e-08	3.919291278399999e-06	-0.000321275	-0.000239354	5.7290337316e-08	1.03217625625e-07
6286.563451657279	-13.088765413775944	171.3157800568574	39520880.03171308	11072.351410623698	-45.43347736000942	122596965.7603406	2064.2008650224884	5792.27583387192	-1.5359558987347557	2.3591605228580903	33550459.33565665	5827.331107157099	10335.706591985185	1.00325	35.000801	0.0881865599999999	0.0437492	0.0751856701	-0.0921351873	0.0782690053	-0.061456339	-0.0749035991	0.0682956553	0.0637506107	0.0945227429	0.0922143153	0.0658230863	0.030197952	-0.0978884054	-0.0886848767	-0.0548243917	-0.0066065697	0.0610552078	0.058608649	-0.0158990951	0.064953359	-0.0411138837	0.0227881948	-0.0246343496	-0.0832961131	-0.0064597413	0.04363575	0.0564621371	-0.0722615393	0.1504144923	-0.007636988	0.000117227	-0.0584498251	0.1290296171	0.1631298068	0.0525159739	0.1949072008	0.0544433705	0.0359198743	-0.0477043768	0.0317481927	0.0248515485	-0.1378513257	-0.0996494184	-0.0588085138	0.1105942852	0.0491354306	-0.0599082803	-0.0058093674	0.0410935529	-0.1601896308	-0.0339413267	0.0631088942	-0.0547945963	0.1302626215	0.0325316163	-0.0807837108	-0.0068143834	0.1304161103	0.0600824178	0.1949805591	0.0607882537	0.0399722134	-0.0196692213	0.0557427664	-0.0257605659	0.0711177312	-0.0418199741	0.0140029014	0.002451054	-0.0746971588	-0.0162995964	0.0336489363	-0.0099467913	-0.0485044532	0.1667691571	-0.0222399165	-0.0057598854	0.0053504501	0.1596002696	0.1590361053	-0.0539499185	0.2002094107	-0.0169293867	0.0086709285	0.0275612776	0.0467930534	-0.0585822141	0.1006073278	0.1302027212	-0.0838468306	-0.0712869889	0.0433796847	0.0692304932	-0.0983594569	0.081670883	-0.014791029	0.0924953585	0.0212328883	-0.0623696623	-0.0226534361	0.1561306576	0.1244128824	-0.1176691666	0.0917663159	0.0073481679	0.1640112996	0.0292058484	-0.0236965086	0.0737416798	0.1214271607	0.1137140766	0.1012197857	0.0844696213	0.0641678585	0.0	-0.00293967	0.00549496	8.6416597089e-06	3.01945854016e-05	-0.0853717999999999	0.0134945000000001	0.00018210153025	0.0072883442352399	-0.104259	0.0267569999999999	0.0007159370489999	0.010869939081	-0.000384571	0.0001811599999999	3.2818945599999994e-08	1.47894854041e-07	0.00145511	-0.00052461	2.752156521e-07	2.1173451121e-06	-0.000178243	0.000143032	2.0458153024e-08	3.1770567049e-08
