TrialNumber,Trialn,TrialType,Partner,Feedback,ITI,ISI,ran,order,studyStart,InitFixOnset,InitFixOffset,decision_onset,resp,resp_onset,rt,ISI_onset,isi_for_trial,ISI_offset,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset,final_fix_offset
1,1,1,1,1,1,1.700000e+00,1.0,0.0,2.4999026e-06,51.878365,55.87761,55.88272,2.0,57.12825,1.2455308,57.22871,2.854469,60.084465,4.0,60.084618,61.09283,5.2101116,61.093025,62.09441,--
2,2,4,2,1,2,8.500000e-01,1.0,1.0,--,--,--,62.28936,2.0,62.91298,0.6236203,63.01336,2.6263797,65.64161,1.0,65.64172,66.64635,4.3569846,66.64649,68.64854,--
3,3,3,1,3,1,1.700000e+00,1.0,2.0,--,--,--,68.65246,2.0,69.37832,0.7258637,69.47871,3.3741362,72.854546,7.0,72.85467,73.86323,5.210769,73.86338,74.86591,--
4,4,6,2,3,3,2.550000e+00,1.0,3.0,--,--,--,75.05221,2.0,75.67806,0.6258543,75.77855,4.324146,80.10524,9.0,80.105354,81.11297,6.0607557,81.11312,84.11436,--
5,5,3,1,3,1,8.500000e-01,1.0,4.0,--,--,--,84.11724,2.0,84.74449,0.6272532,84.84483,2.6227467,87.46949,9.0,87.46961,88.473595,4.356356,88.47375,89.47603,--
6,6,1,1,1,1,1.700000e+00,1.0,5.0,--,--,--,89.478226,2.0,90.41115,0.9329212,90.51151,3.1670787,93.681564,2.0,93.68169,94.68753,5.209302,94.687675,95.68897,--
7,7,1,1,1,2,8.500000e-01,1.0,6.0,--,--,--,95.69064,2.0,96.31408,0.6234327,96.41445,2.6265674,99.04251,3.0,99.04263,100.047066,4.356421,100.04723,102.04851,--
8,8,1,1,1,2,1.700000e+00,1.0,7.0,--,--,--,102.0502,2.0,102.778534,0.7283353,102.878944,3.3716648,106.25334,1.0,106.25346,107.25735,5.207145,107.25749,109.25975,--
9,9,3,1,3,4,2.550000e+00,1.0,8.0,--,--,--,109.26143,7.0,110.09546,0.834033,110.19588,4.115967,114.313324,4.0,114.313446,115.31858,6.057151,115.31873,119.32093,--
10,10,4,2,1,2,2.550000e+00,1.0,9.0,--,--,--,119.50825,7.0,120.444756,0.9365102,120.54516,4.0134897,124.560616,6.0,124.56073,125.567,6.058754,125.56715,127.56851,--
11,11,1,1,1,1,2.550000e+00,1.0,10.0,--,--,--,127.57137,7.0,128.51123,0.9398616,128.6116,4.0101385,132.62439,6.0,132.62451,133.62968,6.058318,133.62984,134.63129,--
