global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	cosine00	cosine01	cosine02	cosine03	cosine04	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17
5283.66627661864	n/a	n/a	27917129.322677083	12181.29821431369	n/a	148384026.1860419	n/a	4644.00101425852	n/a	21566745.42043416	n/a	4862.975319602273	7509.083500793936	n/a	n/a	n/a	n/a	-0.0271703351	-0.1156102027	-0.0261474445	0.0681130543	0.1541731558	0.0058346423	-0.07976466	-0.0146194573	-0.0536779833	0.0212306695	-0.0743278543	0.0776372015	-0.1304129354	0.0480267697	-0.1128557798	0.0693310356	-0.0618227876	0.1061023257	-0.1102491653	0.1758656047	-0.1199040951	0.1839668601	-0.0064523487	-0.068373257	0.0337177314	0.2478138634	-0.0494477455	-0.0497381258	0.0624230797	0.1152529844	-0.1915773386	0.0499803088	0.0863067188	0.0493498506	-0.0678059127	-0.0378764313	-0.0526345158	0.0144824658	0.1168228402	-0.2048038371	-0.0150215767	0.0417098059	0.0243490353	-0.0216057216	-0.1380517418	0.0774657496	-0.1149792252	0.0292375474	-0.0868445708	0.0260483159	-0.0835588431	0.094710314	-0.1510705041	0.1385438658	-0.162713579	0.0835469238	0.046532324	-0.0862421994	0.1085513162	0.2343655645	-0.0279693795	-0.0353807525	-0.0531964844	0.2261843533	-0.0700442685	-0.0901720817	-0.0538708879	0.0583562296	0.0780851643	0.0464037292	-0.0926364431	-0.1786100277	0.0025547185	0.145844626	0.1457835352	0.1456817361	0.1455392573	0.1453561384	-0.152994	n/a	0.0234071640359999	n/a	0.0182776	n/a	0.00033407066176	n/a	-0.224026	n/a	n/a	0.050187648676	0.00783174	n/a	n/a	6.13361514276e-05	0.00194852	n/a	3.7967301904e-06	n/a	0.0005537	n/a	n/a	3.0658369e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5266.902183986284	-16.76409263235564	281.0348017862007	27740258.61567949	12210.53247200869	29.234257694999545	149097103.24997866	854.6418229776399	4630.255728616933	-13.745285641586634	21439268.11238993	188.93287736880768	4848.054344843979	7710.282762793703	1.303696	50.443588	0.15904485	0.0935394	0.0086291952	-0.0709533753	-0.0283747444	0.0833653397	0.1406995595	0.0250030349	-0.025510185	-0.035090283	-0.0308931758	-0.0275216948	-0.0669292671	-0.0981559432	0.0144712637	0.0053454355	0.001743682	-0.1074992245	0.073946182	-0.0179523714	-0.1247044232	0.115373323	-0.1133812492	0.0434185032	0.1308932506	0.0215970995	-0.0597631983	0.005536527	0.0809232225	0.0811050914	0.065020651	0.0539915154	-0.0732385955	-0.2508706551	0.0596674812	0.0742917811	0.0329033028	-0.3038466748	-0.0894766738	-0.0983638979	-0.0955377218	0.2792787619	-0.035319884	0.0166391677	-0.0068793217	-0.1020919621	0.0437708436	0.0359912316	-0.0166762941	-0.0450728492	0.090016834	-0.0349311795	0.0413604366	0.1152958154	-0.1148772027	0.0823517261	-0.1358966632	-0.0142832924	-0.0953440514	0.1000670034	-0.1287486394	0.015527783	0.0597957482	0.0285546337	-0.0282983104	0.1591978906	0.2442931141	0.1503435006	0.0228631826	0.0487527353	0.1377679766	-0.0961994777	0.1013083807	0.0561841347	-0.0174300985	0.1456817361	0.1451324305	0.1442184549	0.1429421058	0.1413065902	-0.116406	0.0365879999999999	0.013550356836	0.0013386817439999	0.0257942	0.0075165999999999	0.00066534075364	5.649927555999997e-05	-0.219085	0.004941	2.441348100000001e-05	0.047998237225	0.00635606	-0.00147568	2.1776314624e-06	4.03994987236e-05	0.00164493	-0.00030359	2.7057947049e-06	9.216688810000005e-08	0.000974415	0.000420715	1.77001111225e-07	9.49484592225e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5277.429668244451	10.527484258166623	110.82792480594608	27851263.90326673	12220.364048138788	9.831576130098256	149337297.46904305	96.6598892019178	4638.031038107141	7.775309490208201	21511331.91044521	60.45543766852172	4856.704374341321	7866.204615491437	1.095152	42.374439	0.0654640999999999	0.0360661	0.0405594932	-0.0287117709	-0.0373303909	-0.0070482609	0.0569927102	0.0340049885	0.0418115586	-0.0364918996	-0.047346719	-0.0196048564	-0.0145615601	-0.0207513914	0.0310446324	-0.0591096099	-0.088721563	-0.047014733	-0.0576269698	-0.0082738746	-0.0857623213	0.1363041375	0.035286966	-0.0232999288	-0.0688039522	0.1730438789	0.0518308481	0.1256168104	0.1585441662	-0.101946841	-0.0823565807	-0.0020778774	0.1945370406	-0.0685817073	0.0444051804	0.1030367357	0.0534593914	0.0190322828	0.0601736429	0.0644611781	-0.1370311435	0.0536555716	-0.0444755541	0.0352003367	0.0098474736	-0.0470260059	1.48497e-05	-0.0045530451	0.0006227827	-0.1047708073	0.0054474353	0.0751962415	-0.0331731526	0.0820070141	-0.1570402894	-0.012654647	0.0397575084	-0.040760177	0.1490369504	0.0129411557	-0.1441205094	0.1577294585	-0.1107276688	-0.013709304	0.0255231986	-0.1911176227	0.1284674895	0.0298272473	0.006751138	0.0621546437	-0.0354408866	-0.0537474237	-0.0335540524	0.1268478316	-0.0376983903	0.1453561384	0.1438331292	0.1413065902	0.137794149	0.1333203122	-0.111826	0.00458	0.0125050542759999	2.0976400000000008e-05	0.0189412	-0.006853	0.0003587690574399	4.696360900000002e-05	-0.224121	-0.0050359999999999	2.5361295999999847e-05	0.0502302226409999	0.00581507	-0.0005409899999999	2.926701800999999e-07	3.38150391049e-05	0.0015899	-5.5029999999999966e-05	2.52778201e-06	3.028300899999996e-09	0.000590533	-0.000383882	1.47365389924e-07	3.48729224089e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5264.576995976007	-12.852672268443712	165.19118444002203	27715770.94655976	12212.119188343397	-8.244859795391676	149135855.070305	67.97771304566606	4638.249661619327	0.2186235121853315	21513359.9235118	0.0477962400802497	4856.439790626146	7919.452077023629	1.033945	40.006176	0.05941625	0.0267719	0.0368747355	0.0075384781	-0.044806629	0.0292365209	0.119887645	0.0268883532	0.0021540192	-0.0194955975	0.0228180357	-0.0077017458	0.1096744967	-0.0644325186	0.0774048861	-0.1300191145	-0.0995228461	0.1057478335	-0.0565554549	0.0718744468	0.0634003359	0.035300634	-0.0057063941	-0.0224446862	-0.0263975082	-0.1438215412	0.1233113426	0.1054963382	-0.1528154145	-0.0120342579	-0.0600254173	-0.1160163482	-0.0685732328	-0.1482277749	-0.2573017195	-0.1999917836	-0.0439184898	0.003483219	0.1371546639	0.0994193045	-0.0292616601	0.0402818476	-0.0212274196	-0.0082015689	-0.0118993226	0.0223580457	0.1146804516	-0.0219276486	0.0550343625	-0.122169005	-0.1667665825	0.0162462665	-0.0596272555	-0.0502427111	-0.0143875567	0.0674007528	0.0444455648	0.0474972803	-0.036379695	-0.1801045668	0.1536751037	0.092379533	0.0635998969	0.1038094819	0.0806822717	0.0004469505	-0.1850929828	0.2271457192	-0.0604614284	-0.1743019495	-0.0358695289	-0.1659467875	0.0070838963	0.1256450643	-0.0485365304	0.1448681963	0.1418914342	0.1369753898	0.1301872524	0.121619798	-0.0968233	0.0150026999999999	0.00937475142289	0.0002250810072899	0.0147515	-0.0041896999999999	0.00021760675225	1.755358608999998e-05	-0.240888	-0.016767	0.000281132289	0.0580270285439999	0.00557314	-0.00024193	5.8530124900000216e-08	3.10598894596e-05	0.00142221	-0.00016769	2.0226812841e-06	2.8119936100000024e-08	0.000531016	-5.9516999999999925e-05	3.542273288999991e-09	2.8197799225600005e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5265.5841121848325	1.0071162088252097	1.014283058078463	27726376.04249333	12261.838672429863	49.71948408646677	150352687.62869656	2472.0270978244216	4631.503462143773	-6.746199475554022	21450824.319849752	45.51120736396536	4847.6410684624725	6882.491480886915	2.078321	80.41596199999998	0.2442678	0.183609	-0.1306609693	-0.1296159665	0.0675877904	0.0696560432	0.0691738605	-0.0314571155	-0.0485013429	-0.0220281334	0.0997628598	-0.2306119631	-0.1048919462	0.0022380322	-0.0687931686	0.0817334251	0.110475464	-0.0649840729	-0.016226195	-0.1129756839	0.053647408	0.0616959632	-0.0538478858	-0.0179501	-0.0674501399	-0.1162390225	-0.1040760597	-0.1227576129	-0.107612407	-0.0811414001	-0.180419562	-0.2381465826	0.148324026	-0.1235503707	0.1872900374	-0.0300870657	-0.0839476496	-0.0643274839	-0.0698424117	0.0901291596	0.0223669568	0.0218178193	0.009502923	-0.0957112359	-0.1963689642	-0.1651979213	-0.0326343622	0.0297919705	-0.0204249328	0.1452402799	0.0881477093	0.0284779691	0.05773171	-0.070801588	-0.0383270332	0.0354779223	0.0351804289	0.1543326738	-0.074820673	0.0874923804	0.1004287104	-0.1269841918	0.0687984129	0.1938564989	0.2362506253	-0.187746133	0.1368630967	-0.0006362179	-0.1561152495	0.1129733182	0.0725613468	-0.021211809	-0.0891846113	0.0091481693	-0.0189568273	0.1442184549	0.1393160176	0.1312683579	0.1202571612	0.106531018	-0.116902	-0.0200787	0.013666077604	0.00040315419369	0.0109828	-0.0037687	0.0001206218958399	1.4203099690000012e-05	-0.0777401	0.1631478999999999	0.0266172372744099	0.00604352314801	0.00455269	-0.00102045	1.0413182025e-06	2.07269862361e-05	0.00143847	1.6260000000000146e-05	2.0691959409e-06	2.6438760000000467e-10	0.000639756	0.0001087399999999	1.1824387599999992e-08	4.09287739536e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5267.705574000865	2.1214618160329337	4.500600236885753	27748722.014359787	12245.14347335081	-16.695199079053054	149943538.68294594	278.729672289214	4651.058429418916	19.5549672751431	21632344.51386875	382.3967451319175	4867.159841659412	6918.557938953113	1.21402	46.97377	0.1974954	0.0975692	-0.1069399625	-0.1358661516	0.0338732113	-0.0042522731	0.051939102	0.025887475	0.0018041103	0.0660675025	-0.0345909688	0.1215404218	-0.0676096615	0.3827854312	-0.0250094497	-0.2556307841	-0.0441280131	-0.2644833582	-0.0807911006	-0.0813491738	0.2306683326	-0.0540284855	0.0715714008	-0.0963237664	0.0258010711	-0.130388302	-0.1625825416	0.1333004613	0.0578712649	0.2585076855	0.0215522525	0.0602601397	-0.0708771316	0.1511596938	0.0396407977	0.0360398	0.0993358826	0.1629580358	-0.040368865	-0.128284924	0.0939503773	0.0888068126	0.0596095674	0.0292129637	0.0875667512	0.0841608889	-0.3089427452	-0.3071776274	-0.0222646622	-0.1711625531	0.1155366309	0.2045492707	-0.0161882801	-0.2701991118	0.0109190471	-0.0709752653	0.0722680827	0.0671256746	-0.1883464435	0.1411082102	-0.1074836799	0.095030583	0.1989752541	-0.0797388484	-0.0946008395	0.0886868968	-0.1044016571	-0.1664128524	0.0570690756	0.0105705833	-0.1649503601	0.1413528582	0.0980111422	-0.1016743159	0.0067250819	0.1434076399	0.1361183819	0.1242428182	0.1081810781	0.088474338	-0.0691102	0.0477918	0.00477621974404	0.00228405614724	0.0874116	0.0764288	0.00764078781456	0.00584136146944	-0.0658208	0.0119193	0.00014206971249	0.00433237771264	0.003846	-0.0007066899999999	4.994107560999997e-07	1.4791716e-05	0.00103528	-0.00040319	1.0718046784e-06	1.625621761000001e-07	0.000522526	-0.0001172299999999	1.3742872899999992e-08	2.73033420676e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5277.363318691874	9.657744691008702	93.27203251670676	27850563.59747451	12222.516978936015	-22.62649441479516	149389921.3003792	511.9582495027566	4635.387719756012	-15.670709662903391	21486819.312464844	245.5711413390137	4851.952486654601	7589.300831483122	1.92726	74.571014	0.174766	0.105216	-0.0345968113	0.0191554294	0.0376565787	-0.0655636046	-0.0008662401	-0.0219703514	-0.0143253279	0.0096561482	0.1334515984	0.0183058104	-0.1100001689	-0.225635407	-0.1162475249	-0.1029826463	0.0107318955	0.0113953981	0.0150407252	-0.0755346992	0.0917045927	-0.2393119721	-0.0117134595	0.1312751354	0.0967383248	0.090480954	-0.1535023155	-0.0127724206	-0.0641114688	-0.1297573713	0.1340576079	0.0665495342	-0.098636272	0.0909614067	-0.0065024619	-0.0923088353	-0.0789501889	-0.0158828959	0.1976203863	0.0472127317	-0.1370531208	-0.0936743763	0.0216660339	-0.1068051379	0.0344288769	-0.1369280051	0.1500521868	0.0128092142	-0.130159844	-0.0021117041	-0.0499621485	0.0636744085	0.0384738075	-0.0851593727	0.2891071271	-0.0527216738	-0.1713834186	-0.0652915943	0.0289327829	0.1671828673	0.1013327005	-0.0018371736	-0.0987836212	-0.0690857822	-0.0713747588	0.0949680657	-0.05542643	-0.080825605	0.0231289748	-0.0541294465	0.0762701342	-0.1996669374	-0.0260057464	0.0993140986	0.1498957144	0.1424366568	0.1323128084	0.1159693376	0.0941745011	0.0679528079	-0.0725791999999999	-0.0034689999999999	0.0052677402726399	1.2033960999999324e-05	0.0123702	-0.0750414	0.00015302184804	0.00563121171396	-0.0868072	-0.0209864	0.00044042898496	0.00753548997184	0.00269717	-0.00114883	1.3198103689e-06	7.2747260089e-06	0.0007430909999999	-0.000292189	5.521842342808514e-07	8.537441172105841e-08	0.000458161	-6.436500000000004e-05	4.142853225000005e-09	2.0991150192100002e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5288.850363386854	11.487044694979886	131.95219582446555	27971938.166297257	12261.062990206958	38.54601127094247	150333665.64982277	1485.794984899624	4639.901383090508	4.513663334495504	21528684.844805207	20.37315669716908	4859.463191612445	8014.034059671454	1.359042	52.585091	0.06155215	0.045604	0.0378092496	0.0599991687	-0.0125973633	-0.0251951703	-0.046684401	0.0207986352	0.0159234911	0.0145618978	0.0124159338	-0.0717232427	-0.0286526357	0.0600418345	-0.0122647271	0.217898348	0.2258601795	0.1141226756	0.0834302593	-0.0128509821	0.0360468276	-0.0685535237	-0.0204198127	0.0674483434	0.1040311236	0.1844495597	-0.0679316739	0.1378474768	0.0538564673	-0.0961380642	0.0956966221	0.0217966821	0.1477101631	0.1675465908	-0.0743242855	0.0236651813	-0.0252253391	0.1834378739	-0.1019740513	-0.0282260972	0.2365299415	-0.0303922181	0.0135384084	0.0041353012	-0.0445376693	-0.0312015762	-0.0411633178	0.0197913978	0.0795007636	0.3188489479	0.0323146429	-0.0976969719	0.0718790863	0.0047908998	0.0876473567	0.0295001162	-0.0940772039	-0.1925380926	0.092389775	0.0875498948	0.0176706692	0.1463608006	-0.0942078249	-0.0589294142	-0.1428251977	-0.1676656014	-0.089570095	-0.0338264074	0.0243645656	0.0221638517	-0.0533456075	0.2391684678	0.0177824818	-0.1447677153	-0.1307003135	0.1413065902	0.1279162938	0.106531018	0.0784873779	0.0455381471	-0.0725935	-1.4300000000105896e-05	0.00526981624225	2.0449000000302855e-10	-0.00577365	-0.01814385	3.33350343225e-05	0.0003291992928225	-0.128713	-0.0419057999999999	0.0017560960736399	0.0165670363689999	0.00269296	-4.210000000000151e-06	1.7724100000001273e-11	7.252033561599999e-06	0.000717537	-2.5553999999900043e-05	5.14859346369e-07	6.530069159948914e-10	0.000458161	0.0	0.0	2.0991150192100002e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5288.543544485769	-0.3068189010846254	0.0941378380627771	27968692.821922105	12245.897724661598	-15.165265545359944	149962011.0828721	229.98527906128143	4631.7154432050565	-8.185939885451262	21452787.94682421	67.00961180822182	4848.331587501146	8007.339397406548	0.8407369999999998	32.530449	0.06400446	0.0272238	0.0287338024	0.0778696421	-0.0080967769	-0.0245423842	-0.0419339314	-0.011866419	-0.0117082521	-0.0615906836	0.0044838237	-0.0487483953	-0.1032850621	0.0128719942	0.1502593351	0.0372812615	0.0630689648	0.1548064578	-0.2712681354	0.017776171	-0.0224356546	0.055873926	0.2836678234	-0.0552302656	-0.0203512779	-0.0272852919	0.1158371527	-0.3399694312	-0.0543550955	0.0765979201	-0.0224319039	0.2447058198	-0.0474145245	-0.0435823717	-0.0697237558	0.1112928346	-0.0667277739	0.1057240149	-0.0550640058	-0.0542661218	0.0833258114	-0.0624700029	-0.0514913089	-0.025470959	-0.0292213363	-0.0871107492	-0.0263985637	0.0493663823	0.204101753	0.0894947675	-0.1039865741	0.0896532529	-0.2218886925	0.0123400132	-0.1057399828	-0.2429123256	0.1171363133	-0.0462218178	0.0026799339	-0.1577462415	0.0221198688	-0.3448298181	-0.0187214454	-0.2293445757	0.0262893422	0.1155237668	0.0069741912	0.1308516008	0.0030330044	0.0500303577	-0.0410869509	0.1324069646	0.0279858034	-0.1185108241	-0.023709254	0.1400187021	0.122948474	0.0960226616	0.0613996455	0.0218548166	-0.0641717	0.0084218	0.0041180070808899	7.092671524000013e-05	-0.00406189	0.0017117599999999	1.6498950372100004e-05	2.9301222975999988e-06	-0.142069	-0.013356	0.000178382736	0.020183600761	0.00229991	-0.0003930499999999	1.5448830249999985e-07	5.2895860081e-06	0.000969675	0.000252138	9.40269605625e-07	6.357357104400003e-08	0.000293051	-0.00016511	2.72613121e-08	8.5878888601e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5293.385769520406	4.842225034636613	23.447143286061547	28019932.904961143	12275.625028689788	29.7273040281907	150690969.84499517	883.7126047844831	4648.093162177699	16.37771897264247	21604770.04428308	268.2296787468531	4863.526650276072	8044.732320582613	0.803077	31.073269	0.0467190999999999	0.021711	0.036437553	0.0566465424	0.0032106935	-2.51346e-05	-0.0790432772	0.0151193837	-0.0013552436	0.0686682973	-0.0611926487	0.0379854553	0.0913031593	-0.0051121061	-0.1174211718	0.042197909	-0.0016667747	-0.0034188279	0.1391637546	-0.0842511521	-0.150503638	0.0324831798	0.0204963659	-0.1254051562	-0.1131179513	-0.0396967017	0.1374818354	-0.0833042141	0.0690905398	0.1180009487	-0.1016600011	-0.0933329411	-0.0271581243	0.3494439471	-0.0187626619	-0.1718933854	-0.0440229615	0.0048005793	-0.152687572	-0.027832713	-0.1862324995	0.0711022105	0.0533676857	0.0611779486	0.0405945467	0.0802965473	0.0251896264	0.0022979016	-0.1198283413	0.0162102371	0.0178658546	-0.0964725813	0.1506771745	0.1271405062	-0.0838000502	-0.0598658525	0.1587272313	0.0714902837	0.0063646921	-0.1001953812	-0.1193398693	-0.1228585097	0.0676091529	0.050296636	0.0203108326	-0.0593422742	-0.140683386	-0.2647625296	-0.0433730986	-0.1242573832	0.1494154061	0.1896755852	0.126422191	0.2975465214	-0.0266505857	0.1385744309	0.1174315365	0.084549818	0.0432162351	-0.002437378	-0.0532552	0.0109164999999999	0.00283611632704	0.0001191699722499	-0.00617509	-0.0021132	3.81317365081e-05	4.46561424e-06	-0.144971	-0.0029019999999999	8.42160399999993e-06	0.0210165908409999	0.00215761	-0.0001423	2.0249290000000044e-08	4.655280912099999e-06	0.000721491	-0.000248184	5.20549263081e-07	6.159529785600003e-08	6.7787e-05	-0.000225264	5.0743869696e-08	4.595077369000001e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
