global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	w_comp_cor_45	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03
4491.650635339182	n/a	n/a	20174925.42994288	11551.019310663823	n/a	n/a	133426047.11532857	4305.147602741123	n/a	n/a	18534295.88138764	4576.688368076449	6294.125713237589	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0113881	n/a	n/a	0.00012968882161	0.0429552	n/a	n/a	0.0018451492070399	0.199623	n/a	0.039849342129	n/a	0.0084613699999999	n/a	n/a	7.159478227689832e-05	0.00212838	n/a	n/a	4.5300014244e-06	0.00122788	n/a	1.5076892944e-06	n/a	0.0	0.0	0.0	0.0
4433.253257099583	-58.39737823959968	3410.25378525887	19653734.441584054	11245.53755515079	-305.481755513034	93319.10295132504	126462114.9043068	4276.759862760901	-28.38773998022134	805.8637811846571	18290674.923722643	4536.375845277784	6043.607276683459	1.200294	50.94978	0.23379275	0.12319	-0.2446481156	-0.0621164057	0.1442532024	-0.2595890178	-0.08118311	0.2573864251	-0.0587998774	0.1584093454	0.2081912251	-0.3274004439	0.0401785069	-0.1574114734	0.0994901079	-0.2383492089	0.0062657665	-0.0968219994	-0.0454037608	0.0482303713	-0.0344642901	0.1413863897	-0.1185658686	0.0735619605	-0.0478988458	0.0654976167	-0.0897355833	0.0257659381	-0.0561735484	0.1249629898	-0.0617048206	0.0857508091	-0.1594780203	0.0111405823	-0.0691724342	-0.0607778594	0.0346966646	-0.0984580453	-0.0354261093	-0.0193792774	0.0312371856	0.0760698754	-0.0763025187	-0.0902373912	0.197644447	-0.19013441	-0.004081526	-0.0974277622	0.1289676219	0.0024469308	0.007260029	-0.0672927282	-0.0945305288	0.085553177	0.0137117797	-0.0443967536	-0.0094802489	-0.0483165094	0.0968038642	0.0389594132	-0.009897437	-0.2424774257	0.1572456838	-0.071145093	0.102399757	-0.0578071327	0.0377444683	-0.1689668118	0.0205301206	-0.0890702281	0.0459172777	-0.0074594326	0.0241791088	-0.0423356816	0.0321795699	-0.0983995374	0.0563227517	-0.1107014236	0.063293541	-0.1099899173	0.0326926868	-0.0008424326	-0.0121208685	0.0117985434	0.083001655	-0.0667758331	0.0229133365	0.1066060123	-0.1182465913	-0.1168510763	0.2876658186	0.0669118151	-0.0309637282	-0.0009252054	-0.0625610362	0.0443624618	0.0534773798	0.0905796317	-0.0565749781	-0.1101040161	0.0024666308	0.0902767257	-0.0394053626	-0.0214192928	-0.0532454109	0.0800068958	0.1240256802	0.1239985182	0.1239532527	0.1238898902	0.1238084399	0.0	-0.00463015	0.0067579499999999	4.566988820249999e-05	2.1438289022500005e-05	0.143638	0.1006827999999999	0.0101370262158399	0.0206318750439999	0.247877	0.0482539999999999	0.0614430071289999	0.0023284485159999	0.00951179	0.00105042	1.1033821764002074e-06	9.047414900409998e-05	0.0022086	8.021999999999977e-05	6.4352483999999644e-09	4.877913959999999e-06	0.0007965599999999	-0.0004313200000001	6.345078335998407e-07	1.8603694240008626e-07	0.0	0.0	0.0	0.0
4470.750012187687	37.49675508810469	1406.006642137305	19987605.671476208	11250.807170419252	5.269615268462076	27.768845077608635	126580661.98595724	4288.6349772888425	11.87511452794115	141.01834505171897	18392389.96842527	4538.458065557444	6066.012280215527	1.226916	52.079838	0.28215845	0.1322	-0.2537298308	0.0191747713	0.0371632147	-0.2160736168	-0.1401422898	0.2137613951	-0.2592672174	0.2973031326	0.0146505148	-0.0592668634	-0.1158905978	0.0735423014	-0.1345788806	-0.2695985539	0.0291866567	-0.0123847462	-0.0516296914	0.0650354939	-0.0911585897	0.0485409898	-0.0801100186	0.1213102607	0.0828710936	-0.0886795127	0.144352265	-0.0441037513	0.0503720978	0.067772227	-0.0236810841	0.0334265584	-0.0215630806	0.0245731296	0.0503331429	0.1141852949	-0.0385689552	-0.0405235234	0.2526825993	0.086160315	0.0489645728	0.112641231	0.0209665058	0.1284034917	-0.0634304003	0.1829456553	-0.0068131226	-0.0201933745	0.0104249846	0.0037863143	0.0202859294	-0.0647785969	-0.1371318378	-0.0798750494	-0.1505385081	-0.0361821695	0.0874408639	0.0708714014	0.0257728629	0.0274523614	-0.0014577897	-0.2330642863	0.1240440129	-0.000853277	-0.0018199394	-0.0496486546	0.0148718593	-0.1417146962	-0.095113872	0.0380231433	0.1740977531	0.0075270987	-0.0595293518	0.0129440042	0.0480983992	0.0520410969	0.1238844185	0.1222328536	0.0418181725	0.0064564061	-0.0541052415	0.1801166187	-0.1082122009	0.0024556845	-0.1740089112	0.0163343714	0.0032653305	0.1581541443	-0.0144019753	0.112851914	-0.1055030529	-0.0751350447	-0.0447498442	0.0148379028	-0.1625616046	0.0991982586	-0.052547577	-0.0682516163	-0.0150718072	-0.1056081315	0.1640848335	-0.0643009216	0.1361495508	0.0121331462	0.0515357112	0.0558686404	0.1239532527	0.1237089139	0.1233020394	0.1227331636	0.1220030341	0.0	0.0235582	0.02818835	0.0007945830757225	0.00055498878724	0.126813	-0.0168249999999999	0.0002830806249999	0.016081536969	0.290621	0.042744	0.084460565641	0.001827049536	0.0103751	0.00086331	7.453041561000014e-07	0.00010764270001	0.000191628	-0.0020169719999999	4.068176048783999e-06	3.6721290384e-08	0.0018043	0.0010077400000001	3.25549849e-06	1.0155399076002017e-06	0.0	0.0	0.0	0.0
4493.182894244473	22.432882056785274	503.2341973736387	20188692.521131136	11205.260821226117	-45.54634919313503	2074.469924822992	125557870.07170498	4303.832219449282	15.1972421604396	230.9561692830429	18522971.773169734	4554.4460604414735	6167.701824271967	1.205385	51.165886	0.4419693	0.230274	-0.2476254301	-0.0328485157	-0.0171843152	-0.2193245583	-0.1527346262	0.0601960207	-0.1830489302	0.0010118064	-0.1014844418	0.2219661864	-0.0390107944	0.0187479547	0.0539986297	-0.2470775516	-0.0382209968	-0.0516305054	0.3092291213	0.0038117875	0.0902772007	-0.0798961767	-0.028770281	0.1444916237	-0.0333461049	-0.1683634035	-0.2143726942	-0.0740477569	-0.0064531102	-0.1384310959	0.0353654551	0.0090293525	0.069867542	-0.0334286071	0.0195765308	0.064543687	0.0611312887	0.071663944	-0.0611278922	0.0258291908	-0.0884702522	-0.0434430799	0.0493909304	-0.163273599	0.0432784044	0.0432234285	-0.0250913707	0.0156627891	-0.0732898099	-0.0135822119	0.0719902861	0.0855191748	0.1110984687	0.1924217274	0.1401756582	-0.0968105685	-0.0206536276	-0.0261493368	0.1110775292	0.0346789129	-0.0029684181	-0.2507624993	0.1519371398	0.0277846249	0.0084289697	-0.1223945348	-0.0737443785	0.2111076848	0.0467022619	-0.041692553	0.0723498112	-0.1520909555	-0.1062561053	-0.2480007955	-0.1176603366	0.1097445509	-0.157988131	-0.024323843	0.0400703239	0.0085544182	0.0226575702	0.0070683421	0.0826920037	-0.0224127936	-0.0245228506	0.0813622808	-0.0413933655	-0.1554293795	-0.0737155336	-0.0186505462	-0.0190152184	-0.0267904657	-0.0361650416	-0.0060121164	0.1103481324	-0.0605387543	-0.023643415	-0.0545360435	0.0218388935	-0.0175635805	-0.2544582493	0.0574733571	-0.05268634	-0.027546781	0.0765309479	0.0604183181	0.1238084399	0.1231303817	0.1220030341	0.1204305106	0.1184185493	0.0	0.0327706	0.0092123999999999	8.486831375999992e-05	0.0010739122243599	-0.040493	-0.167306	0.027991297636	0.001639683049	0.156595	-0.134026	0.024521994025	0.017962968676	0.00852668	-0.00184842	3.4166564964e-06	7.27042718224e-05	-0.00028018	-0.000471808	2.22602788864e-07	7.85008324e-08	0.00149603	-0.00030827	2.2381057609e-06	9.503039290000001e-08	0.0	0.0	0.0	0.0
4452.896569646901	-40.286324597571365	1622.9879495808837	19828287.85997314	11105.225944368398	-100.0348768577187	10006.976587938943	123326043.27547295	4284.385443327427	-19.446776121854786	378.1771015335413	18355958.626995955	4538.880946221677	6150.425507645465	1.085011	46.056278	0.14953955	0.095341	-0.2322814567	-0.058382129	0.0166890802	-0.2028545436	-0.0926783892	0.0074545877	-0.2363001279	-0.138495645	-0.1558542116	0.0548435472	0.0217131762	0.0091299473	0.0077187507	-0.2448738347	0.0450684528	0.2513632883	0.0512934182	-0.0052305458	0.013816434	0.0219960889	0.0651496796	0.0964597539	0.0270078344	-0.0089407245	0.0999681019	-0.0381360551	-0.0386893694	-0.1062431351	0.0076607388	-0.1380860928	-0.0576489205	-0.0841362901	-0.1029138658	-0.0325263414	0.0869153827	-0.0579981273	-0.2520476113	-0.0542209371	0.0772224667	0.0232229479	0.1622622776	0.134159773	-0.1991550899	-0.0640608182	0.1667931343	-0.0801092425	0.0891298242	0.0659694893	-0.0262210444	-0.0585410894	0.0457003699	0.0119106496	0.03066374	0.0157181324	-0.004360499	0.0755107377	-0.2093228052	-0.0192032135	0.0217443206	-0.242798966	-0.0187101807	0.0691821182	-0.0994974322	-0.0179615833	0.1629869553	0.138065447	-0.1764089928	-0.0265658143	0.1118856516	-0.072748533	-0.0408741463	0.0257729175	-0.0500014155	-0.0445259832	-0.0342758974	-0.0678559871	-0.1829136681	-0.0545159519	0.0381178788	-0.2756824031	0.1607830367	0.0135557171	0.1195714714	-0.0376173812	-0.0381203228	0.1261448423	0.0330574926	0.1322295436	-0.1171727908	-0.0574500086	0.0948767485	0.1599360954	-0.0018210617	0.0631803545	0.0547727764	0.0219698578	-0.0694230778	0.0772651769	-0.0046274895	-0.0172951071	-0.0054246379	-0.0150277634	-0.0473534273	-0.1954459387	0.1235913266	0.1222642728	0.1200630614	0.1170034304	0.1131072554	0.0	0.037669	0.0048984	2.399432256000004e-05	0.001418953561	0.0491324	0.0896254	0.0080327123251599	0.00241399272976	0.171303	0.0147079999999999	0.029344717809	0.0002163252639999	0.00918567	0.0006589899999999	4.342678200999999e-07	8.43765333489e-05	-0.000406765	-0.000126585	1.6023762225000004e-08	1.65457765225e-07	0.00147545	-2.058000000000008e-05	2.1769527025e-06	4.2353640000000316e-10	0.0	0.0	0.0	0.0
4424.899221909237	-27.997347737664317	783.8514803436971	19579733.12405297	11036.912165370297	-68.31377899810104	4666.772401001391	121813430.14609884	4284.411564074158	0.0261207467310669	0.0006822934097885	18356182.450372376	4537.017480601748	6080.633806199934	1.221266	51.840023	0.09575855	0.0459704	-0.2128867201	-0.0060587863	-0.0988559934	-0.1572551316	-0.0398221856	0.0660197735	-0.0336601574	-0.214789832	-0.4276032966	-0.1057484779	-0.1208128507	-0.0095986615	0.0346048254	-0.1965682644	-0.0404275808	-0.1429006209	0.0888110963	-0.1496781789	-0.0360334385	-0.0497418263	0.1059644892	-0.0158160576	0.0420732648	0.1564925789	0.0977775861	-0.0331247463	0.0525799812	0.0056756364	0.059984428	0.0242943168	-0.140954849	0.1179114245	0.2277304118	0.1021029762	-0.0911807759	0.0689305712	-0.0510337355	-0.1157008306	0.0326276626	0.0638690088	0.0015440818	0.0741344521	0.0794421696	-0.0044952709	-0.1145034008	0.0263494942	0.152362752	-0.1071278201	-0.0311168126	0.0773781817	0.0934552564	-0.1040251545	-0.0079551296	0.1444737974	0.0223929671	-0.0551205321	0.0483636442	-0.2312195728	0.0068669334	-0.1794504524	0.0759359961	0.1079331925	0.0949771966	0.0589576046	-0.1495469288	0.0981306501	-0.0730249856	0.0243171761	-0.0139325848	-0.0096140706	0.1660750066	0.1133035534	0.1825586795	0.0730949149	0.0231590725	0.1026923448	-0.0565766231	-0.065975127	0.1417986899	0.1662170251	0.0405430527	-0.1358175476	0.0044687075	0.0923138863	0.0499043278	-0.031584451	0.0928583404	-0.0114388592	0.0134119892	-0.072714533	-0.0237437125	-0.1806998793	-0.155156312	-0.1075938968	0.1301562724	0.0992333243	0.0294564402	0.1824598926	-0.0390453464	-0.0318197957	-0.0681891923	0.0321501969	-0.0588482253	0.0523887479	0.1233020394	0.1211126101	0.1174923133	0.1124839207	0.106146603	0.0	0.0592048	0.0215358	0.00046379068164	0.00350520834304	0.0704454	0.021313	0.000454243969	0.00496255438116	0.200322	0.0290189999999999	0.040128903684	0.0008421023609999	0.00898558	-0.00020009	4.003600809999999e-08	8.07406479364e-05	-0.00041062	-3.854999999999983e-06	1.4861024999999866e-11	1.686087844e-07	0.00174932	0.00027387	3.0601204624e-06	7.500477690000003e-08	0.0	0.0	0.0	0.0
4420.487011035833	-4.412210873403637	19.467604791381287	19540705.41473652	10920.809106400568	-116.10305896972932	13479.920302128445	119264071.53844155	4297.670838539005	13.259274464846383	175.80835933412737	18469974.636428557	4545.730757768556	5933.062541213556	2.583836	109.67807	1.89879085	1.0204	0.2721409434	-0.1604582117	-0.219622973	0.3772977522	0.3605559901	0.6070569917	0.18860662	-0.1749392472	-0.1336561495	0.2670118131	0.0496849905	0.0148869074	0.005637968	0.4193199352	-0.4181948361	-0.0420024566	0.3150135055	-0.1218003828	-0.1313079104	0.0898683271	-0.1620404536	0.0743519968	0.0841734235	0.1097450148	0.1076147442	0.0996978628	-0.042608315	-0.0941398152	0.1127036116	0.0616092516	0.026862073	0.0102756967	0.0221993338	0.0315152326	0.0087754784	0.035789149	-0.0811630217	-0.0442724628	-0.0192093231	0.1029907708	-0.0959097751	0.1044089654	-0.0302472112	-0.0183061621	0.099706712	0.013004337	0.0762226579	0.0909002849	0.0635672576	-0.0476718922	-0.1369404859	0.0484943122	-0.0189849996	-0.0890923553	-0.0216652686	0.0572421816	-0.0997312008	-0.0210289985	-0.0336919921	0.5361024591	0.5931971863	0.1854668895	0.1158878941	0.1329132499	-0.0410524622	0.0515221929	-0.0357786538	0.0506025474	0.093211601	0.057355336	0.0973484299	0.0413487751	-0.0518331782	-0.0225290983	-0.0194094032	-0.0019518381	-0.0226931225	-0.0443181476	-0.0103480021	-0.0947553126	0.0069181048	0.0470313876	-0.0448386529	-0.0249875335	-0.0341778134	0.0794956915	0.0754197417	-0.0294125878	-0.0109523585	0.0213827661	0.0710826518	0.0509749729	-0.0813672168	0.0199131657	-0.0473231888	-0.0891745539	-0.0387774684	-0.0261600437	-0.0095175415	-0.0073901391	-0.0593058221	-0.0294409405	-0.02848944	-0.0749330561	0.1229407472	0.1196780832	0.1143042958	0.1069141789	0.0976380941	0.0	0.0286621	-0.0305427	0.00093285652329	0.0008215159764099	-0.338779	-0.4092244	0.16746460955536	0.114771210841	-0.395886	-0.5962080000000001	0.156725724996	0.3554639792640001	-0.00603449	-0.01502007	0.0002256025028049	3.64150695601e-05	0.000496459	0.000907079	8.22792312241e-07	2.46471538681e-07	0.000420154	-0.001329166	1.76529383716e-07	1.7666822555559997e-06	1.0	0.0	0.0	0.0
4427.829586356244	7.342575320411015	53.91341233590892	19605674.84581171	10931.949898686718	11.140792286150829	124.11725276315777	119507528.58739656	4279.386555466652	-18.28428307235299	334.31500746993413	18313149.29110873	4527.33871218983	5966.926731820281	2.125502	90.222809	0.3476012499999999	0.254747	0.2964118682	-0.0583360103	-0.1787203007	0.2859197211	0.2086196024	-0.232607587	-0.1540543324	0.1973763462	0.0160164111	-0.0934129456	0.0840491565	0.2277686546	0.162186019	0.2175543049	0.106232316	0.0953922093	-0.1112655821	-0.0213449408	0.1368768592	-0.0324774615	0.0633880117	0.0202412773	0.0530987562	-0.1080933372	0.0433363304	0.1217639444	-0.0633614698	0.154531546	0.1556576362	-0.2401134397	0.0404532353	-0.0042719939	0.0603148418	0.0714361741	-0.1017183837	0.088018237	-0.0576804156	0.1422793359	-0.0301023916	0.0333875747	-0.1240118303	-0.0668685525	0.0388614793	0.0752835531	-0.100888496	0.055777104	0.1230514261	0.0478628331	-0.1053022447	0.0003427326	0.0596104834	-0.1169667454	-0.0112694994	-0.0066340567	-0.1374086588	-0.0250833316	0.1603123086	0.2021167636	-0.05579492	0.2287367512	-0.2134822287	0.1395384964	-0.1256312686	-0.0491002363	-0.0392540458	-0.050812888	0.0911102139	-0.0639592841	0.0513508027	0.0564045441	-0.0811177299	0.1030075211	-0.159231976	0.060031602	0.2122902042	0.1090304118	-0.1282724957	0.0177704665	-0.0272258572	0.062095866	0.1368586552	-0.1021062255	-0.058109246	-0.0794481769	-0.0321517868	-0.0510066798	-0.1297579406	-0.0984341718	-0.0297219273	0.0312901612	-0.0375384938	-0.0150207441	-0.0324230142	-0.0400722433	-0.0935746208	0.1869626619	0.0150675991	0.0657758261	0.0693447073	0.0032949287	0.0387976669	-0.072105439	0.0557182136	0.0281832984	0.1225076612	0.1179640426	0.1105157577	0.1003462082	0.0877058019	0.0	0.0187727	-0.0098894	9.780023236e-05	0.00035241426529	-0.0886933	0.2500856999999999	0.0625428573444899	0.00786650146489	-0.397097	-0.0012109999999999	0.1576860274089999	1.4665209999999083e-06	-0.00545736	0.00057713	3.330790369000004e-07	2.97827781696e-05	0.000298002	-0.0001984569999999	3.938518084899999e-08	8.880519200400002e-08	0.00137287	0.0009527159999999	1.8847720369e-06	9.07667776656e-07	0.0	1.0	0.0	0.0
4427.650946903114	-0.1786394531300175	0.0319120542145917	19604092.907612044	10958.98488796778	27.03498928106092	730.8906454270787	120099349.77470616	4287.011417113543	7.624861646891077	58.1385151342305	18378466.890461866	4540.814629386705	5978.190970569031	1.08965	46.253204	0.24271243	0.122593	0.2695872766	0.0409343153	-0.1667939186	0.2632165066	0.1401335885	-0.1385820365	-0.0452746114	0.1134014936	-0.0387836879	-0.0372986061	0.0035588358	0.0671487844	-0.0527215959	0.3018610964	0.2361977861	-0.0275016463	-0.1356836156	-0.166506853	0.0358493378	0.0078887956	-0.0234241659	0.1496964431	-0.0184263364	0.1095819456	-0.079633767	0.0086300583	-0.0196996158	-0.1003917621	0.0262826847	0.132902229	-0.0075888376	0.064214203	0.1310147567	-0.0426878954	0.0988701485	0.0413062462	0.0614001471	0.1321810475	0.1308772085	-0.0660177654	0.0153923793	-0.0307923727	-0.0511237221	-0.0426799932	0.1436225322	0.1557202523	-0.1077189633	-0.0709051429	0.0093492369	-0.0278638294	-0.0511032072	0.1295153926	-0.0477450036	-0.0338368489	0.0427022823	-0.1158711129	0.0054627508	-0.0480104711	0.0397509259	0.2845319829	-0.2442255843	0.1608603983	0.060477781	-0.097370552	-0.0791273634	-0.1933771318	0.0224315248	-0.040913126	0.0629353121	-0.0837099267	0.0651659606	0.0328948978	0.072764193	0.0505048082	-0.130906759	-0.0699216212	0.0418061898	-0.0133859309	0.1675847097	0.0379211947	-0.0448217754	0.1503926905	-0.0346089628	0.0212355274	0.1643240236	-0.0456586204	-0.0668197432	0.0368396905	0.0014980344	0.0045454922	0.1551069775	0.067103138	0.1294963389	0.0057438435	0.0365435776	-0.0874259579	0.1160604188	-0.1437732547	-0.0308128234	-0.010253878	0.036586973	-0.0184052171	-0.0469376789	0.0311205163	0.1220030341	0.1159744915	0.106146603	0.092841332	0.0764945617	0.0	0.0072131699999999	-0.01155953	0.0001336227338209	5.202982144889855e-05	-0.0272869	0.0614064	0.0037707459609599	0.00074457491161	-0.336272	0.0608249999999999	0.113078857984	0.0036996806249999	-0.00371261	0.0017447499999999	3.0441525624999994e-06	1.3783473012099998e-05	0.0007221219999999	0.0004241199999999	1.7987777439991516e-07	5.214601828838556e-07	0.00138243	9.560000000000036e-06	1.9111127049e-06	9.139360000000072e-11	0.0	0.0	0.0	0.0
4428.048300254433	0.3973533513189977	0.1578896858044388	19607611.749386176	11005.94199384157	46.95710587379108	2204.9697920424246	121130759.17180537	4291.065644574165	4.0542274606223145	16.436760302464062	18413244.366044696	4543.272693577631	5976.384636801585	1.054699	44.76963	0.20886427	0.118628	0.2349355504	0.1417881005	-0.0103700973	0.1972012592	0.0227555485	-0.1951572573	-0.0150600999	0.0570544765	-0.0321226511	-0.0591134891	0.0419089895	-0.0674733611	-0.0456060967	0.1750774154	0.1749232207	0.0249181151	0.1498272071	0.1124723246	0.122762283	-0.0201209212	0.2672972543	-0.1396460362	-0.2397420126	-0.0989017158	0.0716332713	-0.0446524049	-0.1511706642	-0.0481801021	-0.0469937774	-0.0400464007	-0.0660184907	-0.0612444998	0.092388085	-0.1951540947	-0.0483876349	0.0787688459	-0.0069563801	-0.0966742213	-0.1648791235	-0.019903672	0.0680099871	-0.0213324219	-0.0497111734	0.0018233859	-0.0368691888	0.0231168846	-0.0130132241	0.0720186499	0.0169612419	-0.1625509306	-0.0776674023	0.0832682046	0.0215338216	0.0507872504	0.0054072774	0.0766412815	-0.0193641691	-0.0217535278	-0.0712122693	0.1716435242	-0.2019940086	-0.0765582897	0.0023090751	-0.136177373	0.0727544488	0.2686476637	0.0130953029	-0.1407927211	-0.1782208099	-0.0969266344	0.0503465847	0.0623544312	-0.1388448327	0.1395265155	0.1211553342	-0.1248642357	-0.0580347217	0.0383229084	0.1138377377	-0.0418386438	-0.2009443427	-0.127717518	0.0289867476	0.0630394591	-0.119662503	-0.0691749815	0.0867685838	0.030593355	-0.0045494157	-0.0095357445	0.0565074516	-0.0071891599	0.0081774577	0.100180447	-0.0285468238	-0.0297990956	-0.1247275946	-0.088484533	0.0428679139	0.1238065064	-0.1458304261	0.0727995018	0.0434556603	0.0810980153	0.1214271607	0.1137140766	0.1012197857	0.0844696213	0.0641678585	0.0	0.00629092	-0.0009222499999998	8.50545062499815e-07	3.95756744464e-05	-0.00259673	0.02469017	0.0006096044946289	6.743006692899999e-06	-0.235687	0.100585	0.055548361969	0.010117342225	-0.00252281	0.0011898	1.41562404e-06	6.3645702961e-06	0.000961889	0.000239767	5.7488214289047936e-08	9.25230448321e-07	0.00115866	-0.00022377	1.3424929955999998e-06	5.0073012900000047e-08	0.0	0.0	0.0	0.0
