global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	c_comp_cor_12	c_comp_cor_13	c_comp_cor_14	c_comp_cor_15	c_comp_cor_16	c_comp_cor_17	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04
3874.9355566128174	n/a	n/a	15015125.567902286	11018.59800925375	n/a	n/a	121409502.0895307	3797.748374848211	n/a	n/a	14422892.718662228	4002.372693026772	6512.923655814992	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0266329	n/a	n/a	0.00070931136241	0.0256887	n/a	n/a	0.0006599093076899	0.193915	n/a	0.037603027225	n/a	-0.000527995	n/a	n/a	2.78778720025e-07	-7.92202e-05	n/a	n/a	6.27584008804e-09	0.0	n/a	0.0	n/a	0.0	0.0	0.0	0.0	0.0
3884.616293057226	9.680736444408469	93.71665810609828	15090243.744285664	11065.068348646832	46.4703393930813	2159.492443308164	122435737.56022592	3796.79952434204	-0.9488505061708564	0.9003172830606907	14415686.628043942	4006.627411369444	6540.277004791426	1.212412	40.996765	0.01578391	0.00924258	-0.0620704705	-0.1150848497	-0.0069392665	0.0402798185	-0.2129749573	-0.1403027112	0.100461983	0.1312470846	-0.0409056944	0.0841947042	-0.0087080437	0.1064133581	0.0651432508	-0.1128361027	0.1164151276	-0.0066715833	0.2734760144	-0.0182074627	0.001103691	-0.2054611878	0.0824016783	-0.1791687611	0.0178657545	-0.0063991906	0.0991223671	-0.0011433124	0.0065910921	-0.0272036609	0.1357785569	-0.0564640108	0.1307731364	-0.0610146416	0.1680580186	-0.0776813217	0.0817170692	-0.0268425831	-0.1294037821	0.0630133519	-0.0413917848	-0.0972315379	0.0479661401	0.0353926486	-0.0777256969	-0.011348002	0.0679494018	0.08483635	-0.1332799323	-0.0798374501	-0.0240451699	0.0691703941	0.0010037517	0.0559095826	0.0194473864	-0.1381387623	-0.1532871847	0.0792041174	0.0842779625	0.0223744788	-0.081915212	-0.0498697239	0.0775746179	-0.0108398194	0.0330466661	-0.1155102232	0.1125490478	-0.0268128807	0.052524701	-0.0718683087	0.0397327025	-0.2056066568	0.1018441438	-0.0425553181	-0.0166088258	-0.0219643644	0.0799214662	-0.0334511866	-0.1199067955	0.002530047	0.1526187066	-0.0610421749	-0.1166339172	0.1334310932	0.1011303915	0.0274951182	-0.064947089	-0.028587197	-0.0856135044	0.1068566437	0.053453496	0.1455336874	-0.1052613448	0.1466261977	0.1465634515	0.1464588945	0.1463125564	0.1461244791	0.0	-0.0266465	-1.359999999999903e-05	1.8495999999997358e-10	0.00071003596225	0.0293109	0.0036222	1.312033284000002e-05	0.00085912885881	0.193236	-0.000679	0.0373401516959999	4.6104100000001766e-07	-0.000678157	-0.000150162	2.2548626244000005e-08	4.5989691664900005e-07	-0.0	7.92202e-05	6.27584008804e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3895.927780137508	11.31148708028195	127.94973996738548	15178253.268047169	11119.186087215649	54.117738568817	2928.7296278028234	123636299.24213004	3794.185715120998	-2.6138092210421746	6.8319986440051	14395845.240828238	4003.071691262659	6555.176458129173	1.176735	39.790382	0.0536534099999999	0.0296323	0.0524728627	0.147215896	0.0251841501	0.1718527446	-0.1748438744	-0.0689624753	-0.1269230459	0.0833239858	0.2608215975	-0.1388261442	-0.0676262824	-0.1710383219	0.1392446479	-0.0746368093	0.0178838284	0.1483164152	0.1219948407	0.0237855196	-0.254676781	0.0475535962	-0.0063051762	0.014457646	0.0774619633	0.1440529549	0.1445112844	0.0036999552	0.1300225643	0.0436900165	0.1035078866	-0.1653708254	0.0376807124	0.2175363543	-0.0848391366	-0.0311119137	-0.1579286317	-0.0395107291	-0.0578605165	-0.2104824072	0.0234157678	-0.1506321844	0.0021105903	-0.0565866846	0.1497285111	-0.1481995797	0.012002829	-0.1046647058	0.0313366258	-0.0114141589	0.0580667644	0.0150879008	0.0398219293	0.1832519905	-0.0128460624	0.0744243607	0.0759129926	-0.003667601	0.1499088322	0.1139466693	-0.0377094459	-0.2283754234	-0.0756282587	-0.1163065975	-0.1116363282	-0.038732449	0.0242700544	0.2198355028	-0.2953502459	-0.0698992764	0.0310459007	0.0221675049	-0.040734895	-0.1312779491	0.1332188905	0.1239430175	0.013244155	-0.0355085238	-0.0252963179	0.1765102372	0.0150253736	-0.0246443657	0.0457184368	-0.0954908658	0.0184034807	0.0652725124	-0.0464002721	-0.1024958871	-0.0900236543	0.0169717575	-0.1631169584	0.0433930173	0.1031513633	0.1464588945	0.1458947161	0.1449560281	0.14364524	0.1419657166	0.0	-0.0266346	1.1899999999998715e-05	1.4160999999996946e-10	0.00070940191716	0.0165811	-0.0127298	0.00016204780804	0.00027493287721	0.170484	-0.0227519999999999	0.029064794256	0.0005176535039999	-0.000953796	-0.000275639	7.597685832100003e-08	9.09726809616e-07	-8.75552e-05	-8.75552e-05	7.665913047039999e-09	7.665913047039999e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3897.834027622976	1.9062474854681568	3.633779475853671	15193110.106895551	11106.029667488334	-13.156419727314642	173.09138004127388	123343894.97513103	3810.9629872357614	16.77727211476349	281.47685961282065	14523438.890080918	4018.41562056774	6582.278901265522	1.063112	35.948303	0.05381481	0.0342119	-0.0821162386	0.0400633121	0.0393787741	0.1471316841	-0.0833842872	-0.1385001817	-0.035855101	0.0020504768	0.0247940526	-0.0995225679	0.0963897754	0.037154385	0.0677502839	0.0272527413	-0.0019374223	-0.0401021538	0.1267090976	0.0018565933	0.0953347085	0.0141406897	-0.2708662483	-0.0934767621	-0.045782127	-0.2112165898	-0.1121601831	-0.0482752538	-0.0379016958	-0.160246888	-0.1492826193	-0.2578453192	-0.0996169607	-0.0223920968	0.0646444889	0.0659879287	-0.0547956561	-0.1483761783	-0.1088894374	-0.0607574592	-0.0105774421	-0.0375271363	0.0013720956	-0.2967505196	-0.1593674634	0.0588431329	-0.0864684869	-0.0086885884	-0.1005931068	-0.0559104543	-0.0164389436	-0.1472661827	0.0356772457	-0.1529329103	0.0296792778	0.0140919961	0.0089954786	-0.0993264997	-0.1329621257	0.1115767468	-0.0188859318	0.2917077834	0.1201854718	0.0434255868	-0.038108536	-0.0197691583	-0.0858740538	-0.1347348993	-0.1863970502	0.043880415	-0.0022250186	-0.1651094525	-0.0475663414	-0.2658939483	0.0996530625	-0.0015917856	0.1048121671	0.0623779224	-0.0788524582	-0.0802202677	-0.0848721773	-0.0997883412	0.1151234724	0.155646351	-0.0344271162	-0.1318169657	0.1271830319	0.0854250584	0.1452680848	-0.0204771212	0.0450293481	0.0625034321	0.0605182698	0.1461244791	0.1445602966	0.1419657166	0.1383592329	0.1337665517	0.0	-0.0266465	-1.1899999999998715e-05	1.4160999999996946e-10	0.00071003596225	0.013627	-0.0029541	8.726706810000007e-06	0.000185695129	0.145303	-0.025181	0.0211129618089999	0.000634082761	-0.000527995	0.000425801	1.8130649160100005e-07	2.78778720025e-07	-0.0	8.75552e-05	7.665913047039999e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3883.646593989301	-14.187433633675028	201.2832731099334	15082710.867004698	11088.628600518576	-17.401066969758176	302.797131686009	122957684.24023856	3799.04806259603	-11.914924639731453	141.9654291704797	14432766.181914648	4013.08907414842	6651.293638943819	1.152153	38.959164	0.02267485	0.016613	0.0381412803	-0.1305286649	-0.0234211285	-0.0554925563	0.0780887611	0.0594137459	0.1021742007	0.0421992805	-0.0234924453	-0.0061056243	-0.135799822	0.0043031363	0.0126154849	-0.02311477	-0.0539875039	-0.1325268524	0.0291655595	0.0210853414	0.1226097874	-0.0829727174	0.0222044293	0.0207618043	-0.0916572953	0.0563312911	0.0297273707	-0.1976645913	-0.0512819566	0.1432769893	-0.0531215005	0.1446809187	-0.0391850641	0.0775882724	-0.0285533555	-0.016162738	-0.0162223603	-0.0668924367	-0.0163181684	0.1838727839	-0.059825493	0.0250637153	0.1845451318	0.1572665392	0.0396048427	0.0834802445	0.0120721359	0.0548584208	0.0509864914	-0.033496498	0.2049813252	-0.095944738	0.0334272045	-0.0679268485	-0.0833457375	-0.0793850509	-0.0224590112	-0.1191983534	0.1020965328	-0.1290952739	0.0702220604	-0.0826964448	0.1321040726	-0.0134454902	0.0595559009	0.1272312277	-0.1355765178	0.1365758967	0.0557592452	0.0288855744	0.0400087844	-0.0095012141	0.0279876911	0.0848519017	-0.0322170217	-0.226195594	-0.0693264296	0.1215594106	-0.0447686411	0.0338687484	0.1333587109	-0.0174013425	-0.0993821343	0.0038567696	-0.1610456279	0.0949666359	0.0108249336	-0.053955525	0.1737487507	0.0348190967	0.0919498853	0.0775599306	0.0615202435	0.145623333	0.1425662815	0.1375186448	0.1305509005	0.121760336	0.0	-0.0266544	-7.900000000001656e-06	6.241000000002614e-11	0.00071045703936	0.0135178	-0.0001092	1.1924640000000058e-08	0.00018273091684	0.130875	-0.0144279999999999	0.0171282656249999	0.0002081671839999	-0.000527995	0.0	0.0	2.78778720025e-07	-0.0	0.0	0.0	0.0	-0.000162595	-0.000162595	2.6437134025e-08	2.6437134025e-08	0.0	0.0	0.0	0.0	0.0
3877.606337233894	-6.040256755406972	36.48470167123956	15035830.906556455	11105.434250006156	16.805649487580013	282.42985469939833	123330669.8812098	3792.819179501636	-6.22888309439395	38.79898460362675	14385477.328395464	4002.8997549069886	6587.447458622829	1.197957	40.50798	0.02545385	0.0130068	0.129239247	0.1398656054	0.0682633136	0.063140719	-0.0323446386	-0.028974581	-0.1407305541	0.0421439822	0.0267805507	0.1643986604	0.0134681234	-0.0852605697	-0.1029357386	-0.1340857016	-0.0055663907	-0.0414056165	-0.1032552995	-0.0896577498	-0.0632010168	0.0377919162	-0.032610293	0.0294777387	0.0486394573	-0.044337341	-0.0896089648	0.031161056	-0.0641854935	-0.085610554	0.0144393602	0.1585650978	0.0715572957	0.1159902156	-0.0108370168	-0.0459455169	-0.1349397009	-0.0076234727	0.0346135771	-0.0737254583	0.0778816083	-0.0678493031	-0.0829226835	0.1028048452	0.1423325411	-0.0841487095	0.04680157	0.1078700093	-0.1610723996	0.2046448579	-0.2758140513	-0.053407122	0.073271253	0.0543804642	0.0050740543	-0.1082444677	0.2184853092	0.0626857748	0.0694545987	0.0963309007	-0.0668821771	0.0252034131	-0.0880376972	-0.0508737547	0.1113858652	0.2136784224	0.0541352881	-0.002945636	-0.003045508	-0.0290000312	0.0896616493	0.0536625981	-0.0283953575	0.0253345358	0.0821107457	0.0495324676	-0.1025769701	-0.1428416371	-0.0036244394	0.1156891236	-0.0804383093	0.0782252014	-0.1466025394	-0.081430255	0.2109082806	-0.1583634928	-0.1647345392	0.0969569002	0.0008731062	0.2665218462	0.0094793371	0.0084549666	-0.029118731	0.1449560281	0.1399217693	0.1316604456	0.1203625908	0.1062887712	0.0	-0.0266587	-4.299999999998749e-06	1.848999999998924e-11	0.00071068628569	0.0217747	0.0082569	6.817639761000001e-05	0.00047413756009	0.135654	0.004779	0.018402007716	2.283884100000005e-05	-0.000645443	-0.000117448	1.3794032704000009e-08	4.16596666249e-07	-3.1812600000000003e-23	-3.1812600000000003e-23	1.0120415187600002e-45	1.0120415187600002e-45	-0.00029342	-0.000130825	8.609529640000001e-08	1.7115180625000005e-08	0.0	0.0	0.0	0.0	0.0
3883.643692547443	6.037355313549142	36.44965918204006	15082688.33066354	11062.589873626452	-42.844376379704045	1835.6405873657416	122380894.71206252	3806.315240144541	13.496060642904922	182.1436528769672	14488035.707356596	4014.300499380216	6537.715577994128	1.168717	39.519253	0.0199343	0.0109424	-0.1413162284	0.0851127803	-0.0203975592	0.0266477836	0.0217723691	-0.0881452884	-0.0105506482	-0.0383827264	-0.0519560285	0.0223778765	-0.0022127735	0.0890580401	0.0780490451	0.0627049889	0.1660555934	-0.0487035235	0.0751644753	-0.0653405948	0.1713824422	0.0800710966	0.1321793455	-0.0398147262	-0.1858487121	-0.1249645151	-0.1254736443	-0.041010652	-0.0900738781	-0.00227241	-0.0752262407	0.0933652925	-0.0687382256	-0.2459694265	0.0859579839	0.0922594536	-0.0271286337	0.0903051939	-0.1360690717	-0.0198042156	0.0567241354	0.1545094851	0.0103600603	0.0921428908	-0.0922936306	-0.2235668101	-0.124049183	0.0293713143	0.0152532674	0.0727758778	0.0817645746	0.1138680718	0.0213047183	-0.0443196748	-0.0105714427	-0.0262685068	-0.1798924364	0.0650170566	0.1069027821	0.0348273696	-0.0288600645	0.1931498794	0.0366894432	0.0751897616	0.0502222827	0.0529478508	-0.0438243366	-0.0523322459	0.2192425838	0.1426623407	0.0726766123	0.0341942012	0.1178884731	-0.1327529164	-0.033601391	0.122226997	-0.0348848267	0.0405777874	0.2870248915	-0.0331475631	-0.0022411695	-0.1050909713	-0.0706773503	-0.0393872298	-0.0018539068	0.0229652352	0.0442297386	-0.0655321203	-0.0385858257	-0.0630818071	0.1661474676	0.0428448887	-0.0406901021	0.1441233256	0.1366388261	0.124451232	0.1079800393	0.0877921846	0.0	-0.0320662	-0.0054075	2.924105625000003e-05	0.00102824118244	0.0208999	-0.0008748	7.652750400000035e-07	0.0004368058200099	0.135651	-3.0000000000030003e-06	0.018401193801	9.000000000018002e-12	-0.000690003	-4.456000000000002e-05	1.985593600000002e-09	4.76104140009e-07	0.000170249	0.000170249	2.8984722001e-08	2.8984722001e-08	-0.000235249	5.817100000000001e-05	5.534209200100001e-08	3.383865241000001e-09	0.0	0.0	0.0	0.0	0.0
3878.868115549279	-4.77557699816407	22.806135665393747	15045617.857824815	11103.882824937837	41.29295131138497	1705.1078280044096	123296213.78994948	3804.067324923486	-2.247915221054882	5.053122841050218	14470928.212550526	4017.2394081796815	6577.157179809978	1.14664	38.772747	0.053676735	0.0271098	-0.0415273744	-0.1032137883	-0.0429583295	0.0115612273	0.0813359503	0.0249621536	0.1572214817	-0.0650336912	0.019636684	0.0077656495	-0.1489970907	0.0586849519	0.061372133	0.0389329485	0.1244981559	0.0588477612	-0.113145168	-0.1850528071	-0.058557355	0.0318804504	0.0478386203	-0.0570756734	0.0716994346	0.0082981092	-0.1151751639	0.096517607	0.0434014771	0.1020127634	0.0739439679	0.0422464732	0.0175331145	-0.0551726855	0.0847785324	-0.0335229288	0.046591152	0.105680605	0.070707859	0.0063116848	0.0942150046	-0.1958629889	-0.1296259615	0.1404105052	0.0500893841	0.1757033917	-0.1162583365	-0.1027046526	0.0469568684	-0.1255403081	-7.17353e-05	-0.0326523779	-0.2575615279	-0.0746171176	-0.1327024593	0.2875943298	-0.0184131453	0.0670289054	0.0247773292	-0.1550660648	0.0475721906	0.0254075977	-0.1304710917	-0.0068713132	0.117636736	-0.119618214	0.098938316	-0.0038004144	0.0986578871	0.0197396954	0.0275567534	0.0806738854	0.0980100199	0.1126481325	0.0587227706	0.0384382564	-0.0778402277	-0.2616443307	-0.1562147826	-0.0627789774	-0.0443195867	-0.041561252	0.0584499678	-0.0208639875	-0.1191909708	0.1317099815	0.1863024807	0.1696266225	0.038630123	-0.2311308948	-0.1873997347	0.0072920399	-0.03671844	0.1431261759	0.1327324313	0.1159649805	0.0936289832	0.0667969964	0.0	-0.0297756	0.0022906	5.246848360000017e-06	0.00088658635536	0.00415878	-0.0167411199999999	0.0002802650988543	1.72954510884e-05	0.128746	-0.0069049999999999	0.016575532516	4.767902499999992e-05	-0.000328071	0.000361932	1.3099477262400002e-07	1.07630581041e-07	0.000195073	2.4824000000000005e-05	6.162309760000001e-10	3.8053475329000004e-08	-6.72047e-05	0.0001680443	4.5164717020899996e-09	2.823888676249e-08	0.0	0.0	0.0	0.0	0.0
3888.4545527334026	9.586437184123495	91.89977788514564	15120078.808673128	11090.692440513803	-13.190384424033256	173.9862412537791	123003458.81007002	3791.980151038053	-12.087173885433003	146.09977253669356	14379113.465866577	4003.274648496109	6628.883445437906	1.071252	36.223572	0.078250655	0.0438285	0.0938211801	-0.0333530514	0.0189850942	-0.0302456921	0.0141687036	0.0444692822	0.0356541202	0.0388878816	0.0814191056	0.0221219712	0.1396728195	-0.0382797488	0.0240583898	-0.0219917919	0.0724827731	0.0799883867	-0.0947847947	0.051943626	0.1379645311	-0.0701999176	-0.0799245999	0.2388902417	0.1306711309	0.1374225455	0.2420506746	0.2353202803	-0.1259484956	-0.1132046997	-0.0313308899	-0.0472134614	-0.0962262623	-0.0102844128	-0.1332388006	0.1276854847	0.0527733319	-0.1710457694	0.1197723432	-0.0570852856	-0.0352185049	0.108622665	0.0913831492	-0.0952092521	-0.0182652427	0.1787149483	0.0301186203	0.0839724514	0.1420578572	-0.1246931918	-0.0441054933	-0.0140194837	-0.0855303105	-0.0953596302	-0.1142429188	0.063758222	-0.0395680855	-0.1420924593	0.1126809558	0.0783760831	-0.105675415	-0.2182952696	-0.077992664	0.2154509876	-0.1807729869	-0.0354012384	0.0050910637	-0.100601582	-0.0522867723	-0.0452888506	-0.125745609	-0.0061591271	-0.1291930848	0.06777015	-0.0175948441	-0.07000551	-0.1538556203	0.2245681865	-0.0240538913	-0.0574567762	-0.0602333368	0.1341869046	0.1407423948	0.1431355885	-0.0640442284	0.0939968231	0.0816535869	0.1190369997	0.1015262219	-0.0886273138	0.0121065893	0.0516121464	0.1490935688	0.1419657166	0.1282204088	0.1062887712	0.0775710461	0.0439007383	0.0	-0.03319	-0.0034143999999999	1.1658127359999989e-05	0.0011015760999999	0.0182878	0.0141290199999999	0.0001996292061603	0.00033444362884	0.0920796	-0.0366664	0.0084786527361599	0.00134442488896	-4.01706e-05	0.0002879004	8.288664032016e-08	1.6136771043599996e-09	0.000381571	0.0001864979999999	3.4781504003999995e-08	1.45596428041e-07	-7.362299999999998e-05	-6.418299999999986e-06	5.420346128999997e-09	4.1194574889999816e-11	0.0	0.0	0.0	0.0	0.0
3878.1042946814414	-10.350258051961193	107.12784174218748	15039692.92042664	11076.13710829791	-14.55533221589394	211.85769591504	122680813.24181396	3794.568956657972	2.588805619919185	6.701914537725156	14398753.566832373	4008.7898423580505	6654.574971321051	1.038909	35.12991	0.0531106532	0.0279171	0.1820563672	-0.0248027455	-0.123970833	-0.1462662274	0.1250953125	0.2156945056	-0.0563022995	-0.0104986256	-0.1019509837	-0.0121708017	-0.1337439268	-0.1817258073	-0.1748415233	-0.0405563141	-0.164792721	-0.0136844788	-0.1869898878	-0.0216974118	-0.0110336467	0.1092880002	0.0033818798	-0.1715523677	-0.0100514694	0.1367680947	0.037730034	-0.0942426408	0.1659636682	0.0741244009	-0.1150065521	0.1433792535	-0.0307210275	-0.0163005451	-0.0127170934	-0.0762869416	0.0245837304	0.0508409164	0.0617006287	-0.0226246942	0.0250746849	0.118170861	0.1512742768	-0.0395354997	-0.0655826438	-0.0061304101	0.0685350036	-0.1196886921	0.3159130683	0.0113980217	-0.0001185219	0.1556307222	-0.0448936645	-0.0163692305	0.1353412699	-0.0727541857	-0.0005305204	0.0155143881	-0.3595939573	-0.1926283714	0.1578921082	-0.1491564613	-0.0102077703	-0.1578115756	-0.0318762458	0.0654643259	-0.1098072336	-0.0354849187	0.0993347947	0.0914274619	-0.0346761285	0.0358716665	-0.0291040689	0.0338200469	-0.016262015	-0.0287934086	-0.0210858145	0.1546130742	0.1341900137	-0.0670065721	0.0037664888	0.0710162162	0.2310470072	-0.0842362231	-0.1133983882	0.0644846919	-0.0680704434	-0.0513644749	-0.2334576286	-0.0190984598	0.0255543321	-0.2413860337	-0.1068908782	0.1406432718	0.123123346	0.0955218954	0.0600989683	0.0197550473	0.0	-0.0266708	0.0065191999999999	4.249996863999994e-05	0.00071133157264	-6.44632e-05	-0.0183522632	0.000336805564562	4.15550415424e-09	0.0750089	-0.0170706999999999	0.00562633507921	0.0002914087984899	0.000162809	0.0002029796	4.120071801616e-08	2.6506770481e-08	0.000379313	-2.257999999999991e-06	5.098563999999959e-12	1.43878351969e-07	-9.17552e-05	-1.8132200000000023e-05	8.419016727040001e-09	3.2877667684000077e-10	0.0	0.0	0.0	0.0	0.0
