global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	non_steady_state_outlier01	non_steady_state_outlier02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03
5155.208404606489	n/a	n/a	26576173.694925383	12413.655781851465	n/a	154098849.8702943	n/a	4505.267763027222	n/a	n/a	20297437.61657231	5201.958825834765	9280.377066738103	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	-0.0110612	n/a	0.00012235014544	n/a	0.239421	n/a	0.057322415241	n/a	-0.0202462	n/a	n/a	0.0004099086144399	-0.00130363	n/a	n/a	1.6994511769000002e-06	8.464359999999998e-05	n/a	n/a	7.1645390209599985e-09	-0.000410084	n/a	1.68168887056e-07	n/a	0.0	0.0	0.0	0.0
5142.926798334807	-12.281606271681994	150.8378526126185	26449696.053030312	12425.92989528619	12.274113434725225	154403733.76256707	150.6538606085022	4514.119542879893	8.851779852670916	78.35400656015074	20377275.24741017	5225.268134055123	9272.560353609184	1.164161	48.253258	0.0884136591	0.0467293	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.18691e-05	0.0110730691	1.4087553481e-10	0.0001226128592933	0.23909	-0.0003309999999999	0.0571640281	1.0956099999999865e-07	-0.00847113	0.0117750699999999	0.0001386522735048	7.176004347690001e-05	-0.000682261	0.000621369	3.860994341610001e-07	4.65480072121e-07	0.00017272	8.807640000000003e-05	7.757452236960005e-09	2.98321984e-08	0.000185161	0.000595245	3.4284595921000006e-08	3.54316610025e-07	0.0	0.0	0.0	0.0
5147.802218177444	4.875419842636802	23.76971864197666	26499867.677472614	12463.095628680998	37.16573339480783	155328752.64964738	1381.291738773934	4513.200335132555	-0.9192077473380778	0.8449428827663434	20368977.265040606	5222.019474938928	9280.753454309925	1.169676	48.48185	0.0396512409	0.022479	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.00669409	0.0066822209	4.48108409281e-05	4.465207615639681e-05	0.246535	0.007445	0.060779506225	5.542802500000011e-05	-0.0134687	-0.00499757	2.49757059049e-05	0.00018140587969	-0.00106482	-0.000382559	1.4635138848099998e-07	1.1338416324e-06	0.000186646	1.3925999999999988e-05	1.9393347599999968e-10	3.4836729316e-08	0.000171117	-1.4044000000000005e-05	2.9281027689000003e-08	1.9723393600000008e-10	0.0	0.0	0.0	0.0
5197.656773516504	49.85455533905952	2485.4766880553475	27015635.93528199	12504.52901308745	41.433384406451296	156363245.83914578	1716.7253433727617	4512.599241095074	-0.6010940374808342	0.3613140418950105	20363551.91073184	5216.764025803321	9196.23518603536	1.618278	67.075951	0.13965441	0.106797	-0.0381906512	0.0501651326	0.1307292077	-0.0877478138	0.0028261035	-0.0069788729	0.0740124013	-0.0156165655	-0.0804580391	0.0263212689	-0.0271222162	0.0732631098	-0.0470612146	0.109744618	-0.1713105511	-0.0169802115	0.10962081	-0.039774429	0.0730440081	-0.1206665024	0.0029286471	-0.0517532293	0.0718096355	-0.1068804646	0.1139130121	-0.0984568952	0.001364527	-0.0795330388	0.0498397568	0.0124227062	-0.0038606027	-0.1298098027	0.1482958732	-0.0624179605	-0.0657398482	0.0509787154	-0.1668840265	-0.0949283791	0.1158232588	0.1207765487	-0.116147908	-0.0233918022	-0.0042195555	0.0383059254	0.0583954413	0.066084942	-0.0137945832	-0.1296227038	0.1942912817	0.1529535483	-0.0332380226	-0.0903710192	0.0844922986	0.0699625024	-0.0225397131	0.0588198686	-0.2382953558	0.0706691366	-0.0009634415	0.0022662889	-0.083706937	0.0555129627	-0.0563729717	0.0155105937	0.0027483798	-0.0928276403	-0.1551716307	0.0794121138	-0.1058613931	0.0419205748	0.0060043302	0.025018868	0.1686548382	-0.1572040113	0.0010766953	0.1462766212	-0.0343367026	-0.066897807	-0.0700342364	0.1037345984	0.0700734935	0.1482277777	0.1481615273	0.1480511318	0.1478966243	0.1476980506	0.0	0.0	0.0	0.0137309	0.00703681	0.00018853761481	4.9516694976100016e-05	0.261983	0.015448	0.068635092289	0.000238640704	0.0914005	0.1048692	0.0109975491086399	0.00835405140025	-0.00103578	2.9039999999999925e-05	8.433215999999956e-10	1.0728402084000002e-06	0.00018641	-2.360000000000025e-07	5.569600000000117e-14	3.47486881e-08	0.000387849	0.000216732	1.5042684680100001e-07	4.6972759824e-08	1.0	0.0	0.0	0.0
5191.679038869372	-5.977734647131911	35.733311511521265	26953531.242635604	12561.46543993348	56.93642684603037	157790413.9986432	3241.756701993368	4519.8128351761125	7.213594081038536	52.035939565994205	20428708.06502273	5226.29340941249	9220.658181468629	1.157842	47.991344	0.0997065	0.0480199	-0.0910532865	-0.0161429797	-0.0294719776	0.1588777894	-0.0254207165	-0.0821570982	0.0119900787	-0.0031135669	-0.0622565662	-0.1614979697	0.0487840419	0.0010014881	-0.1306444616	0.0208359344	0.0196955673	0.2476304455	-0.1172799243	0.0051691454	0.0986694015	0.0665259788	0.0466580523	0.08543333	0.0157213759	-0.0945453884	0.1191579233	-0.0291666766	-0.0283323405	-0.0440081703	-0.0957457743	-0.0727446302	-0.0089100582	-0.0814425515	-0.0623827316	-0.0142855353	-0.0927990067	-0.1035597646	-0.0383698932	-0.0295303717	-0.1900095395	0.0700456667	0.0432463561	0.138343728	0.0805791584	-0.0175933476	0.0643397916	0.0790630292	-0.0281087544	0.0897148158	0.0700302646	0.0580574438	-0.0572956872	-0.0685806886	0.0450521164	0.0558596894	0.0085915822	-0.0709420626	0.0255674078	0.1000443353	0.0852307514	-0.0347528744	0.0190244529	0.0914187149	0.0316283315	0.0517532007	0.0578366385	-0.0187271536	-0.0512845623	0.1849266183	0.0483318331	-0.1061760367	-0.0678074626	0.0886188198	-0.0506150562	0.0159067272	0.1525421372	-0.0851491044	-0.1582406849	0.0461421742	0.0244555085	-0.1073378058	-0.0604954406	0.1480511318	0.1474554701	0.1464644752	0.1450808039	0.1433081659	0.0	0.0	0.0	0.0414693	0.0277384	0.00171970284249	0.00076941883456	0.260701	-0.001282	0.067965011401	1.6435240000000138e-06	0.060592	-0.0308084999999999	0.0009491636722499	0.003671390464	-0.00124499	-0.00020921	4.3768824100000025e-08	1.5500001001000002e-06	-0.000279248	-0.000465658	2.16837372964e-07	7.797944550400002e-08	0.000510533	0.0001226839999999	2.60643944089e-07	1.5051363855999992e-08	0.0	0.0	0.0	0.0
5196.827759790334	5.14872092096266	26.50932712195858	27007018.764927424	12541.556483926124	-19.9089560073553	157290639.03950942	396.3665293028087	4527.241459869467	7.428624693354322	55.1844648347136	20495915.23596102	5214.17723702351	9195.29226869709	1.106463	45.861748	0.04944045	0.0231198	-0.0976107354	-0.0996399735	0.1062948874	-0.0776123095	0.0537198483	-0.1160979925	-0.0430885614	-0.088505832	-0.0468618158	0.1053994269	-0.0099217127	0.0704393853	-0.1620006306	-0.1418597284	-0.0183549396	0.1129615227	0.1470967014	-0.0981160938	-0.1375431818	-0.1003045996	0.1013137188	-0.1164493813	-0.0553427479	0.1508139454	0.0784978789	-0.0033527197	0.160176128	-0.0376360889	-0.1283648216	0.0661070878	0.1198831698	0.1316390705	0.0313889102	0.0975608091	-0.0337776965	0.139607342	0.2056391822	-0.0521973108	-0.0658712952	0.0543108286	-0.0160042017	-0.1170905148	0.134837176	-0.0700611932	-0.0366279181	-0.0885818884	-0.0590130054	0.092867069	-0.0821218385	0.0924694384	0.126848193	-0.1435549776	0.0145629683	0.0100119755	-0.0133426126	0.1290216688	0.0180312675	-0.115880711	-0.0515978376	0.1829104436	0.119578233	0.10539447	-0.1082833955	-0.0481516576	0.0382473413	0.0741267094	0.029940634	0.0074594574	0.0397298035	0.1895788219	0.0707218135	-0.0465090832	-0.2381194201	0.0558922802	0.0479748378	-0.032199826	0.0570641938	-0.1005120817	0.1026552427	-0.035678441	0.0983764516	0.1476980506	0.1460467205	0.1433081659	0.1395027738	0.1346588728	0.0	0.0	0.0	0.0350252	-0.0064441	0.00122676463504	4.152642481000002e-05	0.255558	-0.005143	0.065309891364	2.645044900000009e-05	0.0657587	0.0051667	2.6694788890000036e-05	0.00432420662569	-0.000941855	0.000303135	9.189082822500005e-08	8.87090841025e-07	-0.0	0.000279248	7.797944550400002e-08	0.0	0.000439183	-7.134999999999997e-05	1.92881707489e-07	5.090822499999996e-09	0.0	0.0	0.0	0.0
5206.713897798612	9.886138008278069	97.73572471872022	27109869.61352922	12579.97927977923	38.42279585310644	158255878.67967477	1476.311241169493	4529.030315906208	1.788856036740981	3.20000592018465	20512115.602397483	5229.323815124323	9245.020462453882	1.134786	47.035694	0.05784405	0.0293306	0.1387042002	-0.0517345538	-0.0106659849	-0.0970604907	0.0976990023	-0.0456382981	-0.0997089502	0.1149072533	0.021610435	-0.0213250738	0.0341785786	-0.1848627777	0.0658374816	-0.0622578595	-0.158688016	-0.0430517459	0.0264957835	-0.0685512233	-0.0134484586	-0.0782271668	-0.041867922	0.0903495383	-0.1587424655	0.1268486992	0.0847300546	0.0313037017	-0.0356835904	-0.067316706	-0.0509188488	-0.037125002	-0.0476628674	0.1186138544	-0.0535733004	0.1857087416	0.022484704	0.0663310369	-0.1204497052	0.0493441213	0.00967207	-0.1111650388	0.1363594193	0.145724698	-0.0548515607	0.0100212779	0.0947795578	0.104137608	-0.0333309607	-0.0551330339	0.0330655546	-0.0186702884	0.0258950491	0.1562303255	0.1262513253	0.0125353767	-0.0271239252	0.0075591981	0.0116026846	-0.1328456263	0.0481155083	0.0350369816	0.0415358149	0.1315708652	0.0259904342	-0.0878159692	0.0011329392	0.0345438456	0.1646233262	0.0689803891	-0.0523188886	0.0780642289	-0.0052482453	0.1449675109	0.0856363471	0.0824880997	-0.0078101916	-0.1063010746	-0.0575012443	0.0833700777	-0.0248516734	0.0057981347	0.0750135033	0.1471689549	0.1439419917	0.1386160302	0.1312687348	0.1220072456	0.0	0.0	0.0	0.0354646	0.0004393999999999	0.00125773785316	1.930723599999996e-07	0.237195	-0.018363	0.056261468025	0.000337199769	0.0846693	0.0189106	0.00035761079236	0.00716889036249	-0.0011451	-0.000203245	4.1308530025000004e-08	1.31125401e-06	-0.000118448	-0.000118448	1.4029928704e-08	1.4029928704e-08	0.000520111	8.092799999999997e-05	2.70515452321e-07	6.549341183999995e-09	0.0	0.0	0.0	0.0
5203.186723158382	-3.5271746402304416	12.440960942684743	27073152.07605166	12575.31293476438	-4.666345014849867	158138495.40725234	21.774775797614204	4529.776538369062	0.7462224628543481	0.556847964068409	20518875.487558804	5241.7425070369945	9256.976660946855	1.247983	51.727604	0.0504577499999999	0.028935	0.0032554801	0.0944422119	-0.1692367183	0.2211868205	-0.0035349333	0.0929862743	0.1038738566	0.044461376	0.0118709904	-0.1837724871	-0.0798967079	0.0733009291	-0.088070482	0.0734993774	0.1000643289	-0.1190744882	-0.0786793483	0.0269948433	0.0558787382	0.1573181505	0.0558692158	0.0078763565	0.1095088767	-0.1941707582	-0.0697398385	-0.1263301217	0.0484293773	-0.1281387555	0.1422218094	-0.0310235683	0.025547443	0.029385952	0.0867555126	0.0048088402	-0.0279133271	0.0208767035	0.0947538065	0.0200683095	0.0358366826	0.0295217162	-0.110535511	0.0555753798	-0.0941385691	-0.0721989141	0.0267416894	0.034160435	-0.0205917772	-0.1827559177	-0.1636566133	0.0737215582	-0.1014625826	-0.0653957226	-0.068911021	0.0103081952	0.0819477386	-0.058714001	-0.0110774038	0.2584590501	0.0978102991	-0.0764096276	-0.0153563361	-0.007738704	-0.0448524687	-0.0393824953	-0.0700180141	0.0534852906	-0.0552605792	-0.0671858676	-0.0659539056	0.0871725995	0.1311898729	-0.0944717202	0.0344251201	-0.0208829261	-0.0101531675	0.0144741728	0.0268751441	0.1004772741	-0.0721056789	-0.0113411276	0.0404888402	0.1464644752	0.1411513138	0.1324383533	0.1205354556	0.1057293165	0.0	0.0	0.0	0.0349412	-0.0005234	0.0012208874574399	2.7394756000000024e-07	0.252806	0.0156109999999999	0.0639108736359999	0.0002437033209999	0.108408	0.0237387	0.00056352587769	0.011752294464	-0.00105334	9.175999999999998e-05	8.419897599999996e-09	1.1095251556e-06	-0.0	0.000118448	1.4029928704e-08	0.0	0.000518626	-1.484999999999963e-06	2.689729278760001e-07	2.20522499999989e-12	0.0	0.0	0.0	0.0
5204.838529607767	1.6518064493848217	2.728464546229291	27090344.11928954	12586.596065258283	11.283130493902718	158422400.5099753	127.3090337424374	4524.0649999912885	-5.71153837777365	32.621670640781254	20467164.12414618	5234.990882141302	9246.87010813102	1.166479	48.349354	0.0246614	0.016906	-0.0308387345	0.0774907714	0.1169086137	-0.0860788414	-0.0613664568	0.0149416853	0.0698916596	-0.0256515928	0.0667382942	0.0039946839	0.182050861	0.0906925796	0.1478810398	-0.0984124975	0.1118239663	0.1750634058	0.0237181326	0.0564020027	-0.0134619706	0.0795784333	0.0335977865	0.1739017744	-0.0275750393	-0.015009916	-0.1114468298	0.0434199628	0.0593396155	0.1423555188	-0.1054629035	-0.0899856208	-0.1256241743	-0.0757337225	0.2056108883	-0.0806442474	0.0424902756	-0.0523123763	-0.0126808311	-0.1250873621	-0.0551395936	-0.0486172069	-0.0349922752	-0.1527216204	-0.2191058107	-0.0908447519	0.124526472	-0.0747670693	0.0616849429	0.126272843	-0.0597204287	-0.096927302	-0.0748782935	0.0199103308	-0.0461298504	0.0576155449	0.0538443897	-0.1352444536	0.1391125813	-0.0600505582	0.058118907	0.0248413515	0.0428721032	-0.147139831	0.0106576356	0.0562698371	-0.1871705214	-0.0379905362	-0.2223803861	0.0326088398	0.0071652782	0.0272034752	-0.120429673	0.010800715	-0.0465420032	-0.0697794487	-0.033752144	-0.1130336151	0.241718798	0.0207694906	-0.0731792115	-0.059519113	0.0078256935	0.1455854509	0.1376879857	0.1248413411	0.1075072884	0.0863088982	0.0	0.0	0.0	0.0354444	0.0005032	0.00125630549136	2.532102400000023e-07	0.254844	0.002038	0.064945464336	4.153444000000162e-06	0.124684	0.016276	0.0002649081759999	0.015546099856	-0.00101626	3.70800000000001e-05	1.374926400000007e-09	1.0327843876e-06	-0.0	0.0	0.0	0.0	0.00059843	7.980399999999994e-05	3.581184649e-07	6.3686784159999915e-09	0.0	0.0	0.0	0.0
5204.362216852663	-0.4763127551041179	0.2268738406748754	27085386.08420356	12577.559478096822	-9.036587161461284	158195002.4250632	81.65990752668691	4528.014425857911	3.949425866622733	15.59796467594872	20502914.64077735	5215.125260958362	9240.19372817637	1.188259	49.252083	0.14586125	0.0638838	0.1116395412	-0.1208679699	0.0243125739	-0.0573982892	0.0543130075	-0.0473951353	-0.1749376745	0.0813150943	-0.050422704	-0.0082246335	-0.0023606049	-0.0034796179	0.0289552093	-0.1363917567	-0.0719853703	-0.1863894997	0.0067389192	-0.0539962526	-0.0352780374	-0.1275453952	-0.0161670858	-0.0803540525	-0.0881954463	0.107374892	-0.1289632781	0.0684423749	-0.2956708353	0.1325810287	-0.1555373931	-0.0715011609	-0.146653331	-0.020953958	-0.0615355198	-0.0730324764	-0.0294968808	-0.0096265994	0.1926373291	0.1082398496	-0.0863953896	-0.1144430249	0.0601272309	0.087458982	0.012897373	0.0391595759	-0.2001591365	0.1010123464	0.062104273	0.0676050089	0.1127058654	0.0229999213	0.1233940577	0.1237630815	0.1349801489	0.0049126773	-0.1646083744	0.1425725463	0.1657539817	-0.0529851538	-0.0417527763	0.0392038285	-0.1649812639	-0.1540592834	0.1533213224	-0.036421744	-0.0414115183	0.0495381854	-0.011845756	0.058741308	0.263397555	-0.1632755062	0.0397781505	0.0258664733	-0.0911178382	0.1430128029	-0.0014636997	-0.0678064564	-0.0745751344	0.0887757018	0.1484079736	0.138085407	-0.2078536349	0.1445329297	0.1335685115	0.1159064104	0.0924322779	0.064323205	0.0	0.0	0.0	0.060153	0.0247085999999999	0.003618383409	0.0006105149139599	0.263042	0.0081979999999999	0.069191093764	6.720720399999972e-05	0.0821125999999999	-0.0425714000000001	0.00181232409796	0.0067424790787599	-0.00148324	-0.00046698	2.180703204000001e-07	2.2000008976e-06	-0.000430125	-0.000430125	1.8500751562500001e-07	1.8500751562500001e-07	0.00110899	0.00051056	1.2298588201e-06	2.606715136000001e-07	0.0	0.0	0.0	0.0
