global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	c_comp_cor_12	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00
5910.083956288902	n/a	n/a	34929092.370383486	13272.166936087082	n/a	176150415.17936316	n/a	5065.73913499404	n/a	n/a	25661712.983810164	5773.193215322879	8768.330472313832	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.14148	n/a	0.0200165904	n/a	0.02395	n/a	0.0005736024999999	n/a	-0.0251316	n/a	n/a	0.00063159731856	-0.000352111	n/a	n/a	1.23982156321e-07	0.0021626	n/a	n/a	4.676838760000001e-06	-0.00122586	n/a	1.5027327396e-06	n/a	0.0
5805.198778303371	-104.8851779855313	11000.90056105658	33700332.85561495	12953.785394550006	-318.38154153707546	167800556.04805708	101366.80599152452	5008.703847264696	-57.03528772934351	3253.024046369002	25087114.22960417	5683.418955939837	8566.932431288786	1.224834	62.936436	0.1405922499999999	0.0683469	-0.0514147264	0.049554535	-0.0817460748	0.0837266143	-0.0442334664	0.037704043	-0.0842794185	0.1523686874	-0.1430934569	0.1827780925	-0.1606507262	-0.2422288239	0.009779742	-0.1530188681	0.0254465605	-0.0094522804	0.1048750954	-0.0564595236	0.0644761553	-0.0378051449	0.0193732058	-0.0019059215	0.0426394451	-0.066076561	0.0653703813	-0.0643271743	0.0877237349	-0.0417542621	0.1219829224	-0.0661449014	0.0091393699	-0.1295603051	0.0436129944	-0.0228242062	0.0071122213	-0.0464473062	0.0611667175	-0.1159916335	-0.1136825834	0.0097151108	0.0106269632	0.1912963795	-0.0817686665	0.0758635705	0.1306825894	-0.1079060387	0.0203069813	0.0182699771	0.0236562102	-0.1223962106	-0.014271707	-0.048437014	0.0382328373	0.042382591	-0.1337737846	-0.112560811	0.0584157019	0.0733982616	0.0276204502	-0.1254265714	-0.0033768493	0.077263188	-0.015117134	0.0250705374	-0.0226489014	0.0395920666	-0.0149770805	-0.003637503	0.0058710492	-0.0731234553	0.0039364424	-0.059089149	0.1224254666	-0.0714233383	0.0097208215	-0.0641575495	0.0504415748	-0.1239886038	0.0729651632	-0.0121236167	0.1276975216	0.0105867738	-0.0920333694	-0.0775094107	0.0099422492	0.0415758863	-0.1103239213	0.0185236801	0.0827690008	-0.0250834736	-0.0506346393	0.1090835628	-0.114656282	-0.0276100869	-0.1132805306	0.117387287	0.0259666992	0.08535275	-0.00430884	-0.0377599336	-0.1191776756	0.1306121114	-0.0176808489	0.1240256802	0.1239985182	0.1239532527	0.1238898902	0.1238084399	0.0	-0.145346	-0.003866	0.021125459716	1.4945956000000065e-05	0.0399558	0.0160058	0.00159646595364	0.00025618563364	0.0222348	0.0473664	0.00224357584896	0.00049438633104	0.00060503	0.000957141	9.16118893881e-07	3.660613009e-07	0.00250642	0.0003438199999999	1.1821219239999994e-07	6.2821412164e-06	-0.00139198	-0.0001661199999999	1.9376083204e-06	2.759585439999995e-08	0.0
5784.3601552494965	-20.83862305387447	434.2482107814686	33458822.40563798	12896.918991785406	-56.86640276460093	166330519.48067507	3233.787763385813	5020.1482580392185	11.444410774522112	130.9745379759978	25201888.5326942	5714.431394349063	8547.573920982763	1.044634	53.677116	0.1033076999999999	0.0606712	-0.0320972692	0.1242183034	0.0051850089	-0.0891538943	-0.0055990741	0.001845539	-0.1805081059	0.0190840821	-0.0368957482	0.0880790628	-0.0243787226	-0.0964777554	-0.1331565349	-0.1782704601	-0.1245472748	0.0402658668	0.0681820593	0.0154664788	0.0634178909	0.0432714543	-0.1183105438	0.0382992777	-0.1234160467	-0.0599787297	-0.0259784273	0.0412619384	0.0462448924	0.0315626518	0.0861362866	0.2032256355	-0.0490568295	-0.0373561691	0.0798108491	0.0555686892	0.0579985738	-0.0031395464	0.0716401343	-0.0541775122	0.0813309909	0.0072105713	0.0311723461	0.1018450534	0.0759654084	-0.0407660717	-0.0440155816	0.05488705	-0.0168023468	0.0778404048	0.1557586938	-0.0082805576	0.1564534055	0.0921319514	-0.1265080915	-0.1869873129	0.0680627195	0.1009071939	-0.0069240781	-0.0621132623	0.0604416326	0.0717477628	-0.0787341508	-0.0899324343	0.0652453412	-0.0396514435	0.0812076184	0.1013207991	-0.0666405769	-0.0192166954	-0.0284112158	0.0306834588	0.0380271536	0.0650795558	0.0358896122	0.0288286404	-0.0715943042	-0.1788285961	0.0730448227	0.0597737259	0.1711450705	0.0251548789	-0.01702624	0.0209255914	0.0546601072	-0.0953642285	0.0170190342	-0.0798288525	0.0463247227	0.0488119663	0.0196691809	-0.0966972789	-0.1191339051	-0.1109523782	-0.0313383797	-0.0591060479	0.128835132	0.1807853287	-0.1013928488	-0.0485339978	-0.0945556251	0.0034714529	0.0548577751	-0.1020615448	-0.014462045	0.1239532527	0.1237089139	0.1233020394	0.1227331636	0.1220030341	0.0	-0.135079	0.0102669999999999	0.018246336241	0.0001054112889999	0.0638865	0.0239307	0.0040814848822499	0.00057267840249	0.0769553999999999	0.0547205999999999	0.0029943440643599	0.0059221335891599	0.000687988	8.295799999999995e-05	6.882029763999991e-09	4.733274881439999e-07	0.00240315	-0.0001032699999999	1.0664692899999985e-08	5.775129922500001e-06	-0.00129042	0.0001015599999999	1.6651837764e-06	1.0314433599999977e-08	0.0
5782.279966420943	-2.080188828553218	4.327185562437612	33434761.610072985	12858.89807838783	-38.02091339757499	165351259.79036623	1445.589855585897	5022.238492631721	2.090234592502384	4.369080651693606	25222879.47687174	5706.796662259287	8585.832306814093	1.032171	53.036701	0.10163195	0.0416874	-0.0188224779	0.0012296159	-0.0026286729	-0.129020574	-0.0278131253	-0.039095199	-0.0419783868	0.0867642274	0.0107398254	-0.0317778159	0.0327501881	-0.0293163641	-0.2065671016	-0.1163485454	0.0109424403	0.1068132137	-0.0574630681	0.0687504534	0.0804601054	0.008282943	-0.0438915527	-0.1141616447	0.0605300234	-0.0498857608	-0.0202429862	-0.0506819974	-0.0899089351	0.0334337811	0.0725180275	0.1056550856	0.0400597686	0.0454397483	0.0042149023	-0.0440813052	-0.02139477	0.0200543595	0.0407578049	0.0036662988	-0.0533564555	-0.0430134806	0.0251111613	-0.0768156895	0.092754661	-0.0061389227	-0.1400172502	0.0963904441	-0.041819265	-0.0265375864	-0.0319544653	-0.1030751536	0.172099538	0.0133095403	-0.1011837044	-0.1204178026	0.0505678736	0.0701544137	0.0226545321	-0.1152631493	-0.0047452436	-0.0683588783	-0.0353068368	-0.0475796652	-0.0328916966	-0.0711473933	0.0205322184	0.0242494236	0.0139807101	0.064513497	0.076758871	-0.0139455931	0.0037398165	-0.0758905195	-0.0874123925	-0.0383142501	-0.0072840855	-0.0985958686	0.0593268852	-0.0086347294	0.045948625	-0.0396555894	-0.0838805155	0.0610952036	0.0548531601	0.0257804095	-0.0745569879	-0.1562214352	-0.0081545799	0.0238744588	-0.1991594243	0.037389554	-0.0890273918	-0.0345507602	-0.0376217257	0.0645117409	0.1004086896	0.0753324699	-0.1062084452	0.0367345468	-0.0241610372	0.0005994197	0.093961182	0.0384689562	-0.0368009497	0.1238084399	0.1231303817	0.1220030341	0.1204305106	0.1184185493	0.0	-0.118376	0.016703	0.0140128773759999	0.000278990209	0.0415525	-0.022334	0.00172661025625	0.000498807556	0.0679135	-0.0090418999999998	8.17559556099981e-05	0.00461224348225	0.000159247	-0.0005287409999999	2.795670450809999e-07	2.5359607009e-08	0.00203787	-0.00036528	1.3342947840000028e-07	4.152914136899999e-06	-0.00111338	0.00017704	1.2396150244e-06	3.1343161600000017e-08	0.0
5789.178143027471	6.898176606528068	47.58484049485109	33514583.571707003	12807.335871142855	-51.56220724497507	164027852.11626253	2658.66121597376	5031.887262904644	9.648770272922777	93.09876777963824	25319889.426581983	5704.237167547241	8546.791665255654	1.020991	52.46225	0.02357235	0.0127891	-0.0362212937	-0.0863253795	-0.0684766609	0.0316959609	-0.0508088695	0.0058450619	0.0829200303	0.0533306108	-0.009573671	0.0286757156	-0.0050093627	0.1166300299	0.0404487736	-0.0244283126	-0.0396294525	-0.0201585652	-0.0854554511	0.0545529584	0.026208695	0.0359892848	0.0587262314	0.1042747861	-0.0145711155	0.0395127817	-0.0301956916	-0.0711340578	0.0178339074	0.0140328905	0.0524291429	0.0254311124	-0.0379615694	0.0164207072	-0.1209452082	-0.1210076828	-0.0022177594	0.0506789211	-0.0471702333	0.0698235905	0.0007215858	0.014658528	-0.0263424365	-0.1089894934	-0.0583453376	-0.0957739831	0.0084497942	-0.2690477165	-0.0769699364	-0.0322268576	0.0344027403	-0.030590534	-0.108671023	-0.0763550996	-0.0125030213	-0.1187090304	0.1633228956	0.0329755768	-0.1621428562	0.1083239416	-0.1291806093	0.08372455	0.0454714649	0.0361029514	-0.0851683356	-0.005971261	0.0865825401	-0.0322538545	0.0335381225	-0.0521919848	-0.092588746	0.077221876	0.0417179573	0.0041114941	-0.0064059301	0.0369918494	-0.0323922796	-0.0593449143	0.1108855568	-0.0460434779	-0.0943911917	0.0266819486	-0.0762476459	-0.0598062563	-0.0688059373	0.007779402	0.0243919642	0.0447635706	0.0438371006	-0.0726780678	-0.1158800105	-0.0915138935	0.090510485	0.2198886441	0.0529973874	-0.0878812745	-0.1054518257	-0.0063180081	-0.0788710389	-0.0159644874	-0.0450252207	-0.0429658155	0.0026616371	-0.1719938736	0.0054446916	0.1235913266	0.1222642728	0.1200630614	0.1170034304	0.1131072554	0.0	-0.123117	-0.004741	0.015157795689	2.2477081000000085e-05	0.0446989	0.0031464	0.00199799166121	9.899832960000004e-06	0.0685791	0.0006656	4.430233600000031e-07	0.00470309295681	0.0	-0.000159247	2.5359607009e-08	0.0	0.00203787	0.0	0.0	4.152914136899999e-06	-0.00125452	-0.00014114	1.5738204304000002e-06	1.9920499600000033e-08	0.0
5798.691609776196	9.513466748724568	90.506049579088	33624824.38528885	12807.464329311031	0.1284581681757117	164031142.54657447	0.0165015009710594	5038.793134328423	6.90587142377899	47.69106012176726	25389436.25055525	5708.086994787816	8569.489105474617	0.986161	50.672577	0.06117565	0.0341457	-0.047224478	0.013018808	-0.0736593158	0.0561840079	-0.0356804891	0.0833635678	0.0058013841	0.0364313252	-0.0219777012	0.0482373089	0.0134206484	-0.0175146036	0.0461303677	0.0449068986	-0.0017128852	0.0359191784	0.0423021981	0.0555661584	0.0151979474	0.0680833716	0.0232881777	0.0761773889	0.0030409518	-0.0407688963	-0.0087675992	0.0458918642	0.1422291107	-0.141054038	-0.1883344225	0.0003698201	-0.0542078737	-0.0105704582	0.0541517619	-0.0425433484	0.0999900567	0.0406448806	0.0041463276	0.1740023989	0.1175946318	0.1034757363	-0.0434625684	0.0864348113	0.048889423	0.0389506606	-0.0322891181	-0.0085038795	-0.0178216837	0.0141635155	0.1044389874	-0.0417668527	-0.0323165405	-0.0452390123	0.0874034643	0.0568781519	-0.1711076579	-0.0660034744	0.0720727413	-0.0399843573	0.1327762321	-0.012822657	-0.1068395202	0.0501334351	0.0010948311	0.1026501034	0.1012599068	0.0684695294	0.0964059697	0.0170652357	8.4005e-06	-0.0734071104	0.0043399864	0.0101727513	0.150067603	0.0775848242	-0.0640357652	0.0679912	-0.013207973	0.188050236	-0.1393568089	-0.0063555276	-0.0484089754	-0.0685982956	0.0762688449	-0.0539923827	0.1164827459	-0.0783921529	0.0105268564	0.1357182387	0.1029174299	0.0337771438	-0.0256651657	0.0166880144	0.124136082	0.0156660962	-0.1114146837	0.0310312681	0.0926626311	0.0185845501	0.0878352666	0.0373079807	-0.0391698999	0.0984797556	-0.0784990431	0.1233020394	0.1211126101	0.1174923133	0.1124839207	0.106146603	0.0	-0.113093	0.010024	0.0127900266489999	0.000100480576	0.0258881	-0.0188108	0.00067019372161	0.0003538461966399	0.0653075	-0.0032715999999999	1.0703366559999995e-05	0.00426506955625	0.000440245	0.000440245	1.9381566002500002e-07	1.9381566002500002e-07	0.00203787	0.0	0.0	4.152914136899999e-06	-0.00111338	0.00014114	1.2396150244e-06	1.9920499600000033e-08	0.0
5768.92922851246	-29.762381263735733	885.7993384879678	33280544.44358537	12784.415778827375	-23.048550483656072	163441286.80593035	531.2356793976426	5028.212567828746	-10.580566499676934	111.9483874540858	25282921.62727095	5712.202509858301	8485.61906126781	1.000226	51.395275	0.0749490999999999	0.0389622	-0.0324417034	0.1026313731	0.01545065	0.0458137811	0.0012601359	0.0595739691	-0.0717633155	-0.1089238485	0.0005441093	0.0586994864	0.0091865805	0.0447972718	0.0066501322	-0.0126059359	-0.0582140298	0.0270935301	0.0042264732	0.0252190828	-0.0607218801	0.0843067599	-0.0174250447	0.0851367419	0.0266955076	0.0822201642	0.0130331686	0.0229022279	-0.0874264351	-0.0069163531	-0.0424284823	0.1430442162	-0.1174271745	-0.005286638	0.1181166606	0.0216099065	-0.1078942254	-0.0100592483	-0.0221389941	-0.0912076014	-0.0304707269	-0.0258772529	0.0505536472	-0.0103240571	-0.1510603215	-0.0164235065	0.0204662646	-0.0574317879	0.1579270433	-0.0443059436	0.1131242423	-0.0380486516	0.0572891564	-0.108626111	0.0701723007	0.1756018417	-0.058244868	-0.0147521713	0.1147072041	-0.0400310258	0.1953870932	-0.1122301621	0.0372457001	-0.0337980376	0.0412574654	0.0571100519	0.037678307	-0.0378487154	0.0710040259	0.0080220578	-0.0869537294	0.0224922187	-0.0300007719	0.0130086966	-0.0520646137	-0.0226090119	-0.1500161158	-0.0573208463	-0.0186239941	0.0812964431	0.1210223727	-0.0773013282	0.0430553845	0.0530200681	-0.1138952964	-0.078785443	0.0077279809	0.1410655288	0.0862355112	-0.0297156762	0.0253012249	0.0150274416	0.0342496164	-0.0432874275	0.0389496634	0.2408220925	-0.1267869669	0.0778789216	0.041324854	0.0494950448	0.1575264353	-0.0277204529	-0.1146457319	0.052513636	-0.0808811197	0.1229407472	0.1196780832	0.1143042958	0.1069141789	0.0976380941	0.0	-0.116136	-0.003043	0.013487570496	9.259849000000023e-06	0.048656	0.0227678999999999	0.002367406336	0.0005183772704099	0.0958745	0.0305669999999999	0.0009343414889999	0.00919191975025	0.000669999	0.0002297539999999	5.2786900516e-08	4.48898660001e-07	0.00203787	0.0	0.0	4.152914136899999e-06	-0.00125505	-0.00014167	1.5751505025e-06	2.00703889e-08	0.0
5771.505226748936	2.5759982364761527	6.635766914328249	33310272.58239029	12844.435040842469	60.01926201509377	164979511.5184219	3602.311812836478	5017.487959466943	-10.724608361802892	115.01722451405254	25175185.423395745	5706.951558616964	8570.32323674621	1.028372	52.841499	0.0828128999999999	0.041065	0.0118667475	-0.022404015	0.0622373101	-0.0177309637	-0.0018338955	-0.0660265615	-0.0175956951	-0.0094286434	-0.0119316574	-0.0067844894	-0.0304787947	0.1172931971	0.0038057081	-0.0167340446	-0.0282300756	-0.0102444476	0.0839089609	0.0629795595	-0.0676623612	0.01635746	-0.0721056379	0.1202275354	-0.0299697816	0.1001270337	0.0324195814	0.0620055202	0.1345014829	-0.0856103593	0.1588489089	0.0561157164	-0.020922569	0.0153352457	0.011553116	0.1393404426	0.0202543495	-0.0917998828	-0.116385912	0.1141549391	0.1976021321	-0.0161586401	0.1021028891	-0.2323918355	0.0556085491	-0.0382299947	-0.0283227771	0.079228667	-0.0707192807	0.0243791616	-0.1136524284	0.156403792	-0.0784881189	0.0166507968	0.0524756579	0.0627406124	0.0481072621	-0.0027325097	-0.0746185269	0.0927502191	0.0048957649	0.0155960308	-0.0066990209	-0.064920597	-0.0179950033	0.0018218685	0.0835832679	-0.0157260232	-0.0771799482	-0.0176655989	-0.157844991	0.0426839956	-0.1501022463	0.1162639388	0.0356339844	-0.0303579709	-0.0091396177	-0.1273953355	-0.0707536421	0.1185367709	-0.0597195182	0.1876230482	0.0016443364	0.060883557	0.1662826482	0.0857053659	-0.0757141227	0.103969781	0.0263863439	0.0705527313	-0.0316698269	-0.0592210602	0.1695026504	-0.0534476912	0.1207192437	-0.1208526834	0.0683578031	-0.1866699784	-0.0027219296	-0.0509586287	-0.0186977929	0.0717152517	-0.0024306682	-0.0476948372	0.1111924488	0.1225076612	0.1179640426	0.1105157577	0.1003462082	0.0877058019	0.0	-0.112612	0.0035239999999999	0.012681462544	1.2418575999999996e-05	0.0176804	-0.0309756	0.0003125965441599	0.0009594877953599	0.0718996	-0.0239749	0.00057479583001	0.0051695524801599	0.000324901	-0.000345098	1.19092629604e-07	1.05560659801e-07	0.00203787	0.0	0.0	4.152914136899999e-06	-0.00111338	0.00014167	1.2396150244e-06	2.00703889e-08	0.0
5772.378749879144	0.8735231302080138	0.7630426590084065	33320356.432056315	12809.679218568635	-34.75582227383347	164087881.68262917	1207.967181930299	5021.180558051128	3.6925985841853617	13.635284303927738	25212254.19655064	5698.895536661433	8538.506694190683	0.965428	49.607208	0.0633671999999999	0.0284634	0.0157257664	-0.0666815249	-0.0162587824	0.0338993193	0.0173287505	-0.021647474	0.0789130158	-0.0211561658	0.0244198851	0.0196737077	-0.0617120125	0.1404512772	0.0054092134	-0.0648334736	-0.0473398518	-0.0648653886	0.0528131338	-0.0578849266	0.0445855653	0.0021331575	-0.0419562257	0.0652180927	-0.0348851149	0.101184508	-0.1567701216	0.0430933737	-0.119773627	0.0071795227	0.039877737	-0.1747989923	0.1714875066	0.074575076	-0.038018917	0.0191735199	-0.0289218547	0.0940124908	-0.0465554679	0.2561709271	-0.033286175	0.030745661	-0.0165229852	-0.0014343873	-0.0288939218	0.0170453933	-0.0207514267	0.0145814284	-0.1630876526	-0.025390055	0.0522866786	0.0278289457	-0.0788428893	0.0216953637	-0.0409308023	0.034813611	0.0760752557	-0.0443895366	-0.0888460025	0.0998503563	0.125406712	-0.0697151591	0.0662415442	0.0374050231	0.0065533288	-0.0706693811	0.0416719433	0.0657594876	-0.0287386906	0.0420349764	-0.0245804964	0.1574044712	-0.0183390099	0.0675557086	-0.074995728	-0.0797733648	0.1264628637	0.2041821939	0.0731199029	-0.0008532365	-0.1296503573	-0.0442870845	-0.113117063	0.0422865271	0.055016408	0.2097343581	0.1555483404	0.0610080617	-0.0262160302	0.01519531	-0.0162208674	0.0433287697	0.05350708	0.0214001452	0.0964495916	-0.1437047733	0.0426544166	-0.0434649157	-0.0541494362	0.158059047	-0.0093277202	-0.0950587047	-0.0709398691	-0.0230305739	-0.099645069	0.1220030341	0.1159744915	0.106146603	0.092841332	0.0764945617	0.0	-0.103164	0.0094479999999999	0.010642810896	8.926470399999997e-05	0.0324088	0.0147284	0.00105033031744	0.00021692576656	0.0656965	-0.0062030999999999	3.8478449609999865e-05	0.00431603011225	0.0	-0.000324901	1.05560659801e-07	0.0	0.00184074	-0.0001971299999999	3.8860236899999924e-08	3.3883237476e-06	-0.000975657	0.0001377229999999	9.51906581649e-07	1.8967624728999992e-08	0.0
5777.278421652284	4.899671773139744	24.00678348450236	33376945.961289108	12755.595174653685	-54.0840439149506	162705208.25964838	2925.083806194305	5019.034171546271	-2.146386504857219	4.606975028233188	25190704.01514916	5680.274806866356	8536.602071550768	0.9861160000000002	50.670216	0.04835575	0.0237071	-0.0180234397	-0.0529347973	-0.0474333152	0.0775159383	-0.0278100001	0.0947315667	0.1015428265	-0.0486161447	-0.0370000852	0.0043265253	0.0513025518	0.0674821495	0.0251601869	-0.0142362711	0.0340542087	-0.0540473514	0.0483465583	-0.0039850227	0.0756072756	-0.072210673	0.1387389234	0.2058607882	0.0910002225	0.08160467	0.0292718729	-0.0641760548	0.031714314	-0.0792917818	0.0509843522	-0.0858641497	0.0684626495	0.0570966464	0.0323591781	-0.001040086	-0.1538356451	-0.0285414495	0.0821651761	-0.1944437901	0.087723989	0.0408325703	-0.0741457063	0.0078174588	0.0812300236	0.1722732472	0.0319498886	0.0620329512	0.0313145402	0.0540871202	0.0883781642	0.1236773866	-0.1043230576	-0.1357051897	0.0010130534	-0.0546296063	0.0766481341	-0.0851646705	-0.0339490416	-0.0571691666	-0.0474561413	-0.0717360014	0.1215512508	0.1370726031	-0.0764464663	0.0630756238	0.0316930063	0.0354160691	0.1263585495	-0.006481075	-0.1293799061	0.031930413	0.0341503602	0.0553991535	-0.0060968633	-0.0967501612	0.1499130015	-0.0305886197	-0.0164189357	0.031340146	-0.0718273561	0.0446753044	0.2272296917	0.0145284961	-0.0665691123	0.0704400556	-0.1429416903	-0.0481238873	-0.0153514229	-0.114952936	0.1648448496	-0.0500480277	-0.1674887453	-0.113765449	0.065511283	-0.0121495298	-0.0721688426	-0.0083078876	0.0184958761	-0.0760609531	0.0367927137	-0.1411089018	-0.1045382168	-0.0507979998	0.0671112128	0.1214271607	0.1137140766	0.1012197857	0.0844696213	0.0641678585	0.0	-0.0859019	0.0172621	0.00737913642361	0.00029798009641	0.0315819	-0.0008268999999999	0.00099741640761	6.837636099999975e-07	0.0640415	-0.001655	2.7390250000000123e-06	0.00410131372225	0.000203643	0.000203643	4.1470471449e-08	4.1470471449e-08	0.00162971	-0.00021103	4.453366090000003e-08	2.6559546841e-06	-0.000818095	0.0001575619999999	6.69279429025e-07	2.4825783843999997e-08	0.0
