global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	c_comp_cor_12	c_comp_cor_13	c_comp_cor_14	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	w_comp_cor_45	w_comp_cor_46	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2
5935.142216172359	n/a	n/a	35225913.12619135	13458.35449085263	n/a	181127305.60145316	n/a	5800.222990171955	n/a	n/a	33642586.73571929	5907.649503323563	8920.293380894393	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.111984	n/a	0.012540416256	n/a	-0.0558894	n/a	n/a	0.0031236250323599	0.0252329	n/a	n/a	0.00063669924241	0.000583666	n/a	n/a	3.406659995560001e-07	-0.000999524	n/a	n/a	9.99048226576e-07	0.000327214	n/a	1.0706900179600001e-07	n/a
5879.2702164582015	-55.87199971415794	3121.6803520588646	34565818.27813247	13167.361291401545	-290.9931994510844	173379403.37829974	84677.04212677857	5767.746274971854	-32.47671520010044	1054.7370301884353	33266897.092451703	5871.606722280474	8716.923964808106	1.196545	40.400063	0.0769592499999999	0.0374033	0.0152242149	-0.1920762645	0.0688942975	-0.0081302877	0.0198496317	-0.1797801421	-0.0928422163	0.0239539821	-0.1509439908	0.2283728507	-0.0240822755	0.3638727368	-0.023862313	0.1229493617	-0.1775680667	0.0417574184	-0.0304973544	0.044382346	-0.069542442	0.0975092062	0.0240324257	-0.1092184502	0.0164048009	-0.0364695979	-0.0828115696	0.0872887085	-0.1519239033	0.0400947662	-0.057493517	0.0222431809	-0.0337894691	0.0160727805	-0.0308721692	0.0628901532	-0.0850889603	0.0848262455	-0.0569352236	0.1207964784	-0.0183324338	-0.1001583451	0.0422727408	-0.0019252927	-0.0741621058	0.017590664	0.0100128733	-0.1769764713	-0.0405058667	0.1053830663	0.0116509224	-0.0157394899	-0.0218463651	-0.025272207	0.1006876871	-0.1524632361	-0.0472451974	0.1014058225	0.085133696	0.0040222488	-0.0781857857	-0.0187169128	-0.0249048347	0.0718780247	0.1799577523	-0.0110934733	-0.0882019584	-0.0576936529	-0.0398995191	0.0828991947	0.081645378	0.0825540837	-0.1940461105	0.0202973417	-0.0850463209	0.0663072634	-0.0900012906	0.0497080434	-0.0601916222	0.0136020862	-0.0418777527	0.0002958331	-0.1394327332	0.0215745788	-0.0853969472	0.0009830847	0.0302123578	-0.0923399101	0.1157407212	0.0064395291	-0.0587552116	0.0912205959	-0.0013263636	-0.052855563	0.0981369976	-0.1317282215	-0.0219493608	0.0085009723	0.0015696186	0.0683510782	-0.0211674056	-0.0448319061	0.1249121975	0.0545460038	-0.0679653192	-0.0039496744	-0.0237804035	0.1518538203	0.0492089821	0.0116844592	-0.1338136857	-0.0107981911	-0.0944996039	0.1239061241	0.1175200435	-0.1311850015	-0.0141315553	0.1240256802	0.1239985182	0.1239532527	0.1238898902	0.1238084399	0.0	0.0995723	-0.0124116999999999	0.00991464292729	0.0001540502968899	-0.025949	0.0299404	0.0008964275521599	0.000673350601	0.0101649	-0.015068	0.000227044624	0.0001033251920099	0.000448622	-0.000135044	1.8236881936000022e-08	2.01261698884e-07	-0.000875495	0.0001240289999999	1.5383192840999973e-08	7.66491495025e-07	0.000195504	-0.00013171	3.8221814016e-08	1.73475241e-08
5874.683787764065	-4.586428694136885	21.03532816640217	34511909.606217936	13063.437357350424	-103.92393405112124	170653395.58941862	10800.1840686618	5760.967884937705	-6.778390034149197	45.94657145505315	33188750.97128361	5862.4387269438585	8770.782386142499	1.090748	36.827934	0.0501845	0.0289186	0.0788156	0.0105770595	0.0409233463	0.095422262	0.122864611	-0.0414214194	0.0464709864	0.0635564206	-0.0099083815	0.0948457125	-0.1344789753	0.2422664743	0.0026083888	-0.0041580002	0.0675356883	0.1315056382	-0.0739597275	-0.1291563939	-0.1848139243	-0.0421513827	0.0152789735	-0.0129239636	0.0752747685	0.0225106586	-0.0815286491	0.0448412036	0.1464307904	0.0401390231	0.0025101751	-0.1543490788	-0.0470963572	-0.0255117743	0.0148432461	0.1359626403	0.0292707589	0.1343332807	-0.0783550222	-0.0148072576	-0.079696811	0.0734506164	-0.1461656396	-0.2239787543	0.0097193824	0.1100428165	-0.0580790139	0.0130250404	0.0855147397	0.1592498857	-0.0409070488	-0.0338480669	0.0582584458	0.0454490146	0.07774193	0.0849109791	0.0716715135	-0.0186226738	-0.1235372818	0.035255439	-0.036674763	-0.1507381626	0.007928862	0.1414635837	0.050434832	-0.0580583226	0.0535263077	-0.024649317	-0.1361279806	-0.0184823315	-0.0366580813	0.1394971834	-0.0072170098	-0.1072451343	0.002649031	-0.0798843801	0.0207359478	-0.0093079853	0.0530320856	-0.0952302262	-0.0613656563	0.0127119393	-0.1065937124	-0.024629441	-0.0659115126	0.1023690362	0.1105348654	0.1045214609	-0.110527351	-0.2644376197	0.0331047312	0.0751185094	-0.0534907719	-0.0596523933	-0.071571182	-0.1657686753	0.1004308818	-0.0724369399	0.0380369322	-0.09195969	0.027201821	-0.1066679741	-0.0522314447	-0.08150918	0.0593116465	0.1118910367	-0.1364786997	0.0023796127	-0.058391003	-0.0894354404	-0.1388754798	0.0882028286	-0.0493615114	-0.0063550929	-0.0199760337	-0.0559546701	0.118272456	0.1239532527	0.1237089139	0.1233020394	0.1227331636	0.1220030341	0.0	0.104438	0.0048657	0.010907295844	2.367503649000001e-05	-0.052559	-0.02661	0.0007080921	0.002762448481	0.014149	0.0039841	1.5873052810000007e-05	0.000200194201	0.000474571	2.594900000000005e-05	6.733506010000024e-10	2.2521763404100002e-07	-0.000706416	0.000169079	2.858770824100001e-08	4.990235650559999e-07	0.00029497	9.9466e-05	8.700730089999999e-08	9.893485155999996e-09
5844.56334008127	-30.120447682794293	907.241368611948	34158920.63622194	12963.271299561828	-100.16605778859594	168046402.7860434	10033.23913290834	5757.927703822985	-3.040181114720326	9.242701210302124	33153731.44245223	5858.258264943885	8658.831962158562	1.118548	37.766575	0.05620435	0.0273758	0.0057611368	0.0941272031	-0.114815381	-0.056766744	-0.0069627231	-0.0748404953	0.1188569889	0.0074235938	0.1415395325	0.0346130224	0.0422606823	-0.0035233073	-0.079181692	0.2025663066	-0.0549113187	-0.1016784695	0.0597215578	0.0649602907	-0.0285784237	-0.0419807441	-0.184533375	0.0005078654	-0.1297702509	0.0748906589	0.0507233016	0.1898711802	-0.0108866928	-0.0544000322	0.0015343006	0.0579501325	-0.1315974084	-0.0682292149	-0.0533278789	0.1493795035	0.1335238243	0.060013208	-0.1077744857	-0.0546315239	0.0850063319	0.0489517002	-0.0760722745	0.0279477421	0.0454052839	-0.016900132	-0.0568643812	0.1041478531	-0.01878371	-0.0606162697	-0.115497969	0.1556950425	-0.0601825673	0.0516428689	-0.0886916948	0.0989687569	-0.0049736828	0.0020274788	0.006405167	-0.0696629527	0.0038751583	0.0430741287	0.0136932499	0.0072351976	-0.084702861	0.027207808	0.0358926115	-0.0589539075	0.0652104075	-0.1210091539	-0.0168266999	-0.0608721969	-0.0495749749	-0.1411532272	-0.0004649322	0.1570676519	0.0649619648	0.0275311942	-0.1323973377	-0.0488138773	0.0125375429	-0.1350671408	-0.0696975255	-0.1727059129	-0.0073248232	0.1272900927	0.0518993066	0.0529073795	-0.0901244329	0.0046095356	0.0994452369	-0.0639494689	-0.0282249169	0.0640042764	-0.1011240888	0.0370251012	-0.0188952218	-0.1042305405	-0.1286831024	0.0596654758	0.1035430174	0.0792508508	-0.1343777503	-0.0168857201	-0.0047905676	0.0116540404	0.070381952	-0.0313985639	0.0311580843	-0.0328543597	0.0010690718	-0.068426776	0.0081082398	-0.0199645476	-0.0176439969	0.103085577	0.0372969044	0.1238084399	0.1231303817	0.1220030341	0.1204305106	0.1184185493	0.0	0.103967	-0.0004709999999999	0.010809137089	2.2184099999999927e-07	-0.0318501	0.0207089	0.00042885853921	0.00101442887001	0.0245471	0.0103980999999999	0.0001081204836099	0.0006025601184099	0.000818576	0.000344005	1.1833944002500001e-07	6.70066667776e-07	-0.000825296	-0.00011888	1.4132454400000006e-08	6.81113487616e-07	0.000265328	-2.964199999999997e-05	7.039894758400002e-08	8.786481639999983e-10
5842.721276492069	-1.8420635892016437	3.393198266662441	34137391.91477311	12929.361774318528	-33.90952524329987	167168395.89120916	1149.855902225991	5748.577260504098	-9.350443318886391	87.43079025970715	33046140.519984804	5849.52878822121	8607.102871348377	1.051666	35.508381	0.06678555	0.0341346	-0.0677651829	0.0345717267	0.0675975409	-0.065280219	-0.0572967358	-0.0264461403	-0.0835272766	-0.0550637285	0.0456967798	-0.08500354	-0.0089484289	-0.0137733131	-0.0874009149	0.0348979783	-0.0152523264	-0.2818765152	-0.141507829	-0.0586647763	-0.0400283708	0.1104388231	0.0654727905	0.0777059444	0.0282513362	0.0254752038	0.0397120996	-0.0856369795	-0.0397997138	0.0139473094	0.0401415748	0.0434575752	-0.021620057	0.0738882556	-0.1768321046	0.0509526	-0.0389277019	-0.008044948	0.1405019955	0.0362414721	0.0339969383	-0.1071589715	0.0871937567	0.0108911921	-0.0663634759	0.0682594432	0.0674346247	-0.0838643327	-0.2123348647	-0.0128741169	0.0848835588	-0.076815516	-0.1893572784	0.0091484445	-0.0290971651	-0.0614189628	0.09725474	-0.0391678138	-0.0116138022	-0.1061901596	0.1080526136	0.0086827199	0.0951530354	0.1025023939	-0.1987483908	0.1062854481	0.0051503936	0.1082365077	0.0786174837	-0.1024870378	-0.0551959457	-0.0144978541	0.0593841773	0.0693387592	-0.023931949	0.0155046047	-0.0733876061	-0.046082978	-0.0731832232	0.0039553034	-0.0967523104	-0.1210676006	-0.009009172	0.0302364693	-0.0751341803	-0.1212002829	-0.1064103076	-0.0067496179	0.1051248682	0.0595627045	-0.1016401403	0.0577423855	-0.023243413	-0.0875149216	0.0138351305	-0.0290506396	-0.1845314766	0.1514498572	0.1457201359	0.0697041819	0.0696186618	0.0955501094	0.0549595675	-0.0815526071	-0.048650157	0.0204007072	0.0808629549	-0.1005616275	-0.0271699125	-0.0616012361	-0.1234660803	-0.0213214131	0.2306967568	-0.073813358	-0.053694662	0.1648841068	0.0073460832	0.1235913266	0.1222642728	0.1200630614	0.1170034304	0.1131072554	0.0	0.0847659999999999	-0.0192010000000001	0.0071852747559999	0.000368678401	-0.0259787	0.0058713999999999	3.4473337959999985e-05	0.00067489285369	0.0244952	-5.189999999999709e-05	2.6936099999996983e-09	0.00060001482304	0.000389057	-0.000429519	1.84486571361e-07	1.51365349249e-07	-0.000788796	3.6499999999999966e-05	1.3322499999999975e-09	6.22199129616e-07	0.000632534	0.000367206	4.00099261156e-07	1.3484024643600002e-07
5846.204802506409	3.4835260143399864	12.134953492583431	34178110.592848994	12889.93190204778	-39.42987227074809	166150344.4394291	1554.7148272875093	5745.9183953738	-2.6588651302981816	7.069563781115567	33015578.20629503	5845.391685365086	8627.25413117573	1.070818	36.155045	0.07028981	0.0383886	-0.0102013033	0.0832310788	0.0371137179	0.0929282826	0.0203566128	0.1167065445	0.0236659342	0.133818921	0.0334898191	-0.1554184607	-0.0720190784	-0.0789197829	0.0051584987	-0.0162941363	0.1193124944	-0.0363230229	0.0320101403	0.0304127527	0.0346961627	-0.078114311	0.1037555931	0.0558847338	0.0733757004	0.0151983444	0.0032440758	-0.1449590957	0.0033545777	0.1144094108	0.0644126125	-0.0283659714	0.0202865395	-0.0845976852	-0.0221564926	-0.1498379932	0.0910768613	-0.1058681941	-0.0638547015	-0.0770481334	-0.1090224923	0.053906744	-0.0374277989	-0.1160608937	0.0135548774	-0.1191371869	-0.0700192288	0.0429506383	-0.0164977839	0.0259004896	0.1568071681	0.0901501587	-0.0940445027	-0.0015276877	-0.0036052893	0.00595613	-0.0576740286	-0.1274840862	0.0141808819	0.0473105039	0.052839469	-0.0540283283	-0.0643337183	-0.036369339	-0.266949311	0.0313721259	0.074656764	-0.0178023838	0.0591514006	0.145886127	-0.0654026693	0.0342281762	0.1040122836	0.056658677	0.0227916855	-0.0854594377	-0.1104431078	-0.0373888515	0.0911464564	-0.0393915908	0.1038576879	-0.0487739151	0.1524285767	0.0187648687	0.1414455094	-0.016104627	0.0830948944	0.0292772331	-0.0295671465	-0.0918868596	-0.0369362799	0.0580786339	0.0126320575	0.1090095794	-0.0270335778	-0.0165708143	0.0709114127	0.1728656347	-0.1005759117	0.0606314564	0.0022077211	0.0807151787	-0.0008853267	0.0036487838	0.1303563669	-0.0565161887	-0.0640166579	-0.0037710633	-0.1243112549	0.0038182503	0.0028195426	-0.0907213215	0.0752851167	-0.1737169258	-0.1126824383	0.073983258	-0.1378279219	0.1233020394	0.1211126101	0.1174923133	0.1124839207	0.106146603	0.0	0.0915811	0.0068151000000001	0.00838709787721	4.644558801000139e-05	-0.0541482	-0.0281695	0.00079352073025	0.00293202756324	0.00437704	-0.02011816	0.0004047403617856	1.91584791616e-05	0.000468584	7.952700000000003e-05	6.324543729000004e-09	2.1957096505600005e-07	-0.000759329	2.9467000000000035e-05	8.68304089000002e-10	5.765805302409999e-07	0.000437787	-0.000194747	1.9165745736900003e-07	3.792639400900002e-08
5847.005732963734	0.8009304573251939	0.6414895974711442	34187476.04131077	12895.417205796864	5.485303749084778	166291784.91156182	30.088557219723523	5769.26068742885	23.34229205505017	544.862598383258	33284368.87951201	5871.1778116586365	8664.712547908197	1.039353	35.092644	0.05849251	0.0271195	0.0764304951	0.1124539021	-0.0590967864	-0.0861229124	-0.0544360205	0.0605672891	0.0648944792	-0.0910534064	0.0810982953	-0.0521497021	0.0415226215	-0.1330411968	0.0476057307	0.1508808526	0.0352642854	-0.0616863673	-0.1473292134	0.1472610444	0.0040698565	0.0731682276	0.0068729236	-0.1077079637	-0.1138538985	0.25850018	-0.0129250961	0.0850571653	-0.0880057629	0.0411018339	0.0308860707	0.0752147993	0.109569136	-0.0957424853	0.1525432644	-0.0907987122	0.041970502	0.0596851071	0.0909418174	-0.1079453131	0.0050999374	0.0058440039	0.0201603014	-0.0203187407	-0.1395643979	-0.2196166666	-0.0387326558	-0.0125889387	0.0242566817	-0.032313788	0.0055769836	-0.1227409305	0.0720717058	0.0727742768	0.0396493922	-0.0266235848	0.1571005326	-0.0965760855	0.0084256598	0.0461798905	0.2094293574	-0.118211009	-0.0748445609	0.0376420723	0.1959174257	-0.0166607338	-0.0325253825	-0.0831672864	0.0766009691	-0.0691470205	0.1197643766	-0.0320689184	0.0590870407	-0.1733054344	-0.1357467485	0.1759984472	-0.0504939947	0.008805946	0.0873817623	0.1054925303	0.2036225153	0.0892076074	0.1017952178	-0.0581039123	-0.0292271492	-0.0739116914	-0.0027269672	0.101247137	-0.0001797042	0.079635499	-0.0839047676	0.1080460409	-0.1106240496	0.1595856695	0.0130988746	0.1077633073	0.050649847	-0.0144737338	0.0382316018	-0.0737251372	0.0026143755	-0.0755655903	0.0931559781	-0.1753859854	0.0480935049	-0.097024039	-0.0487646738	-0.1160139004	-0.1927441596	0.0607515947	-0.0570065221	0.0022728496	-0.1425929962	0.1536584116	0.0577199482	0.0143772396	0.0159416807	0.1229407472	0.1196780832	0.1143042958	0.1069141789	0.0976380941	0.0	0.0911484	-0.0004326999999999	0.00830803082256	1.8722928999999498e-07	-0.0403783	0.0137699	0.00018961014601	0.0016304071108899	0.0270242	0.02264716	0.0005128938560656	0.00073030738564	0.000705441	0.0002368569999999	5.610123844899999e-08	4.97647004481e-07	-0.000644655	0.000114674	1.315012627600001e-08	4.155800690249999e-07	0.000519111	8.132400000000008e-05	2.694762303210001e-07	6.613592976000013e-09
5845.550056308965	-1.4556766547684674	2.118994523237916	34170455.460813746	12899.30288695696	3.885681160096283	166392014.9694562	15.098518077927194	5746.585887616553	-22.67479981229735	514.14654652776	33023249.363753725	5846.474432167483	8642.268327589607	1.026026	34.642689	0.04744575	0.0220539	-0.0559216034	0.0646603458	0.0645610518	-0.0521297197	0.0156538021	0.0247616432	-0.0425129137	-0.0465452454	-0.004594869	-0.106282585	-0.0183121839	-0.0241461238	-0.0112140764	0.0174703687	0.1051081511	-0.197887759	-0.0709794747	0.0889747025	-0.0784016991	-0.1769209254	-0.0405237434	0.107935711	0.1137396895	-0.0766308518	0.0758224666	-0.171982339	-0.0691774406	0.0043123402	-0.0797617276	0.0300531298	-0.0050286028	0.0055076854	-0.034382744	-0.0705020853	-0.1076408051	-0.011325428	0.0128831075	-0.0138974357	0.0001788397	-0.0391733532	-0.1050147553	0.1160614753	-0.0253233582	-0.0055242227	-0.1205917947	-0.1131098336	-0.0741544696	0.1078109292	0.015170002	-0.1254478398	0.1090421811	0.0111460471	-0.0134439122	-0.1496546798	-0.0058655407	0.0118197903	-0.0291043315	-0.0068417854	-0.1148704285	-0.0533487533	0.1458930418	0.0719082408	0.1090823889	-0.099590249	-0.0540559134	0.019205906	0.0504036362	-0.0935875457	-0.0970016579	0.02102639	0.0890326322	0.2065802779	0.0440843432	-0.0470745471	-0.0720447773	0.0666812952	0.0026944137	-0.0139663416	0.0038813767	0.0078404145	-0.0064855535	0.0611791363	0.0058540807	-0.0868398888	-0.0054259937	-0.0350508049	0.0481645606	0.1131846687	0.118746701	0.0791488318	-0.0730347394	0.0728990097	0.0923405228	-0.1595487953	-0.0703944947	0.0252340946	0.0769135046	-0.1079413843	0.0026621148	-0.0257413337	0.1710927962	0.0106871063	-0.0294407873	0.042498406	-0.0407785477	0.0786159508	0.0848385158	-0.1011277885	0.0099976542	0.1148955613	-0.0033281536	0.0724389031	0.1696372573	0.0405297883	0.0349190749	0.1225076612	0.1179640426	0.1105157577	0.1003462082	0.0877058019	0.0	0.0930109	0.0018624999999999	0.0086510275188099	3.46890624999996e-06	-0.0338809	0.0064974	4.221620676000001e-05	0.0011479153848099	0.0107919	-0.0162323	0.00026348756329	0.00011646510561	0.000389429	-0.000316012	9.986358414400001e-08	1.51654946041e-07	-0.00071994	-7.528500000000002e-05	5.6678312250000036e-09	5.183136036e-07	0.000453337	-6.577400000000005e-05	2.05514435569e-07	4.326219076000007e-09
5848.894181825376	3.3441255164107133	11.18317546950922	34209563.15019073	12887.215017289684	-12.087869667277118	166080310.90185675	146.11659309307822	5747.5319853171495	0.9460977005965104	0.8951008590740045	33034123.922243696	5847.186162659435	8651.938094014971	1.061103	35.827007	0.0248869499999999	0.0142011	0.0611019073	0.1082374561	-0.0533803881	0.0725123311	-0.0484183758	0.1106555003	0.1490744636	0.0488332012	0.011062749	-0.1331886089	-0.0042594453	-0.0393828056	0.0213415451	-0.0128866781	-0.0038403183	0.0034834838	0.0201455693	0.1821946104	0.1025884384	0.0717102387	0.0210670038	-0.0292155258	-0.0589774494	-0.1765741699	-0.0915311625	-0.0091869674	-0.0280341237	-0.0183575587	-0.0031129811	0.0036120003	0.0792676429	-0.1137706956	-0.0197506764	0.1265041769	-0.0141158728	-0.034019946	0.0066995467	-0.0784176866	-0.165489849	0.0099146139	-0.0993400976	-0.07495974	-0.0397599826	-0.0664492516	0.0016562953	0.0813224525	0.1671373169	0.0880414376	-0.043368927	-0.099272569	-0.0171721481	0.0265058581	0.0420270546	-0.0018337182	-0.1775773677	0.1091950634	0.1859262017	0.0334492521	-0.056792988	0.1780293931	-0.2681393451	-0.1502689605	0.0371163492	-0.0359246062	-0.0552704961	0.0893326173	-0.0650594667	0.0577854778	0.0061693744	-0.0476368743	-0.1442944065	0.0151570413	0.0653321773	-0.1197041206	0.0426786871	0.0319752703	0.0977795604	0.0582283286	0.0530740104	-0.0392047426	-0.0802599389	-0.0973483352	0.0795475721	-0.1279647147	0.0851167712	0.0772564831	-0.0002768358	-0.1502047279	0.0581639736	0.0595686538	-0.0155598728	0.0511067707	-0.0591965399	0.0126300512	0.171787548	-0.0269638859	0.0446226793	0.0275409088	0.0148955258	-0.1006799564	-0.0305158992	0.2021122504	-0.0534687363	-0.1352107183	0.0815738233	0.1514507381	0.0435414003	0.3305870146	0.1024954603	0.0012499706	0.005734713	-0.0457620454	0.017721069	-0.1364031754	-0.011836011	0.1220030341	0.1159744915	0.106146603	0.092841332	0.0764945617	0.0	0.0908376	-0.0021732999999999	0.00825146957376	4.723232889999953e-06	-0.0321283	0.0017526	3.07160676e-06	0.00103222766089	0.0159606	0.0051686999999999	2.671545968999998e-05	0.00025474075236	0.000352045	-3.738400000000001e-05	1.3975634560000002e-09	1.23935682025e-07	-0.000456872	0.000263068	6.9204772624e-08	2.08732024384e-07	0.000437942	-1.5395000000000025e-05	1.91793195364e-07	2.3700602500000074e-10
5849.41741846536	0.5232366399841339	0.2737765814218862	34215684.13544596	12935.659257577998	48.44424028831418	167331280.42816335	2346.844417111922	5755.090420161259	7.558434844109797	57.129937292653096	33121065.744231906	5856.344303645175	8699.636382328954	1.023763	34.566257	0.076799086	0.04078	0.0322279758	0.0539709184	0.0549823363	-0.0847706467	0.0495213529	0.0313392436	0.0292542987	-0.1161240506	-0.0138220904	-0.0379713172	-0.0422583559	-0.030197872	-0.0962967554	-0.0569869664	0.0099848076	-0.0011290193	-0.0157278362	0.0724089715	0.0467413143	-0.17356476	-0.0236608196	-0.1066408247	-0.0922190578	-0.0890098549	0.0428523382	-0.105570275	0.1059844285	-0.0965139384	0.0486267713	0.1313657275	-0.080564693	0.0928503398	0.0024288418	-0.011191949	0.0971571535	-0.0719742149	-0.0161750194	0.0835644881	0.0017262951	0.0366059102	0.2108863668	0.068766582	-0.0945167742	0.0176661716	0.1609244834	-0.0504288469	-0.0754737802	0.029234782	0.1136348683	-0.0244789671	-0.0099317999	-0.0725655703	-0.0460081718	-0.0014432844	0.0241172801	0.0186581329	-0.0708521935	-0.0007486766	-0.0867978342	0.051271266	-0.1418636271	-0.1030516515	0.1468244189	0.0513529543	-0.0279939332	0.1034952214	-0.0256424742	0.06367274	0.1271260119	-0.1004346569	0.0304768131	0.003151285	0.0682400296	-0.1277935136	0.1068774687	-0.0646856438	-0.1077985993	-0.0404012904	0.0004461427	0.0047866148	0.0983689384	-0.1095621601	-0.0445713267	-0.0590121115	0.0185297298	-0.1796211392	0.0236488523	0.1167225442	-0.1648433739	0.0396208096	0.0818957587	-0.1385688756	0.0252433363	0.0361393963	-0.0601462801	0.0904524799	0.0024406449	-0.0414057466	-0.0757612963	0.0686474244	-0.0144303251	0.0311017916	0.0133246311	0.0893473885	3.73407e-05	0.0436587879	0.0286827568	0.170827433	0.0670210834	0.004510168	-0.0091384215	0.1170797903	-0.054958666	-0.1152242512	-0.0595279424	0.1214271607	0.1137140766	0.1012197857	0.0844696213	0.0641678585	0.0	0.0934023	0.0025646999999999	0.0087239896452899	6.577686089999945e-06	-0.00417383	0.02795447	0.0007814523929809	1.7420856868899998e-05	0.000348359	-0.0156122409999999	0.000243742069042	1.2135399288100001e-07	-7.364449999999998e-05	-0.0004256895	1.8121155041025e-07	5.423512380249997e-09	-0.000456872	0.0	0.0	2.08732024384e-07	0.000625606	0.000187664	3.9138286723600003e-07	3.5217776896000014e-08
