global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	t_comp_cor_06	t_comp_cor_07	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	c_comp_cor_12	c_comp_cor_13	c_comp_cor_14	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	w_comp_cor_45	w_comp_cor_46	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2
4680.813627915051	n/a	21910016.219275262	n/a	10274.50377029146	n/a	105565427.7257334	n/a	4482.657341354161	n/a	20094216.83999636	n/a	4555.468078376861	7216.153212090243	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0361538	n/a	n/a	0.00130709725444	-0.0330123	n/a	0.00108981195129	n/a	0.18878	n/a	0.0356378884	n/a	0.0005922	n/a	3.5070084e-07	n/a	-0.00109909	n/a	1.2079988281000002e-06	n/a	-0.00154656	n/a	2.3918478336e-06	n/a
4648.832003642487	-31.98162427256466	21611638.998090617	1022.8242911114968	10053.504214278682	-220.99955601277725	101072946.98651925	48840.80375784467	4482.642728154884	-0.0146131992769369	20094085.82827986	0.0002135455931074	4554.91292794477	7040.596425850702	1.135192	47.719902	0.0667762	0.0424364	0.0414638413	-0.0724307233	0.0562845495	-0.1281694151	0.1550240714	-0.0066859022	0.0036198751	-0.0654186526	0.1209634147	-0.032859595	0.2370687785	-0.0066001163	0.1043306186	-0.0716840259	0.0632724791	-0.0796636245	0.2008022574	-0.0610272606	0.2458371746	-0.2113823154	0.1212031127	-0.1728560922	0.0264508017	-0.0620189341	0.0550947776	-0.1044220034	0.0896574245	-0.0873222433	0.0875368653	-0.2192265822	0.0245498892	-0.0661158628	0.1917970951	-0.1024525472	0.0469516499	-0.0586463437	0.0442798156	-0.0033452316	0.0502403226	-0.1334380012	-0.0733137981	0.0994667577	-0.0154122174	0.0050872133	0.1066788968	-0.057257619	0.0750383161	0.0818241317	-0.1148015155	-0.031109352	0.1054203451	0.0340267214	-0.0902213296	0.0587706912	0.0513258164	0.1602094676	-0.036177725	-0.1066455554	-0.0276683707	0.0718429269	0.1317397352	-0.0694443976	-0.1105302367	0.0227523234	0.033462134	0.0089976724	-0.1589688338	-0.1605444751	-0.0304563937	0.0912295451	0.0728769425	-0.0210056152	0.2033757488	-0.0140545619	-0.0504367216	0.1642925639	-0.1144466453	0.2106121527	-0.0227024286	0.0978669097	-0.037788766	0.043117398	-0.1731402979	0.0735728809	-0.022669904	0.0057180428	-0.037023327	0.1233659505	-0.0537568208	0.0840520374	0.0076844631	-0.0468349234	-0.0093118285	0.1595801127	-0.0189432829	-0.1145276102	0.0808979301	0.0423480807	-0.0809322231	-0.0536120937	0.0823711702	0.0651633943	-0.0535359486	-0.0013713042	-0.1377780352	0.1678477688	-0.0949458867	-0.0122267138	-0.0275680374	-0.0715830278	0.0770468651	0.0627309964	0.0621421963	-0.1206877202	-0.1530983839	0.0909529407	0.0925711225	0.1240256802	0.1239985182	0.1239532527	0.1238898902	0.1238084399	0.0	-0.0394825	-0.0033286999999999	1.108024368999998e-05	0.0015588678062499	-0.0362716	-0.0032592999999999	0.00131562896656	1.0623036489999998e-05	0.153501	-0.035279	0.023562557001	0.001244607841	0.0008596339999999	0.0002674339999999	7.38970613955828e-07	7.152094435594654e-08	-0.0010668	3.229000000000014e-05	1.1380622399999998e-06	1.042644100000009e-09	-0.00174502	-0.0001984599999999	3.0450948003999995e-06	3.9386371599999966e-08
4637.990703491475	-10.841300151011636	21510957.765673347	117.53378896432496	9970.47710706586	-83.02710721282165	99410413.74252442	6893.50053212938	4483.635707023783	0.9929788688987172	20102989.153298657	0.986007034079376	4554.920875361482	6984.621824214323	1.09564	46.057285	0.0846641499999999	0.0418661	0.0817363533	0.0904694068	0.0932585158	0.0580483521	0.2033599617	0.0650956627	0.1101907652	-0.1081820448	0.0671518892	-0.0748743889	0.147808797	0.1830077855	0.0628569895	-0.111636784	-0.135479972	-0.0314752838	-0.0391795714	-0.0536769125	0.0669775239	-0.1219962432	0.2489831259	-0.1190416845	0.172095152	0.0005013913	0.144499356	-0.0028568632	0.1439209855	0.0043281731	-0.0364207529	-0.0870669754	0.0869261506	-0.1177439619	0.0889192723	0.0550690785	-0.1360633343	0.0271815357	0.1588642995	0.0069692905	0.0732645071	0.0076329121	-0.1036718654	0.100298295	0.031027118	0.0309827585	0.0085784705	0.0293812949	-0.0403208178	-0.136059931	-0.007047417	-0.0880839598	-0.0348591693	-0.1285679122	-0.1058593767	-0.1683332792	0.0467490665	0.1565053015	-0.0550124887	-0.0712474095	-0.0467874408	-0.0357409897	-0.0194446479	0.0188366797	0.0333749105	0.0899547438	0.1018605223	-0.0594766307	-0.0265860133	0.1268435322	-0.1267043999	0.0053998077	0.0019278861	-0.1389672389	0.0544577909	-0.0452417698	-0.13250172	0.0998112099	0.037397005	0.0055600947	0.0482726758	0.1633588773	-0.0556038619	-0.0025313471	0.0302957164	0.1545770362	-0.1196145712	0.0018467473	-0.1312426663	0.1085529555	-0.0693689609	0.0965202677	-0.0071189977	-0.0392283121	-0.0828850691	-0.0756498551	-0.0113848464	-0.018490064	0.0799697082	0.0031401669	0.1294181446	-0.1246999309	0.0133854526	0.1038032008	-0.0582470607	-0.0672329281	-0.1435055303	-0.0621869711	0.0736923386	0.0350912171	-0.0179943894	0.0725648564	0.0469565535	0.1705184018	-0.0100336747	0.1684393468	-0.0855863579	0.0402868325	-0.0487253078	0.1239532527	0.1237089139	0.1233020394	0.1227331636	0.1220030341	0.0	-0.0452488	-0.0057663	3.325021569000002e-05	0.0020474539014399	-0.063808	-0.0275364	0.004071460864	0.00075825332496	0.15334	-0.0001609999999999	0.0235131556	2.5920999999998224e-08	0.00111365	0.0002540160000001	1.2402163225000005e-06	6.452412825605085e-08	-0.000580927	0.0004858729999999	3.37476179329e-07	2.3607257212899998e-07	-0.0014609	0.0002841199999999	2.13422881e-06	8.072417439999995e-08
4608.659561678668	-29.33114181280689	21239742.95545221	860.3158800429887	9852.069240777651	-118.40786628820932	97063268.32507712	14020.42279892646	4476.054331326789	-7.581375696993746	20035062.37698931	57.47725745896741	4545.739505331121	6919.147800915545	1.113868	46.823517	0.1033446479999999	0.0670672	0.1066039064	-0.0019946742	-0.0757878428	0.0201521914	-0.102607862	0.0081880682	0.089966047	-0.0229503395	-0.0706646103	0.0858840399	0.1044884321	0.0331378017	-0.0068694254	0.075879979	-0.0603779762	0.229610432	-0.0316480345	0.0045128581	0.0822024389	-0.1171719775	-0.0066533641	0.0707864874	-0.0253553415	0.1096632319	-0.0498222208	-0.0180652735	0.1266228199	-0.0712573442	-0.252478827	-0.03680394	0.0201351851	-0.0777070171	0.1092846116	0.0159826161	-0.2030916379	0.0820676635	0.1397185298	-0.0627118214	-0.1759267175	-0.0127326262	0.1018637626	0.0028744057	0.0546946456	0.0516637287	0.0828242936	0.0742699632	-0.0930641603	-0.0820029302	-0.0371873469	0.0246621816	-0.0075520631	-0.0133963965	0.0812978991	-0.0341293521	-0.1204870252	-0.0465076648	-0.024171361	-0.2344215577	0.0780246489	0.0396152734	0.0323149981	0.090365702	-0.0192621112	0.0414100672	0.0807051069	0.0473191085	0.0566787725	0.0365714422	0.0651929149	-0.1778154426	-0.1148038083	0.0788151967	0.0651021954	0.0064138844	-0.1078185503	0.1565302032	0.2270346001	-0.0423292122	-0.0595481703	0.0955385134	-0.0514801869	-0.0338643591	0.1955145498	0.1502276954	-0.1298072517	0.0589150519	0.0885596853	-0.0428182533	0.0604977578	0.0428084835	-0.0571591628	-0.1059608516	-0.0473960443	-0.1329104442	0.0734279613	-0.0251816467	-0.03826582	0.0003886159	0.1148766768	0.0746105775	-0.1051316016	-0.0255811784	0.0318481634	0.105175618	-0.1399161979	0.0863440333	0.0183852904	-0.1175816297	-0.1297638105	-0.0381896041	-0.0328049095	-0.0350409239	0.0609882773	0.0317957277	0.162877389	-0.0405699982	-0.1959816305	0.1238084399	0.1231303817	0.1220030341	0.1204305106	0.1184185493	0.0	-0.0485998	-0.003351	1.1229201e-05	0.00236194056004	-0.000661052	0.063146948	4.36989746704e-07	0.0039875370417147	0.176137	0.0227969999999999	0.0310242427689999	0.0005197032089999	0.00107488	-3.877000000000004e-05	1.1553670144e-06	1.5031129000000026e-09	-0.000648501	-6.757400000000004e-05	4.20553547001e-07	4.566245476000005e-09	-0.00128625	0.0001746499999999	1.6544390625000002e-06	3.0502622499999986e-08
4599.097042126577	-9.562519552090636	21151693.602897435	91.44178018411569	9835.4778526095	-16.591388168151752	96736624.58917198	275.27416134628595	4470.737043275142	-5.317288051646756	19987489.71011256	28.27355222418535	4540.9920925834285	6892.542486748531	1.071587	45.046158	0.065041698	0.0305526	-0.081773964	0.0159049359	-0.1211037832	0.0146982034	-0.0924205093	0.0943132052	-0.1126159925	0.1113564347	-0.0565658649	0.1316799963	-0.0720488605	0.0154821191	-0.1061520737	-0.0813569475	-0.0356096178	0.0815254869	0.0864288902	0.0602325138	0.106814823	-0.0642458654	0.0692567674	0.0086061258	0.0808986498	-0.052048311	0.0543595204	-0.132870281	-0.0051876657	0.1111298475	0.0459136363	0.0365744606	-0.0951946036	-0.0232074869	0.0974102826	-0.0399827492	0.029904273	0.1058366788	-0.0731278808	-0.1055626697	-0.1437123973	0.1216584901	-0.0672389924	0.0216217637	0.0842155297	-0.0999602014	0.0366057892	0.1120979207	0.1184792057	0.1216382609	0.0858947048	-0.0107266425	-0.0350561747	-0.0164262651	0.0273659786	0.0263558675	-0.0867371523	0.0148568158	-0.0558295172	0.0073659334	0.0354717946	0.0098490565	0.0630014136	-0.0504941475	0.0988103685	0.01857478	0.1153511013	0.0876735748	0.1329266949	0.1269457657	0.0437760106	-0.1082909651	0.0628855151	0.0386468913	-0.009318425	-0.1887097616	0.0190860876	-0.002348478	-0.0226254198	0.12077447	-0.1201723225	-0.0255447049	-0.1000520634	-0.0321842004	0.1960632392	-0.1524484226	-0.0251031602	0.0320515725	0.0189739701	-0.0091226112	-0.0766109211	-0.0642689986	-0.0648567367	-0.0492275634	0.1093965539	0.0406474015	-0.1356999527	0.076566687	0.0168339919	-0.0285680314	-0.0128767449	-0.0385360751	-0.0753895446	-0.0907908212	-0.0256307647	-0.0075363359	-0.0612013812	0.0957532854	-0.0483280293	-0.0632487052	0.0403445298	0.0629615216	-0.1257996833	0.083454799	0.0351894976	0.1230018398	0.1733227812	-0.0713129599	0.0751582243	0.1235913266	0.1222642728	0.1200630614	0.1170034304	0.1131072554	0.0	-0.0421217	0.0064781	4.1965779610000006e-05	0.0017742376108899	-0.0144334	-0.013772348	0.00020832303556	0.0001896775694331	0.152122	-0.0240149999999999	0.023141102884	0.0005767202249999	0.000815367	-0.000259513	6.64823344689e-07	6.734699716900003e-08	-0.000603869	4.463199999999996e-05	3.6465776916100004e-07	1.9920154239999966e-09	-0.00117487	0.00011138	1.3803195168999998e-06	1.2405504400000026e-08
4616.349118716965	17.252076590387333	21310679.1858789	297.6341466805906	9844.108316372298	8.630463762798172	96906468.54447024	74.48490476097238	4477.450969880632	6.713926605490087	20047567.187685017	45.07681046390765	4548.021582665228	6928.704576999509	1.041394	43.776913	0.06654025	0.0278341	-0.0855844945	-0.1356873512	-0.0559070142	-0.0312757742	-0.0308796704	0.0777100132	0.0220957127	-0.0567240355	-0.0469631508	0.1170870774	0.0269865768	-0.1139535769	0.0064747543	-0.0514213802	-0.0533714908	-0.0625417793	-0.0334897843	-0.0341745736	0.0030749605	0.0267301729	-0.1541776583	0.1623522174	0.0608856109	-0.1291385067	0.0516506021	-0.1232802581	-0.0337642198	-0.0585349007	-0.0722337678	-0.024895573	0.0512187043	-0.0112594465	0.116531382	-0.0955714446	0.0667617003	-0.0432831658	-0.0739474508	0.0920100691	0.1009485244	-0.071737274	-0.0145227949	-0.0976435101	0.0067476312	-0.0800896963	-0.0946150396	-0.0360177374	0.1427849491	-0.0401939098	0.1185517166	0.1955795201	0.0607958538	-0.0027565797	0.054297179	0.0728031564	-0.0051475562	0.0733493472	0.1674055053	0.0502271496	0.0561789306	0.1685789433	-0.1857884635	0.0025374667	-0.0891814406	0.0076011815	-0.0650503252	-0.0534106786	0.0350250049	-0.0814507775	-0.052797598	-0.036347473	0.1297187135	-0.0005179883	0.1398870536	-0.0478855751	0.0515888964	0.0424300194	0.0760791417	0.0840947753	0.0228393205	0.028340936	-0.0098647611	0.0352833974	-0.1347894382	-0.0322803373	0.0607478091	-0.1156646432	-0.0335711876	0.0096044202	-0.0217947123	-0.1517249611	0.0111132826	0.1482955969	0.0134976295	0.032801851	-0.0818119366	0.1156887874	-0.2316923952	0.0233535581	0.0203720284	0.0322255214	0.064798487	0.0360238938	-0.0678827881	0.119677442	0.1641600836	-0.0175493997	-0.0591660647	0.0784591001	-0.1909507532	-0.0010797431	0.1277310401	-0.0055554487	0.0463604961	-0.0214789393	-0.021559738	-0.1350294813	0.0838701831	0.1233020394	0.1211126101	0.1174923133	0.1124839207	0.106146603	0.0	-0.0499032	-0.0077815	6.055174225000006e-05	0.00249032937024	-0.0317023	-0.0172689	0.00100503582529	0.00029821490721	0.166573	0.0144509999999999	0.027746564329	0.0002088314009999	0.00112887	0.0003135029999999	1.2743474769e-06	9.828413100899994e-08	-0.000438845	0.000165024	1.92584934025e-07	2.7232920576000017e-08	-0.00111262	6.225000000000002e-05	1.2379232643999998e-06	3.875062500000002e-09
4628.525374570224	12.176255853259136	21423247.14304043	148.26120660402736	9872.490191179666	28.38187480736815	97466062.57493871	805.5308175811188	4481.749406513841	4.298436633208439	20086077.742787164	18.476557489708306	4552.052325423536	6916.843937528416	1.096534	46.09483	0.0666799	0.0319099	0.101102148	0.0659097552	-0.0893100022	-0.0749399124	0.0125064055	0.1851995377	0.0454878273	-0.0268231372	-0.0052585663	0.0905302366	0.0815453829	0.1112114674	-0.0819966802	-0.0928782608	-0.0404815005	-0.0294487652	-0.0769952864	0.009871082	-0.0515539337	-0.0392837573	-0.0947828076	-0.0344457918	0.068210858	-0.0672034938	-0.0492891237	-0.0947635091	-0.0703121525	0.0234286817	-0.1719007399	0.018043934	-0.0621369809	0.0371782316	0.0864065944	0.0229898428	0.091072917	-0.0629686668	-0.0837395928	0.0630146086	-0.0264840824	-0.1544246296	-0.0507187997	-0.1203445972	-0.1807496681	0.0200784633	0.0867497503	0.0623543195	-0.0403551798	0.0036328902	-0.0287899852	-0.0404331248	-0.072837139	-0.0264916347	-0.0218301264	0.1299176419	-0.0088195739	-0.0379373995	0.0523196516	-0.0481884615	-0.0498178722	-0.0416276304	0.0743292493	-0.0848433434	0.0668568856	-0.0523177483	0.0706252457	-0.0833726054	0.0131692642	-0.0263887639	-0.0159873656	-0.1308668418	0.0681496448	0.0888806241	0.0358579201	-0.1010122006	0.076454509	0.0351446272	0.1472600871	-0.0284145416	0.0048403152	-0.0610655847	-0.0818805543	0.0350214942	-0.158296678	0.0149689857	0.0686861755	-0.016528348	0.1554651645	0.018126888	-0.0456514438	-0.0528971623	0.1907404223	-0.0793159987	0.0942835372	-0.0317449667	0.0201459524	-0.0099292821	0.0661758778	0.095851742	0.0130477018	-0.0133030229	0.0797115934	-0.0517908015	0.0405144193	0.0476014315	-0.0131423769	0.0211087803	-0.019073555	0.0604424129	0.0584688764	-0.018711872	-0.1320910489	0.0857445063	-0.1017098238	-0.055733761	0.0473007395	-0.0413658855	-0.1575932852	0.1229407472	0.1196780832	0.1143042958	0.1069141789	0.0976380941	0.0	-0.0639529	-0.0140496999999999	0.0001973940700899	0.0040899734184099	-0.0422174	-0.0105151	0.00178230886276	0.00011056732801	0.166643	7.00000000000145e-05	0.027769889449	4.900000000002029e-09	0.00135911	0.00023024	1.8471799921e-06	5.301045760000002e-08	-0.000932299	-0.000493454	8.69181425401e-07	2.4349685011600004e-07	-0.000995412	0.0001172079999999	9.90845049744e-07	1.3737715263999984e-08
4620.232984661445	-8.292389908779114	21346552.832553603	68.76373039922169	9854.998475466466	-17.491715713200392	97120994.95144635	305.9601185914215	4472.47074365493	-9.278662858911048	20002994.55284928	86.09358444933534	4543.568925578533	6927.871026072766	1.09897	46.197231	0.09369755	0.0426157	-0.1415835361	-0.0334396033	-0.1093664025	0.0029173032	-0.0701050231	0.0295988094	0.0595263908	-0.0424443782	-0.0260547172	0.1612029565	-0.0456993383	-0.0529509961	0.0557371871	0.0098711847	-0.0519519958	-0.032692284	0.0360028777	0.0198301616	0.014446616	0.1458095639	0.0349929562	-0.037963448	-0.0030638408	-0.0521971732	-0.1240755494	-0.0647711917	-0.0237436995	0.1008442345	-0.0881704603	0.0298011276	-0.010952035	0.0834187232	0.0729305898	-0.0263375587	0.0533908338	-0.0344861749	-0.0241091522	0.0271295492	0.0145387857	-0.0139701146	-0.026931862	-0.0899091874	0.0583923164	-0.0692312701	-0.0170876489	-0.0415056872	0.0101810284	0.1089991418	0.200143468	0.0684126834	0.0018832922	0.1960243406	-0.058938271	-0.134020554	-0.0854035076	-0.0687898114	-0.1860910653	0.166854289	-0.1301977499	-0.1371028135	0.039631133	0.0636502755	0.107638571	-0.0597185428	-0.0010814402	-0.128527045	-0.0736072275	0.0568972827	0.1641576632	0.0338989107	0.0443598518	0.1590365308	-0.0104386959	-0.0771827904	0.0107764029	-0.0053641689	0.0710489874	0.0366687148	0.0076753308	-0.0639135736	-0.0319830929	0.0771810195	-0.0722852391	0.0278470714	0.0216347183	-0.0085848792	0.0358083705	-0.0734823597	-0.0810447105	-0.0891416434	-0.0260560074	0.041208151	0.0164897622	0.0267767622	0.0424604178	0.1511641198	-0.1084902373	-0.0868138545	-0.2113010673	-0.0652377597	-0.1863376663	-0.0031148632	0.0573109001	-0.1664951166	-0.0436118179	-0.1639221953	0.0236918988	-0.0534704109	0.1310621354	0.0966507456	-0.0418619398	-0.1106893956	-0.1897934089	0.0131914058	0.0398196818	0.1409521779	0.0522958822	0.1225076612	0.1179640426	0.1105157577	0.1003462082	0.0877058019	0.0	-0.0489637	0.0149891999999999	0.0002246761166399	0.00239744391769	-0.0182769	0.0239405	0.00033404507361	0.00057314754025	0.134719	-0.031924	0.018149208961	0.001019141776	0.00104464	-0.0003144699999999	1.0912727296e-06	9.889138089999993e-08	-0.000906027	2.627200000000004e-05	8.20884924729e-07	6.902179840000019e-10	-0.000879277	0.0001161349999999	7.731280427290001e-07	1.3487338224999993e-08
4628.035004123783	7.802019462338649	21418707.999395028	60.871507690711056	9903.09794619934	48.09947073287367	98071348.93201756	2313.5590847825706	4478.013218711828	5.542475056898184	20052602.386957865	30.71902975633852	4548.465001768251	6932.128508512667	1.07569	45.218643	0.151643	0.065289	0.0743337976	-0.0285441816	-0.0882063794	-0.09831332	-0.0424866029	-0.0340693722	-0.0890909926	0.0184736736	0.0748940426	0.0371375832	0.0546026007	-0.0103535893	-0.1864980719	0.0255353073	0.0431473359	0.0735532955	-0.12541864	0.1115365114	-0.0154055812	0.1896482646	-0.0008994612	0.0341468989	-0.0846845426	-0.1101082359	0.0058911289	-0.0151680754	-0.0011091853	-0.0246848801	0.0958271406	0.086300809	0.0857333617	0.0941876675	-0.2207163349	0.0116581376	0.0652067611	0.0735714218	-0.1092776295	-0.0036049083	-0.2053820144	-0.0342619694	0.0546540092	0.1539576159	0.0310375804	0.0500197538	-0.0868544071	0.0492254168	-0.0772552792	-0.0249443016	-0.0574714319	0.0737919865	0.0410794266	0.2324434061	0.1675592713	-0.0473504024	0.1521793179	-0.0393819826	0.0987273634	0.0839292165	-0.0789410893	-0.0265672373	0.0043895207	-0.0070818951	-0.0205685862	-0.1017595891	-0.0218527858	-0.0601468806	-0.0033734816	0.0629838195	-0.1235563398	0.0281693719	0.095580554	-0.0203557985	-0.0046859586	0.0045571949	-0.0183980258	-0.0853937892	-0.0675541172	-0.0841139815	0.0928659328	-0.0847052399	0.1464442121	-0.0056911122	0.16425187	-0.190635663	0.0871984556	0.0414000053	0.1727681931	0.0535274784	0.0378226173	0.1424292909	-0.089101143	0.0595603312	-0.0017345522	-0.1285638543	0.0626055523	-0.09008405	-0.0885621452	-0.0336437562	-0.1654976645	0.184759313	-0.0775189396	0.0822269459	-0.0367025264	0.0181022968	0.1504192893	-0.0684123832	-0.0088462732	0.0640291293	0.0390489212	-0.1021911914	-0.0593756192	0.0785285757	-0.0405951264	0.0444290183	-0.0924782517	-0.0418658233	0.0212488942	0.1220030341	0.1159744915	0.106146603	0.092841332	0.0764945617	0.0	-0.0245535	0.0244102	0.00059585786404	0.00060287436225	-0.0227365	-0.0044596	0.0005169484322499	1.9888032160000008e-05	0.0855258	-0.0491932	0.00731466246564	0.00241997092624	0.000157184	-0.000887456	2.4706809856e-08	7.875781519360002e-07	-0.000607736	0.000298291	3.69343045696e-07	8.897752068100002e-08	-0.00116513	-0.0002858529999999	1.3575279168999998e-06	8.171193760899994e-08
4612.869353399335	-15.165650724448824	21278563.671530794	229.99696189597515	9888.947164249545	-14.150781949794691	97791276.01731911	200.24462979063523	4472.37204466965	-5.641174042178136	20002111.705942582	31.82284457414441	4542.754782860649	6957.478143210219	1.054136	44.312584	0.0774640499999999	0.0404784	-0.0788956781	-0.052020238	-0.0111769887	0.031715863	0.0192118058	-0.0112300007	-0.0444382648	0.0096931761	-0.0414815767	-0.0257598768	-0.0757760534	-0.0848877792	-0.0504703167	-0.023236507	-0.1991886529	-0.1268280905	-0.0287671086	0.0416890569	0.0018912963	0.0701894144	-0.0731233863	-0.0363925883	-0.1315220499	-0.0849787867	-0.0925978162	0.0894924313	-0.0297239326	0.064170316	0.0286485089	0.0761754801	-0.0534847838	0.0188248314	-0.2117208726	-0.0429252399	0.0671499311	-0.0521829634	0.0144682398	0.0959855604	0.0286359884	0.1194760749	0.0503059486	-0.096251433	-0.0089151776	0.0110823865	-0.0358069782	-0.068408335	0.064209667	0.0837974906	-0.0566934291	0.0111591147	-0.0131344433	-0.0655811414	-0.0309911203	0.0626796196	0.0980282366	-0.0054455243	-0.2811940511	-0.0178354227	0.0572616286	-0.0425156984	0.0479257882	0.0571958489	-0.1211446434	-0.1586436938	-0.020173703	0.0530692324	0.1186192159	0.1324828969	-0.135553842	-0.0587296315	0.0782072143	0.0480827056	-0.1543774575	0.0337864704	0.0021094107	-0.1295583949	-0.0572800791	-0.1436894695	-0.0667575517	-0.0560587517	0.143005158	-0.0003505454	-0.0418976151	-0.0334432613	-0.0214641501	-0.0701651596	0.0142681411	-0.1350424138	0.0236019815	-0.0650661433	0.0011581142	0.0178596173	0.0019276132	0.0881347689	-0.0387051607	-0.0412279908	0.0449482355	0.0098466132	0.0081698041	0.0357228577	0.0344936175	-0.0760329723	0.0504933851	-0.2991791102	-0.0061043917	0.1297080588	0.0769039672	-0.0705149038	-0.0658468038	-0.1985485075	-0.0186674287	0.0345084213	-0.0630590827	0.1034068609	-0.0583678363	-0.1232472398	0.0686199174	0.1214271607	0.1137140766	0.1012197857	0.0844696213	0.0641678585	0.0	-0.0320087	-0.0074552	5.558000704000003e-05	0.00102455687569	-0.0421334	-0.0193969	0.00177522339556	0.00037623972961	0.0809107	-0.0046150999999999	0.00654654137449	2.129914800999997e-05	0.000797201	0.000640017	6.355294344009999e-07	4.09621760289e-07	-0.000532807	7.492899999999995e-05	2.838832992490001e-07	5.614355040999992e-09	-0.000960139	0.0002049909999999	9.21866899321e-07	4.202131008099994e-08
