global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2
4104.0559420434265	n/a	16843275.175421957	n/a	9575.55801543156	n/a	91691311.30689558	n/a	3980.606805140676	n/a	15845230.53713226	n/a	4043.679070674421	7574.054443922411	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0129676	n/a	n/a	0.00016815864976	-0.0555607	n/a	0.0030869913844899	n/a	-0.0692724	n/a	0.00479866540176	n/a	-0.000548898	n/a	3.012890144040001e-07	n/a	-0.000546248	n/a	2.983868775040001e-07	n/a	-0.00187175	n/a	3.5034480625e-06	n/a
4118.723278414867	14.667336371440795	16963881.444156513	215.13075623299008	9596.83944877814	21.28143334658125	92099327.40562432	452.8994052849805	3975.174830058977	-5.431975081698965	15802014.929534417	29.506353288198483	4038.588710563099	7569.55518958596	1.121482	39.62262	0.231627135	0.108725	-0.0842180956	0.0059350856	0.0457896411	-0.1359702027	-0.0377767623	0.0808872244	-0.0447335562	-0.1009514617	0.0674449601	-0.1042930576	0.0141382292	-0.0667227781	0.1330169066	-0.1197483534	0.3057530692	-0.0502160509	-0.0070497669	0.1170161789	-0.0152054766	0.0340911054	-0.1832528212	0.1242237493	-0.0190604623	0.1085070914	-0.0533669484	0.0666422615	-0.0271240005	0.0064719487	0.1035861971	-0.0187739859	0.0921406186	0.1046091241	-0.1591635022	-0.0722828998	0.1304199158	0.0240268503	-0.0939854589	-0.1389844653	0.0782045449	0.0053769911	0.0608318852	-0.0071737817	-0.0726323753	0.0205600928	0.0684078075	0.0014120014	-0.1662856214	-0.0838387193	0.0970640619	0.0277707459	0.2579123547	0.0129672743	-0.0946065778	0.0409510932	-0.0252731216	0.0563830906	-0.0806084224	0.1964089189	-0.0944606075	0.0657619065	-0.0517825027	0.0138482052	-0.010167462	-0.0631437137	0.1416788125	-0.0519409959	0.1151058462	0.0286390496	-0.0675940268	-0.1277920216	0.1280174835	0.1221118927	-0.0513071493	-0.0451501273	-0.0775133823	0.0540150174	0.0072866704	0.0048159643	0.065624217	-0.0842135566	0.0530985562	0.1227400633	-0.0955525852	-0.0610446252	-0.0890383007	0.2930631766	0.1466261977	0.1465634515	0.1464588945	0.1463125564	0.1461244791	0.0	-0.00602165	0.0069459499999999	4.824622140249999e-05	3.62602687225e-05	-0.0171361	0.0384245999999999	0.00029364592321	0.0014764498851599	-0.112162	-0.0428896	0.012580314244	0.00183951778816	-0.00248169	-0.001932792	6.1587852561e-06	3.735684915264e-06	8.61197e-05	0.0006323677	7.41660272809e-09	3.9988890800329e-07	-0.00217393	-0.00030218	4.725971644900001e-06	9.131275240000013e-08
4134.239603762074	15.516325347206475	17091937.10131479	240.7563522803621	9694.26302928365	97.42358050550864	93978735.6809358	9491.354038513326	3974.8531632965687	-0.3216667624083129	15799457.66976874	0.103469506038246	4038.68916795627	7693.373834298766	1.113482	39.339966	0.229311465	0.131365	-0.0621147538	-0.0930126522	0.1681583568	0.1550213654	0.1357912065	-0.0338372104	0.1939306522	-0.0641742954	0.1228037328	0.0488673588	0.0126914389	0.2230203334	-0.101258907	0.0758002452	0.0495510047	-0.1904481349	0.09268591	-0.0689316186	0.0342567742	-0.1488048064	0.0888645445	0.0631458269	-0.1030840748	-0.1197386437	-0.0724999474	-0.0494178514	0.1766820095	-0.0195097786	-0.0024140383	-0.0121229149	-0.1488539579	0.0174890484	0.0343027216	-0.0052873443	0.0152864237	0.0868915068	0.0859250322	0.1554770174	-0.0032093292	0.0584885331	0.1987470311	-0.1350170534	0.0681411169	-0.0190849047	0.0525367822	-0.0356152847	0.0663323426	-0.0238676051	0.0586926756	0.0818391218	-0.0716806412	0.0636429841	0.0782510901	0.0041465811	0.1590524206	-0.0447582523	-0.0021555224	-0.0132483848	0.1728456541	-0.0711992789	0.032223702	0.1741356289	0.058360288	0.0028901975	-0.0617051829	0.167217764	0.0425357643	-0.0413115648	0.0291429218	-0.1133327774	-0.1132626765	-0.0452493407	0.0297432694	-0.0208704439	0.0748690615	0.1533581165	0.1830870669	-0.0004408737	-0.0982872517	0.0276323192	-0.0531549502	-0.0049779453	0.0443795097	0.0301971009	-0.1059142369	0.0170883159	0.1464588945	0.1458947161	0.1449560281	0.14364524	0.1419657166	0.0	-0.00763763	-0.00161598	2.611391360400001e-06	5.8333392016900006e-05	-0.0766827	-0.0595466	0.00588023647929	0.00354579757156	-0.158532	-0.04637	0.025132395024	0.0021501769	-0.000474156	0.002007534	2.24823912336e-07	4.030192761156e-06	-0.000230014	-0.0003161337	5.2906440196000015e-08	9.994051627569003e-08	-0.00206202	0.00011191	4.2519264804e-06	1.2523848100000051e-08
4100.570540199217	-33.669063562856536	16814678.7551497	1133.6058411996737	9591.202157599662	-103.060871683987	91991158.8279444	10621.54327226323	3968.083776775684	-6.7693865208848365	15745688.859510375	45.82459386913731	4031.954211230781	7567.311441843785	1.154611	40.793106	0.04673727	0.0237386	0.0856012075	-0.0813874244	-0.0496628204	-0.0880843864	-0.1016031527	-0.0229963948	0.0156190505	0.1152361518	0.0009292045	0.0351164354	0.0700107056	-0.0294113542	-0.2028701311	-0.0675028834	0.0368544016	-0.1663679481	-0.0533948264	-0.0041468114	-0.0498822484	-0.0015456594	0.0453869642	0.022050131	0.1505303197	-0.0105407603	0.0137099494	0.2128845135	0.0593368699	-0.028039189	0.035101166	0.0536808166	0.0355987997	-0.0469290869	0.1176266534	-0.1624965167	-0.1851508243	-0.1460402798	-0.0171231331	-0.0187551576	-0.0539400972	0.0703863463	0.120380511	0.1164288497	-0.038948749	-0.1387693527	-0.0514819614	-0.0516098073	-0.0179570471	0.0668631755	0.1796071686	0.0189319327	-0.052656275	-0.0618402456	0.0054842427	-0.0351416217	-0.0317508168	0.0774021962	-0.0660628982	-0.1097219921	-0.0303674764	-0.0489344471	-0.2128394986	-0.0087027947	-0.085656926	-0.0661095257	0.0458520138	0.0284854498	0.1395586476	0.0239733326	0.1804046281	0.2240229468	-0.0280173945	-0.0214977923	0.0344544461	-0.0351506703	0.0549204208	-0.0553615664	0.0935467928	-0.0342629105	0.165879838	0.0553785986	-0.0363174046	0.1040857185	0.0972236045	0.0364406701	-0.1482648869	-0.0564080954	0.1461244791	0.1445602966	0.1419657166	0.1383592329	0.1337665517	0.0	-0.0200805	-0.01244287	0.0001548250138369	0.00040322648025	-0.063649	0.0130337	0.0040511952009999	0.00016987733569	-0.163337	-0.004805	0.026678975569	2.3088025000000035e-05	-0.000474156	0.0	2.24823912336e-07	0.0	-0.000546248	-0.000316234	2.983868775040001e-07	1.0000394275600005e-07	-0.0020749	-1.288000000000027e-05	4.30521001e-06	1.6589440000000694e-10
4103.657415656933	3.086875457715905	16840004.18507614	9.52880009144878	9596.49633458398	5.294176984318256	92092741.89968376	28.028309941285137	3977.952519595078	9.8687428193939	15824106.248152828	97.3920848353387	4041.442754561452	7612.092859773113	1.079522	38.140167	0.03566385	0.0219251	0.0772928414	0.1534032025	-0.0125505122	-0.0189605993	0.1084797321	-0.1012306066	-0.002453015	0.0564181955	-0.0573313707	-0.1533782607	-0.1182972925	-0.005665289	-0.0775691052	0.1076236621	-0.1017676129	-0.0667908223	0.0294355303	0.0409932767	-0.0261469718	0.1261389843	-0.1088416481	-0.1743067757	0.052232541	0.1827936457	0.0253292486	0.0333421215	-0.1345815443	0.0662894527	0.0229494034	-0.0109222725	-0.1053343809	0.1162954913	0.0656078763	0.0468603565	-0.057802206	-0.2380420124	0.0209581284	0.0803880876	-0.1485203742	0.0186819	-0.1449715172	-0.145679467	-0.0939118176	0.0970208751	0.0024567601	0.0255794752	-0.0487121721	-0.0267461398	-0.0216480891	-0.024110915	-0.0052844143	0.0476346003	-0.0690216452	-0.0521226128	-0.1009776205	-0.0544999241	0.1460942077	0.0455795349	-0.2257739008	0.0742456288	-0.0223983687	-0.1371101145	-0.0197593604	0.0739248428	0.0227381798	0.0057758043	0.0286523014	-0.1150041354	-0.0367344383	0.1165498144	0.1146227736	-0.1470646437	0.1350232186	0.0685586835	0.1740335774	-0.0942852279	-0.0963698204	0.1539046572	-0.1278623183	-0.0639977344	0.0327466062	0.035695342	-0.0618560475	-0.0382290338	0.0500106415	-0.1298741998	0.145623333	0.1425662815	0.1375186448	0.1305509005	0.121760336	0.0	-0.0225224	-0.0024419	5.962875610000001e-06	0.00050725850176	-0.0692634	-0.0056144	0.00479741857956	3.152148736000006e-05	-0.144313	0.019024	0.020826241969	0.000361912576	-0.000474156	0.0	2.24823912336e-07	0.0	-0.000546249	-9.99999999907325e-10	2.98387970001e-07	9.999999998146501e-19	-0.00224657	-0.0001716699999999	5.047076764899999e-06	2.9470588899999877e-08
4085.777423964439	-17.87999169249406	16693577.158177488	319.69410292365654	9521.121905255804	-75.37442932817612	90651762.33474192	5681.304596548216	3970.92773597069	-7.024783624387965	15768267.084301308	49.34758496946931	4034.3531416920414	7517.186684476094	1.072155	37.87989	0.0867032	0.0467859	-0.0855439231	0.1944507849	-0.1460413812	-0.1677133286	-0.0772967253	-0.0866956963	-0.2186306988	-0.0322507296	-0.0974453139	-0.1529985182	0.0114066883	-0.162327489	0.0948111452	0.0679446752	-0.0791319586	-0.0766152965	0.0076357169	-0.0117422154	0.0063780693	-0.0064282712	-0.1118702013	-0.0847169548	-0.0226356306	0.0040403806	0.0378653537	-0.1726808178	0.1068535404	0.137661728	-0.0071791023	0.0077602931	0.098916696	-0.1428813119	-0.0036050722	0.1180552521	0.0819947239	-0.1242245076	0.2469743404	0.0553543378	0.193824948	0.1591315751	0.0082371647	-0.0584888417	0.0448142531	0.0239068642	-0.1555759743	0.0049083138	0.130090182	-0.0061597482	-0.0849602444	-0.0650995994	-0.1045379554	0.0379754903	-0.0014014231	-0.0070905071	-0.0029089719	0.0875694112	0.1145657295	0.0400361394	-0.0259371806	0.0544548511	0.1105300896	0.11954267	0.0377308679	0.1755854954	0.0797882879	-0.0532704431	-0.1168293158	0.0838664061	-0.0235709225	-0.0379094976	-0.0573478146	-0.141954178	0.2110483648	-0.1596990027	-0.1578658465	-0.1467531781	0.077984824	0.0010972419	-0.1099455039	0.1513241019	-0.0285210717	-0.0862496209	0.0530746267	-0.0152116071	0.0914636754	-0.0604124716	0.1449560281	0.1399217693	0.1316604456	0.1203625908	0.1062887712	0.0	-0.0213115	0.0012109	1.4662788100000022e-06	0.00045418003225	-0.0395831	0.0296803	0.00156682180561	0.00088092020809	-0.115824	0.028489	0.013415198976	0.000811623121	-0.000818626	-0.00034447	6.701485278760001e-07	1.1865958090000005e-07	-0.000368909	0.0001773399999999	1.36093850281e-07	3.1449475599999985e-08	-0.00227122	-2.4650000000000196e-05	5.1584402884e-06	6.076225000000094e-10
4130.388284897377	44.61086093293807	17060107.384017497	1990.12891317794	9686.33609229232	165.2141870365158	93825106.89284486	27295.727598136826	3981.018817497702	10.091081527012191	15848510.825270802	101.82992638480673	4042.952790223143	7659.173224870788	1.303209	46.043152	0.06401475	0.0308695	0.0428882297	-0.1042570621	0.2007119836	-0.0348386806	-0.0802749644	-0.1601634192	0.1520078825	0.0744803615	0.0971633022	0.0491388701	0.0481037433	0.0607663793	0.0759179462	-0.1129198407	-0.0362092636	-0.1416826429	0.136781122	-0.0946123348	-0.1224604748	-0.1103244112	-0.0048029861	-0.0909026602	-0.0735216402	0.1144431414	-0.0619428632	-0.0569377652	0.0692519894	-0.0869407684	-0.0041349391	-0.0061007279	0.0950219985	-0.0461399188	0.1871270494	-0.1243513349	-0.140816234	0.0998617171	-0.0177658692	-0.0649450187	0.1036195197	0.1069164439	-0.0658900955	0.0209456258	0.0002872004	-0.0033050978	-0.2338857354	0.0285851055	-0.0059977414	-0.0351040438	-0.0252795536	0.0882111631	0.013267945	0.0750200291	0.0447558235	-0.1586694025	0.1522913775	-0.0869744123	0.0935599608	0.0121119837	-0.0549573091	0.07344208	-0.0032409275	0.0845510641	0.0153899285	-0.0891572798	-0.0204343345	-0.0589843591	0.0155984225	-0.0174189183	0.2351108653	0.0467901685	-0.1680945951	0.0694920171	-0.0787663772	-0.1004435224	-0.0629838327	-0.167890128	-0.0457983515	0.0462187178	-0.0231463519	0.1396167789	0.0959488877	-0.0414945151	0.005283666	0.074707062	0.0197141509	0.0236457104	0.1441233256	0.1366388261	0.124451232	0.1079800393	0.0877921846	0.0	-0.0158431	0.0054684	2.9903398560000018e-05	0.0002510038176099	-0.0490056	-0.0094225	0.00240154883136	8.878350625e-05	-0.12319	-0.0073659999999999	0.0151757760999999	5.425795599999997e-05	-0.000532419	0.000286207	2.834699915610001e-07	8.191444684900001e-08	-0.000546249	-0.0001773399999999	2.98387970001e-07	3.1449475599999985e-08	-0.00189961	0.00037161	3.6085181521e-06	1.3809399210000006e-07
4112.748486455561	-17.63979844181631	16914700.112842508	311.16248906790514	9641.120272393153	-45.2158198991674	92951200.10675022	2044.4703691539423	3977.835610064338	-3.1832074333638047	15823176.140695926	10.13280956382258	4040.4749040597535	7627.156085738155	1.110685	39.241154	0.103140905	0.0567292	0.1528599371	0.041216978	-0.022794046	0.0151315017	0.0085126855	0.0891788915	0.0327081866	0.1107759785	-0.0425159942	-0.0038682835	-0.0596588994	-0.1008741402	0.0377770759	0.1824498491	0.0394681301	0.1723925709	-0.0895529243	0.0511699988	-0.014869978	0.0580363896	0.1451457952	0.1409331455	0.1313210893	-0.115619787	0.0857530075	-0.0483458407	-0.1581898651	0.0998404736	-0.0824586116	0.011474938	-0.0419960214	-0.0368237559	-0.0189646562	0.0165175379	0.2231989084	0.0268655378	-0.1563769379	-0.0233700158	0.0922159543	-0.1670655165	-0.1782117597	0.0146599324	0.0600563352	-0.1085297402	0.0675002802	-0.0808769989	-0.0493286628	0.3050978659	-0.0219386633	0.0430143412	-0.0875457901	-0.0528433168	-0.0279535313	0.0262693639	-0.0713790321	0.0291241489	-0.2152874918	-0.1252974894	0.045820912	-0.0677346442	0.0760698409	-0.1697602161	-0.0103837503	0.1375645704	-0.0774833964	0.0377669558	-0.117553481	0.0379493597	-0.0276445143	-0.0772524517	0.1476266164	0.0980138124	-0.0131408487	0.1510451465	-0.1805650382	0.0775395837	-0.2004205632	-0.0288435143	0.0379507488	-0.0004468949	-0.1253472339	0.1376809043	0.1705559186	0.1669396303	0.0457448571	-0.0221814185	0.1431261759	0.1327324313	0.1159649805	0.0936289832	0.0667969964	0.0	-0.0158157	2.740000000000034e-05	7.507600000000186e-10	0.0002501363664899	-0.0109069	0.0380987	0.00011896046761	0.0014515109416899	-0.125553	-0.002363	0.015763555809	5.583769000000019e-06	2.05551e-05	0.0005529741	4.2251213600999996e-10	3.057803552708101e-07	-0.000113097	0.0004331519999999	1.2790931409e-08	1.87620655104e-07	-0.0016327	0.00026691	2.66570929e-06	7.12409481e-08
4116.006966826131	3.258480370570396	16941513.35096125	10.617694325392586	9637.277403131831	-3.842869261321539	92877115.7449154	14.76764415960995	3978.073038258272	0.2374281939337379	15825065.0977174	0.0563721472746366	4041.059395124052	7651.619842611944	1.074079	37.947842	0.0715513219999999	0.0338637	0.0079536627	0.1895289859	-0.0088237068	-0.0086390829	0.0613420955	-0.1606963918	0.0404158338	-0.0075427099	-0.1125869364	-0.1481017136	0.1940367764	0.0839112053	-0.0789106735	0.1371074987	-0.0422899024	0.0305782855	0.0067064858	-0.0033714828	0.0368106647	0.0878213182	0.065906875	-0.1468173889	0.0341744585	-0.2348733235	0.0320743909	0.0114563953	-0.0029015177	0.1244705776	-0.1812119507	0.0547750691	-0.17460247	0.0916623121	-0.1649852478	-0.0501318324	0.1472608565	-0.0033593825	-0.0240591269	-0.1502614744	-0.0453916101	0.002512526	-0.000875814	-0.0029146544	0.0279756038	0.1231955328	-0.0804980402	-0.0960788931	0.1186272878	-0.2613517593	0.0983782569	-0.1164356746	0.1252291642	0.0317352316	0.011609831	0.0064439766	-0.1184077964	0.0372976615	0.1059145516	-0.1050726025	0.1066879024	-0.2064812551	0.01452893	-0.0446454324	-0.053448639	0.1736940052	-0.0978647033	0.0727986525	0.0701247596	0.0162911592	-0.0947223233	-0.1021860187	0.2622875032	0.0356701323	-0.1287367418	-0.08349275	-0.0015365938	-0.0606691989	0.020268536	-0.0234677914	-0.1392771332	0.0628291052	-0.0528926344	-0.1770595001	-0.1239898592	-0.183560938	-0.1255708633	0.0100511187	0.1419657166	0.1282204088	0.1062887712	0.0775710461	0.0439007383	0.0	0.000440177	0.016255877	0.0002642535370391	1.93755791329e-07	-0.0288928	-0.0179859	0.00083479389184	0.0003234925988099	-0.136201	-0.0106479999999999	0.0185507124009999	0.0001133799039999	0.000266315	0.0002457599	7.092367922499999e-08	6.039792844800999e-08	-0.000153748	-4.065099999999999e-05	2.3638447504e-08	1.6525038009999991e-09	-0.00138588	0.00024682	1.9206633744e-06	6.092011240000002e-08
4109.013432239303	-6.993534586827991	16883991.38632302	48.90952601715936	9582.062668776674	-55.21473435515691	91815924.98836356	3048.6668899105443	3977.7154328788806	-0.3576053793913161	15822220.06496282	0.1278816073696071	4041.6050193128494	7574.021962614583	1.125636	39.769405	0.0600549529999999	0.0294973	-0.1023251292	0.0341181176	-0.0513684381	0.0335506414	-0.0601005007	0.1155181587	-0.0792688873	-0.1394033545	-0.066943425	0.0594258129	-0.0910004302	-0.1441349271	0.0468647553	-0.0996079916	-0.0364991916	0.0844308627	0.1426546194	0.1435857675	0.0405787189	-0.1108314617	0.034361555	0.1233729878	-0.0651554988	-0.0313096266	-0.0205165546	-0.0005506445	-0.0335508826	0.0110244928	0.0870380707	-0.0872314939	-0.0878805297	-0.1886192948	-0.0458433154	-0.0513051282	0.1241599047	0.0663680919	-0.1387722448	0.0963411446	-0.1424124272	-0.0786425498	-0.0410874828	0.0714961228	0.0582974071	0.0938422391	0.0318670885	0.1925430194	0.069800632	-0.0091445676	-0.1057572881	-0.0407789739	-0.0715359973	0.1010154715	-0.0820330173	0.1104704511	0.1410803368	-0.0704416213	-0.0962467047	0.0640494899	0.0785211097	-0.0260190194	-0.0566111381	-0.0481882448	0.143177939	0.0060297748	0.0338871218	0.0611195513	-0.0730560387	0.1992801214	0.0381598528	-0.0596250171	0.0519133259	0.1218171773	-0.032019408	0.1551061032	0.1106567789	0.0428518619	-0.0194418425	-0.1024728808	-0.0841736159	-0.0995443371	0.12787713	-0.1210004313	0.0640365499	-0.0482463384	0.0863678902	-0.0727407091	0.1406432718	0.123123346	0.0955218954	0.0600989683	0.0197550473	0.0	0.00198238	0.001542203	2.3783900932090006e-06	3.929830464400001e-06	-0.0449976	-0.0161048	0.00202478400576	0.0002593645830399	-0.120236	0.0159649999999999	0.014456695696	0.0002548812249999	0.000160664	-0.0001056509999999	2.5812920896000003e-08	1.1162133800999996e-08	-0.000355956	-0.000202208	1.26704673936e-07	4.0888075264e-08	-0.00116488	0.0002209999999999	1.3569454144000002e-06	4.8840999999999934e-08
