global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01
6165.640179023792	n/a	n/a	38015118.81719254	12308.837222456932	n/a	n/a	151507473.76894128	5894.352049537594	n/a	34743386.08388804	n/a	5909.728057768524	9312.688353300096	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.152698	n/a	0.023316679204	n/a	-0.103616	n/a	0.010736275456	n/a	0.210116	n/a	n/a	0.044148733456	0.00166607	n/a	n/a	2.7757892449e-06	0.00258253	n/a	n/a	6.6694612009e-06	-0.000917842	n/a	n/a	8.42433936964e-07	0.0	0.0
6135.649822528703	-29.990356495089145	899.4214827025356	37646198.744696505	12272.110841606114	-36.726380850817804	1348.8270503993167	150604704.50866634	5867.623125815041	-26.72892372255319	34429001.14659947	714.4353633660667	5884.476899769004	9322.68811162242	1.338914	45.473194	0.16669475	0.0936922	-0.0433787408	-0.0621423004	-0.1517464613	0.0575244741	-0.0746885199	-0.2009084877	0.050153781	-0.0789925017	0.0850795714	-0.0604376095	0.0231885926	-0.1369083231	0.0280912157	0.1431744357	-0.1147175905	0.181458739	-0.0334088907	0.0339709075	-0.0189536865	0.0001203719	-0.0780432906	0.0008953231	-0.0923880551	0.108893296	-0.0596807718	0.0653138094	-0.0294382966	0.0130945476	-0.0268260913	0.0212469475	-0.0763505651	0.1323005527	-0.0432659129	0.0536740366	0.0093755243	-0.0624269842	-0.0119421608	0.0632643925	-0.1129756563	0.0699577691	0.1846937737	-0.0274337014	-0.052215634	0.0390534256	0.0832172647	0.0948919987	-0.0534627119	-0.0502071135	-0.0431462228	0.0169631382	0.0989028959	0.0147035326	-0.1574912101	-0.0412814535	0.104533459	0.061623148	0.0015788777	-0.138903784	0.1184125776	-0.18779647	0.0294868898	-0.0079804731	0.0376397218	-0.0244040573	0.0664406431	-0.0236221262	0.1017028993	-0.0807215331	0.0197381058	-0.112202655	0.0168926412	-0.0098135836	0.0098142371	-0.0203292675	0.0062979941	-0.1543366134	0.0566795047	-0.0861284829	0.0153285858	0.0110447953	0.0471088288	-0.0483775462	0.1376027567	-0.0500645374	-0.1315871382	0.0355877093	0.0818997307	-0.0254766367	-0.0507608374	-0.1445295438	0.0377087622	0.037500558	0.0417081317	0.033181399	-0.0357743811	-0.1059492414	0.1604385846	0.0682849859	-0.1086546712	-0.0781472541	-0.019915279	0.1240256802	0.1239985182	0.1239532527	0.1238898902	0.1238084399	0.0	-0.141046	0.0116519999999999	0.019893974116	0.0001357691039999	-0.0292139	0.0744021	0.00085345195321	0.00553567248441	0.195917	-0.0141989999999999	0.0002016116009999	0.038383470889	0.000658489	-0.001007581	1.015219471561e-06	4.3360776312100005e-07	0.00260052	1.7989999999999846e-05	3.236400999999945e-10	6.762704270399999e-06	-0.00061458	0.000303262	9.1967840644e-08	3.777085764e-07	0.0	0.0
6132.818346505325	-2.831476023377945	8.017256470964183	37611460.87123231	12290.305722131923	18.194880525808912	331.0536773484604	151051614.7434687	5862.181752702591	-5.441373112449583	34365174.90171923	29.608541348889258	5878.095799618126	9355.042860022611	1.041191	35.361683	0.0928552999999999	0.0488462	-0.0073163922	-0.1040822608	-0.1140131166	0.1208006242	-0.0699222843	-0.1351069335	0.1606415033	-0.0758577239	-0.0363923958	-0.051095167	-0.040072251	-0.0469944513	0.1518865465	0.0511999183	-0.1363056525	0.0166963504	-0.0249053125	-0.0470368659	0.0507278238	0.0177014197	-0.031655496	-0.0425794792	0.0296980023	0.0522002641	-0.1514524354	-0.0244056284	0.0791257939	0.0625875162	0.0449982749	-0.0476640807	-0.0626994845	0.0809816871	-0.0529114209	-0.101166246	-0.0796783443	0.1354514698	0.1553096038	-0.0230444504	0.1541350869	0.0897615795	0.0352090885	0.0779078992	-0.0122892993	-0.059557033	0.0967434817	0.0937664529	-0.2492692671	-0.0497731779	0.1378883565	0.0457761527	-0.243928257	-0.0258630511	0.0084467998	0.094183558	-0.0217336004	-0.0831423884	0.0567877207	-0.0509634324	0.1330567377	-0.0248338713	0.0136222243	0.0395190743	-0.021079667	-0.0299856648	0.0329882057	0.062478662	0.0164600367	-0.1037937129	-0.1277854268	0.0229694257	-0.0386522996	0.1208082189	-0.0096381921	0.0152972409	-0.033900887	-0.1048175903	0.0512630948	0.0717560861	-0.076508929	-0.1281250931	-0.1942850252	-0.0326145381	-0.1446951177	-0.0961140171	-0.0651222594	0.0305624503	0.0137012724	0.0731564381	-0.0617812306	-0.1515038273	0.1329421858	-0.0134292867	-0.2004372925	-0.1046431867	-0.0333121304	0.2090059673	-0.0155829986	-0.0351823829	-0.0722236259	0.0483797595	-0.095342404	0.1239532527	0.1237089139	0.1233020394	0.1227331636	0.1220030341	0.0	-0.140969	7.699999999999374e-05	0.019872258961	5.928999999999036e-09	-0.0517836	-0.0225696999999999	0.00268154122896	0.0005093913580899	0.162643	-0.033274	0.0011071590759999	0.026452745449	0.000707962	4.947300000000007e-05	2.4475777290000073e-09	5.01210193444e-07	0.00208105	-0.0005194699999999	2.698490808999997e-07	4.3307691025e-06	-0.000444831	0.0001697489999999	2.881472300099999e-08	1.9787461856100001e-07	0.0	0.0
6122.264937336247	-10.553409169077897	111.3744450899774	37482127.9629368	12284.380052908047	-5.925669223875957	35.11355575079069	150905993.28428513	5855.280918689507	-6.9008340130840224	34284314.636769444	47.62151007613733	5872.591020093007	9198.841026440265	1.168048	39.670097	0.197918	0.108798	0.0599067251	-0.1102701093	0.0589707439	0.0764113349	0.1125203897	0.0434372105	0.1773643433	-0.0368905398	0.003739034	-0.0822473675	-0.0863723828	0.0717551249	0.1183766163	0.0715681843	0.1368541949	0.1076716222	0.2054601641	-0.1684618629	0.004444428	0.0139684984	0.1202034215	0.0885339822	0.0292858319	0.0616788838	-0.1074800822	-0.303683576	0.1389708416	-0.1172697598	-0.1523862286	-0.0897179992	-0.0627841979	-0.0391090081	-0.0493668239	0.0519975995	-0.0943427637	0.0649989645	0.1525079464	0.0687785708	0.0302984932	0.029934239	-0.0631940514	-0.075542756	-0.02012446	0.0168272867	-0.1372442155	-0.1034029743	0.1435447251	0.1288420702	-0.0711803804	-0.0738423301	-0.1133120335	-0.0635437862	-0.0014037153	0.0462466093	-0.0244464468	-0.058914264	0.0096903968	-0.0697662358	-0.1281580889	-0.0924312723	-0.2763662424	0.0424966615	-0.0780127723	0.0324283319	-0.0982645687	-0.0477666084	0.06383419	-0.1186808456	-0.1552899585	0.2891750077	0.0840377197	-0.1522591291	0.0463573427	0.0881443789	-0.1143028789	0.0071310622	0.0466913381	-0.0988533214	-0.0789951153	-0.0674164805	-0.132966947	-0.0875068515	-0.0095154823	0.0111849545	-0.007569139	-0.0969748359	0.0164334536	-0.0438718667	0.1062457912	0.1634576666	-0.0899595516	-0.0433555832	0.1189972852	-0.0124537233	-0.0398110972	0.1295807386	-0.0308634817	-0.0705050807	-0.0285096564	0.0421089879	-0.0517063542	0.1238084399	0.1231303817	0.1220030341	0.1204305106	0.1184185493	0.0	-0.129743	0.011226	0.0168332460489999	0.000126023076	-0.0680455	-0.0162618999999999	0.00463019007025	0.0002644493916099	0.058348	-0.104295	0.010877447025	0.0034044891039999	-1.05879e-22	-0.000707962	5.01210193444e-07	1.1210362640999999e-44	0.00146631	-0.00061474	3.779052676000002e-07	2.1500650161e-06	-0.000444831	0.0	0.0	1.9787461856100001e-07	0.0	0.0
6128.817798624779	6.552861288531858	42.9399910667394	37562407.60873988	12171.440241082832	-112.93981182521566	12755.401095115123	148143957.54225048	5852.479989877316	-2.8009288121911595	34251522.03191439	7.845202210962579	5865.934246971902	9243.48164950737	1.415575	48.076797	0.3002469	0.175804	-0.0244951045	0.1024370614	0.1999152151	0.0299476396	0.097166931	0.1784525824	-0.0748744761	-0.1800140156	0.1009484202	0.0239920779	0.3462452172	0.0541165421	0.1318061314	0.0604957741	0.0468612465	0.0689113568	-0.0392387437	-0.1580528946	0.191348257	0.0569417194	-0.0627606114	-0.1235129812	0.2057375788	-0.0258435407	0.2693408809	0.0027466	0.0947995479	-0.025387212	0.1180784928	0.0222799001	-0.0390927956	-0.0641602226	0.1212831143	0.0610712043	-0.0252680704	-0.0637628852	-0.0368030865	-0.0402628232	0.0948769469	-0.0132668134	-0.0578726487	0.0376821697	0.0556274403	0.1426052697	0.0393820036	-0.0769446294	0.0110416413	-0.0390875946	-0.0338880132	0.0260604832	0.0651388294	0.0875155639	-0.1821665557	-0.0998878171	-0.0746886207	-0.1540889591	-0.0536721975	-0.0538895651	-0.0434958137	-0.0673841355	0.0111355719	0.0598183911	-0.2612026516	-0.032595478	0.091655987	0.1199693035	-0.234337367	0.0107039194	0.1692894144	0.1050063854	-0.108092818	-0.0217017469	-0.0903962428	-0.0703796778	-0.0546691349	0.0437711407	-0.1421757338	-0.053002525	-0.0145072853	0.0077033388	0.0609549142	0.0322239855	-0.1269193678	-0.0116570533	0.0405682467	0.0328011298	-0.0671880952	-0.0844563931	-0.094072581	0.0946331445	0.0136769737	0.0319270966	0.0233316616	0.0054761189	0.0189543431	-0.0630925329	0.2270977165	0.0717114162	-0.0136448022	0.1349829585	-0.1858029175	0.1235913266	0.1222642728	0.1200630614	0.1170034304	0.1131072554	0.0	-0.0804941	0.0492489	0.0064793001348099	0.00242545415121	-0.0839796	-0.0159341	0.00705257321616	0.00025389554281	-0.0657459	-0.1240939	0.0153992960172099	0.00432252336681	0.00173399	0.00173399	3.0067213201e-06	3.0067213201e-06	0.00153721	7.090000000000004e-05	5.026810000000006e-09	2.3630145841e-06	-0.000859341	-0.00041451	1.718185401e-07	7.38466954281e-07	0.0	0.0
6134.899394502853	6.08159587807404	36.98580842420716	37636990.580671474	12275.933604383254	104.49336330042206	10918.862973833991	150698545.85922602	5866.512376337488	14.032386460171438	34415967.46172091	196.90786976760268	5880.970228485263	9414.461544681872	1.233215	41.883373	0.15896228	0.0997821	-0.0739473599	0.1513954426	0.0708023232	0.1500986792	0.1420084616	0.1006222816	-0.0460603015	-0.167059198	0.1604518781	-0.016286119	0.0789540361	-0.0702998913	0.0820573459	0.0839530615	0.1062684945	0.0655885024	0.0828866229	-0.0308568488	0.0089214332	-0.0929411326	-0.06543924	0.055139973	-0.0453230553	-0.2712660173	-0.058725672	0.0235606334	0.0744229753	0.0527766033	0.044176142	-0.0507107309	-0.1576658004	-0.0693021743	-0.0005884497	-0.0083032695	0.0494884639	0.050254743	-0.0808422959	-0.1251399755	-0.0451152752	-0.0621235692	-0.1450016361	-0.0138093955	0.0696455645	-0.0703264724	0.0647297754	0.0786106251	0.1105821828	0.0381726518	-0.0901598662	0.1027802386	0.0832883772	0.0421440972	0.0924238476	-0.0320528053	-0.0752977833	0.0736188842	-0.0783394919	-0.0864139833	-0.1032163797	-0.0554620611	-0.0926371978	-0.0225570395	-0.0067282041	-0.1121087116	0.0177264109	-0.0641872752	0.0074528124	0.2355603062	-0.1100097264	0.022601163	-0.0975546086	0.0704288277	-0.0325520779	-0.0005432842	-0.1903223096	-0.0178626065	0.0082853526	0.0448527235	0.0317990295	0.0729030321	0.0007804806	0.1415891783	0.0126343558	0.0667953476	0.1306774012	-0.0754175714	-0.0938575723	0.0756161381	-0.0234783271	-0.0675713776	-0.1303077929	-0.0070999027	0.0421821055	0.1319074406	0.0545918683	-0.0581167674	-0.0191095524	0.0397393541	0.1143793182	-0.025734209	-0.0830254127	0.1233020394	0.1211126101	0.1174923133	0.1124839207	0.106146603	0.0	-0.0812619	-0.0007677999999999	0.00660349639161	5.895168399999985e-07	-0.00536286	0.07861674	2.87602673796e-05	0.0061805918082276	-0.00664871	0.0590971899999999	0.003492477865896	4.42053446641e-05	0.00177143	3.744000000000013e-05	1.4017536000000095e-09	3.1379642449e-06	0.00148246	-5.475000000000011e-05	2.997562500000012e-09	2.1976876515999995e-06	-0.00054192	0.000317421	1.0075609124100003e-07	2.936772864e-07	0.0	0.0
6098.475833092192	-36.42356141066102	1326.6758258361947	37191407.48680951	12108.465254280482	-167.4683501027721	28045.64828614465	146614930.8141177	5860.3605871032905	-6.151789234197167	34343826.210873626	37.84451078198417	5872.934743317848	9175.850151900737	1.318366	44.775333	0.11194932	0.0614847	0.1491793183	0.1296628724	0.0474887243	-0.0400961742	-0.1385860675	0.1324001923	-0.0314826888	0.132779378	0.107101967	0.0517050607	0.1525876128	-0.0461504005	-0.0627922113	-0.0258949154	0.0305529562	-0.0066900615	-0.0713372723	-0.0681916082	-0.0572041704	-0.0175512093	-0.0028235574	0.0222481703	-0.0569903238	0.0635256018	0.0502308612	0.0463319289	-0.0265820663	0.2390734119	-0.0453186288	0.033473858	-0.0142863579	0.0589955565	0.035092058	0.015901023	-0.0645426275	-0.0615034316	0.022936972	-0.0215146384	0.0005252288	-0.19603636	0.04119646	-0.0238600882	0.0209334145	0.0263565853	-0.0476427585	-0.0648770964	0.1755554866	0.1589443485	0.0592055372	0.0225241164	0.0131765741	-0.0095067192	0.0041652888	-0.0845640371	0.0402500041	0.2521986535	-0.179716178	0.0292953007	-0.0309153914	0.004946018	0.0165022765	0.1132532532	0.0173662779	-0.0021430926	-0.0113426264	-0.0187628396	0.0381029072	-0.0234158307	0.0980546642	-0.0332717227	-0.041453365	0.1232242807	0.1883653818	-0.0414105124	0.0368694965	-0.0727337107	-0.0383308745	-0.0483437848	-0.0273741873	-0.0360376184	0.0468021699	0.0682174457	0.0118393325	0.2161366197	-0.0342347546	0.0591858512	-0.0077827258	-0.0010846258	0.0232500049	0.1182843721	-0.1663130436	-0.1049773236	0.0043140001	0.0355241501	-0.0111691869	-0.0352478045	-0.0113314009	0.10465602	0.0195615851	-0.2728815979	-0.0831265921	0.1229407472	0.1196780832	0.1143042958	0.1069141789	0.0976380941	0.0	-0.100324	-0.0190621	0.0100649049759999	0.0003633636564099	0.0138619	0.01922476	0.00019215227161	0.0003695913970576	0.0421943	0.04884301	0.0023856396258601	0.0017803589524899	0.00143957	-0.00033186	1.1013105960000001e-07	2.0723617849e-06	0.00141502	-6.743999999999999e-05	4.548153599999999e-09	2.0022816004e-06	-0.000444831	9.708899999999996e-05	9.426273920999992e-09	1.9787461856100001e-07	0.0	0.0
6117.488184463045	19.01235137085314	361.46950464878125	37423661.68704497	12221.056838727212	112.59158444673083	12676.864888225324	149354230.25540116	5861.290133061901	0.929545958610106	34354722.02392879	0.8640556891683809	5878.481186264161	9182.246342641967	1.328359	45.114716	0.20224835	0.118007	0.0348366407	-0.0935861762	-0.0671851355	-0.0772580215	0.0777615547	-0.1084123216	0.101677913	0.03620892	0.0028735392	-0.0816335599	0.217519741	-0.0580334488	-0.0899380266	0.0761814639	-0.113959025	-0.0798027691	-0.1101673032	-0.0472772818	-0.0239047818	-0.0191293679	0.0042496531	0.1215609224	-0.1227744039	-0.0619877939	0.0242576634	0.0344203641	0.0296222325	0.0037844052	0.0457753559	0.0157966831	0.1871135851	0.0259478545	-0.0652351369	-0.0903904802	-0.0469175765	-0.0181579201	0.2023585669	-0.0633855544	0.2333913032	-0.0835545951	0.0311215368	-0.0557268789	0.0845603362	0.0014234174	0.0977481876	0.0311155022	0.0001742661	0.0792393722	-0.1001376914	-0.0834504311	0.0538566958	0.0454276964	0.1388737352	-0.0800145657	0.0533687343	0.0068046928	-0.0467923887	-0.0777570669	0.1156503679	0.0659271231	0.0691885064	0.1138618706	0.0162664037	-0.0016049584	-0.0223578039	-0.0982283593	0.1174937204	0.0974600067	0.0070098954	0.0270080531	-0.0489316524	0.045749126	-0.0300380064	0.0222018885	0.18780121	0.0677290689	0.0521085634	0.0181170483	0.0041802779	-0.2035566984	-0.0797483751	0.0011942953	-0.2216835062	0.103307547	-0.0904428062	-0.0317231407	-0.0365261654	0.0316399003	-0.1123546554	-0.044976216	-0.0416061723	-0.0923279636	0.1078985596	-0.0099492125	0.0851406946	-0.0669444316	-0.1134494543	0.0520462125	0.0210297235	0.0336771604	0.0869688041	0.1225076612	0.1179640426	0.1105157577	0.1003462082	0.0877058019	0.0	-0.103713	-0.003389	0.010756386369	1.148532100000002e-05	0.0842261	0.0703642	0.00709403592121	0.00495112064164	0.133849	0.0916547	0.00840058403209	0.017915554801	0.00145796	1.8389999999999856e-05	3.3819209999999467e-10	2.1256473616e-06	0.00173007	0.00031505	9.925650250000007e-08	2.9931422049e-06	-0.0008482	-0.000403369	1.6270655016099998e-07	7.1944324e-07	0.0	0.0
6121.396134112074	3.907949649028524	15.272070459342162	37471490.63072225	12243.888947176503	22.8321084492909	521.3051762401809	149912816.55079094	5863.638755415954	2.3486223540530773	34382259.454015955	5.516026961957818	5878.238149640535	9282.60238197233	1.285823	43.670059	0.33185115	0.20247	0.1226309902	0.0389842077	-0.0379215264	0.1008441894	-0.0655695997	0.0136391038	0.1509784858	-0.0174974711	0.1225052529	0.1359528007	-0.1054437221	-0.0197748746	0.1236441314	-0.0522024706	0.031030786	-0.0598805632	0.2294232026	-0.0705489201	0.020673972	-0.0527567626	-0.0454409777	-0.0850957765	0.0860162565	-0.0266612448	-0.1213388675	0.0380967182	-0.1241211755	0.0657855333	0.1240277271	0.1336531951	0.1645860313	-0.0280695527	0.0362218736	-0.011990253	-0.0495040895	-0.0323541311	-0.1810082972	0.0350436558	-0.050223649	-0.0556644704	-0.081596248	-0.1385835635	-0.1804825555	0.0874616151	0.1404663571	-0.0484417175	0.0603227126	-0.0307063253	0.0118111089	-0.0424275079	-0.1075582922	0.0010085202	0.0534244375	0.0189937762	0.1382642865	-0.030324083	0.0192322769	0.046756	-0.0314786247	0.0785786137	-0.2133218481	-0.0751037658	-0.0292763513	-0.0876000363	0.0261709823	0.0708598425	-0.108748031	-0.0022390073	-0.0813925107	-0.1150704162	0.0689207995	0.1404253292	-0.0374176934	-0.133616797	0.1434856089	0.1007762269	-0.0187079543	0.0424924956	-0.097661001	0.1271244561	0.1471785873	-0.0136656243	0.0662218004	0.0484755385	0.0621502415	-0.0974517399	0.1948355849	-0.0239022983	-0.159023078	0.0686559058	-0.0390730529	0.0271891534	0.0102660455	-0.047932232	0.0749544295	0.1073873323	-0.0803091629	-0.00219137	-0.1147259046	0.0177669132	0.0961357319	0.1220030341	0.1159744915	0.106146603	0.092841332	0.0764945617	0.0	-0.0688297	0.0348833	0.0047375276020899	0.00121684461889	-0.105544	-0.1897701	0.011139535936	0.03601269085401	0.0741239999999999	-0.0597250000000001	0.003567075625	0.0054943673759999	0.0008005949999999	-0.000657365	4.321287432251314e-07	6.409523540248399e-07	0.00184105	0.00011098	1.2316560400000024e-08	3.3894651025000003e-06	-0.00102931	-0.00018111	3.2800832100000025e-08	1.0594790761000002e-06	0.0	0.0
6111.984571839106	-9.411562272967783	88.57750441795055	37356355.40639927	12093.34638226462	-150.54256491188244	22663.063850248334	146249026.7214328	5863.913370051251	0.2746146352974392	34385480.011465825	0.0754131979195455	5876.707366106871	9275.239860255804	1.333998	45.30624	0.1512738	0.0893082	-0.0129290331	0.1289070276	0.0543613097	-0.1026105061	-0.0319322088	0.0329123932	-0.1716691137	0.0238805258	0.0007164048	0.0461884272	0.0437248043	0.0824135516	0.0665633677	0.0426338245	0.0368885765	-0.0444488861	0.0029310692	0.0509738179	0.1338590564	0.106395904	0.1016864764	-0.0481735096	0.0251864032	0.031242168	0.1249132346	0.0177937897	-0.0963999954	0.0825432243	-0.1990318525	-0.0299512826	-0.0677884616	0.1845091219	0.0191204925	-0.0587546917	0.1558612738	-0.001689195	-0.053516949	-0.1379504244	-0.034040068	0.2776989761	-0.2625499166	0.0641221767	-0.0683785222	-0.0352845401	0.0148424048	0.1288952126	-0.0741654019	0.0307466642	0.0489586568	-0.0718982118	0.0362454947	-0.0046206698	0.033976408	-0.0409961951	0.0206821548	-0.0374668058	0.0076735996	-0.0396541145	-0.0334154988	0.0468212833	0.0471073118	-0.0780676802	-0.1376007124	0.1061457221	-0.0406794799	0.0613629694	-0.0400924048	0.0017439551	0.0821374821	-0.0589020582	0.0419307387	-0.0859643501	0.2044405858	0.0413781145	0.009030328	-0.2094931868	-0.0180418185	0.1019279963	0.1449319718	0.007242673	0.0181214724	0.0744622569	-0.0540680094	-0.2708875876	0.271606884	-0.1540300376	0.0294701007	-0.0388094799	0.0261254579	-0.1376992922	-0.0185991842	-0.0437915032	-0.0285051543	-0.0704175023	-0.0460160258	-0.0345570878	-0.0395113435	0.0019482235	0.0248746875	0.0407897156	0.1203710604	0.1214271607	0.1137140766	0.1012197857	0.0844696213	0.0641678585	0.0	-0.0626733	0.0061563999999999	0.00392794253289	3.790126095999991e-05	-0.136718	-0.031174	0.018691811524	0.000971818276	0.0786401999999999	0.0045161999999999	2.039606243999998e-05	0.0061842810560399	0.00230459	0.0015039950000001	2.2620009600253007e-06	5.3111350681e-06	0.00174098	-0.00010007	1.0014004900000013e-08	3.0310113604000003e-06	-0.000444831	0.000584479	3.416157014410001e-07	1.9787461856100001e-07	0.0	0.0
