global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01
4795.4630332486695	n/a	n/a	22996465.70325453	10701.623843780346	n/a	114524752.89376804	n/a	4406.856146252385	n/a	19420381.09376242	n/a	4469.614447328054	8963.082207351235	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0217779	n/a	0.0004742769284099	n/a	-0.0651312	n/a	n/a	0.00424207321344	-0.0682887	n/a	n/a	0.0046633465476899	0.0	n/a	n/a	0.0	-0.0	n/a	0.0	n/a	-0.000584037	n/a	n/a	3.41099217369e-07	0.0	0.0
4781.193047865053	-14.269985383616586	203.63248284863096	22859806.960953116	10695.156158016229	-6.46768576411705	114386365.24435246	41.83095914336235	4399.971263822215	-6.884882430169455	19359747.122461263	47.40160607725606	4463.688002773616	8932.780264794495	1.195886	32.308098	0.0642078499999999	0.0368125	-0.0266131798	-0.055623237	0.1254142818	-0.0597228234	-0.062846374	0.1371814149	0.1913765599	-0.1263063562	0.0266211268	-0.0165285656	0.1065483963	-0.2344018449	-0.0763109471	0.0956121946	-0.0149799591	0.0028502656	-0.0500133167	0.1110205746	-0.1150947644	0.0456213066	-0.0776589418	0.1318136297	-0.0139386425	0.266428683	-0.0043519112	0.1995007365	0.0046945078	0.0524710255	-0.1028856752	0.0505092632	-0.0787948379	-0.0496275893	0.0856642876	0.0395723079	0.0152767218	-0.0707379676	-0.1109922271	0.0190811696	0.0619682971	-0.0105764916	-0.1320693533	-0.0769533519	0.1597762694	0.000894179	0.0624174125	-0.1247913316	0.0588926479	-0.0652040058	-0.0513312547	0.092812829	-0.0785859945	0.097288089	-0.0331656221	0.0019887127	-0.0508648208	0.0978508923	-0.0034192789	0.2708965013	-0.0057118857	-0.0756539353	0.2019529792	-0.0274189551	0.1234569457	0.0948010234	-0.0345234042	-0.1123013359	0.0656916734	0.0452434643	0.0325752917	-0.0130729312	-0.1310544781	0.0542844298	0.017095079	-0.0398238774	-0.0481312185	-0.15031974	0.0425091569	0.1402745886	-0.1055217315	-0.1287515476	0.1466261977	0.1465634515	0.1464588945	0.1463125564	0.1461244791	0.0	-0.0194486	0.0023292999999999	0.00037824804196	5.425638489999997e-06	-0.0376917	0.0274395	0.0007529261602499	0.00142066424889	-0.0524736	0.0158150999999999	0.0002501173880099	0.00275347869696	-0.000372479	-0.000372479	1.38740605441e-07	1.38740605441e-07	-0.0	0.0	0.0	0.0	-0.000584037	0.0	0.0	3.41099217369e-07	0.0	0.0
4779.201497113861	-1.9915507511923352	3.9662743945747545	22840766.95001537	10709.088884687691	13.93272667146266	114684584.74014148	194.120872501687	4398.134130243759	-1.8371335784568144	19343583.827615023	3.3750597850935407	4463.48581914037	8938.828978433055	1.066652	28.816702	0.04357724	0.0207307	-0.05953165	0.0366262028	0.1159320493	0.0259802216	0.0121721405	0.0923145262	0.1947373546	0.058684698	0.0857698181	0.0310119348	0.1753369626	-0.0677915362	-0.13720313	-0.1077557975	-0.0133698029	-0.1102405753	0.0176278362	0.0486519457	0.0468272824	0.0024490946	0.0323116996	-0.0713033579	-0.1703656929	-0.0662035723	-0.0406072029	0.1696495428	-0.0626072505	-0.0749570229	-0.0079498059	-0.0903849218	0.1038079751	0.1322419469	0.0296144503	-0.1411081625	0.0899806793	0.0121195745	-0.1179552359	0.1349885025	0.008079715	0.0497741265	-0.0834833742	-0.0632223363	-0.0212316216	0.2335423669	0.1444993179	-0.1021835983	0.0634150677	0.1138625956	0.0067840863	0.1241162221	-0.0068863694	-0.0081843313	0.0743564662	0.0614388784	-0.0268933725	-0.0937392171	0.1589128495	-0.1057616409	-0.006925918	-0.0882445112	0.17902744	0.0219616956	-0.0301383844	-0.0926651835	-0.0185775365	0.0249915579	-0.1633467731	-0.1041935602	-0.0125857848	-0.1247809223	-0.0821206804	-0.0028334257	0.129910656	0.0154279853	0.1933508515	-0.0436790183	-0.1180142475	0.1678375805	-0.0387953899	-0.1590897213	0.1464588945	0.1458947161	0.1449560281	0.14364524	0.1419657166	0.0	-0.0194452	3.4000000000006247e-06	0.00037811580304	1.1560000000004247e-11	-0.0515972	-0.0139055	0.00019336293025	0.00266227104784	-0.0416749	0.0107987	0.00011661192169	0.00173679729001	-0.000130352	0.000242127	5.8625484129e-08	1.6991643904e-08	-5.92988e-05	-5.92988e-05	3.51634768144e-09	3.51634768144e-09	-0.000660004	-7.596699999999992e-05	5.770985088999988e-09	4.356052800159999e-07	0.0	0.0
4773.224191868658	-5.977305245202842	35.728177994329414	22783669.1858402	10703.968327322922	-5.120557364769411	114574937.95233227	26.220107725894252	4400.307263531903	2.173133288144527	19362704.013491627	4.722508288041843	4464.126360212053	8910.5370319764	1.0542	28.480303	0.10222294	0.0502238	-0.0508940597	-0.0200877947	0.0720484235	0.0041188694	-0.0130061795	0.1007539999	0.070259557	-0.0423273902	-0.0296230172	-0.027407615	0.0077981097	0.0098446028	0.0812654293	-0.0005789528	-0.1480788816	0.1409797487	-0.0601006762	0.0181027031	-0.1460429469	0.0442452068	-0.0512101247	-0.1987948173	0.1669645269	-0.1758195339	0.0330089392	-0.3003791946	-0.0952694643	0.182411857	0.011797405	-0.0384113775	0.1951693805	0.0570283942	-0.0329135795	-0.0679837149	-0.0264584704	-0.059921879	-0.0966293678	0.1161166397	-0.0622366468	-0.0327396499	0.0085116928	-0.0705826132	0.0589186374	-0.0713832988	-0.07111862	-0.059825801	-0.045237272	-0.0746473694	0.1558277286	-0.0120562219	-0.0684879709	0.1139470096	-0.1155530218	-0.1240452406	0.1126252991	-0.1304996189	-0.1527477523	-0.1610116124	0.0343779666	0.009731757	-0.3331602787	-0.1775888482	0.0285563647	-0.1056144144	0.0871729157	-0.0344827242	-0.1320593717	0.0048978329	-0.0533962919	-0.0393971124	-0.1792707062	-0.1151139091	0.0351482144	-0.008987381	-0.001775782	-0.0384769238	0.0918498809	-0.0069995931	0.0313157939	-0.0269201901	0.1461244791	0.1445602966	0.1419657166	0.1383592329	0.1337665517	0.0	0.00176784	0.02121304	3.1252582656e-06	0.0004499930660415	-0.0248678	0.0267294	0.00071446082436	0.00061840747684	-0.0332069	0.008468	7.170702400000005e-05	0.0011026982076099	0.000112949	0.000243301	5.9195376601000014e-08	1.2757476601e-08	-0.0	5.92988e-05	0.0	3.51634768144e-09	-4.63538e-05	0.0006136501999999	3.7656656796003993e-07	2.14867477444e-09	0.0	0.0
4773.362834815309	0.138642946651089	0.0192218666560967	22784992.752796043	10682.151752881413	-21.816574441509147	114108366.07158744	475.96292036191016	4391.723120716604	-8.584142815298947	19287231.969036788	73.68750787344852	4457.759452685451	8945.620530010881	1.113835	30.091383	0.044033033	0.0197326	-0.0602231905	-0.0714468176	0.116921353	-0.0167147994	-0.1212676036	0.167895479	-0.107921701	-0.0898124823	0.0809294939	0.0761671212	-0.0649085404	-0.1002129807	-0.0108643861	0.0861975816	0.0981515803	0.0411285913	0.0054093016	0.0695826266	-0.0770459695	0.0594512322	0.0485732561	-0.0680350309	-0.3103592832	-0.0360409159	-0.0051505329	0.1694992476	-0.1692561851	-0.0152447998	0.0279698763	0.1750915304	-0.0566826657	-0.1359801091	-0.089762608	0.0086626319	0.0421625734	-0.2005513522	0.1860800391	-0.0450173903	0.0255199677	-0.1811653463	0.0237944868	-0.0889197027	-0.0163310501	-0.0489434281	-0.155674944	0.1475718557	-0.0131454083	-0.0483872623	-0.1425437933	0.0132423026	-0.0344379472	0.1146412403	-0.038329067	0.0559744091	-0.0885099652	-0.1144557958	0.2256547305	-0.0943649264	-0.0558378885	-0.1953380663	0.1403368729	-0.0023654621	-0.0705652396	0.2046167775	0.0083015449	0.0280098627	0.1901416734	0.0404519467	-0.2567820014	0.0666279444	0.0158806327	-0.0646850831	-0.0434901186	-0.1125276278	-0.0628729298	-0.0276114297	0.1392416559	-0.0819025742	0.1697424058	0.052955539	0.145623333	0.1425662815	0.1375186448	0.1305509005	0.121760336	0.0	0.000818472	-0.0009493679999999	6.69896414784e-07	9.012995994239998e-07	-0.0201118	0.004756	2.2619536e-05	0.0004044844992399	-0.0441069	-0.0109	0.00011881	0.0019454186276099	-0.00015739	-0.000270339	7.308317492100002e-08	2.47716121e-08	-0.000146302	-0.000146302	2.1404275204000003e-08	2.1404275204000003e-08	8.55585e-05	0.0001319123	1.740085489129e-08	7.320256922250001e-09	0.0	0.0
4762.598653996749	-10.764180818559907	115.86758869465304	22682345.939051643	10621.806060446184	-60.34569243522856	112822763.98573127	3641.602595487201	4390.586268960995	-1.1368517556093138	19277247.785188828	1.2924319142319791	4452.555084686379	8879.750988847221	1.280009	34.580765	0.097475303	0.0417529	0.0261457307	-0.1804039331	-0.0593438019	0.009978356	-0.1692380057	-0.1408052893	-0.180785816	0.0253761066	0.0565222174	-0.034635193	0.1107997936	0.1070174753	-0.0720755367	0.0141656977	-0.0640271803	-0.0035333735	-0.1326380589	-0.140378473	0.1099662675	-0.0710831132	-0.2108974591	0.0406901587	0.1317862139	0.0105145917	-0.1455705149	0.138810382	0.0667677885	-0.1456446709	-0.0579271499	-0.2566931567	-0.0433395554	0.0027225422	0.0032946772	-0.0962613065	-0.1593020036	0.2226275654	-0.0922509171	-0.0687898408	0.0482540946	-0.024364703	-0.0962057341	0.1761219101	-0.1294345986	0.0432724348	-0.1078180537	0.2639648617	0.1307227684	-0.0423158409	0.094932592	-0.0409274961	-0.0823558233	-0.1386309514	0.0396130911	-0.1930858557	0.1044323619	0.1337518197	-0.0108061525	0.0533497268	-0.0444190441	0.0753254931	0.1758897525	0.022898057	-0.0086667953	-0.2929617067	-0.1320088992	0.0910377828	-0.0049940464	-0.1214047401	0.2466399238	-0.0025268294	0.0657631416	0.0982026457	-0.0227671894	-0.084428705	-0.0559071195	-0.0173505914	-0.1892764543	-0.0596867071	0.1986464267	0.2715936367	0.1449560281	0.1399217693	0.1316604456	0.1203625908	0.1062887712	0.0	0.015092	0.0142735279999999	0.0002277684639999	0.0002037336015667	-0.0476038	-0.027492	0.000755810064	0.00226612177444	-0.0254994	0.0186075	0.0003462390562499	0.0006502194003599	0.000133698	0.000291088	8.4732223744e-08	1.7875155203999997e-08	-0.000331487	-0.0001851849999999	1.09883631169e-07	3.429348422499999e-08	0.000351331	0.0002657724999999	7.063502175624997e-08	1.2343347156099998e-07	0.0	0.0
4768.657471843855	6.058817847106184	36.70927370441241	22740094.083772227	10671.39448676675	49.58842632056621	113878660.2921958	2459.0120249502243	4398.48422060981	7.897951648815251	19346663.43895349	62.37764024702354	4462.692685559616	8901.402383031975	1.241181	33.531773	0.0674448	0.0334597	0.0128421103	0.072674841	-0.0664623281	0.0198431706	0.0800199496	-0.0846866451	-0.1136603162	0.0690025301	-0.0623044333	-0.0926118514	-0.0763810514	0.189771791	0.1053352525	-0.094813084	-0.0084437409	-0.0052881392	0.029107667	-0.1573241909	0.0440790943	0.0212822543	0.1708441001	0.1771489773	-0.0619182738	-0.1044126913	-0.0856178637	-0.059138724	0.1039363862	0.1460875613	-0.0825044253	-0.0562409995	-0.1062150551	0.1089981976	0.043238192	-0.0014498839	-0.1224466967	0.0747757398	-0.0699932838	-0.1346043802	0.0326358282	0.1720421283	0.0849774994	-0.1471482544	-0.1221023848	-0.1280185224	0.0103560388	-0.0688833458	-0.0594824134	0.058046106	0.0916501865	-0.1196765408	0.0656054249	-0.1449522699	-0.0731688363	0.1227203617	-0.1803900494	0.0911543409	0.0048472096	-0.1052162763	-0.1086730124	0.113301146	-0.0617122167	-0.0717322039	0.125827827	0.0329921376	-0.1143090546	0.0484247441	-0.0688811806	-0.030531905	0.1394051379	0.0781323797	0.0151771408	0.1777470795	-0.0864731517	0.0920268657	0.1085318737	-0.0064369623	0.091145183	-0.1686738254	-0.0567492763	-0.0767276077	0.1441233256	0.1366388261	0.124451232	0.1079800393	0.0877921846	0.0	0.0249935	0.0099014999999999	0.0006246750422499	9.803970224999996e-05	-0.0227378	0.024866	0.000618317956	0.0005170075488399	-0.0183475	0.0071518999999999	5.114967360999999e-05	0.00033663075625	0.000454872	0.000321174	1.0315273827600003e-07	2.06908536384e-07	-0.000227933	0.000103554	5.1953452489e-08	1.0723430916e-08	0.000437111	8.578000000000004e-05	7.358208400000006e-09	1.91066026321e-07	0.0	0.0
4766.728523777373	-1.928948066482008	3.720840643184676	22721700.81939281	10672.480801943331	1.086315176580683	113901846.46784896	1.1800806628695213	4396.530509801914	-1.953710807895732	19329480.52361908	3.816985920888593	4462.113741661316	8918.974839810635	1.084732	29.305161	0.0552862749999999	0.0293509	-0.050724824	0.1104068092	0.0192745638	0.0395121072	0.1020877502	0.0667362456	-0.0933479544	-0.0662778931	-0.0716665462	0.0190986429	-0.0475348276	-0.0364465168	0.0441119757	-0.0427134815	0.0209875146	0.0490503085	0.1735337743	0.0501179523	-0.034806683	-0.0742698463	0.0249013796	-0.0961097765	0.0612385041	0.0122446092	0.1955142207	-0.2012475743	-0.07667005	0.1516797305	-0.040760527	0.0005266778	-0.0180852969	-0.1129264466	-0.0008474147	0.1087744491	-0.0323836476	0.0098320977	0.1698286113	-0.0704185328	-0.0819004857	-0.061637495	-0.0491361057	0.2009134856	0.1152800599	-0.156646054	-0.0088047944	-0.1270651559	-0.0750610001	0.05388019	-0.0259937804	0.0075744947	0.1413294725	0.1096467915	-0.0260189905	0.0344893661	0.1044260663	-0.0625614754	-0.0205572929	0.0061170745	0.1410535084	-0.04375355	-0.2749998821	-0.0549188209	0.0634743592	0.050045628	-0.0331753564	-0.0544812593	0.0917187594	0.0839016291	-0.0411908814	0.0869363773	0.1301735663	-0.1215545437	-0.1117563787	0.0571971869	-0.247725061	-0.013313281	-0.0496706348	-0.0996998722	-0.0279491698	-0.1229393186	0.1431261759	0.1327324313	0.1159649805	0.0936289832	0.0667969964	0.0	0.0117255	-0.0132679999999999	0.00013748735025	0.0001760398239999	-0.0030712	0.0196666	0.0003867751555599	9.43226944e-06	-0.0183336	1.3900000000000716e-05	1.9321000000001995e-10	0.0003361208889599	9.07235e-05	-0.0003641484999999	1.3260413005225e-07	8.23075345225e-09	-0.000178626	4.930699999999998e-05	3.1907247876000003e-08	2.431180248999998e-09	0.000470411	3.33e-05	1.1088899999999995e-09	2.21286508921e-07	0.0	0.0
4773.783805439596	7.055281662223024	49.77699933330047	22789011.82107735	10682.1311285159	9.650326572569613	114107925.4468084	93.12880295724314	4390.562029539234	-5.968480262680714	19277034.935231674	35.62275664600924	4455.478885419215	8913.518850643672	1.047509	28.299534	0.045566025	0.0218947	-0.0605186417	0.1039841233	-0.0145399926	0.0694277322	0.0763148549	0.0150392831	0.0166107453	0.1776343593	-0.0778297937	0.0555494099	0.1012803657	0.0637385631	0.0538885917	0.0852095655	-0.0500632869	0.0001457147	0.0613843072	0.0613097323	-0.0114531703	-0.155297576	0.1631478566	-0.0433802745	-0.1307276363	0.0555084478	-0.0118998873	-0.130577629	-0.1766820873	-0.2500947109	0.0984830259	-0.0639883002	-0.0766434126	0.0352891806	-0.1389071764	0.0747526431	-0.0260890992	0.0318675783	-0.0313930718	-0.1299727279	0.0941282854	0.0138795212	0.0202182609	0.1632641184	0.0417370688	0.0705629733	0.0035520001	0.0292676036	-0.0522109529	-0.0870789633	-0.0032750509	0.0412905754	0.0462203791	0.0317379959	0.0335296402	0.2019931254	0.0953991533	-0.0099069734	0.0351470211	-0.0235779525	-0.097688465	-0.1918739271	-0.1330911796	0.21906341	-0.2124074507	-0.0504016871	-0.054703019	0.084739781	-0.0023338011	0.1068547055	0.0353100749	0.0182381838	0.0194102201	0.1445840758	-0.0484875488	-0.0611417393	-0.1206346026	0.0826783917	-0.0909316143	0.0502679726	0.008321117	0.0135774683	0.1419657166	0.1282204088	0.1062887712	0.0775710461	0.0439007383	0.0	0.0179619	0.0062364	0.0003226298516099	3.889268496e-05	-0.0043255	-0.0012543	1.5732684900000007e-06	1.8709950250000004e-05	-0.0132803	0.0050532999999999	2.5535840889999984e-05	0.00017636636809	0.000446088	0.0003553645	1.2628392786025e-07	1.98994503744e-07	-0.0	0.000178626	0.0	3.1907247876000003e-08	0.000343961	-0.00012645	1.5989602500000004e-08	1.18309169521e-07	0.0	0.0
4767.889513538991	-5.894291900604912	34.74267700953667	22732770.41331508	10661.16142238466	-20.969706131239946	113660362.87414292	439.72857523056217	4395.886368010482	5.324338471248666	19323816.96046039	28.34858015641858	4461.41655216105	8873.905921299885	1.174163	31.721218	0.03903289	0.0248391	-0.0299709848	0.1482641056	-0.0426532494	0.0396549226	0.120304572	-0.0153622428	0.0115422597	0.0135916926	0.0095815617	-0.0477822906	-0.0756490408	0.2725535717	0.0403797899	-0.014394108	0.0759704168	-0.0354354999	-0.1136521753	0.0905303939	0.0602375026	0.0319497861	-0.0534899915	0.1206983667	0.0447557666	0.0098666826	-0.0180173628	-0.0083229165	0.150879259	-0.0582953085	0.1383656393	0.2694020643	-0.0752002777	-0.1242230967	-0.0551785201	0.1067856526	-0.1010788111	0.2148280177	0.0496931364	0.1550276586	0.0112323087	0.1045782432	0.2135305233	-0.182531438	0.0203557923	-0.1408036759	-0.0673577924	0.0076997411	-0.0578010881	0.0407696752	-0.0744659768	0.0059328775	-0.1060539791	-0.0072234057	0.0854445461	-0.0397737937	-0.0836936868	0.1042634142	-0.0465729386	0.0604762905	-0.0199073227	0.1581582488	0.0098544471	0.0149168974	-0.0899853378	0.1401692626	0.2081609046	0.1325397413	0.1665858905	0.0878998717	0.2078765531	0.0390733711	0.1282412615	-0.0254240481	0.1300492979	0.1089942292	0.0669827965	0.0409019511	0.3112815652	-0.1248049839	-0.0053148102	-0.0195671755	0.1406432718	0.123123346	0.0955218954	0.0600989683	0.0197550473	0.0	0.0179451	-1.6800000000000842e-05	0.0003220266140099	2.822400000000283e-10	-0.0210738	-0.0167483	0.00028050555289	0.00044410504644	0.00314694	0.01642724	0.0002698542140175	9.9032313636e-06	0.000335359	-0.0001107289999999	1.2260911440999991e-08	1.1246565888100001e-07	-0.0	0.0	0.0	0.0	0.000350043	6.082000000000028e-06	3.6990724000000334e-11	1.2253010184900002e-07	0.0	0.0
