global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04
5292.035745514259	24.65524572553295	607.8811417864108	28005642.331800666	11263.041104517946	60.63734786007444	3676.887955503674	126856094.92206085	5009.39649273598	1.1695095857712658	1.3677526712108778	25094053.22143554	5152.972212715932	8018.913797107195	1.120429	37.3619	0.1830398999999999	0.102703	0.0638333001	-0.0620297745	-0.0682516404	0.0508612302	-0.0851148299	0.004621679	-0.0877385424	-0.0229939396	-0.0295060881	-0.0545499862	-0.0391204117	-0.0302604687	-0.0346463454	0.0468913112	0.040098974	-0.2618896251	0.0004081914	0.1011183969	-0.0135693015	-0.0159895047	0.0595430933	0.0283723833	0.014244036	0.0186050167	-0.1889325781	-0.1754197334	-0.0798778002	-0.0072378698	-0.0695871414	-0.2018595858	0.0316570725	0.0185794632	0.1756865162	-0.0860857473	-0.046746369	-0.0622276151	0.0635726901	-0.1287284646	0.0490711248	-0.0753654371	-0.0720238939	0.1081992477	0.3397299536	0.0276181817	0.0258479588	0.0340780094	0.040237188	0.0344418721	-0.0104796467	0.2663067483	-0.0964690986	-0.0261684882	0.000624782	0.1546915423	-0.0206623722	0.015737548	0.1217062245	-0.0847278214	-0.1176429276	0.0025314123	-0.0748362465	-0.1927084299	0.167639512	0.0223882769	-0.0726653107	0.0955490996	0.1470306831	-0.0202562665	0.0278266598	0.0894746094	-0.0783142868	0.2314424463	-0.1046735601	-0.1087617659	0.0900019724	-0.27871958	0.063267415	0.1391603506	0.1174644996	0.0837748356	0.0415312705	-0.0049528805	0.0	0.0571692	0.0002571	0.00326831742864	6.610041000000162e-08	0.145088	0.0539959999999999	0.021050527744	0.0029155680159999	0.148964	-0.0280929999999999	0.022190273296	0.0007892166489999	0.00798535	-0.0017091999999999	6.37658146225e-05	2.9213646399999976e-06	-0.000678953	0.0	4.609771762090001e-07	0.0	0.000705604	-0.0003046759999999	4.978770048159999e-07	9.282746497599996e-08	0.0	0.0	0.0	0.0	0.0
5287.337959182463	-4.697786331796124	22.06919641921048	27955942.694611777	11311.391133369656	48.350028851709794	2337.725289961169	127947569.37207368	5011.805975462567	2.409482726587157	5.805607009721881	25118199.135682296	5160.43870173032	8053.425978129888	1.073997	35.813587	0.214485405	0.106232	0.0737974458	-0.0301184482	-0.0544395242	0.0360267509	-0.0646250234	-0.0644455467	-0.0305148285	-0.1108412095	-0.1289005801	0.0065773363	-0.0622595613	-0.1014182719	-0.0083695734	0.0086986806	-0.1280580983	-0.0634456511	0.3550817094	-0.060898966	0.0372621698	0.0752265553	0.1332826647	-0.0631802588	0.0285801362	-0.0166856851	0.0499106894	-0.0428131849	-0.1133818628	-0.0502361492	-0.1261396386	0.1009075723	0.0930677959	-0.0972485366	0.0653981607	-0.0229970419	-0.0098206873	-0.1125133374	-0.1748269388	0.0872516015	-0.0612194376	-0.0194434883	0.0661145988	0.0803642176	-0.0474484389	0.0700740804	0.0199566328	0.1013583071	0.0085170611	-0.0420816627	0.0993111172	-0.0907059903	-0.2517310937	0.2062568654	-0.0944771372	0.1011458799	-0.1605771303	0.0619773394	-0.1064397503	0.0078158779	-0.004676186	0.1366364676	-0.0462593391	0.0249001196	0.0964151786	-0.1052168241	-0.0723017193	-0.1194447622	0.1367708165	-0.0077324173	-0.0387002885	0.076245275	0.1276629334	-0.1613706983	-0.0118509017	0.0976840018	-0.0939071427	-0.0303406054	0.0178746273	0.1375186448	0.1112696897	0.0711681327	0.0222064467	-0.0295198472	0.0	0.0315282	-0.025641	0.00099402739524	0.000657460881	0.073267	-0.071821	0.0053680532889999	0.0051582560409999	0.132398	-0.016566	0.0175292304039999	0.000274432356	0.00675254	-0.00123281	4.559679645159999e-05	1.519820496100002e-06	6.82941e-05	0.0007472471	4.66408409481e-09	5.583782284584101e-07	0.000676513	-2.909099999999997e-05	4.57669839169e-07	8.462862809999981e-10	0.0	0.0	0.0	0.0	0.0
5251.418129909963	-35.919829272500465	1290.2341349655812	27577392.37514705	11232.761179372805	-78.62995399685133	6182.669665546956	126174923.71282472	4993.273429510618	-18.532545951949032	343.45525946110246	24932779.54185673	5143.865000436733	7981.408645103952	1.140328	38.025471	0.14229715	0.0781493999999999	-0.0250055736	-0.0462623604	0.0731263752	0.0834786586	0.2123957317	0.0388377886	0.054751378	0.0974063386	-0.0374993011	-0.1011891554	-0.0223572418	0.0500737403	-0.0750812451	0.1006783237	-0.0515181583	-0.0864006658	-0.1861835956	0.1393655699	0.0878424986	0.0448424777	0.0024561886	0.0235904015	-0.0514476172	0.0462262297	0.0343495964	-0.04445368	0.1295412632	0.0042178749	0.146929082	-0.0499946546	-0.033738155	-0.0662668492	-0.0014870126	-0.0408262932	0.0437241208	-0.0824460236	-0.2709921122	0.1660091141	0.0342921304	0.0826065114	-0.0100621864	0.0985544489	-0.1569759483	0.0125108758	0.0641863227	-0.0537165701	0.1077429727	0.0629855382	-0.0008794373	0.109804898	0.0914995541	-0.1856890662	-0.0005447446	0.0083540686	-0.0221768194	-0.0317234557	-0.0350687953	0.0216780626	0.0325502776	-0.0052407631	0.1561813298	-0.0666468658	-0.0490695316	0.1519233844	-0.0265002472	-0.1050931406	0.0754021436	0.0740951304	-0.0716221547	0.0604504371	0.2441933799	-0.1714138463	0.0026339567	0.0382146188	-0.1576320729	0.0824915095	0.193274588	0.1357200277	0.1045671817	0.0578311484	0.0024767935	-0.0532466671	0.0	0.0313137	-0.0002144999999999	0.00098054780769	4.6010249999999755e-08	0.0544772	-0.0187897999999999	0.00296776531984	0.0003530565840399	0.207625	0.075227	0.043108140625	0.005659101529	0.00727067	0.00051813	5.28626422489e-05	2.684586969000004e-07	6.82941e-05	0.0	4.66408409481e-09	0.0	0.0011197	0.0004431869999999	1.2537280899999998e-06	1.9641471696899998e-07	0.0	0.0	0.0	0.0	0.0
5247.376308732979	-4.041821176983831	16.33631842671496	27534958.125452142	11181.842291175772	-50.91888819703309	2592.733175221955	125033597.02472705	5008.624812528242	15.351383017623448	235.6649605537776	25086322.512673564	5159.938261776027	7844.626123690676	1.010713	33.703312	0.0979141999999999	0.0760722999999999	-0.038772662	-0.0212287497	0.1151939549	0.00721528	-0.0393502179	0.0521467464	0.0963195387	0.1099852383	0.1572636783	0.0182491266	0.0563322805	-0.0368917235	0.0167182255	0.0055402922	-0.1459451594	-0.1877640149	-0.0531671352	0.0167965891	-0.1787296378	-0.0793846428	0.0080015027	0.0468630507	0.0473327074	0.0743024567	-0.05284444	0.2374711162	-0.0777838982	-0.1103750055	-0.0541914374	0.0435691149	0.0374974021	-0.098367488	-0.064136129	0.0889092142	0.0798983506	-0.1605869853	0.0146323967	-0.0569688514	0.1480004959	-0.0080453329	0.1694341943	0.0943374104	-0.0416448487	0.1938071298	0.0029407148	0.0323682118	0.0750369507	-0.1105097047	0.1919080449	0.0934927185	-0.0064467658	-0.0834337585	0.0896747395	0.03912354	-0.0646574817	-0.0230717922	-0.0573761023	-0.0950550494	0.1717544511	-0.0991920832	-0.059310166	0.0900185868	0.0934878083	-0.0690993848	-0.1303427692	-0.0518498377	-0.1377419852	0.0007469238	-0.2021968806	-0.0177826779	0.0462923999	0.1163147215	0.050780277	0.0824402427	-0.0232248235	-0.0600917514	0.1128596466	0.1337665517	0.0973875576	0.0439007383	-0.0172980123	-0.0754580649	0.0	0.0352877	0.0039739999999999	0.0012452217712899	1.5792675999999986e-05	0.0605214	0.0060442	0.00366283985796	3.653235364e-05	0.194087	-0.0135379999999999	0.037669763569	0.0001832774439999	0.00578351	-0.0014871599999999	3.3448987920100004e-05	2.2116448655999985e-06	6.82941e-05	0.0	4.66408409481e-09	0.0	0.0011197	0.0	1.2537280899999998e-06	0.0	0.0	0.0	0.0	0.0	0.0
5262.660945256769	15.28463652379014	233.6201136643796	27695600.22473087	11244.953163269463	63.1108720936918	3982.982176426326	126448971.64412393	5011.128615102086	2.503802573844041	6.269027328788044	25111409.997094948	5161.552483611792	7903.59060711107	1.003074	33.448586	0.0769773	0.0536706	0.0415778164	-0.0640269321	0.065236991	-0.0360875284	-0.0290082867	0.0318192802	-0.0044069016	0.0517174121	0.0498574063	-0.1123737475	0.1284152184	-0.126651092	0.0533491706	-0.0691492259	0.1043342557	0.0958041748	0.1073788906	0.1464314388	-0.0081892702	0.0071176984	-0.0188679906	-0.1397409663	-0.2857763237	0.1849982622	0.0833644573	-0.020053603	-0.0016747195	-0.0784850697	0.048463941	0.1440808372	0.015726449	-0.0630570216	0.0220825641	0.1754774172	0.1371674197	0.2777409462	0.0384807748	0.0629931516	-0.1105138939	-0.120662487	-0.0803524824	-0.0912453437	-0.0966794755	-0.0172606845	0.0007208202	0.1370505193	-0.0528630948	0.0192606785	-0.1054956916	-0.0864905066	-0.1281395547	-0.1242288641	-0.0687644825	-0.1644375035	0.0039684245	0.2011763075	0.0442499679	-0.1121201318	0.1560888183	0.1552007146	0.1272210869	0.158795105	0.0413196574	-0.0144012804	0.0286216853	-0.0414209105	-0.0287574108	0.2309856292	0.1915699041	-0.1842255641	-0.0729836361	-0.0547054262	-0.1888673616	-0.0427419448	0.0114948621	0.1112567581	0.0232483744	0.1316604456	0.0897635764	0.0295198472	-0.0367574707	-0.0955218954	0.0	0.0227025	-0.0125851999999999	0.00051540350625	0.0001583872590399	0.0486368	-0.0118846	0.00236553831424	0.00014124371716	0.14411	-0.049977	0.0207676920999999	0.002497700529	0.00583412	5.060999999999954e-05	3.40369561744e-05	2.5613720999999533e-09	6.82941e-05	0.0	4.66408409481e-09	0.0	0.0011197	0.0	1.2537280899999998e-06	0.0	0.0	0.0	0.0	0.0	0.0
5230.014751435332	-32.64619382143701	1065.773971026832	27353054.300231177	11176.157733893177	-68.79542937628685	4732.811103067671	124906501.69286026	4985.4314089329455	-25.69720616914037	660.346404899306	24854526.33317513	5135.104337004273	7804.382667609152	1.162582	38.767551	0.187484565	0.114508	0.0199132637	-0.0227065113	0.0724512215	0.1690079584	-0.1494227471	0.0386119464	-0.0077859054	0.0696356425	-0.1002570803	-0.0811310568	-0.025287613	0.2265298262	-0.0633253481	0.0182312045	0.0324539002	0.0955221888	0.0906372251	-0.0249687877	-0.0067333052	0.1976677237	0.1218856311	0.1169796244	0.0359953929	0.0841469281	-0.126597095	-0.1095977944	0.0787901979	0.0290430908	0.2636198069	-0.0108134751	-0.1016516127	-0.0555224582	-0.0153633543	0.0258748058	0.1871152247	0.1360102111	-0.0474822299	0.0537641552	-0.1365326129	0.0021751999	-0.1126816159	0.1064229687	0.158466024	-0.1301974378	0.0035381869	-0.2036977805	0.0438833273	0.0904216284	-0.0872881666	-0.0684210121	-0.0338850311	0.1321543248	0.0205467406	0.1329813161	-0.1015709536	0.0391596993	0.2381389813	-0.0556440959	0.0135626837	0.034647462	0.1030066495	-0.0208473479	-0.174731245	0.2608009259	0.0134493634	-0.0877674677	-0.0023032323	0.1896722647	0.0806293158	-0.0835674455	-0.0299633379	-0.0826218621	-0.0331642654	-0.1460943008	0.0273176158	-0.1853694209	0.0399826686	0.1294041125	0.0817300246	0.0148360426	-0.0555468308	-0.1128671336	0.0	0.0273691	0.0046666	0.00074906763481	2.177715556e-05	0.118564	0.0699272	0.014057422096	0.0048898132998399	0.149179	0.005069	0.022254374041	2.5694761000000183e-05	0.00418138	-0.0016527399999999	1.7483938704400003e-05	2.7315495075999997e-06	-1.52462e-05	-8.35403e-05	2.3244661444e-10	6.978981724089999e-09	0.000699545	-0.0004201549999999	4.893632070249999e-07	1.7653022402499996e-07	0.0	0.0	0.0	0.0	0.0
5271.9176044532105	41.90285301787844	1755.8490910379244	27793115.22814368	11263.658940236504	87.5012063433278	7656.461111537628	126870012.72196974	5014.469266708583	29.03785777563735	843.1971841981424	25144902.02676491	5161.458893806704	7899.584880784869	1.137198	37.921082	0.193157365	0.107075	0.0949792413	-0.0530027887	0.0631297343	-0.0626065118	0.0688848081	0.0413422561	-0.0947490998	0.0379804492	0.0561999227	-0.0702758262	-0.0970421201	-0.1047217833	0.0771039514	0.130518927	-0.107072309	0.0582316672	-0.1657697596	0.0724839016	-0.0267514561	-0.0975586185	-0.0201537819	-0.1059469222	-0.1854763592	0.0495028429	-0.2104304439	-0.0125692484	0.0035146553	0.1268396848	-0.1716328307	-0.0616077226	0.0187344401	0.0952281221	-0.0926144783	0.0123545873	0.0338572883	-0.0554519602	0.0878306784	-0.1056121324	0.212339413	0.0353790713	-0.1396996993	-0.1247044593	0.1889122178	-0.0972483814	-0.0509533896	0.1356677299	0.0865755386	0.1201436874	0.046646151	-0.0006217598	0.1366658377	-0.1488590226	0.0372660846	-0.0483041806	0.1035374918	0.1223329575	0.0156972599	-0.1784204642	-0.0552683035	-0.1654391291	-0.1344930355	-0.1231267756	0.0568171443	-0.1601218907	0.1056820298	-0.0035363469	0.0102991616	0.026553448	-0.0811574873	0.0966958315	0.0521960733	0.1768307732	0.0496145019	-0.1765838157	0.1398670615	-0.051920766	-0.0614608986	0.127000127	0.0733235575	0.0	-0.0733235575	-0.127000127	0.0	0.0130516	-0.0143175	0.00017034426256	0.00020499080625	0.0281124	-0.0904516	0.00079030703376	0.00818149194256	0.179356	0.0301769999999999	0.0321685747359999	0.0009106513289999	0.00352085	-0.00066053	1.2396384722499998e-05	4.362998809000004e-07	6.82941e-05	8.35403e-05	4.66408409481e-09	6.978981724089999e-09	0.0011197	0.0004201549999999	1.2537280899999998e-06	1.7653022402499996e-07	0.0	0.0	0.0	0.0	0.0
5253.0383655578125	-18.87923889539797	356.42566126950777	27594412.070022296	11213.257624914886	-50.40131532161831	2540.2925861491967	125737146.56271183	5014.236372531095	-0.2328941774876511	0.0542396979076495	25142566.3996138	5166.734582626925	7902.68344940372	1.031585	34.399307	0.0176951	0.0113781	0.0560230809	-0.0518631296	0.065870593	0.1814136107	-0.0036071765	-0.0020268671	-0.012688523	0.1002773701	-0.0366942629	-0.1246219557	0.1615748694	-0.228183353	-0.0618624793	-0.004453658	0.1681504001	-0.1330220896	0.0320581582	-0.1545279474	0.0171402287	0.0836857095	-0.0090664861	-0.0046082063	0.1404328124	-0.0307340596	-0.0246595756	-0.2372724089	0.0378413988	-0.1809506116	0.0090258591	0.0648339902	-0.3254787	0.020369654	-0.0037235755	-0.0868527652	0.0233397008	-0.0192634617	0.1141324252	-0.0718182285	0.2379350684	-0.0820888242	0.1059626536	-0.1591342835	-0.064077275	-0.0108718789	0.0891785023	0.2106118482	0.0366417306	-0.1232979173	-0.076652934	0.1449059679	-0.0307898151	0.1647818345	-0.0078948792	-0.0515475924	-0.0283583131	0.0108857858	0.1833618772	0.0887086178	-0.1437146586	0.1621827271	0.1617117783	-0.0287593382	-0.2099745381	-0.0255844178	-0.1423890562	0.1055243378	0.0074284544	-0.1214872372	-0.2045101959	-0.0841784275	0.0326202185	0.1839300608	0.0615149081	0.1134094674	0.1936385382	0.1224663859	0.0196218621	0.124451232	0.0645825318	-0.0148360426	-0.0897635764	-0.1375186448	0.0	0.017383	0.0043313999999999	0.0003021686889999	1.8761025959999997e-05	0.0243502	-0.0037622	0.0005929322400399	1.4154148840000002e-05	0.179368	1.2000000000012e-05	0.032172879424	1.4400000000028803e-10	0.00355034	2.9490000000000072e-05	1.26049141156e-05	8.696601000000041e-10	6.82941e-05	0.0	4.66408409481e-09	0.0	0.001282	0.0001623	1.6435239999999998e-06	2.634129e-08	0.0	0.0	0.0	0.0	0.0
5237.397862150356	-15.64050340745689	244.6253468386706	27430336.36645712	11155.993326169635	-57.264298745250926	3279.1999107853467	124456187.09354144	5004.848950529752	-9.387422001343111	88.1236918313007	25048513.01761876	5154.744022134462	7814.723086335592	1.025715	34.203575	0.024052955	0.0106782	0.0180061236	-0.0528099414	0.1505979991	0.0084126326	0.0959053035	0.0581471999	0.0249813227	0.0868890725	0.1698712897	-0.077691213	0.0160665966	-0.0357340881	0.0689027432	0.2101657821	-0.0122144316	0.0087970547	0.0701680681	0.0297671926	0.1328877718	0.1046888467	0.0650577722	0.1042572628	0.1580677945	0.009916261	-0.0607365746	-0.0095418964	0.1175059956	0.0233199659	0.0542653783	-0.0776800557	0.0558035593	0.0090610948	-0.0432042999	0.2653497804	0.0968862783	0.1547657007	-0.105372682	-0.0169513421	0.1369260344	0.2138831439	0.0287499898	0.0753553164	0.042139352	0.1704155079	-0.0411120486	0.0786663767	0.1574548184	0.1122008992	-0.1096139188	-0.0090445155	-0.059439066	0.0558857641	-0.0697456004	0.1416099166	-0.0653541118	-0.1087782398	0.0344163042	0.0768601941	-0.0179621177	-0.1423959651	0.056580997	-0.0512302507	0.0147092928	0.0684373409	-0.0191666288	0.0203408497	-0.2272417915	0.1814453237	0.0714897553	-0.0856845081	0.1666490194	0.0056131742	0.226447386	-0.0078013951	-0.0435695357	-0.0871735441	-0.0218385397	0.121760336	0.0555468308	-0.0295198472	-0.1045671817	-0.1441233256	0.0	0.0160426	-0.0013403999999999	0.00025736501476	1.796672159999996e-06	0.0280942	0.003744	0.00078928407364	1.4017536000000006e-05	0.176785	-0.002583	0.031252936225	6.6718890000000105e-06	0.00339427	-0.0001560699999999	1.15210688329e-05	2.435784489999997e-08	-2.3357e-05	-9.16511e-05	5.45549449e-10	8.39992413121e-09	0.00136199	7.999000000000005e-05	1.8550167601e-06	6.398400100000008e-09	0.0	0.0	0.0	0.0	0.0
5237.388623891471	-0.0092382588845794	8.534542721851038e-05	27430239.5976678	11148.983509466188	-7.009816703446631	49.1375302159194	124299833.294349	5004.387553175835	-0.4613973539171638	0.2128875182017605	25043894.78238122	5156.184080957318	7766.20448133003	1.070259	35.688927	0.26323689	0.117657	0.0079906614	-0.006444705	0.1584852672	-0.0116870887	0.0826476132	0.0495048401	0.0369803754	0.0933639859	0.1846561089	-0.0430976854	0.1804086484	-0.031062838	0.0701291587	0.0088388611	-0.0996186437	0.1120569718	0.0668880487	0.1644971379	0.0646159243	-0.1440386396	-0.0467221032	-0.1023309334	-0.04653816	0.0278099288	0.0258843981	0.0485481717	-0.1414350308	0.0127479582	0.0835040087	0.0017483739	0.0188580298	-0.0369794326	-0.0404666278	-0.0128444207	0.1711566145	-0.1494221105	0.1510255092	-0.0717359622	-0.086282559	0.0860727979	0.0756179948	-0.1349730995	0.0018028874	-0.1242320919	-0.0614524591	0.0610818295	0.0344512394	0.0880490385	0.0570687287	-0.151439501	-0.0873016688	-0.1881177448	-0.1208278	-0.0895710673	0.0470956004	0.0630218776	-0.0443536651	-0.0091842451	0.0568561127	0.0189890454	-0.1354796461	0.0219893034	0.0391265635	0.0648489295	-0.0239015109	0.0078191901	-0.0777398784	0.0101642164	-0.2137118025	0.0066339813	-0.2119044061	-0.0357286235	0.1432738228	-0.0108502753	0.0185008878	0.0241096158	-0.1999805092	0.1189305091	0.0462576824	-0.0439007383	-0.1174644996	-0.1466261977	0.0	0.00589696	-0.01014564	3.47741372416e-05	0.0001029340110096	0.0772679	0.0491737	0.00597032837041	0.00241805277169	0.121705	-0.05508	0.0148121070249999	0.0030338064	0.00154157	-0.0018527	2.3764380649e-06	3.4324972900000003e-06	-0.000498764	-0.0004754069999999	2.48765527696e-07	2.2601181564900002e-07	0.000713346	-0.000648644	5.08862515716e-07	4.2073903873600006e-07	0.0	0.0	0.0	0.0	0.0
5266.351519515245	28.962895623773875	838.8493229136199	27734458.32710053	11230.78757406812	81.8040646019308	6691.904985396868	126130589.53384288	4993.80041596806	-10.587137207774504	112.08747425624333	24938042.59452277	5144.322852708028	7794.100858947962	1.428402	47.631596	0.308720261	0.142195	0.0182023423	0.0402768667	-0.1116587869	-0.1919450808	-0.0712894752	-0.0308884469	-0.0603324467	-0.2167247306	-0.0495143853	0.2873851334	-0.0430534422	0.0863421499	-0.0719046059	-0.1320546316	-0.1862562496	-0.1060625973	-0.034364759	-0.0807946197	-0.0190028274	0.1335431117	-0.1118037626	0.1078773435	0.0037626693	0.0771765561	0.0940755038	0.1222184936	0.0809074363	0.0604435151	-0.078018545	0.0633958967	0.046376567	-0.0664772943	-0.0481741272	-0.0261116491	0.041658436	-0.1369841997	0.1956412704	-0.1712776885	-0.0827802499	-0.1223698201	-0.1037235289	-0.0738659738	-0.1220932343	0.0829389131	0.0070633602	-0.1213358097	-0.0911843791	0.0465222486	0.2202056572	0.0916584431	0.0638856927	0.0963873222	0.0442682721	-0.0564839819	-0.1108308475	-0.1421827101	-0.0370180906	0.0703658261	0.1604405114	-0.0406181307	0.0004855543	0.0686455063	-0.0421009547	-0.0816343936	0.0200736275	-0.1170480957	0.0395697856	0.0588862661	-0.0875834277	0.1171817623	-0.2079347726	0.1297429285	-0.0904990545	-0.0990446502	0.0242720626	0.1637048471	-0.1152341387	0.1159649805	0.0367574707	-0.0578311484	-0.1282204088	-0.1449560281	0.0	-0.000494316	-0.0063912759999999	2.44348307856e-07	4.0848408908176e-05	-0.0124828	-0.0897507	0.00015582029584	0.00805518815049	0.0245534	-0.0971515999999999	0.00060286945156	0.0094384333825599	0.00028913	-0.0012524399999999	8.359615690000002e-08	1.5686059535999996e-06	-0.000115463	0.0003833009999999	1.3331704369e-08	1.4691965660099996e-07	4.05533e-05	-0.0006727927	1.6445701408899994e-09	4.5265001717329e-07	0.0	0.0	0.0	0.0	0.0
5241.194843160577	-25.15667635466798	632.858365213511	27470123.383973025	11246.77183915661	15.984265088491156	255.4967304191572	126489876.80204616	4998.270834262331	4.47041829427053	19.98463972574864	24982711.33263746	5149.093956016026	7853.748600827978	1.241983	41.415245	0.079969516	0.0455023	0.0247969507	0.0318429206	-0.0479837388	0.0927724972	0.143081626	-0.0348807243	-0.0142206179	-0.0716264376	-0.2318715093	0.0263546316	-0.0008356505	-0.0698175636	-0.0617645342	0.0307131007	0.03944123	0.0571992433	-0.0555387638	-0.118136683	0.1279650256	-0.2462201051	0.0220168862	0.0877849924	0.1743411563	-0.1513248829	0.1523701689	0.101076088	0.1286713793	0.1156045884	-0.0408884377	0.0249421812	0.0604258361	-0.1143662237	-0.0797619613	-0.0588321354	-0.0390664264	0.0847589271	0.1340752355	0.2135936513	-0.0192187905	0.1030567141	-0.2078646757	0.0433299583	0.0913353229	-0.1122256333	0.0805345255	0.0472548358	-0.0145865409	-0.0527576034	-0.0302637091	-0.0303575819	0.1102161014	0.0613788548	-0.0585332027	0.0598655274	0.2498785565	-0.1418788625	-0.2187887178	0.2219094474	-0.0376202644	-0.1104513948	-0.0318873218	0.0788590733	-0.0387013826	0.0080181312	-0.0106545691	-0.1595603339	-0.0457589164	-0.1181974453	0.0383641839	-0.1520381979	0.0066862501	-0.1559665196	-0.013678668	-0.2281833444	0.1551309492	-0.0325639595	0.1516476488	0.1128671336	0.0270895432	-0.0711681327	-0.1366388261	-0.1391603506	0.0	0.0124689	0.012963216	0.0001554734672099	0.0001680449690626	-0.01247	1.2800000000000313e-05	0.0001555009	1.6384000000000796e-10	0.0388026	0.0142492	0.00150564176676	0.00020303970064	4.70528e-05	-0.0002420772	2.21396598784e-09	5.8601370759840006e-08	6.82941e-05	0.0001837571	4.66408409481e-09	3.376667180041e-08	0.000669605	0.0006290517	4.48370856025e-07	3.9570604127289e-07	0.0	0.0	0.0	0.0	0.0
5214.164147972189	-27.030695188387654	730.6584823675234	27187507.761998545	11120.990182780344	-125.78165637626626	15821.02508075712	123676422.6454968	4984.555820505731	-13.715013756599546	188.1016023437148	24845796.727737565	5138.60068026456	7625.47705419799	1.123131	37.451996	0.0769116769999999	0.0382842	-0.0997528199	0.0663810716	0.0503122519	-0.0206392336	-0.118686787	0.0094399552	0.1124520171	0.0064919161	-0.0029735542	0.097625901	-0.0142952346	0.1020062927	-0.0227576422	-0.2539286903	0.0180209165	-0.0971199302	-0.0162614952	-0.0657762186	-0.0826943609	-0.1344590229	0.1123740948	-0.0385923393	-0.143115168	0.1232428283	-0.2087876438	-0.0263070056	-0.0289671682	-0.1480509917	-0.1400453098	-0.0524368939	0.0770294566	-0.0134588665	0.1245854639	-0.025580586	-0.207226241	0.0365077676	0.0433432512	0.1458841901	-0.0805870897	0.0851946801	0.0599678713	-0.0370074451	-0.1417653715	-0.0845358486	0.0144442379	-0.124999047	-0.1389608767	-0.0842591023	0.1170797222	0.1063488154	-0.0266539976	-0.0009962977	0.0001421192	0.0281111099	0.1296273012	0.2049344851	0.1477267273	-0.1747728707	0.0308713554	-0.0479889147	0.0310665481	-0.0227017111	0.2285095498	-0.110051656	-0.1135493481	0.0634955908	0.0395442653	-0.1797149345	0.0988680792	-0.0514065981	-0.0237836436	-0.179583434	0.0195130365	0.1066463373	-0.0279166084	0.1609484563	0.1235277921	0.1096405033	0.0172980123	-0.0837748356	-0.1425662815	-0.1294041125	0.0	0.00836236	-0.00410654	6.992906476959999e-05	1.6863670771600005e-05	-0.0348762	-0.0224062	0.00121634932644	0.00050203779844	0.0559456	0.017143	0.0031299101593599	0.0002938824489999	-0.000280443	-0.0003274958	7.864827624900001e-08	1.0725349901764001e-07	-3.10384e-06	-7.139794e-05	9.6338227456e-12	5.097665836243601e-09	0.00093583	0.000266225	8.757777889000001e-07	7.087575062500001e-08	0.0	0.0	0.0	0.0	0.0
