global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04
5266.472475084741	n/a	n/a	27735732.330825195	11166.475981266129	n/a	n/a	124690185.84019336	5018.298996273604	n/a	n/a	25183324.81600066	5165.201415478658	7956.245692302382	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0709537	n/a	0.0050344275436899	n/a	0.0822448999999999	n/a	0.0067642235760099	n/a	0.159991	n/a	0.025597120081	n/a	0.00979486	n/a	9.59392824196e-05	n/a	-0.00037277	n/a	1.3895747290000004e-07	n/a	4.23516e-22	n/a	1.7936580225599999e-43	n/a	0.0	0.0	0.0	0.0	0.0
5265.882553057441	-0.589922027299508	0.3480079982931615	27729519.06259476	11185.26186755819	18.78588629206206	352.9095237782852	125110083.04585136	5003.452273294806	-14.846722978797516	220.42518320915417	25034534.651138965	5151.449705957318	7899.804680798671	1.028931	34.310802	0.0617432	0.0401492	-0.1411513651	0.1276113951	0.0556150918	0.0162453958	-0.0034936524	-0.0163277075	0.1541295965	0.0431451619	-0.0398233671	0.0737110801	-0.0099519475	0.0820852572	-0.0024695565	-0.0344687911	0.0780725575	-0.1455176827	0.0257011335	-0.0457139339	0.0566804689	-0.0101809734	0.0526274638	-0.0789238939	0.0174222986	-0.1073230318	0.1183813368	0.2638324296	-0.0074587122	-0.0310943725	0.0052660053	0.1471756642	-0.1714572652	0.168467491	0.0065814645	0.1434508126	-0.175063217	0.0373968242	0.0935113259	0.0993981186	-0.094459813	-0.0608293657	-0.0168735396	-0.2096258044	0.0094837475	0.1432696241	0.0222542766	-0.1135096442	0.0069148884	-0.1693441764	-0.0208010333	0.1060504291	-0.0065653769	0.0249898239	-0.1179909607	0.0278967405	-0.0625277327	0.0163565704	-0.2078001617	-0.0101680554	0.0863671365	-0.0328527525	0.0130656442	0.1807450879	-0.1904017928	-0.0992177393	0.005506146	0.2375636833	-0.0944123974	-0.0213668247	0.1048714128	0.0477051349	-0.0321701791	-0.1250805407	-0.1218258745	0.0384484939	0.1601847774	0.1126385455	-0.0801222162	0.1466261977	0.1465634515	0.1464588945	0.1463125564	0.1461244791	0.0	0.0701673	-0.0007863999999999	0.00492344998929	6.184249599999885e-07	0.090006	0.0077611000000001	0.008101080036	6.023467321000161e-05	0.163418	0.003427	0.026705442724	1.1744329000000091e-05	0.00912931	-0.00066555	8.33443010761e-05	4.4295680250000126e-07	-0.000408385	-3.561499999999996e-05	1.66778308225e-07	1.268428224999997e-09	0.000294209	0.000294209	8.6558935681e-08	8.6558935681e-08	0.0	0.0	0.0	0.0	0.0
5283.221887229975	17.33933417253411	300.6525095468091	27912433.509705864	11276.214029014658	90.95216145646737	8272.295673603308	127153002.828147	5005.699982572001	2.2477092771950997	5.052196994788916	25057032.315521333	5149.136754726735	7936.477785911927	1.036278	34.555801	0.0412283499999999	0.022027	-0.0410649174	0.0759648112	-0.0045845376	-0.0874770363	-0.1238095955	-0.0552880992	-0.0087087108	-0.083755532	-0.0096953174	0.0496081665	-0.0819645715	0.0951522019	-0.0380118649	0.044518109	0.0771533805	0.0248615578	-0.035877055	-0.129642261	-0.1302869029	-0.0186607245	-0.0041162644	-0.0196263185	-0.0458801759	-0.1038949059	0.0162336347	-0.0381537614	-0.0111988095	-0.0444818885	-0.127554326	-0.0243745867	-0.0413553225	0.0102023672	-0.0643944241	-0.1417839574	0.0194771168	-0.1374973285	-0.141597884	-0.1411799522	0.0440683858	0.1216621995	-0.028241012	-0.0084763852	0.0868512078	-0.1133764744	-0.0014602073	-0.1024220147	-0.0028301108	-0.0468933467	-0.0458785991	-0.0098230012	0.0490375819	0.0805553174	0.1523525632	-0.0402086978	0.0522117629	0.0385461082	-0.0524610351	-0.0575584534	-0.0807999746	0.0553789391	0.0016043487	-0.0534901467	-0.0267366178	-0.1207622646	0.0197465224	-0.0275325876	0.0770466224	-0.0863649603	-0.0767854326	0.1355223357	0.0693454282	0.1366986044	0.1735260786	-0.0563354553	-0.0469343502	-0.1093686399	-0.1006032847	0.1464588945	0.1458947161	0.1449560281	0.14364524	0.1419657166	0.0	0.0683526	-0.0018147	0.00467207792676	3.2931360900000086e-06	0.107939	0.0179329999999999	0.0116508277209999	0.0003215924889999	0.158231	-0.0051869999999999	0.025037049361	2.690496899999997e-05	0.00906373	-6.557999999999911e-05	8.215120151290001e-05	4.3007363999998845e-09	-0.000633632	-0.0002252469999999	4.01489511424e-07	5.073621100899999e-08	0.000259163	-3.504599999999995e-05	6.716546056900001e-08	1.2282221159999964e-09	0.0	0.0	0.0	0.0	0.0
5283.535685480169	0.3137982501939405	0.0984693418247788	27915749.339742403	11237.576816803818	-38.63721221084052	1492.8341674255234	126283132.71356662	4999.406847717192	-6.293134854809068	39.60354630081275	24994068.829001557	5144.285567387108	7981.960798751877	1.012218	33.753506	0.04548815	0.0276627	-0.0485145236	0.0832047964	0.015748478	-0.1233502411	0.1409603372	-0.0252486501	0.0502786906	-0.0042403922	0.0234839023	0.0789670253	-0.1503409261	0.022808553	0.0951812543	-0.1179878497	0.0968965183	0.1627620828	-0.1483229584	0.1379982959	0.0825409883	0.0929214558	-0.1166800625	-0.0619008144	-0.0097770354	0.1437575575	0.0073843436	-0.015652635	-0.2287209537	0.1546149415	-0.0993529704	0.0288472661	0.13221008	0.0378558079	-0.1928111708	-0.1057048005	-0.1171918072	0.0251221459	0.0055652405	0.1605405053	0.1324069501	0.1412184348	0.0417366824	-0.1114211651	-0.000638679	0.0111898612	-0.0902503169	-0.0131247376	-0.108637555	-0.0031648719	-0.1116534851	-0.0788170667	0.1431930439	-0.1810962251	-0.1112594716	-0.1634245201	-0.0900721204	0.0010769773	0.1508826697	0.0409083826	0.0933286418	0.0650839954	-0.2151161187	-0.0538701835	0.0412038034	-0.096999582	0.1794589797	-0.1215659088	-0.0018295644	-0.1559878896	0.0649676167	0.0143415269	0.1615589067	-0.095500422	0.1173804833	-0.0280928041	0.0906114305	0.0826034669	-0.0694736463	0.1461244791	0.1445602966	0.1419657166	0.1383592329	0.1337665517	0.0	0.072937	0.0045844	0.005319805969	2.1016723360000025e-05	0.109627	0.001688	0.012018079129	2.84934400000003e-06	0.163387	0.0051559999999999	0.026695311769	2.6584335999999936e-05	0.00864194	-0.00042179	7.468312696360001e-05	1.779068041e-07	-0.000581058	5.2574e-05	3.37628399364e-07	2.764025476e-09	0.000465994	0.0002068309999999	2.1715040803600002e-07	4.2779062561e-08	0.0	0.0	0.0	0.0	0.0
5296.7413848734495	13.205699393280156	174.3904964656799	28055469.298231103	11293.821135774664	56.24431897084651	3163.423416494324	127550395.84687053	5011.229910793914	11.823063076722065	139.7848205161486	25112425.21883558	5154.1157602438825	7981.482846427783	1.066202	35.55365	0.0736044499999999	0.0345116	0.0046026847	0.0327654229	-0.045069429	-0.0513137139	-0.1560401891	-0.0403691722	-0.0481634211	-0.0715750768	0.0292465567	0.0136207691	0.0499595218	0.0174246757	-0.0408203884	0.0083682854	-0.0580059788	0.0985963851	-0.1548064203	0.0144810266	-0.201296152	0.1074241427	0.1604400294	0.0150462644	-0.0701595635	-0.2147345193	-0.0340422235	-0.0418187643	0.1457070975	0.045752182	0.0760010558	0.1499785246	0.0421734715	0.0446822192	-0.0306917645	0.0988810562	0.0242278543	-0.0115979268	0.0678893435	0.0381477935	-0.0392851356	-0.0774111996	0.0669941682	-0.0729243279	-0.0483132795	0.2174918105	0.0182761653	-0.0304150032	-0.0407330084	0.0661866864	0.0125178379	-0.0442813725	0.140788853	-0.0261919408	0.2493989914	0.1467059322	-0.0465027145	0.0860792812	-0.0373950136	-0.0629876884	-0.1622887534	-0.0080567416	0.0412106969	0.1698429535	-0.1014629022	0.0304841001	0.0764632823	-0.0104115785	-0.0744958659	0.0898907999	-0.0483235151	-0.0352019601	-0.0286311726	-0.0659389201	-0.0664347168	0.1138948194	0.0771663183	0.0980836766	-0.1009489392	0.145623333	0.1425662815	0.1375186448	0.1305509005	0.121760336	0.0	0.0670239	-0.0059131	0.0044922031712099	3.4964751610000054e-05	0.130771	0.0211439999999999	0.0171010544409999	0.0004470687359999	0.169019	0.0056319999999999	0.028567422361	3.171942399999998e-05	0.00908474	0.0004427999999999	8.253250086759999e-05	1.9607183999999858e-07	-0.000678953	-9.789500000000008e-05	4.609771762090001e-07	9.583431025000016e-09	0.0007436059999999	0.0002776119999999	5.529498832358513e-07	7.706842254394446e-08	0.0	0.0	0.0	0.0	0.0
5315.164156021076	18.42277114762692	339.39849675783483	28250970.005451243	11303.869100010725	10.04796423606058	100.96158528915248	127777456.63017727	5018.850299806174	7.620389012259693	58.07032869816826	25188858.33186452	5158.175410385356	8091.178739132074	1.051627	35.067635	0.0688283	0.0418983	0.0732837013	-0.0114622425	-0.1053567046	-0.1614534445	0.0748333087	0.0016660475	-0.1341536474	-0.0728181303	-0.0112532568	0.1315080087	-0.0394918287	-0.1381898331	0.0635098767	-0.0616031206	-0.1262625867	-0.0306835306	0.0160873503	-0.0940967824	0.2239158386	0.0798525562	-0.082355487	-0.1013319712	-0.0880345382	0.0061420682	0.0744532278	-0.0615889427	0.0155759492	-0.0626773157	0.0561261202	-0.1010793724	-0.040090523	-0.084735055	0.1004553834	-0.1582351685	0.1527885159	-0.0624271726	0.1374231992	0.0533354588	0.0540629787	-0.1219420568	0.0822684205	-0.0926881609	-0.0334298363	-0.1948292158	-0.03843719	0.1515116622	-0.0609047384	0.1270644233	0.1008714997	0.0343404171	0.0459424575	0.0864157544	-0.1814243078	-0.1489770386	-0.0492313604	0.0050894477	-0.0839681384	0.0185736793	-0.0152399035	0.0680002353	0.1190403696	-0.1219869704	0.0236152848	0.0935938311	-0.0574459754	-0.0438361319	0.1418405382	-0.040151953	-0.1818073338	-0.1174745026	-0.1395168402	-0.0039317695	-0.0678793573	0.0767873854	0.0410245351	0.0593298785	0.0403504039	0.1449560281	0.1399217693	0.1316604456	0.1203625908	0.1062887712	0.0	0.0652719	-0.001752	0.0042604209296099	3.0695040000000124e-06	0.101247	-0.0295239999999999	0.010250955009	0.0008716665759999	0.160686	-0.008333	0.0258199905959999	6.943888900000012e-05	0.009575	0.00049026	9.1680625e-05	2.40354867600001e-07	-0.000678953	0.0	4.609771762090001e-07	0.0	0.00064948	-9.412599999989995e-05	4.218242704e-07	8.859703875981171e-09	0.0	0.0	0.0	0.0	0.0
5304.098688195998	-11.065467825078484	122.44457818784718	28133462.894122507	11277.92410684288	-25.944993167844583	673.1426704795023	127191572.15970775	5015.335576305651	-3.51472350052336	12.35328128513118	25153590.942957133	5158.947928778237	8148.757857162303	1.046509	34.896957	0.0690904	0.036341	0.0357190504	-0.0120410521	-0.0981373539	0.1438850843	0.0400279282	-0.0201269317	-0.0646825429	-0.0233455427	-0.0039984911	-0.0419723	0.1495954294	-0.0482285485	0.0652673347	0.0898696839	0.1012104147	0.0212746728	0.0285011003	0.0665125006	-0.0934815695	-0.0112638094	-0.1547329447	0.1785782364	0.173624244	0.1399032612	0.0623566445	0.0511048719	0.0961654702	0.0637097241	0.0186079494	-0.1146485076	0.067419381	0.0600921525	0.1408563708	0.0169061219	-0.1407346357	0.0763230187	-0.0793177095	-0.0272834503	-0.1231316887	0.0805691176	0.1705605645	0.1001148885	-0.1507181134	-0.1152170554	-0.049053423	0.0575187089	0.0252423257	-0.0255701598	-0.0847933865	-0.0219562696	-0.0900489914	-0.0428367258	0.1604099456	-0.0088444104	0.0539042126	-0.2403723546	0.0749012706	0.1952208619	0.1186314519	-0.1539413826	0.0192712715	-0.0517142951	0.0878613685	0.0623751078	-0.0040220359	0.1057968879	0.0206316174	-0.026834439	0.1557792217	0.0339687508	-0.053830859	-0.0611640306	0.0724627557	0.1611356554	-0.2209973019	0.0600872849	0.0438691339	0.1441233256	0.1366388261	0.124451232	0.1079800393	0.0877921846	0.0	0.067031	0.0017590999999999	0.0044931549609999	3.0944328099999985e-06	0.115517	0.0142699999999999	0.0133441772889999	0.0002036328999999	0.159952	-0.0007339999999999	0.025584642304	5.387559999999775e-07	0.00922256	-0.00035244	8.505561295359999e-05	1.2421395360000052e-07	-0.000902839	-0.0002238859999999	8.15118259921e-07	5.0124940995999984e-08	0.0011197	0.0004702199999999	1.2537280899999998e-06	2.2110684839999998e-07	0.0	0.0	0.0	0.0	0.0
5291.920141261369	-12.178546934628685	148.31700543895374	28004418.78148775	11273.79100617575	-4.133100667129838	17.082521124629114	127098363.65092924	5006.982896035484	-8.352680270166275	69.76726769562495	25069877.721191887	5152.298653789979	8069.348192678787	1.014599	33.832882	0.03855745	0.0191362	-0.0018707096	-0.0256160413	-0.0595430304	-0.0026794255	0.0149342594	-0.0295565271	0.0244102242	-0.0265617385	-0.0777634247	-0.0314519293	-0.0445751352	0.0144732786	0.0390501276	0.0090357944	-0.1077158902	0.1517154435	0.0198246471	-0.1071911027	-0.0790488439	-0.1360089788	-0.1358310875	0.1261241577	0.0661697895	0.090676153	0.0420659641	0.0128882871	0.209786113	-0.0658450499	0.0936664103	-0.0659096849	0.1289051378	-0.0564745709	-0.0118456	-0.1005440006	0.0954115659	-0.1189978863	0.0301518762	-0.1813498778	-0.2244817719	-0.0769033257	-0.0689798414	0.1033234742	0.0195099557	-0.0970283621	-0.0261857346	-0.0125746808	0.0206314496	-0.0460263934	0.0951664629	-0.1896248307	0.0399976633	0.0849163504	0.0841246235	-0.0164524444	0.1351240944	-0.1466535776	0.0458657951	0.0521309685	0.0414426639	-0.0952186658	0.1756681279	0.0353773316	0.1359652935	0.1063050703	0.066148699	-0.1181350083	0.0450065819	0.1168512772	-0.0539505077	0.1553939225	-0.2284001711	0.1027204757	-0.0532200119	-0.0520755492	-0.1030782874	-0.0653687634	0.0154956999	0.1431261759	0.1327324313	0.1159649805	0.0936289832	0.0667969964	0.0	0.0719704	0.0049394	0.00517973847616	2.4397672360000104e-05	0.108225	-0.0072919999999999	0.011712650625	5.317326399999989e-05	0.153031	-0.006921	0.023418486961	4.790024100000015e-05	0.00942023	0.00019767	8.87407332529e-05	3.907342890000019e-08	-0.00109327	-0.0001904309999999	1.1952392929e-06	3.6263965760999975e-08	0.0011197	0.0	1.2537280899999998e-06	0.0	0.0	0.0	0.0	0.0	0.0
5282.848773130256	-9.07136813111356	82.2897197701827	27908491.159763847	11253.86116405802	-19.929842117730004	397.1986068376448	126649391.09989332	4993.93689689462	-13.045999140864296	170.19809358343196	24939405.730165467	5140.401167078102	8060.337570993244	1.015463	33.861691	0.0890636499999999	0.0381259	-0.0168970211	-0.0218502877	-0.0344613183	0.0959121864	0.159538254	0.0104791682	0.0159233641	0.0391231587	0.0214148863	-0.0092600225	0.0268349444	0.1574386837	-0.0574302378	-0.0406135717	0.0294927271	0.0612936874	0.0218204367	-0.0115676477	0.2970461838	0.0105678731	-0.0321749524	-0.0062550514	0.1382931951	-0.1564212733	-0.1343640172	0.1516478292	-0.094754851	0.0122853936	0.0852482277	-0.052024455	-0.128456202	0.1477589134	0.1013011901	0.1370677355	-0.0133045967	-0.0184219986	0.0182514888	0.0283513108	0.1145160508	-0.1133937693	-0.1647204895	0.1726008909	-0.0894583783	-0.0072398793	0.0186490361	-0.1611140164	-0.0467927961	0.0635645758	-0.0624337311	-0.024459619	0.0256137635	0.0295751182	-0.2696608011	0.0060341272	-0.0031516404	-0.1199492415	-0.041998133	-0.0170166482	-0.1105483667	-0.1409308715	-0.1043434466	-0.0674920687	-0.1188436591	0.0903935535	-0.0761546883	0.2769718087	-0.0987761199	-0.061247043	-0.0603857657	-0.1164819261	0.0818148558	0.0244856071	-0.1467408966	-0.1429290285	-0.1310808111	-0.0166339641	-0.0340112149	0.1419657166	0.1282204088	0.1062887712	0.0775710461	0.0439007383	0.0	0.0551883	-0.0167821	0.00304574845689	0.00028163888041	0.0910838	-0.0171411999999999	0.00829625862244	0.0002938207374399	0.164218	0.011187	0.026967551524	0.000125148969	0.00972499	0.0003047599999999	9.45754305001e-05	9.287865759999965e-08	-0.000678953	0.0004143169999999	4.609771762090001e-07	1.716585764889999e-07	0.00095971	-0.0001599899999999	9.210432841e-07	2.5596800099999982e-08	0.0	0.0	0.0	0.0	0.0
5267.380499788726	-15.468273341529311	239.2674801682664	27745297.32955453	11202.403756657872	-51.45740740014844	2647.864776344852	125493849.9271824	5008.226983150209	14.290086255588903	204.2065651921709	25082337.514753845	5155.417321347771	7904.983724358168	1.023243	34.121117	0.0186214999999999	0.0138545	-0.042780049	-0.0587829478	0.0308874963	-0.0001120963	-0.1222497114	0.0695208092	0.0624008802	0.0845507683	0.0901725616	-0.0603820737	0.0557756233	0.0027140807	-0.0542769399	-0.0617474757	0.048892402	0.0162414973	0.1309595618	-0.0042162421	-0.1850016489	-0.2459486971	0.0637135598	-0.0503329433	-0.0738614902	-0.0469891246	0.0446337453	-0.1454710351	-0.166010408	0.0555943162	-0.0637128736	0.016235996	0.033550086	-0.1414227729	-0.095651778	0.0167323628	-0.1166651249	0.364902532	-0.0282567946	-0.0451367461	-0.0296541335	0.0978999838	-0.0428737437	0.0896438474	0.033626787	0.0901137779	0.0414230973	-0.0046809107	-0.0119703292	-0.0584167078	0.0353044872	-0.0507663007	-0.1632924931	-0.012625659	0.10386475	-0.0292038064	0.2081386592	0.1669709404	0.0068277693	0.0077549296	-0.0706354296	0.1695218628	-0.1807333058	0.0206784005	0.049478255	-0.0566076613	-0.0196340169	-0.1135689793	-0.1124066922	-0.0841825651	0.3085570253	-0.1697581852	-0.0171436364	0.0165299212	0.1162762758	-0.0099648503	0.0221279001	-0.079527071	0.1012633865	0.1406432718	0.123123346	0.0955218954	0.0600989683	0.0197550473	0.0	0.0569121	0.0017237999999999	0.00323898712641	2.971486439999992e-06	0.091092	8.199999999999874e-06	0.008297752464	6.723999999999794e-11	0.177057	0.0128389999999999	0.031349181249	0.0001648399209999	0.00969455	-3.0439999999999637e-05	9.39842997025e-05	9.265935999999775e-10	-0.000678953	0.0	4.609771762090001e-07	0.0	0.00101028	5.056999999999989e-05	1.0206656783999997e-06	2.5573248999999888e-09	0.0	0.0	0.0	0.0	0.0
