global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08
3974.581467531568	n/a	15797297.842045393	n/a	10184.690393378094	n/a	n/a	103727918.40896805	3739.2777044436352	n/a	n/a	13982197.750949262	4040.950743170728	7314.505561372335	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.012471	n/a	n/a	0.000155525841	-0.0629062	n/a	0.00395718999844	n/a	0.321388	n/a	0.103290246544	n/a	-0.00238851	n/a	5.704980020099999e-06	n/a	7.20141e-05	n/a	n/a	5.18603059881e-09	-0.0007238999999999	n/a	n/a	5.240312099998553e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3969.9348371260194	-4.6466304055484215	15760382.611026794	21.59117412576709	10233.677475789698	48.987082411604206	2399.734243201302	104728154.6784854	3741.695108589704	2.417404146068748	5.843842805430371	14000282.285644116	4042.66648328345	7334.616835274517	1.125772	38.748623	0.068810925	0.0343548	-0.0045557701	0.0261347182	-0.1371560042	-0.0145742987	0.1236033	0.0193741908	-0.0965618718	0.0351713659	-0.1323939956	0.0690184417	-0.1790491888	0.0678125893	0.0631507494	-0.1290656193	0.0642217231	-0.1271670262	0.0376993189	-0.0115606908	0.0261371384	-0.0522762724	0.0352886704	-0.0426045546	0.1186189018	-0.0866275891	0.0558668067	-0.1017354317	0.0058486116	0.0964528467	-0.0185648104	-0.0840503265	0.0301698586	0.1096113648	-0.0713953252	-0.0656549461	-0.1422583319	0.0375131416	0.0831024908	-0.0196255844	-0.093085547	-0.0984554596	0.0502416483	0.0474071754	0.0613312721	-0.1346884108	0.0753274497	-0.0577956255	0.0001340685	0.1001055937	-0.0918182039	0.1056163526	-0.1295452907	0.0151959181	-0.0056192852	0.0232892562	-0.1285967846	0.0692286161	-0.0676941736	0.0724957271	-0.0495255116	0.0816463907	-0.0246759675	-0.0359941206	-0.1847706407	0.0331530227	0.0257487927	-0.0699742357	-0.0172299021	-0.0388264774	0.0464501036	0.010468277	0.1682517147	-0.0900130645	0.0479800265	0.0546670718	0.1466261977	0.1465634515	0.1464588945	0.1463125564	0.1461244791	0.0	-0.00980363	0.0026673699999999	7.114862716899994e-06	9.61111611769e-05	-0.0436282	0.0192779999999999	0.00190341983524	0.0003716412839999	0.314625	-0.006763	0.0989888906249999	4.5738169000000255e-05	-0.00291953	-0.00053102	8.5236554209e-06	2.819822404000001e-07	-2.27632e-22	-7.20141e-05	5.18603059881e-09	5.181632742399999e-44	-0.000524883	0.0001990169999999	3.960776628896021e-08	2.75502163689e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3976.326512815577	6.391675689557815	15811172.536520088	40.85351812048437	10255.903713796197	22.226238006498534	494.0056559215199	105183560.98665862	3738.484426494821	-3.210682094882941	10.30847951440191	13976265.80714431	4041.1485085340896	7369.765834970687	1.106632	38.089813	0.1268239099999999	0.070883	-0.0057139493	0.1519816811	0.0157982054	0.0101123598	0.1158987855	-0.1641129495	0.0079377978	0.0280514602	-0.1162519666	-0.0513944813	0.0658967728	0.0177476001	0.0564458744	-0.1206242255	-0.0824997459	-0.0995386998	0.0217310277	-0.0250072049	-0.0404173787	0.058598584	-0.1588069368	0.0038349918	0.0642739832	-0.135886221	0.0042678433	0.2416353452	-0.1378771377	-0.0495502179	-0.1331459711	-0.0192466721	-0.048762777	-0.0010612113	0.0962136668	-0.0572686549	-0.1113685836	-0.1168357569	-0.0736383477	0.1323080856	-0.1000299623	0.0150750377	-0.1393256901	-0.0939980551	-0.0209480585	-0.0452426773	0.0562318113	0.0679142035	0.0888710832	0.0708622868	-0.1772933252	-0.0093802453	-0.0474345406	-0.0369138317	0.0615125889	-0.1002317241	0.0489581584	0.1140924595	-0.1352623995	-0.0288862106	0.0851716399	-0.1759763046	-0.1132164485	-0.0856475802	0.0654504419	0.038569962	-0.0709625819	0.0550188898	-0.0847733488	-0.1594891565	0.0967099722	-0.063693179	0.1526010307	0.0861600856	-0.1518958536	-0.0168358621	0.1464588945	0.1458947161	0.1449560281	0.14364524	0.1419657166	0.0	0.0306271	0.04043073	0.0016346439283328	0.00093801925441	-0.0369994	0.0066287999999999	0.00136895560036	4.394098943999996e-05	0.269779	-0.044846	0.0727807088409999	0.0020111637159999	-0.00279143	0.0001280999999999	7.7920814449e-06	1.6409609999999978e-08	-0.0	2.27632e-22	5.181632742399999e-44	0.0	4.53846e-05	0.0005702675999999	3.2520513560976e-07	2.05976191716e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3963.064820583536	-13.26169223204124	15705882.772146814	175.872480857383	10292.659705219836	36.75599142363899	1351.0029055346229	105938843.80745608	3738.517075820607	0.0326493257857691	0.0010659784742652	13976509.92620226	4045.452659424661	7363.751074821462	1.169586	40.256657	0.00948635	0.00631626	-0.0569715342	-0.0433735608	0.1199435413	0.0646883895	0.0004512428	-0.0834422313	0.0373375208	-0.2083147969	-0.0254342089	-0.0719659011	0.0848675863	0.0233229207	0.0656869889	0.1138301757	0.0881982891	-0.087551067	-0.0125546014	-0.0119703969	-0.0795811317	-0.0594991788	0.1176639441	-0.0639953435	-0.0730503443	-0.0535190958	-0.0356090929	0.0087848354	0.0762162264	0.1173368491	-0.0392598055	-0.0595916476	-0.0018169831	-0.0084393844	-0.0985822436	0.0641358568	-0.0804786892	0.0336677129	0.0274400101	0.0235868744	-0.1231904267	0.152417756	-0.0360126611	-0.1267463939	-0.0913715457	0.0085388324	0.0283217678	0.0459483512	-0.1134892996	-0.1329486304	-0.0013616422	0.0394187444	0.0261030704	0.164024587	0.0103138277	0.0140591599	-0.0883217721	-0.0227076223	-0.0357287733	0.1427109995	-0.017088193	0.0233773539	-0.0593104334	-0.0332405094	-0.0614458346	-0.039997697	-0.0601493966	-0.0019491376	-0.0366196072	0.0903907231	-0.042111845	0.094597342	0.0385293529	-0.0655410735	-0.2102504676	-0.1026930754	0.1461244791	0.1445602966	0.1419657166	0.1383592329	0.1337665517	0.0	0.0306162	-1.0900000000001188e-05	1.1881000000002588e-10	0.0009373517024399	-0.0412729	-0.0042734999999999	0.00170345227441	1.8262802249999995e-05	0.269795	1.6000000000016e-05	0.072789342025	2.5600000000051207e-10	-0.00269623	9.520000000000016e-05	7.2696562129e-06	9.063040000000027e-09	-0.0	0.0	0.0	0.0	3.68656e-05	-8.518999999999998e-06	7.257336099999996e-11	1.35907246336e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3955.455509494683	-7.609311088852792	15645628.287591845	57.90161524693806	10229.689355821143	-62.97034939869263	3965.26490339343	104646544.3166004	3731.446799183072	-7.070276637534789	49.988811731270246	13923695.215133592	4040.895158266452	7343.609246340183	1.187894	40.886837	0.0419321849999999	0.0261695	-0.025251392	-0.0474575665	-0.1752278431	0.0332978283	-0.033211559	0.0934435013	-0.0676105983	0.0324823729	-0.102752384	-0.0648221645	0.0654575178	-0.0741030693	-0.0279230735	-0.0090633845	0.0301861013	-0.0665790659	0.0246631728	-0.0527162638	0.0426943325	-0.1255630581	0.0133868944	-0.1637908846	-0.0912800261	-0.0613234109	0.0509216502	0.0323798468	0.1703842777	-0.211386348	0.0137712008	0.2019279117	0.0587995914	0.0661259043	0.1574087507	0.0036851784	0.1244542748	-0.0109183734	-0.1293829538	-0.0995130984	0.0929226675	-0.0531106262	0.0356463765	0.0010279217	-0.0145366545	0.0740774942	-0.0370780776	-0.1382026203	-0.0630758962	0.0870976084	0.0199070944	0.0328185526	-0.1102693268	0.1806728011	-0.0712173621	0.1013528256	0.0359741491	0.1057274871	0.0319152135	0.0794549107	-0.1262695241	-0.0955155791	0.0305383517	0.2056701996	0.1984210644	0.0084906756	0.1164298677	0.02958882	0.0831082793	-0.0661580069	-0.0138348879	-0.1371542106	-0.1381874352	0.0047336728	0.068351114	-0.0092997459	0.145623333	0.1425662815	0.1375186448	0.1305509005	0.121760336	0.0	0.0348766	0.0042604	1.815100816000001e-05	0.00121637722756	-0.0227212	0.0185517	0.00051625292944	0.00034416557289	0.287761	0.0179659999999999	0.082806393121	0.0003227771559999	-0.00269623	0.0	7.2696562129e-06	0.0	-0.0	0.0	0.0	0.0	1.37839e-05	-2.30817e-05	5.3276487489e-10	1.8999589921e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3952.382204670759	-3.07330482392399	15621325.091798091	9.44520254075447	10213.807187371138	-15.882168450005338	252.24327467434492	104321857.26079433	3738.096553479211	6.649754296138781	44.21923219901617	13973365.843133152	4043.447844521585	7327.981201086986	1.126034	38.757614	0.0283233449999999	0.0154723	-0.011540124	0.1410860214	-0.0257899722	0.0198697057	0.0451313242	0.0206409623	0.1092759182	0.0795480994	0.0027321581	-0.0166344597	0.0045588762	0.0144587994	-0.016950934	-0.1262949919	0.0182839307	0.0406798163	-0.1895016524	0.167781412	0.0240120601	0.1623171809	-0.1651926611	0.0886425213	0.0471961687	0.0491691056	-0.0345017869	-0.0216825452	0.0382092836	-0.0119969244	-0.0287132522	0.0906841335	0.0442602879	0.0199353482	0.1868583705	0.088759711	-0.037790463	0.0966922199	0.1048414287	0.0153029524	-0.048089313	-0.1122097599	0.0836022491	0.0310030836	0.0179925474	0.0226719748	-0.039550814	0.0023504636	0.1841065567	0.0685639103	-0.0666245422	0.0878445429	0.0806331303	-0.1218829218	-0.0373729172	-0.1580429284	0.2002238651	-0.0957271169	-0.0420537345	-0.0162878271	-0.0673040038	-0.0627026351	-0.0345059067	0.0617670491	0.0465273413	-0.1497776262	0.1497689202	-0.0368343137	-0.0139134797	-0.0390098202	-0.0084706745	0.097064145	0.0036990158	-0.1422998311	0.0819065125	0.0599085988	0.1449560281	0.1399217693	0.1316604456	0.1203625908	0.1062887712	0.0	0.0306227	-0.0042539	1.809566521000001e-05	0.0009377497552899	-0.0129502	0.009771	0.00016770768004	9.5472441e-05	0.277631	-0.0101299999999999	0.077078972161	0.0001026168999999	-0.00269623	0.0	7.2696562129e-06	0.0	-0.0	0.0	0.0	0.0	-6.9585e-05	-8.33689e-05	6.95037348721e-09	4.842072225000001e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3957.516799555704	5.134594884944818	15661939.218765622	26.364064632501485	10244.01031976793	30.20313239679126	912.229206578102	104939747.43151183	3725.9277240300585	-12.168829449152328	148.08041016255692	13882537.40469581	4037.8884160689527	7362.587603551788	0.986483	33.95435	0.09548545	0.0477081	-0.0097384693	0.1464061453	0.0682649785	0.0366904633	0.0831742565	-0.0499985238	0.1281479699	0.0359607887	0.0696950918	-0.0095916803	0.0626685899	-0.0937754395	-0.0918810456	-0.0546568314	0.0345954653	-0.0640086732	-0.0459185166	0.0270166362	0.1204353423	0.0200490916	-0.1053908583	0.0530488408	-0.1450426895	0.0637156598	-0.0003456149	-0.1866763848	-0.1919519377	-0.0787202562	0.0865862632	-0.1564554469	-0.1461378521	0.053001579	-0.1238279271	0.02732285	0.1032590939	0.0907577409	0.0545602075	-0.0482819292	0.1942247324	0.1202263863	0.1047701705	0.1375944595	0.0864367783	0.1122406083	-0.0673663393	0.0186245522	0.1309117777	-0.0727067932	-0.0489232346	0.0434844231	-0.0425069861	-0.0411822778	-0.0062301925	0.0805694658	0.2008339366	-0.0175191345	0.1096455913	-0.1800880024	-0.0971462507	0.111051016	0.1086565648	-0.1108740615	-0.2301459005	-0.0019681737	-0.0262785708	0.0962162778	0.0375258238	0.0171345532	-0.0921471059	0.0359276129	-0.0451985345	0.0823138685	0.2209903272	0.0171137791	0.1441233256	0.1366388261	0.124451232	0.1079800393	0.0877921846	0.0	0.036521	0.0058982999999999	3.4789942889999986e-05	0.0013337834409999	-0.0413985	-0.0284482999999999	0.0017138358022499	0.0008093057728899	0.258602	-0.019029	0.066874994404	0.000362102841	-0.00210257	0.00059366	4.420800604899999e-06	3.5243219560000024e-07	9.1579e-05	9.1579e-05	8.386713241e-09	8.386713241e-09	-0.000226543	-0.000156958	2.4635813764000004e-08	5.1321730849000004e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3949.460207282013	-8.056592273690967	15598235.92890408	64.90867906449698	10260.261242331528	16.25092256359858	264.0924841680774	105272960.7608905	3738.313196329522	12.385472299463345	153.39992408077384	13974985.553851446	4049.260341188607	7377.663114598132	1.051648	36.197308	0.080524445	0.042652	-6.3212e-05	0.0545759451	0.1511746482	-0.0018683845	-0.0776606545	-0.1530489549	0.0758517353	0.0343469283	0.0727217467	0.0069331314	0.0270876687	-0.0128601173	0.0825235582	0.0611913963	-0.0397048329	0.1258157755	0.0715184787	0.0015749801	-0.0432243373	-0.1468372416	0.0663303675	0.0678347871	0.0665387715	-0.0337911678	-0.1300617539	0.0128541374	-0.0532411435	0.0013770782	0.0244136908	0.0253171359	-0.1068960306	-0.2246423012	0.0102903946	0.092801019	0.0571395904	-0.1558238579	0.0348613188	0.1833552186	0.1505149505	-0.0776370086	-0.1459705069	0.0636928533	-0.1089205526	0.0324829128	0.0260261034	0.1115216405	0.0059892204	0.0042452333	0.1094797438	-0.0487547037	0.0237902344	-0.0329428034	0.125305213	0.1020504353	-0.0764405368	-0.0798480412	-0.1170034296	-0.1035628517	0.0510512098	0.0306969766	-0.0053650517	0.0161575436	0.1199191289	-0.0163703689	-0.1428156621	0.139808112	-0.1538632664	0.0065841478	0.067709194	0.1179001438	-0.1111622671	0.2135048949	0.0514475595	0.0794747668	0.1431261759	0.1327324313	0.1159649805	0.0936289832	0.0667969964	0.0	0.0305999	-0.0059210999999999	3.5059425209999986e-05	0.00093635388001	-0.0239655	0.0174329999999999	0.00057434519025	0.0003039094889999	0.288624	0.0300219999999999	0.083303813376	0.0009013204839999	-0.0024999	-0.00039733	6.249500010000001e-06	1.5787112890000036e-07	5.44041e-05	-3.71749e-05	1.3819731900099995e-09	2.95980609681e-09	-0.000118081	0.000108462	1.1764005444000002e-08	1.3943122561e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3953.452227172368	3.992019890355096	15629784.512534158	15.936222804990708	10243.769827485085	-16.49141484644315	271.96676363748554	104934820.2784938	3733.797679836467	-4.515516493054747	20.38988919904944	13941245.113952184	4038.647153678608	7322.273472463637	1.100606	37.882404	0.073668645	0.0445958	0.0338387508	-0.0950160983	0.0702222834	-0.0547792399	-0.0876898541	0.0656394749	0.0622480619	-0.096070494	0.1666724766	0.0309178952	-0.035229162	-0.039641559	-0.1073970106	0.0303603433	-0.0020640654	0.0044319776	0.0150523482	0.0258235595	-0.1860076501	0.0572673254	0.1647212056	-0.0322169942	-0.0416785887	-0.1252875268	0.0429340391	0.0521058108	0.135271174	0.0514562576	0.1718697401	0.0214165494	-0.1073412608	0.0116915784	-0.144547983	0.0557876072	0.1106668188	-0.1523090859	-0.1045346032	-0.2660996917	-0.1953535071	-0.0440600694	0.1187423919	-0.0410203829	-0.0299041275	-0.0172099993	-0.0498756349	-0.0839603671	0.0232545436	-0.1463259662	0.0200098036	-0.0676087823	0.1671238358	0.1196941688	0.0450976976	-0.0379386236	-0.1013895325	0.1299982059	-0.0649264855	0.0939376454	0.1073641458	0.0580872543	0.1029213818	0.1310746382	-0.0387332505	0.1004952036	-0.049068697	0.1821565506	0.1685467327	0.1627565848	0.0673530413	-0.1173506674	-0.0335283242	-0.130723843	0.0042591467	-0.1203015067	0.1419657166	0.1282204088	0.1062887712	0.0775710461	0.0439007383	0.0	0.0365088	0.0059089	3.491509921000002e-05	0.00133289247744	-0.0313132	-0.0073476999999999	0.00098051649424	5.398869528999998e-05	0.329956	0.041332	0.108870961936	0.001708334224	-0.0024999	0.0	6.249500010000001e-06	0.0	0.000170872	0.0001164678999999	1.3564771730409998e-08	2.9197240384e-08	-0.000383214	-0.0002651329999999	7.029550768899998e-08	1.46852969796e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3958.23031417777	4.778087005402085	15667587.22007585	22.830115431192265	10255.725626334912	11.95579884982726	142.94112613753086	105179908.12266262	3740.049666754944	6.251986918477087	39.08734042880862	13987971.50979377	4046.8605532076576	7358.441071097807	1.018098	35.042511	0.063401115	0.0416714	0.0289545891	-0.1274216262	-0.0014924584	-0.0305918716	-0.0292949504	0.0673071708	-0.101758595	-0.0223591117	0.0626326378	0.1106775395	0.0975959044	0.0457963254	0.0100944473	0.0247273428	0.0211317185	0.0261617629	0.0426039958	-0.0572089826	0.1266557322	0.058370045	0.0195096837	0.1476178138	-0.009407559	0.1977668836	-0.0005657357	-0.0148582529	-0.0912244834	0.0364022958	0.0685467566	-0.0599883839	-0.058097392	0.0923830323	0.105303513	0.029070925	-0.1026877769	0.1302067347	-0.2198517183	-0.0480000514	-0.0367898552	0.0199546793	0.1279672708	-0.0498928455	0.0376819866	-0.046880197	-0.0062444446	0.0076659094	-0.0710411486	-0.073639606	0.0246363146	-0.0559613294	-0.0214178927	-0.078763036	-0.0502883203	0.0487116379	0.0169114618	-0.0784824293	0.1571242634	-0.1362590577	0.0120188942	-0.0677319066	0.0090120493	0.0381489595	-0.1372322431	-0.1626645371	0.1308056321	-0.0863127003	0.114700673	0.0432011068	0.1173568325	-0.1408644648	0.0747404081	0.0024349123	-0.0709568977	-0.0969999396	0.1406432718	0.123123346	0.0955218954	0.0600989683	0.0197550473	0.0	0.035149	-0.0013598	1.849056040000004e-06	0.001235452201	-0.0441686	-0.0128554	0.00195086522596	0.00016526130916	0.290972	-0.038984	0.084664704784	0.001519752256	-0.0024999	0.0	6.249500010000001e-06	0.0	6.22957e-05	-0.0001085763	1.178881292169e-08	3.880754238489999e-09	-0.000287752	9.5462e-05	9.112993443999998e-09	8.2801213504e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
