global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	cosine00	cosine01	cosine02	cosine03	cosine04	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12
4332.188819352937	n/a	n/a	18767859.96652659	10891.600991922816	n/a	n/a	118626972.16725408	4159.297565269226	n/a	n/a	17299756.23645451	4297.409405476211	8467.121315890547	n/a	n/a	n/a	n/a	-0.0699212137	0.0322747035	-0.0130520511	0.014520267	0.0141242488	-0.0017487868	0.0243564932	-0.0341408271	0.0264900934	-0.0025832199	0.0178636917	-0.1823929427	0.1578218026	0.0461490933	-0.0713090105	0.0270317614	-0.0843557177	0.0719997411	-0.186623368	0.1040721048	-0.0230843872	0.0952847358	-0.0295501897	0.0338524096	-0.0688321347	0.0334453573	-0.0678242834	0.0191322908	-0.0209270872	-0.0065765221	-0.0199643683	0.0461600047	0.0228106561	-0.2660654931	-0.0757574644	0.0473861346	0.2497629094	-0.0572142309	-0.0175751652	-0.1629794157	0.0609305393	0.1282584527	-0.0072751541	-0.0509991955	-0.243674375	0.0827566069	-0.1758805324	0.013788914	-0.0171606175	-0.0316210924	0.1496772848	-0.0305683343	0.1620687011	-0.0563208685	0.003593141	-0.1010199777	0.1009541564	-0.0586289894	0.0514494163	-0.000572381	-0.0079163065	0.053949884	-0.0318564182	-0.0957617864	0.114033646	-0.0344485495	-0.0870065061	0.1265413647	0.0062999962	0.0619685784	-0.1773611029	0.2506931331	0.0135420062	-0.1098520475	-0.0295370151	-0.1454179362	0.0852507926	0.1427962857	0.1189522313	-0.1398999446	-0.1465663207	0.145844626	0.1457835352	0.1456817361	0.1455392573	0.1453561384	0.00621556	n/a	n/a	3.86331861136e-05	-0.037545	n/a	0.001409627025	n/a	-0.295717	n/a	n/a	0.087448544089	0.00562377	n/a	3.1626789012900004e-05	n/a	-0.00284971	n/a	8.120847084100001e-06	n/a	0.00060138	n/a	n/a	3.616579044e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4322.46008671764	-9.728732635297092	94.64823868909473	18683661.201267064	10882.359662737164	-9.24132918565192	85.402165117582	118425751.82916892	4156.285426873144	-3.0121383960813546	9.072977717147555	17274708.549638078	4291.745311086	8407.25857982285	1.084998	42.107655	0.1806273399999999	0.0872661	-0.0849313275	0.0655748584	-0.0306476441	0.1015587448	0.0100712732	0.0573303429	0.0546641976	0.0177538961	0.1033718531	-0.012036761	-0.0175732874	-0.0418123972	-0.0500670886	0.098348521	-0.0530238571	-0.0890176907	-0.2062399325	0.0038488692	-0.034295943	-0.0722994708	0.0662506332	0.0488296043	0.0526445457	-0.0987426427	-0.1746980467	-0.0976195355	0.0923118113	0.1263267529	-0.181546002	-0.0652505554	-0.1761856568	-0.1230896251	0.0779887049	0.1111821391	0.0457988567	-0.0321293206	-0.0175377231	0.0549693133	0.0289884318	0.0057074153	0.0324102903	0.0914517939	-0.1444897221	0.0755016024	0.1618465753	0.0883723102	-0.0912402766	0.0853556975	-0.0541131204	-0.1649020175	0.1564188119	-0.1024186337	-0.0428480629	-0.0859117181	-0.0739077422	-0.0485119553	-0.033004531	0.1793794685	0.0570572257	0.1102110421	0.0168937757	-0.1159050792	0.0432434117	0.185202715	0.0515730706	-0.1650697688	0.1708250732	-0.1147354317	-0.0472155234	-0.0166358385	0.0781398667	0.0415917359	-0.0589611965	0.0942763651	-0.0658257742	-0.0278486329	0.0786891727	-0.1644720244	-0.0806078634	0.0457370555	-0.0099367745	0.1456817361	0.1451324305	0.1442184549	0.1429421058	0.1413065902	0.0589394	0.05272384	0.0027798033043456	0.00347385287236	-0.0700278	-0.0324828	0.00490389277284	0.00105513229584	-0.280106	0.0156109999999999	0.0002437033209999	0.078459371236	0.00667042	0.0010466499999999	4.44945029764e-05	1.0954762224999994e-06	-0.00339656	-0.0005468499999999	1.1536619833599998e-05	2.9904492249999976e-07	0.000598686	-2.6940000000000254e-06	7.2576360000001356e-12	3.58424926596e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4315.495904454928	-6.964182262711802	48.49983458826967	18623504.90136725	10899.18985976725	16.8301970300854	283.25553207149545	118792339.59925324	4155.390903458209	-0.8945234149350654	0.8001721398670911	17267273.56054323	4296.667844648943	8507.314078396563	1.178223	45.725632	0.2234136	0.114016	-0.0138024014	-0.0694969271	0.0311756034	0.003765155	-0.0854845744	0.0830730157	-0.039114318	-0.0243065597	-0.0800830899	0.0368693492	0.1001059746	0.0395050538	-0.1111876408	0.098501727	-0.0795066808	0.0752267405	0.032711648	-0.1456103522	-0.0163813116	0.023317518	0.1523528352	0.1973831773	-0.0737441105	-0.074700925	0.1147673942	-0.1391887212	-0.0315130275	0.1184441914	0.0508504837	-0.0124321664	0.0060658238	-0.1300837251	0.0651777398	-0.129827847	0.0711881927	0.0128740854	-0.0141571647	-0.033307539	-0.0177369472	-0.1014379881	-0.051707875	-0.0470809634	0.1203704897	-0.0714753271	0.1736151437	0.0111933792	0.2039546084	0.0923429887	-0.0007760979	0.0727386625	0.1055061568	0.1017717918	-0.0048691352	0.1085894369	0.0677128094	-0.2294089006	-0.0947663822	-0.0245892698	-0.1758133051	0.1293354141	0.0005669641	0.0041639272	-0.0219662518	0.1686973224	0.0148977719	-0.0781247646	-0.0127928395	0.126645331	0.0260518234	0.1311673737	0.0115202726	-0.0317413478	-0.110638263	-0.1380178954	0.0582483828	-0.0543219013	-0.0392744733	-0.0102067244	-0.1736196107	0.0041103004	0.0544612602	0.1453561384	0.1438331292	0.1413065902	0.137794149	0.1333203122	0.0774735	0.0185340999999999	0.0003435128628099	0.00600214320225	0.001944	0.0719718	3.779136e-06	0.00517993999524	-0.347063	-0.0669569999999999	0.0044832398489999	0.120452725969	0.00662975	-4.06699999999996e-05	4.39535850625e-05	1.654048899999967e-09	-0.00310304	0.0002935199999999	9.6288572416e-06	8.615399039999988e-08	0.00158351	0.000984824	9.69878310976e-07	2.5075039201e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4320.090039073313	4.594134618385397	21.10607289184713	18663177.94570046	10906.558222671778	7.368362904528112	54.29277189282596	118953012.26452938	4160.540166617358	5.149263159149086	26.514911082170027	17310094.478036396	4300.456461438116	8471.899824481337	1.137221	44.134388	0.2989914000000001	0.16924	-0.0879181808	0.0704073746	-0.0345918242	0.094605939	0.0934175144	0.0307219095	0.1233257758	-0.0751084327	0.1311347246	0.0235630489	-0.0376629055	0.1086890798	-0.027478703	-0.0118886627	-0.0402713755	0.0485693917	0.0555044953	0.1525446179	0.2324074633	0.0890094272	0.0711716687	-0.0631928463	-0.0649659052	-0.0332457037	0.1755051457	0.044358614	-0.0584340693	-0.0764659792	0.0865759904	-0.0256402659	-0.0879785374	0.1888238745	-0.1359670492	-0.0368030032	-0.0469333301	0.0342876256	0.0328156291	-0.1331298714	0.0584097517	0.0351624393	-0.0298561356	-0.141969026	0.0145900473	-0.0632542214	0.0674345361	-0.0419822234	0.0976393457	0.01645294	-0.0280993965	0.1403892457	-0.1467710522	-0.1895217977	-0.0287446082	0.1921074886	-0.017501334	-0.0063780382	-0.1164821964	-0.0717810898	-0.096934999	-0.1260367355	0.0244208376	0.0577572865	-0.0649484684	-0.1600468619	0.0131499051	0.0191211966	-0.1179684568	-0.1222477269	0.0570784037	-0.0002410068	-0.1655367916	0.0055327234	0.0241246105	0.0009707155	0.1652559122	0.0662104644	-0.0107381257	0.0442108401	-0.0758474077	0.0811992529	0.0393889651	0.1448681963	0.1418914342	0.1369753898	0.1301872524	0.121619798	0.0894132	0.0119396999999999	0.0001425564360899	0.0079947203342399	-0.0146302	-0.0165742	0.0002140427520399	0.00027470410564	-0.218821	0.128242	0.016446010564	0.047882630041	0.00474009	-0.00188966	2.24684532081e-05	3.570814915600002e-06	-0.00385542	-0.00075238	1.48642633764e-05	5.660756644e-07	0.00138084	-0.00020267	4.1075128900000025e-08	1.9067191056e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4313.834724280889	-6.255314792424542	39.12896315232529	18609170.02841157	10863.708249564274	-42.84997310750441	1836.1201953138511	118020156.93165085	4149.249934498856	-11.29023211850199	127.46934128965394	17216275.018938765	4288.604128458584	8485.529478775554	1.092144	42.384979	0.08392505	0.0571494	-0.0647461613	0.0251534495	0.1705600938	-0.0087560396	-0.0169498534	-0.0026448133	0.1042447741	-0.1133204972	-0.1333844855	0.1086902621	0.0317750288	0.0236372532	0.0257147222	-0.0236887695	-0.0259691525	-0.0499555823	0.0632545279	-0.1507647487	-0.0358924644	0.2140757334	0.0171561013	-0.1876359227	0.0462535032	0.1388212914	0.0867027385	0.1542593786	-0.1313760905	-0.0340713162	0.0296155205	-0.0280474044	0.1051870885	-0.1093028629	0.0257647497	0.2451285052	0.0810318128	-0.1163329451	-0.1617925182	-0.0464366119	0.0669356467	-0.1172162699	-0.0299170685	0.0096709896	0.1220844189	-0.1969341229	-0.0194957387	-0.064400187	-0.0785762096	-0.0080171629	-0.0365028388	-0.0415301503	0.0276444956	0.148076406	0.0038272262	0.1168390647	0.0447573269	0.1192127268	-0.073679796	-0.2084409291	0.1072338487	-0.1226658416	-0.1477357422	0.093941918	-0.0316097571	0.0374794004	-0.0977606153	0.1656318605	0.1142240413	-0.1282365483	-0.0074397923	-0.0046956764	0.1829510588	-0.1446738742	-0.2124910398	-0.0043636865	0.0191220105	-0.0637223231	-0.0666174805	0.1753128846	-0.1198197851	-0.0189725218	0.0327789921	0.1442184549	0.1393160176	0.1312683579	0.1202571612	0.106531018	0.0378156	-0.0515976	0.00266231232576	0.0014300196033599	-0.0145926	3.7599999999998746e-05	0.00021294397476	1.4137599999999054e-09	-0.225295	-0.006474	4.19126760000001e-05	0.0507578370249999	0.004823	8.291000000000028e-05	2.3261329e-05	6.874068100000046e-09	-0.00385542	0.0	1.48642633764e-05	0.0	0.000947433	-0.0004334069999999	1.8784162764899995e-07	8.97629289489e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4327.364516707408	13.529792426519634	183.05528310470805	18726083.66045834	10914.419619147791	50.71136958351781	2571.643005036135	119124555.6228382	4152.35305868401	3.10312418515332	9.629379708483452	17242035.92396245	4291.0825769938	8446.269934979486	1.140813	44.273773	0.0535804	0.031158	-0.0542701969	0.0931873204	-0.1100112319	-0.0958057471	0.0779801857	0.0144693772	0.1065682352	0.0204449301	0.0192033676	-0.0998145718	-0.1888520013	-0.028119845	-0.0845515274	-0.0185892033	-0.0471403323	-0.0892484909	0.1302683919	0.0968060948	0.0048651625	-0.099741846	-0.0383534665	-0.1264961844	0.1162099666	0.0623858702	-0.0777998612	-0.0812281822	0.1682941374	-0.0159302738	-0.035647718	-0.0750364701	-0.1129124948	-0.1959258942	-0.1023960811	0.0756775645	-0.0023511322	-0.0366745559	0.0368747093	0.0497750534	-0.1022215065	-0.1652101076	-0.2783176567	0.0487515402	-0.1491283424	0.0432145726	-0.1476549863	0.0084319446	-0.0109752472	0.0290557845	-0.1193699832	-0.0225476155	-0.1787840756	-0.0227117637	0.062636858	-0.0518556756	-0.0383819226	0.108246351	-0.0135788332	0.0310672626	0.1044318142	0.014778351	-0.0372517172	-0.0872502215	0.1262226091	0.1955283826	0.1787909797	0.0070988988	-0.0560657376	-0.1582458998	0.0175388939	-0.0511864659	0.0297955786	-0.0006781734	0.0928107457	-0.0301361537	0.0178604731	-0.2870134171	-0.0014546166	-0.166710334	0.1802532493	-0.1278188456	-0.0342595454	0.1434076399	0.1361183819	0.1242428182	0.1081810781	0.088474338	0.0377522	-6.339999999999818e-05	4.019559999999769e-09	0.0014252286048399	-0.0145691	2.350000000000095e-05	0.00021225867481	5.522500000000447e-10	-0.24128	-0.015985	0.000255520225	0.0582160383999999	0.00452058	-0.00030242	2.04356435364e-05	9.145785640000018e-08	-0.00430317	-0.00044775	1.85172720489e-05	2.004800625000002e-07	0.000947433	0.0	0.0	8.97629289489e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4323.347955613086	-4.016561094322242	16.132763024423085	18691337.54530385	10862.285834743552	-52.13378440423912	2717.9314763076864	117989253.55567044	4157.406802842185	5.053744158175505	25.54033001629304	17284031.32431848	4296.556486288413	8442.404891230282	1.05338	40.880585	0.10255555	0.0471187	-0.0007446923	0.032822179	0.0975463779	-0.1560582274	0.0125838172	-0.0353099948	0.0460253288	-0.0470574949	-0.1753487012	0.0581311647	-0.0642415571	0.0566546873	-0.0575692398	-0.0532825924	-0.0120065519	-0.1029747845	0.155978676	-0.1076076795	0.0133487209	0.0176842851	-0.1054619159	-0.0716135606	0.1017831399	-0.0472118939	-0.1334703038	0.1014112679	0.0029377476	-0.0498978507	0.0635378978	0.0493051518	-0.1022442626	0.0671310427	0.0518653722	0.0050010755	0.0816481611	0.1146422347	0.0167199676	0.1889157453	-0.0069157692	0.2300629871	-0.0454158517	-0.1058359033	-0.0303060425	-0.0780123378	0.0573981862	-0.0441560873	0.1250164442	-0.0303408785	-0.0647602793	-0.046661351	-0.0731837361	0.172629464	0.0060618368	0.0781187052	0.105249369	0.1664987976	0.0313215482	0.0753758089	0.1068864574	-0.0423420277	0.1551346132	0.065546561	-0.054457221	0.0062008102	-0.0957322912	-0.1062031828	0.0390636371	-0.0082204295	0.0411650748	0.003046879	0.0662232329	-0.0411586824	0.293137687	0.1108421494	0.0577814815	0.0942325438	-0.0647503419	-0.0081409486	-0.1024239269	0.0338241342	0.0276094445	0.1424366568	0.1323128084	0.1159693376	0.0941745011	0.0679528079	0.0122912	-0.0254609999999999	0.0006482625209999	0.00015107359744	-0.0356987	-0.0211296	0.00127439718169	0.0004464599961599	-0.222946	0.0183339999999999	0.0003361355559999	0.049704918916	0.00452002	-5.600000000001437e-07	2.0430580800399995e-05	3.1360000000016095e-13	-0.00386893	0.00043424	1.49686193449e-05	1.885643776000002e-07	0.000629614	-0.000317819	1.01008916761e-07	3.96413788996e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4331.886073976672	8.538118363586364	72.89946519061068	18765236.95791303	10921.513514031636	59.22767928808389	3507.917993852121	119279457.43717566	4159.422634687901	2.015831845716093	4.063578030203151	17300796.653954044	4296.053368719434	8442.279847354772	1.000708	38.836452	0.0878078	0.0472318	0.0059520403	0.0341997923	0.0020350062	0.0706474716	0.026726035	-0.029142216	0.0362835739	0.0012717404	0.0481662676	-0.0059010003	0.1193244943	0.0028490339	0.149259221	0.0089198786	0.0039280423	-0.0611290721	-0.078164569	-0.0029170238	0.0452559757	-0.0318614164	-0.1006336698	-0.0924646627	0.0403018562	-0.1119191698	-0.1137851944	0.0398018001	-0.1610279191	-0.194744574	0.011471123	-0.0013531874	0.0464638198	0.0032267461	0.0037627284	-0.0014770387	0.1262846237	-0.1433488976	0.0339719707	-0.1666879211	0.1522198843	0.0666860934	0.1046427638	-0.058126296	0.0804355349	0.0820923696	-0.0214899099	-0.0409124285	-0.0351240681	-0.0161321332	-0.0108238226	-0.0874597386	0.0236443207	-0.0087024229	-0.0485976727	-0.0088179704	-0.0036235704	0.0522355162	0.0947345247	0.1553926633	0.072763053	-0.0727792282	-0.0018541672	0.2372154125	0.0972866557	-0.0990845399	-0.0251057394	0.1083370285	0.0064247158	-0.0993153484	0.0563721098	0.0863450667	-0.0289758824	0.0913402131	-0.1641203916	0.1027335795	0.0254442685	0.1626044683	-0.0422584776	0.062517644	0.0399346896	0.0708174387	-0.051347356	0.1413065902	0.1279162938	0.106531018	0.0784873779	0.0455381471	0.0414254	0.0291342	0.00084880160964	0.00171606376516	-0.0357755	-7.680000000000187e-05	0.00127988640025	5.898240000000287e-09	-0.223828	-0.0008819999999999	7.779239999999892e-07	0.050098973584	0.00493306	0.00041304	2.4335080963600004e-05	1.7060204160000068e-07	-0.00369517	0.00017376	1.36542813289e-05	3.019253760000008e-08	0.00119711	0.0005674959999999	3.220517100159999e-07	1.4330723520999998e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4350.567459336523	18.681385359850537	348.994158963238	18927437.218237847	10948.713751925414	27.20023789377774	739.8529414781025	119874332.82160068	4159.8700878843565	0.4474531964551715	0.2002143630179503	17304519.148075003	4297.009447174166	8525.717604084677	1.116772	43.340775	0.1235091	0.0689616	0.0695425316	0.0324271466	0.0432964928	-0.1586627221	-0.0436588735	-0.0518530557	-0.0301979273	0.1155263222	-0.1639500599	-0.2227036284	-0.0481571058	-0.0398789003	-0.0252039545	-0.004446552	0.0735983946	0.0283663249	-0.0468783139	0.0902809896	-0.1098385453	-0.1421535111	-0.0646331288	0.1004313841	-0.2169525732	-0.0009989336	0.1313161894	-0.0799393161	0.069610379	0.1089391675	0.0790541913	0.0267342924	0.0206555123	-0.0621782454	0.0042947573	0.0127597999	0.1223791466	0.1377202251	-0.0291912099	0.2050597906	-0.0569669909	0.1356165702	0.0217509656	-0.0494669332	0.1746967059	0.054831198	0.1006006373	-0.08659445	-0.0564258319	0.0052076537	0.0103763435	0.0052709292	-0.0186767487	-0.0467501812	0.0047287017	-0.2083446492	-0.0025219643	-0.0142777735	0.090079724	-0.0886243994	-0.2796493041	0.1120150516	0.0554587665	-0.0267019795	0.0006076497	0.1304290958	-0.1253125337	-0.0993811806	0.0689733095	0.1736217798	0.1144056186	0.005436655	0.0991471654	-0.0791807783	0.1040389446	0.0085264274	-0.0246467127	0.1059825159	-0.1251757508	-0.0150885405	0.045262609	0.1400197113	0.112015879	0.1400187021	0.122948474	0.0960226616	0.0613996455	0.0218548166	0.0215504	-0.019875	0.000395015625	0.00046441974016	-0.0356467	0.0001287999999999	0.00127068722089	1.6589439999999578e-08	-0.282238	-0.0584099999999999	0.0034117280999999	0.079658288644	0.00435683	-0.00057623	1.89819676489e-05	3.320410129000006e-07	-0.00375693	-6.176000000000011e-05	1.41145230249e-05	3.814297600000014e-09	0.000933194	-0.0002639159999999	6.965165505599994e-08	8.70851041636e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4321.522449947875	-29.04500938864749	843.6125703866206	18675556.285403486	10888.325575080167	-60.38817684524656	3646.731902692773	118555633.82894486	4145.993594991074	-13.876492893282377	192.55705501731623	17189262.88970701	4283.7178454913255	8457.457045792073	1.07208	41.606319	0.0861872999999999	0.0409001	0.0637849083	0.0446295544	-0.1005582201	-0.1360726085	0.0501547611	-0.0513362912	0.0125886344	0.1246591948	0.0123984433	-0.0183938237	-0.1629430636	0.0268003177	-0.0659233239	-0.1026868729	-0.1015689505	0.0906391318	0.048217043	0.0592762853	0.0852352679	0.0840358021	0.0163559413	0.0486942931	-0.0307044221	-0.0314563512	-0.0061130963	-0.0592114169	0.0474575581	-0.0445876132	0.0144413138	0.0837396672	0.1798878752	0.1958983658	-0.095058378	-0.150771535	-0.0592057986	-0.0506126455	-0.083400595	0.1606544376	-0.093919257	0.0898290578	0.063433994	-0.0420298799	-0.0991401463	0.0708752501	0.0304488421	-0.0867984162	-0.0838709289	-0.0703858523	-0.1137279477	0.1238323614	-0.0384225009	-0.049608617	0.0364276355	0.0621320671	-0.0922950248	0.0027678797	-0.0027223164	0.0331224883	0.0119213253	0.0843315341	0.0288458561	-0.0952268072	0.0375031968	-0.2620584469	-0.0958366716	0.0989473865	-0.1317484513	0.1462262352	0.0619276336	0.0440855447	0.0902305816	-0.0342910493	0.1502781002	0.0080214904	-0.036954242	0.0612622105	0.1215863893	-0.0614770014	0.0405135816	0.134255464	-0.0008777047	0.1385744309	0.1174315365	0.084549818	0.0432162351	-0.002437378	0.0468622	0.0253118	0.00064068721924	0.00219606578884	-0.0357124	-6.569999999999493e-05	0.0012753755137599	4.3164899999993336e-09	-0.264403	0.0178349999999999	0.0003180872249999	0.069908946409	0.00455473	0.0001978999999999	2.07455653729e-05	3.916441e-08	-0.00408557	-0.00032864	1.66918822249e-05	1.0800424960000019e-07	0.00126615	0.0003329559999999	1.1085969793599996e-07	1.6031358224999998e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
