onset	duration	trial_type	response_time
4.005325	1.454256	guess_rightButton_computer	1.454256
7.357423	1.008616	outcome_computer_reward	n/a
10.563653	0.729136	guess_rightButton_face	0.729136
15.615563	1.005084	outcome_stranger_reward	n/a
20.814243	0.945267	guess_rightButton_face	0.945267
25.865933	1.006110	outcome_stranger_punish	n/a
29.877529	0.832347	guess_rightButton_computer	0.832347
34.930149	1.004594	outcome_computer_punish	n/a
37.938603	1.239319	guess_rightButton_computer	1.239319
41.290303	1.006835	outcome_computer_neutral	n/a
45.490073	1.137150	guess_rightButton_face	1.137150
50.542063	1.004410	outcome_stranger_neutral	n/a
55.738353	0.737807	guess_rightButton_face	0.737807
60.791003	1.004910	outcome_stranger_punish	n/a
65.800873	0.841708	guess_rightButton_computer	0.841708
70.004047	1.006496	outcome_computer_reward	n/a
74.013623	0.945480	guess_rightButton_computer	0.945480
78.215653	1.005260	outcome_computer_neutral	n/a
82.224623	1.867466	guess_leftButton_computer	1.867466
87.276503	1.004700	outcome_computer_punish	n/a
90.474273	1.451532	guess_rightButton_face	1.451532
93.827023	1.004450	outcome_stranger_punish	n/a
99.020393	1.155644	guess_rightButton_face	1.155644
103.223003	1.004900	outcome_stranger_reward	n/a
105.419883	1.240353	guess_rightButton_face	1.240353
110.472763	1.005500	outcome_stranger_punish	n/a
115.482523	2.800000	miss_decision	n/a
120.534113	1.005250	miss_outcome	n/a
123.542753	1.349847	guess_rightButton_computer	1.349847
126.895923	1.006100	outcome_computer_punish	n/a
128.905243	0.636926	guess_rightButton_computer	0.636926
133.107673	1.005360	outcome_computer_neutral	n/a
135.116603	0.625426	guess_rightButton_computer	0.625426
140.169023	1.006480	outcome_computer_punish	n/a
142.365473	1.143981	guess_rightButton_face	1.143981
145.719023	1.005160	outcome_stranger_reward	n/a
148.910383	0.832086	guess_rightButton_face	0.832086
153.113223	1.003880	outcome_stranger_reward	n/a
156.303863	0.838996	guess_leftButton_face	0.838996
160.507473	1.005630	outcome_stranger_punish	n/a
164.517133	0.828794	guess_rightButton_computer	0.828794
169.569633	1.005330	outcome_computer_reward	n/a
173.766763	0.942094	guess_leftButton_face	0.942094
178.818583	1.004430	outcome_stranger_punish	n/a
183.827453	0.631192	guess_rightButton_computer	0.631192
187.179053	1.004030	outcome_computer_punish	n/a
190.186213	0.939213	guess_rightButton_computer	0.939213
194.387923	1.004650	outcome_computer_reward	n/a
198.396103	2.800000	miss_decision	n/a
201.748353	1.003670	miss_outcome	n/a
204.755553	0.836960	guess_rightButton_computer	0.836960
208.108573	1.004950	outcome_computer_reward	n/a
212.117303	1.343742	guess_rightButton_computer	1.343742
215.469443	1.004680	outcome_computer_punish	n/a
218.477223	0.731827	guess_rightButton_computer	0.731827
223.530123	1.004720	outcome_computer_reward	n/a
225.538573	0.936748	guess_rightButton_computer	0.936748
229.740823	1.003620	outcome_computer_reward	n/a
234.936393	0.839398	guess_rightButton_face	0.839398
239.138723	1.006260	outcome_stranger_punish	n/a
243.150173	1.241736	guess_leftButton_computer	1.241736
248.202363	1.004630	outcome_computer_reward	n/a
250.398023	0.943989	guess_rightButton_face	0.943989
254.600583	1.005440	outcome_stranger_punish	n/a
259.795743	0.629484	guess_rightButton_face	0.629484
264.847773	1.005010	outcome_stranger_neutral	n/a
266.856873	0.835460	guess_rightButton_computer	0.835460
271.060053	1.010070	outcome_computer_punish	n/a
276.254923	0.837439	guess_rightButton_face	0.837439
279.607383	1.004580	outcome_stranger_punish	n/a
283.800993	0.725435	guess_rightButton_face	0.725435
288.853943	1.005520	outcome_stranger_reward	n/a
294.046523	0.729149	guess_rightButton_face	0.729149
297.398923	1.005680	outcome_stranger_punish	n/a
299.592323	0.732996	guess_leftButton_face	0.732996
303.795653	1.005310	outcome_stranger_neutral	n/a
307.805873	1.137484	guess_rightButton_computer	1.137484
312.009023	1.006200	outcome_computer_punish	n/a
315.216363	0.942176	guess_leftButton_face	0.942176
319.418053	1.004550	outcome_stranger_reward	n/a
324.427303	1.247828	guess_rightButton_computer	1.247828
327.779623	1.004430	outcome_computer_punish	n/a
330.977563	1.147754	guess_rightButton_face	1.147754
334.330123	1.004860	outcome_stranger_neutral	n/a
337.530223	0.945134	guess_rightButton_face	0.945134
341.732293	1.004530	outcome_stranger_reward	n/a
344.922303	2.069657	guess_rightButton_face	2.069657
349.125793	1.004270	outcome_stranger_reward	n/a
354.134393	1.657899	guess_rightButton_computer	1.657899
358.337463	1.003480	outcome_computer_reward	n/a
362.344123	1.347904	guess_rightButton_computer	1.347904
365.696473	1.003500	outcome_computer_reward	n/a
369.889023	1.652700	guess_rightButton_face	1.652700
374.942023	1.003620	outcome_stranger_reward	n/a
379.949923	2.800000	miss_decision	n/a
385.002743	1.004280	miss_outcome	n/a
388.011253	0.930695	guess_rightButton_computer	0.930695
391.363523	1.005250	outcome_computer_neutral	n/a
396.558773	0.733279	guess_rightButton_face	0.733279
401.611123	1.004960	outcome_stranger_reward	n/a
403.620573	0.937622	guess_rightButton_computer	0.937622
407.823623	1.004000	outcome_computer_reward	n/a
412.014583	0.626815	guess_rightButton_face	0.626815
415.366883	1.005210	outcome_stranger_neutral	n/a
418.561273	1.047562	guess_leftButton_face	1.047562
421.914123	1.005950	outcome_stranger_reward	n/a
426.105253	1.153484	guess_rightButton_face	1.153484
429.457973	1.004950	outcome_stranger_punish	n/a
