global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	c_comp_cor_12	c_comp_cor_13	c_comp_cor_14	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	w_comp_cor_45	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00
4583.34820056042	n/a	n/a	21007080.72758044	11907.319374967366	n/a	141784254.69747323	n/a	4419.693759150505	n/a	n/a	19533692.92467392	4913.315133414377	8445.102429183682	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0722997999999999	n/a	0.0052272610800399	n/a	0.148525	n/a	0.0220596756249999	n/a	0.0585086	n/a	n/a	0.00342325627396	0.000135433	n/a	n/a	1.8342097489e-08	-0.00502998	n/a	n/a	2.53006988004e-05	0.00333071	n/a	n/a	1.10936291041e-05	0.0
4537.4341977563045	-45.914002804115626	2108.095653496337	20588309.0989684	11623.535123061389	-283.7842519059777	135106568.75704172	80533.50162983542	4415.719707808495	-3.97405134201017	15.793084068932838	19498580.53792833	4889.372116010392	8198.367441252376	1.232434	52.500469	0.12458702	0.0696987	-0.037941123	-0.1166265297	0.0903749365	-0.0091696898	-0.1331245574	0.0429500696	-0.1327445701	0.150014344	-0.1580309128	0.3624847002	-0.1235043954	0.3337634118	-0.0058558939	0.0682434651	-0.0055738829	0.0543775491	-0.1005064877	0.1114060692	-0.2853313886	0.0890757661	-0.0869930686	0.1104153543	-0.0508032795	0.0239460221	0.0006893281	-0.0152326837	0.0168124709	-0.048192495	0.067075919	-0.0358001663	0.0871523203	-0.185054637	0.1761450667	-0.0154787971	0.076505305	-0.0681114739	0.0678238	-0.0199990343	0.0596533756	-0.0032439282	-0.0387584384	0.1234369754	-0.0233283082	-0.0763364431	0.0016770853	0.073276457	-0.0738151627	-0.0453139649	0.1617842517	0.0379779912	0.1382157071	-0.0077731504	-0.0478932533	-0.0606481125	-0.0322768788	0.1721317392	-0.1666437541	-0.2130705871	0.127091695	0.0391674013	0.027975709	-0.0596535618	-0.0454321105	0.057913891	0.0189956816	0.1348542379	-0.1199289914	-0.0296173331	0.0779339216	-0.1026977858	0.0296833854	-0.0475445009	0.1392366986	-0.0706346052	0.014007665	-0.0899262728	0.0801103422	-0.1309086364	0.0013245374	-0.0856954713	0.0395470926	-0.2189807605	0.1349187325	-0.0904059768	0.035852469	-0.0065538677	-0.1099603168	0.0548031766	-0.0697928083	0.1123818584	0.0535771987	-0.09993433	0.1405345248	0.1037936139	-0.0474420532	-0.0505934652	-0.0307774618	-0.0110414048	0.0792817882	0.1301246692	-0.0298763252	-0.0337043306	-0.1569984116	0.1816251552	0.1460268939	-0.0791580194	-0.0203593785	-0.0262113084	0.1577523508	0.0035004398	0.1240256802	0.1239985182	0.1239532527	0.1238898902	0.1238084399	0.0	0.0523127	-0.0199870999999999	0.0027366185812899	0.0003994841664099	0.167212	0.018687	0.027959852944	0.000349203969	0.0669686	0.00846	7.157160000000004e-05	0.00448479338596	7.496459999999998e-05	-6.0468400000000005e-05	3.6564273985600005e-09	5.619691253159998e-09	-0.00383383	0.00119615	1.4307748225e-06	1.46982524689e-05	0.00303827	-0.00029244	8.552115360000009e-08	9.2310845929e-06	0.0
4543.28032759545	5.84612983914576	34.17723409615044	20641396.13511582	11591.222082259132	-32.31304080225709	134356429.36025172	1044.1326058883317	4431.566458971501	15.846751163006047	251.1195224222335	19638781.280281205	4893.538706040562	8233.426876003823	1.157949	49.327446	0.14560958	0.0662929	-0.1080169461	0.0709604074	0.1887137784	-0.0934223431	-0.1574814615	-0.0393241049	0.0281107197	0.1632028685	-0.059454446	0.2570227435	0.0382642734	0.0879338682	-0.0290660678	-0.1550981677	0.1597910785	0.0241033071	0.0123405919	-0.0623855414	0.0388560276	0.1205542878	-0.1526624986	0.1287380132	-0.0010649459	0.1219535528	-0.0443005476	0.0221735101	-0.0035971606	-0.0192607285	0.2095112463	0.0097170684	0.0128903924	-0.2805610358	-0.1052327204	-0.0633421039	-0.1747941672	0.0852009722	-0.0006817524	-0.0494931248	-0.0665926147	-0.0507369383	0.088540225	0.0618435352	0.0165668877	-0.0142274721	-0.0772278142	-0.1096229946	-0.1393583393	-0.0418952264	0.0569159801	0.0458348276	-0.1247894579	0.0850052694	0.0770724705	0.0414227549	-0.0599063293	0.013831769	-0.0206785114	0.1395642164	-0.0236815118	-0.013859668	-0.0477780984	0.0290423434	-0.0187294404	0.1227317795	-0.0630413857	0.1960407076	-0.0204222227	0.0019616973	-0.0692648051	-0.1634601513	0.0724081655	-0.0721996978	0.2570353366	-0.1159926878	-0.0006195596	-0.238770343	0.0182300677	-0.0933608119	0.0348703801	0.0650709449	-0.0271210503	0.1234847336	0.0952436998	-0.1092721995	-0.0140273884	0.0719190778	0.06453022	-0.0165567803	-0.070729266	-0.0798048998	0.021869928	-0.0627904432	0.1138144749	0.0161039582	0.1068895799	0.0584064067	0.0029258348	-0.0459534337	-0.0288706517	-0.1335065664	0.1085325265	-0.0453317442	0.0430041617	-0.0964384839	-0.0445653702	0.0016749731	-0.0336043588	-0.1259799065	-0.0527940385	-0.0994912286	0.1239532527	0.1237089139	0.1233020394	0.1227331636	0.1220030341	0.0	0.090862	0.0385493	0.008255903044	0.00148604853049	0.205064	0.037852	0.042051244096	0.0014327739039999	0.0754053999999999	0.0084367999999998	7.117959423999826e-05	0.0056859743491599	-0.000251235	-0.0003261996	1.0640617904016e-07	6.311902522499999e-08	-0.00329459	0.0005392399999999	2.9077977759999986e-07	1.08543232681e-05	0.00268828	-0.00034999	1.2249300010000008e-07	7.2268493584e-06	0.0
4530.522197901863	-12.758129693586852	162.76987327838256	20525631.38568153	11526.94718548283	-64.27489677630183	132870511.41691051	4131.262355604255	4423.969456539154	-7.597002432346926	57.71444595708511	19571505.75239133	4904.217094042792	8222.893840808547	1.306245	55.644737	0.38930235	0.216089	0.0989140629	0.069694312	0.0287486383	-0.014877937	-0.0357862593	0.0857398214	0.1044571214	-0.0950498374	-0.0370610665	0.1475936049	-0.1237980283	-0.0097983907	-0.0319148435	-0.2150135826	0.0971421512	-0.0973591916	0.2324252635	0.0296121982	0.1042530624	-0.1219677786	-0.119423769	0.0291213657	0.239448159	0.0089309018	0.0536246848	0.0067786538	-0.0996511453	-0.0321351757	0.0693000193	-0.0533669433	0.1146023006	-0.0451820704	-0.04669718	0.0354657423	-0.0679873162	-0.0442342247	-0.1196329407	-0.057358637	0.0779650567	0.0361161412	0.0048907293	-0.0753905905	0.0315377742	-0.0815605301	0.0474714794	-0.2071021005	0.1369530618	-0.027438852	0.0175640308	-0.2060076737	-0.0650643161	-0.0646136756	0.0652453143	-0.0959201085	0.0451799714	-0.129476286	-0.0562519744	0.1665783818	0.033261931	0.151900536	-0.0078609884	-0.0378210892	-0.0337817993	-0.0925801561	0.1495703398	-0.1495093369	0.0684391254	-0.0114392233	-0.1850203383	-0.2543444204	0.0385753145	-0.0696936858	-0.0767716989	-0.1155278555	0.0191093541	0.0069101781	0.0735200738	-0.1053657647	-0.0230234615	0.0014481518	-0.0324992281	0.0615143361	-0.075411697	-0.0227634944	-0.0322192986	-0.0220996217	-0.0885572826	-0.0642347924	-0.0641159743	-0.056093999	-0.0951082256	-0.0197454939	-0.1419365295	0.026968376	0.0732152804	0.0028726132	-0.0848477809	-0.0050852672	-0.238552743	-0.0702940401	-0.0383563879	-0.0207590732	-0.0835236349	-0.1801113974	0.1305188703	-0.0256664776	0.0191039665	0.1398019082	-0.127152221	0.1076150323	0.1238084399	0.1231303817	0.1220030341	0.1204305106	0.1184185493	0.0	0.126815	0.035953	0.016082044225	0.001292618209	0.145107	-0.0599569999999999	0.021056041449	0.0035948418489999	0.0229033	-0.0525020999999999	0.0027564705044099	0.00052456115089	0.00350249	0.003753725	1.4090451375625e-05	1.22674362001e-05	-0.00244877	0.00084582	7.154114724000003e-07	5.9964745129e-06	0.00247002	-0.00021826	4.7637427600000035e-08	6.100998800399999e-06	0.0
4522.8653585551965	-7.656839346666857	58.62718878066574	20456311.051618624	11447.580759843811	-79.36642563901842	131047105.25314622	6299.02951871384	4415.261579799652	-8.707876739501444	75.82711731035029	19494534.81805492	4881.900944294043	8199.904505258195	1.192933	50.817753	0.1518572	0.0808520999999999	0.0960322234	-0.0971441058	0.1227967602	0.0406655545	0.0041655365	0.0999180293	-0.1480504131	0.0251100311	0.0916631482	0.08683685	0.1283159745	-0.0629624366	-0.0759467432	-0.1327558879	-0.0018635295	-0.0945664606	-0.0410515933	0.0818382301	0.2312566645	-0.0599154673	-0.0333771951	0.0420669819	0.1536570697	0.0784245121	0.0184399104	-0.0980833375	0.0215088871	0.0768520766	-0.153516208	0.034746952	0.0352393695	-0.0102944371	-4.64205e-05	0.0531960878	0.1419498795	-0.0919023947	0.0562126081	0.0382740746	0.0757696743	-0.0180517378	-0.0668124696	0.1659616383	0.0144800726	0.0989230254	-0.2437066668	0.0680460826	0.1494450896	-0.0370532176	0.0142271464	0.083553643	0.0190340724	0.0585380063	-0.1075761761	0.0583959348	-0.0133736987	0.0756580487	0.0266001341	0.0401753742	-0.1157123115	-0.1799470702	0.0741715579	-0.0218549569	-0.0104397961	-0.0903798295	0.0265548554	-0.0237830833	-0.0845204539	0.0650275514	0.0705250952	-0.1596895341	0.0765054093	-0.030745503	-0.1159317817	0.145411161	0.0846998886	-0.0066630366	-0.0178283575	-0.0045939278	0.0274681601	0.0726588596	0.0477907636	-0.1147909748	-0.0434944957	-0.0269053876	0.0650892433	-0.063575794	-0.0157335489	0.1542266484	0.0461454496	0.1231822118	0.090681109	-0.1339884152	-0.020150022	-0.1703318937	0.0971150697	0.0707755296	-0.0351141568	0.0417067067	0.1254007402	0.1110688326	0.0539362531	0.1056352109	-0.0356321838	0.0901092597	-0.1625011513	0.0926100046	0.022862368	0.1541108288	-0.0985692273	-0.0655150223	0.1235913266	0.1222642728	0.1200630614	0.1170034304	0.1131072554	0.0	0.0737352	-0.0530798	0.00543687971904	0.00281746516804	0.110429	-0.034678	0.012194564041	0.001202563684	0.0278537	0.0049503999999999	2.450646015999997e-05	0.0007758286036899	0.00253899	-0.0009635	9.2833225e-07	6.446470220100001e-06	-0.00237319	7.558e-05	5.7123364000000015e-09	5.632030776099999e-06	0.00232612	-0.0001438999999999	2.0707209999999933e-08	5.4108342544e-06	0.0
4513.839474903961	-9.025883651235745	81.4665756856447	20374746.805201262	11507.7322623441	60.15150250028819	132427901.82179524	3618.203253042176	4417.841317808628	2.579738008976165	6.655048194956306	19517321.90933708	4882.502878835453	8098.551168195318	1.248799	53.19759	0.1275137	0.0756985	-0.1117889045	-0.0284258418	0.0956793154	-0.0414233622	-0.1415150756	-0.0990504552	-0.0435085412	0.1207369419	0.0322132796	0.1011605573	0.1456820225	0.0257754495	-0.1504093948	0.0780501256	0.0143711344	0.0004216622	-0.1877930057	-0.0552174858	0.2048175046	0.0305210128	-0.0482066585	0.0925021924	0.0239741299	0.0997188882	-0.1181861972	0.0163410933	-0.0092368497	-0.0031864191	0.1207502686	-0.1053944756	-0.2661655433	0.0378776149	-0.0352536794	0.0292525395	0.0928556549	-0.0645039291	0.0140789465	0.0657600648	0.0582689436	-0.0384421149	0.030818455	0.0103553439	0.0988515785	0.0430636802	-0.0647706185	0.0686749195	0.0243628168	0.0009431674	-0.0309920527	0.0674506324	0.031160367	0.1017423584	-0.0775629845	0.015248896	0.1845713714	-0.1281395513	0.0581140638	-0.0413662724	-0.0056329912	-0.1024778003	0.0377939951	0.1409901814	0.1667870663	0.0465021746	0.1057116261	0.1310402126	-0.0614059404	0.0439445226	0.0569200684	-0.1046495071	0.0916734255	0.0421949105	0.0663374047	0.0780190787	-0.0067831192	-0.0615294022	5.50937e-05	0.175361951	-0.1440162357	-0.1295169775	-0.0544174631	0.0291865571	-0.0454908263	0.0231719365	0.1484995145	0.0612128802	0.0890717047	0.0768282779	-0.0553495694	0.0361448077	-0.053167221	0.0034830617	0.042048652	-0.0958507724	-0.0566655558	0.0849973286	0.0212224695	-0.0301669696	0.0483810624	0.0359441109	-0.0232055774	0.2344436518	0.247341803	-0.0357671557	-0.0654126572	-0.0551784346	-0.1233721762	0.0697205274	0.1460716662	-0.0578094471	0.1233020394	0.1211126101	0.1174923133	0.1124839207	0.106146603	0.0	0.0649466	-0.0087886	0.0042180608515599	7.723948996000013e-05	0.0955946	-0.0148343999999999	0.00913832754916	0.0002200594233599	0.0387379	0.0108842	0.00011846580964	0.00150062489641	0.00123139	-0.0013076	1.7098177600000004e-06	1.5163213321e-06	-0.00182066	0.0005525299999999	3.052894008999999e-07	3.3148028356e-06	0.00232612	0.0	0.0	5.4108342544e-06	0.0
4508.771197569219	-5.068277334741651	25.68743514185594	20329017.71202977	11516.438551351428	8.70628900732845	132628356.90705338	75.79946827912822	4413.1151196765895	-4.726198132038917	22.336948783288147	19475585.05951812	4876.214588548969	8182.292682125328	1.192731	50.809124	0.1127095	0.0637615	-0.0115722004	0.1452702277	0.1192131111	-0.0358996083	-0.0606107223	0.0440306896	0.1697802206	0.0530295287	-0.022643924	-0.0675155643	-0.0299238606	-0.0715851534	-0.0869468378	-0.0992276729	-0.1408670253	0.0175346547	-0.0192802367	0.0511570489	-0.0315974226	0.1114017117	-0.0354020943	0.0268567589	0.0460505304	-0.1105370252	-0.0698679371	0.1240680079	-0.0374080505	0.096581215	-0.0070041258	0.0552699496	-0.1112572415	0.069180327	-0.0906084053	-0.0388675654	-0.0497689119	0.0315197635	0.0897431389	-0.0127980913	-0.0004654871	0.0207455986	0.2816586259	0.1081719531	-0.0440356551	-0.0547776416	0.0496341054	0.0494151167	0.0530605697	0.059968298	-0.1191670977	-0.0194863724	0.0218638048	-0.0613333643	0.0923002328	-0.105801449	-0.0882409067	0.0667772179	-0.1202144583	-0.0829550289	0.0359067976	0.000681979	-0.0220415269	0.02752578	-0.122350213	0.0560994095	0.145981604	0.0936970147	0.040836777	0.0700988162	-0.158092334	0.0242508176	-0.074662476	0.0280887466	0.0333770331	0.069989688	0.074930872	0.0624845847	-0.1050347732	0.0274610144	0.0021176052	-0.0483557958	-0.0054482355	0.1500994034	-0.0039468833	-0.038817667	0.0436234535	0.1481847267	0.0791470681	-0.0827383945	0.1316617615	0.0992412648	-0.1810485499	0.057421553	-0.0036313019	-0.0867723033	-0.0318122863	-0.155888527	-0.0515612414	0.0164606676	-0.0190430815	0.08433265	-0.0134798247	-0.0494641822	-0.1326681059	0.1034450742	0.0996460983	-0.1089103075	-0.1057185386	-0.0694033419	-0.0762176416	0.1265625064	0.1229407472	0.1196780832	0.1143042958	0.1069141789	0.0976380941	0.0	0.0106222	-0.0543243999999999	0.00011283113284	0.0029511404353599	0.0841337	-0.0114608999999999	0.00707847947569	0.0001313522288099	0.0386942	-4.370000000000068e-05	1.9096900000000602e-09	0.0014972411136399	0.00137302	0.00014163	2.0059056900000004e-08	1.8851839204e-06	-0.0013302	0.00049046	2.405510116000001e-07	1.7694320399999995e-06	0.0020206	-0.00030552	9.334247040000007e-08	4.08282436e-06	0.0
4507.980041396202	-0.7911561730170433	0.6259280901029738	20321884.053626504	11462.85124495998	-53.58730639144778	131396958.66408058	2871.5994062909003	4407.857473371029	-5.257646305560229	27.642844674371123	19429207.50555284	4878.399684499256	8088.438890449117	1.178714	50.212021	0.301062592	0.136036	0.1206487575	0.0555888203	-0.116877822	-0.0617353673	0.1171068366	0.0651648049	0.0906562152	-0.0624536787	-0.0522084175	-0.0447493768	0.0241656013	-0.0114425766	0.0694112829	0.1033787401	-0.0430275308	-0.0977059703	0.0489414929	0.0791397003	0.0463325377	-0.1584294251	0.1579478077	-0.084150239	-0.0316344079	-0.0399338941	-0.0831201481	-0.0511995306	-0.0239880701	-0.0100592463	-0.0473698534	0.0221063132	-0.0127507322	-0.0018395014	-0.0692304789	-0.1036768864	0.0941374517	0.0757456138	-0.0850492915	0.016500628	-0.0657621273	-0.0612632376	-0.0690931924	-0.1013807209	0.1344774432	-0.0320760443	0.0064053081	0.0502572574	0.0051029121	-0.0550320149	-0.1659064776	-0.01154851	0.0494365839	0.1237253703	-0.0386499715	-0.1096892401	-0.0464899516	0.0234122751	0.1094284029	-0.0297355848	-0.0761442008	-0.0926213043	-0.0054792512	0.0860091927	-0.0553242709	-0.0687988081	-0.0819906799	-0.1330177484	0.0392019122	0.0994574885	0.0063962665	0.1395533369	-0.0441805622	0.1440341908	-0.0449644589	-0.0579703113	0.0018524378	-0.0186595626	-0.0431430727	0.0845994049	0.0804168775	0.0574316857	0.0975712623	0.0180368592	-0.1786790323	-0.0067355239	-0.0513816057	-0.1007132615	0.0550714159	-0.0256090783	-0.0713308749	-0.0196569415	-0.0545093777	-0.0304868711	-0.0291454574	-0.0178239609	-0.029640342	-0.0876043094	0.2114417477	-0.0545323088	0.0702822784	0.0283587676	-0.0151006284	0.0688086756	-0.0407105775	-0.0353392101	-0.1147290744	0.1206917524	-0.0722616617	1.94896e-05	0.033950186	-0.0302156548	0.1225076612	0.1179640426	0.1105157577	0.1003462082	0.0877058019	0.0	-0.0192905	-0.0299127	0.0003721233902499	0.00089476962129	-0.000935742	-0.085069442	8.75613090564e-07	0.0072368099621913	-0.0330295	-0.0717237	0.00514428914169	0.00109094787025	0.00254155	0.00116853	1.3654623609000002e-06	6.4594764025000005e-06	-0.0007896449999999	0.000540555	2.9219970802510805e-07	6.23539226024842e-07	0.00144255	-0.00057805	3.341418025000001e-07	2.0809505025e-06	0.0
4498.827299935274	-9.152741460928157	83.77267625059326	20239447.074642908	11407.534252374431	-55.31699258554909	130131837.71909589	3059.9696687096925	4419.272783305645	11.415309934615834	130.30930090333896	19529971.933266025	4894.688915969439	8066.920547268364	1.188442	50.626457	0.276848612	0.149841	0.0603551162	-0.1202200387	-0.1114009789	0.1085659802	0.1769085951	-0.0231860398	-0.1162541664	-0.1931755045	-0.0059732765	-0.1051191904	-0.0993725388	0.0024199871	-0.068241306	-0.1359591348	-0.068886767	0.0433660722	-0.0240084535	-0.054644606	0.148528792	-0.0747679366	0.0432474971	-0.1445973883	-0.1199921957	0.1502334587	0.184365807	-0.0539023022	-0.0081967689	-0.0924543767	-0.0115763759	-0.0930995516	-0.0468534983	-0.1182666674	0.034963468	-0.0163675484	0.0302753546	-0.1039433512	0.0459361807	0.0275227311	0.0227331191	0.1837036038	-0.0013702548	0.1204084557	0.0441451076	-0.0149561679	-0.1478487815	0.0363504133	-0.0267698372	0.1160281998	0.1408764081	-0.119212921	0.0215902408	0.0021140123	-0.1094954002	-0.045573573	-0.0200392164	0.1078068563	0.0500469258	-0.0086203083	-0.0148330903	-0.0262247481	0.0055940058	-0.0380457852	0.0433746437	0.0222064834	-0.1616438607	-0.2169152047	0.0051251257	-0.1331858284	0.1207225989	0.1402284432	0.0752034276	-0.1668247082	-0.030686269	-0.0055818277	-0.0208818773	-0.1137772657	0.072128973	0.0109587771	-0.0366125271	-0.0106626011	0.0167563143	0.0415847874	0.0551388134	0.0610794394	0.1201245966	0.0207035227	-0.087252229	-0.1347122272	0.0971684299	0.0687543195	-0.0121951305	-0.031017475	0.1054722768	-0.0132584735	0.1347920234	0.1697987536	0.0203438332	-0.1369835625	0.0477206287	0.008747213	-0.0512641921	0.0214878319	-0.0359290228	0.0946065432	-0.0253865613	0.0264414802	-0.0651913047	0.0330273387	-0.051517983	-0.0517949927	0.1220030341	0.1159744915	0.106146603	0.092841332	0.0764945617	0.0	-0.00507478	0.0142157199999999	2.5753392048400003e-05	0.0002020866951183	0.105913	0.106848742	0.0112175635689999	0.0114166536669825	-0.113356	-0.0803265	0.0064523466022499	0.0128495827359999	0.00370263	0.00116108	1.3481067664e-06	1.37094689169e-05	-0.000714762	7.488299999990002e-05	5.607463688985026e-09	5.10884716644e-07	0.00116936	-0.00027319	7.46327761e-08	1.3674028095999998e-06	0.0
4502.885521814515	4.058221879241501	16.469164821154415	20275978.02256678	11430.943210415542	23.408958041110964	130666462.67974518	547.9793165704937	4415.032023713588	-4.240759592056747	17.98404191762131	19492507.770416506	4876.857849293618	8028.868260911341	1.206426	51.39254	0.3299746600000001	0.160791	-0.1058945711	-0.0788368602	0.0089663195	-0.0022841101	0.0241347679	-0.1148165433	-0.0320770705	0.0368393984	0.0449057246	-0.180300398	0.0349602362	-0.15557174	-0.0229354408	0.0298192482	0.1023443288	0.0309451544	-0.0076393963	0.0814031488	-0.0165718356	0.1613762704	0.0595328365	-0.1892717688	0.0769319555	-0.0792353456	0.0299222035	-0.0233366546	-0.1274684682	0.083692869	-0.0883500507	0.0782152535	-0.001229062	0.1030534761	0.0915146396	0.1519708688	-0.0306307976	0.0311068339	-0.0119190221	-0.0223731275	-0.1371087446	0.1470151973	-0.1529497327	0.013069169	0.041184421	0.0967400765	-0.1825854092	-4.2777e-06	-0.0495417007	-0.0413002169	-0.1940749892	-0.0073707461	-0.1741183688	0.068303115	0.1014890427	-0.0437014207	0.0953994373	0.0923177349	-0.0705828084	0.0879164305	0.0667622517	0.0008800779	-0.0152180022	-0.0173664929	0.0547213034	-0.1420714559	-0.0318839548	0.1093877483	0.1093045374	-0.0389658123	0.043061306	0.0975050818	-0.0253495137	-0.0396396627	-0.1788895276	0.0515504234	0.2217149513	0.0681069261	-0.0814482163	0.0649170459	0.0487102124	-0.0751439318	-0.0805813593	-0.0881812317	0.0342597729	-0.0573342057	-0.135296886	-0.062014664	0.0239815939	-0.0705051723	-0.0448205436	-0.0386414267	0.1037420802	-0.0254513611	0.0826498894	-0.2532022689	0.0913866544	-0.0327647463	-0.0166399736	0.0566383898	-0.1242216733	-0.0158474874	-0.1276973528	0.1482116987	-0.0532178226	-0.0498114076	-0.0243503546	0.0387655655	0.0350797973	-0.0185384512	-0.1562686821	0.0375302386	0.1214271607	0.1137140766	0.1012197857	0.0844696213	0.0641678585	0.0	-0.0424546	-0.03737982	0.00180239306116	0.0013972509432324	0.00925376	-0.09665924	8.56320741376e-05	0.0093430086773775	-0.0622463	0.0511097	0.00261220143409	0.00387460186369	0.00163608	-0.00206655	4.270628902500001e-06	2.6767577664e-06	-0.000419951	0.0002948109999999	8.691352572099998e-08	1.7635884240100004e-07	0.000634203	-0.000535157	2.86393014649e-07	4.0221344520899993e-07	0.0
