global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00
4858.756592651156	n/a	23607515.626631077	n/a	10487.65191137098	n/a	n/a	109990842.61408336	4556.1705891074935	n/a	n/a	20758690.43704812	4603.339143180291	9213.610388101177	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0200361	n/a	0.00040144530321	n/a	-0.0539851	n/a	n/a	0.00291439102201	-0.0911663	n/a	n/a	0.00831129425569	0.00422995	n/a	1.7892477002499996e-05	n/a	-0.000784067	n/a	6.147610604890001e-07	n/a	0.000937012	n/a	8.77991488144e-07	n/a	0.0
4847.353713078818	-11.402879572337952	23496838.019699004	130.02566254124216	10417.13540649414	-70.51650487683946	4972.577460045323	108516710.07723384	4549.006077220748	-7.1645118867454585	51.33023057531697	20693456.2905913	4595.709743844524	9186.904472791784	1.228545	38.042351	0.0647096089999999	0.0376592	-0.02633311	-0.1457873791	0.1116553663	0.0075035546	-0.0853930292	0.103612444	-0.0328292065	0.0306660896	0.1497776362	-0.0247534933	0.2244475274	-0.012214669	0.1772917203	-0.0566195666	-0.0379118292	0.059154702	-0.100823855	0.1214307616	-0.0462717999	0.049555641	-0.0133968495	0.144761827	-0.0794999143	0.1573382446	-0.1221224601	0.0028178292	0.055886997	-0.141819713	0.0012441568	0.0828553354	-0.0433894896	-0.1262489934	0.2007655496	0.0365211662	0.2358996185	-0.0976636763	0.1841748634	0.0243654302	-0.0706157635	-0.0068383139	-0.1044279621	0.142349247	0.0332266011	-0.0482555929	-0.0839095793	-0.1043982137	0.0637346582	-0.057748992	-0.0236534708	0.0653001684	-0.0951781841	0.156087249	-0.0311848248	0.0638160798	-0.0050506751	0.0940363317	-0.0554629348	0.1523904485	-0.0856707491	0.0124224619	0.0485916537	-0.1241201385	0.1317649339	-0.08056881	0.1361500353	0.1373450849	0.1174607671	-0.1861719313	-0.0334819966	-0.0822845689	0.1961967313	-0.071088539	-0.0308562712	-0.1427007317	0.1186314186	0.1482613018	-0.0856669762	-0.0395764437	-0.0419769639	0.0816470845	0.0049594867	0.1466261977	0.1465634515	0.1464588945	0.1463125564	0.1461244791	0.0	-0.000314641	0.019721459	9.8998958881e-08	0.0003889359450886	-0.0240829	0.0299022	0.00089414156484	0.00057998607241	-0.0914164	-0.0002500999999999	6.255000999999461e-08	0.00835695818896	0.00400412	-0.0002258299999999	1.60329769744e-05	5.09991888999999e-08	-0.00071318	7.088700000000006e-05	5.086257124e-07	5.0249667690000075e-09	0.000937012	0.0	8.77991488144e-07	0.0	0.0
4849.744469829705	2.390756750886794	23520021.422643807	5.715717841910781	10472.417964083705	55.28255758956402	3056.1611736434625	109671538.01446308	4556.637159006579	7.631081785831157	58.23340922204403	20762942.19883955	4604.21080848983	9184.578189263197	1.243301	38.49926	0.059773862	0.0485805	0.0470207774	0.0822388914	-0.1055941178	-0.1714034778	0.0131028003	0.0138358252	0.0241060189	0.0726585759	-0.0378265664	0.0572250208	0.0495178925	-0.0855115101	0.0740101888	0.023150061	0.0424308403	0.068105337	-0.0008023466	-0.1532008386	-0.0692584081	0.0959889458	-0.159001791	0.0795259918	-0.1843370399	0.0287813056	-0.0197497866	-0.077389045	0.0346623419	0.2379430097	-0.1450805068	-0.0498920637	0.0175689722	-0.0652354233	-0.0934066114	0.0054429596	-0.0206465544	-0.0736992862	-0.0493835668	-0.0699002075	0.0401881935	-0.1715093933	-0.1354811548	-0.1451910672	0.2020374437	-0.0129016932	0.0168808424	-0.0063814615	-0.0161968019	0.0492449422	-0.0691982478	-0.0788804797	-0.0529069627	-0.0866489089	0.061055571	0.2313974326	0.1385152298	0.0153750082	-0.1255529364	0.069271851	0.0088793466	0.0152587464	0.1208933878	0.0516103243	-0.1638453771	0.2240378121	0.1117159311	-0.0170119714	-0.0551692364	0.044167043	0.0218469422	-0.1368019288	-0.0217727025	-0.0119166226	-0.1155397656	0.108649592	0.1700831344	-0.1556907857	-0.0168668858	-0.0200904694	-0.0231304907	0.0487473885	-0.0252540883	0.1464588945	0.1458947161	0.1449560281	0.14364524	0.1419657166	0.0	-0.000316103	-1.4619999999999802e-06	9.992110660900001e-08	2.1374439999999424e-12	-0.0205155	0.0035674	1.2726342760000012e-05	0.0004208857402499	-0.0817520999999999	0.0096643	9.339869449000189e-05	0.0066834058544099	0.00313018	-0.0008739399999999	9.798026832400002e-06	7.637711235999995e-07	-0.000656307	5.687300000000004e-05	4.30738878249e-07	3.234538129000004e-09	0.000937013	1.000000000015745e-09	8.77993362169e-07	1.0000000000314906e-18	0.0
4845.287597843215	-4.456871986490114	23476811.90581327	19.863707903960336	10505.580648813044	33.16268472933916	1099.7636584575448	110367224.7687151	4563.32858187348	6.691422866901121	44.77513998368722	20823967.74614343	4613.24890741732	9274.48254692152	1.172616	36.310471	0.0537697429999999	0.0267162	-0.0155827405	-0.0505031019	0.0951121799	-0.1313427917	-0.0215364937	0.0566032509	0.0105278968	0.0540003995	0.0546790543	-0.1086324178	-0.0378343538	0.1061265171	0.1077376233	0.0483432381	0.0575682454	-0.102351184	-0.1009765436	-0.1342107122	-0.0879237642	0.0587563461	-0.0623049629	-0.0770944207	0.1568368769	-0.072331373	0.1139190841	-0.0347984197	-0.0610301671	-0.0980645942	0.0202322366	-0.0490773187	-0.0419168307	-0.060679892	-0.0636875824	-0.0124906396	-6.49966e-05	0.1461812274	0.0940806345	-0.0429840826	-0.0064585005	-0.0427911764	0.0463137127	-0.088304174	0.1133667317	0.1830805297	0.2034176276	-0.0523884102	0.0091198723	-0.0009679739	0.1384609658	-0.0167977393	-0.0651993341	-0.0930667141	0.0192457398	0.110525685	-0.0031821531	-0.0583670002	0.1697061212	-0.164892811	0.0339254469	0.1050963567	-0.0758092787	-0.0322945249	-0.0013758036	0.0354660191	-0.0493523316	0.1086845558	-0.0547030002	-0.03290248	0.0206853598	0.1320639858	-0.0507344227	-0.0855307483	-0.0683120375	0.0174353218	-0.016040124	-0.1720847351	-0.025120448	0.2175200077	0.1163381341	-0.0009215968	0.0647668157	0.1461244791	0.1445602966	0.1419657166	0.1383592329	0.1337665517	0.0	0.00446809	0.004784193	1.99638282481e-05	2.2888502661249e-05	-0.0169241	0.0035913999999999	1.2898153959999986e-05	0.00028642516081	-0.0744163	0.0073357999999998	5.381396163999842e-05	0.00553778570569	0.00306125	-6.893000000000003e-05	9.371251562500002e-06	4.751344900000005e-09	-0.00037455	0.0002817569999999	1.4028770250000002e-07	7.938700704899996e-08	0.000526533	-0.0004104799999999	2.77237000089e-07	1.6849383039999997e-07	0.0
4838.4893901598025	-6.798207683412329	23410979.57868898	46.21562770680642	10481.72025656044	-23.86039225260356	569.318318448104	109866459.53678946	4554.540170536883	-8.788411336597164	77.23617382122956	20743836.16503414	4602.861356774155	9188.588008002062	1.129671	34.980686	0.05887584	0.0349487	0.0755547082	-0.0451346321	-0.0879769291	0.0387484877	-0.0206780457	0.0290758231	0.007704464	-0.0525409526	0.0208560896	0.0151242062	-0.1439200632	-0.0626709634	0.0252824316	-0.1001361977	0.1177068079	-0.132410653	0.0166918677	-0.0648463125	0.0714074965	-0.0846542092	0.0114040561	0.1044703259	0.0483004949	-0.0135888116	0.0257201204	-0.091731686	0.0650919449	-0.2227864297	0.0538334879	-0.0259779018	-0.0194836302	0.0844458127	0.0160909124	0.0629412746	-0.1051532242	-0.0760289619	-0.1660782003	-0.0110129655	-0.1690178028	0.0393403886	-0.1738961518	0.1595631793	-0.1246235625	-0.0495797799	-0.1586051674	0.0245863773	0.2282160276	-0.1450133047	0.1055392208	-0.0478655964	0.0637670046	-0.0984595264	0.021863253	-0.0664339709	-0.0035811545	0.1226842141	0.0111977116	-0.0523951371	0.0504266832	0.1362298167	0.0353086448	-0.1554770224	0.0915261848	-0.1039784582	-0.0852419671	-0.0517527256	0.0179641374	0.1045161902	-0.0339721889	-0.0568249254	-0.0090344923	0.2698770751	-0.0308533563	-0.1698036697	0.1392245613	0.1751909808	0.0687323366	-0.139627439	-0.0982029435	0.0510671724	0.168436124	0.145623333	0.1425662815	0.1375186448	0.1305509005	0.121760336	0.0	0.0023759	-0.00209219	5.644900809999999e-06	4.377258996100001e-06	-0.0421607	-0.0252366	0.00063688597956	0.00177752462449	-0.0914548	-0.0170384999999999	0.0002903104822499	0.00836398044304	0.00332896	0.00026771	1.1081974681600002e-05	7.166864409999999e-08	-0.000356241	1.8309000000000044e-05	1.26907650081e-07	3.3521948100000156e-10	0.000530685	4.151999999999997e-06	2.81626569225e-07	1.7239103999999974e-11	0.0
4829.282723466161	-9.206666693641637	23321971.62316874	84.76271160781023	10443.686515504796	-38.03374105564399	1446.565458687779	109070588.03413671	4556.71162774051	2.171457203627142	4.715226387184207	20763620.85838557	4606.62864858555	9155.932425714307	1.285566	39.808029	0.039437559	0.0206701	-0.1584515432	0.1064673305	0.016740952	0.1665280215	0.0352129788	-0.0661483913	-0.0831126161	-0.001131355	-0.1146788705	0.1160803597	0.1347198383	0.0354911396	-0.0547764073	-0.0716482677	0.0272866663	0.1662990638	0.0329114163	-0.0195838532	0.0931572206	-0.1663117495	0.031092677	0.1679078447	-0.017022578	-0.0083599404	-0.0009156322	-0.0139470149	0.0493305992	-0.0587967034	0.2037739948	0.2018434744	-0.0456403467	0.1067682234	-0.0722743217	0.0553851821	-0.0104341	0.184232981	-0.0181565818	-0.0740788685	0.0905551739	-0.1294398156	0.0317474065	-0.1223740849	-0.1016307819	-0.1662513668	0.1219236936	-0.0100576889	-0.1592877306	-0.0606125866	-0.0966307809	-0.1080419629	-0.0572296908	-0.0118460474	-0.1154569741	-0.1353206212	0.0531437069	0.2013929282	-0.055788103	0.0500404305	0.0262208466	-0.0264652967	0.0289382806	-0.0027704126	0.0949958012	-0.2273889032	-0.0234626226	0.0022987076	-0.1641071269	-0.0305580533	-0.1002427104	0.1442289482	-0.1593263563	-0.0847406657	-0.1068562082	0.1316317064	-0.0392277462	-0.05523461	0.1744402936	-0.0358018063	0.0511273929	-0.1294774715	-0.1919065893	0.1449560281	0.1399217693	0.1316604456	0.1203625908	0.1062887712	0.0	-0.000312509	-0.0026884089999999	9.7661875081e-08	7.227542951280998e-06	-0.0296944	0.0124663	0.00015540863569	0.0008817573913599	-0.0787613	0.0126934999999999	0.0001611249422499	0.00620334237769	0.00318642	-0.00014254	1.01532724164e-05	2.0317651600000012e-08	-0.000328371	2.786999999999999e-05	1.07827513641e-07	7.767368999999994e-10	0.000592062	6.137699999999994e-05	3.50537411844e-07	3.767136128999992e-09	0.0
4832.66968422137	3.3869607552087477	23354696.276792277	11.471503157324207	10433.27649756382	-10.410017940976104	108.36847353144437	108853258.47461756	4557.003305302508	0.291677561997858	0.0850758001730142	20766279.124537986	4605.788418160931	9153.525083697836	1.180757	36.562553	0.056195975	0.0259324	0.0225167243	-0.0130665683	-0.1049506209	0.1009526146	-0.0840967847	0.1252192686	-0.0453132082	-0.0679367041	0.0036176116	0.0938764989	-0.1249380257	-0.0945615233	0.0266722215	-0.0190261456	-0.0492406991	0.0172844577	0.0565611141	0.0837754636	0.0707673194	-0.0104067059	0.020768298	0.0237644227	-5.89298e-05	-0.1613346366	0.0941618695	-0.0910653911	-0.0566277522	0.0731175424	-0.06819617	0.0034046806	0.0421532125	-0.0175913025	-0.0455786089	0.0411511211	0.1044128165	-0.0733489818	-0.0468572044	0.1672778873	0.035514326	0.1821063931	0.3495038796	0.1587770628	-0.1002365785	0.0288902367	0.0427297917	-0.2134467312	0.1352398897	0.0153717163	-0.0737902003	0.0394338065	0.0687219975	0.0530909855	0.0036204382	-0.0444139091	-0.0343629129	0.0530941281	-0.0321956024	-0.09316678	0.155063685	0.0336947684	0.0277665468	0.1424988825	-0.0146846612	0.0654540715	-0.0249492467	-0.0480045707	-0.0018443357	-0.0300496654	-0.0525219459	-0.052869601	0.0111562521	-0.0252611868	0.3169829192	0.0281704096	-0.2220969587	0.226205307	-0.0587575551	-0.0440062015	0.2148103791	0.2340641319	0.1269053559	0.1441233256	0.1366388261	0.124451232	0.1079800393	0.0877921846	0.0	-0.000302334	1.0174999999999964e-05	9.140584755600003e-08	1.0353062499999923e-10	-0.0123764	0.017318	0.000299913124	0.00015317527696	-0.0914731	-0.0127117999999999	0.0001615898592399	0.00836732802361	0.0028853	-0.00030112	8.324956089999999e-06	9.067325440000013e-08	-0.00048086	-0.000152489	2.312263396e-07	2.3252895121000006e-08	0.000522551	-6.951099999999997e-05	2.73059547601e-07	4.831779120999995e-09	0.0
4846.626470435061	13.956786213690975	23489788.14392181	194.7918814146745	10489.203088042934	55.926590479113656	3127.783522618486	110023381.4222094	4558.228534433141	1.2252291306331244	1.501186422552002	20777447.372120503	4607.808753010831	9238.149098392723	1.194097	36.975651	0.041946646	0.0241029	-0.0613797266	0.0138178596	0.0757842981	0.0562804231	-0.0380701674	-0.0786770173	-0.0163940255	0.0614123523	0.044576207	-0.005751902	0.0492984044	0.1528349147	0.0005454483	0.0408199352	-0.0831463275	0.0724215557	0.144998999	-0.204004011	0.1013006022	0.0066795224	0.1919910495	-0.0103329555	-0.0149945664	-0.2059260513	-0.1302261758	0.1390240041	-0.0128069705	0.0236393713	-0.0025782657	-0.093137209	-0.0641707004	-0.0903369451	0.2019784984	-0.0091039428	-0.0818710524	-0.0294890047	0.0903301329	0.1595111945	0.2298030312	0.1019213319	-0.036852509	-0.0612654787	0.0307175073	0.2372129775	-0.1161395948	0.1444859446	-0.0698572001	0.1095841111	-0.113338219	-0.033025988	0.0186926713	-0.2824786533	-0.0677414004	-0.1287122649	-0.1481366651	-0.0660593335	-0.0111458528	0.1100883596	0.1783459198	-0.1520203488	-0.0345000925	0.026436016	-0.0238105129	-0.0181498115	0.0400841721	0.1275137786	0.1706469015	0.0252553311	0.0744666055	0.1273580561	0.21401529	0.0212067113	0.0601867281	0.1221646765	-0.1010111563	-0.0782380862	-0.1235011994	0.1340399978	-0.1566294443	-0.0029505012	0.043448925	0.1431261759	0.1327324313	0.1159649805	0.0936289832	0.0667969964	0.0	-0.000299868	2.4660000000000133e-06	8.992081742400002e-08	6.0811560000000655e-12	-0.00183917	0.01053723	0.0001110332160729	3.3825462889e-06	-0.091467	6.099999999994998e-06	3.7209999999938976e-11	0.008366212089	0.00325735	0.00037205	1.06103290225e-05	1.384212025000001e-07	-0.000656307	-0.0001754469999999	4.30738878249e-07	3.0781649808999985e-08	0.000442031	-8.052e-05	1.95391404961e-07	6.4834703999999995e-09	0.0
4846.582451657666	-0.04401877739474	23489361.46071603	0.0019376527633276	10537.035231004067	47.832142961133286	2287.9139002542925	111029111.45942092	4559.285242256159	1.0567078230178597	1.116631423227144	20787081.920254804	4606.757563554858	9244.275997954566	1.131317	35.031639	0.0506572819999999	0.024572	0.0414243423	-0.0775884329	-0.0203469527	-0.0779881036	-0.0008402855	-0.1189893562	0.0361811189	0.0537700596	0.1136106985	0.0024551141	-0.0844824671	-0.0104976303	-0.1105005631	0.0057791869	-0.0124791249	-0.1875459345	0.0527717666	-0.1389889562	-0.0512079786	-0.0034377018	-0.0546080942	-0.0442197831	0.0085725796	0.0788272857	-0.0391439684	0.0745680284	-0.0939491202	-0.0026317175	-0.1625175021	-0.148602161	0.1561044705	0.1029579335	-0.1480732452	0.0668256115	-0.0787609933	0.0595773701	0.0982660786	-0.1255437329	0.0242887622	-0.0414417012	0.0651006048	-0.0261296709	-0.015406505	-0.0291027296	0.0787516756	0.0315402591	-0.0844764979	-0.0155517332	0.0646060174	0.0500710633	0.099602199	-0.1583767268	0.0747916314	0.0805714999	0.0525161726	-0.0471631004	0.0193104463	0.0402473013	-0.092747204	0.0583101008	-0.1470585476	-0.0090271974	0.0082819387	0.2519736447	-0.0854999712	-0.1755240011	0.0344575352	0.0443993512	-0.085131955	0.0550869133	-0.0244869621	-0.1025493736	-0.1159599717	0.0155323327	-0.0725029382	-0.0728489751	0.0431487254	0.0341541277	0.0472370423	-0.0824817226	-0.0615984017	0.1419657166	0.1282204088	0.1062887712	0.0775710461	0.0439007383	0.0	-0.000284616	1.5251999999999996e-05	8.100626745600002e-08	2.3262350399999987e-10	-0.0208988	-0.0190596299999999	0.0003632694957368	0.0004367598414399	-0.0806746	0.0107924	0.00011647589776	0.00650839108516	0.00348244	0.0002250899999999	1.21273883536e-05	5.0665508099999936e-08	-0.000547683	0.0001086239999999	2.99956668489e-07	1.1799173375999996e-08	0.000359945	-8.208599999999999e-05	1.2956040302500005e-07	6.738111395999997e-09	0.0
4832.767909011562	-13.8145426461042	23355645.662371986	190.84158852103164	10490.937177745574	-46.098053258492655	2125.0305142228253	110059762.86740428	4558.113114350575	-1.172127905583693	1.373883827048015	20776395.163214702	4607.913196263438	9186.786251596106	1.17507	36.386459	0.0632043339999999	0.030561	-0.0970529066	0.0858307085	-0.1023833025	-0.1101111405	0.0573806537	-0.0738060036	-0.0748716189	0.0401634095	-0.0979824786	-0.0064919019	-0.0669016178	-0.0416230795	-0.0264480113	-0.0385694125	0.0458260631	-0.1269822844	-0.1027961943	0.0960983234	0.0812825105	-0.0178257175	-0.0001711144	0.0518451765	-0.0280379852	0.0776962372	0.0274003172	0.2439578424	-0.0675215275	0.0841056872	-0.0631272962	-0.0994996086	0.0773323839	-0.0024397457	0.083770167	0.0186768315	0.1052707166	-0.0207083604	-0.258967432	-0.1009601098	-0.0916660861	-0.1215345229	-0.0906039201	0.2170415544	-0.1350822495	0.0682191004	-0.0489819936	0.0383128749	-0.1905026114	-0.108252463	0.1405669779	0.0312551337	-0.0141661187	0.0828360201	0.0974066901	-0.0861557383	-0.012131171	0.0699022127	-0.0103535704	0.0695702125	-0.0615259512	-0.1117996847	-0.1753239734	0.002393492	-0.1284553171	0.0912306244	-0.0001600017	-0.0126177391	0.1295816491	-0.0996511894	-0.0036258412	-0.1375920341	-0.113107485	0.2219350679	-0.0629962877	-0.0408351871	0.0733804751	0.1811858439	0.1202082823	0.1642655777	-0.0608514242	-0.0463579755	-0.186584887	0.1406432718	0.123123346	0.0955218954	0.0600989683	0.0197550473	0.0	-0.0175246	-0.017239984	0.00030711160516	0.0002972170483202	-0.0232965	-0.0023977	5.748965290000012e-06	0.00054272691225	-0.0914816	-0.0108069999999999	0.0001167912489999	0.0083688831385599	0.0030017	-0.0004807399999999	9.01020289e-06	2.311109475999999e-07	-0.000656307	-0.0001086239999999	4.30738878249e-07	1.1799173375999996e-08	0.000425774	6.5829e-05	1.81283499076e-07	4.3334572409999995e-09	0.0
