global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14
5301.7129848127	n/a	n/a	28108160.573331587	13923.877397115955	n/a	n/a	193874361.7699166	4786.426047607669	n/a	n/a	22909874.30921717	5133.900051070466	9638.016911227223	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0519263	n/a	0.00269634063169	n/a	-0.0178974	n/a	n/a	0.00032031692676	-0.254658	n/a	0.064850696964	n/a	0.000443703	n/a	n/a	1.96872352209e-07	0.00144926	n/a	n/a	2.1003545476e-06	-0.000132578	n/a	1.7576926084e-08	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5310.578741033456	8.865756220756339	78.60163336587972	28202246.564716488	13959.028469715948	35.1510725999924	1235.5979049299367	194854475.8183404	4800.983736136564	14.557688528895596	211.9262953043384	23049444.834647804	5147.687021557595	9619.08869056204	1.005002	36.799278	0.0833794499999999	0.0465843	-0.0541559401	0.0351033867	0.0685400924	0.0604238012	-0.0542746976	0.0664436785	0.0317529144	-0.0162963906	0.0475453667	-0.0857789928	0.037809456	-0.0595163383	-0.0263659003	0.1076627078	-0.1018043747	0.2165997845	-0.0444005731	0.0197556205	-0.1146299876	0.0599419803	-0.0977648964	0.0656531114	-0.0312240839	0.081355767	-0.1824372963	0.0264839451	0.1281813586	0.1514095152	-0.0276990358	-0.0304005202	0.0716304819	0.0190556985	-0.1266043825	0.0289474148	0.0631448355	0.0306791577	0.0299689436	0.223310445	-0.2356841789	0.1037287911	0.0872386909	0.0560167855	-0.1500697282	-0.0882707554	-0.0408105937	0.0376589596	-0.0050723932	-0.0497025176	0.0485002924	-0.1571149114	0.1533679097	-0.0614939463	0.0716524624	-0.0895677288	0.0973916218	-0.127616712	0.0504017405	-0.0034304431	-0.1338059295	0.1482063713	-0.0512546978	-0.0658531584	0.0233812592	0.0292824084	-0.117415197	-0.0609981581	0.0392754114	0.1500657233	-0.0900148778	-0.2972588161	0.1279063169	0.0987675072	0.0515658329	-0.0825118247	-0.1390034345	0.043176591	0.1123810278	0.1466261977	0.1465634515	0.1464588945	0.1463125564	0.1461244791	0.0	-0.0583551	-0.0064287999999999	0.00340531769601	4.132946943999998e-05	-0.0249559	-0.0070584999999999	4.982242224999999e-05	0.00062279694481	-0.215657	0.039001	0.046507941649	0.001521078001	0.000453526	9.823000000000004e-06	9.649132900000007e-11	2.05685832676e-07	0.00194302	0.00049376	2.437989376e-07	3.7753267204e-06	-0.000246818	-0.0001142399999999	6.091912512399999e-08	1.3050777599999996e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5294.610064498985	-15.968676534471342	254.9986302625757	28032895.735093944	14034.961096854831	75.93262713888362	5765.763864212725	196980132.99022856	4792.722711669181	-8.261024467383322	68.2445252507059	22970190.99094959	5148.056256910072	9694.759210697412	1.037665	37.995232	0.0578321699999999	0.0334649	-0.0790929955	0.0494527435	-0.0201446865	-0.0341705535	-0.0701594542	0.0534046713	0.0528481259	0.0246520121	-0.0772721879	0.1951645825	0.0117895914	-0.0258213885	-0.2384045767	-0.025030386	-0.1680803213	0.0654960244	0.3217053691	0.1454500749	0.0623047821	0.1176650526	-0.0612030025	0.1518896973	0.0002214557	-0.0223699597	-0.006236153	0.1592186249	-0.0026428141	0.0771108303	-0.1052159549	-0.1109776096	-0.1331293996	0.1953294504	0.0926345585	-0.0568417268	-0.1105487803	0.1192684075	-0.2458262621	-0.1272640086	0.0708138758	-0.0672629343	-0.1208643288	-0.015315064	0.1516471442	-0.0195328529	-0.0795897432	0.0407076586	-0.101223085	0.2053239708	0.1825296793	0.0377811243	0.207499941	0.2031263373	0.251513716	-0.0092658672	-0.0611348655	-0.0218422961	0.1022122925	-0.0395668736	0.0183892849	0.0912157755	0.1113783232	-0.1221703338	-0.2004310935	0.021626227	0.0516195189	0.1566336067	-0.0198866454	0.0154253625	0.0033235855	0.2644289534	0.1737525925	-0.1699881309	-0.1707675926	-0.1018995577	0.0131277572	0.0081542912	-0.0235557399	0.1464588945	0.1458947161	0.1449560281	0.14364524	0.1419657166	0.0	-0.0594823	-0.0011272	0.00353814401329	1.270579840000004e-06	-0.00250643	0.02244947	0.0005039787032809	6.2821913449e-06	-0.20098	0.0146769999999999	0.0403929604	0.0002154143289999	0.000461723	8.19699999999999e-06	6.719080899999983e-11	2.13188128729e-07	0.00156266	-0.0003803599999999	1.4467372959999998e-07	2.4419062756e-06	-0.000249831	-3.0130000000000066e-06	6.2415528561e-08	9.07816900000004e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5299.046162880504	4.436098381519514	19.678968850520054	28079890.2363386	13978.411428169582	-56.549668685249344	3197.86502841147	195395986.055182	4786.89003192836	-5.832679740820822	34.020152958981654	22914316.177775096	5134.259115803655	9655.449099123263	1.043019	38.191307	0.05136178	0.0289012	-0.0048970584	-0.0043355221	0.0959086786	0.002632308	-0.009914473	0.0457702133	0.0448942754	-0.0212243997	-0.1077592489	-0.1139086113	0.048868216	-0.0672092539	-0.0047316006	-0.1318585777	0.1473764496	-0.1988847828	0.0111306123	-0.0470808586	0.1866562692	-0.0878740119	-0.1290563255	-0.1257258644	-0.1029394321	0.0273239142	-0.0132393906	0.0398749639	-0.1503035368	-0.052164788	-0.0924616071	0.1337164813	0.0751677023	-0.0978161323	0.0769548439	0.0492005775	-0.050598128	0.0174995164	-0.1020426355	-0.0157918557	-0.0784927412	0.1560076986	-0.0622468938	-0.0024687147	-0.0447502857	-0.1154570533	-0.025600396	0.0659047286	0.0234836772	0.0157657139	-0.0244281096	0.1827171472	-0.2016594218	0.0300697743	-0.0519718425	0.1123944236	-0.2098652645	-0.1330432277	-0.1730809971	-0.0115620085	-0.0383664727	-0.1390313494	0.034863134	-0.0533604292	0.0809451802	-0.0777094268	0.0292278379	-0.1364951326	-0.0899911157	-0.0489099095	0.0497072175	0.0386793686	0.0220460568	-0.0240845665	-0.0404810015	-0.0877821129	-0.1594428833	-0.0986945	0.0500038798	0.1461244791	0.1445602966	0.1419657166	0.1383592329	0.1337665517	0.0	-0.0547491	0.0047332	0.00299746395081	2.240318224e-05	-0.00252761	-2.1179999999999984e-05	4.4859239999999926e-10	6.3888123121e-06	-0.175098	0.0258819999999999	0.030659309604	0.0006698779239999	0.000607172	0.000145449	2.1155411601000007e-08	3.68657837584e-07	0.001356	-0.00020666	4.27083556e-08	1.838736e-06	-0.000187432	6.239900000000001e-05	3.5130754623999994e-08	3.893635201000001e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5311.186721193592	12.14055831308815	147.39315615349378	28208704.38738314	14002.302963973336	23.891535803753868	570.805483062053	196064488.29489645	4794.1951347636505	7.305102835290199	53.36452743416491	22984306.990191456	5143.144819436614	9651.417923679555	0.978196	35.81773	0.0567601049999999	0.0256932	-0.010474808	-0.013898979	0.1631860819	0.0097091254	0.0149107362	0.0436838125	-0.0415188639	-0.058859788	0.0078574884	-0.0956700269	0.0085872768	-0.0647595793	-0.0094308155	-0.0896834926	-0.0721810691	-0.1292696164	-0.0415485174	-0.1791639004	-0.0285220911	0.2860878096	-0.1123932217	-0.1282256726	0.0055581112	0.1463408954	0.0854169557	0.0601238524	0.1103119496	0.0712270679	0.0065862066	-0.090001527	0.0975653559	-0.2265019619	0.0326266323	-0.0510332859	-0.1016328732	-0.0455825588	0.0837942957	0.1463796442	-0.1883934968	-0.1038785822	-8.88052e-05	0.1627671882	0.2100480718	0.2163995994	-0.0029421083	0.0450029377	-0.0209010315	-0.0155792532	0.0366174115	0.1847082896	-0.0330399495	-0.0842141556	-0.0221158288	-0.2899019086	-0.0816913149	-0.0237894673	-0.1519917966	0.0478804927	0.1185568536	0.1703365027	0.0613628145	-0.0039319809	0.0520359636	0.1085787312	-0.0070251096	-0.1884336433	-0.1402541512	0.0454061923	-0.1923027196	-0.1316637554	-0.1048389119	0.0302279767	-0.0499414235	-0.1085987938	-0.0459240367	0.0790847432	-0.0216153982	0.145623333	0.1425662815	0.1375186448	0.1305509005	0.121760336	0.0	-0.0581606	-0.0034114999999999	0.00338265539236	1.1638332249999985e-05	-0.0160624	-0.01353479	0.0001831905403441	0.00025800069376	-0.159261	0.0158369999999999	0.025364066121	0.0002508105689999	0.000431134	-0.000176038	3.0989377444e-08	1.8587652595600002e-07	0.0015608	0.0002048	4.1943039999999993e-08	2.43609664e-06	-8.87337e-05	9.86983e-05	7.87366951569e-09	9.741354422889998e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5304.576031033569	-6.610690160023296	43.70122439182883	28138526.869015854	14015.239884855851	12.936920882515553	167.36392192046694	196426949.03005427	4797.167246572651	2.972111809000125	8.833448605197999	23012813.591589425	5145.080823360254	9626.249376145404	0.990065	36.252312	0.111672985	0.0633386	-0.0006930821	0.0327795839	0.0309367128	0.0594664389	0.0180694009	0.029903186	0.0898753828	-0.0667936545	0.0538462773	0.0212632783	-0.0467227907	-0.0505640198	0.0330366789	0.1848146933	-0.0828841313	0.0020661747	0.1574136811	0.1437920052	0.211386224	0.0373280289	0.1644883257	-0.0794595694	0.0765082375	-0.1130276258	-0.192328273	-0.0040921025	-0.0898829459	-0.1290531672	0.2879403125	0.1394035968	0.0218634911	0.0509996375	-0.0790132643	-0.0730094892	0.1474424089	0.0655373977	0.0168351881	0.0930260448	0.2003295533	0.0049953149	-0.1201332444	-0.0272149291	-0.2663342762	-0.0681784065	0.0196532612	0.0139282167	-0.0699162618	-0.1419366826	0.0873797805	-0.0616161414	0.104334555	0.1784730623	0.1127577661	0.1100258935	-0.1448688354	0.2040507751	-0.0054769994	0.1157186776	-0.2107852809	-0.1880167358	0.00510581	0.1272023787	0.1108412632	0.0145840624	-0.1195292003	0.158242159	0.1117794758	-0.0683917793	0.024706739	-0.1111243566	-0.0120438465	-0.0669638695	0.0941031658	-0.0134429285	0.2405845524	-0.1344718525	0.1457347464	0.1449560281	0.1399217693	0.1316604456	0.1203625908	0.1062887712	0.0	-0.0519628	0.0061977999999999	0.00270013258384	3.841272483999996e-05	0.0149484	0.0310108	0.00096166971664	0.00022345466256	-0.112784	0.046477	0.0127202306559999	0.002160111529	1.23016e-05	-0.0004188324	1.7542057928976005e-07	1.5132936255999995e-10	0.00147649	-8.430999999999998e-05	7.108176099999997e-09	2.1800227201e-06	-0.000145339	-5.66053e-05	2.1123424921e-08	3.20415998809e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5301.62928860121	-2.946742432359315	8.683290962666891	28107273.11375417	14013.317479261315	-1.9224055945360303	3.695643269903429	196373066.7745707	4792.851895879084	-4.31535069356687	18.62225160846807	22971429.29583173	5127.472217620592	9230.902343828073	2.023005	74.07454699999998	0.34873523	0.250634	0.297269144	-0.1019588217	-0.080997695	0.1197870817	0.2912403101	-0.1878192368	-0.0305909419	0.0699352294	0.0875249067	-0.0657429508	-0.2804893378	0.1904187793	0.0062707054	-0.1532914555	0.0577028004	0.1313876672	0.0267385821	-0.2725103206	-0.126678911	-0.0704526949	-0.1551505983	-0.0775819927	0.0291643327	-0.136759745	0.0245137405	0.077339312	-0.1313498146	-0.2353652612	0.1356020083	0.0876721065	0.0030689738	-0.0798527437	-0.0878304037	-0.0405892984	0.0903776252	-0.1194811336	0.0628846065	-0.0619068085	-0.0726487449	-0.1894155325	0.1286043909	0.0651401315	-0.011659565	-0.0337913267	0.3115132643	-0.1499369105	0.0523736658	0.0760201958	-0.1031158071	-0.042836306	-0.0154837545	0.0166668164	-0.0622269318	-0.183179805	0.0568366453	-0.2486231094	-0.1424106196	0.1076830018	-0.0481908002	-0.230287247	0.1103342008	0.1950602192	0.0211518589	-0.0156972045	0.1135049835	-0.041453767	0.104887486	-0.0951279853	-0.0240037775	-0.0604035237	-0.0089030115	0.154365648	-0.0529982379	0.1511677231	0.0692104432	0.1042907874	0.0779274491	0.1441233256	0.1366388261	0.124451232	0.1079800393	0.0877921846	0.0	-0.0520168	-5.3999999999998494e-05	0.00270574748224	2.915999999999837e-09	0.0519176	0.0369692	0.00136672174864	0.00269543718976	0.113178	0.225962	0.012809259684	0.051058825444	-0.00139043	-0.0014027316	1.96765594163856e-06	1.9332955849e-06	0.00149962	2.3129999999999892e-05	5.349968999999952e-10	2.2488601444e-06	-0.000434478	-0.000289139	1.8877113248400002e-07	8.3601361321e-08	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5309.212427326867	7.583138725657591	57.50399293256783	28187736.598482046	13988.356083798615	-24.96139546270024	623.0712634453121	195674105.9271457	4793.049185078836	0.1972891997520491	0.0389230283388039	22973320.49058489	5132.284827563957	9279.508293401885	1.105335	40.473049	0.084428	0.0570383	0.2270865595	-0.0853943604	-0.1307795035	-0.1004459612	0.2104568579	-0.1432976254	-0.0630166791	0.1143860614	-0.1390117742	0.0930712967	-0.2025185553	0.1517406437	-0.1984186718	0.1111152838	-0.0092894167	0.1456022087	-0.0633005011	-0.0181500072	0.1722022833	-0.0822580252	0.0615984593	0.1885693049	0.0205099696	0.1377551452	0.0159169585	-0.0012737634	0.0695535666	0.0440032125	-0.1165647656	0.0116781467	0.0139428295	-0.1014344842	0.0213352701	0.1658410455	-0.1563537734	0.0399695925	0.2190975891	-0.2131381878	0.2160642672	-0.0886255239	0.0760292461	0.1002922995	0.0382047099	0.0109666883	0.2148566455	-0.0996916082	-0.00369692	0.1421049548	0.1473831288	-0.2140802788	0.0613806884	-0.0672492155	-0.0480723209	0.0562024782	-0.1795826248	-0.0275579463	0.1412377584	-0.0933996901	-0.0402656886	0.0925517527	-0.1018968796	-0.0294647247	-0.0462177728	-0.048579689	-0.0157658138	-0.1481819207	-0.0615692268	0.1020156625	0.0374785155	0.2219627999	-0.2537854661	-0.1202277276	0.0216728819	0.171425522	0.0641226762	0.1550259424	-0.0065291103	0.1431261759	0.1327324313	0.1159649805	0.0936289832	0.0667969964	0.0	-0.0520115	5.299999999999749e-06	0.00270519613225	2.8089999999997344e-11	0.0357971	-0.0161205	0.00025987052025	0.0012814323684099	0.0633804	-0.0497976	0.00401707510416	0.0024798009657599	-0.00109216	0.00029827	8.89649929e-08	1.1928134656e-06	0.00156484	6.522000000000016e-05	4.2536484000000215e-09	2.4487242256e-06	-0.00044108	-6.601999999999975e-06	1.945515664e-07	4.358640399999967e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5299.969081775711	-9.24334555115638	85.43943697808245	28089672.26777847	13971.385716393512	-16.97036740510339	287.9933698641956	195199618.83624464	4802.599626037782	9.550440958946638	91.21092251032556	23064963.168018248	5140.706791914392	9277.592854832428	1.036635	37.95755	0.0909356	0.0452094	0.2563027461	-0.1236996796	-0.0127403389	0.1504770247	0.2190459385	-0.1561289999	0.0414956856	0.0504025489	-0.0113096153	-0.1073435374	-0.2666637742	0.1438613869	0.1901018044	-0.0697340057	-0.0936073628	-0.2630437954	-0.295432123	0.1178777248	-0.0700263712	0.0410021755	0.101431847	0.1349078429	-0.0469397393	0.0752672639	0.1162151113	-0.045096814	0.0391993689	0.0726325491	-0.0556159504	-0.1235157711	-0.1134225292	0.1844273785	0.0912254124	-0.0078391511	0.1154285007	-0.0307469029	-0.0416160161	0.1302854081	-0.0010627703	0.0199881728	0.0601250363	-0.0680186735	-0.1983771378	-0.2073941032	0.2673342344	-0.1318990103	-0.0242417502	-0.1027726336	-0.1124202266	0.2279060119	-0.0511090791	-0.2423443326	-0.1055904615	0.0562614654	0.0165879793	0.1721031456	0.1684381949	-0.1306972953	0.1013195739	0.1799931498	-0.0243761717	-0.0870234979	-0.0808770567	0.0151152677	0.0808457876	0.2097878666	-0.0524377543	0.0544848745	0.0392850094	-0.0863683171	0.1524202314	0.10147937	0.053027566	-0.0171798203	0.1115374251	0.0044515142	0.0177345759	0.1419657166	0.1282204088	0.1062887712	0.0775710461	0.0439007383	0.0	-0.0579486	-0.0059371	0.00335804024196	3.524915641000001e-05	0.0153486	-0.0204484999999999	0.0004181411522499	0.00023557952196	0.095264	0.0318836	0.009075229696	0.0010165639489599	-0.00145337	-0.00036121	1.3047266410000005e-07	2.1122843569e-06	0.00180176	0.0002369199999999	5.613108639999992e-08	3.2463390976e-06	-0.000385882	5.519800000000001e-05	1.4890491792399998e-07	3.046819204000001e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5306.047841310906	6.078759535194877	36.95131748672263	28154143.694280125	13986.68709992782	15.301383534308115	234.13233806399552	195627416.03128728	4796.019446578378	-6.580179459404462	43.2987617179684	23001802.53195797	5138.851401417526	9263.664652304024	1.122528	41.102604	0.0674187999999999	0.0384215	0.180367521	-0.0472917983	-0.0936342014	-0.1054028545	0.1847983086	-0.1033241454	-0.0483496709	-0.0222119316	0.0277733242	-0.025287867	-0.1333114673	0.0654776365	0.1474490769	0.0766026629	0.1130112739	-0.2394715014	-0.1479817355	0.0642782051	-0.1561281419	-0.295483628	0.0379507215	-0.188193032	0.0107607236	0.0783455151	0.0717252843	-0.1543278207	0.1166992617	-0.0224965338	0.0272905359	-0.027209055	0.0828740598	0.1710993912	-0.0945556882	-0.023649917	-0.073502659	-0.0532189193	-0.0982617456	-0.0501616866	0.0067243437	0.0810594723	-0.1960263422	0.0057574276	0.0889705168	0.2328585205	0.1605189521	-0.067534206	-0.0006171999	-0.1863035134	-0.0565465343	0.0526118985	-0.1753124816	-0.0378413153	-0.263433541	0.2587621344	0.2127695547	0.0553845812	-0.1098277509	0.0116015095	0.1004787418	0.1193166522	-0.0624246203	-0.0391526195	0.0045776351	0.0083705854	-0.1333175533	0.0915458973	0.185901329	-0.0990557901	0.0947148093	0.1445879857	-0.0211143519	-0.0280133842	0.0073077012	-0.1204051745	-0.117737194	-0.1737582594	-0.0285925283	0.1406432718	0.123123346	0.0955218954	0.0600989683	0.0197550473	0.0	-0.0571019	0.0008467	0.00326062698361	7.169008900000098e-07	0.0117566	-0.0035919999999999	1.2902464e-05	0.00013821764356	0.0667798	-0.0284842	0.00445954168804	0.00081134964964	-0.00128818	0.0001651899999999	2.7287736099999983e-08	1.6594077124000005e-06	0.00133223	-0.0004695299999999	2.2045842089999995e-07	1.7748367729e-06	-0.00044108	-5.519800000000001e-05	1.945515664e-07	3.046819204000001e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
