global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37
5328.735372847903	n/a	28395420.67384048	n/a	13143.154736569792	n/a	172742516.42941695	n/a	4853.1422651872	n/a	23552989.846146345	n/a	5410.92552897813	9555.617116078702	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0850483999999999	n/a	n/a	0.0072332303425599	0.165079	n/a	0.027251076241	n/a	-0.189193	n/a	0.035793991249	n/a	-0.00281455	n/a	7.9216917025e-06	n/a	-0.000404269	n/a	n/a	1.6343342436100002e-07	-0.00107307	n/a	n/a	1.1514792249e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5321.696702616358	-7.038670231544529	28320455.79463782	49.54287862843111	13192.480856654833	49.32612008504111	174041551.15320423	2433.066122643896	4838.225540593908	-14.9167245932922	23408426.38165521	222.5086725921284	5401.491865705987	9538.129997988182	0.75373	42.190483	0.10440795	0.0525724	-0.0837772199	-0.0752482935	0.033248667	-0.0045557173	-0.1069675815	0.0206890318	-0.0761569543	-0.0607497313	-0.066698848	-0.0456007854	0.0396693557	-0.0206560694	0.029831766	-0.0492737777	0.142703258	-0.1132030983	0.0388262797	-0.0692383033	0.1272202937	-0.1197154894	0.2289441535	-0.1633344999	0.1137519068	-0.0430024245	-0.06396624	0.145489822	-0.1002060261	-0.0079446363	-0.0960480229	0.0410250831	0.0076943687	0.0152169911	0.0713351835	-0.1435137645	0.0857109324	0.0356152338	0.0730383521	-0.0177975833	0.1029813716	0.0451136826	-0.0082905988	0.0637084257	-0.0369998012	0.0050821162	-0.1371947212	0.1402051968	-0.0462289717	0.0146427234	-0.059010283	0.2148997128	-0.0784905759	0.2561401704	-0.0360501125	0.0103077222	0.0503562965	-0.0105280992	-0.0973343003	0.0329591789	0.1699568264	-0.0887314641	-0.0362941065	-0.033775025	0.0950448073	0.0428995951	-0.0504452002	0.1466261977	0.1465634515	0.1464588945	0.1463125564	0.1461244791	0.0	0.078571	-0.0064773999999998	4.195671075999867e-05	0.006173402041	0.200194	0.035115	0.040077637636	0.001233063225	-0.222495	-0.033302	0.049504025025	0.0011090232039999	-0.0028673	-5.275000000000028e-05	8.22140929e-06	2.782562500000029e-09	-0.0	0.000404269	1.6343342436100002e-07	0.0	-0.000939818	0.0001332519999999	1.7756095503999983e-08	8.832578731240001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5321.527073184669	-0.1696294316898274	28318650.390637387	0.0287741440954138	13164.743594231088	-27.73726242374505	173310473.90184847	769.3557267636992	4840.457387521086	2.2318469271785943	23430027.72040746	4.981140706356534	5402.212398481409	9563.836809051978	1.325209	74.179314	0.2067681	0.0946151	0.2283527576	-0.008179143	0.0077842868	0.1664867883	0.1544260863	0.0056495969	-0.0427195857	0.1737779036	-0.0543648523	0.091898674	-0.036764967	-0.2187063139	0.0590600895	-0.0609434655	0.0070300276	-0.1008388789	0.0116538244	-0.1264302668	0.0808598064	0.1679859416	0.096006302	0.114183644	0.0386121883	0.0572592565	-0.0198791789	-0.1821480484	0.1014406973	0.0502316019	-0.0507993432	-0.0780609046	0.0612876585	-0.049031088	-0.2559295343	-0.0435987167	-0.110248571	-0.0001055933	-0.0063493456	-0.0849751035	-0.1566152334	-0.0449036017	-0.0328179605	0.2520099144	-0.0513977974	3.86425e-05	-0.0981708508	-0.0040837461	-0.0565370828	0.1142561857	0.0200082852	-0.0068083024	-0.2207964725	-0.0450122711	0.0467604366	-0.0607968579	-0.0500642817	0.0984636227	0.1355136958	0.0446472556	-0.0720855946	0.1194996164	-0.0408363389	0.0164434069	-0.2079204703	0.1482756335	0.0444189624	0.1464588945	0.1458947161	0.1449560281	0.14364524	0.1419657166	0.0	0.0665566	-0.0120144	0.00014434580736	0.0044297810035599	0.170521	-0.029673	0.029077411441	0.000880486929	-0.177101	0.0453939999999999	0.031364764201	0.0020606152359999	-0.00137468	0.00149262	1.8897451024000003e-06	2.2279144644e-06	-0.000893049	-0.000893049	7.975365164010001e-07	7.975365164010001e-07	-0.000947883	-8.064999999999917e-06	6.504422499999866e-11	8.984821816889999e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5316.244201232364	-5.282871952304959	28262452.40713673	27.908736064450405	13091.104190440028	-73.63940379105952	171377008.92495647	5422.761790702712	4851.971680580969	11.51429305988313	23541629.18915972	132.57894466887282	5419.654725798163	9539.750824482868	1.53681	86.023796	0.1274882	0.0638994	-0.152934779	-0.0170523282	0.0384755553	-0.0787863407	-0.1327681541	0.0599468193	0.0255937248	-0.072143051	-0.1096471471	-0.1678695911	-0.121655306	-0.0209783725	-0.1270547236	-0.0282233263	-0.0172886251	0.0618096502	0.0996840925	-0.0549339995	-0.1163537856	-0.0975592089	-0.0467813115	0.1182635299	-0.1780546047	0.0479917109	-0.1014956286	-0.0018202151	-0.0166062321	0.0569735985	0.0510139092	0.1135090834	-0.141652744	-0.1156606749	0.0111619305	0.1718961651	0.1112605139	0.1085643	0.0053153507	-0.0524784758	0.1220235798	0.0675567825	0.1815132803	0.0336602595	0.0235860497	0.1020531601	0.0503930596	-0.0096043898	0.0612122114	-0.0002026452	-0.0799886997	0.0976024908	0.1059350598	-0.2295701082	-0.0337969041	-0.0073243003	0.0263935267	0.1049152499	-0.0133673568	-0.0137244184	-0.0089347729	-0.0330904398	-0.0497876011	0.1203666293	0.111604023	-0.0566272379	0.2362477425	0.1461244791	0.1445602966	0.1419657166	0.1383592329	0.1337665517	0.0	0.0597933	-0.0067632999999999	4.57422268899999e-05	0.00357523872489	0.158053	-0.012468	0.024980750809	0.000155451024	-0.234961	-0.0578599999999999	0.055206671521	0.0033477795999999	-0.00164182	-0.0002671399999999	2.6955729124e-06	7.136377959999995e-08	-0.000457237	0.000435812	1.8993209934400006e-07	2.09065674169e-07	-0.000642897	0.0003049859999999	9.301646019599996e-08	4.133165526090001e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5281.110867548797	-35.13333368356689	27890131.995342005	1234.3511357208558	13049.840566814277	-41.26362362575128	170298338.81927156	1702.686634727659	4848.083772622656	-3.887907958313008	23503916.26636713	15.11582829231362	5410.603531887489	9409.111056184873	0.98017	54.865562	0.14972955	0.0905244	-0.012475874	-0.0673476362	-0.0239091819	0.0445250165	-0.0144090995	-0.0126736367	0.0610806789	0.0578514659	-0.0220704355	-0.0924949561	-0.0767012085	0.132269464	-0.0253401745	-0.1311957709	-0.1028930088	0.0258782708	-0.0720503802	-0.0920214165	-0.0094342733	-0.0038092422	-0.1356675403	-0.0500826003	-0.1116955042	0.0955396656	0.1037037876	-0.0233627736	-0.0594823388	-0.1348723896	-0.1907530693	0.0321679663	0.0221841529	0.2236195504	0.0324319188	-0.0016913222	-0.2378334631	-0.0224947762	0.1706199743	-0.048875375	-0.046483744	0.0329019106	0.1286168882	-0.0995491449	-0.0041861992	0.0545864088	-0.1334000855	-0.0993546853	-0.0297422882	0.0152993533	-0.0459306226	-0.0875601257	0.0533772631	-0.0874007784	-0.0938276387	-0.0111210081	-0.0021248602	-0.1213057619	0.1879788352	-0.0951405004	0.1512063991	-0.0769870896	0.0162055479	0.0027143119	-0.1581367922	-0.1179479287	-0.1786017289	0.145623333	0.1425662815	0.1375186448	0.1305509005	0.121760336	0.0	0.0841262	0.0243328999999999	0.0005920900224099	0.0070772175264399	0.129207	-0.028846	0.0166944488489999	0.000832091716	-0.154552	0.080409	0.023886320704	0.006465607281	-0.0016449	-3.079999999999923e-06	2.70569601e-06	9.486399999999524e-12	-0.0007769899999999	-0.0003197529999999	1.0224198100893607e-07	6.037134600998446e-07	-0.000642897	0.0	0.0	4.133165526090001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5262.907272592831	-18.20359495596585	27698192.95991051	331.3708693208655	13049.369060818442	-0.4715059958343772	170286032.8854456	0.2223179041077677	4834.250271391455	-13.833501231201808	23369975.68644835	191.36575631366196	5388.184515629879	9481.523606992994	0.936632	52.428516	0.11651015	0.0877808	0.1273164125	0.046934349	0.0320333445	0.0722334135	0.1104997366	0.0364790795	0.1272126854	0.0658825839	0.0091002053	0.0454780245	-0.0336744248	0.2471859346	-0.1148274134	-0.0423401883	0.0246741403	0.0202172194	-0.0664888887	-0.1872496571	0.1281130413	-0.0401633488	0.1475043169	0.0013827257	-0.053091669	-0.1269793853	0.0063433213	-0.0145459317	0.0164730412	-0.1725652032	0.1274681815	-0.0709825283	0.0180782027	0.050836243	-0.091602115	-0.0331836701	0.1718543878	-0.1431548909	-0.2383950832	-0.024283697	-0.0885477715	-0.0864794874	0.0314403763	-0.1677042445	0.0898988051	0.1065496283	-0.1769442671	-0.0046934179	0.0012650317	0.006605856	-0.0261749837	0.1663707016	-0.1611996393	-0.01437576	-0.0584706703	0.1493412245	0.1204216037	-0.0716007816	0.0064717172	-0.1032885433	-0.0805990398	-0.059155605	0.1756513799	-0.0235908766	0.0028500704	0.0811235155	-0.0143336736	0.1449560281	0.1399217693	0.1316604456	0.1203625908	0.1062887712	0.0	0.0895848	0.0054586	2.9796313960000085e-05	0.00802543639104	0.138716	0.009509	0.019242128656	9.042108100000032e-05	-0.242	-0.087448	0.058564	0.007647152704	-0.00170029	-5.539e-05	2.8909860841e-06	3.0680521e-09	-0.00066555	0.0001114399999999	1.2418873599977715e-08	4.429568025e-07	-0.000527836	0.000115061	1.3239033721000016e-08	2.78610842896e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5294.978583909682	32.07131131685128	28036798.204062182	1028.569009582393	13058.685964594888	9.316903776445542	170529279.12190753	86.80469597954522	4826.379530785396	-7.870740606058462	23293939.37518426	61.94855768785752	5366.40771850281	9542.308014733648	1.485121	83.130486	0.22916715	0.114295	-0.1929138627	0.0884301119	0.0115452766	-0.2356478722	-0.1042087992	-0.0064470203	0.0264477282	-0.1399165111	0.163946393	-0.065592843	0.1679695194	0.0359456401	0.057557286	-0.0211899954	-0.0875855358	0.0586864647	0.3204389389	0.1547788283	-0.0629132381	0.0122765157	0.142831555	-0.0553323957	0.0048875838	0.0466078922	-0.0381612182	0.0286069331	-0.009019362	-0.0563665979	0.1469610074	-0.0596092144	0.0149597416	-0.2377673553	0.172581903	-0.0090909847	0.0323508884	-0.0238662424	0.1182809684	0.1907606173	0.1280405128	0.1360287817	-0.0986490682	-0.1238837704	-0.1750766911	-0.0182542151	0.2280496083	-0.0563314455	-0.0714810119	0.0215034277	0.0926180299	0.2013753295	0.101276371	0.066926375	-0.0233131566	-0.1122344915	0.0211790295	0.0158198477	-0.1162056629	-0.100885623	-0.1052342039	0.171544436	-0.075106219	-0.0446846555	0.1360168805	-0.0295861735	0.0740128538	0.1441233256	0.1366388261	0.124451232	0.1079800393	0.0877921846	0.0	0.134242	0.0446571999999999	0.0019942655118399	0.018020914564	0.121793	-0.016923	0.014833534849	0.000286387929	-0.136235	0.105765	0.0185599752249999	0.0111862352249999	-0.00123194	0.00046835	1.5176761636e-06	2.1935172250000002e-07	-0.000419655	0.000245895	6.0464351025e-08	1.7611031902500004e-07	-0.00105003	-0.000522194	2.726865736360001e-07	1.1025630009e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5305.057808716713	10.079224807031096	28143638.353826176	101.59077271067105	13193.131816379271	134.4458517843832	174058727.124359	18075.687062028333	4841.745946104114	15.366415318718282	23442503.806615625	236.12671974733988	5388.402585451252	9026.755015805797	1.918129	107.36834	0.294426465	0.149371	0.1101103842	-0.0567220988	-0.2239250754	0.0614476293	0.0543735964	-0.1851629881	-0.1412654022	0.1923353467	0.0576161959	0.104046209	0.0370610604	-0.0924617312	-0.0421419577	0.0458915837	-0.1054415436	0.0199509959	-0.0348883835	0.2083538957	-0.028287265	0.119593396	-0.2037808838	0.1321564688	-0.0450866418	-0.1197487285	-0.1648591564	0.0699721985	0.0335660291	0.0996173679	0.1573946998	0.097823552	-0.0212229638	0.1909324709	0.0739228114	-0.1013472653	-0.1220183434	-0.0383711466	-0.1142633057	0.0116659676	-0.1945477449	0.0221684946	-0.1142547961	0.08718258	-0.0165774009	0.0196644273	0.1587946818	-0.0695464569	-0.0481646606	-0.0672815636	0.1764536561	-0.2079606332	0.0812553642	-0.1669739611	0.0586932739	0.100153928	0.0948924742	0.1031471421	-0.1108129838	0.1255937195	-0.0730213165	-0.1600650218	0.00157057	0.0325801984	0.0935037133	-0.0172372204	-0.2144136921	0.1431261759	0.1327324313	0.1159649805	0.0936289832	0.0667969964	0.0	0.0895977	-0.0446443	0.00199311352249	0.00802774784529	0.107759	-0.014034	0.0116120020809999	0.000196953156	0.00651691	0.1427519099999999	4.24701159481e-05	0.020378107808648	-1.67569e-05	0.0012151831	2.8079369761e-10	1.47666996652561e-06	-0.000827554	-0.000407899	1.66381594201e-07	6.84845622916e-07	-0.000813187	0.0002368429999999	5.6094606648999967e-08	6.61273096969e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5330.721734084256	25.663925367543012	28416594.20623826	658.6370652708179	13137.732887282116	-55.398929097154905	172600025.41757408	3069.0413451115965	4845.005662588274	3.2597164841599806	23474079.870512445	10.625751557104303	5360.262632498634	9550.068040807726	1.806264	101.106644	0.203160805	0.123505	0.0550601662	0.2279949683	-0.0320969858	-0.1079274139	0.1923928096	-0.0522604358	-0.0016164358	-0.006477533	0.2031238488	0.037383216	-0.0968730795	0.0281088936	0.0039828963	0.2987741449	0.1108382785	0.0885126413	0.0102654448	0.1162141087	-0.1347095346	-0.1588716804	-0.0261176242	-0.1112940546	0.1219845181	-0.0293362427	0.1147062764	0.0104180094	0.1018935308	0.0549139311	-0.0394376385	0.09551061	-0.0992440329	0.0051442758	-0.0829840787	-0.0907909586	0.108148588	0.0996228215	0.0157536479	0.1914037384	-0.0863964884	-0.0407117223	0.0330514705	-0.0364909444	0.1672537744	-0.1149625003	0.2199366666	0.1081605844	0.1203378795	-0.0193663436	-0.0455181054	0.0068319556	0.1346304348	0.2054543048	0.0701388627	0.0560518846	-0.1198882168	-0.0818846922	0.0622702316	0.112556361	-0.0046228711	-0.1349502394	0.0244039154	0.1025490192	0.0718231825	0.0300029527	0.1207627108	0.1419657166	0.1282204088	0.1062887712	0.0775710461	0.0439007383	0.0	0.0703533	-0.0192444	0.00037034693136	0.0049495868208899	0.0693577	-0.0384013	0.0048104905492899	0.00147465984169	-0.105924	-0.11244091	0.011219893776	0.0126429582416281	0.000181021	0.0001977778999999	3.2768602440999994e-08	3.911609772840999e-08	-0.000990907	-0.000163353	2.6684202609000027e-08	9.81896682649e-07	-0.000512834	0.000300353	9.021192460900004e-08	2.62998711556e-07	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5328.414806590539	-2.306927493717012	28392004.35109329	5.321914461267455	13117.960972345118	-19.77191493699865	172080900.07196966	390.9286202759105	4847.248606633834	2.2429440455598524	23495819.05451365	5.030797991512397	5422.867186686875	9578.377537400718	1.469765	82.27093499999998	0.2887304	0.178342	-0.1812195299	-0.0301068646	0.0918517064	-0.0831229888	-0.1635420141	0.0842799572	-0.03096784	-0.1134760196	-0.0730015781	-0.1366571095	-0.0074375122	-0.0902902544	0.0699442725	-0.0119119952	-0.0858031603	0.0696770014	0.0214763795	0.0160485595	-0.0390916438	0.010329306	0.1153712401	-0.031999472	0.0068263613	-0.0364885547	0.2729802252	0.0117701881	0.0612044774	-0.0273711881	0.0166968295	-0.1797669665	-0.0119308781	0.0742278052	-0.0523228686	-0.0414996239	0.0348845979	0.061293696	-0.0455323741	-0.0433504077	0.1743813018	0.10604423	0.0837988227	0.0638936516	-0.0998467902	-0.0556726013	0.0435070285	-0.1256556898	0.0503219028	-0.0146818114	-0.0293354854	0.0856650896	-0.0569821763	0.0414659305	-0.0108299424	-0.0244804719	-0.1678925247	-0.1836433563	0.0450877651	0.0173345997	-0.0410352644	0.0699628432	0.2248007174	-0.0504290656	-0.0180995637	0.0575165315	-0.0271106404	0.1406432718	0.123123346	0.0955218954	0.0600989683	0.0197550473	0.0	0.0820207	0.0116674	0.00013612822276	0.00672739522849	0.217881	0.1485233	0.047472130161	0.0220591706428899	-0.196613	-0.090689	0.038656671769	0.008224494721	0.000417374	0.000236353	1.74201055876e-07	5.5862740609e-08	-0.000600309	0.000390598	1.5256679760400005e-07	3.603708954810001e-07	-0.000642897	-0.000130063	1.6916383969000008e-08	4.133165526090001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
