global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52	motion_outlier53	motion_outlier54	motion_outlier55	motion_outlier56	motion_outlier57	motion_outlier58	motion_outlier59	motion_outlier60	motion_outlier61
6052.077604743713	n/a	36627643.3338404	n/a	12858.285070003052	n/a	165335494.9414634	n/a	5551.222615936515	n/a	30816072.53168504	n/a	6259.203860951222	9000.336652485954	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.147777	n/a	n/a	0.0218380417289999	0.0458853	n/a	0.0021054607560899	n/a	0.573558	n/a	0.328968779364	n/a	0.0195171	n/a	0.00038091719241	n/a	-0.00716513	n/a	n/a	5.13390879169e-05	-0.00681876	n/a	n/a	4.64954879376e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5937.832506895905	-114.2450978478082	35257854.879949704	13051.942382255273	12667.20176828205	-191.0833017210025	160458000.6383679	36512.82819659968	5508.042080385846	-43.18053555066854	30338527.55930124	1864.5586504425492	6189.787048475665	8497.774078157612	1.453535	102.808563	0.4564612	0.245563	-0.0741187256	-0.0764486799	0.055182172	-0.1014777209	0.0605421754	-0.0738821366	-0.0875944175	0.0069091805	-0.1133330556	0.0283979404	-0.0693775532	0.0402342939	-0.0312728471	0.0392959577	-0.1320687398	0.0885835865	-0.0214360277	0.1252483525	-0.0497872895	0.0424559927	-0.0999983019	0.1063817278	-0.0286572516	0.0793176321	-0.0317430928	0.2071676143	-0.0853609961	0.0725377295	-0.0679954735	0.0835681254	-0.1460583666	0.0146201407	-0.091774676	0.0315795393	-0.0472746725	0.123725005	-0.1642702414	0.096667534	0.0284157919	-0.1880107791	0.1019074085	-0.0242391175	-0.0004838854	-0.0609169035	0.1296489264	-0.1171714143	0.0211223683	0.0111340997	0.0718316528	0.0134086568	-0.0098053681	0.1114861169	-0.122896671	-0.1535002951	0.0306046442	-0.0211911663	0.0708948112	-0.0588524718	0.0816616857	-0.0126642987	0.1292498962	-0.1492269685	0.1199484985	-0.0557744433	0.0154551709	-0.1273895073	0.0768840768	-0.1104109075	0.0471577558	-0.0681888307	0.0820912477	-0.1370287389	0.0308874362	-0.1200169837	0.1294300834	-0.0498711322	-0.161879084	0.1237480132	-0.1112610999	-0.0805637644	0.1053038867	-0.044192722	0.1240256802	0.1239985182	0.1239532527	0.1238898902	0.1238084399	0.0	-0.227829	-0.080052	0.006408322704	0.051906053241	0.087004	0.0411187	0.007569696016	0.00169074748969	0.586993	0.0134349999999999	0.344560782049	0.0001804992249999	0.0165726	-0.0029444999999999	0.00027465107076	8.670080249999996e-06	-0.0041326	0.0030325299999999	9.196238200899995e-06	1.707838276e-05	-0.00727884	-0.0004600799999999	2.116736063999999e-07	5.29815117456e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5900.140909339981	-37.69159755592409	34811662.75006721	1420.6565263177429	12462.53830662716	-204.66346165488903	155314861.04414937	41887.13253656223	5514.555920688544	6.513840302697645	30410327.002401076	42.43011548904814	6206.833060091293	8467.735746197302	1.066392	75.425903	0.5205666999999999	0.259321	-0.0392678928	-0.0530196461	-0.0505708677	0.0612247058	0.0221287804	-0.0685392022	-0.0634452072	0.0217285066	0.0108009177	-0.0173470091	0.0177165619	0.0824049034	0.0382040662	0.0266977581	0.0131321904	0.0805930467	-0.0896321284	-0.0072721268	-0.0331420764	-0.0741149187	0.1285515612	0.0868492454	0.03835331	0.0636695022	0.0426538892	0.0508881655	-0.0780918563	-0.0423807324	0.0736324861	-0.0008441275	-0.0294974364	-0.1593487558	0.1361189104	-0.0574212524	-0.0150010023	0.0133929711	-0.188341623	-0.0898465543	-0.1676992811	-0.0224341166	0.0960152336	-0.0370141374	-0.1152081039	-0.2466826866	-0.1704335191	0.0966572403	-0.0342680888	0.0886201664	-0.05225464	0.0201527321	-0.019666593	0.0777608563	0.0154171591	-0.0416915924	-0.0391136202	-0.0013444758	-0.1393842734	0.0482810608	-0.0293213709	0.0177536059	0.1376027662	-0.0367580966	-0.023510349	-0.0377171245	-0.0876896868	0.0557948816	0.0581846436	0.0188198654	-0.1337850542	0.1348168552	-0.0520273188	0.0935553301	-0.0868485209	-0.2208528939	0.0687228123	-0.039445012	-0.0215009882	0.0772157488	-0.0562788958	-0.2078582739	-0.1805727902	-0.0271753069	0.1239532527	0.1237089139	0.1233020394	0.1227331636	0.1220030341	0.0	-0.126022	0.101807	0.010364665249	0.0158815444839999	-0.0248262	-0.1118301999999999	0.00061634020644	0.0125059936320399	0.644352	0.057359	0.415189499904	0.003290054881	0.0164667	-0.0001058999999999	0.00027115220889	1.12148099999998e-08	-0.00681263	-0.00268003	7.182560800899999e-06	4.64119275169e-05	-0.00507336	0.00220548	4.8641420304e-06	2.57389816896e-05	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5876.524701895617	-23.61620744436368	34533542.57198937	557.7252540552186	12363.213364972124	-99.32494165503704	152849044.70782533	9865.444034776512	5510.427188679052	-4.128732009491614	30364807.80173332	17.04642800620066	6206.526882911584	8387.775692907566	1.484021	104.964851	2.5513402	1.28317	0.0265273355	0.0719145332	0.0867923512	0.0501657673	0.0426814363	-0.0662117187	0.0273693413	0.1045444808	0.0312489527	0.2261243071	0.0389719113	0.0401990264	0.0922244041	-0.1865345708	-0.0523476904	0.3067540587	-0.0721220629	0.0275797436	0.0795398076	0.1419750336	0.0640844196	-0.2037648586	0.1446461558	-0.0099890134	-0.0343840449	-0.1227950433	0.0012329839	-0.1017291923	-0.2060831264	0.0764544938	-0.0311377196	0.0414258539	-0.0241329763	0.1129071881	0.0703126287	-0.1109473151	-0.025278331	0.0765398944	-0.0924475021	0.0124639777	-0.0247222303	-0.1741338939	-0.2403183349	-0.0928246547	-0.0559447352	-0.1392314317	0.1245650874	0.1234221813	-0.1233373073	-0.2155052279	-0.2122337002	0.2214069622	0.0384066787	-0.0931377334	0.0595229048	0.0243003893	0.0898164593	0.1760879131	-0.0859679402	-0.0097325174	-0.163418975	0.0506850221	-0.2833006702	-0.0715360755	0.0500069282	-0.0032225083	-0.1093104885	-0.0465524751	-0.0313645254	-0.0786341371	-0.067520066	-0.0962060366	0.0935107797	-0.0411112436	0.0267532795	-0.1281282576	-0.0902352537	-0.2024947149	0.0292472485	-0.3152166892	0.0525142885	0.149478135	0.1238084399	0.1231303817	0.1220030341	0.1204305106	0.1184185493	0.0	-0.47239	-0.346368	0.119970791424	0.2231523120999999	0.617276	0.6421022000000001	0.381029660176	0.4122952352448401	0.50731	-0.137042	0.2573634361	0.018780509764	0.0280846	0.0116179	0.00078874475716	0.00013497560041	-0.00239911	0.00441352	1.947915879040001e-05	5.755728792099999e-06	-0.0175585	-0.01248514	0.0001558787208196	0.00030830092225	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5910.6711456935145	34.14644379789752	34936033.39253388	1165.979624042974	12425.494092262266	62.28072729014275	154392903.43684447	3878.888991789132	5495.185550329437	-15.241638349614732	30197064.23254944	232.30753958044647	6173.471027714818	8395.349581457065	1.476668	104.444748	1.8028526	0.876221	0.0347509726	-0.0890773082	-0.0241312826	-0.0775640676	0.0025240311	-0.0925315933	-0.0011647267	0.0165868243	-0.0404949466	-0.0227533325	0.0158704823	0.0576416548	0.070161729	0.0287282564	0.014507237	0.1053318176	-0.0995528089	-0.0356678201	-0.0969658066	-0.0999436839	-0.0363259586	0.0563854537	-0.0258156185	0.0128229677	0.0496877824	-0.0535725045	0.0165684943	0.1388230114	-0.0490097187	-0.0205470436	-0.0659095172	-0.0719793809	-0.0490300958	-0.0336369178	0.028699231	-0.0315001388	0.1133748408	0.0080612369	0.0249973633	0.0349245692	-0.0298450846	-0.1341951618	-0.1327326417	0.050758731	0.0883208071	0.0906231322	0.1615409955	0.1057341617	0.0203512648	-0.0002023846	0.01031776	0.1258319005	-0.0003865895	-0.0486398382	-0.0278991025	0.0407165544	-0.1455575731	-0.0772656157	0.0571644977	-0.0356233001	0.0234832777	0.0530804019	0.0243902005	-0.0171143598	0.0735544638	-0.0491754325	0.1218244456	0.053933232	-0.0188906481	-0.0379359095	-0.0361667794	-0.001599155	-0.0155321811	0.1048475353	-0.0367683023	-0.032594384	-0.0602987134	-0.1159714379	0.0254053662	-0.1049572317	0.1293346917	0.0670295295	0.1235913266	0.1222642728	0.1200630614	0.1170034304	0.1131072554	0.0	-0.237491	0.2348989999999999	0.0551775402009999	0.056401975081	0.0628304	-0.5544456000000001	0.0039476591641599	0.3074099233593601	0.645058	0.1377479999999999	0.416099823364	0.0189745115039999	0.0211317	-0.0069529	0.00044654874489	4.834281841000002e-05	-0.00692991	-0.0045308	2.052814864e-05	4.80236526081e-05	-0.011527	0.0060315	3.637899225e-05	0.000132871729	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5906.348369906169	-4.322775787345563	34884951.06669326	18.68639050766105	12366.089826314072	-59.404265948194734	152920177.59246838	3528.8668128438485	5495.728480348588	0.5429300191508446	30203031.529714603	0.2947730056951365	6178.41780349068	8404.222460706193	0.918375	64.956657	0.3909040999999999	0.274168	-0.026545878	-0.0523443449	-0.0372741322	0.0525543656	0.0612182977	-0.0077958808	-0.0356867728	0.0292469204	-0.0417751913	-0.0129072368	0.077400033	0.1173228765	0.0133157019	0.0278347019	0.0255360997	0.1207341965	-0.0888056396	0.0092896191	-0.0815746479	-0.1963000188	0.0595784832	-0.0074024811	-0.0753101024	-0.0434097042	-0.0042265982	0.0552473214	-0.1003465045	0.0788686609	-0.0684492364	-0.0491761767	0.1004061201	-0.0517197859	0.0766946692	0.192597292	-0.0488881054	0.025938574	-0.0767245503	-0.0145254202	-0.0057393748	0.0124084433	-0.0483696985	0.0587909764	0.0168108689	-0.0165765732	0.0167748182	0.090629937	-0.1635437812	-0.1320545837	0.0585459711	0.0042118846	0.0252661029	0.1019214132	0.0068163815	-0.0916357825	0.0195993457	0.0504590302	-0.2190023094	-0.0294192453	-0.016352043	0.0116631313	-0.0141354029	-0.0535274965	0.1095772893	-0.083929543	0.0159632785	-0.0224811138	-0.0471518455	0.1132025105	0.0354438004	0.1122994522	-0.1535710978	-0.0537140621	0.0561725274	-0.083949171	0.023230714	0.0324238467	0.1092596976	0.0123190714	-0.0427228994	0.0354174534	-0.0312396855	-0.1601046646	0.1233020394	0.1211126101	0.1174923133	0.1124839207	0.106146603	0.0	-0.252043	-0.014552	0.000211760704	0.063525673849	0.073035	0.0102046	0.005334111225	0.00010413386116	0.690302	0.0452439999999999	0.4765168512039999	0.0020470195359999	0.0164625	-0.0046691999999999	0.00027101390625	2.1801428639999983e-05	-0.00642364	0.0005062699999999	2.5630931289999965e-07	4.12631508496e-05	-0.0102844	0.0012426	1.54405476e-06	0.00010576888336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5964.9972249310285	58.64885502485959	35581191.893434875	3439.688195726997	12540.0690717305	173.97924541642897	157253332.32377186	30268.77783567002	5522.151221272499	26.42274092391108	30494154.110601354	698.1612379321252	6205.186149156223	8578.708926451121	1.11695	79.001907	0.4523642	0.227633	-0.0008307752	-0.0999009524	-0.054458099	-0.0124343839	0.0747852663	0.0121466969	-0.0196014984	0.0255838268	-0.065726917	-0.0374012881	0.0160558083	0.0940811701	0.0332350352	0.0198495643	-0.0029524494	-0.0754519275	-0.0671951437	0.0367257874	-0.0638539404	-0.0854603037	0.069856849	0.0925493028	-0.0894102157	0.0580316366	-0.0583609654	-0.0503620118	-0.0404071419	-0.0024577824	-0.0008422634	-0.1534991616	-0.2127587856	-0.1912184825	0.0596489677	-0.0079922095	0.0180092153	-0.0377842441	0.1554904424	-0.0757108156	0.0189261766	-0.0159910711	-0.0293405551	0.024027331	0.199742716	-0.1650178668	-0.0683311322	-0.0204378593	0.0719307502	0.0256364752	0.1430759743	-0.0059031129	0.0620245767	0.0359884994	-0.039707118	-0.0053472699	-0.1043512112	-0.0746646831	-0.0885440255	-0.0271348126	0.0242769766	0.0182350101	0.0377509404	-0.1286774399	0.0101354176	-0.0908434653	-0.0001034703	0.1385546321	0.2490980444	0.0210859157	-0.1002758994	0.1222662404	-0.0782819668	0.0256823398	0.0211833291	0.1464716808	-0.1190077436	0.0199719376	0.0048376025	0.1108712414	-0.2315180001	0.1164643679	-0.0980261083	0.0829537178	0.1229407472	0.1196780832	0.1143042958	0.1069141789	0.0976380941	0.0	-0.118886	0.133157	0.017730786649	0.014133880996	-0.0513267	-0.1243617	0.00263443013289	0.01546583242689	0.692739	0.002437	0.479887322121	5.93896900000011e-06	0.0145954	-0.0018671	0.00021302570116	3.4860624100000065e-06	-0.00820201	-0.0017783699999999	3.162599856899996e-06	6.727296804009999e-05	-0.0104871	-0.0002026999999999	4.108728999999934e-08	0.0001099792664099	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5944.083252933951	-20.91397199707717	35332125.71780986	437.394224694528	12443.433087506495	-96.63598422400536	154839027.00325143	9338.513446942216	5514.174901728588	-7.976319543910904	30406124.846853487	63.621673466575054	6217.615734058308	8561.0960109111	1.526673	107.981583	1.7460302	0.843488	0.0237830597	0.0145724753	0.0425841426	0.0425094206	0.0195443388	-0.005551825	0.0368664018	0.0654861366	0.0829084356	-0.0028757867	-0.1594931635	-0.0377707078	-0.2221372996	-0.0318637462	0.0992287825	-0.1522289783	0.1476441146	-0.0164906018	0.1580168129	0.1884584486	-0.1924166814	0.1440379702	0.1947169932	0.0243179611	-0.1129458399	-0.1327462077	-0.0715933807	-0.0530694702	-0.1326888104	0.019374999	0.2181906533	-0.0318856615	0.1972592078	-0.1055098074	-0.254080841	-0.0426227953	-0.0186607156	-0.0598491481	0.1303212906	0.1094107224	-0.005292605	-0.0124546189	0.0739650906	0.0551806451	0.1075349055	-0.0484826785	0.0167318998	-0.029079731	0.0044064758	-0.0012545655	0.0206065374	-0.1418414915	0.1338638219	0.1306789573	-0.0018151786	-0.0683999843	0.2616558272	0.0675858026	0.2891973708	0.0825933132	0.0807411493	-0.0316870051	-0.0583373664	-0.0822113568	-0.0030892328	-0.0503562872	-0.2603587743	0.1493499144	0.0979678646	0.2684778676	0.120412714	0.1744150235	0.0110755856	0.0995674713	0.11103617	0.0113242732	0.0464692421	0.0371669668	0.0402874862	0.0804922867	0.0538283299	0.0298274426	0.1225076612	0.1179640426	0.1105157577	0.1003462082	0.0877058019	0.0	0.191528	0.310414	0.096356851396	0.036682974784	0.525193	0.5765197	0.275827687249	0.3323749644880899	0.224857	-0.467882	0.050560670449	0.218913565924	0.015463	0.0008675999999999	0.0002391043689999	7.527297599999993e-07	-0.0125761	-0.00437409	1.9132663328100004e-05	0.00015815829121	-0.0130697	-0.0025826	6.669822760000005e-06	0.00017081705809	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5918.334779590246	-25.748473343704973	35026686.56330753	662.9838795314855	12307.96529557852	-135.46779192797476	151486009.71716526	18351.522649841063	5517.033863855365	2.8589621267765324	30437662.65492685	8.173664442342593	6208.840937806653	8252.368240003529	1.649521	116.670685	1.547068	0.7356089999999998	-0.0448537174	0.0784122754	0.0911160958	0.0016384269	0.040273009	0.0518711038	-0.0195438493	0.0078775221	0.1033926407	0.0524309837	0.0803474878	-0.2148795564	-0.3762494169	-0.0494797752	0.0647657375	-0.1104447867	0.4628932114	0.121782656	0.114151932	-0.0270687161	-0.103537677	-0.0431749284	-0.1844784975	0.0261142971	0.25879152	-0.1829138688	0.1397195663	-0.1211286582	0.1734805273	0.079337457	-0.015659149	0.1032218604	0.0198948028	0.1778096211	0.0394737807	0.083083796	0.0156691475	-0.2674832811	-0.0751283952	0.0914156173	-0.0380639553	-0.1209568578	-0.0665259221	-0.1404803365	0.0249599197	-0.1640654799	-0.0822468247	-0.0960159676	0.0980970312	0.0692562674	-0.0607867384	-0.4474986204	0.1650844866	-0.052604334	0.2685254225	-0.0937677906	0.1621308966	-0.171040236	-0.0563225722	-0.1385095319	-0.0433733079	0.1811756022	-0.1841258455	0.0465941328	0.0774343639	0.1436332897	0.0584420183	-0.1221604389	0.1527431026	0.0180962051	-0.2539104569	0.0674053615	-0.162799372	-0.1238983185	-0.102499164	0.1144042701	0.0738173773	-0.0330632016	-0.0835767751	-0.1309321456	-0.0082378061	-0.1129547893	0.1220030341	0.1159744915	0.106146603	0.092841332	0.0764945617	0.0	-0.121078	-0.312606	0.097722511236	0.014659882084	0.681001	0.1558079999999999	0.4637623620009999	0.0242761328639999	0.431652	0.2067949999999999	0.1863234491039999	0.0427641720249999	0.01871	0.003247	0.0003500641	1.054300900000001e-05	-0.00238062	0.01019548	0.0001039478124304	5.6673515844e-06	-0.0170644	-0.0039947	1.5957628090000003e-05	0.00029119374736	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5943.4855011800455	25.150721589799105	35325019.90273742	632.5587964875868	12419.991735342735	112.02643976421496	154256194.70598185	12549.92320624528	5507.758736032253	-9.275127823111688	30335406.294339605	86.02799613506058	6190.710011526606	8325.972806501972	1.542461	109.098312	0.8021275000000002	0.460013	-0.0047438097	0.022590176	0.0498991932	-0.0362614505	0.0938081359	0.022861773	0.0023613079	-0.0085739321	-0.0387191441	0.0568610576	0.079394777	-0.0303437923	-0.0823886808	-0.0299372141	-0.0320965993	0.0022934609	0.0191795546	0.0738517315	-0.1261560608	-0.0885573461	-0.0083613207	0.0306652826	-0.0719598791	-0.1347362461	0.0504148926	0.1399116764	0.0253658829	-0.0345964422	-0.0125453702	0.1420186584	-0.0255069431	0.0691455279	0.0203014799	-0.0719248879	-0.0078022739	0.0289030353	0.1553186905	-0.0566987495	0.0630968309	-0.0569190427	-0.1774342966	0.1287284094	0.1181325235	0.0106655167	-0.0293413055	0.1238107111	-0.0392910655	0.0486350975	-0.0475392233	-0.0240439188	0.0143102716	-0.0398487987	-0.0203765393	-0.1079318155	6.04873e-05	-0.0067960261	-0.0416842344	-0.2032348012	-0.103256994	0.0315597772	0.0098074581	-0.0072497356	0.054851373	-0.003210976	0.0176898172	-0.1008455628	-0.0612757099	-0.1160476188	-0.0391320655	0.022734317	0.0883587959	0.0464497743	-0.0050910227	0.0648469709	-0.1437979717	0.1329553577	0.0501450456	-0.0256606244	-0.1191782953	0.1314777024	-0.0259453341	0.0675138007	0.1214271607	0.1137140766	0.1012197857	0.0844696213	0.0641678585	0.0	-0.106992	0.014086	0.000198415396	0.011447288064	0.331541	-0.34946	0.1099194346809999	0.1221222916	0.69633	0.264678	0.4848754689	0.070054443684	0.0179876	-0.0007224	0.0003235537537599	5.218617600000021e-07	-0.00395219	-0.00157157	2.469832264900001e-06	1.5619805796100002e-05	-0.0158803	0.0011841	1.4020928100000011e-06	0.00025218392809	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
