global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	c_comp_cor_12	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06
4000.143669851665	n/a	16001149.379454346	n/a	10857.08468865729	n/a	117876287.93667658	n/a	3954.883843163575	n/a	n/a	15641106.212916289	4124.327490758782	7524.15604944772	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.00465748	n/a	n/a	2.1692119950400004e-05	-0.026823	n/a	n/a	0.000719473329	0.0226826	n/a	n/a	0.00051450034276	0.0	n/a	0.0	n/a	0.000588705	n/a	3.465735770250001e-07	n/a	0.0	n/a	0.0	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4008.0464941313294	7.902824279664401	16064436.69911844	62.454631595253154	10919.134584170915	62.049895513624506	119227500.06723736	3850.189533251719	3947.783539466048	-7.100303697527124	50.41431259711735	15584994.874479076	4116.405936521107	7545.9336508681245	1.082541	38.019825	0.0321976771	0.0202492	-0.0751628736	-0.0377738365	-0.0774791654	0.2727154381	-0.0075798805	0.0549865538	0.058795411	-0.158881738	0.0987766957	-0.1977932041	0.0564246021	-0.2500720857	0.0352615704	-0.0494085448	-0.0625375842	0.0089358335	-0.0664497476	0.0735792609	-0.0748785258	0.1583588894	-0.0938550256	0.0060179005	-0.1238795655	0.2693490994	-0.0687834863	0.101904442	-0.042214236	0.0054880321	-0.0414104034	0.1807556822	-0.0850642065	-0.0435647732	0.0062781433	0.0039980282	0.0296254874	-0.1143344693	0.012586837	0.052335155	0.1380710299	-0.0678961671	-0.0855553585	0.0730862648	0.0706395178	-0.0760149942	-0.0859441105	0.1668166309	0.0020555492	0.0452576276	0.0545099	-0.1029233498	-0.2002329448	0.0553645452	-0.0391753913	0.2830885776	0.0041491336	-0.0199263035	0.0500601329	-0.0579162759	0.1912505924	-0.2200292688	0.0027795823	-0.0210222178	0.0599050519	-0.0102336996	0.0791136098	-0.059964173	0.1623811261	0.0308798466	-0.0194178027	-0.0164546224	-0.0438869134	0.0835469194	-0.0599757825	-0.0655927105	0.1097207304	0.1034124785	-0.0870254964	-0.0094648121	-0.1545355157	0.0565093756	0.096026701	-0.0150110594	-0.0844233434	-0.0344805052	-0.0310427553	0.1785993541	0.1466261977	0.1465634515	0.1464588945	0.1463125564	0.1461244791	0.0	-8.3729e-06	0.0046491071	2.161419682727041e-05	7.010545441000001e-11	-0.0301088	-0.0032858	1.0796481640000011e-05	0.00090653983744	0.00535528	-0.01732732	0.0003002360183824	2.8679023878399998e-05	0.0	0.0	0.0	0.0	0.000449996	-0.000138709	2.02496400016e-07	1.9240186681000013e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4016.287289322195	8.24079519086581	16130563.590371026	67.91070537779707	10976.861648757736	57.72706458682114	120491491.6559684	3332.41398581102	3952.561297279768	4.7777578137202	22.826969726564425	15622740.808753924	4119.257009865845	7768.728973176182	1.865083	65.50341	0.0640452029	0.0272246	0.0525131105	-0.117112436	-0.0079473991	0.0376046646	0.1011842282	0.0121306	0.0289496816	-0.1817041917	0.1278890315	0.0233814616	-0.0470363223	0.0462254141	0.079681629	0.1087642488	-0.1063188364	-0.0458243906	0.093946807	0.2579016792	-0.0131353916	0.0936117552	-0.2049372046	0.0363843312	-0.1106586582	0.0373110272	0.1149032621	-0.0146736638	-0.0708158464	-0.0362141478	0.0562100063	0.0603848612	-0.0419268195	0.0718927346	-0.0246088039	-0.1601947334	-0.0392838658	-0.0609946688	0.1001316565	-0.1119660775	-0.0445463164	-0.0239134242	-0.0030531314	0.0728835149	-0.1318795583	0.1583394441	0.0540295286	-0.0588001014	-0.1653399658	0.2297067098	-0.1864564214	0.026361723	0.2877814194	0.1582219546	0.0101407158	0.1685314267	0.1783209892	-0.0805857834	0.1417376386	0.1424770236	0.1169315284	0.0171832952	-0.148906422	0.0392282695	-0.0744686681	0.0334803284	-0.0155383872	0.0419864577	0.0944886419	0.0773661748	0.0017135933	-0.1298905263	-0.0171603003	-0.0401537132	-0.0872215206	-0.1144415935	-0.0202305876	0.0089785442	-0.096779975	-0.0629396862	0.1066196561	-0.0944627628	-0.1626809932	-0.0734636443	0.0116713504	-0.2847667592	0.0756092765	-0.3019995421	0.1464588945	0.1458947161	0.1449560281	0.14364524	0.1419657166	0.0	0.0107949	0.0108032728999999	0.0001167107053518	0.00011652986601	-0.0197662	0.0103426	0.00010696937476	0.00039070266244	-0.0106355	-0.01599078	0.0002557050450084	0.00011311386025	-0.000176283	-0.000176283	3.1075696089000004e-08	3.1075696089000004e-08	0.000811884	0.000361888	6.59155629456e-07	1.3096292454400002e-07	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
4004.208708836665	-12.078580485529985	16033687.383923393	145.89210654542572	10946.68261877283	-30.17902998490717	119829860.35614316	910.7738508299263	3952.639897759637	0.0786004798687827	0.0061780354356029	15623362.161361312	4121.1367095728765	7698.688918776224	1.750439	61.476997	0.04475514244	0.0221071	0.1083052913	0.1522553781	0.0385305625	-0.0597863594	-0.015527896	-0.0687667256	0.001410321	0.1769169096	0.0170693988	-0.0530663351	-0.1597008611	-0.0587664839	0.0416751092	0.1358696722	0.1739495478	-0.0216429935	-0.1561591941	-0.0153538795	-0.0080187549	-0.1289857183	0.0753537974	0.2695437139	0.0342784617	-0.0626907295	0.0870648268	-0.1227723866	-0.0438695275	-0.1329351059	-0.0393847257	0.0383089722	-0.1144285934	0.0633902429	-0.095539059	0.1164867744	-0.0601049266	0.002946435	-0.0522797736	0.0020490933	-0.1577321669	0.09086085	0.0702093538	-0.3084813918	-0.1247246823	-0.1835048372	0.0414933977	-0.0847345596	-0.0471218232	0.1254691052	0.1418274408	0.0302694691	-0.0772976195	-0.1723397361	-0.0140966289	-0.0666790475	-0.0573629611	0.17749655	0.1061633039	0.1244757392	-0.0542871446	0.1917792371	0.0513370487	-0.1113998874	-0.0565770407	0.0748706583	0.0757273772	0.0823142837	0.0108081563	0.1578871044	0.1110846525	0.0159056134	0.1879504431	0.011382147	0.1837306479	0.088398991	-0.1896741001	-0.0549555846	-0.0173085708	-0.048936159	-0.0528724665	0.0453110305	0.1711049008	-0.0281581604	0.1069205369	-0.0426692621	-0.2511631568	0.09763154	0.1461244791	0.1445602966	0.1419657166	0.1383592329	0.1337665517	0.0	0.0229838	0.0121888999999999	0.0001485692832099	0.0005282550624399	-0.0197712	-4.9999999999980616e-06	2.4999999999980617e-11	0.0003909003494399	-4.34256e-06	0.01063115744	0.000113021508514	1.8857827353600004e-11	-9.90843e-05	7.719870000000001e-05	9.81769850649e-09	5.959639281690001e-09	0.000578459	-0.000233425	3.346148146810001e-07	5.4487230625e-08	0.000127978	0.000127978	1.6378368484e-08	1.6378368484e-08	0.0	1.0	0.0	0.0	0.0	0.0	0.0
3993.385326766672	-10.823382069993386	15947126.368035356	117.14559943305431	10910.365404962977	-36.31721380985255	119036073.26981294	1318.9400189105445	3948.39138927293	-4.248508486706669	18.04982436161859	15589794.56288462	4117.211149302189	7649.713232055669	1.40116	49.209991	0.03976733244	0.0232869	-0.124077522	0.0795579163	-0.0405517694	0.0551926926	-0.1017056279	0.0786121788	0.0298400092	0.1568913026	-0.1303109583	-0.0467274767	0.0457371991	0.1865476155	-0.0580285947	-0.0930747724	0.1142285763	-0.1279416609	-0.1883520323	0.0260876516	0.0281496014	-0.0955582894	-0.0767599549	0.0273681659	0.0176621	0.0745643072	0.0418883882	-0.0646771487	-0.0514586225	0.0600590835	0.0029431269	-0.1672091146	-0.0781980788	-0.0312637582	0.158450047	-0.0943283033	-0.0377679123	-0.1069491313	-0.0149568181	-0.0402061522	0.1774858565	0.0853508506	-0.0642415782	-0.0204816083	0.1078590871	-0.0030527812	0.0016996531	0.0552141283	0.0313520354	-0.2353398296	-0.0605856733	0.1342911386	0.0208995127	-0.1688253503	-0.0502875163	-0.0020250571	-0.0288988803	0.0306565039	-0.0159322795	0.1274130619	-0.0397005108	-0.0421838437	-0.0787239528	-0.0416394096	-0.0522812627	-0.0908450705	0.0307520611	0.0338935375	-0.1713971921	-0.0255176645	-0.0420959031	-0.1695976383	-0.0588066695	0.105611269	-0.056299232	-0.1525198739	-0.017307782	0.0839111888	0.100819321	0.0968954568	-0.040379994	0.1072578969	-0.0397595774	-0.0158987155	-0.1196454514	0.1673642598	0.0652328837	-0.0300113808	0.145623333	0.1425662815	0.1375186448	0.1305509005	0.121760336	0.0	0.00494362	-0.01804018	0.0003254480944324	2.44393787044e-05	-0.0197716	-4.000000000010939e-07	1.6000000000087514e-13	0.00039091616656	-0.00229906	-0.00229471744	5.265728129440153e-06	5.285676883599999e-06	-0.000205617	-0.0001065327	4.2278350689e-08	1.1349216169290002e-08	0.0007325889999999	0.0001541299999998	5.366866429208535e-07	2.3756056899969164e-08	0.0	-0.000127978	0.0	1.6378368484e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4005.087893850504	11.702567083832037	16040729.037467863	136.95007635158905	10947.678784060789	37.313379097811776	119851670.7589747	1392.2882596970169	3950.661350740773	2.269961467842677	5.152725065490481	15607725.108236909	4115.506361931776	7694.658204446626	1.452446	51.011211	0.118783216	0.0779273	0.0074360332	-0.1246658664	0.0012289448	-0.0296183111	0.0528951828	-0.0254490091	-0.1293268061	-0.0043504649	-0.0985972032	-0.0586225234	-0.0562085496	0.0679231847	0.0364518705	-0.0396216108	0.0994007095	0.0591672267	-0.0500788979	-0.0630043765	0.0016810538	-0.0331958227	0.0841869445	-0.0025261966	-0.0198021277	0.0125645159	0.1014761054	-0.1011419381	0.2337208672	0.2122408778	0.1244574089	0.0362800213	0.0770960549	0.0340368803	-0.0736790211	-0.1170148105	0.1506433237	0.2416425904	0.008628557	0.0685905453	-0.0320131186	0.0670758245	-0.0755055832	0.0910293226	0.1122089461	-0.14082721	-0.0368308542	0.1724429148	-0.0216929803	-0.2602399943	0.0681709171	-0.0902752517	0.0272093114	-0.0739284249	0.0747471472	-0.1180304528	-0.0092645854	0.0121945139	-6.64103e-05	-0.0396997214	0.0117212464	0.06245699	-0.1647245214	-0.0425618516	0.0644944158	-0.0592868089	0.0022451168	-0.194030722	0.0173152449	-0.0318164594	-0.176770968	0.1517718866	-0.1998388168	-0.2380189056	-0.0697754391	0.1596928514	0.0587199399	0.0461304873	0.0967613448	0.0957201402	-0.1132517039	0.053851308	0.0813323242	-0.2154463927	0.0244829488	0.1830210905	0.0713007564	0.0127420408	0.1449560281	0.1399217693	0.1316604456	0.1203625908	0.1062887712	0.0	0.00479372	-0.0001499	2.2470010000000167e-08	2.29797514384e-05	-0.000229644	0.019541956	0.0003818880443059	5.273636673600001e-08	0.0166825	0.0189815599999999	0.0003602996200335	0.00027830580625	-0.00153709	-0.001331473	2.3626456681000004e-06	1.7728203497290004e-06	0.000461866	-0.0002707229999999	2.13320201956e-07	7.329094272894585e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4000.540580628552	-4.547313221951754	16004324.937255831	20.67805753853724	10942.940569097344	-4.738214963444989	119747948.29879647	22.450681039814	3954.361580495084	3.7002297543112954	13.691700234690623	15636975.50929558	4120.30588751818	7772.441309708815	1.516454	53.259254	0.0482272639999999	0.0303242	0.1195704483	-0.0799133362	-0.0225068323	-0.0883943622	0.0433816596	-0.0448266747	-0.2075732199	0.0966074146	-0.0282724091	0.0442085832	-0.0185737629	-0.0085042601	0.1410107078	-0.1953018556	-0.0108887907	0.1046223337	0.0050232772	-0.0402163635	0.0926614083	-0.1141205408	0.195485819	0.0115909215	0.05741847	-0.048525766	0.1316321544	0.090692158	0.1045771236	-0.0218463585	-0.2211158416	-0.0169574594	-0.0556046824	-0.1249365426	-0.0654566127	-0.0002374927	-0.159651599	-0.1298168482	-0.094868237	-0.0528540611	-0.0388084729	-0.2269702479	0.0132367937	0.1958195493	-0.0794577185	-0.0022913146	-0.0541959731	0.0974560298	0.0909559499	-0.1150949452	0.0007718558	0.0678937247	-0.1334264758	0.0259437933	0.0418471228	-0.1532834564	0.0164630642	-0.0079824354	0.0274776376	0.0559681524	-0.085708864	0.0834902226	0.1978810786	-0.0200780427	0.2123773059	-0.0945262499	0.1970256216	-0.0749338332	0.0396611056	-0.0219104501	0.1850238684	-0.0085670332	-0.0564688654	-0.0417329355	0.1178070532	-0.1377705723	0.1920407777	-0.0415070097	-0.1348812935	-0.0887195444	0.0401035433	-0.0272329858	-0.0089467499	0.0574110372	-0.1121750353	0.1553827362	0.0602253718	0.0995288092	0.1441233256	0.1366388261	0.124451232	0.1079800393	0.0877921846	0.0	0.00632496	0.00153124	2.344695937600002e-06	4.00051190016e-05	0.00911098	0.0093406239999999	8.724725670937598e-05	8.300995656039999e-05	-0.0123362	-0.0290187	0.00084208494969	0.00015218183044	-0.00156916	-3.206999999999993e-05	2.4622631056e-06	1.0284848999999955e-09	0.00059653	0.0001346639999999	3.558480409e-07	1.8134392895999983e-08	1.05879e-22	1.05879e-22	1.1210362640999999e-44	1.1210362640999999e-44	0.0	0.0	1.0	0.0	0.0	0.0	0.0
4022.4540465609857	21.91346593243361	16180136.556694848	480.1999891719284	10950.846202767772	7.90563367042887	119921032.55667332	62.499043731018645	3946.282841790779	-8.078738704305124	65.26601905243763	15573148.267412309	4113.029481728492	7810.789140149833	1.131104	39.725391	0.0729340086	0.0349754	0.109210623	0.0963086232	-0.0380708133	-0.0609153076	0.1098942088	-0.0921001703	0.2339861906	-0.0436835938	-0.1040062556	0.0144280388	-0.0333880021	-0.1152682323	-0.0791170263	-0.1850250118	0.0584943291	0.1662879059	0.1433978161	-0.1334330279	0.0539211147	-0.0325074185	0.0330166574	-0.0358061247	0.1087988149	0.0653776497	-0.1337377742	0.2477524884	-0.145301969	0.106321718	0.043235543	-0.2155867907	-0.0469915094	0.0257492424	-0.0031186141	0.0273604066	0.0291075026	0.0652078372	-0.1819769588	0.0970717177	0.1549052084	0.1411783038	0.0055638596	-0.0536485363	-0.2673698379	0.0676771049	0.0067328658	-0.0984886227	0.0831485375	0.0356394544	0.0294973914	0.0752586934	0.1061348473	0.0196416284	0.0045023625	-0.1061686006	-0.1243068815	0.023624672	-0.0362771926	-0.0205391382	-0.1065904708	-0.1288189385	0.1224637585	0.1195056652	-0.0059217278	-0.2385123225	-0.1824350921	0.0672912549	-0.0895387019	0.0936740664	-0.0324795751	0.0228822205	-0.0961331068	0.1905580078	0.1231619653	0.065193294	-0.2221471053	0.2148314729	0.042690431	-0.1609481435	0.1157493875	-0.0379402041	-0.0287956687	0.1184009271	-0.0262406632	-0.0252699151	-0.0555237051	-0.0931862227	0.1431261759	0.1327324313	0.1159649805	0.0936289832	0.0667969964	0.0	0.0063251	1.4000000000003593e-07	1.9600000000010062e-14	4.000689001e-05	-0.0130936	-0.02220458	0.0004930433729764	0.00017144236096	3.81886e-05	0.0123743886	0.0001531254932238	1.4583691699600003e-09	-0.00110885	0.00046031	1.2295483225e-06	2.118852961e-07	0.000289742	-0.0003067879999999	8.3950426564e-08	9.411887694399997e-08	0.0	-1.05879e-22	0.0	1.1210362640999999e-44	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4007.27044217255	-15.183604388435924	16058216.396709785	230.54184222453063	10959.775595033325	8.929392265552451	120116681.09348808	79.73404623210794	3957.5570684044847	11.27422661370565	127.10818573718878	15662257.949678298	4130.855159058491	7831.990358142701	1.130952	39.720078	0.0759598686	0.0548616	-0.0392910379	0.2253442158	0.091747604	-0.0226335336	-0.0771033577	-0.0291545479	0.2062192108	0.0487839343	0.0130972905	-0.1403026595	0.0171023671	0.075943483	0.0223519309	0.1145961072	-0.0960117318	0.0888829549	0.0934424002	-0.0582562802	0.0573104349	-0.0197899232	0.075035659	-0.1090380549	0.0963465969	-0.1273099836	0.0593038511	0.0175803032	-0.0139089272	0.1078470482	0.1628376973	0.1136879646	0.136607319	-0.0545462087	0.0978572727	0.1033831729	-0.0727893801	-0.0581027776	0.0702221808	0.0589496392	0.0316209396	0.1711654169	0.0084983318	-0.0332205799	0.0910349748	-0.1556227491	0.266442341	-0.1026581697	-0.0318051245	0.2522992539	0.0962649459	-0.1428451311	-0.0603110234	0.1114600792	-0.1513756478	-0.0857939407	-0.120195628	0.0069476939	-0.0120478136	-0.0947830858	-0.0895700371	0.0047682175	-0.0490129707	0.2228049396	-0.1014923132	0.0574868483	0.0006002393	-0.0987470374	-0.0178718908	-0.1925773605	0.038238955	0.0271221748	0.076574141	-0.0334755184	-0.0209121326	-0.0273521958	0.035907105	0.0737405701	0.0873883681	0.0697370756	0.04539787	0.1008321727	0.2288615868	-0.0298428125	0.2856212312	-0.2416706127	-0.1093030479	0.0106381986	0.1419657166	0.1282204088	0.1062887712	0.0775710461	0.0439007383	0.0	0.00630752	-1.7580000000000547e-05	3.0905640000001924e-10	3.97848085504e-05	-0.0198258	-0.0067322	4.532251684000001e-05	0.00039306234564	-0.0296391	-0.0296772886	0.0008807414586476	0.00087847624881	-0.000351248	0.000757602	1.2337515750400005e-07	5.73960790404e-07	0.000256688	-3.3054000000000026e-05	6.588872934399998e-08	1.0925669160000015e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3991.385145411309	-15.885296761240625	15931155.379010055	252.3426531926819	10916.392950941474	-43.38264409185104	119167635.0593647	1882.0538084002171	3943.419129865744	-14.137938538740856	199.88130612521388	15550554.4337911	4111.12277665969	7758.314856116905	1.1449	40.209938	0.06454467	0.0435334	-0.1420937269	0.0411243813	-0.0738933271	0.0418296047	-0.1255647215	0.0786768885	0.0083563048	-0.0072805982	0.0804219971	-0.0676418728	0.0263170218	0.037160543	0.030931725	-0.1717063469	-0.1422948893	-0.0904362057	0.0984991724	-0.0777814355	-0.021367603	0.1552815237	-0.1319985088	-0.1682023609	-0.0323749838	-0.0521160169	-0.112868791	-0.0880128282	-0.1958601343	-0.0230351802	0.1118338412	-0.096574582	-0.0762760581	0.097433637	0.031771456	0.1845758914	-0.1444227043	0.0009840079	-0.1006591547	-0.0618307305	-0.1111588923	-0.1721411692	0.0138305208	0.0151614928	0.0770631284	0.130079397	0.0484263705	-0.1045491939	-0.1401404815	-0.1150182174	-0.0817149557	-0.0075786213	-0.022347513	-0.0695124486	0.0307451028	0.0933588734	-0.0167529797	-0.1267891515	-0.1172957676	-0.1027274603	0.0215154992	-0.1229112489	0.0382166342	0.0609125384	-0.2671631221	0.0494685658	-0.0244244534	0.0525564189	-0.2038590846	0.073506219	0.0681167983	0.0004212916	0.0603240483	-0.0370457314	0.0924535687	-0.0532052038	-0.0528445655	-0.1660380019	-0.1440563347	0.062888202	0.1278211218	-0.0581187645	-0.1766032364	0.0405197457	0.0401217092	0.0158456298	0.0472354676	-0.0195067956	0.1406432718	0.123123346	0.0955218954	0.0600989683	0.0197550473	0.0	0.00631492	7.400000000000288e-06	5.4760000000004265e-11	3.98782146064e-05	-0.00564373	0.01418207	0.0002011311094849	3.1851688312899994e-05	-0.0212703	0.0083688	7.003681344000004e-05	0.0004524256620899	-0.00110693	-0.0007556819999999	1.2252940248999997e-06	5.710552851239999e-07	0.000172642	-8.404599999999997e-05	2.9805260164e-08	7.063730115999995e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
