global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2
5039.3999772336	n/a	n/a	25395552.13054201	11660.86729141538	n/a	135975825.98800105	n/a	4866.839964737916	n/a	n/a	23686131.242370155	5189.318207465278	9012.888072520764	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0297241	n/a	0.00088352212081	n/a	-0.0536649	n/a	n/a	0.00287992149201	-0.172794	n/a	n/a	0.029857766436	0.000651387	n/a	4.24305023769e-07	n/a	0.001659	n/a	2.7522810000000004e-06	n/a	0.0	n/a	n/a	0.0
5031.251874788436	-8.148102445164113	66.3915734568894	25313495.42756215	11665.184948453822	4.317657038442121	136076539.88163358	18.64216230160879	4866.578770108528	-0.2611946293873188	0.0682226344207788	23683588.92567104	5193.456425645616	8979.058665107646	0.953604	30.206581	0.0620055799999999	0.0345427	-0.0986542517	-0.1742834004	0.1409246742	0.0187896987	-0.0444348634	-0.0242301898	0.1222743464	0.0761939143	0.344762966	-0.0105185263	0.3161072439	-0.1951750658	0.1592182116	-0.1717649526	-0.0160532031	0.0848408606	0.1216348562	-0.0858765327	0.0317293169	-0.1400995727	0.0140430153	-0.0857185011	0.0310236415	-0.1029376749	0.054166057	-0.0554035521	0.1263482902	-0.2319029709	0.0415100118	0.1403740565	-0.0119071478	-0.0205149295	0.0657059233	0.0677916938	0.0579482429	-0.2420534007	0.179875366	0.1551470156	-0.0600385543	-0.0960402104	0.1284299325	0.1443347502	0.0151965681	-0.1284495486	-0.0094709622	-0.0465285533	-0.0097069364	0.1564378215	-0.0836600473	0.092471074	0.0319008431	-0.1695481516	0.1680410367	-0.016772685	0.0068869816	-0.0334094045	0.0912255925	-0.0862861946	0.3188772951	-0.0989635638	0.1764658552	-0.1260487247	0.0411461657	-0.0597372432	-0.015756905	0.0659126518	0.0145212122	0.1338515813	-0.0588455325	-0.0005269581	-0.12088133	0.2227558263	-0.1949648606	-0.0866505505	0.0436853214	0.0121945966	0.1006140533	0.0849462121	-0.0949338921	0.1466261977	0.1465634515	0.1464588945	0.1463125564	0.1461244791	0.0	-0.00241072	0.0273133799999999	5.8115709184e-06	0.0007460207270243	-0.0521014	0.0015635	2.444532250000008e-06	0.00271455588196	-0.191193	-0.018399	0.0003385232009999	0.036554763249	0.0007682579999999	0.0001168709999998	5.902203545638463e-07	1.3658830640976622e-08	0.00167278	1.3779999999999912e-05	2.7981929284e-06	1.8988839999999758e-10	0.000163943	0.000163943	2.6877307249e-08	2.6877307249e-08
5030.476160615278	-0.7757141731581214	0.601732478438388	25305690.402518623	11576.25330316041	-88.93164529341084	134009640.53893232	7908.837534593042	4856.489542843673	-10.089227264855252	101.79250680189864	23585490.679749947	5166.068371355975	8874.707583690646	1.22312	38.743843	0.16122297	0.0879743999999999	-0.0209518761	0.0374069824	0.0366062636	0.0378079393	0.1164495251	0.1079362938	0.1020482788	-0.0646455889	0.0409950601	-0.0372150603	0.165098393	0.1436611793	0.2489754134	-0.1913179544	-0.111996438	-0.0405390032	0.0346662275	-0.2612670894	0.0390617416	-0.0587907598	0.0132907537	-0.214151782	-0.1638249126	0.1230665574	-0.0155046936	-0.0690642754	-0.0943411631	0.1391097201	-0.1090489038	0.1788898908	0.0998272886	0.0034077988	0.0475649815	-0.0111200071	0.1965966806	0.1252624012	-0.0586513168	-0.1025637989	0.100257535	0.0934496532	0.0030075623	0.0387816451	0.0886667708	0.072478952	0.010400072	0.0108204348	-0.0494330257	-0.1204280667	0.1728120786	0.0515771528	-0.1970572107	-0.0919801564	0.2507675491	-0.04535051	0.0980601505	-0.0499632839	-0.1239014584	-0.0887169457	-0.0979659854	0.1166776903	-0.0786593326	0.021365377	0.1599932514	0.1651979091	-0.1071810589	0.1117805298	-0.0736290454	0.1545037048	-0.0271583508	-0.0618442549	-0.0615432724	-0.0924798623	0.1299186068	-0.0220873374	0.0588241965	-0.0027650671	0.013135577	0.1191576269	0.117053996	0.1464588945	0.1458947161	0.1449560281	0.14364524	0.1419657166	0.0	0.0441609	0.04657162	0.00195018508881	0.0021689157894244	-0.0697362	-0.0176348	0.0003109861710399	0.00486313759044	-0.195777	-0.004584	2.1013056000000044e-05	0.038328633729	-0.000545374	-0.0013136319999999	2.974327998760001e-07	1.7256290314237378e-06	0.00150375	-0.0001690299999999	2.2612640625000003e-06	2.857114089999997e-08	0.000529932	0.000365989	1.33947948121e-07	2.80827924624e-07
5053.430714084413	22.95455346913513	526.9115249673839	25537161.9820517	11678.183350300991	101.93004714058044	136379966.36324728	10389.734510080949	4866.0361556631005	9.546612819427535	91.1378163240582	23678307.868220527	5183.609532561126	9036.940518653364	1.1916	37.745399	0.22166935	0.107862	0.1243888984	0.08717444	0.0382415956	-0.1203916343	0.04602598	0.000920916	-0.0453771352	-0.1171736128	0.049178541	-0.125299424	-0.0446973556	-0.0215829876	0.0360184018	0.0456622438	0.0483008649	-0.0283465035	0.0913007011	-0.0374522893	-0.0433356038	-0.0151089157	-0.0861165214	0.0875499447	-0.0009041888	0.015860426	0.2334944637	-0.042745552	-0.1208472046	0.1354525594	0.0514771389	-0.0516750406	-0.018242992	-0.0804171768	-0.0804283306	-0.0538019419	-0.0919132471	0.0480452027	-0.1859513799	0.0290745659	0.0188969074	0.0641227129	0.0084065466	0.1180421555	0.0317430987	-0.0256188493	-0.2436545184	-0.0468189784	-0.0799761321	0.0131548509	0.0003276138	-0.0726796271	-0.056605501	-0.0521660496	-0.0135589673	0.0063195901	-0.103178205	0.2066789391	-0.03171139	0.1788670029	-0.0222142033	0.16744015	-0.0081612294	-0.0080345179	-0.0464895588	0.0074516351	0.0352796545	0.0042369563	0.1232335993	0.0054515274	0.0359334707	-0.0237257723	0.2300340759	-0.0581832623	0.0115926883	-0.0689330294	0.0334958735	-0.0379292016	-0.1151145513	0.2076035169	-0.1030979109	0.1461244791	0.1445602966	0.1419657166	0.1383592329	0.1337665517	0.0	0.020034	-0.0241269	0.000401361156	0.00058210730361	-0.0159652	0.053771	0.0028913204409999	0.00025488761104	-0.123869	0.071908	0.005170760464	0.015343529161	-0.000530166	1.5208000000000062e-05	2.81075987556e-07	2.3128326400000186e-10	0.000501905	-0.001001845	2.51908629025e-07	1.0036934040250002e-06	0.000109716	-0.000420216	1.76581486656e-07	1.2037600656000002e-08
5042.118738138847	-11.311975945565791	127.96079979305908	25422961.36949088	11632.301972991683	-45.881377309307936	135310449.1908662	2105.1007837990774	4867.6009229237225	1.5647672606219205	2.4484965799142286	23693538.744847875	5176.163637740524	8946.328382287427	1.207883	38.261208	0.119572811	0.0499394	-0.1498519335	0.0859824885	-0.0875935151	0.0906728181	-0.0513978891	0.1355336149	-0.0157349271	0.158397988	-0.0557193277	0.0656661045	-0.1228240753	0.0351990548	-0.0347651807	0.1180686756	0.0474446163	0.0730953563	-0.0408328644	0.0746342765	-0.1089253831	0.073901541	0.0398137052	0.2166804703	0.0250190133	-0.1162842834	-0.2240111424	0.0178984253	-0.0193238656	-0.1017296507	-0.0881651944	-0.1417643157	0.1815750207	-0.0836301288	0.0131319583	0.1047901881	0.2014237086	0.0298484304	-0.0632806654	0.0213199621	0.0976522358	0.0638808209	-0.0180833027	-0.1838240188	0.0546156378	0.0234059978	-0.0338336104	0.0845951004	0.0746628386	-0.1635693969	-0.0486316013	-0.1286161515	0.0404182479	0.058214795	-0.2061392605	-0.0329289211	-0.0670135013	-0.0179412849	0.1211265885	-0.1431169977	-0.0466576168	-0.1429709498	0.0574749548	0.0886512553	0.0709613455	-0.0682904475	-0.1191749727	-0.0790251818	0.0281152331	0.163476695	0.0191558252	-0.077577501	-0.1235009473	-0.0840345646	0.1212049876	0.0699974086	-0.1874041904	-0.0423119337	-0.0701872805	-0.06682018	0.0251332244	0.145623333	0.1425662815	0.1375186448	0.1305509005	0.121760336	0.0	0.00891969	-0.01111431	7.956086969609998e-05	0.0001235278867761	0.000115851	0.016081051	0.0002586002012646	1.3421454201e-08	-0.10087	0.022999	0.000528954001	0.0101747569	-0.00101501	-0.000484844	1.0302453001e-06	2.35073704336e-07	0.00100496	0.000503055	1.0099446016000002e-06	2.530643330250001e-07	-0.000289954	-0.00039967	1.5973610889999997e-07	8.4073322116e-08
5047.212224915576	5.093486776729151	25.943607544714716	25474351.243337244	11673.725873649964	41.42390065828113	136275875.77312464	1715.9395457471437	4869.646844211823	2.045921288100544	4.18579391710299	23713460.387342166	5194.342253056279	9019.525742739366	1.167639	36.986401	0.092767361	0.0494663	-0.0884020617	-0.1614087295	0.0539071725	-0.1159526792	-0.0443411235	-0.0763546564	0.0960560579	0.0078653701	0.1702978424	0.0501857342	-0.1370148471	-0.1000637504	0.0850357097	0.1037080903	0.0896153754	-0.1409069008	-0.0411923801	0.0234318462	-0.1024010321	0.0558141761	0.1690487189	-0.1110212659	-0.0648916735	-0.0087672842	-0.0835476114	-0.0036969063	-0.0882632525	0.0217938238	0.0119448759	0.0325844507	0.1776363101	0.018813927	0.0658990429	0.0087367154	-0.105948373	0.0304022354	-0.0541248342	-0.2163509831	-0.132810758	-0.1286574841	0.0209408619	-0.0824480328	0.1508376546	-0.0739262043	0.1617541039	-0.065266734	-0.0219597634	0.190937761	0.0902433897	-0.0717223852	-0.0563700117	-0.0069474373	-0.0286328624	-0.001375697	0.1696056879	-0.0946708572	0.0284129255	-0.0951717075	-0.0443794038	0.0646569871	-0.0077672957	-0.081629293	0.0472318349	0.046573349	-0.1127190177	-0.1738419746	-0.0266102401	-0.0267609157	0.1054840307	0.1983448958	0.0454915362	-0.079426298	0.0744934754	-0.1718600727	-0.134282874	0.0210052352	0.1012403762	-0.1707193414	-0.0389483899	0.1449560281	0.1399217693	0.1316604456	0.1203625908	0.1062887712	0.0	0.0110054	0.00208571	0.00012111882916	4.350186204100004e-06	-0.0181867	-0.018302551	0.0003349833731076	0.00033075605689	-0.128791	-0.0279209999999999	0.0007795822409999	0.0165871216809999	-0.000268917	0.000746093	7.231635288899999e-08	5.56654764649e-07	0.00100496	0.0	1.0099446016000002e-06	0.0	-0.000146885	0.0001430689999999	2.0468738760999995e-08	2.1575203225e-08
5048.243778254645	1.0315533390685232	1.0641022913434195	25484765.24468673	11649.68931774107	-24.036555908895025	135715261.19989038	577.7560199614363	4867.408073237377	-2.238770974446197	5.012095476022775	23691661.351416398	5182.67072007921	9001.657776966142	1.192353	37.769249	0.06140982	0.03806	0.1371985862	-0.0069225378	-0.048907447	-0.0134066974	0.0012034049	0.0187931505	-0.0492490475	-0.1218920287	0.0049620045	0.0041561519	-0.0198292498	-0.0757510614	0.0864326253	0.1080466786	0.1217372053	0.002753769	-0.0048231468	0.0405475407	-0.0023936372	-0.0118637091	0.0145461652	0.0109831858	-0.0778773913	-0.0606814389	-0.1223900872	0.0181170212	0.0461788328	0.0399055116	-0.0345780961	-0.1263717646	-0.1213917655	-0.0144785928	0.0383917939	-0.1446887422	-0.0436947552	-0.0549065789	-0.1175754747	-0.0118781401	0.1384450533	-0.0735898248	0.2174094124	-0.1342700205	-0.0308901664	-0.02278934	-0.0543898729	-0.1752867559	0.1120872521	0.0209435427	-0.0444807646	-0.0931940874	-0.0236296745	0.0034420467	-0.0607206104	0.0245810555	0.038498333	0.0447690657	-0.0320248623	-0.1293181368	-0.0702454353	-0.0859263088	0.0090665713	-0.0189323135	0.0059153961	-0.118805154	0.1602350171	-0.0682465069	0.0168159824	-0.0141421148	-0.112365963	-0.0801343967	0.1335274357	-0.0143445047	0.1985581815	0.060364623	-0.00444468	0.179339528	0.0045592337	0.0339121869	-0.0404665135	0.1441233256	0.1366388261	0.124451232	0.1079800393	0.0877921846	0.0	0.00838823	-0.00261717	7.03624025329e-05	6.849578808900001e-06	-0.0159515	0.0022351999999999	4.996119039999998e-06	0.00025445035225	-0.121706	0.0070849999999999	5.019722499999992e-05	0.0148123504359999	-0.000977669	-0.000708752	9.55836673561e-07	5.02329397504e-07	0.0008711479999999	-0.0001338120000001	7.588988379038258e-07	1.7905651344026775e-08	-1.05879e-22	0.000146885	2.1575203225e-08	1.1210362640999999e-44
5036.428126265708	-11.815651988937134	139.60963192367404	25365608.27104031	11600.572823673065	-49.11649406800461	134573289.83734205	2412.4299895323325	4876.386728371305	8.978655133928442	80.61624801401956	23779147.524635803	5185.783801043475	8862.126248033977	1.219343	38.624199	0.09899312	0.0518944	-0.1320672004	0.0733181593	-0.1730130574	0.0879126415	0.0975472453	0.1800213805	0.0036016158	0.0767517275	-0.0422919129	0.0678767697	0.0279938386	0.1312805326	-0.1474667886	0.002504365	0.0522842165	-0.0025140171	0.0003875659	-0.0465357979	-0.0130184568	0.0196786381	0.0477071922	0.0241086255	-0.0036081874	-0.0109391626	0.0452716757	0.0255905919	0.0009024145	-0.1077167488	0.0514553447	0.0330400948	-0.1810966086	-0.0490223874	0.0049723931	0.1970228636	0.1695398065	0.064933644	-0.0129885075	-0.0440349681	-0.1180766403	-0.0599888123	-0.1127750292	0.0482293741	-0.1834530791	0.054550776	-0.0200585258	0.1243956369	0.0839271082	-0.11052216	-0.0045388043	-0.1072996268	-0.0355870545	0.0133752555	-0.0266410435	-0.0153616546	0.0521358613	0.0475234347	0.0454543797	-0.0040741845	0.0653266112	0.0582720125	-0.0039870957	0.0995864048	-0.0726971653	-0.0047337333	0.0884417653	0.2001014527	-0.125620201	0.0711999631	0.0146415488	0.1091147333	-0.0907924425	-0.0199103164	-0.1032962314	-0.03981139	0.0656889434	0.0497801093	-0.073212086	-0.1183970276	0.040700325	0.1431261759	0.1327324313	0.1159649805	0.0936289832	0.0667969964	0.0	0.0228392	0.01445097	0.00052162905664	0.0002088305339409	-0.049402	-0.0334505	0.00111893595025	0.002440557604	-0.121302	0.000404	1.632160000000013e-07	0.0147141752039999	-0.0010111	-3.3431e-05	1.02232321e-06	1.117631761e-09	0.000550081	-0.0003210669999999	3.025891065610001e-07	1.030840184889358e-07	0.000659255	0.000659255	4.34617155025e-07	4.34617155025e-07
5048.680829024836	12.252702759128624	150.1287249035582	25489178.11336291	11703.549946814692	102.97712314162708	136973081.35758618	10604.28789052583	4870.341731450123	-6.044996921182246	36.54198777710284	23720228.58110458	5198.360623055917	9089.72290259634	1.333326	42.234741	0.17308291	0.0903906	0.0317375873	-0.1239111533	0.1083995283	-0.2193015787	-0.1570288516	-0.1520356143	-0.0203213832	-0.0416331145	0.0650724145	-0.0854550843	-0.1158759991	-0.2205361723	1.451e-06	-0.0467427947	0.1442248614	-0.0155510444	0.0211414413	-0.04902361	0.0065639878	-0.0967808278	-0.1623076704	0.1517676927	-0.0412876122	0.1206688573	-0.0413060228	0.0316157758	-0.0527906379	0.0121400548	0.0345285921	-0.1241048868	-0.0316240638	0.1749504934	-0.0079288141	-0.1514120326	-0.1087181314	-0.0932556443	-0.0774002029	0.1827491773	-0.0030820593	0.0051602892	-0.043774681	-0.0621917638	0.1002325787	0.0999237607	0.1334914182	0.0206558789	-0.2119489498	0.2207264129	-0.0825771358	-0.0554215214	-0.0178417117	0.0021933585	0.111081032	0.0459697744	-0.1998972475	0.1147230394	0.1204505156	-0.0068809023	-0.0371763627	0.0230403538	-0.0662027734	-0.0648058089	-0.008695937	-0.0452328961	0.0683844734	-0.1756892291	0.0325960289	-0.0788834221	-0.2294171634	-0.1100906231	0.0965056717	-0.0706703066	-0.0654769544	0.064623565	-0.1038709698	-0.0564861491	0.0426274037	-0.1119746527	0.0980733097	0.1419657166	0.1282204088	0.1062887712	0.0775710461	0.0439007383	0.0	0.0129232	-0.009916	0.0001670090982399	9.832705600000004e-05	-0.00650579	0.04289621	0.0018400848323641	4.23253035241e-05	-0.127084	-0.005782	3.343152400000011e-05	0.016150343056	0.000297281	0.001308381	8.8375992961e-08	1.7118608411609998e-06	2.164e-05	-0.000528441	4.682896e-10	2.792498904810001e-07	0.000206303	-0.0004529519999999	2.0516551430399998e-07	4.2560927809e-08
5024.455543371355	-24.22528565348148	586.8644649927755	25245153.507315136	11589.056826842743	-114.49311997194854	134306238.1357904	13108.674520911003	4862.269745083513	-8.071986366609963	65.1569639027371	23641667.07395449	5176.985304316768	8870.462644934752	1.220922	38.674206	0.144709625	0.0746108999999999	0.1072064282	0.0355513551	-0.0320647708	0.1749168665	-0.0600958209	-0.1005879843	-0.0694302804	0.0006417245	-0.2096362155	0.0798773997	-0.0201111731	0.1152373907	-0.0175070581	0.1603240492	-0.0278370566	0.027697985	-0.1497148585	0.0458211221	0.0085872266	-0.0513917575	-0.0943758961	0.1627268372	-0.0011951721	0.0068854112	-0.1785767919	0.1893293841	0.0905809471	0.1121666036	0.2040323606	-0.0939419029	-0.0535234276	0.1744056838	-0.0565229122	0.037403027	-0.2319219193	0.0044252776	0.1247692901	-0.0132291188	0.1585874129	0.033712042	-0.0990862895	0.0986848274	-0.0872807701	0.0322408041	0.0326807468	-0.0330595711	0.1893837364	-0.0341162577	-0.0288797804	0.0409366715	0.0101612841	0.1952037199	-0.0655735805	0.0569116457	-0.1488796177	0.0455156042	0.0685518433	-0.0845411364	-0.0621461149	-0.1915413479	-0.1514722983	-0.0528981112	-0.1687947236	0.1129102055	0.1103239439	-0.165327842	-0.0087663298	-0.2272411875	0.0203974554	0.0047157133	-0.013397766	0.0426285457	0.0116372089	0.0530275499	0.2696419188	-0.0472755782	-0.0123394132	-0.1095509296	-0.0572205311	0.1406432718	0.123123346	0.0955218954	0.0600989683	0.0197550473	0.0	-0.0171559	-0.0300791	0.00029432490481	0.00090475225681	-0.0353057	-0.02879991	0.0008294348160081	0.00124649245249	-0.0706543	0.0564297	0.00318431104209	0.00499203010849	-8.44343e-05	-0.0003817153	7.129151016490001e-09	1.4570657025409e-07	2.164e-05	0.0	4.682896e-10	0.0	0.0	-0.000206303	4.2560927809e-08	0.0
