global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02
5576.100396360373	n/a	n/a	31092895.630290315	11784.385783963236	n/a	138871748.3052748	n/a	5323.632853751319	n/a	n/a	28341066.761540413	5543.052353656487	8748.271523330446	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0106698	n/a	0.00011384463204	n/a	-0.292773	n/a	n/a	0.085716029529	-0.377663	n/a	n/a	0.142629341569	0.000911255	n/a	8.30385675025e-07	n/a	-0.00098654	n/a	9.732611716e-07	n/a	0.00237353	n/a	n/a	5.6336446609e-06	0.0	0.0	0.0
5522.192914947327	-53.9074814130463	2906.0165522979323	30494614.58989446	11560.226985897538	-224.15879806569865	133638847.96547368	50247.16675025866	5284.935755000398	-38.697098750921214	1497.4654517385482	27930545.934481625	5498.332492774757	8587.689493668795	1.152528	44.931408	0.0737463	0.0387119	0.0103680458	-0.1039008053	0.0060814188	-0.0620321614	0.1810477869	0.056510041	-0.0181932529	0.1155876995	-0.2523133772	0.1211686449	-0.2527857082	0.18532211	-0.0463251552	0.1154955932	0.0118844522	-0.084422325	0.0664465332	-0.0927793088	0.0490181708	0.1181369064	-0.0176226261	0.103075935	-0.0167871463	0.006649902	-0.0185206328	0.0118289669	-0.1588476427	0.1820913824	-0.0396640828	0.1279879083	-0.0033773227	-0.0642479468	0.0760924437	-0.0297110163	0.053039213	-0.0643020307	-0.0012292755	-0.0021130687	0.1104893864	0.0599328739	-0.1087688372	-0.0341362706	0.0087669856	0.0971579338	-0.0667609505	-0.1314847875	0.064018782	0.0045333213	0.0853556706	-0.0966076366	0.1561366062	0.0716989606	0.0015610126	0.0984729393	-0.1512265292	0.0296667279	0.046027603	0.1592410556	-0.0676365277	0.045341717	-0.1188135143	0.1369351751	-0.011076578	-0.0179167758	0.1022896919	-0.1022731119	0.076587198	-0.0206947472	0.043861891	-0.1039746799	0.0358981449	-0.1016667154	0.0828009975	-0.0987748071	0.0898858235	-0.1195984496	0.0087699626	0.0634134556	-0.0130657904	0.1212164994	-0.0598308763	-0.1201135093	0.0404060249	0.0836590054	-0.0383741194	-0.073448521	0.1042289704	0.0270779251	-0.0453730024	-0.0198768912	-0.0136109595	0.051969476	0.0403034803	0.1680346212	-0.1566965313	0.1268484266	0.036537804	-0.0229913585	-0.1084306965	-0.0568808601	0.0777448436	0.0903997027	0.1240256802	0.1239985182	0.1239532527	0.1238898902	0.1238084399	0.0	-0.01862	-0.0292898	0.0003467044	0.00085789238404	-0.283925	0.008848	7.82871040000004e-05	0.080613405625	-0.389892	-0.0122289999999999	0.0001495484409999	0.152015771664	0.00109534	0.0001840849999999	1.1997697156e-06	3.388728722499998e-08	-0.000703035	0.000283505	4.942582112249999e-07	8.0375085025e-08	0.00237353	0.0	0.0	5.6336446609e-06	0.0	0.0	0.0
5504.311267358111	-17.8816475892163	319.7533205049251	30297442.527965453	11386.337998850726	-173.88898704681196	129648693.02407196	30237.37981616634	5280.661224922506	-4.274530077891541	18.27160738679946	27885382.972400066	5492.122882979393	8478.091965628642	1.014035	39.532238	0.0818057699999999	0.0414765	0.0164584619	0.1167413505	-0.1217339731	-0.0221377935	0.1751738218	0.044360489	0.0551954994	0.1625043129	-0.0096877146	0.1619225231	-0.1498214866	0.1315072257	0.0754583603	0.0472867485	0.0054641708	-0.0798490605	-0.0598768165	-0.0392590402	0.0627161622	-0.0412230182	-0.2177099694	-0.0312535449	0.0278079122	0.0109621287	-0.0470612303	-0.0471023067	-0.0396023485	0.0049939162	-0.0120567245	-0.0126191416	-0.0061195456	0.0498514359	0.013024226	-0.0486956101	-0.1586856882	-0.141953237	0.0418007375	0.0125539378	0.0476156617	0.0518419418	0.0571969116	0.0390289399	-0.0027886114	-0.1240769268	0.0255329846	0.2228199721	0.0241748751	-0.0333579548	0.0424555325	-0.0405956412	-0.0315474694	-0.1283530063	-0.1933888743	0.0443914288	0.0564521318	0.136280488	-0.0831650998	0.1157468333	-0.0592371049	0.0576136068	-0.0892769671	0.0114130115	-0.0875200939	-0.1945954224	-0.0535403038	-0.0869410891	-0.044919227	0.0401754213	0.08052819	0.0601655231	0.0404279794	-0.0141719037	0.0139149462	0.0260694263	0.0713106713	0.0918750625	0.0031089595	0.1263319343	-0.1378370118	0.0419722944	0.1392378679	0.0725734012	0.043659564	-0.0589606315	-0.0280145061	-0.0182786923	-0.0959938541	0.0469417171	0.0553508993	3.32882e-05	0.1301627422	-0.1319114425	-0.0563612097	-0.0164341822	-0.1451841938	-0.2047747888	0.0284259871	0.1361433423	-0.0925181591	-0.126691547	-0.0558739967	-0.012038911	0.1239532527	0.1237089139	0.1233020394	0.1227331636	0.1220030341	0.0	0.00702837	0.02564837	4.93979848569e-05	0.0006578388836569	-0.263815	0.0201099999999999	0.0004044120999999	0.069598354225	-0.380021	0.009871	9.743664100000036e-05	0.144415960441	0.000590869	-0.0005044709999999	3.4912617516100005e-07	2.54490989841e-07	-0.000683978	1.905699999999995e-05	4.67825904484e-07	3.6316924899999806e-10	0.00237353	0.0	0.0	5.6336446609e-06	0.0	0.0	0.0
5497.951534299667	-6.359733058443453	40.44620457465852	30227471.073508065	11394.492822396754	8.154823546028638	129834466.67965116	66.50114706686308	5271.089404730546	-9.571820191959889	91.619741787211	27784383.512662627	5480.889817642775	8477.23763415862	0.977065	38.090961	0.0295538	0.016142	0.0307851871	0.0129724998	0.0423314224	-0.1435531264	0.1069870367	0.0276166197	-0.0360673421	0.1232084475	-0.1331943305	-0.051084943	-0.1269554862	0.0871082463	0.0391840475	-0.0706745122	-0.0213835243	-0.0024334292	0.1545969542	-0.1239839174	-0.0196322738	0.0377726786	0.0857548538	-0.0241658612	0.0007103132	-0.023920518	-0.1247226742	0.0067394114	0.0189987874	0.076053765	0.0990324627	0.0557956121	0.0397516051	0.0305590204	-0.0349791527	-0.1094683215	0.0133271807	0.039876986	0.0385529182	-0.0895490583	0.0859207061	0.0190031789	0.0841188417	-0.0517301841	0.017340856	-0.1164704199	0.0331292725	0.0301205339	-0.0181023198	-0.0305469404	0.056752177	0.2597466252	-0.0081969722	-0.1181195915	-0.0432504157	0.1156174836	0.1154895801	-0.0241914505	0.0579118471	-0.0741355185	-0.0620651046	0.0171487882	0.0082304372	0.2030644774	0.0570223216	0.1197291437	0.1051253692	-0.002908451	-0.0707013428	0.0484646176	0.045734909	0.0454571618	-0.058345474	-0.0650451982	0.0278382182	0.0076953717	0.0294419451	0.0138196955	0.0767144748	-0.0212340381	-0.0746280786	-0.0347809344	-0.099235452	-0.0240928322	0.0344675839	-0.0680328741	0.0124076415	-0.0311906227	-0.0946408785	0.0841260143	0.0153275108	-0.0747104492	0.1413429162	0.0165699616	-0.0729263522	-0.187851497	-0.0748785976	0.0239080145	-0.0278930636	0.2177706401	-0.0180940984	-0.0553697795	-0.0138341254	-0.0442160805	0.1238084399	0.1231303817	0.1220030341	0.1204305106	0.1184185493	0.0	0.00656002	-0.00046835	4.303386240039999e-05	2.1935172250000018e-07	-0.257131	0.006684	4.467585600000031e-05	0.066116351161	-0.376637	0.0033839999999999	1.1451455999999986e-05	0.141855429769	0.000738533	0.0001476639999999	5.45430992089e-07	2.1804656895999983e-08	-0.000451293	0.000232685	2.03665371849e-07	5.4142309225e-08	0.00237353	0.0	0.0	5.6336446609e-06	0.0	0.0	0.0
5487.217849912365	-10.733684387302674	115.21198052622518	30109559.732396875	11345.757482634235	-48.73533976251929	128726212.85475074	2375.133341768193	5276.518779037768	5.429374307221224	29.478105367913944	27841650.425538216	5488.78051168513	8409.808122214023	0.92351	36.00312	0.0878174299999999	0.0458548	0.1129558168	-0.0632171251	-0.0236394122	-0.1145425608	0.1072841075	0.0301557222	0.0349281957	0.0886301132	-0.1215930611	0.0032082224	0.0135436013	0.0974653504	0.0510409254	-0.0423254789	-0.0827807083	-0.0189884047	0.1328763236	-0.1029139017	0.088461987	-0.0083122709	-0.0567829625	0.0562740409	0.1431280323	0.0050238414	-0.0094861976	-0.0287309756	0.0402102727	0.1067010902	0.1015744839	-0.0323194101	0.0042792296	0.1723364232	-0.0260259382	0.0651302169	-0.0703333033	0.0119232818	0.0515409573	-0.0488994128	-0.0847611268	-0.0531102015	-0.0769021315	-0.055127232	-0.132778683	0.0443898245	-0.0596203799	0.0427141284	0.0352902773	0.143365492	0.0173892075	0.051734625	0.0094658617	0.0685815858	0.0364599504	-0.1720007305	0.0107514791	-0.0952558746	0.0963227275	-0.1532724722	-0.1299192588	0.0296351906	-0.0270543254	0.1532459006	-0.0118385593	0.0428320345	-0.0004063319	-0.037277269	-0.0176585649	-0.0747839511	0.0388556101	0.1009889597	-0.062823421	-0.0545379002	0.1142242338	0.0184625882	-0.0074856863	0.1165935822	0.0429620029	0.1006066556	0.0454295178	-0.0611334403	-0.0053614085	0.0285482282	0.0118992885	-0.0980111212	-0.0562798652	0.0994524618	-0.0481594598	0.0567066512	-0.0746869626	0.1754991725	-0.056494612	0.1313508099	-0.0362313833	-0.0060687062	0.0953927754	0.0921825475	-0.0006217269	-0.0789289065	0.1583679777	-0.0292732277	0.0640737833	-0.160736902	0.1235913266	0.1222642728	0.1200630614	0.1170034304	0.1131072554	0.0	0.0103062	0.00374618	0.0001062177584399	1.40338645924e-05	-0.230637	0.0264939999999999	0.0007019320359999	0.053193425769	-0.346683	0.0299539999999999	0.0008972421159999	0.120189102489	0.000867108	0.000128575	7.51876283664e-07	1.6531530625000007e-08	-0.000451293	0.0	2.03665371849e-07	0.0	0.00194964	-0.0004238899999999	1.796827320999999e-07	3.8010961296e-06	0.0	0.0	0.0
5492.13270227618	4.914852363815044	24.155773758098324	30163521.619411454	11356.150503573566	10.393020939331109	128962154.25981416	108.01488424537489	5286.125226707391	9.606447669623776	92.28383682922008	27943119.912432272	5499.339130048404	8453.302425400869	0.966944	37.696396	0.08467358	0.0465655	-0.01040506	-0.009122137	-0.1044229315	-0.0472601188	0.1661979226	0.0829468635	0.0154984165	0.1386818026	-0.0389853325	0.0836869236	0.0326845751	0.0333937078	0.0078356376	-0.0311456321	0.004024805	-0.0164765685	0.1081939536	-0.0046423847	0.0572733222	0.034330236	-0.112336967	-0.1299319143	-0.0348700123	0.1350257147	0.0104707729	0.1069032288	-0.0303315068	0.0524790468	-0.1047689405	0.0115252749	0.0035118833	0.0501404994	0.0669583877	0.0204151135	-0.1017291175	0.0735282714	0.1354006635	-0.0133788897	-0.0021445345	-0.1713130827	-0.0239104084	-0.0873503469	0.0991216168	-0.0578641409	-0.0725804715	-0.0034130226	-0.039162394	-0.1128552005	-0.1471417939	0.135370152	0.0488114712	0.0567892108	0.0411582552	-0.117848394	-0.013474008	-0.0876909966	0.0657825824	0.1303112352	-0.1048565107	0.1039887095	-0.0504916496	0.0241876736	0.0193915689	-0.0780052243	-0.0178797162	0.0852972956	0.1257359746	0.0964381098	0.090883439	0.0062408448	-0.0752427284	-0.0333144794	-0.0427823366	-0.0515415601	0.0567675316	0.0328638573	0.0540352236	0.0990722074	-0.0149162593	0.0160753881	-0.121990718	0.0652100295	0.1020501429	-0.085653495	0.0936299068	-0.0199281135	0.0662644038	0.0877146693	0.0936534615	0.0211463321	-0.1566746356	-0.1225234116	0.0786298009	-0.1427473128	0.0773995088	0.1330856692	-0.0015250835	-0.1077488107	0.0832612243	0.0196262196	-0.0486843826	-0.0664888312	0.1233020394	0.1211126101	0.1174923133	0.1124839207	0.106146603	0.0	0.00295932	-0.00734688	8.7575748624e-06	5.39766457344e-05	-0.233997	-0.00336	1.1289600000000011e-05	0.054754596009	-0.334813	0.0118699999999999	0.0001408968999999	0.112099744969	0.000108937	-0.000758171	1.1867269969000002e-08	5.748232652409999e-07	-0.000540496	-8.920299999999999e-05	2.92135926016e-07	7.957175208999999e-09	0.00155508	-0.00039456	1.5567759360000013e-07	2.4182738064e-06	0.0	0.0	0.0
5485.990271837923	-6.142430438257179	37.72945168882828	30096089.262700323	11315.420432748646	-40.7300708249204	128038739.56986555	1658.9386694030322	5286.932011238546	0.8067845311543351	0.6509012797099204	27951650.091458853	5497.375851819036	8457.052747467122	1.004116	39.145531	0.1678869299999999	0.0787887	-0.0764386713	0.1205628694	-0.0002625345	-0.0490057868	0.1816957646	0.0254632787	-0.0224686731	0.2270170093	0.0440967647	-0.0275828767	0.0444912527	0.0044285032	0.0111552223	0.1025268166	0.002440877	0.0482355998	0.1522445317	-0.0870029448	0.0922173322	0.1760167423	0.0014487222	-0.0428575073	-0.0807977922	0.0122353539	0.1344021537	0.0991771807	-0.1168733269	0.0455330328	-0.1563462171	-0.0013841729	0.1370493331	-0.0319752099	0.0241034628	-0.029966225	-0.0403452936	0.0033531983	-0.0679123659	0.0633673354	-0.1805596442	0.0085720729	-0.0975917851	-0.128466721	0.0882359405	-0.1255817871	0.0553891907	0.0168446567	-0.0870073982	0.1506704889	0.0137629799	-0.0334725803	-0.1419460392	0.0903784172	-0.0607319859	0.0354029789	0.0270937283	0.0142889868	-0.0116863879	0.1171157524	-0.0343407399	0.1103189779	0.0031323269	0.0960117199	-0.0040687098	-0.0447509894	0.090896202	0.1446037183	0.1980851734	0.0281934992	0.0030056773	-0.1904002397	0.0542344078	-0.0784613436	0.0271890508	-0.1910880358	-0.0294667084	-0.0154825157	0.0534220896	-0.0091690998	-0.0972874695	-0.0812550535	0.0546496703	0.0803737887	-0.0838935615	0.0120655001	-0.0326777574	0.0941369416	0.1327211089	0.0059291582	0.2160747775	0.0442811722	-0.0025008735	0.1061187382	-0.0735047995	-0.0125218401	0.0835453142	-0.1310060894	0.0556288282	-0.0647641838	-0.0428762478	0.0816554863	0.04223241	0.1091646809	0.1229407472	0.1196780832	0.1143042958	0.1069141789	0.0976380941	0.0	0.0292613	0.02630198	0.00085622367769	0.0006917941519204	-0.266939	-0.0329419999999999	0.0010851753639999	0.0712564297209999	-0.34564	-0.0108269999999999	0.0001172239289999	0.1194670096	-0.000868818	-0.000977755	7.548447171240001e-07	9.560048400250002e-07	0.000249328	0.000789824	6.2164451584e-08	6.238219509759999e-07	0.00136634	-0.0001887399999999	3.5622787599999986e-08	1.8668849956e-06	0.0	0.0	0.0
5474.84418864095	-11.14608319697254	124.2351706338336	29973918.889895584	11307.889436302168	-7.5309964464777295	127868363.50363415	56.71590747686019	5280.1403848203145	-6.791626418231317	46.12618940481755	27879882.483410414	5491.990677950786	8417.049523117947	1.060232	41.333218	0.20932205	0.105339	-0.026142309	0.1327159457	0.1411689985	-0.0529581913	0.0460990778	-0.0793113163	0.0196095087	0.1790959878	0.0059316258	-0.1153554816	-0.0074005362	0.0699327738	-0.0670245684	0.0393097187	0.0499589455	0.0025214789	0.0634805622	-0.1485414822	0.041571686	-0.1070426557	0.0129639942	-0.0783480395	-0.1131319584	-0.0785285443	-0.087970219	-0.0409114107	0.1276932293	-0.2263954639	0.070919916	0.0079250723	0.0084163848	-0.0493876734	-0.1015404816	0.0967720726	-0.1629679235	-0.0557949835	-0.0318072839	0.0307918529	-0.1301930947	0.0372871483	-0.0073424507	0.0561608916	-0.0491279783	0.0028986733	-0.047529553	-0.1392350898	-0.0226937387	-0.0896579607	-0.0646432645	-0.1100172709	-0.0523976469	-0.1007580908	-0.1313835795	-0.0334754486	0.0424989869	-0.0510684818	-0.1967478608	-0.0849790604	-0.0774659196	0.127818446	-0.0298180363	0.1313956605	-0.0588284986	-0.0084044305	-0.0624097574	0.0488736195	-0.0993413004	0.1298332762	-0.0257013559	0.011506956	0.0116324555	0.1772227901	-0.1141410151	0.226863629	-0.1362093281	-0.1214129743	-0.071576666	-0.0210684308	-0.061734993	-0.0605683359	0.0757819352	0.0454927863	-0.1158708785	-0.0191943444	-0.0538418733	0.0201273947	0.0213435423	-0.0530440816	-0.0084777675	-0.0737553097	-0.1181506479	-0.0350270206	0.0913296969	0.0672274943	-0.051070629	-0.1803027699	-0.0830603698	-0.0292396404	0.0783746601	0.1120360031	-0.0309813268	-0.0562758953	0.1225076612	0.1179640426	0.1105157577	0.1003462082	0.0877058019	0.0	-0.00758933	-0.03685063	5.75979298489e-05	0.0013579689313969	-0.299444	-0.032505	0.001056575025	0.0896667091359999	-0.306788	0.038852	0.0015094779039999	0.094118876944	0.0008594899999999	0.0017283079999999	7.387230600998281e-07	2.9870485428636543e-06	-4.46524e-05	-0.0002939804	1.99383682576e-09	8.642447558416e-08	0.00136634	0.0	0.0	1.8668849956e-06	0.0	0.0	0.0
5444.663737044116	-30.18045159683425	910.8596585888548	29644363.209483195	11270.058266448892	-37.83116985327615	127014213.329153	1431.1974124674302	5273.452283850771	-6.688100969543484	44.73069457880849	27809298.990050912	5487.1051317160245	8249.536298125036	1.14544	44.655056	0.1680309499999999	0.0766309	0.1834150424	0.033477676	-0.0288720157	-0.0559284364	0.0317307268	-0.0444955633	0.0869996781	0.1020047847	-0.0560833464	-0.0417496056	0.2334665536	0.1010488224	0.0459508005	0.1104458196	0.1056293211	0.0203462539	0.1227590072	-0.0653547111	0.0719198125	-0.0199992968	0.0202675877	0.011267662	0.1024586319	-0.1447587756	-0.0376093144	-0.0225152406	-0.164625801	-0.0919358289	0.2189163119	-0.0539146954	-0.0937510946	-0.0428524406	-0.0456340464	0.1408665974	0.0101750727	0.0430678298	-0.0339059362	-0.0006409205	0.003822996	0.0453624213	-0.1395279655	0.0338968077	-0.0353434221	-0.024345309	0.0289831779	-0.0152836884	0.1115433284	-0.0512443757	-0.039863371	-0.1033635011	0.084049958	-0.0070431817	0.0674039468	-0.0216055566	-0.0160207258	0.0949044827	0.0182309896	0.0397446762	-0.0704314941	0.155432119	-0.0360504213	0.1097119177	-0.0245786436	0.0941845688	0.0580841126	-0.0488949932	-0.1646259615	-0.0781132556	-0.0094409783	-0.0156888574	0.1071558237	-0.1214018189	-0.0815814028	0.1015738789	-0.1239852709	0.0233366994	-0.1529314373	0.012028243	0.161452461	-0.0322271469	0.0923589118	-0.0058864731	0.0345121742	0.0260586177	-0.1106475457	0.0342645593	0.088908121	0.0053191233	-0.0674195664	-0.0506876999	-0.0266707718	-0.056777605	-0.0072090928	0.0747793555	0.0284615321	0.0926867467	0.0298940227	0.023913701	0.0355487599	-0.0369171269	-0.0081184961	0.1365060798	0.1220030341	0.1159744915	0.106146603	0.092841332	0.0764945617	0.0	-0.0368464	-0.02925707	0.00135765719296	0.0008559761449849	-0.242028	0.0574159999999999	0.0032965970559999	0.0585775527839999	-0.28147	0.025318	0.000641001124	0.0792253609	0.000330146	-0.0005293439999999	1.0899638131600001e-07	2.802050703358941e-07	-0.000116159	-7.15066e-05	1.3492913281e-08	5.113193843560001e-09	0.0008463929999999	-0.0005199470000001	2.703448828091039e-07	7.163811104488307e-07	0.0	0.0	0.0
5448.6756545334665	4.011917489350708	16.095481941358088	29688066.3883057	11205.811245621491	-64.24702082740077	125570205.67249708	4127.679685196469	5263.166852031476	-10.2854318192949	105.79010770936398	27700925.31232292	5463.570958895451	8207.298327507482	1.2723	49.600712	0.20529014	0.101445	-0.0335760998	-0.083020961	0.1207700228	0.0353429763	-0.080608688	-0.0950330568	-0.0701193831	-0.022267175	0.0076683301	-0.0549518213	0.3296650511	-0.0386489241	0.1551587933	-0.0409866842	-0.0428448051	0.1056040381	-0.0478872102	0.030964672	-0.0173507502	-0.0156250676	0.066545939	0.0368664516	-0.0868267573	0.0498574429	0.1278269231	0.137280708	-0.1044491674	-0.1001129293	0.1876772854	0.0127009803	-0.1220287066	-0.1309328256	0.0143398539	0.0950752778	0.2415477094	0.0373603848	-0.0605876483	0.0541486455	0.0351057709	0.0349637843	0.117300489	-0.0569962671	-0.101507223	0.0039994563	-0.0522085142	-0.0181582724	-0.033639802	-0.1577018517	0.0500678033	0.0295848576	-0.0347104678	-0.0825605023	0.0009009168	0.0219658007	-0.0953079623	-0.1125562745	-0.0520695673	-0.023505156	0.0937347939	-0.0446733626	0.1233052206	0.008970004	0.0023733527	0.0629726021	-0.0851868053	0.0018201694	0.1216184189	-0.022838692	-0.1187897755	-0.0554872545	-0.0014379206	-0.1782437265	-0.1343153344	0.0526244481	-0.0515378889	-0.1066390098	-0.1320671891	-0.1214621502	0.2666579163	-0.0062506377	0.000431615	-0.033579768	-0.0314993998	0.086758828	0.0134351411	-0.0286100151	-0.1327081707	0.0492597481	0.0143373931	-0.0356619589	0.0326011305	-0.0186058262	0.0973753559	-0.0847610165	-0.1220875763	-0.0481378446	-0.1271063711	-0.047944237	-0.0157602552	0.046329194	-0.0030812549	-0.0763510865	0.1214271607	0.1137140766	0.1012197857	0.0844696213	0.0641678585	0.0	0.0345386	0.071385	0.00119291488996	0.005095818225	-0.242146	-0.000118	1.3924000000001649e-08	0.058634685316	-0.24434	0.0371299999999999	0.0013786368999999	0.0597020356	-4.90468e-05	-0.0003791928	2.40558859024e-09	1.4378717957184002e-07	0.000334264	0.000450423	1.1173242169600001e-07	2.0288087892900004e-07	0.00194992	0.0011035270000001	1.2177718397292206e-06	3.8021880064e-06	0.0	0.0	0.0
