global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34
7768.510751700228	n/a	n/a	60349759.29928205	15032.108771120747	n/a	n/a	225964294.1068053	6683.079489465113	n/a	n/a	44663551.46250927	9026.010715026385	11141.619730750976	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0299951	n/a	n/a	0.00089970602401	0.0657713	n/a	0.00432586390369	n/a	-0.09108	n/a	n/a	0.0082955664	0.00213491	n/a	n/a	4.5578407081e-06	0.000274348	n/a	7.5266825104e-08	n/a	0.002	n/a	n/a	4e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7621.291120424536	-147.21963127569234	21673.619832950808	58084078.34226187	14565.262776255886	-466.8459948648615	217945.18292136228	212146879.7413853	6618.5678475352215	-64.51164192989108	4161.751944490481	43805440.35242701	8865.004582914402	10892.863847693568	0.999862	55.286873	0.123212	0.0625716	-0.0346196299	-0.014523138	0.0522381726	-0.041156531	-0.1119587116	0.0009821362	-0.0757879516	0.1108950259	-0.0223594964	0.0129979689	-0.1949541296	0.1036346859	-0.1127327906	0.0140483361	-0.0332301927	0.0313269997	0.0269279239	-0.0169805274	0.0343945932	-0.2097217069	0.0428927383	-0.0549493636	0.0169476966	-0.1406301394	0.0269735273	-0.0836611131	0.0269775179	-0.1064432991	0.0245379723	-0.0931986017	0.0506305807	-0.1179874577	0.0066767107	0.0681982314	-0.0617061085	-0.0584886855	0.1537029273	0.0042046316	-0.094105103	-0.0692901646	0.120989278	-0.0979971145	-0.0630472274	-0.0842923457	0.2013172836	-0.1227434287	-0.020421143	-0.1339270033	0.0056172708	-0.0071067067	0.1940091038	-0.0082706529	0.0131610939	-0.0752411764	-0.0099736212	0.0235938104	-0.0647337278	0.0054606251	-0.0875900496	-0.0124825665	0.1605733628	-0.0425649516	0.0612037048	-0.0488449299	0.1348931569	-0.0931855274	0.0392904832	-0.0512658127	0.0267835125	-0.0953167572	0.1277413382	-0.0966007051	0.1092150397	-0.0224757393	-0.2259301657	0.1014503031	-0.0335619855	-0.0192490592	-0.2297036753	0.0473698006	0.0920419153	-0.0662384213	0.1240256802	0.1239985182	0.1239532527	0.1238898902	0.1238084399	0.0	-0.0239257	0.0060693999999999	3.683761635999999e-05	0.00057243912049	0.0810349999999999	0.0152636999999998	0.0065666712249999	0.0002329805376899	-0.147047	-0.055967	0.003132305089	0.021622820209	0.0019383	-0.0001966099999999	3.8655492099999944e-08	3.75700689e-06	-0.0	-0.000274348	0.0	7.5266825104e-08	0.00155272	-0.00044728	2.000593984e-07	2.4109393984000004e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7584.521247335736	-36.76987308879961	1352.02356696643	57524962.55128723	14438.02930856635	-127.23346768953525	16188.355300304009	208456690.31502092	6598.243332908799	-20.32451462642257	413.08589479966497	43536815.08027542	8815.493528403187	10673.605426236436	0.784223	43.36322	0.12258395	0.0549794	-0.0289793601	-0.0534478368	0.0436263956	-0.0397573287	-0.1947783238	-0.0171640479	-0.155907006	0.134111193	-0.0080837051	0.0349513153	-0.2552181093	0.089766206	-0.0172995188	0.0055189999	0.0115967979	-0.1001843748	-0.098647263	0.1122881236	0.0758261392	-0.0834330944	-0.2116466272	-0.0332601203	0.0636786043	-0.1089050751	-0.0415091197	0.1201820838	0.0454967427	-0.0264164786	0.0488620192	-0.0620900419	-0.17930331	0.093051296	0.0401987197	0.1466684314	-0.0100436298	0.0140691385	0.0115253188	-0.0788324565	-0.1422276243	0.0106449769	-0.0138587429	0.0741033387	0.1105156289	0.0830411225	-0.0817632757	0.0125518587	-0.0006497817	0.0111931986	0.1017280352	0.0141736635	0.2683844639	0.009021424	-0.0495256416	-0.0319346404	0.0548439935	0.1507073736	-0.0859121289	-0.0645440381	-0.0390808142	-0.0079058697	0.225115354	-0.0318693159	-0.1049578517	0.1247385389	-0.0095999877	0.0391647475	0.0776804301	0.1215299874	-0.0474030806	0.0141716018	0.0449306496	-0.0139594327	-0.0392985368	0.0883835835	-0.0783629	-0.0079076033	-0.1019118435	0.0182468265	0.0432373706	-0.0468426992	-0.0378006564	0.0029449013	0.1239532527	0.1237089139	0.1233020394	0.1227331636	0.1220030341	0.0	-0.0452254	-0.0212996999999999	0.0004536772200899	0.00204533680516	0.0539261	-0.0271088999999999	0.0029080242612099	0.0007348924592099	-0.122063	0.024984	0.000624200256	0.014899375969	0.00151437	-0.00042393	1.797166449000001e-07	2.2933164969e-06	0.000423877	0.000423877	1.7967171112900005e-07	1.7967171112900005e-07	0.0014167	-0.00013602	1.850144040000004e-08	2.00703889e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7731.942198033571	147.420950697835	21732.936704653497	59782930.15373221	14729.180536181862	291.15122761551174	84769.03734201952	216948759.26743865	6710.376138485416	112.1328055766171	12573.76608648341	45029147.91995444	8938.819109174918	11034.194298200176	1.463781	80.93907199999998	0.5175683	0.231536	0.0279544076	0.021109596	0.0400045057	0.0274509137	0.0557464715	0.0257968688	-0.063185619	0.0208267268	0.0406464617	-0.2871020407	-0.0014600053	-0.0809763808	0.0962917493	-0.062005619	0.0151631301	0.0753974501	-0.0219881649	-0.0635333496	-0.0150385266	0.0088203232	0.1432176498	0.1344869543	0.0072823004	0.0001846871	-0.0443292402	-0.0967784416	-0.1001337457	0.0656371863	-0.2349765749	0.0431079442	-0.0512293734	-0.0149263308	-0.0309835285	0.1675207609	0.0231496773	0.0729739285	-0.0228874095	-0.0286286905	0.2295335468	-0.0682341335	-0.1094300357	-0.0025175536	0.126261828	0.0333391737	0.0429538218	0.0038809598	-0.0550358077	0.1191167268	0.1264547189	0.0836099081	-0.0244026032	0.0258916846	-0.087682243	-0.0323011283	0.0518847528	-0.1318482069	0.0315052703	0.0989501042	0.0076155728	-0.1294052158	-0.0889309043	-0.0281896582	0.0431198298	-0.0777358301	0.0659690264	-0.0983962443	-0.023839777	-0.0050298684	0.0619662333	0.1334113421	-0.1370439909	0.1062553655	-0.1323491039	0.1036512506	0.1672366508	-0.0665351399	0.0139765751	0.1021649262	-0.1559336286	-0.2828093729	-0.0478567428	-0.0321123599	0.1238084399	0.1231303817	0.1220030341	0.1204305106	0.1184185493	0.0	0.0677715	0.1129969	0.0127682994096099	0.00459297621225	-0.0110133	-0.0649394	0.00012129277689	0.00421712567236	-0.0192685	0.1027945	0.01056670923025	0.00037127509225	0.00506066	0.0035462899999999	1.2576172764099995e-05	2.56102796356e-05	0.000113872	-0.000310005	1.2966832384e-08	9.610310002500003e-08	0.000536245	-0.0008804549999999	7.752010070249999e-07	2.87558700025e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7894.834004601566	162.89180656799545	26533.740646985243	62328403.96021321	15033.354698584808	304.1741624029455	92521.92107353348	226001753.4934619	6830.553575705875	120.17743722045908	14442.61641687738	46656462.15058832	9103.5805725593	11186.158125048663	1.391361	76.934669	0.83145765	0.375767	0.0626210012	0.2145892918	0.0559705844	0.0376366084	0.3885681387	-0.0800854264	0.1326430721	-0.0402495177	0.0446539573	-0.1431551017	0.3574335859	-0.1208836792	0.0329420832	0.0412780504	-0.1223559386	0.0814919487	0.1138353878	0.0497986302	0.0189978059	0.0065422249	0.0944396749	0.0201151319	0.1354938072	-0.0553628144	-0.0582318804	-0.0041237448	-0.086296189	-0.067090853	0.0632418097	0.0623998508	-0.0743136882	-0.0086645376	-0.0363089553	0.0041148763	-0.0010938851	0.067827798	-0.0621382728	-0.0967977458	-0.0767411789	0.0918229984	0.0188935325	-0.0635266177	-0.0462116037	0.1058721268	-0.1001676632	-0.0002807083	-0.0023931688	-0.0318580096	-0.0922727535	0.0627647315	-0.3710805332	-0.0982503494	-0.0827642649	-0.1059227452	-0.0115169862	-0.0298435205	0.2130123819	-0.0642394526	-0.0966049638	0.0734935987	0.0400785852	-0.0613983548	-0.0481544383	-0.059709573	-0.1000958828	0.0102903557	0.0993000794	-0.1039459475	0.0052822842	-0.0728367153	-0.0071157793	0.071372339	0.0590525319	-0.0033405794	-0.0104547621	0.0687034102	-0.088021319	-0.0273834964	0.0315949188	-0.0148372921	-0.0777646073	0.0813524705	0.1235913266	0.1222642728	0.1200630614	0.1170034304	0.1131072554	0.0	0.27272	0.2049485	0.04200388765225	0.0743761984	0.0790846999999999	0.0900979999999999	0.0062543897740899	0.0081176496039999	-0.0599532	-0.0406847	0.0016552448140899	0.0035943861902399	0.0091598	0.0040991399999999	1.6802948739599994e-05	8.390193603999998e-05	-0.00432484	-0.004438712	1.87042410256e-05	1.9702164218944e-05	-0.000840432	-0.001376677	1.895239562329e-06	7.06325946624e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7787.909701713438	-106.9243028881283	11432.8065481122	60651537.5220423	14858.16616529178	-175.18853329302874	30691.02219736264	220765101.79542145	6767.684063609068	-62.86951209680683	3952.57555129054	45801547.58482815	9074.562103636204	11111.172790722954	1.458256	80.633553	0.77467385	0.321968	-0.0304250931	0.1324308135	-0.0144880555	-0.0612711899	0.1388196493	0.0072427814	0.0121838511	-0.0154061706	0.1198519273	0.1293909314	0.1901224116	0.0302860864	0.0916629275	-0.0561641916	-0.0221068548	-0.04890773	-0.0402660995	-0.0788678699	-0.1179692697	0.0319885395	-0.0234764115	-0.0536450975	-0.1057705942	-0.050310925	-0.0302417363	0.1479145898	0.0087144198	0.0119906363	0.0416837935	0.0390727073	0.1008527606	0.0174811035	0.0030486231	-0.0591089478	0.010495712	0.1655866963	-0.0662071817	-0.0713536301	-0.1659684603	0.0788633658	-0.0057602646	-0.030097618	0.0869241386	-0.2177921905	0.0314042258	0.1580105254	0.0250824084	0.0048276048	-0.074132168	-0.0994052761	-0.1505066678	-0.031242794	0.0065235636	0.0342263465	0.0866341243	0.122907267	-0.0028956315	0.0427346165	0.0867858288	0.0078674272	-0.1060572892	0.0835981612	-0.0857728064	-0.0077365205	-0.0874464509	-0.0951916474	-0.0171296445	0.0545450774	-0.0847484181	-0.0732919626	-0.04042984	-0.0327660739	0.0795977481	-0.0370819624	0.1526874712	0.0363750425	-0.1451320452	-0.1111861362	0.1043878228	0.1065688599	-0.1010904768	0.0108417493	0.1233020394	0.1211126101	0.1174923133	0.1124839207	0.106146603	0.0	0.137434	-0.135286	0.018302301796	0.018888104356	0.0177528	-0.0613318999999999	0.0003151619078399	0.0037616019576099	-0.185937	-0.1259837999999999	0.0158719178624399	0.034572567969	0.00465181	-0.0045079899999999	2.0321973840099992e-05	2.16393362761e-05	-0.0008127269999999	0.0035121130000001	6.605251765288374e-07	1.2334937724769703e-05	0.000180908	0.00102134	1.0431353955999998e-06	3.2727704464e-08	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7735.4123063199795	-52.497395393458646	2755.976523097133	59836603.54876658	14798.063251696214	-60.10291359556504	3612.360222675957	218982676.00120196	6722.280075993389	-45.4039876156794	2061.522091404768	45189049.42009768	9068.998102315283	11091.962826576426	1.297519	71.745689	0.41809354	0.194166	-0.1530358878	0.0507728378	-0.2252878458	-0.1110889239	0.0768467664	0.1660242266	-0.0228847331	-0.2026126792	0.0401970851	0.0784342304	0.0500787249	0.1058694996	0.0367067492	-0.0367081444	-0.0207378881	-0.0263094338	-0.2148291392	-0.0779586471	-0.1036227942	0.0663544298	0.2155485539	0.0053000934	0.1033503816	0.0122310698	-0.0160773519	-0.0386896695	0.0011969211	-0.0075031598	-0.0762880776	-0.0404748984	0.0069967559	-0.0347511845	0.0204569965	-0.1952921641	-0.0265099316	-0.0091193301	0.1058442955	0.0017632083	0.0170211224	-0.1042063949	0.0463632268	-0.0084137111	-0.1515234724	-0.1089717817	0.130288666	0.0469141563	0.0372290176	-0.0747484388	-0.0243645117	-0.1880087407	-0.0848547566	0.0643722981	0.0915297373	0.1557423414	0.0686117585	-0.0650050382	0.080560001	0.0656733989	-0.0072070758	-0.2696429083	0.0208913081	0.021417552	0.0473221825	-0.1115779046	-0.0623865751	0.0447545719	0.0177691646	-0.131876364	0.0630852894	-0.1143052908	-0.0735869852	0.0437935804	0.0594905429	-0.0533458615	-0.0985234372	-0.0677554885	0.0685769804	0.0442740468	-0.0566747886	0.1233701728	0.0144375782	-0.0505338283	0.1229407472	0.1196780832	0.1143042958	0.1069141789	0.0976380941	0.0	0.00699886	-0.13043514	0.0170133257468196	4.89840412996e-05	-0.0148342	-0.032587	0.00022005348964	0.0010619125689999	-0.221104	-0.035167	0.001236717889	0.0488869788159999	0.00255555	-0.00209626	4.3943059876e-06	6.530835802500001e-06	0.000963688	0.0017764149999999	9.28694561344e-07	3.1556502522246447e-06	-0.000344505	-0.000525413	2.76058820569e-07	1.18683695025e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7708.051219041098	-27.361087278881318	748.6290970825609	59414053.59536096	14700.29670844608	-97.76654325013442	9558.296979080404	216098723.31635064	6699.514622589435	-22.76545340395387	518.2658686875949	44883496.17828966	8995.339488161997	10939.604420523596	1.080236	59.731129	0.17867016	0.112221	-0.0799405602	0.0122068675	-0.0419985627	-0.0712092008	-0.0089441626	0.0820733638	-0.0214698032	0.0007767058	0.0678407621	0.0584288656	-0.0126697125	0.0698588234	-0.0696052895	0.0608957622	-0.0777953462	-0.0985409842	0.0025105372	0.1705472204	0.0685563239	-0.0872685014	0.1624669306	0.0295482367	-0.0696939527	0.0974396312	-0.0063489481	-0.084149834	0.0525502394	0.1046151336	-0.0658970603	-0.0450467104	-0.0696352951	0.0315306659	-0.0850081846	-0.1245724282	0.0501708012	0.0090211594	-0.0375734152	0.0178981498	-0.0589711246	-0.0313141846	-0.1141628378	0.0508510767	0.0047444234	0.2403426338	0.0328939478	0.0882840232	-0.0393628663	-0.0807958797	-0.0851683098	-0.0864275288	0.0116786108	0.026487327	0.1298893134	-0.0885309103	-0.0026208188	-0.009771999	0.0119985033	-0.0450553419	0.0057776491	-0.0663892238	0.0113950058	-0.1436411465	0.2532995323	0.0183959403	-0.0211972631	0.0046086962	0.0267836916	0.0882552178	0.1799499891	0.0215650082	-0.1120305452	0.0122661099	0.0244107837	-0.0747744471	0.0757928747	-0.0249246308	0.0120408194	-0.0269698505	0.1174825956	0.0201113361	-0.0254463759	0.2541303983	0.1225076612	0.1179640426	0.1105157577	0.1003462082	0.0877058019	0.0	0.00703102	3.215999999999983e-05	1.0342655999999887e-09	4.94352422404e-05	0.0713567	0.0861909	0.0050917786348899	0.00742887124281	-0.158232	0.0628719999999999	0.0039528883839999	0.025037365824	0.0022521	-0.00030345	9.208190250000017e-08	5.07195441e-06	0.00125174	0.000288052	1.5668530276000002e-06	8.297395470400008e-08	-0.000344505	0.0	0.0	1.18683695025e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7744.372496768638	36.32127772753938	1319.2352157610485	59975305.3687065	14754.566446305816	54.26973785973678	2945.2044473645474	217697231.01845345	6737.420753659542	37.90613107010722	1436.874772704148	45392838.41184232	8997.161150886119	10958.483435805943	0.8960329999999999	49.545719	0.18306897	0.0900648	-0.0179805795	0.0082562854	-0.0007003854	-0.0093463704	0.0040007324	0.0261025188	0.0571962753	0.0396840864	0.004390757	0.0291494309	0.096749385	0.020682193	-0.0095773757	0.1261772517	0.0237848731	0.0665753243	0.0484223431	0.0072188237	-0.0087241973	-0.1001893403	-0.1273685554	0.1618393541	0.0137609224	-0.1308150538	-0.077651749	0.1059458516	0.0465406541	0.0278012681	0.0735493094	0.0404491387	0.0648567587	0.0203064784	0.0316610712	-0.0952818308	0.0914262511	0.1322470035	0.0685700585	0.0798274581	-0.0606972237	0.0129085949	0.1165022205	0.0395272955	-0.0167369876	-0.0892403906	-0.1042938319	-0.0426379261	-0.1765716628	0.1572225305	0.0574053694	-0.0183762921	-0.0449955509	-0.0499918342	0.0563003455	-0.0138292061	-0.119233109	0.0793655278	0.0157896698	-0.1218127379	0.0734670097	0.0483698491	0.025304229	-0.0304054758	-0.1537630452	-0.1655455006	-0.0262106546	-0.0755585894	0.0438649098	0.0984010176	0.0942113062	-0.0831724621	0.0842293	-0.0535682375	0.0292391351	-0.0122563914	0.0043459167	-0.0114252863	-0.0370984173	-0.0835556751	-0.0153601592	0.0368081027	-0.053276078	-0.0816078442	0.1220030341	0.1159744915	0.106146603	0.092841332	0.0764945617	0.0	-0.0107261	-0.01775712	0.0003153153106944	0.00011504922121	0.0182335	-0.0531231999999999	0.00033246052225	0.0028220743782399	-0.0906349	0.0675971	0.00456936792841	0.00821468509801	0.00278543	0.00053333	2.8444088890000026e-07	7.758620284900001e-06	0.000893239	-0.000358501	7.97875911121e-07	1.2852296700100009e-07	-0.000344505	0.0	0.0	1.18683695025e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7699.195775303337	-45.17672146530094	2040.936162353383	59277615.58644874	14721.030876268922	-33.53557003689457	1124.6344576994609	216708750.06006292	6698.806040558895	-38.61471310064735	1491.0960678453062	44874002.36902834	8943.27066865029	10728.937516895065	1.120457	61.955135	0.4703711	0.235474	0.1088670479	-0.0093039095	0.0731424589	0.0774123274	0.0207304656	-0.0778179428	0.0007650734	0.0487299857	0.0518110137	-0.0413301093	0.0148281285	-0.07093138	0.0809714302	0.0229565557	-0.1288760982	0.1754884787	-0.0538718127	-0.1325452996	-0.1125703969	0.1445663242	-0.0172644088	0.0165256525	-0.2364129638	0.1102709864	0.1100266115	0.0628337855	-0.0668411735	0.0832746077	-0.0071343575	-0.0225278195	-0.0126142367	-0.0427019251	0.1186851995	0.121753069	0.1249879046	-0.0876735168	0.013696269	-0.0061825297	0.0489280175	-0.0504121002	-0.0876432632	0.1075195552	-0.0965196738	-0.0147489853	-0.1029850065	-0.0299806418	0.1856188384	0.0419417957	-0.0085569649	0.0855722895	-0.0464265246	-0.0130360094	-0.1190953419	-0.0814500811	0.0476027396	-0.0016036497	0.0752491859	-0.0607489732	0.0436247897	-0.1068805618	-0.2468985247	0.2641891786	0.1205772354	0.0383695877	0.0860722635	-0.0767299861	0.0086008572	0.0626986751	-0.1120523804	-0.0200873915	-0.0826341819	-0.0187126042	-0.1801517728	0.0813348386	-0.0438401563	-0.008549802	0.0445773044	0.0157726743	0.0735272342	-0.0065483025	0.0790946714	-0.0456915048	0.1214271607	0.1137140766	0.1012197857	0.0844696213	0.0641678585	0.0	0.0826406999999999	0.0933667999999999	0.0087173593422399	0.0068294852964899	-0.0187623	-0.0369957999999999	0.0003520239012899	0.0013686892176399	0.0794637	0.1700986	0.0289335337219599	0.0063144796176899	0.0022521	-0.00053333	2.8444088890000026e-07	5.07195441e-06	-0.00130206	-0.002195299	1.6953602436000002e-06	4.819337699401e-06	0.000325064	0.000669569	4.483226457610001e-07	1.0566660409600001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
