global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	w_comp_cor_45	w_comp_cor_46	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00
5646.983544087229	n/a	n/a	31888423.147191964	13050.944498653276	n/a	170327152.30692822	n/a	5294.038206309982	n/a	n/a	28026840.529869813	5314.094460898737	7777.327773053063	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0851267	n/a	0.00724655505289	n/a	-0.0851666999999999	n/a	n/a	0.0072533667888899	0.0147357	n/a	0.0002171408544899	n/a	0.00178998	n/a	3.2040284004e-06	n/a	-0.0010071	n/a	1.01425041e-06	n/a	-0.000396566	n/a	1.57264592356e-07	n/a	0.0
5599.795758243336	-47.187785843892925	2226.687132849101	31357712.534040064	12757.460017793164	-293.48448086011194	162752786.10559118	86133.14050572942	5279.811284595537	-14.22692171444578	202.40530146896884	27876407.20094237	5297.778852302036	7642.359041496403	1.173656	38.539871	0.08550827	0.0457854	-0.0411921013	-0.0913416461	0.0507511961	-0.0860702503	-0.0148157223	0.159882224	-0.1270475706	0.1740841074	0.1624742778	-0.1215068103	-0.3052572627	0.0241314255	0.0411991497	0.0821327983	-0.0756833393	0.1917498726	-0.1265084053	0.0515424196	-0.1081949092	0.0753539091	-0.0316972764	0.0441584503	-0.1185711051	0.0599320283	-0.001839205	0.0190219976	-0.0076696046	0.1595893796	-0.049517013	0.2244991594	-0.091553237	-0.1077358603	0.0479729466	-0.0868109104	0.1342045184	-0.0353965229	-0.083945368	0.0233922531	0.0296649994	0.0341254385	-0.0899545351	-0.0700794128	0.0349069152	0.0251248618	0.015283362	-0.0408662287	-0.0080966167	-0.0276618224	0.0202350703	0.0840066474	-0.0809166558	-0.1102531624	0.134261869	0.1228181852	0.0193759105	0.028161873	-0.0838177826	-0.0755607271	0.0936641161	0.0334857217	0.0764819043	-0.0532943208	-0.0070942514	-0.1889190971	-0.1604403562	0.0750364034	-0.1168051058	0.0604535685	-0.0588566155	0.0987266031	-0.0007693993	0.0173234826	-0.0542516554	0.0173225678	-0.1742316136	0.0659286586	-0.1445264889	0.0961151324	-0.174176557	-0.0894026281	0.0670012094	-0.1163831418	0.0449334939	0.0669706251	-0.0436074908	-0.0176733348	-0.0031412066	0.124347007	-0.076527189	-0.0180724328	-0.0381947605	0.0492582128	0.0274566852	0.012575221	-0.0207177133	-0.0245684802	-0.0553341794	-0.1237725066	0.0962789674	0.0670228664	-0.1525311554	-0.0853161607	0.0808319478	0.0175607482	0.0701980823	-0.0460234082	0.1240256802	0.1239985182	0.1239532527	0.1238898902	0.1238084399	0.0	-0.0792872	0.0058394999999999	0.00628646008384	3.409976024999997e-05	-0.0442752	0.0408914999999999	0.0016721147722499	0.00196029333504	0.00377928	-0.01095642	1.42829573184e-05	0.0001200431392164	0.00156634	-0.00022364	2.4534209956e-06	5.00148496e-08	-0.00125512	-0.00024802	1.5753262144e-06	6.151392040000004e-08	-0.000311809	8.475699999999997e-05	9.722485248100001e-08	7.183749048999996e-09	0.0
5591.552783112618	-8.24297513071815	67.9466390056379	31265462.52633447	12700.693276698454	-56.7667410947106	161307609.70877331	3222.4628945139048	5267.036393410231	-12.774891185305933	163.19784479640722	27741672.36950785	5288.178115713332	7561.231588860229	1.097887	36.051834	0.0352288299999999	0.023784	0.013836002	0.1365578498	0.0228935341	0.0043418853	-0.0146631101	-0.0563673547	-0.0044360925	0.1579462968	0.0997646393	0.0671454485	-0.1222558455	0.0316063659	-0.0229857469	0.0361815768	-0.0803789708	-0.0009273486	0.0535127913	-0.0666839018	0.0402121579	0.0557004274	0.1420013162	-0.0612387424	0.0694545136	-0.0150177669	0.0364186955	0.2263044247	-0.0736057057	-0.0067038644	-0.0418029513	-0.0675054169	0.0316419863	-0.0114326809	0.0747929693	-0.0382376147	0.1738078992	-0.0873117671	0.0010569633	0.0804047085	-0.0294068216	-0.0296118733	0.0346388629	-0.014177423	-0.1265994902	0.0096227857	0.0440217267	-0.1370285888	-0.0219976626	0.0265994302	0.1269987166	-0.1371867	-0.1839924495	-0.1143611594	0.1013050052	-0.2290426126	-0.051695161	-0.0108345013	0.0292976108	0.0658374406	0.0268614098	-0.0174161835	0.0062499298	-0.0930348576	-0.0088231797	-0.0370681407	0.0890460986	-0.054469255	-0.0016868354	-0.1029197962	0.1441266804	-0.069657461	-0.0143743763	0.041944968	-0.1677999902	-0.047638261	-0.0552525103	-0.111501692	0.0771778985	0.063835013	0.0407803464	-0.0643031025	0.0021515309	-0.2025844428	0.0329437865	-0.04291479	0.05081194	-0.0401395534	0.0510845821	-0.0288606063	0.0150921511	0.1408767762	-0.0402819318	0.1041378995	0.12576982	-0.021706229	-0.0294057993	-0.0936776168	0.1762685207	-0.1633218355	-0.04545906	0.1280212609	0.0898129696	0.1619655067	-0.0022871866	0.007752423	0.0141673216	-0.0757349244	0.1239532527	0.1237089139	0.1233020394	0.1227331636	0.1220030341	0.0	-0.0793661999999999	-7.89999999998986e-05	0.0062989937024399	6.240999999983978e-09	-0.0423924	0.0018828	3.5449358400000145e-06	0.0017971155777599	0.00479446	0.00101518	2.2986846691600003e-05	1.030590432400001e-06	0.00155717	-9.169999999999968e-06	2.4247784089e-06	8.408889999999942e-11	-0.00085433	0.0004007899999999	7.298797489e-07	1.6063262409999996e-07	-0.000546886	-0.0002350769999999	2.99084296996e-07	5.5261195929e-08	0.0
5579.065578383349	-12.487204729269251	155.93028195068436	31125972.72790193	12605.47372421924	-95.21955247921323	158897967.81198168	9066.763174341644	5257.131938393807	-9.904455016423526	98.09822917235716	27637436.217680227	5275.423062024785	7529.199418844186	1.11583	36.641022	0.04421927	0.0244094	-0.0353014206	-0.1107333832	-0.1051422292	0.0810398954	0.0028976691	0.1147765435	0.0556945671	0.0280422131	0.1050673111	0.0439274429	0.0589552995	-0.0076445441	-0.0309848111	-0.1883262806	-0.0622983233	0.0872066124	0.0298319785	-0.0003770586	0.0004993864	-0.0283773415	-0.2100579136	-0.121429112	-0.1851055685	-0.0196733635	-0.0894980763	0.0931329348	0.0761926944	0.0666645733	0.0312887592	-0.0758085028	0.0727369529	-0.0748111798	-0.0153540451	0.2012881106	-0.0789290252	0.1235438788	0.0836328156	-0.0507907405	-0.1233449995	0.1068218569	0.0003008964	-0.0382252067	-0.0263086786	-0.0584803217	-0.0098022199	-0.0045633486	-0.0009372307	-0.1593336522	-0.0640331174	-0.1849050317	0.045715395	0.0081464685	0.061779896	-0.0902785601	0.1394806399	0.0857695387	0.1446343267	-0.1036214215	-0.0145708938	-0.0180525091	-0.193022067	0.0021672864	-0.0773012194	-0.0619342049	0.0124386038	0.0474443481	0.0189507333	-0.0122451529	-0.2030643362	0.2183113889	0.1308605568	-0.0395276594	-0.0926214468	-0.0912126064	-0.0524745789	0.0144710488	0.0541946704	0.0414914557	0.0477299219	0.0471672004	-0.1723058129	0.1641010004	0.0206949038	-0.0856624188	0.0709347693	0.0999754597	-0.1446809967	-0.0194486499	-0.0340541033	0.0098642636	0.0699751571	-0.0238418441	0.0344757163	-0.0013556821	0.1761068771	0.0948628633	0.1588003068	0.082371826	-0.009311599	0.062829514	-0.1056232077	0.0946140242	-0.0511515207	0.088925354	0.1375889973	0.0960065139	0.1238084399	0.1231303817	0.1220030341	0.1204305106	0.1184185493	0.0	-0.0793784	-1.220000000010102e-05	0.00630093038656	1.4884000000246487e-10	-0.0268396	0.0155527999999999	0.0002418895878399	0.00072036412816	0.00260384	-0.00219062	6.779982745600001e-06	4.798815984400001e-06	0.00147685	-8.032000000000004e-05	2.1810859225000003e-06	6.451302400000007e-09	-0.000728221	0.000126109	5.30305824841e-07	1.5903479881e-08	-0.000224042	0.000322844	5.0194817764000007e-08	1.0422824833599998e-07	0.0
5589.782001973503	10.71642359015368	114.84173456360232	31245662.8295869	12560.193445486737	-45.280278732503575	157758459.388048	2050.303642093216	5269.216877650118	12.084939256310465	146.04575682871368	27764646.50371285	5290.793239827297	7531.390971871181	1.117731	36.703442	0.0244942999999999	0.0111404	0.0187613497	0.0473656007	0.1148650972	0.0427467808	-0.0044229234	-0.0375850831	-0.126742872	0.0118212917	0.0557657938	0.1210549238	0.0334493986	0.0524951769	-0.0473706043	0.0219697583	-0.0371402577	0.0919286565	-0.0825416171	0.0650294401	-0.0033306436	-0.1592923443	0.0648903252	0.0738387168	0.0722423994	-0.0865204471	0.0585751592	0.1465923265	0.2048479726	-0.0180199088	-0.0138957355	0.0295163867	-0.1055434813	0.2045192964	0.0193900735	0.027984769	-0.0442185356	0.0376032033	0.0384797334	-0.0472433834	-0.092259764	-0.1476885865	0.0500986998	0.0823413546	-0.0592696457	0.0082597839	0.0602408689	-0.0291628188	-0.1024277886	0.1414346712	-0.0442801036	-0.0879586472	-0.0395361947	-0.0115864951	-0.099104676	0.1560894227	-0.1357425992	-0.1659804395	-0.0240427144	-0.0361350179	-0.1499425268	-0.0493354016	0.0120339281	-0.0397331744	0.0561781696	-0.1079926672	-0.0423552636	0.0772379992	0.1527656153	0.0589881536	0.0698311648	-0.1579775367	0.0525707549	0.0518347633	-0.0484829862	-0.2273306293	0.0797507494	0.0404861712	-0.1091149306	-0.1549533743	-0.0397080141	-0.0067214495	-0.00340758	0.0175867575	0.0351416121	-0.0424577917	0.078563918	0.0753187441	0.1075193837	-0.1012984554	0.0819761089	0.0330028903	0.0553798724	0.1024683644	-0.0066915251	-0.0850602689	-0.109548026	0.0484118468	0.090751849	-0.032070668	0.0747404947	-0.142075404	0.0400114226	-0.1199208728	-0.0616431282	-0.1794716702	-0.1267278793	0.1099173773	0.1235913266	0.1222642728	0.1200630614	0.1170034304	0.1131072554	0.0	-0.0793911999999999	-1.2799999999896228e-05	0.0063029626374399	1.6383999999734343e-10	-0.0200515	0.0067881	4.6078301610000025e-05	0.00040206265225	-0.00116461	-0.00376845	1.3563164521e-06	1.42012154025e-05	0.00138714	-8.971e-05	1.9241573796e-06	8.047884100000001e-09	-0.0008047869999999	-7.656599999989995e-05	6.47682115368839e-07	5.8623523559846795e-09	-0.000111819	0.000112223	1.2503488761e-08	1.2594001729000005e-08	0.0
5598.570248266737	8.788246293233897	77.23327291053933	31343988.82477747	12630.781513956528	70.58806846979132	159536641.65330598	4982.6754102959485	5275.477780720079	6.260903069961387	39.19890725145192	27830665.814871248	5295.206436543388	7584.995281477784	1.114246	36.589008	0.0695099249999999	0.0446764	-0.0204528276	0.0147852229	-0.1518649148	-0.0104357099	0.0251482647	0.0592052791	0.126650491	0.0775746539	-0.0567161921	0.0723501101	0.0537556707	0.0090141386	-0.01236898	0.0383527621	-0.0695734644	-0.0524514553	0.026186776	0.0285379524	-0.0058534126	-0.0150410723	0.1118064504	-0.0847468968	0.0322787997	-0.1722055908	-0.1268134376	0.0246992534	-0.0480756719	-0.0376016488	0.0038240847	0.047739203	0.0756923685	-0.02509572	0.1024674482	0.1709909365	-0.1173218613	-0.0106244523	-0.0312430069	0.0334911128	0.020936605	0.0056146347	-0.0735803965	0.0437607973	-0.1298301561	-0.0326015355	0.0360545697	0.1275552533	0.052928619	0.1345015663	0.1238059419	0.051006307	0.0524603759	0.1403397687	-0.0070684063	-0.1177168235	0.0042444432	0.0259707482	0.1223065874	-0.0503349917	0.2777588705	-0.0066256002	0.0175158885	-0.0904874996	-0.0127031028	0.0382790801	0.0247106153	0.0198968835	0.0363717469	-0.0877775286	0.1441631015	-0.0130897063	0.1728524954	-0.0993311208	0.0005351641	0.0292344397	0.0232885005	-0.0031481342	-0.0302457677	0.0633043544	0.066813062	-0.0951831877	-0.1634389155	0.081532823	-0.0767981693	0.0187373367	0.0257411815	-0.0474622457	-0.0006961199	0.0629146496	0.0516437265	0.1222339007	0.0981497313	-0.046225564	-0.1297160917	0.0437515495	-0.0950840632	-0.1081308685	-0.0066953774	0.1073007838	-0.1491831303	-0.0370115867	0.0260769597	0.0598491556	-0.0771807566	-0.0330410841	0.2555736481	-0.166435074	0.1233020394	0.1211126101	0.1174923133	0.1124839207	0.106146603	0.0	-0.068087	0.0113041999999999	0.0046358395689999	0.0001277849376399	-0.0178332	0.0022182999999999	4.920854889999998e-06	0.00031802302224	0.00312842	0.00429303	9.7870116964e-06	1.84301065809e-05	0.00158966	0.0002025199999999	2.5270189156e-06	4.1014350399999945e-08	2.20819e-05	0.0008268688999998	4.876103076099998e-10	6.837121777870445e-07	-0.00010732	4.498999999999999e-06	1.15175824e-08	2.024100099999999e-11	0.0
5587.990669633059	-10.579578633677556	111.92748406616668	31225639.72390612	12581.132085521764	-49.64942843476456	158284884.5533452	2465.065743898808	5270.606278614274	-4.871502105805121	23.73153276686373	27779290.544168204	5289.615963675671	7622.213675306165	1.154527	37.911728	0.101989795	0.0533942	-0.0339145402	-0.1086975083	0.079600875	-0.0550422379	0.0095328673	0.0658266458	-0.0545113812	-0.0193893385	0.0950521049	0.0062048739	0.0626707934	0.0694241008	0.0145256385	-0.1305088315	0.0126820345	0.1144997295	0.1261960613	-0.0026774584	-0.0650960546	0.0247384541	-0.0011160001	0.1251401543	-0.0230877328	-0.0581509133	0.0166983913	-0.061708345	0.0474737185	-0.0832969925	-0.1073957042	-0.0146134029	-0.0229209003	-0.1670709426	0.1672034735	-0.0344052127	-0.0251245395	-0.0841147199	0.1305220389	-0.0515446664	0.0139847244	-0.0849503535	0.1560596927	-0.0413541368	0.294631803	0.0897986599	0.028827719	0.0587519771	-0.0085419465	0.072533346	-0.0108526636	0.0033641549	0.0785472125	-0.0591433874	-0.0311004347	0.0881419523	0.0571631136	0.1420505974	-0.0109768375	-0.0445115532	0.0946310103	0.0214882682	-0.1024471182	0.0669963788	-0.1466846721	-0.0525242501	0.0238734454	0.062404458	-0.1023107597	0.0874344547	-0.0292423988	-0.0634903279	0.0392862357	0.0310031935	0.0806219136	-0.0142412888	0.0601850074	-0.1379122598	0.0020768253	0.0789264184	-0.0623088889	-0.1741383357	0.0225297043	0.0366047406	-0.0985568669	-0.1206865699	-0.0536522026	0.0402148249	0.0635900538	-0.148362562	-0.073348962	-0.285666994	-0.1095409602	0.0351260572	-0.1118264047	0.001561539	-0.0704203478	0.009331692	-0.0428688835	0.0383701168	0.1182599621	-0.0899245473	-0.0084699467	-0.0382490786	0.0623010174	0.1532977665	0.1028043306	-0.0467003732	0.1229407472	0.1196780832	0.1143042958	0.1069141789	0.0976380941	0.0	-0.0822466	-0.0141596	0.00676450321156	0.00020049427216	-0.028495	-0.0106617999999999	0.0001136739792399	0.000811965025	-0.00241393	-0.00554235	5.827058044899999e-06	3.0717643522499995e-05	0.00131952	-0.0002701399999999	1.7411330304e-06	7.297561959999994e-08	-0.0008688259999999	-0.0008909078999998	7.548586182758262e-07	7.937168862822317e-07	-0.000378793	-0.000271473	1.43484136849e-07	7.3697589729e-08	0.0
5586.764485413169	-1.226184219890456	1.503527741108366	31211937.415473867	12620.36855274967	39.23646722790545	159273702.4072328	1539.5003605264983	5272.894311164521	2.288032550247408	5.235092950991657	27803414.41671117	5293.654445417136	7527.840067675429	1.175899	38.613533	0.0241909	0.0134904	0.0257531839	0.1358550127	0.0089108725	0.0076508282	-0.0157787107	-0.1231503932	0.0273870538	0.0982435752	0.0714658391	0.0085291874	0.0413508942	0.0457809032	0.0101194512	0.0371178954	-0.0282988439	0.1274533645	0.1839585635	0.0002300778	0.1015248015	-0.0618099921	0.0179055241	-0.0469925832	0.0861361183	-0.1801908695	-0.1135757955	-0.0665953123	-0.0054236082	0.1251181183	0.0708608522	-0.0607742803	0.0358320035	0.0736428319	-0.0432919881	-0.0287195897	-0.0485109581	0.0831547499	0.0874788768	0.1877718414	0.0110486316	0.0443717333	0.1653111417	-0.0853354551	-0.0728252806	0.072621293	-0.0644679896	-0.0465382928	-0.1005046037	0.0011333808	-0.1548353686	0.0863969733	0.0606818758	-0.1237726314	-0.0150495756	0.0070353436	-0.0601877031	-0.0307451437	-0.0678481504	0.0810658392	0.0570572968	0.0047677381	0.0326376244	-0.0342745339	-0.171566209	-0.0894280529	0.1154270035	-0.01897198	0.1293631835	-0.0673431995	0.0235526467	-0.073411318	0.1409234046	-0.1056171895	0.1070990081	0.0064162996	-0.0870047428	0.0360660989	0.0489648304	-0.07984144	0.0863316111	0.0488233508	0.0724202396	0.0799865418	0.0641937462	-0.0761526417	0.1248036336	-0.1703183328	-0.0496561508	-0.1300844557	-0.0702554783	0.0876097723	-0.1393723848	0.0009462031	0.0409172298	-0.1041608203	-0.008016759	0.1302612069	-0.1093185537	0.0127144821	0.1221818144	0.0370938839	0.0539150933	-0.0045743524	0.0461223948	-0.0293817053	-0.0622829092	-0.0934562681	0.1225076612	0.1179640426	0.1105157577	0.1003462082	0.0877058019	0.0	-0.0793839999999999	0.0028626000000001	0.0063018194559999	8.194478760000596e-06	-0.026795	0.0017	2.8900000000000003e-06	0.000717972025	0.00397357	0.0063875	1.57892585449e-05	4.080015625e-05	0.00131952	0.0	1.7411330304e-06	0.0	-0.000649876	0.0002189499999999	4.2233881537600004e-07	4.7939102499956224e-08	-0.000332927	4.5865999999999984e-05	1.10840387329e-07	2.103689955999998e-09	0.0
5583.258929051033	-3.505556362135394	12.288925408107938	31172780.26882809	12611.03982770971	-9.328725039958954	159038325.53608057	87.02511087115718	5266.311533199114	-6.582777965407331	43.33296574185229	27734037.164706003	5285.234798226068	7573.786996482386	1.09942	36.102169	0.1205434499999999	0.0574977	-0.0427277523	-0.0878781121	-0.0321362715	-0.0031969767	-0.0140130925	0.107405392	0.0302971841	0.0023850298	0.0915662043	0.0084991397	0.0285815952	0.0169522053	-0.001573023	0.0099993015	-0.1519038023	0.0001404499	0.0271374784	0.0098297594	0.0426450548	-0.1054784633	-0.0460976687	-0.1142143033	0.0360086521	0.1541017561	-0.0387567519	-0.0885773426	-0.0869767241	-0.0250975701	-0.015976407	-0.0116569007	0.063811507	0.1005711948	-0.0226007912	-0.0843386076	0.0749457388	0.018858147	-0.0483255474	0.041945561	0.036065984	-0.1091611372	0.1051427313	0.070449824	0.0645563019	0.1600991034	-0.0835637309	0.007232155	-0.0654805862	-0.0687909226	-0.1468147483	-0.1201647434	0.0613109064	-0.0125242981	0.1184510581	0.0017773207	-0.0045064754	0.056369961	-0.0651704794	-0.0170772065	0.0243731213	-0.001569859	-0.0354706343	-0.1614847611	-0.0302052094	0.0015903075	0.0111220713	0.0078031909	0.1040969622	-0.0050736576	-0.0249017467	0.1048452069	-0.1504618024	-0.0559686983	0.0252830768	0.1127555138	0.0418395167	-0.0172581695	-0.0286461625	-0.036119942	0.0993243554	0.0363470534	0.0830222552	-0.0505974749	0.0933206049	0.0319145635	0.0045510059	-0.0417827342	0.1311846014	-0.1077473095	0.0693683151	-0.0647208499	-0.1619238028	-0.0393391963	-0.0366505394	-0.0773990557	0.0748803585	0.1474173915	0.1136404019	0.053475373	0.0244082892	0.1055737571	-0.0309737265	-0.0492672152	0.0645049652	0.0568051937	0.0084741488	-0.0346901146	0.1220030341	0.1159744915	0.106146603	0.092841332	0.0764945617	0.0	-0.0564889	0.0228950999999998	0.00319099582321	0.0005241856040099	-0.0363955	-0.0096004999999999	9.216960024999996e-05	0.0013246324202499	-0.0102904	-0.01426397	0.00010589233216	0.0002034608401609	0.00171909	0.0003995699999999	2.9552704281e-06	1.5965618489999997e-07	4.60658e-05	0.0006959418	2.1220579296400003e-09	4.8433498898724e-07	4.72388e-05	0.0003801658	2.23150422544e-09	1.4452603548964002e-07	0.0
5571.042558615745	-12.2163704352879	149.23970661217626	31036515.18990787	12575.351281800224	-35.68854590948649	158139459.86067453	1273.672309133525	5256.723049471601	-9.58848372751254	91.93902019277276	27633137.21884601	5276.704821117097	7510.314253482169	1.128505	37.05722	0.10705398	0.0572292	0.0159386813	0.0667235579	0.0285341101	0.0579727781	0.0123250393	-0.1071670282	-0.0159243634	-0.0486448137	0.1177532737	-0.0180682325	0.0687306201	-0.1035989086	-0.0806491195	-0.0216812654	-0.0149432232	-0.1366008803	0.0851024654	-0.1198600583	-0.0329521779	0.0519613593	-0.0775732194	-0.0059906891	-0.0666643722	0.0980285628	0.0216703822	0.0781911827	-0.0258859579	0.1404774745	0.0842352504	0.1329583878	0.0621561833	0.0064397901	-0.0155999401	-0.076129536	-0.0168165598	0.1272693086	0.0278847968	0.1950366838	0.1701704652	-0.0348766348	-0.1322876378	0.0842133689	-0.0732024127	-0.160834441	-0.0479742923	-0.0586879454	-0.0775193888	0.1711283735	0.0984028736	-0.0202345093	-0.0102400724	0.081514254	-0.2710845388	0.0326232527	-0.0806165961	-0.0987216257	0.0044198624	-0.0488949645	-0.1153722014	-0.0742642978	-0.0421080362	-0.0311127932	0.0218694534	0.1214744837	0.1386869584	-0.0346603423	-0.0931045076	0.0041651549	-0.0769305146	0.0502589815	-0.0475972448	0.0289510947	-0.1241625721	0.0154347825	-0.1319127202	0.1517157196	-0.070567389	0.0408518474	0.0379985225	-0.0099536135	0.0901129436	0.0788827507	0.0979702431	-0.0011804007	-0.018478244	-0.2493722954	0.0187447866	0.1210429379	0.0952815991	0.0469614505	0.1281549452	-0.0355306078	0.1127283188	-0.0827502797	-0.1321975616	-0.1122406546	0.0066775901	0.0291999523	0.0045294849	-0.2624890888	0.1564757521	0.0104217987	-0.038662329	-0.0965523443	-0.0748932274	0.1516840948	0.1214271607	0.1137140766	0.1012197857	0.0844696213	0.0641678585	0.0	-0.0794426	-0.0229537	0.00631112669476	0.00052687234369	-0.0168787	0.0195167999999999	0.0003809054822399	0.00028489051369	-0.0125288	-0.0022383999999999	0.0001569708294399	5.010434559999999e-06	0.00165021	-6.88799999999999e-05	2.7231930441e-06	4.744454399999985e-09	-0.0008081539999999	-0.0008542197999999	6.531128877158383e-07	7.296914667118692e-07	-0.000276563	-0.0003238018	7.6487092969e-08	1.0484760568324001e-07	0.0
