TrialNumber,Trialn,TrialType,Partner,Feedback,ITI,ISI,ran,order,studyStart,InitFixOnset,InitFixOffset,decision_onset,resp,resp_onset,rt,ISI_onset,isi_for_trial,ISI_offset,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset,final_fix_offset
1,1,6,2,3,4,8.500000e-01,1.0,0.0,2.5001355e-06,56.887287,60.886982,61.08941,2.0,61.932144,0.8427367,62.03261,2.4072633,64.44261,6.0,64.442764,65.453964,4.3645554,65.454155,69.4562,--
2,2,4,2,1,2,1.700000e+00,1.0,1.0,--,--,--,69.64434,7.0,70.2674,0.6230686,70.3678,3.4769313,73.84663,7.0,73.84675,74.85386,5.209519,74.85401,76.855965,--
3,3,4,2,1,1,2.550000e+00,1.0,2.0,--,--,--,77.05104,7.0,77.68178,0.6307336,77.78214,4.3192663,82.10294,8.0,82.10306,83.10866,6.0576167,83.10881,84.11001,--
4,4,1,1,1,3,2.550000e+00,1.0,3.0,--,--,--,84.11643,7.0,84.7487,0.6322671,84.84907,4.317733,89.16883,6.0,89.16895,90.17374,6.057299,90.17389,93.176735,--
5,5,4,2,1,2,2.550000e+00,1.0,4.0,--,--,--,93.3702,7.0,93.9985,0.6282947,94.0989,4.3217053,98.42192,8.0,98.422035,99.426544,6.056341,99.4267,101.4286,--
6,6,1,1,1,3,2.550000e+00,1.0,5.0,--,--,--,101.43146,7.0,102.06523,0.6337781,102.16565,4.3162217,106.48384,9.0,106.48396,107.48938,6.057922,107.48955,110.490746,--
7,7,4,2,1,2,8.500000e-01,1.0,6.0,--,--,--,110.68373,2.0,110.99872,0.3149879,111.099106,2.935012,114.03643,4.0,114.03655,115.04179,4.358053,115.04193,117.043205,--
8,8,2,1,2,2,8.500000e-01,1.0,7.0,--,--,--,117.04609,7.0,117.78265,0.7365659,117.88305,2.5134342,120.398384,5.0,120.39851,121.40401,4.357916,121.40415,123.40558,--
9,9,5,2,2,1,8.500000e-01,1.0,8.0,--,--,--,123.594536,2.0,124.83437,1.2398415,124.93475,2.0101585,126.947815,5.0,126.94793,127.95178,4.3572497,127.951935,128.95361,--
10,10,6,2,3,4,1.700000e+00,1.0,9.0,--,--,--,129.14569,2.0,129.66821,0.5225185,129.7686,3.5774815,133.34792,6.0,133.34804,134.35254,5.206845,134.35268,138.35399,--
11,11,2,1,2,4,8.500000e-01,1.0,10.0,--,--,--,138.35706,2.0,138.78238,0.4253168,138.88277,2.8246832,141.7093,5.0,141.70943,142.71567,4.3586063,142.71582,146.71696,--
12,12,5,2,2,2,8.500000e-01,1.0,11.0,--,--,--,146.90915,2.0,147.33214,0.4229784,147.43253,2.8270216,150.26163,5.0,150.26173,151.26674,4.3575854,151.26689,153.26884,--
13,13,1,1,1,4,2.550000e+00,1.0,12.0,--,--,--,153.27173,2.0,154.61523,1.3435049,154.71562,3.6064951,158.32451,1.0,158.32463,159.331,6.059263,159.33115,163.3324,--
14,14,1,1,1,1,1.700000e+00,1.0,13.0,--,--,--,163.33415,7.0,163.86546,0.5313001,163.96585,3.5686998,167.5361,9.0,167.53622,168.54153,5.20738,168.54172,169.54317,--
15,15,3,1,3,3,1.700000e+00,1.0,14.0,--,--,--,169.54489,2.0,170.16745,0.6225644,170.26782,3.4774356,173.74718,8.0,173.74728,174.7521,5.207215,174.75226,177.754,--
16,16,6,2,3,2,1.700000e+00,1.0,15.0,--,--,--,177.94681,7.0,178.36525,0.4184405,178.46562,3.6815596,182.14854,3.0,182.14867,183.15472,5.2079196,183.15488,185.15672,--
17,17,3,1,3,1,8.500000e-01,1.0,16.0,--,--,--,185.15964,2.0,185.58202,0.4223733,185.68237,2.8276267,188.512,7.0,188.5121,189.5166,4.3569646,189.51675,190.51808,--
18,18,6,2,3,1,1.700000e+00,1.0,17.0,--,--,--,190.70944,2.0,192.26483,1.5553803,192.3652,2.5446198,194.91106,9.0,194.9112,195.91455,5.205105,195.91475,196.91672,--
