global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2
3813.633406390605	n/a	14543799.75833841	n/a	9611.3412995838	n/a	92377881.57708524	n/a	3684.369216576168	n/a	13574576.524054088	n/a	3815.6972659460266	6626.434955206295	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0150538	n/a	n/a	0.00022661689444	-0.0283236	n/a	n/a	0.00080222631696	-0.0999046	n/a	0.00998092910116	n/a	-0.000576227	n/a	n/a	3.32037555529e-07	0.0007994709999999	n/a	6.391538798408401e-07	n/a	0.000168349	n/a	2.8341385801000004e-08	n/a
3821.750563420073	8.117157029467762	14605777.369001646	65.88823824103791	9702.860943409753	91.5196438259518	94145510.4871464	8375.845206029075	3692.2285061518783	7.859289575710136	13632551.34164053	61.76843263486601	3825.9692158093976	6672.327283075737	1.188717	38.449036	0.0415481599999999	0.0184171	-0.1555036561	0.0391856116	0.0210096763	-0.1489292118	-0.0041234702	0.0949277516	-0.0093723581	0.1490077087	-0.1780669959	0.0926786635	-0.1221160117	0.0558094293	-0.1169460084	0.0532960148	0.0325829442	0.0445191282	-0.0288909673	0.1811177092	-0.0519900513	0.0956197466	-0.0927545543	0.0657031978	-0.1748939546	0.1402089997	-0.0932978192	0.0046098251	-0.135913138	0.1428592183	0.0044477594	-0.090131043	0.1038381836	0.0161950436	0.1062587048	-0.1068186581	0.045238573	0.0419332588	0.062682118	-0.1218082137	-0.0187042469	0.0808313288	0.0182614486	0.2030995509	-0.1263211387	-0.0678627523	-0.0605184752	0.1369892088	0.0307063629	0.079532432	0.0139937949	-0.0091612633	0.1085685061	-0.0834481212	0.0387248514	-0.0857085474	0.1746179374	-0.0010777953	0.0312741989	-0.0674562172	0.1492829106	-0.1443225339	0.1221797078	-0.117400078	0.0500813413	0.0321146097	-0.2004379694	0.0837746552	0.017178268	-0.0912995035	0.0027887159	0.0301283199	0.01894507	-0.023716335	-0.0284781069	-0.1675270927	0.0150531898	0.1197387852	-0.1175143847	-0.0544999277	-0.0175551566	0.1456803792	0.0179718476	0.0057652617	0.0822089581	-0.1144572878	0.1466261977	0.1465634515	0.1464588945	0.1463125564	0.1461244791	0.0	0.0089716399999999	-0.0060821600000001	3.699267026560122e-05	8.049032428959821e-05	-0.0294019	-0.0010783	1.1627308900000016e-06	0.00086447172361	-0.0888423	0.0110622999999999	0.00789295426929	0.0001223744812899	-0.000439452	0.000136775	1.8707400625e-08	1.93118060304e-07	0.000638087	-0.0001613839999999	4.07155019569e-07	2.6044795455967732e-08	0.0	-0.000168349	0.0	2.8341385801000004e-08
3813.0885648056073	-8.661998614465574	14539644.403051289	75.03021999700353	9663.574323575458	-39.28661983429447	93384668.70726688	1543.4384980043797	3674.108810435192	-18.11969571668624	13499075.550917502	328.3233728652976	3805.986416728304	6637.198254084183	1.199227	38.788979	0.074163895	0.0468156	0.123164205	-0.0300457925	0.0266225556	-0.0206545452	-0.0102467408	-0.1067957799	-0.0739996823	0.0742442594	-0.1259058217	0.1710567312	0.1330548103	0.2638951772	-0.0589503672	0.0022994667	-0.0015248507	0.2244180637	-0.1993619061	0.0126095856	0.2071981062	-0.0665288879	-0.093490614	0.0740656822	0.0146399715	0.0907980574	0.119908827	-0.0081339602	0.0473492678	0.0735650001	0.022453653	-0.0364046986	0.0590169844	-0.0154491588	-0.0441747886	-0.0042675069	0.0573291488	-0.0226841822	-0.0268681233	0.0600703165	0.1505150338	-0.0732493455	-0.0249668039	-0.0849395485	0.0629396955	-0.0140377643	-0.0634366357	-0.0129602156	-0.0066798884	-0.0920758868	-0.0598827875	-0.2079527193	-0.0030153999	-0.0735334619	-0.0863518874	0.1154640799	0.1129311403	-0.2325252319	0.1246344436	-0.0230038767	0.0197686232	-0.0735093145	-0.0983890015	0.0002297975	0.1365257496	0.0476700751	0.019632439	0.083232118	0.0416432638	0.0154006833	-0.0109044601	0.0472263417	-0.0104717179	0.0026986258	0.097654402	0.0909757544	-0.067808774	-0.1091331421	0.0466852653	-0.0212531698	0.0262270362	0.0221849113	0.0378331798	-0.1025306644	0.0452863444	0.1735002225	0.1464588945	0.1458947161	0.1449560281	0.14364524	0.1419657166	0.0	0.0089783399999999	6.700000000000109e-06	4.4890000000001454e-11	8.061058915559821e-05	-0.00617176	0.02323014	0.0005396394044196	3.80906214976e-05	-0.0972924	-0.0084501	0.00946581109776	7.140419001000004e-05	0.00025535	0.000694802	4.82749819204e-07	6.52036225e-08	0.000709943	7.185600000000002e-05	5.04019063249e-07	5.163284736000004e-09	8.28811e-05	8.28811e-05	6.86927673721e-09	6.86927673721e-09
3807.613448045456	-5.475116760151195	14497920.169736609	29.97690353728852	9647.873087468222	-15.701236107235673	93081455.1118936	246.5288152951612	3683.346468785898	9.23765835070617	13567041.209117545	85.33433180437143	3817.825754540598	6635.275694292144	1.157003	37.423244	0.038293195	0.0208124	-0.0444397969	0.1118080403	-0.0072747219	0.0070048056	-0.1238019577	0.1450127615	0.0056601535	-0.1029755386	-0.0664993229	-0.1547560382	0.144108207	0.0436113706	0.0136302523	0.0443442322	0.0016155767	-0.1236169849	-0.1071061336	-0.0855366207	-0.102066898	0.1467966148	0.0095557281	-0.0054882271	0.0292948802	-0.1084510314	-0.0435510078	0.0312034496	-0.0725469192	0.0600490611	0.0506698485	-0.095562664	-0.0015730653	0.2725062384	-0.0977148535	-0.0241983267	0.0443298844	-0.0347018387	-0.065382807	-0.1222532599	-0.1671773074	-0.0040790639	-0.1284552782	0.1131488768	-0.0374460474	-0.0636652828	-0.0354587133	-0.0979441129	0.009193673	0.0510047663	-0.0070942663	0.1593954856	-0.0172336421	0.0298905513	-0.0748030852	0.1192208893	0.1056881835	0.1489593312	0.0017230859	0.0654016791	0.0010904651	0.0676165507	0.0666482973	-0.0027653109	-0.0130709477	0.0788892207	-0.0335215083	0.0380334349	-0.1049030206	0.2329165409	-0.1017875789	0.0719575194	0.0608826602	0.0662611489	-0.0650734966	-0.2381190035	0.0570131651	0.0023737091	-0.1151383378	0.0393139098	-0.019374162	-0.0541639348	0.1186826762	0.0599156257	-0.0269685759	-0.1007508832	0.1461244791	0.1445602966	0.1419657166	0.1383592329	0.1337665517	0.0	0.0162339	0.00725556	5.2643150913601423e-05	0.00026353950921	-0.0223091	-0.01613734	0.0002604137422756	0.0004976959428099	-0.0887493	0.0085430999999999	0.00787643825049	7.298455760999997e-05	0.000185767	-6.958299999999999e-05	4.8417938889999985e-09	3.4509378289e-08	0.000694847	-1.5096000000000031e-05	4.828123534089999e-07	2.27889216000001e-10	0.000125346	4.24649e-05	1.5711619716e-08	1.80326773201e-09
3801.8214253415294	-5.792022703926705	14453846.150185898	33.54752700280242	9625.403244648283	-22.469842819939004	92648387.6220857	504.8938363527644	3681.328266764434	-2.018202021464276	13552177.807678832	4.073139399442491	3814.370150253226	6616.610072270625	1.124032	36.356796	0.0556909	0.0304505	0.0423986083	-0.1237441845	0.0409968587	0.0405516624	0.0261241941	-0.0402723634	-0.1223231615	-0.1144870747	0.2070088005	-0.1309486436	-0.0524321298	-0.0485925627	0.0587854731	-0.0167851929	-0.0522161505	0.2070747404	0.1382770093	0.1957082471	0.0809024885	-0.0288709299	-0.2162950929	0.0325569068	0.0518404244	0.0197873319	0.0192525235	0.0492633759	-0.0375671234	-0.0374954521	0.0478754632	0.0244783561	-0.1091334839	-0.0272575281	0.0652158629	-0.0301130918	0.0615687985	0.0153185453	0.0496539271	-0.1939376008	-0.1141098639	-0.1041402693	-0.1108387372	-0.1309097749	0.0451095623	0.0268013992	-0.0565887716	-0.0813244445	0.0567025443	-0.1092203122	0.0493655228	-0.0873215127	-0.0390952475	-0.0319027034	0.0298996629	-0.2502943837	0.0896520976	-0.230384496	0.1515971538	0.0545574731	0.0071680915	-0.0038333857	-0.0500943054	0.0050795776	-0.0941159705	-0.0037273746	-0.0108986978	-0.0750451351	-0.1364612426	-0.0435239257	0.0751855654	0.0418742599	-0.0211342824	-0.0114226202	0.055410148	-0.2214140354	0.1008839816	-0.0735518971	0.0391339263	-0.0131321374	-0.0592132618	-0.0754153785	0.0368534909	-0.0040106211	-0.0563478882	0.0499451152	0.145623333	0.1425662815	0.1375186448	0.1305509005	0.121760336	0.0	0.0170055	0.0007716	5.953665600000011e-07	0.00028918703025	-0.0473067	-0.0249976	0.00062488000576	0.00223792386489	-0.0828060999999999	0.0059432000000001	0.0068568501972099	3.532162624000127e-05	0.000521153	0.000335386	1.12483768996e-07	2.71600449409e-07	0.000676009	-1.883799999999997e-05	4.56988168081e-07	3.5487024399999886e-10	0.0	-0.000125346	0.0	1.5711619716e-08
3805.256139729642	3.434714388112752	14479974.288950138	11.797262927908758	9623.02560201978	-2.377642628503964	92602621.73712814	5.653184468879236	3681.1736409893	-0.1546257751338089	13551039.37511442	0.0239091303357312	3813.963376819578	6626.8623782443465	1.147312	37.109798	0.05394496	0.0241016	0.1206331949	0.1099921862	0.0276899401	0.0350905563	-0.1514397685	-0.0532040161	-0.0067075353	0.083447998	-0.0639966545	-0.1961539035	0.043180854	-0.1584990053	-0.0118782619	-0.046540149	0.0407027372	0.0344432578	0.163038896	-0.2865379293	0.177939613	-0.0269621301	-0.025225053	-0.0069290679	-0.0169985586	-0.1339289126	0.1146807091	0.0989690624	0.1548339342	0.0565972566	-0.1860831267	0.118096609	-0.0182196707	0.0393249454	-0.2187306674	0.1389606704	0.0438389486	0.0867342764	-0.0501095264	0.1409983957	-0.0290286471	0.1908410038	0.0786796267	-0.0605680576	-0.1794362019	-0.0705253601	0.0190370771	0.0114882666	-0.1115126142	-0.1273930758	0.0232547436	0.0303654107	-0.1911621401	0.2570198594	0.0813595016	0.1084613967	-0.0353268088	-0.1421928618	-0.0082381917	0.0261876215	-0.0213631257	0.117616259	-0.039497418	0.0625657224	0.1247409069	-0.1724322115	0.1830380298	-0.0975222169	0.168799226	0.1401448922	-0.0928831802	0.0496206206	-0.0347319218	-0.06285519	-0.1489764109	0.1239534238	-0.1608082501	0.0643714492	0.0343719789	-0.1433437666	0.011023094	-0.0558215719	-0.0114934775	0.1281808314	0.0521192414	0.0062745813	0.1449560281	0.1399217693	0.1316604456	0.1203625908	0.1062887712	0.0	0.00957444	-0.00743106	5.52206527236e-05	9.16699013136e-05	-0.031688	0.0156187	0.00024394378969	0.001004129344	-0.0887657	-0.0059596000000001	0.00787934949649	3.551683216000127e-05	0.00025074	-0.000270413	7.3123190569e-08	6.28705476e-08	0.000756851	8.084200000000002e-05	5.72823436201e-07	6.5354289640000035e-09	-0.000147457	-0.000147457	2.1743566849000006e-08	2.1743566849000006e-08
3800.793538496373	-4.462601233269197	14446031.52227578	19.91480976717576	9641.602272639198	18.57667061941902	92960494.38376136	345.0926913023858	3677.570574922088	-3.60306606721224	13524525.333532777	12.982085084696276	3811.380845891888	6616.832365881925	1.200066	38.816113	0.0457866099999999	0.0205427	-0.1666650644	0.0237756458	-0.0128754636	-0.0244079947	0.0234109835	0.1815505448	-0.0244490607	-0.0573093212	0.25682446	-0.1719396932	0.0023374988	-0.0467204072	-0.1028284266	0.0420763045	-0.0322242973	-0.4197870489	-0.0715817284	0.0607162004	-0.0715046963	-0.0200906712	0.2330661243	-0.061684243	0.1068935244	-0.0400869633	0.0319708638	-0.0763211426	0.0786227412	0.0096641272	-0.0176547555	0.0589488315	0.0392933861	0.0612350014	0.0566289651	-0.0704782669	0.1624696807	-0.1457159262	-0.0418169328	0.1981558607	0.120185134	-0.1497463472	0.0068122211	-0.0324020655	-0.0583165249	0.0566565376	0.0879427117	-0.1817476068	0.1047309702	0.0735543889	-0.0501331253	0.2367172987	0.1029542809	-0.1622581115	0.084860579	0.152930476	-0.2246399186	0.2462394364	-0.1161205281	0.0850930487	-0.0555831759	0.0327941884	-0.0567459554	-0.0273755527	0.0540472972	-0.0557338026	-0.0399909752	-0.0050016725	-0.0434459817	0.0587973187	0.0275878652	0.1420792165	-0.0193561569	0.1086427428	0.1543270675	0.1929308095	-0.0033265129	-0.1603970866	-0.0334217422	0.0025523604	0.0551465527	-0.1731493031	0.0179115953	-0.1370531862	0.0329075048	-0.200261709	0.1441233256	0.1366388261	0.124451232	0.1079800393	0.0877921846	0.0	0.0192064	0.0096319599999999	9.277465344159996e-05	0.0003688858009599	-0.0390612	-0.0073731999999999	5.4364078239999945e-05	0.0015257773454399	-0.0807245	0.0080411999999999	0.00651644490025	6.466089743999998e-05	0.000504466	0.0002537259999999	6.4376883076e-08	2.54485945156e-07	0.000770473	1.3622000000000026e-05	5.93628643729e-07	1.8555888400000076e-10	0.0	0.000147457	0.0	2.1743566849000006e-08
3799.4280336034094	-1.3655048929635996	14435653.38253147	1.8646036127075316	9609.9453640408	-31.65690859839924	92351049.89984924	1002.1598620074038	3676.154488664164	-1.41608625792378	13514111.824525682	2.0053002898805747	3807.199494190705	6568.622180809409	1.230419	39.79789	0.02833945	0.0134953	0.1408085349	-0.0676372316	0.0190519633	0.079429487	-0.0108467134	-0.1192658517	-0.0574305235	-0.0401821945	0.0747611186	0.0159412944	-0.0604523051	0.0292559289	0.0602855487	-0.1471355564	-0.1264942597	0.0268796332	0.1231013271	-0.2312303037	0.0016014184	-0.0153830697	0.0956999566	0.0422954715	0.1170438765	0.0385845226	-0.0624052408	-0.053030345	0.041342631	-0.0537580393	0.1472365252	-0.0863212206	0.0760876581	-0.1641804444	4.76009e-05	-0.0845415611	0.1001837681	0.077075915	0.2659169103	0.1442089588	-0.1392597672	-0.0902381351	-0.0036957599	0.0747575013	0.0343142723	0.099929341	0.1466236748	0.2637768767	0.0725694663	0.0129217763	0.1923647835	-0.1032581079	-0.2074252322	0.0427187718	0.0833431083	0.0448588707	-0.1052883714	0.0784473783	-0.0670560142	-0.1286838889	-0.2310850983	-0.0210065375	0.0492171827	0.0882444457	-0.0041661545	0.0737441328	-0.0092613148	0.100765933	-0.0124474515	-0.2204157386	-0.0568128322	0.0484703009	-0.1952025285	-0.0699459252	-0.1213663511	0.0097773583	0.1491085227	-0.1326008817	-0.07429678	0.0544496974	-0.0216621749	0.1344996489	-0.2713470629	-0.025573102	-0.1669259023	0.0031720245	0.1431261759	0.1327324313	0.1159649805	0.0936289832	0.0667969964	0.0	0.0166099	-0.0025964999999999	6.74181224999999e-06	0.00027588877801	-0.03809	0.0009711999999999	9.43229439999997e-07	0.0014508480999999	-0.0718477	0.0088768	0.00516209199529	7.879757824000007e-05	0.000672508	0.000168042	2.8238113764000032e-08	4.522670100640001e-07	0.000620616	-0.0001498569999999	3.851642194560001e-07	2.2457120448999995e-08	0.0	0.0	0.0	0.0
3796.596232882758	-2.8318007206512448	14414142.95553955	8.01909532148091	9618.909217568047	8.96385352724792	92523414.53581554	80.35067005795499	3684.6994035589687	8.544914894804606	13577009.69458782	73.01557055945361	3818.4227202626766	6591.16230339519	1.119489	36.209839	0.0682019	0.0411756	-0.0023345227	0.1365613974	-0.0374027388	0.0150954776	-0.0622545032	0.0116628532	0.1370414665	0.043571321	0.1128295079	0.1467194672	-0.0217921688	-0.1870481858	0.0769296676	-0.1999365209	0.014875942	-0.0595010029	-0.0226820899	-0.0689000911	-0.2982230022	-0.113227268	-0.1170510968	0.0127462814	-0.0561693444	-0.0057642729	-0.0532504813	0.1361894773	-0.0407132019	-0.1083890394	-0.0640696159	0.0563051411	-0.075229657	-0.0860737162	0.0986970441	0.0731585005	0.059436994	-0.0806153033	0.0329647122	-0.0832524906	0.1247501531	0.1218254073	0.185329067	-0.0123661454	-0.1704754409	0.0596918503	-0.1024630854	0.0428144248	-0.0249971651	0.0549557989	-0.0223913254	0.1256577351	-0.0122225436	0.0995393712	-0.1713709411	-0.1021402864	-0.0544504567	0.1670217596	0.1468537958	-0.0378906534	0.0770409494	-0.0377603606	0.077896502	0.0774425927	-0.0659253689	-0.0857197525	-0.0375661394	-0.0492657069	0.0190669579	-0.0972350832	0.1039374672	-0.0262885442	-0.1128054476	0.045849443	0.0865066734	0.0959290008	-0.045385476	0.1928685072	0.0517675536	-0.2011064065	-0.1129624201	0.0691792991	0.0386353781	0.0162366015	0.0564122491	-0.0585880079	0.1419657166	0.1282204088	0.1062887712	0.0775710461	0.0439007383	0.0	-0.0167485	-0.0333583999999999	0.0011127828505599	0.00028051225225	-0.0358593	0.0022307	4.97602249000001e-06	0.0012858893964899	-0.0654892	0.0063585	0.0042888353166399	4.043052225000004e-05	0.000430921	-0.000241587	5.8364278569000015e-08	1.8569290824100002e-07	0.000688748	6.813199999999994e-05	4.74373807504e-07	4.6419694239999925e-09	-0.000215367	-0.000215367	4.6382944689e-08	4.6382944689e-08
3796.5713211917473	-0.0249116910108568	14413953.79689565	0.0006205923490204	9623.334120396205	4.424902828157428	92608559.5927818	19.579765038635607	3679.4271335796566	-5.272269979312114	13538184.031322207	27.796830734755755	3811.319054236779	6611.805241891893	1.168489	37.794765	0.0613800054	0.0297585	-0.1062922939	-0.1382871717	-0.0323605178	-0.0282708961	0.1632161706	0.0118159559	-0.0135746995	0.0056622602	0.0216881395	0.1221306756	0.1258883703	0.0611919558	0.0338320799	-0.0171380693	-0.0438690626	-0.1407235733	0.0148511383	0.0468858952	0.1283203314	-0.1130865942	-0.1718543567	0.0236318264	-0.0683935276	-0.0037771091	-0.0217940424	-0.1469427341	0.0774316986	-0.0042839218	-0.1069234458	0.0020792441	0.0581476534	-0.1262309477	-0.0813172635	-0.1558781331	-0.1319112695	0.1351864226	0.0197681802	0.1028264248	-0.0380860148	0.0672654297	-0.0330872782	-0.0480173637	0.0889764145	0.0033878868	-0.062920147	-0.0470853977	0.0596942743	0.0821611309	-0.1268784992	0.0650691064	0.0512549186	-0.1183189895	0.011482664	-0.0093377653	-0.1343504911	-0.199942394	0.0350622361	-0.0808280171	-0.0509146338	0.0924600839	0.0960342666	-0.1065843857	0.0379181292	-0.140155943	-0.0181569614	0.0055812895	0.0723049144	-0.1278061991	-0.1475817753	-0.026536718	0.1016548346	-0.0977779677	-0.0999221874	0.0305886365	-0.0097945213	-0.1152066222	0.0840128593	0.0250063669	0.0177292611	0.0339428351	0.0430794741	-0.0309103913	0.0359425545	-0.0238854797	0.1406432718	0.123123346	0.0955218954	0.0600989683	0.0197550473	0.0	7.277039999999998e-05	0.0168212704	0.0002829551378699	5.2955311161599975e-09	-0.0317108	0.0041484999999999	1.7210052249999994e-05	0.0010055748366399	-0.0752628	-0.0097736	0.00566448906384	9.552325696000014e-05	0.000651821	0.0002209	4.879681e-08	4.24870616041e-07	0.000461208	-0.0002275399999999	2.12712819264e-07	5.1774451599999996e-08	-5.10743e-05	0.0001642926999999	2.60858412049e-09	2.699209127329e-08
