global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21
4055.756567873216	n/a	16449161.33784673	n/a	9009.755319853191	n/a	n/a	81175690.92362288	3752.029704966444	n/a	n/a	14077726.906950582	4022.140169331792	5630.298168113845	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.013403	n/a	n/a	0.000179640409	0.0235897	n/a	0.00055647394609	n/a	0.0	n/a	n/a	0.0	0.0	n/a	0.0	n/a	-0.0	n/a	0.0	n/a	9.94287e-05	n/a	9.88606638369e-09	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3994.608215773191	-61.14835210002502	15956894.79752268	3739.120964548634	8947.712227736756	-62.04309211643522	3849.345279368466	80061554.11038986	3699.023265469646	-53.00643949679807	2809.682628127714	13682773.118485725	3966.3969268705127	2871.024988020998	3.690552	139.467514	0.0818048249999999	0.037445	-0.0406394751	0.0265619799	0.1048560278	-0.0290143303	-0.0142038958	0.0483239877	-0.0975499394	0.1327217643	-0.1041273374	0.0297555307	-0.0778155454	0.0605706198	-0.0893985097	0.0326495232	0.1081349504	-0.0223258781	-0.0636303871	0.0037411727	-0.0477003614	0.0118656751	-0.0076754622	0.2346390714	-0.1071711477	0.0726293583	-0.0116891109	0.0481479232	-0.0431632862	0.0914859166	0.0017085894	0.0626501656	-0.0444291065	0.0715462674	0.0003512586	-0.1239740503	-0.0111545356	-0.0145364563	0.0861260836	-0.0676949419	-0.0651658189	-0.1890416151	0.1648166135	0.0544640879	-0.0745523194	-0.0993658769	0.1236975045	0.0182503143	-0.0051777845	-0.0023568118	0.024585633	-0.1182466999	0.0320903344	-0.0762421841	0.0819541592	-0.0062983881	0.0603841795	-0.0849620574	0.2092816826	-0.0536589626	0.1053416726	-0.0399121364	0.023896492	-0.0165038909	-0.0480969408	0.0220333043	-0.0916062355	-0.0037251838	0.0644725878	0.0635584197	-0.0793888617	-0.104632223	0.0741718939	0.0604434688	-0.132943019	-0.141004305	-0.0430920125	0.131998394	0.1049534902	-0.1140004294	-0.0501730629	-0.0919294566	0.0335140288	0.0458025114	0.1466261977	0.1465634515	0.1464588945	0.1463125564	0.1461244791	0.0	-0.0065693	-0.0199723	0.0003988927672899	4.315570249000001e-05	0.0421706	0.0185809	0.00177835950436	0.00034524984481	0.0199231	0.0199231	0.0003969299136099	0.0003969299136099	-0.000230428	-0.000230428	5.3097063184e-08	5.3097063184e-08	0.000189781	0.000189781	3.6016827961000005e-08	3.6016827961000005e-08	5.30672e-05	-4.636150000000001e-05	2.81612771584e-09	2.1493886822500012e-09	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4003.307304258392	8.699088485200718	16026469.372328592	75.67414047335173	8979.971749315613	32.25952157885695	1040.676732496737	80639892.6185065	3692.3143903410814	-6.708875128564614	45.00900549067286	13633185.557119831	3959.770636521778	2889.1878721678654	0.834543	31.537746	0.05900316	0.0238187	-0.0321687336	0.0415251987	0.0317625273	0.0554198363	-0.0097937231	0.0103779011	0.035500592	0.0380200281	0.1843759331	0.0241369472	0.0454257316	-0.0141676237	0.1116091838	-0.0236883701	0.0095570273	-0.0188338304	-0.0201365037	0.0233682413	0.1724196828	-0.1032084411	0.1632104941	0.0752881305	0.0848733488	-0.0390902382	-0.0620816215	-0.12128048	0.1151365208	-0.1300360326	0.1347069175	0.1135450532	0.0501423676	-0.1463815149	0.137383424	0.1479359356	0.107287497	0.0121233903	0.040740992	-0.1953487427	0.0831509008	-0.0586297046	-0.0182128837	0.0175415342	-0.0290587492	0.0754145515	0.0752965066	0.0525073486	-0.0919490814	-0.0917178977	-0.0049203045	-0.0050851121	-0.0084964086	-0.0010960243	-0.0420379382	0.1526835262	-0.0577407076	-0.1457624128	-0.0954638964	-0.0999659497	-0.0180791835	0.0115728416	-0.0058197442	0.1511707825	-0.0977098995	-0.0489715813	-0.1192038821	0.0284058662	-0.0790322581	-0.1006588189	0.2306384384	0.1851217665	-0.0231096067	-0.073960467	-0.1169734001	0.0292898032	0.0519116168	0.1075646316	-0.1460435853	0.0414076255	-0.0595278536	-0.1949054506	0.0408014801	0.0055606432	0.1464588945	0.1458947161	0.1449560281	0.14364524	0.1419657166	0.0	-0.012892	-0.0063227	3.997653529000001e-05	0.000166203664	0.031522	-0.0106486	0.000993636484	0.00011339268196	0.0330816	0.0131585	0.00017314612225	0.00109439225856	0.000104191	0.000334619	1.0855764481e-08	1.1196987516100001e-07	-0.0	-0.000189781	0.0	3.6016827961000005e-08	0.0	-5.30672e-05	0.0	2.81612771584e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4000.77351153156	-2.5337927268319618	16006188.69057257	6.420105582546548	8979.957239923631	-0.0145093919818464	0.0002105224556828	80639632.03085685	3703.692746625366	11.378356284284564	129.46699173211803	13717339.961405348	3969.1055698753503	2878.9586274103103	0.864647	32.675373	0.0335709	0.0170111	-0.0256815952	0.0447485999	-0.1480286612	0.0225298331	0.0357214941	-0.0641336187	-0.0070225806	-0.1893164329	0.0148582318	0.0665966229	0.0322012062	0.014497202	0.0822677156	-0.1285046365	0.0104652011	0.0947572858	0.0246169363	-0.0882236345	0.097851774	-0.0055971433	-0.1127778962	-0.126748084	0.0200033808	-0.0622542109	0.0869219113	0.0986910863	0.0533311408	-0.0456556259	-0.0556964916	-0.0361831866	-0.0337797552	0.0928324311	-0.1661010624	-0.1586290186	-0.1983798238	-0.0272016069	0.0697753754	-0.1161783045	-0.0231666972	0.0894110897	-0.0481585026	0.0654168409	-0.0196687485	0.0265164688	-0.0781642505	-0.0128446953	0.0917813923	0.0068457384	0.0065719349	0.0151456571	-0.113702114	0.0092732723	0.0206367455	-0.1004014494	-0.1256558244	0.0390456319	-0.1395299462	0.0397794066	-0.0427271339	-0.0704104863	-0.0062532746	0.0594933524	0.0093674342	0.0703364913	0.0767454237	-0.1018348566	0.0137984527	-0.0075188853	-0.263037817	-0.065631028	0.112032411	0.0535701655	-0.0892215757	0.076081269	0.1257819904	-0.0485683783	-0.0350500858	-0.0476180617	-0.0160222583	0.1099688189	-0.0431804815	0.0116054255	0.1461244791	0.1445602966	0.1419657166	0.1383592329	0.1337665517	0.0	-0.0174088	-0.0045167999999999	2.040148223999998e-05	0.0003030663174399	0.0257446	-0.0057774	0.00066278442916	3.337835076000002e-05	0.0247211	-0.0083605	6.989796025000005e-05	0.00061113278521	0.0	-0.000104191	0.0	1.0855764481e-08	-0.0	0.0	0.0	0.0	-0.000194133	-0.000194133	3.7687621689e-08	3.7687621689e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3990.8198798884064	-9.953631643153583	15926643.313712517	99.07478288758834	8960.831482873537	-19.12575705009476	365.7945827392495	80296500.86445755	3699.9325646302177	-3.760181995148287	14.13896863663735	13689500.98281114	3965.907032189304	2858.6966797327896	0.8079809999999998	30.533945	0.02526825	0.0136702	-0.0187410164	0.0250954218	-0.1390420899	-0.0311372397	0.0171698686	-0.002288185	-0.0618806271	-0.1765629565	0.0672342965	-0.0420030715	0.0289959897	-0.0146110849	0.0050855668	-0.1036823462	0.036839029	0.0303265547	0.017728392	-0.0245574723	0.0050771971	-0.0431373394	-0.0169815389	0.0351952482	-0.0080539956	0.0964330807	0.2293840642	-0.0532991171	0.0560937251	0.026763479	0.0204999587	0.1711892094	-0.0570332368	-0.1927232065	-0.149928423	0.1349693135	-0.1902656377	-0.0688211117	-0.0027564833	0.2347292102	0.0872741454	0.1665413243	-0.0651944135	-0.2161774336	-0.04107442	0.0888825719	0.0460045306	0.0151034133	-0.0313275024	0.16945564	0.0068253477	-0.0146303185	-0.0972608324	0.067495992	-0.0543821354	-0.0416001958	-0.0306470223	0.027979228	0.1381978243	-0.0196339414	0.0979240205	-0.119114441	-0.0903588349	0.0949862351	0.0304746402	0.1238832182	-0.1018589706	-0.1155676258	0.0013967037	-0.1106297096	-0.0375556834	0.1522568582	0.143251874	-0.070183692	0.2335036236	0.0413300893	-0.1324620441	-0.0847495682	-0.1255035021	0.1941103427	0.075315839	0.1319857316	0.0557370784	-0.1604507163	0.145623333	0.1425662815	0.1375186448	0.1305509005	0.121760336	0.0	-0.0243555	-0.0069467	4.825664089e-05	0.00059319038025	0.0257542	9.600000000001968e-06	0.00066327881764	9.21600000000378e-11	0.0215616	-0.0031594999999999	9.982440249999996e-06	0.00046490259456	-0.000108916	-0.000108916	1.1862695056e-08	1.1862695056e-08	-0.0	0.0	0.0	0.0	0.0	0.000194133	0.0	3.7687621689e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3997.755037144813	6.935157256406455	15982045.337016724	48.09640617108711	8965.268765471223	4.437282597686135	19.68947685172821	80376044.0371339	3702.1451552739177	2.2125906436999685	4.8955573565886406	13705878.75071814	3968.442638468808	2880.581545682044	0.852224	32.205902	0.0332801999999999	0.021001	-0.0035175279	0.0414012973	-0.0432627366	-0.0090107165	0.0022140334	-0.0472607912	-0.060271246	0.0122289358	0.0295040483	0.0754544305	0.1048809942	-0.0761215784	-0.0482215221	-0.0681883891	0.0453842353	0.1519907623	-0.1322392029	-0.0053696185	0.0412387479	0.0229057159	-0.1228620935	0.0320959568	-0.0595181431	0.0728941325	-0.011604818	-0.0606086034	-0.1510167386	0.0816346153	-0.0644250499	-0.0934559227	0.00454483	-0.0182928992	0.2142958241	-0.0828781161	0.1551864467	-0.2105518191	-0.0348837953	0.0552457854	-0.1932119978	0.0643385064	-0.0578829501	-0.2856262481	-0.0524080471	0.1068660195	0.0061984803	0.0797475748	-0.1414770324	-0.1110724029	0.0491592502	-0.0120189108	-0.1471942913	-0.1468921267	0.0377066133	-0.004463351	-0.0495830787	-0.0411881165	0.0430777908	0.044308261	0.1090997746	0.1533108375	-0.0341150075	-0.0727992759	0.0994629985	0.0251954137	0.0758495548	-0.0667857635	0.1527159956	-0.009319026	0.1622680502	-0.1644293731	-0.1584773461	0.1502477063	0.0237607951	-0.0935797247	-0.0734273113	0.1990703508	-0.1850114021	0.1875657471	0.0670395068	-0.0280499008	-0.0771104232	0.0515016567	0.1449560281	0.1399217693	0.1316604456	0.1203625908	0.1062887712	0.0	-0.0336014	-0.0092458999999999	8.548666680999996e-05	0.0011290540819599	0.0257552	9.999999999975306e-07	0.00066333032704	9.999999999950613e-13	0.014001	-0.0075606	5.716267236000001e-05	0.000196028001	0.0	0.000108916	0.0	1.1862695056e-08	0.000220538	0.000220538	4.8637009444e-08	4.8637009444e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3989.399285162857	-8.355751981956018	15915306.656457912	69.81859118396193	8941.923641581823	-23.345123889399478	544.9948094114101	79957998.41187993	3698.577696654456	-3.5674586194618314	12.726761001572516	13679476.97818978	3967.438713626326	2873.259710226977	0.875216	33.07478	0.04966058	0.0261898	0.0178155839	0.0419232338	0.095607043	-0.0696163939	-0.0364169843	0.0326530411	-0.016941484	0.101366702	0.1424077371	0.0232296383	0.1141440872	0.0381706539	-0.0675492599	-0.070369271	0.0225519531	0.0630603286	0.0372122412	-0.2158000541	0.1334535317	0.0491633268	0.0740117723	-0.0060749898	0.1342325571	-0.071336238	-0.0231720705	0.1167617274	-0.1707308936	0.0107249449	0.0515248813	-0.0016384272	-0.303128068	-0.0360217552	-0.0936930342	-0.0797532608	0.0538499634	-0.039141626	-0.0683827667	-0.0317871547	-0.0053646304	0.1374820136	-0.1179249338	0.2477199083	0.0261047958	-0.0014761525	-0.026520843	0.0537725888	0.1046062099	-0.0091290957	0.0558879126	0.0090757269	-0.0710798095	0.0576862005	0.151296025	-0.0092034009	-0.1403213755	-0.0791623333	0.0179739795	0.1159083903	-0.2210007968	-0.0357963464	0.0365943699	-0.0299416463	-0.0115668292	-0.1593730927	-0.1153170217	-0.0340849364	0.2374398827	-0.1461695892	-0.1159860861	0.0136024314	-0.0894877361	0.077001607	0.0626301285	0.1382700526	0.2158707864	-0.110180963	-0.0460364397	-0.1311507084	-0.0942730811	-0.0087052443	0.1110079966	0.0735324283	0.1441233256	0.1366388261	0.124451232	0.1079800393	0.0877921846	0.0	-0.0174071	0.0161943	0.0002622553524899	0.0003030071304099	0.0097405	-0.0160147	9.487734025e-05	0.00025647061609	0.0218741	0.0078731	6.198570361000001e-05	0.00047847625081	7.01903e-05	7.01903e-05	4.926678214089999e-09	4.926678214089999e-09	9.91587e-05	-0.0001213793	9.83244778569e-09	1.473293446849e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3992.003722380787	2.6044372179303537	15936093.719502062	6.7830932221408	8952.297274117176	10.373632535352954	107.61225197853337	80143626.48416582	3692.6186158568944	-5.959080797561455	35.51064395186567	13635432.242172886	3958.4422320249582	2871.842341760708	0.869862	32.872467	0.03413388	0.0206667	0.0329475209	0.0240513143	0.0874397234	-0.015132216	-0.0042022707	0.0386409247	-0.0717958595	0.0960683255	-0.00385759	-0.1789871718	0.0575724054	-0.0091502824	0.187496736	0.0324324904	-0.0553488877	-0.1063615961	0.0586397242	0.1388535883	0.0342149929	0.0145722429	-0.113436955	-0.1868385615	0.0793203639	0.0487628748	-0.1447264106	-0.1365971739	0.1648595926	-0.0076201969	0.1295308403	-0.0707123801	0.0373582585	0.0463006073	-0.0083384488	0.1049865309	-0.053132986	0.1888624966	0.1690176228	0.0256612446	-0.0079481512	0.1303407184	0.1929055595	-0.0761205371	-0.0310868606	-0.1385519456	0.0466029059	-0.1474760702	0.1474624492	-0.1059001627	-0.0632707109	0.0354649432	0.0325713697	0.0627043683	-0.1754456084	0.1018775599	-0.1244647769	0.205870004	-0.1353380854	-0.1181370555	0.0647419155	0.0908170759	0.0841883949	-0.0697676383	-0.0545077386	-0.0740875376	0.0743327752	0.097820322	-0.1268010727	0.0644200538	0.0293523222	0.0863425996	0.1962237987	-0.0486306684	-0.0007063519	0.1066767434	-0.193976475	0.0063222723	0.0971325655	-0.1568740866	0.1139118944	0.0585215949	0.0743733236	0.165297913	0.1431261759	0.1327324313	0.1159649805	0.0936289832	0.0667969964	0.0	-0.0173992	7.899999999998186e-06	6.240999999997134e-11	0.00030273216064	-0.00827621	-0.01801671	6.849565196410002e-05	0.000324601839224	0.0213604	-0.0005136999999999	2.6388768999999884e-07	0.00045626668816	0.000100257	3.00667e-05	1.0051466049e-08	9.040064488899999e-10	-0.0	-9.91587e-05	0.0	9.83244778569e-09	-0.000182686	-0.000182686	3.3374174596e-08	3.3374174596e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4003.8350515292473	11.8313291484601	16030695.11985421	139.9803494192016	8965.912719595712	13.615445478535548	185.3803555789741	80387590.89540817	3697.761209240684	5.142593383789517	26.44626671099572	13673437.960565126	3963.694490706733	2882.048968224501	0.886115	33.486668	0.032944451	0.0143756	0.0593397525	0.0428197339	0.0222316527	0.0350593615	0.0247772346	-0.0596108439	-0.0260682849	-0.0135291113	-0.0839431405	0.0258421826	-0.0104157482	0.0503339277	0.0329169496	0.1615826879	0.0203048681	0.0441609419	0.0900506629	0.0560962774	-0.3296278368	-0.0183592916	0.0402361283	-0.079517187	-0.0903001451	0.0714637487	0.0016446629	-0.1098881117	-0.115458477	0.085042124	-0.0167661593	-0.0983982136	-0.0505267715	0.0985005998	0.0541769713	0.1190226363	-0.1163443729	0.0716472312	-0.1049675995	-0.0849362505	0.1296142168	-0.0597024011	0.0078636749	0.2277570221	0.0911027229	-0.0217414904	-0.0264249876	-0.1931607033	-0.2088243417	0.2062890786	0.0259640939	-0.0264863349	0.0362679445	0.0440023376	-0.0783744349	-0.1497975888	0.2975560355	0.1120212494	0.0189277472	0.0143552021	0.0543279327	-0.0068657788	0.0739352934	-0.1768877905	0.1772960472	-0.0645675122	0.0257493262	-0.030692127	-0.0139336644	-0.0650299389	0.0194850284	0.0344115562	-0.0590917598	-0.1690263748	-0.0384484091	0.0250160282	0.078509652	-0.1524809588	0.1360584276	-0.258519388	0.08724528	-0.1200268276	-0.224051821	-0.1371586036	0.1419657166	0.1282204088	0.1062887712	0.0775710461	0.0439007383	0.0	-0.0228507	-0.0054515	2.9718852250000016e-05	0.00052215449049	-0.000199184	0.008077026	3.9674265856000006e-08	6.523834900467602e-05	0.011886	-0.0094744	8.976425536000002e-05	0.000141276996	0.0	-0.000100257	0.0	1.0051466049e-08	5.79195e-05	5.79195e-05	3.35466848025e-09	3.35466848025e-09	-0.00022334	-4.065400000000002e-05	4.98807556e-08	1.6527477160000016e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4000.867540721003	-2.967510808244242	16006941.078394927	8.806120397046396	8964.107882121814	-1.8048374738973507	3.25743830718417	80355230.12231845	3696.797908413982	-0.963300826701925	0.927948482724612	13666314.775653992	3965.5970664055662	3444.300658828774	1.804559	68.19503	0.043488151	0.0175486	0.034286914	-0.0944365229	-0.0610673104	0.0079822463	-0.0133327722	0.0164311281	0.0504621636	-0.1057408136	-0.0613669994	0.0243837483	-0.1370943922	0.1278522305	-0.1277778072	0.0849867887	-0.0619874631	-0.0172593094	-0.0045912382	0.0361695047	-0.1291539017	0.0611476903	-0.0026244328	0.1134927162	-0.2985586384	0.0096179803	-0.0286482717	0.0505932886	0.1754709448	-0.1058159181	0.0282145782	-0.1088720019	0.1353937832	0.052641874	0.0291730868	-0.1104089254	0.0021819898	0.0067501386	-0.0647747931	-0.1137273324	-0.0280482	-0.0654298029	0.0484986841	0.0602338876	0.0037810778	0.2694812678	-0.2157502087	-0.0026258636	0.0157771186	-0.0681065233	0.015824996	0.0836790883	0.0973076114	-0.0391083764	0.1268833401	0.0032008543	0.1811834878	0.0357113338	-0.0452307502	0.0036647181	0.2684119088	-0.0466534655	0.1057042644	0.1294937462	-0.0940160224	-0.0207408298	0.1257163293	0.0397330239	-0.2045906301	0.0352956798	-0.06258448	-0.046218205	-0.1016903405	0.0660111617	-0.1487445595	-0.1321616278	0.0924926895	-0.1018343348	-0.0698526729	-0.0481950564	-0.038702465	0.1724091429	-0.0265355813	-0.1227116584	0.1406432718	0.123123346	0.0955218954	0.0600989683	0.0197550473	0.0	-0.0174013	0.0054494	2.969596036e-05	0.00030280524169	-0.00640731	-0.006208126	4.10536214361e-05	3.8540828431876e-05	0.00475962	-0.00712638	5.078529190440001e-05	2.26539825444e-05	8.303539999999998e-05	8.303539999999998e-05	6.894877653159997e-09	6.894877653159997e-09	0.000245629	0.0001877094999999	6.033360564099999e-08	3.5234856390249994e-08	0.0	0.00022334	0.0	4.98807556e-08	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
