global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	c_comp_cor_12	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01
5438.020913017663	n/a	n/a	29572071.45041745	12623.498189090562	n/a	159352706.5299727	n/a	4695.99817517869	n/a	22052398.861281585	n/a	5969.065305378344	10781.784328192996	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0675436	n/a	0.0045621379009599	n/a	-0.00654084	n/a	n/a	4.27825879056e-05	0.212329	n/a	0.045083604241	n/a	-0.0021642	n/a	n/a	4.683761639999999e-06	-0.00137733	n/a	n/a	1.8970379289e-06	-0.00144159	n/a	n/a	2.0781817281e-06	0.0	0.0
5480.221387320919	42.20047430325667	1780.8800314198263	30032826.45404962	12774.556931219582	151.05874212902015	163189304.78897026	22818.743573601816	4720.363637851147	24.3654626724574	22281832.87354732	593.6757712429147	6022.606664292781	10889.189596070184	1.453849	43.160583	0.15684406	0.0944057	-0.105178819	-0.1039090972	0.0021883246	0.0573315569	-0.2207853788	-0.12449463	0.0045392112	-0.2527616664	0.1612164661	-0.0611789693	0.1929872112	-0.0492770366	0.2211338175	-0.1761277794	0.3398727009	-0.027932619	0.1617126069	-0.1107220561	0.3401460649	-0.0218938147	-0.0290512004	0.0791081314	-0.0420556784	0.0864441308	-0.0753396459	0.0436076621	-0.2399158556	0.0764917138	-0.0672520877	0.0180716282	-0.0850424561	0.0446839932	-0.0168069805	0.1103951194	0.0166100126	-0.0711427883	-0.0273616054	0.1273855633	0.022452817	-0.1334270601	-0.0999971983	0.1881861241	0.024203599	-0.1499477179	-0.0005826736	-0.0292048953	0.0415846912	0.0061228937	0.0895242457	-0.0199939001	-0.240318944	0.0616650805	-0.2236067543	0.121470092	0.1394673541	-0.0992347295	0.1918840274	-0.0482606844	0.1499063503	-0.1218038391	0.0324557131	-0.088924496	0.0546382394	-0.0193378523	0.0221192746	-0.1684273631	0.0162404313	0.050244751	-0.1929698004	0.0668385652	0.0601836067	-0.0036200862	-0.1179899627	0.1070375178	0.1234640595	-0.001697587	-0.0720300788	-0.0969182658	0.011603781	0.0929220203	0.1466261977	0.1465634515	0.1464588945	0.1463125564	0.1461244791	0.0	0.0709666	0.003423	0.00503625831556	1.1716929000000063e-05	-0.0313264	-0.0247855599999999	0.0006143239845135	0.0009813433369599	0.124591	-0.087738	0.0155229172809999	0.007697956644	-0.00195542	0.00020878	4.35890884e-08	3.823667376399999e-06	-0.00158787	-0.0002105399999999	4.4327091599999987e-08	2.5213311369e-06	-0.00184022	-0.00039863	1.589058769000001e-07	3.3864096484e-06	0.0	0.0
5460.627854589204	-19.59353273171564	383.9065249088122	29818456.56631549	12741.379200375864	-33.177730843717654	162342743.9277707	1100.7618239381738	4695.920158223903	-24.44347962724441	22051666.132413607	597.4836962875128	5968.2283569869	10896.608351576398	1.357859	40.310925	0.0700453999999999	0.0321431	0.1048208953	0.0474432748	-0.151829504	-0.0332310011	0.037645842	-0.0883040006	-0.050418626	0.1239374927	0.0938174966	0.0111088128	-0.1068711329	-0.1006286737	0.1666878715	0.0143049566	-0.0732685997	-0.1371146507	0.0505193277	0.0021321943	-0.1271610227	-0.0454572863	0.0689727222	0.2240809512	-0.1229393332	0.0408454192	-0.0407089431	0.064852328	0.0036501822	0.1365884317	-0.1821264267	0.0783906764	0.0224092339	-0.0243259482	0.0940162659	0.0373042448	-0.0554798898	0.225782435	0.0316882787	0.0258574113	0.0967397408	0.2054061316	0.0438549304	-0.0439716759	-0.1655773076	0.0513309211	0.0503314558	-0.1378497491	0.1054046688	-0.059542792	-0.1399311205	0.0445637649	0.1500198271	0.0694730221	-0.0131421186	0.0324389643	-0.1350285347	0.1525946778	0.0883816606	0.0798234017	0.0284662114	0.0690800856	-0.0537115455	0.019336497	0.2374475105	0.0129268136	0.0891824688	-0.071136819	-0.1634072052	-0.0591474464	-0.0405126738	-0.1319787958	-0.0490454056	0.0610782121	0.1747987317	0.0004410327	0.0050094793	-0.0603883011	-0.0410618843	0.0423705436	0.1250738748	-0.1026127763	0.1464588945	0.1458947161	0.1449560281	0.14364524	0.1419657166	0.0	0.056717	-0.0142496	0.0032168180889999	0.00020305110016	-0.0215491	0.0097772999999999	9.559559528999992e-05	0.00046436371081	0.140723	0.0161319999999999	0.0198029627289999	0.0002602414239999	-0.00162235	0.0003330699999999	1.1093562489999984e-07	2.6320195225e-06	-0.00132321	0.0002646599999999	7.004491559999994e-08	1.7508847041e-06	-0.00184022	0.0	0.0	3.3864096484e-06	0.0	0.0
5469.291054612845	8.663200023641366	75.05103464961977	29913144.640068088	12747.79708269414	6.417882318275588	162506330.46154523	41.18921345123443	4702.870005765874	6.949847541971394	22116986.29113232	48.30038085664583	5977.037489125614	10901.371585918449	0.982324	29.162388	0.05531603	0.029477	0.224130567	0.0879865857	-0.0996514083	0.0009424657	-0.0626073908	-0.1340879113	-0.0115851752	0.0697045298	0.1232839564	0.0073053845	-0.1667350007	-0.0933597445	0.040115119	-0.0457595424	0.0993889389	-0.1635808022	-0.0748775525	0.0522599859	-0.1117857679	-0.0306593868	-0.0297479455	0.1716045512	0.0553342185	0.0571733401	-0.150968735	-0.0600905228	0.0314853123	-0.2137110889	0.0539894076	0.0400308213	-0.0283783756	-0.1117477145	0.1362888958	-0.1045475672	0.0820883169	0.0723293107	-0.1077347519	-0.0282041928	0.092557366	-0.0395338603	-0.0045724492	0.0415967745	0.0893229698	-0.0012949282	0.0561511169	-0.1432773242	-0.0667495187	-0.0946720787	0.0861071984	-0.1095000077	0.0808258602	0.0392250392	-0.0894954362	0.1357837495	-0.1809683757	0.1326802267	0.0566969642	0.1902542021	0.0314393527	-0.0581866394	-0.1013737549	0.0673374345	-0.154506555	-0.0088757342	0.0852126173	0.1638878476	-0.0469838538	0.0166651864	-0.0315075693	0.0017329898	-0.0563300391	0.0444904715	-0.1227485425	0.0254854214	0.0824014871	-0.1040334767	0.1562089085	0.1033195732	-0.0070776123	-0.0673212264	0.1461244791	0.1445602966	0.1419657166	0.1383592329	0.1337665517	0.0	0.0566914	-2.5599999999993683e-05	0.00321391483396	6.553599999996766e-10	-0.00204967	0.01949943	0.0003802277703249	4.2011471089e-06	0.146333	0.00561	0.021413346889	3.147210000000004e-05	-0.001245	0.00037735	1.4239302250000005e-07	1.550025e-06	-0.00119625	0.0001269599999999	1.6118841599999993e-08	1.4310140625e-06	-0.00193953	-9.931000000000002e-05	9.862476100000004e-09	3.761776620900001e-06	0.0	0.0
5449.296232068421	-19.994822544424096	399.7929285830101	29694829.42483509	12722.063903287371	-25.733179406768613	161850909.95932752	662.1965223809402	4696.942903559258	-5.927102206615928	22061272.63929568	35.1305405676714	5980.850766537596	10867.222556209006	1.383755	41.0797	0.07911994	0.0443331	-0.1213659096	0.1289611693	-0.0406313129	-0.1025875851	0.0412374968	0.0397485537	-0.1284449689	-0.0079152209	-0.0569605287	0.1241622629	-0.0225560808	0.062469201	-0.0926781567	-0.0265646914	-0.15573939	-0.240585439	0.1784890499	0.2001020677	-0.0330964416	-0.2124271599	0.2127547398	-0.0260556375	0.1666521914	0.068321872	0.0400726739	0.0813930105	-0.1389409218	-0.0774425534	0.1016060793	-0.0835201151	-0.3193074231	0.0365709288	0.1349386932	0.0026786729	0.0695505658	-0.0164004415	-0.0108484021	-0.1353796714	0.059595766	-0.0176272045	-0.0631058989	-0.0614048784	0.1454103037	0.0987638663	-0.0285964432	0.1695705218	-0.0537329084	0.1021991109	-0.0079594506	-0.0698187084	0.0401421547	0.2088082327	-0.0164979087	-0.1106343101	-0.1045882515	-0.2015269246	-0.1390417789	0.0560775055	-0.0849245124	-0.1593517218	0.0287935479	0.0813389975	-0.1032359861	0.1469262986	0.123164843	-0.1125575905	-0.1188333074	0.1351968326	0.2204353743	0.0189871398	-0.0939399712	0.0453274076	-0.0370019889	0.1249568171	0.1163245355	0.1546653659	-0.0038377887	0.0130861027	-0.0655361394	-0.0101957724	0.145623333	0.1425662815	0.1375186448	0.1305509005	0.121760336	0.0	0.0566437	-4.770000000000468e-05	0.00320850874969	2.275290000000446e-09	0.00485117	0.00690084	4.76215927056e-05	2.35338503689e-05	0.11061	-0.0357229999999999	0.0122345721	0.0012761327289999	-0.00116149	8.350999999999996e-05	6.9739200999999945e-09	1.3490590201000002e-06	-0.000918682	0.000277568	7.704399462400003e-08	8.43976617124e-07	-0.00157164	0.00036789	1.3534305210000005e-07	2.4700522896e-06	0.0	0.0
5459.93418595447	10.637953886049218	113.16606288170964	29810881.314954303	12717.041115777904	-5.022787509467889	161723134.7403857	25.22839436526664	4705.406707893534	8.463804334275665	22140852.286689468	71.63598380890353	5979.584405490925	10860.859667527047	1.118239	33.197292	0.04195991	0.0274605	-0.0799314099	-0.0668287291	-0.1351461353	-0.0288676407	0.0176504878	0.0053671495	-0.0668762803	-0.0609240403	-0.0147904446	0.1621600701	-0.0484055068	0.0295981148	-0.0087830213	-0.0893229262	0.0269412285	0.0861722219	-0.0243547977	-0.0347846588	-0.0417053139	0.0254578286	-0.1235434007	-0.0533099813	-0.1358484783	0.024352482	0.185332169	-0.0166122095	0.0007971673	-0.0108897041	0.1208438739	0.1585242302	0.1506606503	0.0780139183	0.1402424196	-0.0681692676	-0.0509207097	-0.0197678839	-0.0648703825	-0.0568075331	0.0307997415	-0.1647592996	0.1636503694	0.0715424333	-0.0071814429	-0.126495311	-0.2019174152	0.1025632798	0.1633395515	-0.1191079022	-0.1015814484	-0.1252099795	0.0567606767	-0.0420636341	-0.074205633	-0.0631288592	-0.0355794851	-0.0249234747	0.1600142759	-0.0919395334	-0.054228621	0.052179589	0.0521753688	0.0085450045	0.0798214474	-0.1037521217	-0.0138388391	0.1922751382	0.0638042202	0.1397294979	0.115991974	0.093503796	-0.1247527996	0.0335565778	-0.0463756937	-0.1391670349	-0.089039397	0.0278962814	-0.1332999555	0.0540012305	0.1300115995	-0.1088382693	0.1449560281	0.1399217693	0.1316604456	0.1203625908	0.1062887712	0.0	0.0565952	-4.849999999999993e-05	0.00320301666304	2.352249999999993e-09	0.00408146	-0.0007697099999999	5.924534840999997e-07	1.6658315731600002e-05	0.0937076	-0.0169023999999999	0.00878111429776	0.0002856911257599	-0.00112582	3.5670000000000016e-05	1.2723489000000012e-09	1.2674706724e-06	-0.000514546	0.000404136	1.6332590649600007e-07	2.64757586116e-07	-0.00152666	4.498000000000002e-05	2.023200400000002e-09	2.3306907556e-06	0.0	0.0
5463.978080447713	4.043894493242988	16.35308267248096	29855056.46361308	12715.004948382291	-2.0361673956122104	161671350.83738616	4.145977662954212	4703.323854616855	-2.0828532766790886	22121255.281407952	4.338277772172816	5976.548253701556	10909.967109395746	1.181828	35.085079	0.06969029	0.0365142	0.1331348394	-0.1094341377	0.0053775889	-0.0143754521	-0.0216557932	0.0402432558	0.0778507587	0.0293085322	0.023456395	0.0870453031	-0.0690895614	0.0050960144	-0.1396916284	-0.0506045362	0.0026272593	-0.0820859518	-0.1988909975	-0.0048251739	-0.0157065878	0.0910800373	-0.0991491501	-0.1142864589	0.0351419973	-0.0264922986	0.0199394357	-0.0720028214	0.0925178795	-0.0449612342	-0.1192023875	-0.0965544932	0.1140426644	-0.0786169692	-0.009828962	-0.2018342701	-0.2435811196	0.0485402854	-0.0005166579	-0.0251758028	0.0916533742	-0.0091850729	-0.0684383489	-0.1627928643	0.0188393775	0.243611369	0.1112751691	-0.0067986539	-0.0893256534	0.0120212428	0.0858656351	0.1924035944	0.0240534047	-0.109622677	0.0598524912	0.102913269	0.0017196163	0.0217162968	-0.0595933697	0.0343149879	-0.0961422004	0.192972153	0.0311813558	-0.074912224	-0.0664401731	-0.0015723172	-0.0499426836	0.1274191455	-0.1717599248	-0.1118727174	0.0966806601	0.1259992984	0.0516236405	0.2155906029	0.0670763135	-0.0973685671	-0.1051096108	0.0879251078	0.2272763239	-0.119670874	-0.0249948632	0.1267315208	0.1441233256	0.1366388261	0.124451232	0.1079800393	0.0877921846	0.0	0.0566845	8.930000000000049e-05	0.0032131325402499	7.974490000000088e-09	0.0115537	0.00747224	5.58343706176e-05	0.00013348798369	0.0719754	-0.0217322	0.0051804582051599	0.00047228851684	-0.00111684	8.980000000000012e-06	8.064040000000021e-11	1.2473315856e-06	-0.000982487	-0.000467941	2.1896877948100005e-07	9.65280705169e-07	-0.00119565	0.00033101	1.0956762010000005e-07	1.4295789224999998e-06	0.0	0.0
5448.32257684463	-15.655503603083162	245.09479306614983	29684218.90135491	12716.320875290008	1.3159269077168574	161704816.60333645	1.7316636264532506	4702.552431536736	-0.771423080119348	22113999.371352065	0.5950935685408221	5984.744867076624	10891.696782452322	1.280905	38.026382	0.05582501	0.030226	-0.0550029731	0.1449366978	0.0571757143	-0.1406642043	0.0051177722	0.0734043041	-0.1466312522	-0.0020327225	-0.1012363604	-0.0752155295	0.0840489432	0.0672456486	0.0232671987	0.1484468026	-0.1235930756	-0.0049389956	-0.0159372294	0.0692459342	-0.037189799	0.0824478806	0.0048695116	-0.18771245	-0.2400376159	-0.1406976605	0.1132448057	-0.077104915	0.0919873399	-0.0169469728	0.1342642318	-0.1474548835	-0.2360568609	0.1217032124	0.0404350459	-0.0198158058	-0.0514432337	0.0033342971	0.0321816595	0.0452059349	-0.0735487607	0.0719774142	-0.1085050632	-0.0109754651	0.0271319614	0.0123109439	0.1416728982	-0.0260416482	0.0511378779	0.1089944528	-0.0372830944	-0.1557424032	0.0219252677	0.0190548796	0.0805859463	-0.1958449773	0.1451965676	0.0845878311	-0.0246535706	-0.0769307086	-0.1594062551	0.0183285446	0.2414635156	-0.0249870683	-0.1079856192	0.1905947888	-0.0169350847	0.0480452875	0.0317002892	0.1891748943	0.0636584577	-0.0071941556	0.0721583384	-0.1766244234	0.1172777109	0.0803773852	0.0338682411	-0.0071366314	0.034001365	-0.1383325355	0.0088232794	0.0453382156	0.1431261759	0.1327324313	0.1159649805	0.0936289832	0.0667969964	0.0	0.0566276	-5.689999999999862e-05	0.00320668508176	3.2376099999998424e-09	0.00811424	-0.00343946	1.18298850916e-05	6.58408907776e-05	0.0490199	-0.0229554999999999	0.0024029505960099	0.0005269549802499	-0.000951454	0.000165386	2.7352528996e-08	9.05264714116e-07	-0.00069184	0.000290647	8.4475678609e-08	4.786425856e-07	-0.00132708	-0.00013143	1.7273844900000025e-08	1.7611413264e-06	0.0	0.0
5451.0617745261225	2.739197681492442	7.503203938293569	29714074.46969988	12684.456850959134	-31.8640243308746	160895445.6038441	1015.3160465585684	4693.047833901263	-9.504597635472235	22024697.97128534	90.33737621222444	5977.689011752866	10871.193090271532	1.221818	36.272263	0.05114995	0.0240817	-0.187524124	-0.0886042552	0.0123814648	0.0926032594	0.0291745467	0.1049245504	0.0784991663	-0.0556241516	-0.1180129368	0.0683256431	0.0895779325	0.1147546269	0.0835228322	-0.1102566871	0.066152465	0.1135358244	-0.0951156887	-0.0139354073	-0.0150325511	0.1078623582	0.0189509425	0.1131273335	0.0406697841	-0.0480821565	0.0204508844	0.0627920496	0.0367037551	0.0811876361	0.0645623223	0.0399622955	0.1945459131	-0.0005280945	-0.1428345549	0.1234299723	0.0964374582	-0.0679348019	-0.014637963	0.0668211792	-0.1247693604	0.130847819	-0.0070517291	-0.0493725908	-0.0817437365	-0.0272304718	-0.1105836281	0.0982554797	-0.1175054705	0.1352371196	-0.0287934172	0.0471261736	-0.0098697522	-0.0981748568	0.0317024497	0.0552064996	0.0796701092	-0.0154806795	0.0993366242	-0.0148823541	0.0591125403	-0.0605337157	-0.0394604442	0.1207968869	0.0849042084	-0.051026315	-0.0849759172	-0.0431594053	0.1348093363	-0.1285712492	-0.126400726	-0.1247203477	0.0646796366	-0.0890712377	0.0743462709	0.0300158678	-0.1553937537	0.1174830708	0.0047730148	-0.0164659843	0.0059087596	0.0104505102	0.1419657166	0.1282204088	0.1062887712	0.0775710461	0.0439007383	0.0	0.0504924	-0.0061352	0.00254948245776	3.764067904e-05	0.00706739	-0.00104685	1.0958949225000003e-06	4.99480014121e-05	0.0367899	-0.0122299999999999	0.00135349674201	0.0001495728999999	-0.0012287	-0.000277246	7.686534451600005e-08	1.5097036900000002e-06	-0.000773582	-8.174199999999999e-05	6.681754563999998e-09	5.984291107239999e-07	-0.00105131	0.00027577	7.604909290000003e-08	1.1052527161e-06	0.0	0.0
5448.360706811371	-2.701067714751844	7.295766799674746	29684634.3915261	12714.53140185818	30.07455089904579	161659308.76883772	904.478611779296	4696.948574634309	3.9007407330454953	22061325.912759267	15.215778266440308	5987.769434020196	10893.227410885323	1.403119	41.654583	0.07513857	0.0376803	0.1473749351	0.013870432	0.1205250908	0.0970412723	0.0998751407	-0.0494772206	0.1432888976	0.1087981129	0.0456451931	-0.1499218088	-0.0124610956	0.0285057785	-0.0336465303	0.0744339527	-0.0316253867	0.2234049437	-0.0649373376	0.2221649633	-0.0132029456	0.2287427384	-0.1146947603	-0.0878694769	0.0186668772	-0.1645583553	-0.063801422	0.0050743355	-0.0031806437	0.0477295065	-0.0846997939	0.0133333536	0.0960283446	-0.0322117621	-0.0532023386	-0.0279533561	0.0474568515	-0.0031396627	0.1129825169	-0.1773134375	0.0200024306	-0.0635234825	-0.0766196805	0.1167118574	-0.0346785145	0.0500059298	0.0264427523	0.0978164272	-0.1510854865	0.0081662365	-0.2030314182	0.1068746787	-0.0487753263	-0.1336348143	0.1242924753	0.0208992555	0.091255839	0.1825518827	0.0040374163	-0.1019703431	0.1596800414	0.1254868148	-0.1094275819	0.0103457691	-0.0912439843	-0.0251101417	0.0166910955	-0.0720217071	0.0561820254	-0.0687908311	0.1524131698	-0.0818503008	0.0401703326	0.0592953726	-0.0462831319	-0.0147712104	-0.1095068563	-0.0953294199	0.0116784536	-0.0984717363	-0.0862568994	-0.0302860339	0.1406432718	0.123123346	0.0955218954	0.0600989683	0.0197550473	0.0	0.0398788	-0.0106136	0.00159031868944	0.00011264850496	-0.00217048	-0.0092378699999999	8.533824213689998e-05	4.710983430399999e-06	0.0276129	-0.009177	0.00076247224641	8.421732900000002e-05	-0.00064234	0.00058636	3.438180496000001e-07	4.126006756000001e-07	-0.00046767	0.000305912	9.3582151744e-08	2.187152289e-07	-0.00102138	2.993000000000006e-05	8.958049000000036e-10	1.0432171044e-06	0.0	0.0
