global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06
5369.743139925759	n/a	n/a	28834141.388779752	13451.29332407605	n/a	180937292.09033293	n/a	4575.430464043675	n/a	20934563.93129892	n/a	5748.287787792624	9102.723905977728	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.00761973	n/a	5.80602852729e-05	n/a	0.124976	n/a	n/a	0.015619000576	0.0182582	n/a	n/a	0.0003333618672399	0.0162617	n/a	0.00026444288689	n/a	0.000688091	n/a	4.734692242810001e-07	n/a	0.00602042	n/a	n/a	3.62454569764e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5344.151853405752	-25.59128652000709	654.9139457490965	28559959.03226014	13464.66974156199	13.376417485938871	181297331.249335	178.92854475813124	4550.347118174148	-25.08334586952697	20705658.89587577	629.1742400103154	5736.840231441862	9035.600849367058	1.105484	41.93251	0.09608437	0.0748659	-0.1374639945	0.2715989785	0.0046462439	0.019061521	-0.0384565486	0.2991923974	0.2179633919	-0.1262313259	0.101058346	-0.1169950069	0.0754297926	-0.1288462516	-0.1328997897	-0.2421912198	-0.1388352869	0.1268365439	-0.0719732437	0.0402021209	-0.0350607963	0.1236057368	-0.1433333023	0.0392110734	-0.0610406916	0.0074310135	-0.1160362137	0.0157655357	-0.0076171691	0.0593032759	0.005253659	-0.0538466714	-0.0636794045	0.0275756083	0.0147084636	-0.0430692914	-0.0404914406	-0.0195381877	0.0297034389	0.1128778928	-0.1468336877	0.090239309	0.1011047627	0.0119668175	-0.0919899067	-0.0378047618	-0.1546252093	0.2705398525	0.0172570786	-0.0254334103	0.0525237629	-0.1186197892	-0.1611538813	0.0194025027	-0.2061122023	0.0305445715	-0.1268847996	0.0530889414	-0.1162140949	0.0006345231	-0.0241774462	0.0681922209	0.01103694	-0.0953500337	0.0593850896	-0.0185475153	-0.0319304086	0.099927918	0.056982419	-0.0389971673	-0.0026820803	0.0848343078	0.0209771585	0.0092698136	-0.2242485803	0.1466261977	0.1465634515	0.1464588945	0.1463125564	0.1461244791	0.0	-0.0102917	-0.00267197	0.00010591908889	7.139423680900005e-06	0.121762	-0.003214	1.0329796000000056e-05	0.014825984644	0.0267414	0.0084832	7.196468224e-05	0.00071510247396	0.0148931	-0.0013686	0.00022180442761	1.8730659600000028e-06	0.000549027	-0.000139064	3.01430646729e-07	1.933879609600001e-08	0.00614706	0.0001266399999999	1.6037689599999978e-08	3.77863466436e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5363.520149406881	19.36829600112833	375.1308899873236	28767348.39309361	13553.379660327671	88.70991876568223	183694100.21698385	7869.44968741394	4577.659448410271	27.31233023612276	20954966.025619823	745.9633829270256	5778.36598681123	9103.637369312824	1.286919	48.814579	0.1089551499999999	0.050276	0.0308635427	0.2948226122	0.0245634835	-0.0553966282	-0.0772193695	0.2504678814	0.1193695418	0.1448086881	-0.2219119435	-0.1675894853	0.0099153029	-0.1367890427	-0.0480374626	-0.2761393598	0.0792006567	-0.1207033391	0.062417406	0.0759702594	-0.0983331539	-0.07472316	-0.1873221305	0.0930661717	-0.0465408322	-0.1137428002	0.2397706685	-0.0982911683	0.1373588418	0.033953892	0.0076028822	0.0566146456	-0.0368932485	-0.1880597231	0.1180264937	0.1240736482	-0.027872132	-0.0624422716	-0.0109007839	-0.0242735872	-0.0216403041	-0.0405086018	0.0398215509	0.0598798795	0.0505422353	-0.0096373511	-0.1039639469	0.1918212473	0.1784614822	-0.1135736335	0.0646043908	-0.0043185806	-0.1553431073	-0.1449439897	0.0471831668	-0.0125266166	0.1523353008	-0.1257187402	-0.165315668	0.0244093503	0.012604193	-0.2098279753	-0.0246832578	0.0444860161	0.0694004223	0.1843402088	0.1400201712	-0.0085731308	0.0170469097	-0.0780950673	-0.1478098398	-0.0144809579	-0.0436470515	0.0038217308	0.0376776342	0.1464588945	0.1458947161	0.1449560281	0.14364524	0.1419657166	0.0	-0.0153818	-0.0050900999999999	0.0002365997712399	2.5909118009999984e-05	0.143628	0.021866	0.000478121956	0.020629002384	0.0444327	0.0176913	0.00031298209569	0.00197426482929	0.0144197	-0.0004733999999999	0.00020792774809	2.241075599999989e-07	0.000921892	0.000372865	8.49884859664e-07	1.39028308225e-07	0.00570717	-0.00043989	1.9350321210000008e-07	3.25717894089e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5368.27184462147	4.751695214589745	22.57860741235508	28818342.597755603	13542.092263500452	-11.287396827219707	183388262.8731588	127.40532713512955	4564.103280939046	-13.556167471224398	20831038.75907857	183.7696765078825	5758.909635704229	9172.438038930271	1.126755	42.739346	0.14803	0.109742	-0.1195243098	0.2838501294	0.0843715623	-0.0820388334	-0.0232054456	0.283250423	0.1118399764	0.0020701888	-0.01539272	-0.0341474208	0.154292721	-0.1246789277	-0.0221296927	-0.1932491073	0.0334165934	0.0884430824	-0.031759119	0.0983120508	-0.1326403707	0.0151959901	0.0089758902	0.0741273843	-0.1796026903	-0.1227023192	0.0485865365	0.1060357281	-0.0751519237	-0.0961197329	0.2507368575	-0.0735878359	0.1505604865	0.1110656883	0.0059107163	0.0311384584	0.0695667499	0.2067504248	0.083923698	0.0079299926	0.0776616528	0.0603964346	0.031889936	-0.1885212905	0.0344085569	-0.2857876459	-0.099402603	0.2265964486	0.0872656655	0.0001836447	0.0655136115	-0.1718040874	-0.0692479066	-0.0055502744	-0.0542932277	0.097111456	0.0212855659	0.0487433656	0.0164777098	-0.0839650507	0.1597735703	-0.0167544384	0.2224539213	-0.0146543345	0.0220730986	0.0404493073	-0.0729652498	-0.1060189311	-0.2597082027	0.0895265876	0.1163206624	0.0249194602	0.1403419296	0.0852703398	0.0480965304	0.1461244791	0.1445602966	0.1419657166	0.1383592329	0.1337665517	0.0	-0.0126339	0.0027478999999999	0.00015961542921	7.550954409999996e-06	0.129351	-0.014277	0.000203832729	0.016731681201	0.0356551	-0.0087775999999999	7.704626175999994e-05	0.00127128615601	0.0123465	-0.0020732	0.0001524360622499	4.298158240000003e-06	0.000951322	2.9429999999999994e-05	9.05013547684e-07	8.661248999999996e-10	0.00536525	-0.0003419199999999	1.1690928639999992e-07	2.87859075625e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5329.709930657756	-38.56191396371469	1487.021208544934	28405807.9449519	13480.882482306071	-61.20978119438041	181734192.5017467	3746.637313863926	4557.522698354803	-6.58058258424353	20771013.146019243	43.30406714804925	5749.204046350485	9021.63913746011	1.191582	45.19833	0.0741798699999999	0.0512921	0.0328106281	0.2862632819	-0.0322628203	-0.0534859355	-0.1292506972	0.220348496	0.1934223471	0.0664595055	0.0070823615	-0.069138484	-0.1120862677	-0.0349954641	-0.1014256823	-0.207419017	0.0157404859	0.1014352502	-0.0962055845	0.0824091507	0.0974209963	0.1414896494	0.06803525	0.0817890252	-0.0632090512	0.0541223512	-0.0254493024	-0.0874088029	0.103343696	0.0851572362	0.0706916625	0.089607972	0.0117012268	-0.0140576768	0.0082135675	-0.1092174475	0.0719589786	0.0918494762	-0.0652224326	0.0462202562	0.0579082045	0.0991539792	-0.0560281485	0.0119940744	-0.0152855817	0.2364139151	-0.1794737857	0.0918587099	0.1207741827	-0.2063486305	-0.0005510476	-0.0767002894	-0.0601246896	0.1053893061	-0.1022274539	0.0791899355	-0.1292263512	0.0211985363	0.1010786473	0.0303526163	-0.041535816	0.0058532398	-0.0630821122	-0.0379013833	-0.0701508672	-0.0539718874	0.1075941345	-0.0124810556	-0.0302958826	-0.056767013	0.075558657	-0.0412431836	-0.0902823093	0.0613712679	0.1023368332	0.145623333	0.1425662815	0.1375186448	0.1305509005	0.121760336	0.0	-0.0078633799999999	0.00477052	6.183274502439844e-05	2.2757861070400948e-05	0.115442	-0.0139089999999999	0.0001934602809999	0.013326855364	0.0299938	-0.0056613	3.205031769000001e-05	0.00089962803844	0.0114026	-0.0009438999999999	0.00013001928676	8.909472099999986e-07	0.000951323	1.000000000015745e-09	9.05015450329e-07	1.0000000000314906e-18	0.00531237	-5.287999999999994e-05	2.796294399999993e-09	2.8221275016900003e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5384.730348990737	55.020418332981535	3027.2464335362906	28995320.931341905	13567.991323433673	87.10884112760141	184090388.55277145	7587.950202593703	4579.743728401329	22.22103004652581	20974052.6178313	493.7741763286029	5773.982200854406	9043.371237730387	1.974867	74.90938599999998	0.7409447700000001	0.438401	-0.2753214308	0.0139169015	0.126055735	-0.0068111285	0.1718846012	0.1213034822	-0.1417675801	-0.0549483376	0.1230028373	-0.0598062903	0.2670670142	0.3690414835	0.0819036537	-0.1752478819	0.1576030616	-0.2262768389	0.1811672042	-0.0738437105	-0.1483198506	-0.1294737479	0.1492546045	-0.1692293717	0.0674845744	0.1655898475	-0.1250314684	0.1016278844	-0.0633550215	-0.0630200892	-0.1008190805	0.1558789132	-0.0140807233	-0.1138611892	-0.1514647528	-0.0801081221	-0.0482171198	0.0792962022	0.118641131	-0.1689103017	-0.0194333435	0.0223547082	-0.0118123291	0.1196962914	0.0858806396	0.1436410603	0.0618259751	0.140560252	0.110025775	-0.0733070844	-0.0288807695	0.1056522213	0.1445855066	-0.2908209101	0.3909030296	-0.0542928012	-0.0858159123	0.3042798313	0.1745474116	-0.0750557839	-0.016820581	0.1004448508	-0.149495254	0.098102007	-0.1766202973	-0.1119136881	0.086056262	0.0782377647	0.0824811186	0.0882298325	-0.0113838954	-0.1006503019	0.0296120762	-0.0906436606	-0.1065469426	0.1449560281	0.1399217693	0.1316604456	0.1203625908	0.1062887712	0.0	-0.0614632	-0.0535998200000001	0.00377772495424	0.0028729407040324	0.251492	0.13605	0.0185096025	0.0632482260639999	0.323875	0.2938812	0.08636615971344	0.104895015625	0.00695616	-0.00444644	4.83881619456e-05	1.9770828673600004e-05	0.000826728	-0.000124595	6.83479185984e-07	1.5523914025000005e-08	0.00473513	-0.00057724	3.332060176000007e-07	2.24214561169e-05	1.0	0.0	0.0	0.0	0.0	0.0	0.0
5390.957657292376	6.227308301638914	38.77936868366093	29062424.462719303	13692.423325710492	124.43200227681882	187482456.53046077	15483.323190618245	4601.238161280726	21.49443287939721	21171392.616826035	462.0106448069118	5777.523071547869	9010.825693895911	2.040207	77.387848	1.2935466999999998	0.562891	-0.3390874555	-0.1527091622	-0.1352550142	0.3547050388	0.5129803262	-0.0566948983	-0.547928492	0.1760909868	0.3330249893	-0.1959526769	-0.1772788692	-0.0664188587	0.5284149699	-0.0009911751	-0.2961150639	-0.0459407553	-0.1173676758	0.0012396151	-0.108525422	-0.015453359	0.0145398977	-0.1946362544	0.3117512339	0.0947256748	-0.0172658229	0.1139761967	-0.0851434405	-0.0691732037	-0.205008642	-0.1318058324	-0.0163725056	-0.0709439181	0.1664821677	0.0230528747	0.1068380423	0.1083707968	0.0084219438	-0.0691087307	0.0412623806	-0.0410105564	-0.1113237793	-0.1369024166	-0.0860744143	0.0283731016	0.5461819364	0.0717002698	-0.021226146	0.2003723225	-0.6690834545	0.0175700247	0.0493889089	-0.0553678834	-0.0148820703	-0.0722867344	-0.0219479004	-0.1149807242	-0.0255741527	0.0607669082	0.018930552	0.0281509775	0.0332909107	-0.012412937	-0.0520813916	0.0162980985	0.0762878803	-0.0124005011	-0.0522587995	-0.0042168996	0.0418515678	0.0047169956	-0.0137920882	0.0073412131	0.0679223801	0.1441233256	0.1366388261	0.124451232	0.1079800393	0.0877921846	0.0	0.0460505	0.1075137	0.00212064855025	0.01155919568769	0.267349	0.015857	0.000251444449	0.071475487801	0.714411	0.390536	0.152518367296	0.510383076921	0.0124071	0.00545094	0.00015393613041	2.9712746883600003e-05	-0.00408535	-0.0049120779999999	1.6690084622499998e-05	2.4128510278083995e-05	-0.000494652	-0.005229782	2.7350619767524e-05	2.446806011040001e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0
5288.468600710983	-102.48905658139302	10504.00671894398	27967900.140705984	13457.80620779399	-234.61711791650123	181112547.92653847	55045.19201944544	4546.068028041294	-55.17013323943138	20666734.515579265	3043.743601656611	5753.288451544556	8861.339948015411	2.864148	108.641052	1.56717655	0.7544659999999999	0.170487218	-0.0987393647	0.0792621539	-0.1288599904	-0.1240673086	-0.1537011075	-0.1047808249	-0.166495164	-0.359473825	-0.0172902895	-0.2801529852	0.2007965961	-0.1071547732	0.1475430889	0.0621322468	0.1583984304	0.0199614925	-0.087566006	0.1546123782	0.0994796699	0.0399963821	0.0243193908	0.0851372493	-0.0436143396	0.0439902901	-0.0355309687	-0.0044440056	-0.2265353054	0.0944924798	-0.1573853387	-0.1185709479	0.0145873108	-0.1768976862	-0.1645586067	-0.1828616563	-0.294992881	-0.0756673366	-0.1660504326	-0.0458549036	0.0376176824	-0.0561531396	-0.0157470653	0.0588569281	0.0231235686	-0.0812716059	-0.1168705499	0.0775885962	0.091972685	0.142055516	0.0037239038	0.0980260435	0.1620398694	-0.0101867958	-0.1566453209	-0.0345838226	-0.0870318231	0.0507433316	0.2248625548	-0.0477755958	0.1460505061	0.0430981309	0.3260843673	-0.06169523	-0.0725901132	-0.2312173467	-0.0977384272	0.2296195715	-0.0742748283	0.0846230613	-0.1478449299	0.0087718089	-0.1709059371	0.0358880036	0.1431261759	0.1327324313	0.1159649805	0.0936289832	0.0667969964	0.0	0.0281495	-0.017901	0.00079239435025	0.000320445801	-0.0522137	-0.3195627	0.1021203192312899	0.00272627046769	0.202352	-0.512059	0.262204419481	0.040946331904	0.00206277	-0.01034433	4.2550200729e-06	0.0001070051631489	-0.000948092	0.0031372579999999	8.98878440464e-07	9.842387758563997e-06	0.000376837	0.000871489	7.59493077121e-07	1.42006124569e-07	0.0	0.0	1.0	0.0	0.0	0.0	0.0
5276.991872226099	-11.476728484884006	131.71529671574794	27846643.21954031	13354.118809234304	-103.6873985596867	178332489.1711454	10751.07662007532	4548.732463055347	2.6644350140522874	20690967.02045356	7.099213944107813	5703.243744478798	8622.771613669973	1.348108	51.135559	0.1873754	0.132125	0.0788514146	-0.2000851037	-0.0994886889	-0.0484797948	-0.0460694299	-0.1824268992	-0.0382937322	-0.3522129871	0.0872242441	0.1469354009	-0.1440238101	0.0669583799	-0.0711442839	0.1613152443	0.094776038	0.1321697132	0.1863411806	-0.1406018239	0.1182133948	-0.0654776623	0.0367654367	-0.0044846182	-0.0519390376	-0.0351860485	0.0882080541	-0.0333114568	-0.0539757088	-0.0956472688	-0.187611064	-0.2499166485	0.0093691669	0.1400383157	0.01160415	0.1850404732	0.1420036209	-0.0437370678	-0.1372922946	0.0721183022	0.0926214203	0.0519142484	-0.0149251085	0.1632214997	0.1136283531	-0.024616169	0.0147804649	-0.0900525587	-0.2291274241	0.0243393297	0.1628206481	0.0923605474	0.1031810701	0.0860042876	-0.0165459401	-0.2794313459	0.1340341912	-0.1863336962	0.0781601827	0.1266199567	0.0113754383	0.0019162903	-0.0230019589	-0.0720439624	0.032664193	0.0988495476	-0.1649524002	0.1211145511	-0.0767315468	0.173662312	0.0508577858	-0.0630780714	-0.1605172531	0.1422827651	-0.0294830155	0.1419657166	0.1282204088	0.1062887712	0.0775710461	0.0439007383	0.0	0.0237977	-0.0043517999999999	0.00056633052529	1.893816324e-05	-0.0664379	-0.0142241999999999	0.0002023278656399	0.0044139945564099	0.183671	-0.018681	0.000348979761	0.033735036241	-0.000472531	-0.002535301	2.23285545961e-07	6.427751160600999e-06	-0.00117593	-0.0002278379999999	1.3828113649e-06	5.1910154243999986e-08	0.000137608	-0.0002392289999999	5.7230514440999997e-08	1.8935961664e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5326.7345384559685	49.74266622986943	2474.3328436561924	28374100.84317972	13421.517527689786	67.3987184554826	180137132.74608415	4542.58724944141	4556.473348542048	7.7408854867017	20761449.37597399	59.92130811822901	5701.863992622295	8782.871596686378	1.172873	44.488686	0.1326710749999999	0.0649806	0.1894117802	-0.1696388955	-0.1684218053	0.0465338834	-0.1164310773	-0.1960450686	0.0400058122	-0.0133868724	0.0762171875	0.2645785576	-0.1030909979	-0.1026562839	-0.0479293483	0.1574330441	-0.0475887932	-0.0961966818	0.1144755024	-0.0592248907	0.1200961903	-0.1315315781	0.2083319293	0.0793253417	0.098597612	0.0247367813	0.0763620966	-0.1814775976	0.0500057689	0.0795182435	-0.1189279061	0.1009725793	-0.0374643226	0.1780289621	0.0752322162	-7.48683e-05	0.1008805935	-0.0899153265	-0.0275974231	0.1402112099	0.1154061548	-0.1674907712	0.307198173	-0.0961415546	-0.0904193158	-0.0498945725	-0.0032527832	-0.1384998975	-0.2566005491	-0.0220551137	0.0619048924	0.1831582264	-0.028809234	0.0061977641	-0.0313567817	0.0974716669	0.1257213975	-0.0917704979	0.1799541987	0.000829957	-0.2028186538	-0.1598390267	-0.0892605132	-0.0937111629	0.0559014906	0.0795407917	-0.023839204	0.0959462896	-0.006445875	0.1069288249	0.028198465	0.2258927698	0.0201700001	0.0051198906	0.1075202827	0.1406432718	0.123123346	0.0955218954	0.0600989683	0.0197550473	0.0	0.0195451	-0.0042526	0.00038201093401	1.808460676000002e-05	-0.061952	0.0044858999999999	2.0123298809999947e-05	0.003838050304	0.133775	-0.0498959999999999	0.0024896108159999	0.017895750625	-0.00143135	-0.000958819	2.0487628225000004e-06	9.19333874761e-07	-0.000835714	0.0003402159999999	6.98417889796e-07	1.1574692665599997e-07	-4.40885e-05	-0.0001816965	3.301361811225e-08	1.9437958322500004e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0
