global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	c_comp_cor_12	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01
3782.900451597901	n/a	n/a	14310335.826699603	10642.870393700876	n/a	113270690.21711464	n/a	3665.14455622472	n/a	n/a	13433284.6180237	4393.760402301291	6795.854978783041	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0176003	n/a	0.00030977056009	n/a	0.0899998999999999	n/a	n/a	0.0080999820000099	-0.140778	n/a	0.0198184452839999	n/a	0.00167247	n/a	2.7971559009e-06	n/a	-8.772039999999998e-05	n/a	n/a	7.694868576159996e-09	0.0	n/a	n/a	0.0	0.0	0.0
3796.470489957476	13.570038359574935	184.1459410803353	14413188.181117956	10732.614509652089	89.74411595121273	115189014.21279454	8054.006347864716	3677.04305004526	11.898493820539898	141.57415519742614	13520645.591886148	4403.170616295856	6851.069816608086	1.15718	41.199463	0.07301213	0.037889	-0.060291593	0.1034269744	-0.0763028127	-0.1049705871	0.0280534687	0.0081218439	-0.1134779838	0.0006729921	-0.0909339103	0.18452805	-0.0263612234	0.0368592308	-0.0120335412	0.0614824092	-0.0134792088	0.0352847491	-0.0963795089	0.0195288621	-0.0770426848	0.0098978569	-0.0299523715	0.0406574174	-0.0320615541	0.1053787422	-0.0359920746	0.0199388941	-0.0209669466	0.073137308	-0.0805092216	0.0893769187	-0.0671395259	-0.0133256017	0.1172850822	0.0244566422	-0.0382199116	-0.0709264171	0.0335205276	0.1147249476	-0.0719548919	-0.0014874321	0.0948648228	0.1347879389	-0.0778832347	-0.2711805047	0.0935843981	0.0845673059	0.107598356	-0.0835604689	-0.1123819396	-0.0146951071	0.0752618959	-0.0890041963	0.0620546011	-0.0570034421	0.0482997558	-0.0098257964	0.0660050917	-0.0518969595	0.0873939993	-0.0181323879	0.0573933463	-0.0817789046	0.0938794773	-0.0871081684	0.0198532624	0.0192913578	-0.0986548703	-0.0048048809	0.1086947427	0.0045242027	0.0982484929	-0.0469527496	-0.1302051569	0.316411354	-0.0211403007	-0.086966898	-0.0770354596	0.0536461102	0.1466261977	0.1465634515	0.1464588945	0.1463125564	0.1461244791	0.0	0.0183547	0.0007544	0.00033689501209	5.691193600000035e-07	0.0966859	0.0066860000000001	4.4702596000001454e-05	0.00934816325881	-0.152992	-0.012214	0.0234065520639999	0.000149181796	0.00100687	-0.0006655999999999	1.0137871969e-06	4.430233599999999e-07	-0.0003706	-0.0002828796	8.002086809616002e-08	1.3734436e-07	-0.000118675	-0.000118675	1.4083755625e-08	1.4083755625e-08	0.0	0.0
3801.8349423152354	5.364452357759546	28.777349098671955	14453948.92860909	10742.877942488189	10.263432836100035	115409426.48719926	105.33805358113644	3676.621260163182	-0.4217898820779737	0.177906704623351	13517543.890683904	4408.492315090014	6831.919864117612	0.987663	35.164078	0.04474775	0.0201005	-0.0439893033	0.1807656094	0.0838295577	-0.0647599921	0.0445826579	0.0513412906	-0.1403759709	0.023079241	0.1190904593	0.0224336153	-0.1039240462	0.0625884356	-0.0815858839	-0.0463214261	-0.0767440613	-0.0093456569	-0.0670826602	-0.0066122008	0.0772895371	-0.0764197817	-0.0185348562	-0.0501597277	-0.0862774877	-0.0350502846	0.0635200096	-0.1301839944	-0.1081273568	0.0646364043	-0.0180276586	0.130472107	-0.0802110671	0.1652168817	0.0902003949	-0.0530280584	-0.0171405003	0.0870130079	0.0766090987	-0.0781734672	0.0267040647	0.0189938244	-0.1492225977	-0.0912621359	-0.008814925	-0.0938823046	-0.0237291245	-0.0816090231	0.018129557	0.136081629	-0.0611496471	0.0203505096	0.0853047636	-0.0408759907	-0.0424524118	0.0152607532	-0.0168306012	0.0767331022	0.0047782071	-0.0179618831	0.0087828507	-0.1267327701	-0.0397099152	-0.1266107486	-0.0366836356	0.0687494622	-0.0716503656	0.0771459383	-0.0929322513	-0.0754598618	0.0320652987	-0.2294295919	0.0121899446	-0.1268371507	-0.0013189874	0.0082191698	-0.1132464637	0.1048730784	-0.0953819736	-0.1830476978	0.1464588945	0.1458947161	0.1449560281	0.14364524	0.1419657166	0.0	0.0279374	0.0095827	0.00078049831876	9.182813929e-05	0.0932976	-0.0033883	1.1480576890000072e-05	0.00870444216576	-0.139233	0.0137589999999999	0.019385828289	0.0001893100809999	0.00117618	0.00016931	1.3833993924e-06	2.8665876099999995e-08	-0.00044297	-7.236999999999999e-05	5.237416899999998e-09	1.962224209e-07	0.0	0.000118675	1.4083755625e-08	0.0	0.0	0.0
3801.1454464466433	-0.6894958685920756	0.4754045528055407	14448706.705042051	10736.4620581166	-6.415884371588618	115271617.52537732	41.16357226959507	3689.302699206517	12.681439043335104	160.81889620982395	13610954.406372491	4422.113923021399	6879.333839753645	1.062892	37.842491	0.0423498849999999	0.0214308	-0.1294460312	-0.0006131042	0.1687294462	-0.0949007623	-0.0378269286	0.0315863713	-0.0115363558	0.0494053734	0.0235676047	-0.1008642717	0.0301996247	-0.0427353958	-0.1277608002	-0.1554145875	0.1298738311	-0.0081566299	0.0831177721	-0.1565805027	-0.0016831239	0.0043633245	0.0291227653	-0.0210466429	-0.0546454093	-0.0357161199	0.0333993944	0.0205825598	-0.1084019085	-0.1776511581	-0.0135518396	0.0239085498	-0.0186640914	-0.0695114104	-0.1090943297	0.1709431234	-0.1340509133	0.0730899714	-0.0895552488	0.1377637274	-0.0067970497	0.0696672096	-0.1413876661	0.1501004531	-0.2345805426	-0.0319155389	-0.0608872824	-0.1417409527	0.1504796914	-0.0759874908	-0.0820676739	0.059805572	-0.1380466473	0.0469975047	-0.0744887367	-0.0284409716	0.0388779549	-0.0201070741	-0.0030702517	-0.0382496597	-0.1294576438	-0.1729245372	0.0452435164	0.0441329954	-0.1299813575	-0.0468527369	0.1302378523	-0.0133075929	-0.0914520282	0.0028476331	-0.0590680098	0.179492107	0.051634658	-0.0625092378	0.0683839418	0.0328110799	0.0488714547	-0.0273375364	-0.099249443	0.1845569989	0.1461244791	0.1445602966	0.1419657166	0.1383592329	0.1337665517	0.0	0.0227876	-0.0051497999999999	0.00051927471376	2.652044004e-05	0.096624	0.0033264	1.1064936960000047e-05	0.009336197376	-0.129813	0.0094199999999999	0.016851414969	8.87363999999997e-05	0.00131887	0.00014269	1.7394180769e-06	2.03604361e-08	-9.65863e-05	0.0003463837	1.1998166762568998e-07	9.32891334769e-09	0.0	0.0	0.0	0.0	0.0	0.0
3791.781153402103	-9.364293044540318	87.68998422402618	14377604.31529538	10743.109731564044	6.647673447443594	115414406.70442604	44.1915622638466	3673.4620639108166	-15.840635295700396	250.92572657138916	13494323.534991916	4417.658023097826	6879.6898679592805	1.043978	37.169075	0.0176649349999999	0.0088886899999999	-0.0278748296	-0.1063954899	-0.0168053511	-0.0108546383	-0.089732746	-0.0340625209	0.0540485654	-0.0706815734	0.0050602734	-0.0684576065	-0.0163651231	-0.0236329134	0.0905662438	-0.1169780821	-0.0657703623	0.0708683727	-0.1854764139	0.1252808436	-0.0987954071	0.1390641683	0.0857565105	0.0979949374	-0.0128623225	-0.1519001094	0.0987699094	0.1295354503	-0.0090602977	-0.1915513645	-0.0639789987	-0.0210075458	-0.0585173724	0.1104079031	-0.0164311749	0.0308772105	-0.1010204547	0.0573136598	0.0507691035	-0.0639858472	0.1827147715	-0.0597315877	0.0163936037	-0.0585679434	0.0836126915	0.0472748125	0.0001591443	0.1033124714	-0.0932651871	0.1144038975	0.0160784953	-0.1381228033	0.0465227729	-0.0708032165	0.1842750833	-0.0436573914	0.0003668405	0.0203562481	-0.1433601809	-0.0251245401	-0.1609323231	-0.0427377092	0.2174072295	0.138628438	-0.181942775	0.0045902948	0.0079997888	-0.0762303838	-0.1002963104	-0.0384141818	-0.0186953313	-0.1439520486	-0.1028745116	-0.0224202771	-0.0907624306	-0.0011884373	0.0972329605	0.0314589272	0.0387908453	-0.0908966839	0.145623333	0.1425662815	0.1375186448	0.1305509005	0.121760336	0.0	0.0247752	0.0019875999999999	0.00061381053504	3.9505537599999965e-06	0.0966376	1.36000000000025e-05	1.8496000000006798e-10	0.00933882573376	-0.134424	-0.0046109999999999	0.0180698117759999	2.126132099999978e-05	0.00120279	-0.0001160799999999	1.4467037841e-06	1.347456639999999e-08	-0.000201561	-0.0001049747	1.1019687640090002e-08	4.0626836721e-08	0.0	0.0	0.0	0.0	0.0	0.0
3798.2218323188304	6.440678916727393	41.48234490837674	14426489.087503413	10760.14364382851	17.03391226446729	115780691.23582312	290.15416703356914	3684.925440013782	11.463376102965412	131.4089916780385	13578675.498460764	4429.28244140625	6906.57842188459	0.922248	32.835091	0.010732275	0.0063794	-0.016450108	-0.1261927281	-0.0909130103	-0.0137202459	-0.0695220385	-0.0195837482	0.1038265558	-0.1239715499	-0.0621623676	-0.0852356489	-0.0088024642	-0.1796745974	0.0268312956	-0.1548310749	-0.0041135898	-0.0461034462	0.0536004632	0.0013084415	-0.0404328378	-0.0068012688	-0.0485545107	-0.0146436845	0.1353258452	-0.0466992108	-0.069683843	-0.1227703243	-0.092751941	0.0103094081	-0.1946021177	0.0023941957	-0.0573479953	-0.1558102885	-0.0667808924	-0.0283463319	-0.0179944455	-0.0648661005	0.0416929602	-0.0924881931	0.0101344263	-0.0402291332	0.1053677628	-0.1231317814	0.2303032787	0.1348400093	0.1027013699	0.0258464978	0.0002507199	-0.025862196	0.0373683917	0.0052376446	-0.1044286809	-0.0120854184	0.0320937204	-0.0586191099	-0.0802845454	-0.0250502723	0.0019844599	0.0763436294	-0.0715138267	-0.1532386339	-0.0469800533	0.0692294097	0.2239391165	-0.0674922221	-0.019882722	-0.054506259	-0.0139129432	0.0936532773	0.0075420738	0.0213179955	-0.0197557595	0.0453091884	0.1871560832	-0.1322697293	-0.0407150109	0.0428152062	0.1094094506	-0.0326501534	0.1449560281	0.1399217693	0.1316604456	0.1203625908	0.1062887712	0.0	0.02355	-0.0012251999999999	0.0005546025	1.501115039999998e-06	0.0966299	-7.699999999999374e-06	5.928999999999034e-11	0.00933733757401	-0.137178	-0.002754	0.018817803684	7.584516000000035e-06	0.00117268	-3.011000000000008e-05	1.3751783823999998e-06	9.066121000000043e-10	-9.67635e-05	0.0001047975	1.098251600625e-08	9.36317493225e-09	0.0	0.0	0.0	0.0	0.0	0.0
3783.8068207811457	-14.415011537684675	207.79255763158235	14317194.05698992	10725.2815791075	-34.86206472101003	115031664.95114268	1215.363556611892	3672.490300889304	-12.435139124478155	154.63268504512735	13487185.01012601	4417.031239597486	6823.343089333142	1.158352	41.24118	0.0604361249999999	0.0318833	0.0737690009	0.0951533928	-0.0458206849	0.0321724999	-0.1232838239	0.0453390183	-0.1429076712	-0.0680216404	0.1479867406	0.0120260956	0.0406489747	-0.0087767742	-0.0664665496	0.11364501	-0.0887317076	0.0156457066	0.0325626186	-0.0078963749	0.0607263827	-0.0175710295	0.1250472441	0.0138532925	0.0496456657	0.0617383484	-0.1649140489	-0.1039848127	0.0464468471	-0.0974054984	0.0355710831	-0.0461819426	-0.0602795159	-0.0091816067	-0.0413788593	-0.1022257641	-0.0613003712	0.0287190498	0.0182931746	-0.0275735153	-0.0847414498	0.0787713556	0.1014396779	0.1666970048	0.0414775552	0.0555119837	0.0463594038	0.1938815893	-0.1356644471	-0.005022443	0.05265954	0.0506303316	-0.018039746	-0.1204677297	-0.0650155861	0.0740805419	-0.1204572906	-0.0646681714	-0.0563846159	-0.1563450213	-0.0958602402	-0.0702139225	-0.1408226511	-0.0640584896	0.0062346943	-0.0139608968	-0.0197197715	-0.0987583876	0.074078928	0.0160951249	0.1709149848	0.0228180179	-0.0887261603	0.043931786	-0.0685353626	-0.0384027928	0.1892157681	-0.137872215	0.0562363613	-0.0423965197	0.1441233256	0.1366388261	0.124451232	0.1079800393	0.0877921846	0.0	0.0117244	-0.0118256	0.0001374615553599	0.00013984481536	0.0928356	-0.0037943	1.4396712490000003e-05	0.00861844862736	-0.112253	0.0249249999999999	0.012600736009	0.0006212556249999	0.00123434	6.166000000000006e-05	1.5235952356e-06	3.801955600000007e-09	0.000239401	0.0003361645	1.1300657106025003e-07	5.7312838801e-08	0.0	0.0	0.0	0.0	0.0	0.0
3799.580803166564	15.773982385418094	248.8185202954803	14436814.27979187	10746.67751569661	21.395936589109624	115491077.62637907	457.7861025252	3681.5050759843098	9.014775095005916	81.26617001353893	13553479.62449824	4420.543064495584	6818.780974804868	1.134432	40.389553	0.0638943	0.0309271	-0.0290459556	-0.0679614696	0.1270328758	0.0255482949	-0.0731454274	0.051276157	0.0440005045	0.1059235592	-0.0272797804	-0.1465087912	0.1144090213	0.1489263201	0.0086777028	0.0347106204	-0.1177513194	0.0340844731	0.0720742184	-0.0598845557	-0.1294905925	-0.0097964271	0.0129323397	0.0358876961	0.0366682169	-0.0382570871	-0.128123745	0.004936715	0.2617836783	0.1728467371	0.0274283757	0.0016455055	-0.0358886652	0.174116313	-0.0436386876	0.0929807068	0.0396445688	-0.1619336527	0.0018183631	-0.1106090501	-0.1016331311	0.0283978328	-0.0662208195	-0.0282458667	0.1538540823	0.0077327741	0.0667656129	0.0236761514	-0.0059063634	-0.1693815793	0.0060784407	0.050348158	-0.1564159435	0.0461873816	0.0794023953	0.2220830356	-0.0822138791	0.0127369214	-0.2019979574	-0.0660088064	0.1073455403	0.1849313949	0.0376835344	-0.0703072742	0.1231465822	0.021175178	-0.0549064745	0.0877157238	0.0539737932	0.0721497064	-0.0066951562	0.0815817698	0.0221688531	-0.0254618228	0.0102685158	-0.014293413	-0.055927167	0.1040415597	0.0549175158	-0.0117645182	0.1431261759	0.1327324313	0.1159649805	0.0936289832	0.0667969964	0.0	0.0131188	0.0013944	0.00017210291344	1.9443513600000014e-06	0.0728792	-0.0199564	0.0003982579009599	0.00531137779264	-0.105205	0.0070479999999999	0.011068092025	4.9674303999999984e-05	0.000919852	-0.000314488	8.46127701904e-07	9.890270214400003e-08	0.000378382	0.000138981	1.9315718361000004e-08	1.4317293792400004e-07	0.000256441	0.000256441	6.5761986481e-08	6.5761986481e-08	0.0	0.0
3802.551696472095	2.9708933055312627	8.826207032850473	14459399.404342808	10756.408458999587	9.730943302976812	115700322.93683788	94.69125756574924	3673.230077819187	-8.274998165122724	68.47559463278445	13492619.20459555	4413.160128863791	6859.313722917959	1.155398	41.136013	0.0743058	0.0385963	0.0261353452	-0.1331658952	-0.0951810158	0.0638369378	-0.1310724764	0.0783136931	0.2331946298	0.0808328647	-0.166304866	0.0587648254	0.0221242721	0.0080330045	0.1202317511	-0.0272100497	0.050625779	0.0132923383	-0.0464590348	0.1848717145	-0.05261913	-0.0312644898	0.0173401479	0.1168594719	-0.1924547707	-0.1497175309	-0.1424474024	0.0611895122	-0.1426687247	0.217774614	-0.0133562962	-0.0864515005	-0.0851724568	-0.1611084476	0.0046705782	-0.019943286	0.1329586506	0.124429046	-0.1405404218	0.0502709202	0.0295004859	-0.1601921789	-0.0664403371	0.0289080812	0.0841860907	0.0193790036	-0.191733794	-0.0247736954	0.0914383811	-0.0863945753	0.0192198545	-0.2523631329	-0.0748344502	0.0049724593	0.1417702301	0.0328567941	0.0832433552	0.2677286256	0.1481308438	0.0254236074	0.0305133749	-0.0195670407	-0.046996635	0.036980635	0.1202247317	0.0668109829	0.1216027217	-0.1789652024	0.1256283647	0.032726936	-0.1519414845	-0.0105053059	0.1160181973	0.1587014664	-0.0071851505	-0.0382361508	0.0043055495	0.1134836093	-0.0929248281	0.1057182513	0.1419657166	0.1282204088	0.1062887712	0.0775710461	0.0439007383	0.0	0.0229688	0.00985	0.00052756577344	9.702250000000004e-05	0.0889564	0.0160772	0.0002584763598399	0.00791324110096	-0.133325	-0.0281199999999999	0.0177755556249999	0.0007907343999999	0.00116024	0.000240388	1.3461568576000002e-06	5.7786390544000065e-08	0.000520037	0.0001416549999999	2.0066139024999996e-08	2.70438481369e-07	0.000233312	-2.3128999999999988e-05	5.349506409999995e-10	5.4434489344e-08	0.0	0.0
3806.740525053639	4.18882858154393	17.546284885559334	14491273.425085654	10766.168630675342	9.760171675754464	115910386.98413776	95.2609511401997	3674.818520181612	1.5884423624247574	2.5231491387455445	13504291.156269772	4415.982962593411	6861.060984428893	1.220303	43.446857	0.1036376	0.0584924	0.1180459684	0.0381570285	-0.0707801279	0.1138412526	0.0617331618	0.1965833051	-0.0786354615	0.1525214703	-0.1093471611	0.1467135519	0.1498304637	-0.0759710045	0.2806369387	-0.048291599	0.0191513704	-0.0877710563	-0.0082694144	0.1034024644	-0.0048255068	0.0515961095	-0.2503700927	0.1695913164	0.0463695057	0.2662494713	0.0583060054	-0.0256960198	0.0634498631	0.0395536555	0.0337217684	-0.0265838699	0.0079365236	-0.0068504311	0.0639733514	0.0507720572	0.0006506509	-0.062100411	-0.0025418701	0.0526515687	0.1044445152	-0.1324848292	-0.028606983	-0.0257251891	-0.2166391534	0.0695479628	-0.0677788851	-0.1178777	-0.115194553	-0.0792435711	0.0630248442	-0.0645600789	-0.0272868415	-0.2427902346	0.0040233708	-0.1232521494	0.1526526548	-0.0498673846	0.0149061364	0.0442897211	0.1433289156	0.1717386554	-0.0558807333	-0.0403680252	0.0237393153	-0.0948931957	0.0182659903	0.1224623649	-0.0651580822	0.055324287	-0.1154259221	-0.0190741867	0.0894832339	-0.0215944622	0.0872739533	-0.1010892215	0.0191967375	0.0253214826	0.0871018397	0.1941470336	0.1406432718	0.123123346	0.0955218954	0.0600989683	0.0197550473	0.0	0.0191177	-0.0038510999999999	0.00036548645329	1.4830971209999998e-05	0.0747631	-0.0141933	0.00020144976489	0.00558952112161	-0.133221	0.0001039999999999	0.017747834841	1.0815999999998542e-08	0.000190101	-0.000970139	3.6138390201e-08	9.411696793210002e-07	0.000141711	-0.000378326	1.43130562276e-07	2.0082007521000003e-08	0.000594631	0.000361319	1.3055141976099997e-07	3.53586026161e-07	0.0	0.0
