global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	c_comp_cor_12	c_comp_cor_13	c_comp_cor_14	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03
4766.450288621877	n/a	n/a	22719048.353903573	13185.596758490388	n/a	n/a	173859961.87751225	4532.496713537919	n/a	n/a	20543526.45823204	5797.1641401299685	9161.477276025817	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.00936514	n/a	8.770584721959999e-05	n/a	0.000783099	n/a	n/a	6.13244043801e-07	0.0284965	n/a	n/a	0.00081205051225	0.00521099	n/a	n/a	2.7154416780100003e-05	-0.00235839	n/a	n/a	5.562003392100001e-06	0.00106873	n/a	1.1421838128999998e-06	n/a	0.0	0.0	0.0	0.0
4758.641087311809	-7.809201310067692	60.98362510116296	22644664.99785212	13198.803670920655	13.20691243026704	174.42253594074202	174208418.34350857	4521.669936732242	-10.826776805677582	117.21909599995809	20445499.01674816	5795.433133113376	9166.325768626011	1.257702	42.348694	0.168893101	0.0797938	-0.1567986998	0.0331313939	-0.2438549629	-0.3770390905	-0.2342754781	-0.2481645991	0.1849280116	-0.0735197996	0.0636667747	-0.1558907432	0.4151910174	-0.2381482417	0.1144817244	-0.1914457646	0.0269018795	-0.1137046472	0.1212455061	-0.2673022128	0.0127739771	-0.1045052415	0.2194249321	-0.2622349306	0.1739357301	-0.0413106466	0.0698982349	-0.0987527683	0.1217064724	-0.0699639135	0.0682374794	-0.1441127967	0.0301105054	-0.2421677058	0.1479185852	-0.0021618643	-0.0137038869	0.1195662427	0.052033499	-0.1945871111	0.0962854942	0.1691598857	-0.0679789948	-0.0835281345	0.0707658762	0.1573261897	-0.0821030256	-0.0289457185	0.0509860446	0.0145688288	0.1439243955	-0.0368725856	-0.0223346529	-0.0281602506	0.0583873405	-0.26865228	-0.2530160642	0.1569314145	-0.0512296724	0.0613324902	0.0528958991	-0.1608140392	0.120217229	-0.0058084232	0.0551683915	-0.0051075155	0.2367020745	-0.0833707332	0.2504281846	-0.1162963975	0.112480497	-0.1061597509	0.0902575862	0.0569164547	-0.0725971411	0.0893671837	0.0257034923	-0.0803179528	-0.067593635	-0.0594978449	0.1378960726	0.2516711344	-0.0076476556	-0.0306213125	-0.0370417176	-0.0401539173	0.1466261977	0.1465634515	0.1464588945	0.1463125564	0.1461244791	0.0	0.00615444	-0.0032106999999999	3.78771317136e-05	1.0308594489999997e-05	0.0575727	0.0567896009999999	0.0032250587817392	0.0033146157852899	0.0556303	0.0271338	0.00073624310244	0.00309473027809	0.00570274	0.00049175	2.418180625e-07	3.2521243507600005e-05	-0.00152104	0.00083735	7.011550225000002e-07	2.3135626816e-06	0.00137481	0.00030608	1.8901025361e-06	9.368496640000001e-08	0.0	0.0	0.0	0.0
4769.811784922317	11.170697610507888	124.7844851054066	22751104.463583823	13253.44066492848	54.63699400782389	2985.201114210983	175653689.45877984	4537.296763369912	15.626826637670092	244.1977107637956	20587061.91888708	5824.866539458525	9130.574073275857	1.478851	49.795109	0.41484887	0.231021	-0.0533451022	-0.1393857962	-0.0261519047	-0.029804028	-0.0747644805	0.0375377502	0.088424624	0.1750764858	0.0771594632	-0.1030630155	0.0837998365	0.0951967098	-0.0841479019	-0.0929476576	0.038441324	0.0596260049	0.1492133593	-0.1585503449	-0.0505179668	0.0954911952	-0.0848600925	0.0279341384	-0.1085398308	-0.1737672673	0.0451626281	-0.0839851053	-0.1781036407	-0.1638310883	0.1278268064	0.201277353	0.0217326968	0.0601802681	0.0009274372	0.1109653161	0.1492295994	0.0046596828	-0.261761187	-0.0478854828	0.0449637662	-0.126273879	-0.1595931105	-0.0875730035	0.0023453764	0.0725604342	0.0742021585	-0.0424507232	-0.0015663165	0.1741670691	-0.0120114839	-0.0339096146	-0.1394570935	0.0322517666	0.0559977971	0.0912655028	0.0343933192	0.1156372879	0.1686794872	-0.0780228124	0.0979756325	-0.0216414642	-0.0968530179	0.0587166912	-0.047078829	0.0714732423	0.1319300055	0.0777707594	0.2869246586	0.1514226517	0.0654681625	0.1056788841	-0.1390541636	-0.0942662588	0.2837375584	-0.1279048331	0.0415601079	-0.0617236243	0.0406377676	-0.0362751397	-0.0898853643	-0.1225431901	0.0654283924	0.177152228	-0.0697027862	0.018249041	0.1464588945	0.1458947161	0.1449560281	0.14364524	0.1419657166	0.0	-0.00628473	-0.01243917	3.94978311729e-05	0.0001547329502889	-0.0265257	-0.0840983999999999	0.0070725408825599	0.0007036127604899	-0.0156135	-0.0712438	0.0050756790384399	0.00024378138225	0.00153603	-0.00416671	1.7361472224100005e-05	2.3593881609e-06	-0.0019896	-0.0004685599999999	2.1954847359999986e-07	3.958508159999999e-06	0.00106873	-0.00030608	1.1421838128999998e-06	9.368496640000001e-08	0.0	0.0	0.0	0.0
4739.196099870769	-30.6156850515481	937.3201711755856	22459979.67303031	13179.60617636648	-73.83448856199902	5451.531701211965	173702018.96411747	4516.659077895315	-20.637685474596765	425.9140617483823	20400209.22593416	5794.520275886943	9055.400256894009	1.167461	39.310139	0.17563818	0.105248	-0.1191523892	-0.0875478535	-0.0189664067	0.096790574	0.0417346567	-0.0128358853	-0.0063887461	-0.0224285954	-0.0234727773	-0.1253526136	0.005131036	0.068886054	-0.0551290961	0.0275190787	-0.1818166216	-0.0402835828	-0.1356063685	0.0501812302	0.1494250022	-0.0932515817	0.1103523725	-0.0704393282	-0.0363984707	0.1626682554	0.1236095655	-0.022217313	0.0507300835	0.0244856327	0.0151666057	-0.0770187548	0.0312973712	0.2290954232	-0.0574193015	-0.1225549716	0.0351006862	-0.0357277679	-0.0352443852	0.074013656	-0.0405949684	0.1204600302	-0.0309222853	0.0721764383	-0.220611649	-0.0754994209	-0.0136114995	0.0042123932	0.1508820634	0.1196843518	0.0148957755	0.1434201753	-0.0487241086	-0.1816711878	-0.1343396582	-0.0399290074	-0.0332666822	-0.1209125205	0.0721306966	0.0240846837	0.0359240899	0.043605444	0.0334457636	-0.1356064599	-0.0412726497	-0.1207737725	0.0657458313	0.0537105259	-0.1217791219	-0.0134960405	-0.0384236443	0.2047623847	-0.0412634166	-0.0979531048	-0.0561687238	0.248409098	-0.086308049	-0.0949573748	0.1301716979	-0.0940683433	-0.0993404508	0.0061173845	-0.0133349431	-0.0509964368	0.0345261819	0.0834756678	0.1461244791	0.1445602966	0.1419657166	0.1383592329	0.1337665517	0.0	0.0163203	0.0226050299999999	0.0002663521920899	0.0005109873813008	-0.0513463	-0.0248205999999999	0.0006160621843599	0.00263644252369	-0.0171612	-0.0015477	2.3953752900000024e-06	0.00029450678544	-0.000329547	-0.001865577	3.480377542929001e-06	1.0860122520900001e-07	-0.00148238	0.0005072199999999	2.5727212839999984e-07	2.1974504644e-06	0.00122923	0.0001605	1.5110063929e-06	2.5760250000000017e-08	0.0	0.0	0.0	0.0
4732.912126257196	-6.283973613572925	39.48832437608077	22400457.194872413	13179.81857934141	0.212402974930228	0.0451150237592111	173707617.78435305	4515.611921009265	-1.0471568860502884	1.096537544002537	20390751.021160983	5802.814946388712	9020.785936399949	1.089259	36.676964	0.09111501	0.0450181	0.0053341413	-0.0686734891	-0.1395962887	0.1266317188	0.0642223989	0.0527928452	-0.0081516311	0.0163644032	-0.0089770684	-0.1356137121	-0.1052511293	0.0068200993	-0.0648465515	0.2392294938	0.0410296913	-0.1649694184	0.0391451886	-0.0650810675	-0.0417821323	-0.1351899889	0.0509203628	0.1428796856	0.2080483161	-0.0616613201	-0.0292376125	0.0216833365	0.0830888014	0.0101572454	0.054548578	0.0258221402	0.1716439855	0.1312495202	0.1462229243	0.0107601832	-0.2326641279	-0.0766035141	0.0645291094	0.080137584	-0.0144489925	0.0996241192	-0.0836565132	0.0300132722	-0.1220532493	-0.0010736089	-0.0562210822	0.0085867821	0.2139131397	-0.1634636158	-0.1097444339	0.0577488723	-0.013864129	-0.0016006279	-0.0076050568	0.0570692779	0.0441042128	0.0468540516	-0.0007572758	0.1334643696	-0.0160763345	-0.1628686645	-0.0414661963	-0.1730343135	-0.0692189948	-0.0544304219	-0.1057739553	0.0159186908	-0.0787011979	0.1882930139	0.0686002022	0.1382899104	0.2844044462	0.0105126373	-0.1226561617	0.0803353931	0.0764346686	0.0487452171	0.0838536368	-0.0688173061	0.0504604898	0.0096837684	-0.0390319781	0.0768042739	-0.1603679501	-0.0151661677	0.145623333	0.1425662815	0.1375186448	0.1305509005	0.121760336	0.0	0.0195175	0.0031972	0.00038093280625	1.0222087840000003e-05	-0.026405	0.0249412999999999	0.0006220684456899	0.000697224025	-0.00424274	0.01291846	0.0001668866087716	1.80008427076e-05	-0.0008653279999999	-0.0005357809999999	2.870612799608928e-07	7.487925475838269e-07	-0.00131651	0.00016587	2.751285690000001e-08	1.7331985800999998e-06	0.00152874	0.00029951	2.3370459876e-06	8.97062401e-08	0.0	0.0	0.0	0.0
4754.392610707023	21.48048444982669	461.4112121992462	22604249.09674554	13202.005988909024	22.18740956761394	492.2811433210466	174292962.13118973	4529.128352315803	13.516431306537925	182.6939152643585	20513003.631750856	5809.640790064135	9023.791644040928	1.157916	38.988762	0.12184504	0.0902492	-0.062304691	-0.15653663	0.0149101627	0.1438915991	0.1303451168	-0.0400984074	-0.0765199416	0.0461327138	0.0410980811	-0.0777171901	-0.243112379	0.0539215351	-0.0529463366	-0.0726533018	-0.1122101279	0.1676709921	-0.0569812535	0.0266677568	-0.0050051798	0.0605742053	0.0036296777	0.0513871428	-0.1781772764	-0.0714015937	-0.0022880917	-0.0271425582	-0.054333293	0.0130811282	-0.0227860407	0.0707724673	-0.0315283591	-0.0543118454	0.0454928011	-0.1944459869	0.0863931869	-0.1349636072	0.1693529668	-0.0599096668	-0.0377183556	-0.1334970903	-0.1520110221	-0.1013394292	-0.0659967816	-0.0418493104	-0.0726504338	-0.0718578685	0.0755683356	-0.0770520793	0.0352728877	-0.2613979608	0.0010297871	0.1746019685	-0.0465268255	0.0424833199	0.0833032481	-0.0587500289	0.1224105118	0.0864215203	0.1577319889	0.1082938079	-0.0753441119	-0.0002006708	-0.0662790708	0.0297037664	-0.0439674422	0.0587690782	0.1395402442	-0.0313643045	-0.1457357355	-0.1904308183	0.0004869527	-0.0505169228	-0.0664176154	-0.0867936421	-0.0548699216	0.1161618254	0.109064257	-0.099618226	0.1274589389	0.0752149489	0.0605823719	0.083896468	0.1133540646	-0.1017187349	0.1449560281	0.1399217693	0.1316604456	0.1203625908	0.1062887712	0.0	0.0228742	0.0033567	0.00052322902564	1.1267434890000004e-05	-0.0242281	0.0021769	4.738893610000011e-06	0.0005870008296099	0.0321221	0.03636484	0.0013224015882256	0.00103182930841	-0.00233724	-0.001471912	2.166524935744294e-06	5.4626908176e-06	-0.00119395	0.0001225599999999	1.5020953599999965e-08	1.4255166025000002e-06	0.00152428	-4.459999999999968e-06	2.3234295184e-06	1.989159999999971e-11	0.0	0.0	0.0	0.0
4764.389655973824	9.997045266801251	99.9409140664733	22699408.79395037	13222.504183685398	20.49819477637357	420.17598909014856	174834616.88757786	4536.904197893645	7.775845577842119	60.46377445044684	20583499.700864974	5816.812472998272	9044.779361647228	1.308617	44.063072	0.27447627	0.158531	0.1041051511	0.0187960669	0.0210421091	0.0508247576	-0.0340123901	0.0944683038	0.118714269	0.0073381634	-0.0268170654	0.1003342392	0.0650618185	0.0148856817	0.16755319	-0.011528969	0.2175625063	0.0152376267	-0.0852457972	0.3069432056	-0.0219266316	-0.0628357828	-0.1370484645	-0.119074737	-0.0451545424	0.0086728089	-0.1683119074	0.0271457344	-0.1135084605	0.1443875226	-0.2038424738	-0.0435097222	-0.2570624015	-0.0550970053	-0.1603300081	-0.0511454314	-0.0431148936	0.0740568745	-0.1687235768	-0.0201796377	0.0616403919	0.0850899812	-0.0093138992	0.1124175663	0.1447888953	-0.3516264615	-0.1085242242	-0.0105902841	0.0800621932	0.0618708551	-0.0101516665	0.0168668392	-0.1264784351	0.0556438023	0.0359401571	-0.0776257847	0.0452630269	0.0131132746	-0.1351522391	-0.1839048803	-0.1495571822	0.0382664193	-0.0345261099	0.0755507021	0.0649100373	0.1585167176	-0.1848933471	-0.2121325858	-0.0859728073	-0.1447232381	-0.1951401198	-0.1184646841	-0.1542409763	-0.1432556201	0.0002483062	0.127649068	-0.0500545859	0.0350515926	-0.0406038724	0.0816832914	-0.1404052351	0.1831083076	-0.0208134116	0.158950073	-0.2107859494	0.1165924646	0.1441233256	0.1366388261	0.124451232	0.1079800393	0.0877921846	0.0	0.0309847	0.0081105	0.00096005163409	6.578021025e-05	-0.0312486	-0.0070205	4.928742025000003e-05	0.00097647500196	-0.0432071	-0.0753292	0.00567448837264	0.0018668534904099	-9.78986e-05	0.0022393414	5.01464990575396e-06	9.584135881960002e-09	-0.0019896	-0.0007956499999999	6.330589224999996e-07	3.958508159999999e-06	0.00216961	0.00064533	4.707207552100001e-06	4.164508089000002e-07	0.0	0.0	0.0	0.0
4742.993068974155	-21.396586999669125	457.8139352344098	22495983.252336875	13231.03468646234	8.53050277694274	72.76947762742779	175060278.87436962	4518.967842704372	-17.936355189272945	321.7128374757585	20421070.363396205	5821.639356883126	9118.969440345154	1.193107	40.173676	0.09840257	0.0560703	0.1723846598	0.024007379	0.074818177	-0.1259308702	0.1311737878	0.0996654752	-0.1275133056	0.1080847363	0.0491944011	0.1258737674	0.1049549397	-0.1163423315	-0.1833553709	0.1110317283	-0.2331532441	-0.0801765935	-0.121890879	0.1354424895	-0.0492492287	0.2717777098	-0.0429662204	0.1721480342	0.1760262281	-0.0472020308	-0.0202964016	0.1327849801	-0.0071916154	-0.1305781574	0.0408098921	-0.0722047145	-0.1378386983	0.1347318248	-0.1315791253	0.1483057986	-0.0245877125	-0.0393312059	-0.0531221213	0.1525821168	-0.0871977158	0.0006280632	0.0950418961	0.1008062479	0.1167697957	0.0574357137	0.1538646858	-0.0081879288	-0.1865557634	-0.1331780523	0.01860273	0.0192744425	0.0652517818	-0.0113454854	-0.0293619836	0.2411002922	-0.0406977818	0.0929737007	-0.0286067244	-0.1143012531	-0.1913097853	-0.1382626157	0.1181775712	-0.1689944364	0.1156337502	-0.0155566608	-0.0115280338	0.0649232202	-0.2352146006	-0.052109146	-0.0022746261	0.0043266683	-0.1097428511	-0.009387819	0.1313760744	-0.0126003466	0.0270090974	0.076750981	-0.1465138816	0.0036223742	0.1412405044	-0.1808685525	-0.0604041082	-0.1291028131	0.1152623206	0.0830552116	0.1431261759	0.1327324313	0.1159649805	0.0936289832	0.0667969964	0.0	0.0455232	0.0145385	0.00207236173824	0.00021136798225	-0.0226894	0.0085592	7.325990464000005e-05	0.00051480887236	-0.0525874	-0.0093803	8.799002809000001e-05	0.00276543463876	-0.0011228	-0.0010249014	1.05042287972196e-06	1.26067984e-06	-0.00222684	-0.00023724	5.6282817600000056e-08	4.9588163856e-06	0.00222596	5.634999999999972e-05	4.954897921599999e-06	3.175322499999968e-09	0.0	0.0	0.0	0.0
4735.118363249665	-7.874705724490013	62.01099024731579	22421345.913984187	13177.153399809686	-53.88128665265504	2903.193051345582	173637371.72211596	4516.788170262387	-2.1796724419846214	4.750971954347203	20401375.375022244	5788.031642489405	9049.76311550584	1.262025	42.494263	0.15912968	0.0824967999999999	0.0536549164	0.1855098992	0.0439321818	-0.0473201272	0.0016551404	-0.1139307049	-0.0790421937	-0.1704576	-0.1408958565	0.1411012937	-0.1101542763	-0.0611709877	0.068445572	-0.0889363434	-0.0329532124	0.1800188671	-0.1093349433	-0.0187606368	-0.1041631431	-0.1140839005	-0.0082099786	0.0278469474	-0.0428729847	0.3195763709	0.0875657069	0.0757443723	0.127794999	0.0396013596	0.1127174456	-0.0459488	-0.056541351	-0.0280772437	-0.0004006601	0.1084078104	0.1064245261	0.1294497147	0.2326773948	-0.1328591779	-0.0484262208	-0.0947439217	0.0144408969	-0.1375529838	-0.0873602996	-0.0846244013	-0.0288317583	0.177963601	-0.1578222164	0.0068489982	-0.051321012	0.110150399	0.1665094566	0.0043979564	0.0485666403	-0.1507945479	0.0637648905	-0.1722594665	-0.1469959491	0.137519492	-0.0172581663	0.1686960888	0.1489249177	0.093910183	0.1143560938	-0.1664179162	0.043348268	0.2214149436	0.0108842044	-0.0761041019	0.0862784234	0.0150181237	-0.0979799664	0.2126544796	-0.0759199024	-0.067378945	0.0937564277	0.0724153451	0.1278966896	0.0588594146	0.0155574091	-0.0108834692	-0.0375464074	0.0081777647	0.1118334295	0.0109104245	0.1419657166	0.1282204088	0.1062887712	0.0775710461	0.0439007383	0.0	0.0355712	-0.009952	0.0012653102694399	9.904230400000004e-05	-0.00314437	0.0195450299999999	0.0003820081977008	9.8870626969e-06	0.0235387	0.0761261	0.00579518310121	0.00055407039769	-0.000709509	0.000413291	1.70809450681e-07	5.034030210809999e-07	-0.0019896	0.00023724	5.6282817600000056e-08	3.958508159999999e-06	0.00180636	-0.0004196	3.2629364496e-06	1.7606416e-07	0.0	0.0	0.0	0.0
4751.740040770826	16.621677521161473	276.2801636174846	22579033.415064737	13221.084029362391	43.9306295527058	1929.900212897068	174797062.9114613	4531.117424011231	14.329253748844168	205.3275129987646	20531025.110178176	5812.293101829946	9106.93187795406	1.041334	35.063248	0.0734317299999999	0.0363427	-0.016820004	0.1404492668	0.1408047304	0.0103529768	-0.0145516653	0.0050256352	-0.0139304651	-0.0707033597	-0.0180723684	0.1788715217	-0.0066050784	0.0069680836	0.1293495133	0.0480657656	0.0348800401	0.0159779991	0.1689100714	0.0531747865	0.0285093247	0.0199514184	-0.0693139721	-0.0260542018	0.0276873673	-0.0165720601	0.0256463361	0.1923355897	-0.0394467168	-0.0587641307	0.0668482422	-0.024570366	0.0101602811	0.0122974177	-0.1961319478	-0.0802141191	0.0835456827	0.0746798939	0.0220047369	-0.0706924366	0.0465796839	-0.1259846982	0.0692390916	0.1333613566	0.0969412037	0.3163219151	0.0135127111	-0.1644440296	-0.0847066163	0.1374408646	-0.1488711967	0.0811983554	0.1654074806	0.0792262205	0.0853050855	0.0402779494	-0.0241970599	0.0009720405	-0.1048854406	-0.0842136617	0.0144980138	-0.0017132292	-0.0361199173	0.0762295786	0.157693823	-0.0732255204	0.0918105016	0.1003455868	-0.0251097511	0.0185456318	0.0400873437	-0.0401909655	-0.1246009373	-0.0912327833	-0.1194710332	-0.0797686036	-0.1932790842	-0.0928127554	-0.0420325637	0.0988553344	-0.0848679805	-0.2593173053	0.1067282052	-0.0292837092	-0.0162910866	0.0823543955	0.1406432718	0.123123346	0.0955218954	0.0600989683	0.0197550473	0.0	0.0213825	-0.0141886999999999	0.0004572113062499	0.0002013192076899	-0.00484935	-0.0017049799999999	2.9069568003999985e-06	2.35161954225e-05	0.0369612	0.0134225	0.00018016350625	0.00136613030544	-0.00100254	-0.0002930309999999	8.586716696099996e-08	1.0050864515999998e-06	-0.0015167	0.0004728999999999	2.2363440999999985e-07	2.30037889e-06	0.00168998	-0.0001163799999999	2.8560324004e-06	1.3544304399999982e-08	0.0	0.0	0.0	0.0
