global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2
4563.520991389501	n/a	n/a	20825723.838852614	9964.01536202938	n/a	99281602.13475747	n/a	4395.799767228761	n/a	19323055.59356843	n/a	4409.080612438872	8162.866753482818	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0124778	n/a	n/a	0.00015569549284	-0.0441912	n/a	n/a	0.00195286215744	1.34504e-05	n/a	n/a	1.8091326016e-10	0.0	n/a	0.0	n/a	0.000162723	n/a	n/a	2.6478774729000004e-08	0.000194179	n/a	n/a	3.7705484041e-08
4577.67782844537	14.156837055868891	200.41603542642255	20955134.30104032	10032.18416319502	68.1688011656388	100644719.08426094	4646.985452360397	4393.178383408828	-2.621383819932817	19300016.30845061	6.871653131405565	4409.079145358719	8225.90592803955	1.246157	41.917179	0.0693609395999999	0.0327651	-0.1432520773	-0.0329172934	0.003753818	-0.0435322552	-0.1137233793	-0.0396945813	0.0808459931	-0.0151740946	0.0961116175	-0.0625796078	0.0316594966	-0.0364642219	0.0297547993	0.0738041254	-0.1104414378	0.0358988561	-0.1348537038	0.1092639799	-0.0584495507	0.0193516983	-0.0043815879	0.0551626166	-0.1473811899	0.0157206181	-0.1638065578	-0.0833845151	0.1570784515	-0.1100265596	-0.1430139051	0.1474794091	0.0790087993	-0.0142361326	-0.1207817396	-0.176934205	0.1395168167	-0.2336266187	-0.0447961141	-0.0634420086	0.0733566785	0.1737085272	-0.1377013146	-0.1326393243	-0.0307031217	0.0116350354	0.1096959328	0.0172797718	-0.019115781	-0.0946138633	0.1032006548	-0.0395868487	0.0389087289	-0.1685875812	0.0265586764	-0.0573694866	0.0137048755	-0.0369440174	0.1500481497	-0.0108236963	-0.1635936064	0.099599095	-0.1106704525	-0.0912746766	0.1523722638	-0.1725376128	0.0932466115	0.169118631	0.0031958731	0.0836278021	-0.185524547	0.0437968407	0.2314150946	-0.090738526	-0.0024812983	-0.194884437	0.1087357033	0.1099092488	0.0887777964	-0.0491305519	0.1466261977	0.1465634515	0.1464588945	0.1463125564	0.1461244791	0.0	0.0147277	0.0022498999999999	5.062050009999996e-06	0.00021690514729	-0.0363479	0.0078432999999999	6.151735488999996e-05	0.00132116983441	0.00951914	0.0095056896	9.035813477154816e-05	9.06140263396e-05	-0.000404423	-0.000404423	1.63557962929e-07	1.63557962929e-07	0.000559362	0.0003966389999999	1.5732249632099998e-07	3.12885847044e-07	0.0	-0.000194179	3.7705484041e-08	0.0
4559.97419256039	-17.70363588498003	313.41872354795265	20793364.636816785	10012.873633202084	-19.3105299929357	100257638.3944735	372.8965686080692	4398.9830168854205	5.804633476592244	19351051.582846355	33.69376979757536	4413.462311583075	8177.261171627045	1.123411	37.788353	0.05809872868	0.0334679	0.0405467132	0.1193482123	-0.0197245261	0.0762200313	0.0579968099	-0.0741021957	0.0193921196	0.0934280502	-0.1137047461	0.0249046494	-0.0149740343	-0.0284529358	0.1502281247	0.0750709273	0.0334493405	0.0381433106	-0.0193144848	0.0767127704	0.1643749817	-0.1723024137	-0.0822068514	0.0317765406	-0.063507921	0.12220738	-0.0245165	-0.1536601653	-0.0005819998	0.0278909043	0.0459576948	-0.0119444609	-0.0626197848	0.0839289992	-0.0094593402	0.0821718721	0.1539617169	0.2800783779	-0.0267567744	0.2130845135	0.0396044646	-0.2490972619	0.0177377247	-0.0305385386	-0.0312473839	-0.0036044198	-0.152295923	0.0272489095	-0.1231265736	-0.1111835627	-0.0268670628	0.0074425807	0.0510814515	0.0169537866	-0.1935587927	-0.1410593512	0.0689539849	-0.0038302182	0.0376428359	-0.1390734542	-0.0678856624	0.1382845167	0.0877900989	-0.0131023044	-0.0223530899	0.037939018	-0.069703449	-0.0164722955	0.1035709734	-0.0892158182	-0.1101105374	-0.0387277051	-0.2935905018	0.1720185232	-0.121057474	0.2484725556	0.0294744411	0.0208530927	0.0646399756	0.0274167911	0.1464588945	0.1458947161	0.1449560281	0.14364524	0.1419657166	0.0	0.016144	0.0014162999999999	2.0059056899999964e-06	0.0002606287359999	-0.0403959	-0.0040479999999999	1.6386303999999966e-05	0.0016318287368099	1.06132e-06	-0.00951807868	9.059382175867054e-05	1.1264001424e-12	0.0	0.000404423	0.0	1.63557962929e-07	0.000101458	-0.0004579039999999	2.0967607321600002e-07	1.0293725764000001e-08	0.0	0.0	0.0	0.0
4567.24446168905	7.270269128659493	52.85681320313926	20859721.972829297	9997.853563024642	-15.020070177441085	99957075.86768454	225.60250813525505	4382.641075446041	-16.341941439379298	19207542.796186835	267.0590500081023	4398.827512971136	8268.473437267541	1.173347	39.468067	0.00343642609	0.00276857	0.0020745386	-0.1539229736	0.0018513863	-0.0575974309	-0.0282705251	0.0826272115	-0.0158198942	-0.0629191434	0.0984544801	-0.0282357981	-0.009982057	0.1036346032	-0.2146260931	-0.142535772	0.1993963074	0.0053339448	0.0796157789	0.0081956816	0.0607797942	0.19140386	0.01054751	-0.0825042575	-0.0877269119	-0.0831346961	0.0995119489	0.0578540844	-0.1724229612	-0.02955534	-0.0203771499	-0.0243519649	-0.0465912599	0.1417810973	0.1261861905	0.0171284362	-0.121400323	0.0871872696	-0.0553669451	-0.0785784934	0.0053057557	0.0033646122	0.0939859988	0.0609405547	0.1909865168	-0.0461871912	0.1645623456	-0.0951389463	0.1530689047	0.2353893302	-0.1829844855	0.0295142136	-0.06044363	-0.0183627434	-0.0417305257	0.1900599851	0.0146553526	0.0348938269	0.107848929	0.0742173242	0.1193555034	-0.0939279837	0.0922092372	-0.0029429618	0.0107501698	-0.0160558918	-0.0949650781	-0.1405597417	0.1096229515	0.0685754933	0.103703011	0.0879433656	-0.0605479447	-0.0125725993	0.0050807869	0.0117092757	-0.1243444912	-0.0082981631	-0.2022946206	-0.014155118	0.1461244791	0.1445602966	0.1419657166	0.1383592329	0.1337665517	0.0	0.0167588	0.0006148	3.7797904000000266e-07	0.00028085737744	-0.0402904	0.0001055	1.11302500000003e-08	0.0016233163321599	3.33741e-06	2.27609e-06	5.1805856880999985e-12	1.11383055081e-11	0.0	0.0	0.0	0.0	0.000155735	5.4277e-05	2.9459927289999995e-09	2.4253390225e-08	0.0	0.0	0.0	0.0
4559.7761339434455	-7.468327745604256	55.77591931576235	20791558.391680237	9991.796410093915	-6.05715293072717	99835995.50076564	36.68910162621675	4386.195593911129	3.554518465088222	19238711.788045406	12.63460151865313	4402.742761323652	8093.499399662018	1.172146	39.42765	0.03687458741	0.0216845	-0.12080926	0.0913048907	-0.0310677959	0.053881534	-0.0965073475	-0.1287100231	-0.012007601	0.0860625104	-0.0611513124	0.0208710887	0.0044887921	0.0677152465	0.0752213016	-0.0261382819	0.0308384379	-0.1617935809	-0.0575908377	-0.1341564062	-0.0801797604	0.0098422971	-0.0129238233	0.0742266415	0.0023688016	0.0654506275	0.0925913627	0.0683267065	0.0386743576	-0.095505574	0.1433078406	-0.0152023129	-0.1220799796	-0.123805031	-0.2027972742	-0.0779975388	-0.3183779749	-0.0515405964	-0.0449010637	-0.0972615652	0.0119000198	-0.0148836633	-0.046983896	-0.1346156425	-0.0462875125	0.1837385363	-0.1445589503	-0.0702795443	-0.0780794482	0.0139419305	0.0347354475	0.1744783431	0.08391082	0.0432854316	0.1183190669	0.0419164139	0.001788696	-0.0506100695	-0.0202224271	-0.0871333333	0.0814150402	-0.04902166	-0.0679976702	-0.0582003207	-0.1621302439	-0.0423512486	-0.0980637148	0.2180081611	-0.1141418785	-0.007186321	0.280277978	0.1629046498	0.0902084319	-0.0506700659	0.0145320308	-0.0126511073	-0.0217648768	0.1212970698	0.1203775504	-0.1368075336	0.145623333	0.1425662815	0.1375186448	0.1305509005	0.121760336	0.0	0.01796	0.0012011999999999	1.4428814399999987e-06	0.0003225616	-0.0423172	-0.0020268	4.107918240000009e-06	0.0017907454158399	-0.011575	-0.01157833741	0.0001340578971798	0.000133980625	0.00028563	0.00028563	8.158449689999999e-08	8.158449689999999e-08	-0.0	-0.000155735	2.4253390225e-08	0.0	0.0	0.0	0.0	0.0
4563.54678653568	3.77065259223491	14.217820971327848	20825959.27290013	9956.574899876372	-35.221510217543255	99133383.7368482	1240.554782004504	4384.396250399058	-1.799343512071573	19222930.48051332	3.2376370744340632	4398.50638418416	8221.98479423523	1.342536	45.159092	0.0642355535	0.0282135	0.1978125312	0.0469782497	0.0376385035	-0.0163085277	0.174402537	0.0815141362	0.063007033	-0.0456595801	-0.0245750151	-0.100094097	0.0437479068	-0.0593555305	-0.0171020058	0.0601194627	0.0325760586	0.0705805368	-0.0353501785	-0.0395848774	0.0194158075	-0.0599543352	0.1410540828	0.0330918964	0.1340758585	-0.0717332698	-0.1004918714	-0.0010702586	-0.1170020146	0.0806236354	0.1499441542	0.1596797888	0.0483763502	0.0342277659	0.2408140627	0.122583928	0.1180934019	0.0784401576	0.0253394253	-0.0892397888	0.0899873243	0.1336685534	-0.1650180892	0.043216085	-0.2256941382	0.2265449619	0.0222255084	0.0690446172	0.0301266645	-0.055829188	-0.0759200455	-0.0646784308	0.0533950197	0.0228362562	-0.0207376471	-0.0537775039	-0.1570876359	-0.0535422206	-0.131393836	0.101552734	-0.0767201228	-0.0593969526	0.1218991831	0.1221124592	-0.1199317566	-0.0760978107	0.0546635201	-0.2599755013	0.0450057055	-0.0810698211	-0.1078327467	-0.0378680285	-0.0743017103	-0.1056258889	0.0069905633	-0.1411430009	0.1954527802	-0.0720166813	0.1655396405	-0.2344547397	0.1449560281	0.1399217693	0.1316604456	0.1203625908	0.1062887712	0.0	3.62013e-05	-0.0179237987	0.0003212625598381	1.31053412169e-09	-0.0521878	-0.0098706	9.742874436e-05	0.00272356646884	3.88548e-05	0.0116138548	0.0001348816233154	1.50969548304e-09	0.000425137	0.000139507	1.80741468769e-07	1.946220304900001e-08	-0.000357039	-0.000357039	1.27476847521e-07	1.27476847521e-07	0.0	0.0	0.0	0.0
4560.398937336946	-3.147849198734548	9.908954577973734	20797238.467663944	9987.403252134933	30.8283522585607	99748223.72075544	950.3873029779046	4388.742983357026	4.346732957968015	19261064.97396553	18.89408740788537	4402.553440519144	8159.605765008926	1.318393	44.346985	0.08552404029	0.0617119	-0.1346084408	-0.0408324132	0.0253884961	0.1351368713	-0.1172549589	0.0214784992	0.0024982265	0.075324565	0.0284929201	0.041647518	0.0328906577	-0.0382760945	0.1477885983	-0.0153944837	0.0211363505	0.0149538525	0.0020289705	-0.0898665904	-0.0535087585	0.1182222883	0.1339725905	0.107004832	0.063861828	0.1304970405	0.0555274772	-0.0561848209	-0.0689431851	-0.0134998323	-0.0631630336	-0.1781015479	-0.1010505124	0.1124173465	-0.0664178883	-0.0514258505	0.0216962194	0.0661460259	-0.0506211557	0.0072494174	0.1557139182	-0.0502150898	0.1039249292	0.0967000222	0.0084818678	0.0130214755	0.059450477	0.0492754983	-0.1465589752	-0.0052879826	-0.0171502346	-0.0066572309	-0.0045861445	-0.0170815639	0.1071795391	0.1299833123	-0.1103413211	-0.116035551	-0.098099022	-0.1437222793	0.0367142891	0.0331073006	0.0474818576	-0.0784766758	0.0850241233	0.1304620544	-0.1523976298	0.0396741766	0.1006301383	0.0383096356	-0.0194765033	0.1024794936	-0.0528691297	-0.0055478766	-0.1028905361	0.056119566	-0.040704004	-0.1357283754	-0.0356552529	-0.0237599914	0.1441233256	0.1366388261	0.124451232	0.1079800393	0.0877921846	0.0	4.91581e-06	-3.128549e-05	9.787818845401e-10	2.4165187956100003e-11	-0.0517872	0.0004006	1.6048036000000077e-07	0.0026819140838399	-0.028694	-0.0287328548	0.0008255769449578	0.000823345636	0.00129547	0.0008703329999999	1.6782425208999998e-06	7.574795308889998e-07	-0.000100186	0.000256853	6.597346360900003e-08	1.0037234596e-08	0.0	0.0	0.0	0.0
4557.49478682435	-2.904150512596061	8.434090199811966	20770758.731931128	9970.38893874148	-17.01431339345254	99408655.58977844	289.48686025061846	4377.945419040936	-10.797564316089847	19166406.09210152	116.5873951600968	4392.609960564766	8166.393813753128	1.105588	37.188828	0.04655614669	0.0262376	0.053111003	0.1210166617	-0.0195981089	0.0750567561	0.1039948142	-0.069587894	0.0376644587	0.013260183	-0.1117947252	0.0118024482	0.0900587762	0.04972884	-0.1197551695	0.0007734656	-0.137524323	0.0751605375	0.1026289543	0.2272079813	-0.0670919995	0.1661993305	-0.0788499752	-0.0079584971	0.2783317025	-0.1378494787	-0.027655273	0.1284666643	0.0183006243	-0.0625226721	0.1559784864	0.08497722	0.0058014423	-0.1382001002	0.0101348975	-0.1949669993	-0.0126980938	-0.052892566	-0.1553824541	0.0672417448	-0.0859162904	-0.0041554807	0.1793040486	0.0755583223	-0.058013936	-0.069085729	0.0081965696	-0.0443006903	0.1055277188	0.0290195502	0.0834781794	-0.124339405	-0.2434064883	-0.1485060654	-0.0069476995	0.0467881109	0.1020910497	0.0099967897	-0.2331723035	0.2000751296	-0.0368588629	-0.0564333046	-0.0789727549	0.0617139431	-0.1898199478	-0.1290801335	0.0053350365	0.0518967487	-0.15199211	0.1576185205	-0.0351056601	0.115771282	0.0722911831	0.1830515399	0.0396210144	0.007611593	-0.1295013008	-0.1346538854	0.031416385	0.0665263662	0.1431261759	0.1327324313	0.1159649805	0.0936289832	0.0667969964	0.0	2.68625e-05	2.194669e-05	4.816572019560999e-10	7.2159390625e-10	-0.0620913	-0.0103041	0.00010617447681	0.00385532953569	-0.0240746	0.0046193999999999	2.1338856359999997e-05	0.00057958636516	0.00110743	-0.00018804	1.2264012049e-06	3.53590416e-08	-0.0	0.000100186	1.0037234596e-08	0.0	-0.000343988	-0.000343988	1.18327744144e-07	1.18327744144e-07
4550.728043188046	-6.766743636303545	45.78881943945452	20709125.723058105	9915.10321694232	-55.285721799160456	98309271.80261992	3056.5110348541657	4384.457618354556	6.512199313619931	19223468.607147302	42.4087399003119	4399.399758282145	8284.187704443932	1.244463	41.860191	0.0247143252	0.0167777	0.0544210249	-0.2214996022	0.0274559812	0.0440024095	-0.0181507476	0.1716374181	-0.0236368697	0.0242647873	0.065383579	0.1238239199	-0.0249900365	-0.0580901028	0.0389398203	-0.0037574204	0.0192024071	-0.0062061749	-0.1392666106	-0.0373959868	0.0194614283	0.1346992212	0.0619338339	-0.0435876286	-0.114960056	0.0735035732	0.0192958591	0.1524660636	0.0933520166	-0.0170029968	-0.0664731518	-0.0425480668	0.0349174333	-0.0850130465	0.1992208474	0.1375320406	-0.002424255	-0.3847798063	0.0792644608	0.1484840999	-0.3414050007	-0.0147547945	-0.1645447823	0.0316841248	-0.1076471055	-0.1019262883	-0.1176153821	0.0683940158	-0.0441059552	0.0056701798	0.0026329129	0.0270308502	0.0872134834	-0.1209345223	0.0164901067	0.1134432333	-0.0546828067	-0.0043306185	0.1148107325	-0.0642061047	0.035769361	-0.1027817139	-0.1252711359	0.0263490053	0.0328780551	0.0149715544	0.0752795633	-0.1944569003	-0.1390491884	-0.0088812058	0.0719138918	-0.3430752532	0.3319361588	0.1672968959	0.2075878247	0.0110703758	0.160475791	0.0631348585	0.0221679505	0.1620478243	0.1419657166	0.1282204088	0.1062887712	0.0775710461	0.0439007383	0.0	2.19773e-05	-4.885199999999999e-06	2.3865179039999982e-11	4.8300171529e-10	-0.0620761	1.5199999999999936e-05	2.3103999999999802e-10	0.00385344219121	-0.00766831	0.01640629	0.0002691663515641	5.88029782561e-05	0.00126553	0.0001581	1.6015661808999998e-06	2.499561e-08	-0.0	0.0	0.0	0.0	-0.000351647	-7.65900000000003e-06	5.866028100000045e-11	1.2365561260900001e-07
4549.020094336228	-1.7079488518184007	2.9170892804277933	20693583.818674784	9914.13517988489	-0.968037057429683	98290076.3650312	0.9370957445571196	4380.744289707016	-3.713328647540038	19190920.531800628	13.78880964464153	4396.569054709864	8136.191551494599	1.166363	39.233124	0.0742165427	0.0385305	-0.0946127416	0.0577223118	0.0492769915	-0.0991815397	-0.0939425215	-0.0035890652	-0.0218971794	0.0232961008	-0.0687246225	-0.0857967998	0.0994602043	0.0093232508	-0.0552375675	0.1708127507	0.021729364	0.1054712079	0.0564306586	-0.0681699501	-0.0959694769	0.0383331589	-0.0785304268	-0.1591365698	0.0876549316	-0.0869424361	0.0231321092	-0.1797350333	-0.0434869005	0.2177498303	-0.1815942821	0.0295177956	0.0115230547	0.0225984413	-0.0615933398	-0.0036538567	-0.0152269386	0.1190496909	0.2660977198	-0.0231590326	-0.0636331297	-0.0486801575	-0.0306261571	-0.2110612846	0.0896639273	-0.232865146	-0.0877687372	-0.0241384424	0.079706694	-0.142429955	-0.1038019689	-0.1069032722	-0.0293416555	0.0360125804	0.1344135816	0.0384378922	0.0869390499	0.1263275791	-0.0463248962	0.1024965901	0.0328829537	0.1287843836	0.1505361937	0.1697894646	0.1997776547	0.0620665635	0.0386703761	0.0714772389	0.0267828642	-0.0135434116	0.0352554301	-0.1436924932	-0.1481826541	-0.1859022775	0.0022698888	0.0660595779	-0.0624051109	0.2042450408	0.0192606795	0.2928048398	0.1406432718	0.123123346	0.0955218954	0.0600989683	0.0197550473	0.0	0.0178852	0.0178632227	0.0003190947252297	0.00031988037904	-0.0516338	0.0104423	0.00010904162929	0.00266604930244	-0.0168673	-0.0091989899999999	8.462141702009995e-05	0.0002845058092899	0.000589333	-0.0006761969999999	3.473133848890001e-07	4.572423828089999e-07	3.08196e-05	3.08196e-05	9.4984774416e-10	9.4984774416e-10	-0.000378871	-2.722400000000001e-05	7.411461760000003e-10	1.4354323464100002e-07
