global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29
6639.053383152319	n/a	44077029.82434625	n/a	19700.621641718622	n/a	n/a	388114493.07015216	6157.499820349352	n/a	n/a	37914804.03760231	7829.133401465055	11968.7767487012	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.138444	n/a	0.019166741136	n/a	0.0132977	n/a	0.00017682882529	n/a	-0.000656694	n/a	4.31247009636e-07	n/a	-0.000617344	n/a	n/a	3.811136143360001e-07	0.00206343	n/a	4.2577433649000005e-06	n/a	0.000347374	n/a	1.20668695876e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6611.454622257513	-27.59876089480622	43711332.22217024	761.6916029286849	19769.78420625801	69.16256453938695	4783.460333664865	390844367.5620086	6151.205172975518	-6.294647373834778	39.62258556092506	37837325.08004077	7852.548222437985	12225.430272698746	1.593823	55.412121	0.072509056	0.0479545	-0.0006317098	0.0039952196	-0.0058943183	0.0082218882	0.085504259	0.0245450224	-0.1095110737	0.0938927789	-0.0136123001	0.0078729751	-0.0691382427	0.0012245456	-0.0343576928	0.0475105426	-0.0288885685	0.0850500398	-0.0208174579	0.1523401401	-0.0978517837	0.0109378262	-0.0934063711	0.092793302	-0.0816415167	0.0621615898	0.142727185	-0.0575741688	0.0238546669	0.0450644218	0.1516835413	-0.0938963207	0.0680736843	0.0135319767	0.1175112744	-0.0666271693	-0.0402866667	-0.1257469137	0.2060634087	0.112703456	-0.0040925843	-0.0782582382	-0.0091269635	0.0120072311	-0.0125090524	0.1268851425	-0.0824138097	0.0068768596	-0.0149342311	0.041382182	-0.0365577962	0.0066423083	-0.0737150299	0.0035754556	-0.0112999317	0.0126270975	-0.1726763749	0.0433055999	-0.0790958724	0.2099269231	-0.1306542109	-0.1111005856	-0.0365724506	0.070662394	-0.0667836538	-0.0794150563	0.1328743821	0.0363850823	0.0837788679	0.0162685101	0.1466261977	0.1465634515	0.1464588945	0.1463125564	0.1461244791	0.0	-0.140059	-0.0016149999999999	0.0196165234809999	2.6082249999999275e-06	0.0539906	0.0406929	0.00291498488836	0.0016559121104099	-0.0255474	-0.024890706	0.00065266964676	0.0006195472451784	-0.000617344	0.0	0.0	3.811136143360001e-07	0.00201889	-4.454000000000003e-05	4.075916832100001e-06	1.983811600000002e-09	0.000409043	6.166899999999998e-05	1.6731617584899998e-07	3.803065560999998e-09	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6636.482993336816	25.028371079303724	44042906.52084879	626.419358883327	19805.38517717909	35.60097092108117	1267.429130523667	392253282.01642525	6151.904701403034	0.6995284275162703	0.4893400209033858	37845931.45514475	7845.246677786477	12216.039355363211	0.856585	29.780718	0.0471615	0.0291808	0.0089904831	0.0009519479	0.0156086288	-0.0556145873	0.0529117875	-0.0027566004	-0.0401878379	0.0791873619	-0.0102680157	-0.0273733	-0.095785124	-0.1345928108	-0.0523283282	0.1233006992	-0.01922819	-0.0249388082	0.0526085476	-0.0853242841	0.0849187166	-0.0663832718	-0.0570897132	-0.1347289133	-0.0016593673	0.0312993347	-0.2519350981	-0.1328578256	-0.2077688296	0.1080288128	0.006462093	-0.0513719128	0.0007977642	0.0819648418	-0.0801901273	0.0584120446	0.1049840532	0.0360382956	0.0250761984	0.2631455072	-0.1843512688	-0.1421323094	0.0059915251	-0.0077871816	-0.0273113273	0.0924064043	0.0872457488	0.048210936	0.0477048206	0.0848926207	-0.0118329	0.0472607087	0.0570430583	0.0192867713	-0.109784986	0.2049856584	0.0692373335	0.0404223539	0.0763979761	-0.1533611646	-0.0113623484	-0.2429212509	0.0245987249	-0.0250570503	-0.0981313311	-0.0240759622	0.0139009584	0.1656480845	0.1464522843	-0.1912271728	0.1464588945	0.1458947161	0.1449560281	0.14364524	0.1419657166	0.0	-0.127054	0.0130049999999999	0.016142718916	0.0001691300249999	0.0540287	3.8099999999999246e-05	0.0029191004236899	1.4516099999999422e-09	-0.0275918	-0.0020443999999999	0.00076130742724	4.179571359999993e-06	-0.00106152	-0.000444176	1.9729231897600002e-07	1.1268247104e-06	0.00201347	-5.420000000000338e-06	4.054061440899999e-06	2.937640000000366e-11	0.000600927	0.000191884	3.6111325932900004e-07	3.6819469456000016e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6643.328287722942	6.845294386125715	44133810.73845984	46.85805523272423	19779.90538823943	-25.479788939661372	649.2196444096902	391244657.1677032	6171.632034013856	19.727332610822486	389.1676519380204	38089041.96326601	7850.965435883427	12215.516356102671	0.92695	32.227085	0.02544805	0.0135208	0.0159050096	0.0480965557	0.0069378297	-0.0490243445	-0.0124232407	-0.0813774725	-0.0443093563	0.0669726511	-0.047142739	-0.0236152685	0.0371158604	-0.041293571	-0.055286212	-0.0073929208	-0.0239572035	0.0148938431	-0.1064740893	0.164986783	0.3598822388	0.0690143791	-0.1387876183	-0.0080263867	-0.0237885604	-0.0213150963	0.0935684792	-0.0235640137	-0.0476587843	0.0109995792	0.1281166737	-0.0339091445	-0.1129714574	0.1899384825	0.0395150185	-0.1411899142	0.0523599788	-0.0083365881	-0.0625001332	-0.1034792729	-0.012342822	0.0418805368	0.0338525858	0.0059165005	0.0210100191	0.0112449698	0.1018590969	-0.0252191964	0.0178414975	0.0293584724	-0.0435605851	0.0456725283	-0.1077986297	-0.1695710694	-0.3364686049	-0.1510226374	-0.0405150088	-0.0549275245	-0.1028697712	-0.0341008162	0.0894355012	-0.0439448065	0.0380165784	-0.0879911085	0.0094892844	-0.1296710039	0.1659182809	-0.1578946548	-0.0028221047	-0.0522011591	0.1461244791	0.1445602966	0.1419657166	0.1383592329	0.1337665517	0.0	-0.118686	0.008368	0.014086366596	7.0023424e-05	0.0512113	-0.0028173999999999	0.00262259724769	7.937742759999987e-06	-0.027579	1.2800000000000313e-05	0.000760601241	1.6384000000000796e-10	-0.00115913	-9.760999999999991e-05	9.527712099999984e-09	1.3435823569e-06	0.00205995	4.648000000000022e-05	4.2433940025e-06	2.16039040000002e-09	0.000741834	0.000140907	5.503176835560001e-07	1.9854782649000004e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6626.970823331299	-16.35746439164359	43916742.29328431	267.56664132388795	19826.20198954393	46.296601304500655	2143.375292347892	393078285.33019567	6149.219231162227	-22.41280285162975	502.3337316660226	37812897.15289537	7836.681316747026	12269.181899364812	0.969705	33.713543	0.1099282999999999	0.0530307	-0.0149977437	0.0282952225	-0.0238932193	-0.0275316189	0.0243286949	0.0466770129	-0.0238058471	-0.0758230394	-0.0038649298	-0.0305305858	-0.0097504235	0.1341769014	-0.0284689108	0.2531269396	0.2383586783	-0.0435922561	0.1607099982	0.0310767922	-0.0757729181	-0.1608139763	0.0080972901	0.1671255541	-0.1896001444	-0.0857996082	0.0754492569	0.0656278722	0.1133886086	0.1329486239	0.035894304	-0.0592649375	0.0618103619	-0.0866735915	0.0702345445	-0.0467280903	-0.0184815565	-0.0198230793	-0.0284500053	0.1522773169	0.0983530058	0.0135555933	0.006232687	-0.029105576	-0.0511329122	0.0242667918	-0.048581473	-0.1007571773	0.0494497475	0.1679759088	0.1469195102	0.0625665999	0.2562701786	-0.1084874966	0.1038607371	-0.0575627264	-0.1679888834	0.1214235437	-0.1055176417	0.0549907192	0.0734318334	0.0184888085	-0.1204373192	0.3315486971	-0.0408285762	0.0004620591	-0.0192875911	0.0263038512	0.0588808156	-0.0294144876	0.145623333	0.1425662815	0.1375186448	0.1305509005	0.121760336	0.0	-0.132794	-0.0141079999999999	0.017634246436	0.0001990356639999	0.0600619	0.0088506	0.00360743183161	7.833312036e-05	-0.0708394	-0.0432604	0.00501822059236	0.0018714622081599	-0.00132955	-0.00017042	2.9042976400000043e-08	1.7677032025000002e-06	0.00245577	0.0003958199999999	6.0308062929e-06	1.5667347239999988e-07	0.00104978	0.0003079459999999	1.1020380483999998e-06	9.483073891599994e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6637.628907099928	10.658083768629696	44058117.50836859	113.59474961912775	19827.414666690285	1.2126771463554178	1.4705858612927194	393126372.364885	6142.57501000851	-6.644221153716899	44.14567473949912	37731227.75358104	7834.413566297821	12276.756813379116	0.90042	31.304728	0.1007221	0.0492188	-0.0444112729	0.0307877772	-0.0242909346	-0.012079329	-0.0325772235	0.0376024046	0.0108186113	-0.0029790769	0.0308687254	0.0635741696	-0.072523341	0.0431116655	0.0498471915	-0.1017070859	-0.026921811	0.0928879904	-0.0238898237	-0.2119560637	0.0283289145	-0.0103900018	0.0572594388	-0.0494613498	0.1465184944	-0.2162896167	0.20861583	-0.0873329565	-0.0535185085	-0.031963034	-0.1210233311	0.1209160541	0.1744421822	-0.057029772	-0.0192723219	0.0415713905	0.0946875262	-0.0564128866	-0.0956177724	-0.1391474965	-0.1776699979	-0.0035728188	-0.0033604713	-0.0491827295	0.0053540308	-0.1033799518	0.012293505	0.0639471511	-0.1422579041	0.0504408411	0.0807712383	0.0580591858	-0.0245268345	0.0948122528	0.023783119	-0.0095377983	0.0502383707	-0.1370659401	0.0484606575	-0.1038052986	-0.2974618248	0.0582100938	-0.0475034581	-0.0246100222	-0.1060053209	0.2206471512	0.0813867848	-0.0810225624	-0.0192808166	0.0545935939	0.1449560281	0.1399217693	0.1316604456	0.1203625908	0.1062887712	0.0	-0.127966	0.0048279999999999	0.0163752971559999	2.330958399999999e-05	0.0541839	-0.005878	0.00293589501921	3.455088400000002e-05	-0.0929365	-0.0220971	0.00863719303225	0.00048828182841	-0.00204037	-0.00071082	5.052650724000001e-07	4.1631097369e-06	0.00193318	-0.0005225899999999	3.7371849124e-06	2.7310030809999985e-07	0.00092481	-0.0001249699999999	8.552735361e-07	1.5617500899999993e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6641.596986334012	3.968079234084144	44110810.52888104	15.745652807969805	19821.23998619104	-6.17468049924355	38.126679267738574	392881554.59017867	6155.120833277498	12.545823268987988	157.39768149668043	37885512.47224668	7847.766532914451	12304.767848737643	0.87721	30.497799	0.0627342999999999	0.0431256	-0.0480800493	-5.1132e-05	-0.0446320682	-0.0041484997	-0.0527605152	-0.0278004	0.0773178435	-0.0472067981	0.0652885464	0.0303121054	0.0482977406	-0.094206653	-0.014169244	-0.0361846082	-0.1374163403	0.0443386034	0.021579511	-0.1397069033	0.0513907303	0.0102079243	0.0600665213	-0.0832322008	-0.1003659449	-0.0044417908	-0.1522508723	-0.0136360246	-0.065071007	-0.1496211397	0.0062205142	-0.1174105725	0.0538061948	-0.1391183255	-0.0760034581	-0.0462200319	-0.1234525685	0.0308143719	-0.091203428	0.029204042	0.1319889513	0.1044757118	-0.0343507205	-0.042092058	-0.0063518595	-0.0832125433	0.045261668	-0.0071585236	0.0093020241	-0.0450807321	-0.0919668041	0.0241703407	-0.0293847982	0.1650346386	-0.0840454225	0.1032882557	0.0828993644	0.0442398645	0.047411283	-0.1425645455	0.0553484748	0.0788105427	0.0453113519	0.0506388212	0.0424429966	-0.0028601758	0.0114869973	0.1881167921	-0.1345520108	-0.0378797171	0.1441233256	0.1366388261	0.124451232	0.1079800393	0.0877921846	0.0	-0.134402	-0.0064359999999999	0.0180638976039999	4.1422095999999966e-05	0.0541431	-4.080000000000056e-05	0.00293147527761	1.6646400000000452e-09	-0.125345	-0.0324085	0.015711369025	0.00105031087225	-0.00164367	0.0003967	1.5737089000000006e-07	2.7016510689000003e-06	0.00201346	8.027999999999985e-05	4.0540211716e-06	6.444878399999975e-09	0.00092481	0.0	8.552735361e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6635.4905887142695	-6.106397619742893	44029735.352915645	37.28809189040167	19811.17271755472	-10.067268636321389	101.34989779586029	392482564.44478446	6136.202774074024	-18.918059203473604	357.89296402613235	37652984.48455375	7831.756257181642	12296.572412408395	0.778216	27.056068	0.0863126	0.0451571	-0.0596607531	0.0043732205	-0.0669701776	0.0252998106	-0.0187414173	-0.013534953	0.0449229416	-0.0863307201	0.0630676312	0.0744897603	-0.079388068	0.0538414832	-0.067908109	-0.0871082392	-0.0299266675	-0.0123096726	0.0106813837	0.113261202	-0.107558899	0.0105278328	0.1654688007	0.1827308304	0.1054520864	0.0148642957	0.022535123	-0.1525983781	0.0878894079	-0.0649920101	0.000536414	-0.0153041339	-0.0115122889	-0.0151337832	-0.0080291778	-0.1262343515	-0.0181416192	0.0075313253	-0.1055056627	-0.1290714484	-0.0394703135	0.1158506951	-0.0454798628	-0.0422456893	-0.0469881183	-0.0506362389	-0.0256979415	-0.05913647	-0.1511013651	0.0544905797	-0.0559585466	-0.1763001025	-0.0184261311	0.034819946	0.1395486153	-0.2049856774	-0.0270562763	0.0683037073	-0.0125452087	0.0386666332	-0.0555614019	-0.0066412204	0.1520860109	0.0100954457	0.069837065	0.0789264986	0.0561067811	-0.0005064874	-0.1050368203	-0.0700573755	0.1431261759	0.1327324313	0.1159649805	0.0936289832	0.0667969964	0.0	-0.111172	0.0232299999999999	0.012359213584	0.0005396328999999	0.0675927	0.0134496	0.00456877309329	0.00018089174016	-0.110444	0.014901	0.012197877136	0.000222039801	-0.00164367	0.0	0.0	2.7016510689000003e-06	0.00157796	-0.0004354999999999	2.4899577616e-06	1.8966024999999995e-07	0.00118395	0.00025914	1.4017376025e-06	6.715353960000004e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6638.496504463051	3.0059157487812627	44069635.83976814	9.03552948877122	19891.18705927611	80.01434172139125	6402.294881107572	395659322.6271135	6152.923934072818	16.721159998794064	279.59719170527075	37858472.93848613	7851.932670697774	12332.339639009591	0.861306	29.944874	0.0711647999999999	0.030782	-0.041688432	-0.0284090066	-0.0199213569	0.0068342268	-0.0159958673	-0.0125340476	0.0963998315	-0.1370865172	0.0262789799	0.0479451719	0.058502902	-0.0035979918	0.0137624674	-0.0755823989	-0.032215179	0.0289102919	0.0161042472	0.1256360195	-0.0429200564	0.0188750469	-0.11806933	0.0209593641	0.0001034712	-0.0667766993	-0.0651567079	0.1338392053	0.2005426406	-0.090425983	-0.0665185856	0.039646153	0.2116612749	0.0062116196	0.056020131	0.1652708696	-0.1149049628	0.0435368606	-0.0833207388	0.0364712173	-0.1128995333	-0.0927531023	-0.0165948172	0.0038560608	-0.0238241416	-0.0763312271	-0.0213242538	-0.0059774982	0.0012068787	-0.0881168155	-0.0494198087	-0.0367706448	-0.0580897531	-0.0756087649	0.0309194709	0.0275285194	-0.1010838062	-0.0360702205	-0.0592432071	0.1021747892	-0.018453515	0.1958155792	0.0650911264	0.007618897	0.0168018327	0.0522878337	-0.0378149973	0.1476963312	0.0562971508	-0.0807225496	0.1419657166	0.1282204088	0.1062887712	0.0775710461	0.0439007383	0.0	-0.129131	-0.0179589999999999	0.016674815161	0.0003225256809999	0.0705778	0.0029850999999999	0.00498122585284	8.910822009999944e-06	-0.0904428	0.0200011999999999	0.00817990007184	0.0004000480014399	-0.00146072	0.00018295	3.3470702500000035e-08	2.1337029184e-06	0.0017858	0.0002078399999999	3.18908164e-06	4.3197465599999976e-08	0.00139755	0.0002136	1.9531460025e-06	4.562496e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6621.782265196855	-16.714239266195364	43848000.3676756	279.3657942476269	19823.5486837682	-67.6383755079114	4574.949841349229	392973082.417728	6148.391621035123	-4.5323130376955305	20.541861471664888	37802719.5256149	7855.159953650245	11544.79759664838	2.141336	74.447418	0.2587391	0.202515	0.0625020506	0.053307845	0.0618553892	-0.0107399273	0.1056534985	0.0159385489	-0.0052121957	0.0132283247	-0.0821037742	0.0454715161	-0.0343581153	0.005813288	-0.0046246364	-0.0685266108	0.1630869092	-0.0101617629	-0.0457637504	-0.2384416959	-0.1232397029	0.012758182	0.0438070939	0.0466677937	0.1392347509	0.0303686839	-0.0612667457	0.00566678	0.1068047022	-0.0488264868	0.0837017855	0.1471338127	-0.3176512412	-0.0354591945	0.0560226085	0.1442043223	-0.1549315338	0.0375389748	0.0855511609	0.0895993339	0.1615622307	0.2755810633	0.0249804369	0.0938628161	-0.1396242425	0.0782897145	-0.0102534373	0.0421047402	-0.079839014	-0.109797599	0.0817392382	0.0721865722	0.021604271	0.0174383099	0.2388539648	0.0541672227	0.1559187945	-0.0217105212	0.0184540656	-0.0604439629	-0.0551686358	0.0032948604	0.0657339956	-0.0154827225	0.1077966206	-0.2167317214	-0.2664924426	-0.2095432805	-0.1629648807	0.0285497597	0.1406432718	0.123123346	0.0955218954	0.0600989683	0.0197550473	0.0	-0.133147	-0.0040159999999999	0.0177281236089999	1.6128255999999935e-05	0.0725819	0.0020041	0.00526813220761	4.016416810000035e-06	0.0903032	0.180746	0.00815466793024	0.032669116516	-0.0025523	-0.00109158	1.1915468964e-06	6.51423529e-06	0.00145723	-0.00032857	2.1235192729e-06	1.0795824490000005e-07	0.00137824	-1.931000000000003e-05	1.8995454976e-06	3.728761000000011e-10	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
