TrialNumber,Trialn,TrialType,Partner,Feedback,ITI,ISI,ran,order,studyStart,InitFixOnset,InitFixOffset,decision_onset,resp,resp_onset,rt,ISI_onset,isi_for_trial,ISI_offset,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset,final_fix_offset
1,1,3,1,3,4,1.700000e+00,1.0,0.0,2.4999026e-06,62.981083,66.98106,66.98669,2.0,68.44123,1.4545391,68.54169,2.6454608,71.188644,8.0,71.18879,72.20115,5.214456,72.20133,76.20249,--
2,2,6,2,3,1,1.700000e+00,1.0,1.0,--,--,--,76.403496,7.0,78.15989,1.7563947,78.26026,2.3436053,80.60569,1.0,80.60581,81.61005,5.206554,81.6102,82.61227,--
3,3,6,2,3,4,8.500000e-01,1.0,2.0,--,--,--,82.80178,7.0,83.42509,0.623309,83.52546,2.626691,86.15368,3.0,86.1538,87.15809,4.3563128,87.15824,91.15961,--
4,4,6,2,3,4,2.550000e+00,1.0,3.0,--,--,--,91.34576,7.0,92.17467,0.8289109,92.27503,4.121089,96.39805,4.0,96.39817,97.40279,6.0570264,97.40293,101.40406,--
5,5,1,1,1,2,2.550000e+00,1.0,4.0,--,--,--,101.40793,7.0,102.85763,1.4497004,102.95801,3.5002997,106.46073,6.0,106.46085,107.467865,6.059939,107.46802,109.4698,--
6,6,4,2,1,2,1.700000e+00,1.0,5.0,--,--,--,109.656044,7.0,111.42441,1.7683635,111.5248,2.3316364,113.85791,9.0,113.85803,114.86267,5.206629,114.862816,116.86406,--
7,7,5,2,2,3,8.500000e-01,1.0,6.0,--,--,--,117.047646,2.0,118.19113,1.1434897,118.29151,2.1065104,120.40052,5.0,120.40064,121.40615,4.3585052,121.406296,124.4085,--
8,8,1,1,1,2,8.500000e-01,1.0,7.0,--,--,--,124.4113,7.0,125.9597,1.548399,126.06008,1.701601,127.762764,7.0,127.76288,128.76857,4.357271,128.76872,130.77017,--
9,9,4,2,1,1,2.550000e+00,1.0,8.0,--,--,--,130.95558,7.0,132.20724,1.2516547,132.3076,3.6983452,136.00778,8.0,136.0079,137.01317,6.057583,137.01332,138.01457,--
10,10,2,1,2,3,8.500000e-01,1.0,9.0,--,--,--,138.01752,7.0,139.25833,1.2408223,139.3587,2.0091777,141.36987,5.0,141.37,142.37498,4.3574815,142.37514,145.37648,--
