global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05
3434.540600542171	n/a	n/a	11796069.136772577	8013.328440889399	n/a	n/a	64213432.70156692	3524.974239916496	n/a	12425443.39207488	n/a	3528.6718205568304	6157.8089707152	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.202989	n/a	n/a	0.041204534121	-0.101381	n/a	n/a	0.010278107161	-0.0578451	n/a	n/a	0.00334605559401	0.00573959	n/a	n/a	3.29428933681e-05	0.00300766	n/a	9.0460186756e-06	n/a	0.00129909	n/a	n/a	1.6876348280999995e-06	0.0	0.0	0.0	0.0	0.0	0.0
3414.9405642798483	-19.600036262322647	384.1614214843627	11661819.057563968	7977.900829234021	-35.427611655377405	1255.1156676042328	63646901.64109288	3512.8514085271177	-12.122831389378462	12340125.018390954	146.9630408952997	3516.244718538297	6048.5617788804775	0.988096	47.278397	0.1475368	0.0660979	-0.0957553398	0.0356469921	0.0816785302	-0.1116551076	0.0327240827	0.1156261274	-0.1008075529	0.0384771672	-0.0306501945	0.0166878609	-0.1088716782	0.0631569644	-0.0046662635	0.0106937726	-0.0096205551	0.1531631663	-0.0096619181	0.0166064591	-0.0019776332	0.0075921693	-0.0255863664	0.0350080145	-0.1841238959	0.0389297146	0.1106974188	-0.1541539248	0.1239017339	-0.0330657062	-0.1580297248	0.0215226184	0.02978602	0.0119382535	-0.0922806774	0.0782539948	0.0332201827	0.0484208587	-0.1052773351	-0.0503740861	-0.0794427561	0.0211807126	0.106057237	0.092199519	-0.045362286	-0.1069833538	0.0701732926	-0.0101102623	0.0104441513	-0.0444605556	0.1404332136	-0.0173511604	0.0009667545	-0.0006076486	0.0134442592	-0.0252935936	0.0788997746	-0.1916107012	0.0106794774	0.0868802365	-0.1345923772	0.0747020552	0.0680047598	-0.1765144476	0.0302905187	0.0417129915	0.0152661079	-0.0639318826	-0.0926308608	0.0364729853	0.0073832067	-0.109598798	-0.0543953548	-0.0124513984	-0.0981590057	0.111596291	0.0948122911	-0.0783296011	0.1466261977	0.1465634515	0.1464588945	0.1463125564	0.1461244791	0.0	0.210603	0.007614	5.797299600000015e-05	0.044353623609	-0.110511	-0.00913	8.335689999999999e-05	0.012212681121	-0.0213047	0.0365404	0.00133520083216	0.00045389024209	0.00681004	0.0010704499999999	1.1458632024999994e-06	4.63766448016e-05	0.0032983	0.00029064	1.087878289e-05	8.44716096e-08	0.000775132	-0.0005239579999999	2.745319857639999e-07	6.00829617424e-07	0.0	0.0	0.0	0.0	0.0	0.0
3409.2123312088256	-5.728233071022714	32.81265411595832	11622728.719266316	7973.883198839553	-4.017630394468142	16.14135398655424	63582813.26873571	3507.9360857800884	-4.915322747029222	12305615.581918128	24.1603977074629	3511.1376153550227	6026.809710398977	1.021421	48.872932	0.11574627	0.064086	-0.0811585515	0.1107029043	-0.0414446456	-0.0703213474	0.0807282734	0.058000428	0.0490168425	0.0396559755	-3.2649e-06	-0.0164813742	-0.0752032057	-0.0668060262	-0.083066781	-0.0141214444	-0.029708717	0.102892618	-0.0921041273	-0.0323954591	0.0147256313	0.1204985785	-0.1563015637	-0.0279058215	0.1585126032	0.0344666076	0.014620465	-0.0077916836	-0.0873282037	0.0085572844	0.1569930133	-0.0175506192	0.0979288748	0.0690177276	-0.0549143178	-0.0037563925	-0.0332667199	-0.089199499	-0.0055939151	-0.1595984117	0.0071707537	0.1060016152	0.0229368135	0.0314139952	-0.0413735023	-0.0804137359	-0.0583807889	-0.0917887406	-0.0175762815	0.0022517624	0.0989537101	0.05801022	0.0626458135	-0.0333754806	0.1232931704	0.190364456	-0.0253204563	0.0745387987	0.0953388641	0.0430928181	-0.0154102939	-0.0818691144	-0.0310088586	0.1541720936	-0.0183142492	0.0414640125	0.1119526658	-0.0771286694	-0.0067846149	-0.0269537968	-0.0758318932	0.0311080651	-0.170029798	-0.0044289587	0.0516951622	0.1020306187	0.0173676683	-0.0809319935	0.1464588945	0.1458947161	0.1449560281	0.14364524	0.1419657166	0.0	0.220797	0.0101939999999999	0.0001039176359999	0.0487513152089999	-0.114666	-0.004155	1.726402500000005e-05	0.013148291556	0.00320567	0.02451037	0.0006007582375369	1.02763201489e-05	0.00615381	-0.0006562299999999	4.3063781289999977e-07	3.78693775161e-05	0.00313944	-0.00015886	9.8560835136e-06	2.523649960000008e-08	0.00149778	0.000722648	5.22220131904e-07	2.2433449284e-06	0.0	0.0	0.0	0.0	0.0	0.0
3407.0110356094265	-2.201295599399145	4.845702315934043	11607724.196764415	7954.207470832987	-19.675728006565805	387.134272588358	63269416.48905531	3505.361408932108	-2.5746768479802995	12287558.607230494	6.62896087152577	3508.897945519649	5972.829987877578	0.904485	43.277771	0.0572978299999999	0.0282231	-0.050146902	0.0557758648	-0.0335399273	-0.0558055276	0.1007673915	-0.0129698328	0.0092241741	0.0026112695	-0.001242537	0.0103883682	-0.0600872294	-0.1266161018	-0.0535019032	0.0102593534	0.0790585176	-0.0708403116	-0.0858937837	-0.0198069764	0.0363548948	0.1027694995	-0.0368894023	0.103862628	0.0874827324	0.1178610028	-0.0938919154	0.0290607869	-0.1066777364	0.1328811583	0.1154700377	0.0462157682	0.0274640761	-0.0877477063	0.1941909409	0.0558737269	0.1272729752	-0.0652734444	-0.0489630337	0.0511330336	-0.0342457073	-0.0966788962	0.0072679745	-0.2595523824	-0.0066788996	-0.0607673422	-0.1229795346	-0.0566307308	0.0186657313	-0.0514483344	-0.0718539567	0.0915207883	0.0250940309	-0.0168279969	0.103756335	0.0300611177	0.0802238977	0.0683154784	0.1367706143	-0.0840565652	0.0626929276	-0.1063446566	-0.1540486969	0.1259185305	0.0362189667	0.0486558973	-0.0805262934	0.1437509266	0.0837317956	0.1581505136	-0.0709829905	-0.0739301757	0.0352934366	-0.0466665707	-0.0329678751	-0.0870939572	-0.2357546639	-0.0536861277	0.1461244791	0.1445602966	0.1419657166	0.1383592329	0.1337665517	0.0	0.208436	-0.0123609999999999	0.0001527943209999	0.043445566096	-0.118742	-0.0040759999999999	1.661377599999997e-05	0.014099662564	0.0138515	0.0106458299999999	0.0001133336963888	0.0001918640522499	0.00588502	-0.0002687899999999	7.224806409999983e-08	3.4633460400400006e-05	0.00328249	0.00014305	1.0774740600099998e-05	2.046330250000001e-08	0.00130532	-0.0001924599999999	3.704085159999999e-08	1.7038603024e-06	0.0	0.0	0.0	0.0	0.0	0.0
3422.873832948222	15.862797338795644	251.62833941170217	11716065.276281651	7996.192594000634	41.98512316764664	1762.750567402458	63939096.00035059	3509.436041269317	4.074632337208641	12316141.327760054	16.60262868342635	3512.6004036382456	6058.320171218351	1.037012	49.6189	0.1390634999999999	0.0716923	-0.015399655	0.0325975101	0.0019672429	-0.0223624926	0.0355805588	-0.0878627452	-0.0457471034	0.0700626865	0.0228141414	0.0569081758	-0.012720812	-0.0116463878	-0.0224632232	0.0430532562	0.0831531196	0.0426496417	0.1402560976	-0.1280096476	0.1052739135	-0.0740994805	-0.1304199122	0.1018420842	-0.1478631486	-0.0263519289	-0.0885829168	0.0912685592	-0.0688807854	0.0521541503	0.1038679083	0.1624374646	-0.088701828	-0.1555840114	0.0932854142	-0.1762948564	0.0786161861	-0.0958942148	0.040022576	-0.0042524129	-0.1021917582	0.0817034123	0.0350513828	-0.0043419647	0.1365349359	-0.0145914674	-0.0084442391	-0.0249244211	0.0521343774	-0.0880052441	-0.0114423255	-0.1543894819	0.1018249043	-0.0966105901	-0.0795072992	0.0600034701	0.1512658785	-0.0948352131	-0.0848386557	-0.1030339196	0.0868040482	-0.0703949004	-0.069998926	0.0835066273	0.1634858934	-0.0352824317	-0.1356180353	0.0014070101	0.263205787	0.0031724526	-0.0588276483	0.0117107671	-0.0061995595	-0.1125969941	0.0326163422	0.0775108568	-0.0358709603	0.1737718455	0.145623333	0.1425662815	0.1375186448	0.1305509005	0.121760336	0.0	0.193543	-0.014893	0.000221801449	0.0374588928489999	-0.11779	0.0009519999999999	9.063039999999896e-07	0.0138744841	-0.012052	-0.0259035	0.00067099131225	0.000145250704	0.00456852	-0.0013165	1.73317225e-06	2.0871374990400003e-05	0.00306972	-0.0002127699999999	9.4231808784e-06	4.527107289999988e-08	0.00172235	0.00041703	1.7391402090000009e-07	2.9664895225000004e-06	0.0	0.0	0.0	0.0	0.0	0.0
3443.0320614431057	20.158228494883588	406.35417605193663	11854469.776125165	8057.9326282257725	61.74003422513852	3811.8318261212753	64930278.24102551	3507.994934368581	-1.4411069007355763	12306028.459555626	2.0767890993476983	3511.260536365761	6101.811110294584	1.055431	50.500206	0.0826016	0.0425206	-0.0032813987	-0.095283192	0.1688699316	-0.010011862	-0.0998483758	0.0775165378	-0.1370048066	-0.057100588	0.0520908475	0.0950663066	0.0342919696	0.031857619	0.0250396916	-0.0381035677	0.08308374	-0.036732773	-0.1339887904	-0.0941165052	-0.0603856503	-0.1156849665	-0.0111380295	-0.0813476362	-0.1591139079	-0.0302167284	-0.0905483031	-0.1213668832	0.0076092996	0.1907614897	-0.2102548665	-0.0843775128	0.0920814818	-0.0751192499	0.0453098018	0.1514759503	0.0210889927	-0.0330386758	0.1705073377	-0.0655462891	0.0602611965	0.1185701665	0.0466854486	0.0812671013	0.0548310547	0.0314902188	0.0306805944	0.0404375605	-0.0212444026	-0.0815381244	-0.0540207972	0.1295699886	0.1223189943	0.0655676332	-0.1185634887	-0.0227011665	-0.0396528731	-0.1722787012	-0.0591240794	-0.0803998908	-0.126583191	-0.020398112	-0.150702686	-0.1750008662	-0.1357128793	0.1294651567	-0.0855620642	0.0982273783	-0.1098382371	0.0830302437	-0.0377889211	0.1859980237	-0.0598650183	0.0216750113	0.0531248396	0.0867247947	0.0603391715	0.077095916	0.1449560281	0.1399217693	0.1316604456	0.1203625908	0.1062887712	0.0	0.202378	0.008835	7.805722500000017e-05	0.040956854884	-0.0885776	0.0292124	0.00085336431376	0.00784599122176	-0.0425302	-0.0304781999999999	0.0009289206752399	0.0018088179120399	0.00444636	-0.00012216	1.492306560000012e-08	1.97701172496e-05	0.00306972	0.0	9.4231808784e-06	0.0	0.00156299	-0.00015936	2.5395609600000032e-08	2.4429377401e-06	0.0	0.0	0.0	0.0	0.0	0.0
3460.7750197462337	17.742958303128034	314.81256934654004	11976963.737299545	8104.398631319086	46.4660030933137	2159.0894434678385	65681277.17532668	3518.393042145014	10.39810777643288	12379089.599014446	108.12064533031392	3521.959946330796	6176.36562183504	1.0058	48.125473	0.0763059	0.0414909	0.0330196962	-0.1984065659	-0.0171758324	0.0254957579	-0.1624509202	-0.1078202421	-0.1189625043	-0.1159588391	0.0291658609	-0.0606529824	0.0131347848	-0.1521272806	0.0224650332	-0.051053222	-0.1664713469	0.1256308206	0.0415144122	0.058183279	0.2338133187	0.0093742666	0.1497745312	0.0327756809	-0.1073411453	-0.1014825114	0.0143832669	0.2060663363	0.066701049	0.0954074432	-0.0397048182	-0.120534801	-0.1678223228	-0.0338735242	-0.0727735337	0.0621705022	-0.0300470238	0.0996600384	-0.0823335716	0.038053049	0.0979278236	-0.0373449351	-0.0021870644	-0.0445412716	-0.2170856585	0.0144051981	-0.1488914374	0.0270402674	-0.0653174834	0.0983350003	0.1661050414	-0.054674835	-0.0314342853	-0.2441487946	0.013172233	-0.1824166551	0.0079934992	-0.0224800841	-0.152812604	-0.0167029897	0.1398116986	0.1177113878	-0.104032426	-0.0418605171	-0.1030304331	-0.1601374213	-0.0834410044	-0.0522741511	-0.0862667006	-0.0094794819	0.0509602766	-0.047259264	0.035287482	0.1519353665	-0.0107558605	-0.0336386478	-0.0066671426	-0.1363254795	0.1441233256	0.1366388261	0.124451232	0.1079800393	0.0877921846	0.0	0.199643	-0.002735	7.480225000000083e-06	0.0398573274489999	-0.0573481	0.0312295	0.00097528167025	0.00328880457361	-0.0627206	-0.0201904	0.00040765225216	0.00393387366436	0.00463783	0.00019147	3.666076090000001e-08	2.15094671089e-05	0.00300243	-6.729000000000023e-05	9.0145859049e-06	4.527944100000031e-09	0.00174725	0.00018426	3.3951747600000044e-08	3.0528825625e-06	0.0	0.0	0.0	0.0	0.0	0.0
3467.732403530871	6.957383784637386	48.40518912673524	12025168.022497991	8128.132019448788	23.73338812970178	563.2737121150693	66066530.12558863	3520.736726238508	2.343684093493721	12395587.095484646	5.492855130095484	3524.4114004756093	6249.415926100482	1.034992	49.522251	0.2008633999999999	0.0951796	0.0115881058	-0.18644955	-0.215632529	0.005444757	-0.1307575412	-0.3181641173	0.0472899151	-0.0636221219	0.0623430901	-0.234196685	0.0042951343	0.0013955451	0.1112959588	0.2079354983	0.0650607171	-0.1519889876	0.0285284337	-0.1661948754	-0.1100938072	0.0130541013	0.1603711345	-0.128974476	0.1775098221	-0.2702712871	-0.0776478181	0.0463189474	-0.0362182375	-0.0525985644	0.0257696486	-0.1689959145	0.0116699407	0.0543801061	-0.0303547579	0.0786379287	-0.1439718286	0.0788140591	-0.0347066505	0.1023273091	-0.175519616	-0.0004320788	-0.0981277249	0.0718059772	0.0861224351	0.0076278938	-0.0124937563	0.1332147293	0.2136591838	0.0195640886	-0.159880806	-0.0264081408	0.1200672841	0.1338990528	0.0175700381	-0.0452483971	-0.1953996125	0.258580475	-0.2156806919	-0.0452445952	-0.0070181069	-0.0133937813	0.0543568864	0.0574797146	-0.1496347602	-0.0207111087	0.0131488009	0.0037055004	-0.1696621132	-0.0922890747	0.0522462588	-0.0921882344	0.1317615547	-0.1344458378	0.0305821258	0.028364033	0.0632474033	0.1076694444	0.1431261759	0.1327324313	0.1159649805	0.0936289832	0.0667969964	0.0	0.176041	-0.0236019999999999	0.0005570544039999	0.030990433681	-0.0532361	0.0041119999999999	1.690854399999998e-05	0.00283408234321	-0.144789	-0.0820684	0.00673522227856	0.020963854521	0.00335729	-0.0012805399999999	1.6397826915999991e-06	1.12713961441e-05	0.0027797	-0.0002227299999999	7.72673209e-06	4.9608652899999995e-08	0.0020656	0.0003183499999999	1.013467224999999e-07	4.26670336e-06	0.0	0.0	0.0	0.0	0.0	0.0
3462.3321803434087	-5.400223187462416	29.16241047440673	11987744.127041545	8061.631701692621	-66.50031775616662	4422.29226167113	64989905.69373547	3513.26321205772	-7.473514180787788	12343018.397198128	55.85341421043616	3516.150819151552	6129.196544434962	1.162492	55.622871	0.18469	0.113932	0.061181179	-0.1305737393	0.1610964729	0.0345043735	-0.1373149882	0.010128454	-0.087680656	0.0724000207	0.0810451877	0.1721078417	-0.0160569285	0.0392468068	0.0038301905	0.1490727559	0.1830858487	-0.0110377632	0.0522141103	0.0704473099	-0.1513452743	0.2004207193	0.0903342519	-0.0182659703	-0.0034614278	0.0606742058	0.046586396	-0.023457365	-0.1345445593	-0.0682976139	-0.0470398552	-0.0670575807	0.0372726491	0.078405726	-0.1135307303	-0.0381709714	-0.1618558825	0.1397905776	0.1911689884	-0.0266037347	0.0802641765	-0.090133909	-0.18247611	0.0384677062	0.0219606084	-0.0146251436	0.0372872292	-0.0004414424	0.1561225563	-0.1546386534	-0.0537067698	-0.0339649367	-0.106657518	0.1664325434	0.2027726226	-0.0534420086	-0.0392709341	0.0120241045	0.0321564475	0.0324748049	0.0641642907	-0.1186478826	0.0684545148	-0.0601124343	-0.0603217381	0.0010437831	0.0770493561	-0.0485398615	-0.1259620178	-0.1508580942	0.1934458839	0.1711154129	0.0097755206	-0.0195742231	0.0706519212	-0.1943318042	0.0728851202	0.0224884918	0.1419657166	0.1282204088	0.1062887712	0.0775710461	0.0439007383	0.0	0.15687	-0.0191709999999999	0.0003675272409999	0.0246081969	-0.0593636	-0.0061275	3.7546256250000016e-05	0.00352403700496	-0.069873	0.074916	0.005612407056	0.004882236129	0.00219704	-0.00116025	1.3461800625000006e-06	4.8269847616e-06	0.00270034	-7.936000000000011e-05	7.291836115599999e-06	6.2980096000000175e-09	0.0016157	-0.0004498999999999	2.0241000999999985e-07	2.61048649e-06	0.0	0.0	0.0	0.0	0.0	0.0
3487.9517525378246	25.619572194415923	656.3624794248896	12165807.428031685	8169.736811211768	108.10510951914694	11686.714704146754	66744599.56446863	3537.059092920151	23.795880862431204	12510787.026809122	566.2439460190196	3540.3004457700504	6043.536660536377	1.50058	71.79969	0.4100094	0.307065	0.3248225647	-0.088267913	-0.1102050411	0.3083522629	-0.1333413308	0.0479484354	0.3079862261	-0.0466558439	0.0390933781	0.1796587909	0.2589697128	0.0216565941	0.1608333278	0.0296946172	-0.2780237529	0.1014361155	-0.0372403866	0.1314276544	-0.1099204379	-0.1168640212	-0.0345593962	-0.2283948431	-0.0363078756	0.0522492051	0.154667391	0.0610036291	0.1272420149	-0.0126815397	0.166127088	0.0554226332	-0.1460980158	0.0373849414	-0.0172261552	-0.1165720668	-0.1026691529	0.079122365	-0.1355742732	-0.0057682804	0.1058854717	-0.0466815929	-0.1088001693	-0.1675821258	-0.1230902893	0.2623017112	0.0173012088	0.1672265742	-0.01821841	0.2155124817	0.2124890095	0.0444786994	-0.1215892123	0.0759735632	-0.1344287895	0.0592572188	-0.1875175429	-0.1195141657	0.0212662671	0.154585987	0.0508614006	0.1401702987	0.016263154	0.127880933	0.0991817862	-0.1637234984	0.0210723031	-0.0344677957	0.0482433037	-0.1419863435	0.0836706979	-0.1382683474	-0.0100732614	0.0697332584	0.0933943345	-0.1314519701	-0.1443990634	-0.2072611704	0.1406432718	0.123123346	0.0955218954	0.0600989683	0.0197550473	0.0	0.153734	-0.003136	9.834496e-06	0.023634142756	-0.0227152	0.0366484	0.0013431052225599	0.00051598031104	0.240198	0.310071	0.0961440250409999	0.057695079204	0.0027504	0.00055336	3.0620728960000013e-07	7.56470016e-06	0.00237916	-0.0003211799999999	5.6604023056e-06	1.0315659239999993e-07	0.00194424	0.00032854	1.079385316e-07	3.7800691776e-06	1.0	0.0	0.0	0.0	0.0	0.0
