global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05
3457.3803734784447	-30.57137905937998	934.6092175922968	11953479.04691395	8119.473152972282	-50.263658239486176	2526.4353396158667	65925844.28183765	3531.76019583211	-5.298897088041031	12473330.080864064	28.07831034964972	3535.504469272048	6187.293449777737	1.317286	63.02943	0.3124232	0.20652	0.1009920809	-0.0061001466	-0.079258498	0.1233803329	-0.1076561535	0.0322141093	0.2321872993	0.1427435511	0.0086882898	-0.1881449134	0.1084020575	0.2171161732	0.2281916009	-0.0475053298	-0.0314854673	-0.2432405434	-0.0945390307	-0.0451235282	-0.0764083911	0.0151320517	-0.0900554645	0.1071303392	-0.0766431687	-0.0642170374	0.0087285158	-0.0842128319	-0.0204445152	-0.0255104213	0.1393005923	0.2154944268	0.0843316343	-0.0082046656	-0.0843329175	0.0354176484	-0.0255782548	-0.0492090834	-0.0441692383	-0.1556572445	0.2136882357	-0.1287057058	0.0955444054	0.135571981	0.0244878581	0.1115793659	0.2067385615	0.2366399205	-0.05223795	0.0962613736	-0.2076440175	0.1014168289	0.0313280565	0.0950009184	0.0132982456	0.0505750092	0.1352636087	-0.0632075459	-0.0591564765	0.0265520983	-0.0720636771	-0.0620504552	0.0034594247	0.1306867892	0.2190853359	0.1048641508	0.0365986565	-0.070694596	-0.0422842943	-0.0026430214	-0.0477249129	0.0314642789	-0.1720190811	0.2253690877	-0.1288940029	-0.0989588723	0.1184858886	0.0829589642	0.1391603506	0.1174644996	0.0837748356	0.0415312705	-0.0049528805	0.0	0.172853	0.0191189999999999	0.0003655361609999	0.029878159609	-0.0405607	-0.0178454999999999	0.0003184618702499	0.0016451703844899	0.0500628	-0.1901352	0.03615139427904	0.00250628394384	0.00330472	0.00055432	3.072706624000001e-07	1.09211742784e-05	0.00184792	-0.0005312399999999	3.4148083264e-06	2.822159375999999e-07	0.00256515	0.0006209099999999	3.855292280999999e-07	6.5799945225e-06	0.0	0.0	0.0	0.0	0.0	0.0
3402.3816910092805	-54.99868246916412	3024.855073343941	11576201.17131517	7960.689480071373	-158.78367290090955	25212.25477990304	63372576.99811902	3519.4965931111847	-12.26360272092552	12386856.268921236	150.39595169669178	3522.9577746743275	6001.078251207828	1.207989	57.799805	0.0430074	0.0282843	-0.0265980766	0.2319461534	-0.0481039319	-0.0112935288	0.1385657664	0.1632664872	0.1844200065	0.1866318118	-0.1006068769	-0.0844038581	0.0348338801	0.1261449252	-0.1534033965	-0.0752067284	-0.074253027	0.0639228087	0.0195131755	0.0502963116	0.0028514649	-0.0631876259	-0.0007003044	-0.0024541275	0.0418000809	0.1232572024	0.0454221008	0.2187374416	0.053430642	-0.1228157679	-0.1582362162	-0.0009096586	-0.1134987573	0.1552410576	-0.0038815259	-0.187919839	0.1457220286	-0.0857327585	0.1175292399	0.1491841328	-0.0551478411	-0.0775082659	-0.0026370108	-0.0716793429	-0.0025977988	0.0347385891	0.1299267763	-0.1530708749	-0.0712858741	0.0589778362	0.0707804058	-0.0148259503	-0.0328145744	-0.0412547961	-0.0615305078	0.0149534556	-0.0038849729	0.0369808387	0.0728628436	0.0115498602	0.2054693972	0.1353771171	0.1060268936	-0.17896126	-0.02544219	-0.1388000168	0.1480737259	-0.0177487527	0.212490466	0.0316802475	-0.0338776716	0.1201751947	0.1454470559	-0.087679991	-0.0586110473	-0.0638494528	-0.0552757636	-0.0288700216	0.1375186448	0.1112696897	0.0711681327	0.0222064467	-0.0295198472	0.0	0.176431	0.0035779999999999	1.2802083999999983e-05	0.031127897761	-0.0674969	-0.0269362	0.00072555887044	0.00455583150961	0.0464196	-0.0036431999999999	1.3272906239999997e-05	0.0021547792641599	0.00343639	0.0001316699999999	1.733698889999999e-08	1.18087762321e-05	0.00188273	3.480999999999992e-05	3.5446722529e-06	1.2117360999999942e-09	0.00257567	1.0519999999999974e-05	1.1067039999999943e-10	6.6340759489e-06	0.0	0.0	0.0	0.0	0.0	0.0
3399.366530986468	-3.0151600228123243	9.091189963165617	11555692.811990974	7924.011134857827	-36.67834521354598	1345.3010076040514	62789952.46535082	3511.1443795695177	-8.35221354166697	12328134.854182614	69.75947104560511	3514.528787916727	6039.7453766576655	1.248669	59.746273	0.2049926	0.137568	-0.0961903135	0.0938061678	0.0925520143	-0.0785751348	0.1076069089	0.0384837288	-0.0648824478	0.0506989129	-0.1083568142	0.0026815994	-0.037684105	0.0110608759	0.0034475755	-0.2562197834	0.1027675936	-0.2176182605	-0.0173992935	0.1109768468	-0.1174489885	-0.0801356958	-0.1211279086	-0.149362737	0.0574524442	0.0469050809	-0.1428237716	0.0315742122	0.2155362585	-0.190851624	-0.1286213228	0.1480764682	0.017274816	-0.0076169804	0.1607786702	0.1196874971	0.0150238151	-0.0551107082	0.0311520477	0.297693281	-0.0985700721	0.0358966449	0.160757664	0.0160810107	-0.0049408214	-0.0387902212	0.011578348	-0.0105554375	-0.2408985696	-0.0423881144	-0.2338324596	0.0842106985	-0.1125940979	0.0777567259	-0.1099864486	0.1648599549	-0.1277684564	-0.0223034598	0.0530106739	-0.1369328084	0.0043329153	0.2151165637	0.1885411757	-0.0775133601	0.131194291	0.0832767676	-0.0311440431	0.2020283194	-0.0041682743	0.0574836171	-0.1148517121	0.0178029021	0.284964056	-0.018185329	-0.1318236991	0.164820469	-0.0303461646	0.0223597466	0.1357200277	0.1045671817	0.0578311484	0.0024767935	-0.0532466671	0.0	0.187486	0.011055	0.000122213025	0.035151000196	-0.0774346	-0.0099377	9.875788129000015e-05	0.00599611727716	-0.0709313	-0.1173509	0.01377123373081	0.00503124931969	0.00421126	0.0007748699999999	6.004235168999993e-07	1.77347107876e-05	0.00180364	-7.908999999999998e-05	3.2531172496e-06	6.255228099999996e-09	0.00305469	0.00047902	2.2946016040000013e-07	9.3311309961e-06	0.0	0.0	0.0	0.0	0.0	0.0
3387.292412929287	-12.074118057181296	145.7843268587514	11473749.890688311	7902.070140432804	-21.94099442502284	481.4072363588832	62442712.50431971	3506.379357088713	-4.765022480804873	12294696.195817854	22.705439242575828	3509.204622092317	6059.611600377644	1.075569	51.463799	0.38174325	0.196815	-0.2020102269	0.107868783	-0.0957381067	-0.1967185229	0.1662829383	0.0608823534	0.0319113481	-0.139304664	-0.0255948926	-0.0266175145	-0.1670815047	0.0422492664	-0.1393911734	0.0455171902	0.0524180176	0.0241331258	0.1110705207	0.1139111382	0.163333418	-0.1281941619	0.1687859907	0.1630387265	0.1826533055	-0.0211241233	0.0866918853	-0.2302045082	0.0703851172	0.0091682793	0.0897876111	-0.1887125381	-0.0275682649	-0.0754201452	0.1121265157	0.0042766883	-0.1175156281	0.0047283547	-0.1059358401	0.1092530692	-0.035899973	-0.1720393793	0.0904270982	0.0822305353	0.1423184551	-0.1677455369	0.0425566823	-0.1418477225	0.0577025466	-0.0554674701	0.0005360579	-0.0954373128	-0.1194079486	-0.1332631587	-0.0981819079	-0.2067521053	0.0926870141	0.1946963537	0.0976656927	0.1129927807	-0.2526726454	0.0034189275	0.0175496867	0.1226870461	-0.1612933973	-0.0352199545	-0.1071922026	0.1034461785	-0.0088200594	-0.092817028	-0.0163550536	-0.12690638	0.0989807311	0.0252220447	-0.1993237458	-0.0517947647	0.0488411553	0.0947470525	0.1337665517	0.0973875576	0.0439007383	-0.0172980123	-0.0754580649	0.0	0.104194	-0.083292	0.006937557264	0.0108563896359999	-0.0987979	-0.0213632999999999	0.0004563905868899	0.00976102504441	-0.242816	-0.1718847	0.02954435009409	0.058959609856	0.0036358	-0.0005754599999999	3.311542115999999e-07	1.3219041639999998e-05	0.000462115	-0.001341525	2.1355027322500002e-07	1.7996893256250002e-06	0.00324177	0.00018708	3.4998926400000024e-08	1.0509072732900002e-05	0.0	0.0	0.0	0.0	0.0	0.0
3408.0132594823995	20.72084655311255	429.3534818776363	11614554.376807848	7938.306273602425	36.2361331696211	1313.0573470865145	63016706.49351562	3495.709462531482	-10.669894557230691	12219984.646432145	113.84664986242112	3499.154811144801	6037.327389465049	1.146271	54.846733	0.2717194	0.181637	-0.039584789	0.0910911037	-0.0406412861	-0.0106342585	0.138433863	-0.0879466073	-0.0182150295	-0.1027448774	-0.020088402	0.1392648664	-0.0486784596	-0.1969195218	-0.0401077021	-0.0817647156	-0.0496368702	0.0695651598	0.1256387107	-0.1613666132	0.0009510535	-0.0832228974	-0.061047755	-0.0608431547	0.0255035342	-0.0042199616	0.0696992803	-0.0539402941	0.0124882307	-0.1314857818	0.0178629391	0.0198554344	-0.004443457	0.0861413662	-0.1184150561	-0.0607522216	0.1000548678	-0.0338859676	-0.0520790976	-0.1293513301	0.1600438429	0.1306937681	-0.0295504902	-0.0406798377	-0.0434010168	-0.0508565798	-0.1955180646	-0.0510298736	-0.0759565279	0.016693904	0.0455210561	-0.1607641228	0.1507738896	-0.0005681753	-0.0934744199	0.0673941924	-0.034509222	-0.0081966042	0.0158181013	0.0739036665	-0.0425643295	0.0006150985	0.1390439448	-0.003959505	0.0299467998	-0.0382055074	0.101337655	-0.1332259165	0.0339615457	0.0550352411	-0.0115681684	0.0030876292	-0.142749019	0.1288999318	0.1346753993	0.0209174303	-0.0483569387	-0.0046828593	0.1316604456	0.0897635764	0.0295198472	-0.0367574707	-0.0955218954	0.0	0.129773	0.025579	0.000654285241	0.016841031529	-0.0863002999999999	0.0124976	0.00015619000576	0.0074477417800899	-0.109564	0.133252	0.017756095504	0.0120042700959999	0.00191505	-0.0017207499999999	2.9609805624999994e-06	3.6674165025e-06	0.000613031	0.000150916	3.75807006961e-07	2.2775639056000004e-08	0.00310562	-0.00013615	1.8536822500000067e-08	9.6448755844e-06	0.0	0.0	0.0	0.0	0.0	0.0
3427.4779188683856	19.464659385986124	378.8729650124577	11747604.88433036	8026.510271924607	88.20399832218209	7779.9453200195	64424867.14531123	3520.295881435532	24.58641890404988	12392483.092851968	604.4919945254212	3523.718593689297	6089.737248180454	1.088408	52.078094	0.12655785	0.0500915	-0.0250912969	0.0433853274	-0.0478226532	-0.0094357782	0.0108260289	0.1062904689	0.0184577728	-0.0681076974	0.0420357036	-0.0667311872	0.0103599058	0.042943511	0.0660974755	-0.1850548279	-0.0922848905	0.1494428096	0.2438218684	0.0281403301	0.0802854068	0.061535486	0.1221023143	0.0058324754	0.0937970788	-0.0494121542	-0.068114249	-0.0193349351	-0.0812799342	0.0864840921	-0.0548543595	-0.0652982276	0.219310871	0.2046708649	-0.0224750386	0.0937146501	-0.0044721017	0.1157150282	-0.083093792	-0.0815486931	-0.0335768439	0.0120556316	-0.1711850931	-0.0093841597	0.0827817066	0.0096233073	0.0409928054	0.0380643332	-0.2048714029	0.037610849	0.1185843758	-0.261820492	-0.0535695518	-0.0759822697	0.0632966277	-0.0789693298	-0.0538950171	0.1400463792	-0.0215844852	-0.0609929855	-0.0236186335	-0.0727713992	-0.0812710415	-0.0581725815	-0.0968597087	0.1525525473	0.2218288856	0.0046028822	-0.1511559228	0.0374798312	0.0959610561	-0.1421826102	-0.0503009282	-0.0686264799	0.1146419817	-0.0762105966	0.0318794904	0.0030028623	0.1294041125	0.0817300246	0.0148360426	-0.0555468308	-0.1128671336	0.0	0.16074	0.0309669999999999	0.0009589550889999	0.0258373475999999	-0.0615973	0.0247029999999999	0.0006102382089999	0.00379422736729	-0.084784	0.0247799999999999	0.0006140483999999	0.007188326656	0.00235256	0.00043751	1.914150001000001e-07	5.5345385536000006e-06	0.000789678	0.000176647	6.235913436840001e-07	3.1204162609000024e-08	0.00279762	-0.000308	9.486400000000009e-08	7.826677664399999e-06	0.0	0.0	0.0	0.0	0.0	0.0
3432.5264609280885	5.048542059702868	25.487776928588875	11782237.904971508	8031.366036760046	4.855764835439004	23.57845213708598	64502840.41642277	3512.061694412351	-8.23418702318122	12334577.345358552	67.80183593272602	3515.717457970632	6159.141386996097	1.023807	48.98708	0.1055184	0.0603781	-0.0164332647	0.0130998741	0.0660780641	-0.0160535429	0.0136238236	-0.0707303007	-0.1591566086	0.0322438903	-0.1603155565	-0.0481739726	-0.0109015023	-0.0279223747	-0.0123151054	0.0089196803	0.0090702639	-0.0912921862	-0.2081256415	0.1767140187	-0.0017025178	-0.0118227461	-0.0059144183	0.0304129038	-0.0185118125	0.0187958142	0.0024026114	0.1432636597	-0.1692450769	-0.0186156147	0.0131166357	-0.1004130988	-0.0038402637	-0.1669568793	-0.2046567103	0.1003898093	0.2570370892	0.1356703663	-0.0113520195	0.0765642466	-0.0584560487	0.0257773843	0.1220311503	-0.0205413721	-0.0562652297	-0.0022517739	-0.0269325334	-0.0044299742	0.0084028835	0.0230013888	-0.0374451084	0.256128547	-0.1456569826	-0.0185276001	-0.0063032558	0.0146714532	0.0253137481	0.0130137326	-0.0176946097	-0.0154176155	0.1664599292	-0.1042493383	-0.0032398912	-0.0164012143	-0.0860193062	-0.0128311874	-0.1409551679	-0.2482262159	-0.0333913664	0.2818221815	0.1145943918	-0.0103527989	0.07646593	0.0095952747	-0.1126335052	0.1072197356	-0.0388849182	-0.0178156963	0.127000127	0.0733235575	0.0	-0.0733235575	-0.127000127	0.0	0.162477	0.001737	3.0171690000000566e-06	0.026398775529	-0.057864	0.0037333	1.3937528890000016e-05	0.0033482424959999	-0.123586	-0.038802	0.001505595204	0.015273499396	0.00263989	0.00028733	8.255852890000007e-08	6.969019212100001e-06	0.00154836	0.0007586819999999	2.3974186896e-06	5.755983771239998e-07	0.00297653	0.00017891	3.20087881e-08	8.859730840899998e-06	0.0	0.0	0.0	0.0	0.0	0.0
3427.460250618517	-5.066210309571488	25.66648690080844	11747483.769569946	7971.685545414052	-59.68049134599369	3561.761047299228	63547770.43496334	3511.629061560116	-0.4326328522347467	12331538.66599358	0.1871711848327721	3515.4398179132068	6096.894896470413	1.011028	48.37561	0.1140988	0.0867899	-0.0543072418	0.0035326141	0.2333214074	-0.0338869055	0.0296066626	-0.0090289594	-0.0936532821	0.0305124111	-0.1198376461	0.0833371737	-0.0716013297	-0.0418286883	-0.144535845	0.0806711259	-0.1118852638	0.0867888055	-0.0893871159	0.1265096424	-0.0758417076	0.1273379693	0.0213718305	0.1676551703	0.1976518845	-0.0412012782	-0.0735673174	0.0687740899	-0.0662471746	-0.0714415058	-0.0295211872	0.179773243	0.0629252848	-0.0645991565	0.0155938141	-0.1181891948	-0.2011868336	0.0246292654	0.1647157976	0.0253489009	-0.0936698905	0.0359065489	-0.1683559771	0.1142731343	0.0878175174	-0.0714336524	-0.0449668439	-0.1475688023	0.0596203047	0.1043828837	0.1451579947	0.1007352359	-0.1200732462	0.0596980792	0.1476588167	0.0348423768	0.1046314986	0.2486146012	0.0003926524	-0.0685887489	0.0590519654	-0.0396020249	0.0380906494	-0.0027750392	0.1482660046	0.1175856698	-0.0381487616	0.0464959291	0.0190951416	-0.2200936721	0.0713945968	0.1512823443	0.0538941831	-0.1308871169	0.1456982065	-0.0283848544	0.1276794508	0.1360081888	0.124451232	0.0645825318	-0.0148360426	-0.0897635764	-0.1375186448	0.0	0.157128	-0.005349	2.861180100000022e-05	0.0246892083839999	-0.0593678	-0.0015037999999999	2.2614144399999987e-06	0.00352453567684	-0.210335	-0.0867489999999999	0.0075253890009999	0.0442408122249999	0.0025319	-0.00010799	1.1661840100000016e-08	6.410517610000001e-06	0.00124935	-0.0002990099999999	1.5608754225e-06	8.940698009999996e-08	0.00297947	2.940000000000321e-06	8.643600000001886e-12	8.8772414809e-06	0.0	0.0	0.0	0.0	0.0	0.0
3434.291643054893	6.831392436376063	46.667922619776085	11794359.089556675	8053.698178068121	82.01263265406851	6726.071914851184	64862054.34341777	3506.337858340364	-5.291203219751878	12294405.176830892	27.99683151271265	3509.825249945367	6148.497185920822	1.049578	50.220181	0.28534575	0.130654	-0.059991288	-0.0915906572	0.002719682	-0.0664069092	-0.0772615711	0.0225321865	-0.0648341423	-0.1696040643	-0.0968761378	-0.0048930637	-0.0608659362	0.0547049757	-0.0031831638	0.0678882384	-0.0222362793	-0.0607649476	0.0330079841	-0.0283064546	-0.0928228695	-0.1559138323	0.0622685616	0.059748801	0.0844357802	0.0065060247	0.1604512403	-0.1177150327	-0.0486707007	0.0803791947	-0.2264564423	0.133968658	-0.0898263155	-0.0701164783	-0.083568613	-0.0500140618	0.0275083227	-0.2114377132	0.0848399376	0.0888171034	0.1819288512	0.1103713732	-0.1313881137	-0.0874209114	-0.0350281396	-0.0617317166	0.0573119575	-0.0043060675	0.0672682322	0.0395384692	-0.0476458193	-0.0290576259	0.0043382252	0.1072412059	-0.1531852879	-0.0432929056	0.0385184162	0.0878840604	0.0588079405	0.1666991455	-0.1073390455	-0.0476705269	-0.0597950845	-0.2566776861	0.113276736	-0.0286781734	-0.0720852431	-0.0756936449	0.0697212548	-0.0089713854	-0.1987178274	0.1687435465	0.0582661855	0.1106834493	0.2231685855	-0.0562726041	-0.0753573089	-0.0342350002	0.121760336	0.0555468308	-0.0295198472	-0.1045671817	-0.1441233256	0.0	0.0979857	-0.0591422999999999	0.0034978116492899	0.00960119740449	-0.0176544	0.0417134	0.0017400077395599	0.00031167783936	-0.263943	-0.0536079999999999	0.0028738176639999	0.0696659072489999	0.00229194	-0.00023996	5.75808016e-08	5.2529889636e-06	-0.000481961	-0.001731311	2.32286405521e-07	2.997437778721e-06	0.0023331	-0.00064637	4.1779417690000034e-07	5.443355609999999e-06	0.0	0.0	0.0	0.0	0.0	0.0
3455.4397923921288	21.148149337235736	447.24422039002434	11940064.158846958	8031.194371811887	-22.503806256233474	506.4212960180929	64500083.03782293	3514.077503568503	7.73964522813867	12348740.701086242	59.90210825744968	3517.400818961854	6146.703216694238	1.169288	55.94804	0.456619815	0.245293	0.0450445161	-0.0827960679	-0.1246598367	0.0615224728	0.0589417762	-0.1798600553	0.0345142263	-0.1473436549	0.2586802229	-0.0097659088	0.0216113116	-0.0182074625	0.0879816959	0.0323594279	0.045679255	-0.1764446538	0.0664219366	0.0251423099	0.1097328404	-0.0099820622	0.0083192498	0.2324684093	0.0522254901	0.1533558426	-0.1070871825	-0.1771922486	0.0380960221	-0.0895668933	-0.0176672766	-0.0860498916	-0.0124562313	0.0690117903	0.0737569833	-0.1453701394	0.1049267022	-0.0663084255	-0.0834921531	-0.0496877543	-0.0254897006	-0.1053185475	-0.0531412888	0.1080271448	-0.1828930447	0.0179908528	-0.0301846309	0.0859530046	0.0281223941	0.0171718063	-0.1922491806	-0.0516087237	-0.0553604842	-0.0770845637	0.0021369999	-0.0653312365	0.213975847	0.0528941487	0.2022474178	-0.1084536647	-0.148877147	-0.0357915017	0.0985316827	-0.0063756747	-0.0706862075	-0.0414998252	0.0689434319	0.0335974805	0.1617244034	0.0069732138	-0.0491757031	-0.0957357897	-0.0516548761	-0.052211921	-0.0408732648	-0.0914526075	0.1549189904	-0.1960811062	0.1189305091	0.0462576824	-0.0439007383	-0.1174644996	-0.1466261977	0.0	-0.0163296	-0.1143153	0.0130679878140899	0.00026665583616	0.0094438	0.0270982	0.00073431244324	8.918535844e-05	-0.176302	0.087641	0.007680944881	0.0310823952039999	8.40247e-05	-0.0022079153	4.87488997197409e-06	7.06015021009e-09	-0.000322554	0.0001594069999999	1.0404108291600003e-07	2.5410591648999996e-08	0.000149116	-0.002183984	4.769786112256e-06	2.2235581456e-08	0.0	0.0	0.0	0.0	0.0	0.0
3458.3663777287543	2.926585336625521	8.564901732551517	11960298.002604704	8128.65243027058	97.4580584586929	9498.073158538004	66074990.33214381	3512.3503473368423	-1.7271562316605014	12336604.962437237	2.9830686485637035	3515.469255543718	6055.531344767529	1.41283	67.601036	0.267619575	0.189747	0.231490527	0.0161162859	0.1014471772	0.1830193571	-0.0386753959	0.0561398363	-0.0807431612	0.0524443396	-0.1048238248	0.0291778477	0.1968574672	-0.0990172708	0.0200187553	0.013136343	0.0301071692	0.0672981253	0.0555501087	-0.0119073441	0.1304391418	-0.0005253135	0.1338478712	-0.1664876772	-0.0241792092	-0.0283613759	0.0475745567	-0.1460473812	0.143808171	-0.0987819351	-0.0378957815	-0.1439039082	-0.1210821861	-0.0868431442	0.2489326335	-0.1403499325	0.0500936708	0.0867049088	0.2424303612	-0.0869797856	-0.0131789196	0.1959662721	0.0535505988	0.1333797319	0.1348581532	0.1927225324	-0.1013519058	0.0261710068	0.0152570451	-0.0579527165	0.0317503323	-0.0748919527	0.0284521148	-0.117237914	0.0037555033	-0.1439152783	-0.1710487164	-0.0663044315	0.0020133928	0.0507115264	-0.1646103956	0.0958048745	0.1393601775	-0.0039622577	-0.1371714856	-0.1056783755	-0.1187263442	0.2031567141	0.1792149586	-0.0030619333	0.1453019785	0.1981929641	-0.0891063612	-0.0602350895	0.0828632592	0.1799813602	0.1157724405	0.0919875776	0.1159649805	0.0367574707	-0.0578311484	-0.1282204088	-0.1449560281	0.0	0.00279243	0.0191220299999999	0.0003656520313208	7.7976653049e-06	-0.0116552	-0.021099	0.000445167801	0.0001358436870399	0.00921388	0.18551588	0.0344161417321743	8.489558465440001e-05	0.000177419	9.33943e-05	8.72249527249e-09	3.1477501561e-08	0.000401842	0.000724396	1.6147699296400005e-07	5.247495648159999e-07	0.000168979	1.986300000000001e-05	3.945387690000004e-10	2.8553902441000002e-08	0.0	0.0	0.0	0.0	0.0	0.0
3440.6660519567795	-17.700325771974804	313.30153243403544	11838182.881087853	8091.990778009942	-36.66165226063822	1344.0767464799596	65480314.751397945	3514.516212236527	2.165864899684493	12351824.206073385	4.69097076368532	3518.125431182316	6166.042037374269	1.241818	59.418488	0.03306147	0.0248041	0.1063308113	0.083627418	-0.0223647783	0.1104971268	0.0831748726	0.0304624197	-0.0329072017	0.0353826412	-0.0471484585	-0.1389684995	0.1749423598	0.0136987878	-0.0343217174	0.076111492	0.120712533	-0.1268331932	-0.059990932	0.0867113555	0.1791108517	-0.0126072089	-0.2763141574	-0.0661828165	-0.2310934043	0.1416791559	0.0429709243	0.0235040921	-0.2028549181	-0.0769183571	0.0615641881	-0.0758546208	0.0067304331	0.0818235252	0.2169914585	-0.0279441104	-0.1498292167	0.1483033556	-0.215025354	0.0035689137	-0.0669847774	-0.036260093	0.0862698737	0.0975220804	0.0268844122	0.1723102876	0.0189598148	-0.0341608244	0.087887903	-0.0755111362	-0.1367135226	0.0887412231	-0.0727754599	-0.1791343554	-0.0224435348	0.1779072239	0.0490132448	-0.2913040069	0.0482634523	0.0315919461	0.1408428399	-0.2450800644	0.0761032126	0.0764082537	-0.0752365371	-0.017370445	0.0622569127	0.1993179489	0.0247338181	-0.1348634876	0.0939704568	-0.261697583	0.0070239444	0.0352179096	-0.0794112621	0.0742176175	0.0813752347	0.0335413596	0.1128671336	0.0270895432	-0.0711681327	-0.1366388261	-0.1391603506	0.0	0.00279243	0.0	0.0	7.7976653049e-06	-0.0087665999999999	0.0028886	8.34400996000057e-06	7.685327555999826e-05	-0.00696959	-0.01618347	0.0002619047012409	4.8575184768100005e-05	0.000457207	0.000279788	7.8281324944e-08	2.09038240849e-07	0.000401842	0.0	1.6147699296400005e-07	0.0	0.000168979	0.0	0.0	2.8553902441000002e-08	0.0	0.0	0.0	0.0	0.0	0.0
3420.3441029163205	-20.321949040459003	412.9816128030126	11698753.78235445	8011.850543245356	-80.14023476458624	6422.457228122997	64189749.1273009	3509.069318553465	-5.446893683061717	12313567.48241328	29.668650794577637	3512.442972771586	6104.719204556261	1.04166	49.841316	0.09927473	0.0666966	0.0134996065	0.2147769743	-0.0684254426	0.0475109112	0.171463269	0.0200238771	0.0573023018	0.1222299814	0.086544528	-0.0288941445	0.0590349642	0.0111405011	-0.1880766121	0.0772733858	0.1006303136	0.0824248857	-0.0988410968	-0.0821681864	-0.0797360238	0.09626938	0.1534407164	-0.0792926975	-0.0091666473	-0.0610942516	-0.006675668	-0.0908125971	0.0509032784	-0.0122549072	0.244622502	0.0006917308	-0.0095623101	0.0897097791	-0.2349553159	0.0840647557	0.2594688107	-0.2406483083	0.0219147521	-0.0080628415	-0.1060138761	0.0566430784	0.1742273885	-0.1177666712	0.1090778754	0.0598980088	0.0146358401	-0.1770711314	0.0964167363	-0.1013270633	0.04653919	0.0757087643	0.1062228258	0.1046614283	0.1058930595	-0.121646276	-0.1143277507	-0.002466121	-0.0301347294	-0.0092461362	-0.1255136994	0.0341364812	0.0209918631	0.1885903245	0.0414592726	-0.0897345049	0.1196075228	-0.2642684095	-0.0206860729	0.2569047431	-0.2233024754	0.0395502136	-0.0186600427	-0.1125670603	-0.0844853728	0.108221875	-0.1691001963	0.0998579948	0.1096405033	0.0172980123	-0.0837748356	-0.1425662815	-0.1294041125	0.0	0.0161945	0.01340207	0.0001796154802849	0.00026226183025	-0.02568	-0.0169134000000001	0.00028606309956	0.0006594624	-0.0671212	-0.06015161	0.0036182161855921	0.00450525548944	0.00063336	0.000176153	3.1029879409000015e-08	4.0114488960000003e-07	0.000401842	0.0	1.6147699296400005e-07	0.0	0.000168979	0.0	0.0	2.8553902441000002e-08	0.0	0.0	0.0	0.0	0.0	0.0
