global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2
3924.348767559728	n/a	n/a	15400513.249447556	9658.60563139074	n/a	n/a	93288662.7427329	3657.828258662456	n/a	n/a	13379707.569869615	3813.54074055603	7769.846895164015	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0467702	n/a	n/a	0.00218745160804	0.0293419	n/a	0.00086094709561	n/a	-0.161089	n/a	n/a	0.025949665921	-0.000905775	n/a	8.20428350625e-07	n/a	-0.00102975	n/a	1.0603850625000002e-06	n/a	-0.000431701	n/a	1.86365753401e-07	n/a
3902.257726826049	-22.091040733679165	488.0140806970721	15227615.366573602	9715.275638355928	56.6700069651888	3211.4896894345475	94386580.7292322	3669.982022903657	12.15376424120086	147.71398523069274	13468768.048436018	3832.36963161248	7793.668554316806	0.983767	38.869705	0.09205138	0.0417777	-0.0778650314	0.021357792	0.1416210864	0.1040917408	-0.0699008854	0.0016869665	-0.0183690442	0.181151721	-0.0302638338	0.1277995994	-0.0157849989	-0.1215485303	0.1362138079	-0.0976591336	0.0547644628	-0.1118421551	0.097826443	-0.0715314624	0.0926494413	-0.1053506121	0.0196715358	-0.0259725309	0.0770686331	-0.1000253441	0.1223661864	-0.0047520057	-0.1077543008	0.0510258966	0.1136476631	-0.0446336209	-0.0939533679	0.1309962233	-0.018839692	-0.0418936344	-0.1067201462	0.0242358694	0.0309202061	0.045329821	-0.0166393045	-0.0956960778	0.0699195234	0.0716799075	0.0287805469	-0.1167518174	-0.1123977292	0.1454070251	-0.0320659323	0.115053532	-0.0557046186	0.1048234147	-0.0268164072	0.196988052	-0.0365195551	0.0048727535	-0.0805755969	0.0980030123	-0.0541976874	0.0247154507	-0.0748655133	-0.040734865	0.1121145407	0.0891211762	-0.1172501678	0.1884536586	-0.0188934081	-0.041889943	-0.0538983197	0.062999068	0.0681077533	-0.034283071	-0.0565017464	0.0139577971	0.0138820478	0.008177066	0.0365389468	-0.0223970607	0.1466261977	0.1465634515	0.1464588945	0.1463125564	0.1461244791	0.0	0.0406656	-0.0061045999999999	3.7266141159999934e-05	0.00165369102336	0.0075997699999999	-0.0217421300000001	5.775650405289848e-05	0.0004727202169369	-0.143377	0.017712	0.000313714944	0.020556964129	-0.000204419	0.000701356	4.1787127561000006e-08	4.91900238736e-07	-0.000938413	9.133700000000004e-05	8.80618958569e-07	8.342447569000007e-09	-0.000568861	-0.00013716	3.236028373210001e-07	1.881286560000001e-08
3902.3895220834015	0.1317952573526781	0.0173699898606586	15228643.982066318	9682.374504897174	-32.901133458753975	1082.4845828707405	93748376.0530828	3656.8596417201047	-13.12238118355208	172.19688792644166	13372622.439241292	3814.039148132856	7812.111163274043	0.963355	38.063236	0.09820173	0.0586324	-0.0849165772	0.004550675	0.0109918614	-0.0851621664	-0.0712192161	-0.0762553309	0.0125505439	0.0042176515	0.0399645291	-0.1593078755	-0.2006913241	0.0933357453	0.0205452606	0.0242851407	-0.1032687704	0.0978640715	0.0938657137	0.0580458451	0.0452700529	-0.0847162562	0.0165562029	-0.2514771074	0.0501765995	-0.0044121314	0.0355730382	-0.0300298477	-0.0791411829	0.0558416934	0.0229011177	-0.1459985446	-0.1536238756	-0.173598319	-0.0674895874	0.1179621559	-0.0679869286	0.0940753221	0.0458565763	0.0375215114	-0.0090534795	0.104087392	-0.1629909491	-0.1276877969	0.2000550314	0.0199548813	-0.0513580773	-0.0716448329	0.0315325478	-0.0757817423	0.1529168947	0.0410263797	0.1025610875	0.0437034414	0.0015026193	-0.0789148363	-0.1898419615	-0.1365203577	-0.0719132433	0.0051575566	-0.0513665956	-0.0479787631	0.0837031868	0.177943281	-0.0082794357	-0.0452377289	-0.1736682465	0.0877352838	0.0657886293	0.0792292672	0.1133863457	-0.0859568979	0.0666146058	-0.0167963488	-0.0829425968	0.0220083723	-0.2465907708	-0.1852647063	0.1464588945	0.1458947161	0.1449560281	0.14364524	0.1419657166	0.0	0.0298241	-0.0108415	0.00011753812225	0.0008894769408099	0.0158361	0.00823633	0.0002507820632099	6.783713186890163e-05	-0.134209	0.009168	8.405222400000018e-05	0.018012055681	-0.00120892	-0.001004501	1.4614875664000002e-06	1.009022259001e-06	-0.000555127	0.000383286	3.08165986129e-07	1.4690815779600005e-07	-0.000580192	-1.133099999999995e-05	3.36622756864e-07	1.2839156099999886e-10
3919.5686539790568	17.179131895655246	295.1225726883194	15363018.433255196	9689.275026927276	6.9005220301023655	47.61720428792808	93882050.54743658	3663.673248114613	6.813606394508497	46.42523209928708	13422501.66895068	3818.6531969857233	7796.816639097397	1.031869	40.770275	0.0230961	0.0180675	0.0312526337	0.0527712115	-0.0880669326	0.0109894734	0.0062142614	-0.0446704929	-0.0280083416	-0.0895519406	-0.0293041992	-0.003338901	-0.1581563964	0.0455748956	-0.1379743916	0.0217810685	-0.1391182009	0.048942158	-0.026037539	-0.0005075932	-0.0850266449	0.1036938807	0.0050950497	0.0755646301	0.094261396	-0.0660107732	0.1916577717	0.0050630556	0.0334028236	0.1553453787	0.1469558106	0.1150034143	-0.1967179135	-0.0055867737	-0.0139379167	-0.0348435461	0.1020943331	0.0874046852	-0.0774024805	-0.1266449368	-0.0420059852	-0.0277241866	0.0951182467	0.0315383343	0.1114735575	0.0875184702	0.0557326331	-0.057069815	-0.0273167209	-0.1719028616	0.0737962531	-0.0458457065	0.0002294799	-0.0503024046	-0.015164977	-0.0699505187	0.0352686142	0.2238021966	-0.059227084	-0.0700404992	-0.121398891	0.152997936	0.1442605261	-0.0726567599	-0.0722838976	0.094950803	-0.1784825642	0.0666614796	-0.0355519256	-0.1422081072	0.0106994134	0.0318013655	0.1605604678	0.0287870576	0.0359283452	-0.0798301693	0.050299108	-0.084556933	0.1461244791	0.1445602966	0.1419657166	0.1383592329	0.1337665517	0.0	0.0477211	0.017897	0.000320302609	0.00227730338521	0.0148279	-0.0010081999999999	0.00021986661841	1.016467239999998e-06	-0.131737	0.002472	6.11078400000001e-06	0.0173546371689999	-0.00120892	0.0	1.4614875664000002e-06	0.0	-0.00056414	-9.01299999999999e-06	3.182539396e-07	8.123416899999982e-11	-0.000605557	-2.536499999999996e-05	3.6669928024900006e-07	6.433832249999977e-10
3914.909873632579	-4.65878034647767	21.7042343167266	15326519.318665856	9741.204987290326	51.92996036304976	2696.720783307919	94891074.60440992	3666.032356596111	2.359108481497969	5.565392827475655	13439793.239609636	3825.361454544611	7818.030994092004	1.040966	41.129707	0.08023134	0.0559444	-0.0634137668	-0.0496562381	0.1149839244	0.1163670162	-0.0498694273	0.0310208068	-0.0053946317	0.1840748988	-0.0780283072	-0.0088809713	0.0088693106	-0.0742350146	-0.0281609204	-0.0253383542	-0.0287782993	-0.0566837073	-0.0447036779	0.0384445027	0.0571186514	-0.0026219193	0.0067851299	0.093661788	-0.0373019943	-0.258232308	0.1376909554	0.0633475192	-0.0186461744	0.0008662914	-0.1327644645	-0.0126373514	0.1399401869	0.0540771501	-0.0946003758	-0.0091703473	0.0632234397	0.0037326993	-0.0226424111	-0.0966769995	-0.2713930502	0.0072783036	-0.0382179195	0.1717141606	-0.0260414564	-0.1803084875	-0.0242243944	0.0738137933	-0.0518360017	-0.0343724662	-0.0545156189	-0.0010441003	0.00993711	0.0421468435	0.0061964755	0.0682100596	0.075881779	0.1912797612	-0.202986559	0.054995672	-0.067423822	-0.0946771105	-0.0292820856	0.0560351789	0.0974350404	-0.0716935517	0.0906414831	-0.1036596682	-0.0459302899	-0.0270317359	-0.0843377229	0.0148229747	0.1051829729	0.2656407291	0.1283535341	0.146798414	0.0903948631	-0.0637677947	0.145623333	0.1425662815	0.1375186448	0.1305509005	0.121760336	0.0	0.0477506	2.9499999999994808e-05	8.702499999996936e-10	0.00228011980036	0.00756801	-0.00725989	5.72747753601e-05	5.27060028121e-05	-0.12618	0.005557	3.088024900000007e-05	0.0159213923999999	-0.000133548	0.001075372	1.7835068303999998e-08	1.156424938384e-06	-0.00034841	0.0002157299999999	1.213895281e-07	4.653943289999999e-08	-0.00054896	5.659699999999992e-05	3.013570816e-07	3.2032204089999903e-09
3908.925957037663	-5.9839165949160815	35.80725781491207	15279702.13760281	9729.032124956915	-12.172862333411103	148.1785773881788	94654066.08844368	3653.606826946029	-12.425529650082352	154.3937870850757	13348842.845906628	3807.332262825985	7780.360076559466	1.120817	44.284702	0.1472680599999999	0.0807121999999999	0.0103825967	0.0369542793	-0.0972285301	-0.2166326718	-0.010409661	-0.0611168415	-0.0012996486	-0.1764820591	0.0724200616	-0.1417694989	0.0867492763	0.0872275066	0.0728390527	0.1206541157	0.0581354661	-0.1918625222	0.0569367272	0.0380068878	-0.1122242957	0.0897084736	0.0447298549	-0.1628552588	-0.0162839314	-0.092982412	-0.2203327898	-0.0785076948	-0.0427154455	-0.1243609319	-0.0755202628	-0.1088840423	0.1623954287	0.065935851	-0.0954712503	-0.1354997724	-0.0346838561	-0.0819553633	-0.0777116274	-0.0173136741	-0.0873370545	0.0572746489	-0.1584726731	0.1091318463	-0.0059193717	0.1763216304	-0.0051259937	-0.0703661166	0.0687092832	0.0001622385	-0.1500721521	0.1734959913	-0.1052915938	-0.1839112872	0.0326186953	-0.0946501721	-0.1223627886	-0.1313065952	-0.0415954717	0.0937762804	0.1922336629	-0.0948324516	-0.0717507369	0.0850018635	-0.0023494209	-0.0758939955	0.1455508167	-0.1058813005	-0.1466530656	0.0065566396	-0.0918824942	0.0890755122	-0.0068910236	0.0921346456	-0.0363094245	0.2095044786	-0.0164806115	-0.086628298	0.1449560281	0.1399217693	0.1316604456	0.1203625908	0.1062887712	0.0	0.0223092	-0.0254413999999999	0.0006472648339599	0.00049770040464	0.00765937	9.13600000000004e-05	5.866594879690001e-05	8.346649600000072e-09	-0.0961842	0.0299957999999999	0.0008997480176399	0.00925140032964	-0.00106989	-0.000936342	1.1446646121e-06	8.76736340964e-07	0.000475571	0.000823981	2.26167776041e-07	6.78944688361e-07	-0.000623427	-7.446699999999994e-05	3.88661224329e-07	5.54533408899999e-09
3928.032441958637	19.1064849209738	365.0577660353992	15429438.865079531	9706.923538387524	-22.108586569391264	488.78960009626775	94224364.58010176	3659.762079215266	6.15525226923728	37.88713049795069	13393858.476462048	3809.507231820319	7696.257633015261	1.155704	45.663155	0.09640823	0.0561969	0.1888485455	-0.0948839033	0.0591190732	0.0520836499	0.1521397513	0.1196376212	-0.0575635005	-0.0224801913	-0.1382917259	0.0170951111	-0.0910698899	0.0482053535	-0.1508489179	-0.0368922583	0.1001934226	0.0203190419	-0.0942734523	0.0531884466	0.0540981143	-0.1127690633	0.0640912234	0.1196191835	0.066184941	-0.0146992188	-0.0104856816	0.1375122624	0.0208435484	0.0174216258	-0.1370461094	-0.0604950006	-0.0551247515	-0.072045374	0.1423855945	-0.1568496746	0.1785128048	-0.1239076708	-0.0440044213	0.1616093423	0.0238740345	0.0410946054	0.0486667661	-0.2787131127	-0.111451299	-0.0746400208	0.1408689066	-0.1076521302	-0.0595879339	0.0553668972	-0.0806829	-0.0993181791	0.1007452842	0.0393614116	-0.0532234689	0.1277545319	-0.0244168221	0.0942486644	0.0749556307	0.1113357057	-0.0529132852	0.0064829283	-0.0639747358	0.0387812419	0.1200317022	0.0056897222	0.0247255293	0.1663374709	0.0022835055	-0.1683234294	-0.1472914554	0.0791216215	-0.1917976363	-0.010312455	-0.0081909045	-0.0914301819	-0.1731840164	0.2431438829	0.1441233256	0.1366388261	0.124451232	0.1079800393	0.0877921846	0.0	0.0482802	0.025971	0.000674492841	0.00233097771204	0.0243898	0.0167304299999999	0.00059486234404	0.0002799072879848	-0.0925092	0.0036749999999999	1.3505624999999985e-05	0.00855795208464	-0.0008139939999999	0.0002558960000001	6.625862320358372e-07	6.548276281605117e-08	-0.000265054	-0.000740625	7.025362291599999e-08	5.48525390625e-07	-0.000619312	4.114999999999956e-06	3.8354735334400003e-07	1.6933224999999642e-11
3930.76912264726	2.7366806886229824	7.489421191481961	15450945.89555711	9768.396522073184	61.47298368566044	3778.9277232174745	95421570.61245148	3674.2588025698674	14.496723354601272	210.154988019842	13500177.748262156	3826.4028413097535	7815.060484977766	1.129874	44.642578	0.0832841499999999	0.0406138	-0.0056681828	0.0236239233	-0.0699270017	-0.0242054055	0.0677044139	-0.0678596379	0.0902029709	0.1099985958	0.1661204283	-0.0327138005	0.0690312592	-0.1460213441	0.099331754	0.0456675605	0.1605633871	0.2167592651	0.0656962569	-0.0221657335	-0.091661098	-0.0101914442	-0.0250003143	0.0110809081	-0.0996730873	0.16388095	-0.0210837425	-0.1892299168	-0.0346846296	0.2012237318	-0.0593453821	0.0184067264	0.1203512691	0.0236690417	0.0210387152	0.1352622957	0.1003008614	0.0511544315	0.0730503784	0.0421956621	0.2511668728	-0.2658251755	-0.1305140626	-0.1272190049	-0.0545883266	0.182086903	0.020092517	0.1506542153	0.1621491838	0.1551551802	0.1353591411	-0.0023736636	0.0738196549	-0.0265440752	-0.0166693891	0.0212598306	0.0769554774	-0.1247983258	0.0402754108	-0.1467639442	0.1101592973	0.0644393725	0.1978392501	-0.0558633965	0.1430699566	-0.0553773211	0.1101295333	-0.0881170709	0.1576707507	-0.1020130972	0.1152665957	-0.1173414384	-0.1338065556	-0.3333810395	0.1205459353	0.1068555484	-0.0277881807	0.0826000801	0.1431261759	0.1327324313	0.1159649805	0.0936289832	0.0667969964	0.0	0.022279	-0.0260012	0.00067606240144	0.000496353841	0.0506833	0.0262935	0.00256879689889	0.00069134814225	-0.0804673	0.0120418999999999	0.0001450073556099	0.00647498636929	-0.0008823979999999	-6.840399999999999e-05	7.786262304038235e-07	4.6791072159999986e-09	-0.000142118	0.0001229359999999	2.0197525924e-08	1.5113260095999996e-08	-0.000431701	0.000187611	1.86365753401e-07	3.5197887321000006e-08
3908.347311479828	-22.42181116743177	502.737616027968	15275178.7071516	9758.901357134651	-9.49516493853298	90.158157209946	95236155.69828454	3656.6097784065983	-17.649024163269132	311.4880539156577	13370795.071538752	3813.2557114988495	7850.036789888716	1.137019	44.924889	0.07488717	0.0550838	0.023523078	-0.0155830526	-0.0790623785	0.0961202186	0.056431868	-0.0009734623	0.071473946	-0.1439585456	-0.156553507	0.0606487235	0.1557682554	0.0443233045	-0.0094087533	0.0564473278	0.0414976482	0.027795062	-0.1816188418	-0.0172409276	0.2190571569	0.013348918	-0.0904808599	-0.1987752203	-0.0258644864	0.0153766761	-0.1501118289	0.103089293	0.1163089704	0.0092126929	0.1653619449	-0.0492357824	-0.066190838	-0.1984044348	0.0570015205	-0.2236433209	-0.0055852055	0.0896268457	0.0069736585	-0.1400781912	-0.04541536	0.0498960402	0.067136237	0.0054535796	-0.0812749521	-0.0139223434	0.0127781665	-0.0462191726	0.0012237404	0.001134541	-0.1321133046	-0.2387413948	0.0331317501	0.071650794	0.1327211483	-0.0996616283	-0.0351593636	-0.2004881217	0.0041651977	0.1859510309	0.0068231476	0.1129337427	-0.0309873471	0.0308070784	-0.1615151059	-0.0791835403	-0.0528299927	0.255026658	-0.1712854671	-0.0205468948	0.0056277773	-0.0046762866	0.126752867	0.0108458155	0.004396436	-0.0548393397	0.0379714434	0.1037990593	0.1419657166	0.1282204088	0.1062887712	0.0775710461	0.0439007383	0.0	0.0222701	-8.899999999999186e-06	7.92099999999855e-11	0.00049595735401	-0.00481662	-0.05549992	2.31998282244e-05	0.0030802411200064	-0.0888125	-0.0083451999999999	6.964236303999995e-05	0.00788766015625	-0.000682898	0.0001994999999998	4.6634967840400003e-07	3.980024999996008e-08	-0.000163281	-2.116300000000001e-05	2.6660684961000004e-08	4.478725690000005e-10	-0.000431701	0.0	1.86365753401e-07	0.0
3907.7042664653673	-0.6430450144607676	0.4135068906228488	15270152.634151634	9691.361359719667	-67.5399974149841	4561.651250816059	93922485.00466745	3655.157621905	-1.452156501598438	2.108758505134614	13360177.240970211	3807.912733547667	7711.141834754729	1.168755	46.178795	0.113011677	0.0672812	0.0051633454	-0.027564858	0.108659302	-0.0452424614	-0.016206326	0.0909137746	-0.0984371803	0.1145589271	0.1098642477	0.0439210441	-0.0128443055	0.1108080974	-0.0282120042	-0.0444147326	-0.0053301615	-0.0903401741	0.0702603397	-0.053205197	-0.1650843667	0.0077627198	0.0699981525	0.2354793474	0.0480089162	0.1764596727	-0.1201403769	-0.0038205927	0.1344546312	0.1451453825	-0.0508416982	0.0266676421	-0.027601396	0.1641274134	-0.012824812	0.0673054327	-0.1614631717	0.002755369	0.0948344324	-0.0915144137	0.0631916968	0.0003740665	0.186122787	-0.1847585472	0.0566671276	-0.0548471389	0.0364315407	-0.1137848066	0.0273521183	0.0171155567	0.0361611576	0.1211653026	-0.1114394667	-0.0572147351	-0.1371729012	0.094716255	0.0857757189	0.0655488961	0.2583614573	0.0259162957	0.0638452995	0.2448371581	0.0171273035	-0.0317844551	0.0939044871	0.1116724575	-0.0038166032	-0.1166264096	0.0143424862	0.1499235152	0.0416621444	-0.0401205944	0.0700959091	-0.0795250277	0.061384795	-0.223151572	-0.0384764582	0.1067797978	0.1406432718	0.123123346	0.0955218954	0.0600989683	0.0197550473	0.0	0.0243321	0.0020619999999999	4.251843999999992e-06	0.0005920510904099	-0.000352543	0.0044640769999999	1.24286566849e-07	1.9927983461928997e-05	-0.0420545	0.046758	0.002186310564	0.00176858097025	0.000320691	0.001003589	1.02842717481e-07	1.007190880921e-06	-0.000354244	-0.0001909629999999	1.2548881153599998e-07	3.6466867368999996e-08	-0.000431701	0.0	1.86365753401e-07	0.0
