global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	c_comp_cor_12	c_comp_cor_13	c_comp_cor_14	c_comp_cor_15	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2
5492.501005982618	n/a	30167567.300720077	n/a	11819.823806668664	n/a	139708234.82069132	n/a	4916.893481862632	n/a	24175841.51198324	n/a	5047.198127895006	8825.347522673526	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0611243	n/a	0.0037361800504899	n/a	-0.0393205	n/a	0.00154610172025	n/a	-0.0213774	n/a	n/a	0.00045699323076	-0.000429697	n/a	1.84639511809e-07	n/a	0.00228279	n/a	n/a	5.211130184099999e-06	-0.00395678	n/a	1.56561079684e-05	n/a
5436.842822863703	-55.65818311891508	29559259.88052456	3097.833348098683	11528.347929929843	-291.4758767388212	132902805.9935177	84958.18672066447	4880.863669067156	-36.02981279547657	23822830.15601969	1298.1474100770874	5006.857804330803	8599.64880440691	1.16141	37.503712	0.0593394	0.0326986	-0.1011029921	-0.0177901349	0.1377959851	-0.0080651457	0.0088994589	-0.0621161402	0.2099203796	-0.1615710189	0.2384373009	-0.0169149957	0.2743710783	-0.0350775355	0.0269757311	-0.2180762136	0.1552336552	-0.3593279598	0.0376296163	0.2520369189	0.0235855588	-0.1537789547	0.0695372404	0.1261676852	-0.1638651486	0.1950678396	-0.0404131357	0.0379414713	-0.0840344386	0.1121919	-0.0556362764	0.1727783045	-0.2050359092	0.0102260574	-0.1034867421	0.1597393936	-0.0071093124	-0.1250457963	0.0092876383	-0.1543405915	-0.0101170408	0.0829315241	-0.0402449364	0.010298441	0.0424709619	-0.0171899874	-0.01451414	0.0957317075	-0.0498302762	-0.0595619946	0.081232251	0.0083754844	0.0154955934	0.057167327	-0.0273730344	-0.0796634104	0.0900145432	-0.132838035	-0.0023363803	-0.0364144687	-0.0019220625	-0.0084463392	0.0339157282	0.0724439321	-0.0288302284	-9.3848e-05	0.104882686	-0.0010398004	0.0190121406	-0.1421627931	0.1830447211	-0.1056481729	0.0013680209	-0.0707278112	0.2195156297	-0.0480538786	0.0134626295	-0.0831786656	0.2290639811	-0.1491511415	0.1062796986	-0.1477874878	0.0694663374	-0.1323029506	0.0668012883	0.0049443307	0.1069637113	-0.1105186445	0.0738771816	-0.0388642766	0.0134318527	0.0262924977	-0.0045288238	-0.0198426879	-0.0191359028	0.0959012114	0.0470804224	-0.0794275959	-0.0145092457	-0.0491275695	0.0611720424	0.0657403896	0.0575691982	-0.1304228174	0.0740063387	0.0292610364	0.0062955031	0.0282886546	-0.0838763218	0.1240256802	0.1239985182	0.1239532527	0.1238898902	0.1238084399	0.0	-0.070996	-0.0098717	0.005040432016	9.745046089000008e-05	-0.0134717	0.0258488	0.00018148670089	0.00066816046144	-0.0119317	0.0094457	8.922124849000003e-05	0.00014236546489	-0.000628131	-0.000198434	3.94548553161e-07	3.9376052356e-08	0.00231889	3.610000000000028e-05	1.3032100000000204e-09	5.3772508321e-06	-0.00390785	4.892999999999998e-05	1.52712916225e-05	2.394144899999998e-09
5447.395617140764	10.552794277061366	29674119.00964441	111.36146705397913	11502.747211000347	-25.600718929496	132313193.40017629	655.3968097070547	4900.23384119752	19.370172130364157	24012291.6984174	375.2035683599362	5023.013154112347	8581.284621699413	1.038714	33.541676	0.06844225	0.032289	-0.1181422919	0.0238037958	0.0541623702	0.0699971425	-0.00752081	-0.0112907827	0.1149927883	-0.0768678527	0.1079811596	-0.1099766061	-0.0735351122	-0.0065049815	-0.1965849577	-0.0839567231	-0.0384403279	-0.0137921189	0.0584426786	0.0321554449	0.0265763663	0.0355227058	-0.1989064053	0.0955380735	0.0455514637	-0.0102679035	-0.1542441557	-0.0785798127	-0.0255578004	0.1443214566	0.1276674571	0.0472887635	0.0678405826	-0.0830961519	-0.1577158012	-0.0415526037	-0.0220164933	0.0442887367	0.0018874224	-0.165810363	-0.1109405226	-0.0007500152	-0.0164568973	0.1202738691	0.1220567891	-0.1179718856	0.1220526364	-0.0002784038	-0.0643460317	-0.0033080313	-0.1633652815	-0.1234042095	0.0975435051	0.0377295038	-0.0428722902	-0.0452115247	0.042691351	-0.0586876366	0.0560501841	-0.0221021203	-0.017251709	-0.0499725883	-0.1171242902	0.0241471505	0.1057771152	0.1312460569	0.0067187962	-0.161876257	-0.0387801357	-0.0285043482	-0.0897530226	-0.0166943232	-0.0078712458	-0.0936078499	0.104116522	-0.1976578618	-0.0456334515	-0.1189784607	-0.0697457358	0.1105065726	0.0835396769	0.0537843831	0.1364676931	-0.0319635369	0.0591121597	-0.0836566935	0.0305175345	-0.0977289748	-0.0235594345	-0.0748971268	-0.0138908169	-0.0794446527	-0.200040622	0.2166608192	-0.0248206362	0.0135840193	-0.0827865	-0.0377362543	-0.1519514702	-0.0401103071	0.1111546653	-0.0246131275	-0.0285722867	-0.0137283599	0.048781244	0.0418032211	0.0151322964	-0.1277068896	0.0456644515	0.1239532527	0.1237089139	0.1233020394	0.1227331636	0.1220030341	0.0	-0.054629	0.016367	0.0029843276409999	0.000267878689	-0.0324484	-0.0189767	0.00105289866256	0.00036011514289	-0.0176968	-0.0057650999999999	3.323637800999998e-05	0.0003131767302399	-0.00107479	-0.0004466589999999	1.1551735440999998e-06	1.99504262281e-07	0.00222897	-8.992000000000028e-05	8.08560640000005e-09	4.9683072609e-06	-0.00389776	1.0089999999999924e-05	1.51925330176e-05	1.0180809999999848e-10
5441.375464450641	-6.020152690123723	29608566.945125427	36.2422384124039	11496.085953880132	-6.661257120214941	132159992.25900008	44.37234642161425	4911.33882464531	11.104983447789891	24121249.05046837	123.32065737568746	5035.37312428944	8554.268873120318	1.135645	36.671738	0.0627635	0.0316808	-0.0325587814	0.1176392565	0.0287898772	0.1107209023	0.0537540896	0.1007874181	-0.1326635131	0.1075647784	-0.0070549542	-0.1217461259	0.0305539357	0.0953595672	0.0145925528	-0.070813562	0.0528504507	-0.0534582738	0.0171955183	0.0605352794	0.052387816	-0.0075965384	-0.0505171312	-0.1592548949	0.086847717	0.0490524985	0.0256410515	0.0299353286	-0.0446022296	-0.0310462568	0.0850797661	0.0058086585	0.0179352151	0.1204069444	0.0118821606	-0.1187240265	0.0725248442	0.1740727585	0.1103423204	0.0639021957	-0.0008975249	0.0105038072	0.0418913694	-0.0214119797	0.0426473815	-0.0599049967	-0.0152302445	0.051389968	-0.041693278	0.056285485	-0.0385802134	0.0121569438	0.1783000835	-0.1677724242	-0.0670144005	0.0032433311	-0.1911992434	0.0254222704	-0.0102930281	0.0936993756	0.0452246279	-0.0444768414	-0.0053518578	-0.1251177674	-0.060452125	0.0118767111	-0.0360979967	-0.0688215531	-0.0677903793	0.1539905559	0.0554838913	-0.0304592812	-0.0633771325	-0.0393992047	-0.0363759049	0.0019776788	-0.0618431811	0.0240822843	-0.1039499129	-0.0748687354	-0.1589345225	0.1162605881	-0.121859399	0.0817962737	0.0443050219	-0.0359960639	0.0058743275	0.0050960588	0.0097896213	0.0748575754	-0.0852314953	0.0263692789	-0.0277757814	-0.0101885985	-0.0267522852	0.0337573034	-0.0083327412	0.0190553863	-0.1834323364	-0.1643503982	-0.016707511	-0.0839959096	0.0030429929	0.0713343712	-0.2096922691	-0.0108344985	-0.0090656294	-0.0593202114	-0.0355212678	0.1238084399	0.1231303817	0.1220030341	0.1204305106	0.1184185493	0.0	-0.050687	0.0039419999999999	0.002569171969	1.5539363999999953e-05	-0.0230396	0.0094088	0.00053082316816	8.852551744000004e-05	-0.0241265	-0.0064297	4.134104209e-05	0.0005820880022499	-0.00059996	0.00047483	3.599520016e-07	2.2546352890000003e-07	0.00210202	-0.0001269499999999	1.6116302499999953e-08	4.4184880804e-06	-0.00363988	0.00025788	1.32487264144e-05	6.650209440000013e-08
5434.82108595901	-6.554378491630814	29537280.23638467	42.95987741155263	11457.468256928583	-38.61769695154908	131273578.85852613	1491.326517841683	4893.436190752954	-17.90263389235588	23945717.752970777	320.50430028372944	5015.626451014858	8565.03182059289	1.165546	37.63728	0.1049146199999999	0.060092	0.0851552955	0.1015121224	0.0692061296	0.0457273152	0.0451679367	0.0866505725	-0.0787649268	0.0440017597	-0.1161424236	0.0005909361	0.1212807215	0.0479336259	0.0813830779	0.1273621558	-0.0946531276	-0.0798488265	0.0866163438	-0.0724050817	-0.1832957302	0.1199599245	0.0544303945	-0.0914696316	0.053778224	0.0844897942	-0.0509542759	0.1005434295	0.0324299139	0.1165491371	-0.0381362067	-0.1047933304	0.0035388806	-0.0156266151	0.0125961377	-0.0274984632	-0.0683162498	0.0911926675	-0.0051875614	0.0636389325	0.0009576804	0.0525860381	0.1238170093	0.0353417396	0.0437995524	0.041562845	0.0556062749	0.0443843307	0.1291800855	-0.0091803805	-0.038449155	0.0716505034	0.0495499815	-0.1473514142	0.0338231412	-0.0671849525	0.0595423044	0.0619145848	0.0031477548	0.0252978283	-0.0442191671	-0.0933298496	0.0832697659	-0.0599094056	0.0141601939	0.1160129292	-0.0983874186	0.1199946503	0.0697758631	0.0816912485	0.0346724116	-0.1355910576	-0.0548977383	0.090953634	0.039603735	0.0027010251	0.0786807112	0.101668379	-0.0740638821	-0.0079130809	0.029127977	0.0841471665	-0.0222465534	0.018487683	-0.0207872707	-0.0159008875	0.1044864727	0.1546082863	-0.0353162186	0.043223102	0.0276565116	-0.0311136868	-0.0229549629	-0.0210637543	0.1247281764	0.0160016609	0.0015764003	0.0295098287	-0.0231868649	-0.0557166405	0.0336072742	-0.0342643611	0.0273618743	0.0826757128	0.0175919242	0.0117003281	-0.16340698	0.0559077568	0.1200889878	0.1235913266	0.1222642728	0.1200630614	0.1170034304	0.1131072554	0.0	-0.0489402	0.0017467999999999	0.00239514317604	3.051310239999999e-06	0.0259741	0.0490137	0.00067465387081	0.00240234278769	-0.00663858	0.0174879199999999	0.0003058273459263	4.40707444164e-05	-0.000920024	-0.000320064	8.464441605759999e-07	1.02440964096e-07	0.00193159	-0.00017043	2.9046384900000023e-08	3.7310399281e-06	-0.00339705	0.0002428299999999	1.15399487025e-05	5.896640889999994e-08
5433.338225027967	-1.4828609310425236	29521164.267550062	2.1988765408123	11477.95715627875	20.48889935016632	131743500.48137055	419.7949965812458	4892.6689397740365	-0.7672509789172182	23938209.3542296	0.5886740646494295	5013.4250795899925	8524.800522755815	1.086714	35.091679	0.10219892	0.0536217	0.0132964761	0.1099825639	0.0669322902	0.0544094347	0.0779572602	0.0191205703	0.0467213824	-0.0695560377	0.0456859534	0.0191646408	-0.0976090805	0.036198018	0.0946688671	-0.0323546774	0.0362614826	0.1133018081	0.1209769525	-0.1298544225	-0.1200746852	0.0711608126	0.0257872055	0.0465263646	0.0091719745	0.0421057678	0.0191763344	-0.004182701	-0.0924748809	0.0531289738	0.0313511042	-0.047738189	-0.0680039557	-0.0839605418	0.0702446736	-0.0598692975	-0.1717314394	0.0543815799	-0.023970378	0.1562355276	-0.0558299108	-0.0082095693	-0.0181066907	0.0043825025	0.0653993377	0.1494796416	-0.0115928302	0.1491472864	-0.1591940886	0.0902562899	-0.0716809193	0.0233714603	-0.1672342006	-0.0189490189	-0.0419656397	0.1622931457	-0.0029942246	-0.0960979628	0.0014216398	-0.0748765084	-0.030379871	-0.0511691597	-0.0036676472	0.0692269859	0.042862721	0.1103801955	-0.141833448	0.0576438324	0.0238681663	-0.0415511351	0.0268180458	0.0183080059	-0.044352654	-0.049790832	0.0768534051	-0.0105190043	0.1238996568	0.0014141495	0.0096645374	0.0138913445	-0.0135165618	0.0586041268	-0.0755073949	0.0332181721	-0.2229168685	-0.100864089	0.0327157928	-0.0010716899	0.0239520817	0.0615218154	0.1013798629	0.1306701373	-0.0598301602	-0.0873833793	-0.1028395331	0.0130652382	-0.1590133234	-0.0078943047	0.0480347135	0.0557542067	-0.1609551589	-0.088512634	0.0449244731	-0.0779867319	0.0760664773	0.0250357761	-0.0540852847	-0.0661302341	-0.0424587136	0.1233020394	0.1211126101	0.1174923133	0.1124839207	0.106146603	0.0	-0.0397296	0.0092106	0.0015784411161599	8.483515236000011e-05	-0.0230742	-0.0490483	0.00053241870564	0.00240573573289	-0.0282708	-0.02163222	0.0004679529421284	0.00079923813264	-0.0011949	-0.000274876	1.4277860100000002e-06	7.555681537600005e-08	0.00184336	-8.82299999999999e-05	7.784532899999983e-09	3.3979760896000003e-06	-0.0034801	-8.304999999999988e-05	1.211109601e-05	6.8973024999999795e-09
5433.181756410177	-0.1564686177907788	29519463.998188373	0.0244824283533568	11454.542487506144	-23.41466877260609	131206543.59808344	548.2467137308548	4899.631500871908	6.962561097871912	24006388.84433631	48.47725704159933	5018.908967457027	8554.964648530868	0.988504	31.920309	0.0174143999999999	0.00796141	0.0374161002	0.1342820311	0.036272993	0.0507353202	0.0671871335	-0.0133435314	-0.0520027588	0.0793678036	0.0371883561	-0.02265171	-0.1743304287	-0.0478278006	0.0646263106	0.0058099032	0.0075660215	0.0917851575	0.0985819407	0.1001666225	0.0905228284	0.0797475961	0.0771795761	-0.0050525376	0.0117135166	0.0108104887	0.0895132867	0.0624339878	-0.0513817842	0.109192594	-0.0614954809	-0.048855097	-0.0039855081	0.0917684002	-0.0120379172	-0.0515607013	0.0454044272	0.1441236895	-0.0131294099	0.0099140415	-0.0244940267	0.0163744618	-0.003264103	0.0237851949	0.0950653788	0.0124355142	0.0277397353	0.0513095383	0.1106983312	0.008449937	-0.0191341696	-0.0765965899	-0.1210520095	0.0591208924	0.0520016938	0.1016624044	-0.0157477991	0.017913941	-0.088607549	-0.0690522117	0.0177566235	-0.1084587011	0.0174380634	-0.1105133343	0.0573846237	-0.0251428144	-0.1344204047	-0.0689029531	0.0431954247	-0.0058392815	0.0875041887	0.0283032953	-0.070230115	0.0281021188	0.1485825684	0.0794412259	0.0037868516	0.0563193214	-0.0556584931	-0.0482669523	-0.0167676102	0.097702516	-0.0577515578	0.1160282276	0.019523064	0.0075912725	-0.0045059986	-0.0246644716	-0.0150562549	0.0234536228	0.0910817336	0.0747113455	-0.0693494308	0.0703032825	0.015761527	0.0033181606	0.0657429643	-0.0149168756	0.0766635619	0.1326849356	-0.1078125009	0.0869535126	0.0100923229	-0.0565024825	-0.0567652448	-0.0650226632	-0.0926050991	-0.0560526136	0.1818513603	0.1229407472	0.1196780832	0.1143042958	0.1069141789	0.0976380941	0.0	-0.0419717	-0.0022421	0.00176162360089	5.027012410000017e-06	-0.025792	-0.0027177999999999	0.0006652272639999	7.3864368399999965e-06	-0.0277983	0.0004724999999999	2.2325624999999738e-07	0.00077274548289	-0.00128258	-8.767999999999992e-05	1.6450114563999998e-06	7.687782399999986e-09	0.00174673	-9.663000000000012e-05	9.33735690000002e-09	3.0510656929e-06	-0.00342477	5.53299999999997e-05	1.17290495529e-05	3.061408899999967e-09
5433.416461952133	0.2347055419568278	29522014.44901244	0.0550866914252482	11413.16739712866	-41.3750903774835	130260390.0348806	1711.898103744928	4903.781585737031	4.150084865122153	24047073.840613585	17.22320438771596	5029.6739684367385	8539.708576422852	1.22464	39.545525	0.0578342999999999	0.0294385	0.1414648007	-0.0472225358	-0.0963307441	-0.093848518	0.0220600911	0.0104581669	-0.1779948273	0.0125931346	0.0142983036	0.0054003405	-0.0279318161	-0.098581667	-0.0329391193	-0.0513090152	-0.1146289078	0.0665504634	-0.0451707664	-0.117805346	0.0714674246	0.1094274633	0.0499300253	0.0817802173	0.022758454	-0.0994336943	0.0672312692	-0.0082234745	0.0344800825	0.0112828875	-0.1467913002	0.1011914341	-0.0602480849	0.095205666	0.0278487817	0.0061628284	0.0873843114	0.0616500195	-0.0118624075	0.0219339991	-0.0604995916	0.0160317519	-0.0896825253	-0.0430838146	-0.0416251875	0.0303084998	0.0036278326	-0.137288226	0.0395229549	0.1165218374	0.0315959423	-0.0432034759	0.1233566858	0.2167157252	0.0291918391	-0.0701448154	-0.1538277128	-0.0081604716	0.025499683	0.0640638593	-0.003390576	-0.0534102049	0.053865099	-0.0358534604	0.0233770784	-0.1135501894	-0.0475061064	-0.0256080039	0.0903486277	-0.0885299543	-0.0497862006	0.0783976096	-0.0013245315	0.069700311	-0.0308803745	0.0410642302	-0.0475633313	0.1267572505	0.1215112857	-0.0673758891	0.0119037361	-0.0196690674	-0.0547291551	0.0594562227	0.0888586757	0.0389307362	-0.1234589795	-0.0878320463	-0.1963314022	-0.0655419425	0.0367438496	0.0440631026	-0.005227913	0.1641002694	-0.049139692	-0.1149084591	0.0729673639	-0.0023174128	0.0973909372	-0.0395836177	0.1056176336	-0.0809015965	0.0737966257	0.0405068756	-0.0873979024	0.0288374193	-0.0067415877	0.0526013495	0.0389145607	0.1225076612	0.1179640426	0.1105157577	0.1003462082	0.0877058019	0.0	-0.0301785	0.0117932	0.00091074186225	0.00013907956624	-0.0168394	0.0089525999999999	0.00028356539236	8.014904675999996e-05	-0.0319351	-0.0041367999999999	1.7113114239999995e-05	0.00101985061201	-0.000828356	0.0004542239999999	6.86173662736e-07	2.0631944217599997e-07	0.00189621	0.00014948	2.2344270400000005e-08	3.5956123641e-06	-0.0034801	-5.53299999999997e-05	1.211109601e-05	3.061408899999967e-09
5430.074201680235	-3.34226027189834	29485705.835753243	11.170703725109965	11414.148329198197	0.9809320695367204	130282782.08093798	0.9622277250455936	4899.107451462513	-4.6741342745172005	24001253.820975523	21.847531216216435	5024.743626818564	8546.748694021158	1.014591	32.762718	0.0513657	0.0345238	0.0956409868	-0.105849384	-0.0749242251	-0.1374014143	0.0382893297	0.0816306712	-0.089559474	0.0485038859	-0.0932609077	0.0017288742	0.0886853508	-0.0911361108	0.0114608984	-0.0076184489	-0.0086058526	0.1423638609	-0.045179816	-0.0593056256	0.091948854	-0.0438417535	0.1513685299	0.0755160733	-0.0175563696	-0.0195671045	0.0296586989	-0.1629089589	-0.0614455307	-0.0600627545	-0.1114015224	0.0009217413	0.1230003218	0.0120343708	0.1622314701	0.0836668534	-0.0322470467	-0.0471316832	0.1058930109	-0.0187530835	0.1037010617	-0.1152637345	0.0526997771	-0.1391411344	0.0630392546	-0.1020430879	0.0404962198	0.0453317763	0.0577858521	-0.0509730391	0.0800833753	0.0779286068	-0.0360661725	-0.0265531257	-0.0928255892	-0.0211557993	0.0679222814	-0.0261424498	-0.0028405186	-0.0067000167	-0.0025932953	0.1746037506	-0.0160335236	-0.0329039023	-0.0245059981	-0.1861676611	0.0019522491	0.0318176678	-0.0272720959	-0.1035308618	-0.0143719846	0.0070397613	0.0960735724	-0.1010206766	-0.0715416814	0.0744715777	0.0291304439	0.1802961846	0.0597985414	0.1031029703	-0.01726684	-0.0029139026	-0.0141123479	-0.0430466249	0.0364367773	0.0735485301	0.0084561285	-0.0385171946	0.1201230739	0.2184750374	-0.0539624798	-0.1142817156	-0.0399905533	-0.0758352055	0.0223291027	0.0254680932	0.0628194237	-0.0574532166	0.0406490752	-0.0623926921	-0.0170250957	0.0725502494	-0.0526284667	-0.0368319191	0.083256543	-0.0244804584	0.1506506039	0.0407209675	-0.0714147855	0.1220030341	0.1159744915	0.106146603	0.092841332	0.0764945617	0.0	-0.0311255	-0.0009469999999999	0.00096879675025	8.968089999999999e-07	0.01433	0.0311694	0.0002053489	0.00097153149636	-0.0328337	-0.0008985999999999	8.074819599999989e-07	0.00107805185569	-0.00096091	-0.000132554	9.233480281e-07	1.7570562916000003e-08	0.00194117	4.496000000000014e-05	2.0214016000000126e-09	3.7681409689e-06	-0.0032906	0.0001895	1.082804836e-05	3.591025e-08
5438.396032687997	8.32183100776183	29576151.408356544	69.25287132174627	11426.829501159798	12.681171961601647	130572432.44857588	160.81212231971182	4900.402749684846	1.2952982223323488	24013947.1091188	1.677797484777343	5025.033533852834	8537.113734192746	1.044685	33.734478	0.05926076	0.027964	0.0228874498	-0.1171858279	-0.0504455815	-0.1335745774	-0.0447457627	0.0421536106	0.0701472773	-0.0856590064	-0.009536372	0.0177417655	0.0158855857	0.0364327539	0.070344176	-0.0111748095	0.1107046091	0.1527371462	-0.1774301837	-0.1264912835	0.0079763117	-0.12399264	0.0017415895	0.0086623144	0.0345751113	-0.059027893	-0.0960352486	-0.0288459007	-0.0332195909	-0.1981576104	0.1372068346	0.1282805259	-0.0598623904	0.0106981162	-0.0357305679	0.0551711848	-0.1793335624	-0.2322932849	-0.0368279487	0.0665648054	0.0556090107	0.0170506677	0.1402546365	-0.028814194	-0.0471748697	-0.0351325866	0.0113663928	-0.0533273849	0.0590191554	-0.1229405632	-0.0639604865	-0.0049572925	-0.0833788347	0.028407593	0.1287497893	0.0321429278	0.2237106333	0.1093102445	-0.0005928568	-0.0015769559	0.0681573671	-0.0073332278	-0.0259451763	-0.1810314624	0.132119459	-0.0782170052	0.1413169351	0.0587809019	-0.0564714471	-0.0057797145	-0.1626509712	-0.0321139143	0.0088035321	-0.0879132022	-0.1087586637	-0.085973036	-0.0683834897	-0.0914942136	0.0572397631	-0.1301940653	0.0336508537	-0.0817836963	0.0391033165	-0.2070841124	-0.1685835194	0.0266121997	0.0491264657	0.1333633153	0.0090696972	0.0711604001	0.005824971	-0.0791778098	0.0459042317	0.0007190303	0.0795752938	0.0237158299	-0.05524206	0.0883412929	0.0065839289	0.1824719554	-0.0253655492	0.1702984748	-0.0267932244	0.0170719203	0.131067651	0.0140133692	-0.0254183142	0.0129202566	0.201209029	0.1214271607	0.1137140766	0.1012197857	0.0844696213	0.0641678585	0.0	-0.0351248	-0.0039992999999999	0.00123375157504	1.599440048999998e-05	-0.00378596	-0.01811596	1.43334931216e-05	0.0003281880067216	-0.0184642	0.0143695	0.00020648253025	0.00034092668164	-0.00119387	-0.00023296	1.4253255769000002e-06	5.4270361600000025e-08	0.0018212	-0.00011997	1.4392800900000016e-08	3.3167694400000003e-06	-0.00318801	0.00010259	1.0163407760099998e-05	1.0524708100000013e-08
